Month,DBJP,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FPA,GWX,IDHQ,JPXN,PDN,PXF,SCJ,VPL
2014-04,-0.03907075,-0.01829531,0.00665399,-0.01547217,0.02403846,0.01801135,0.02353543,0.05803571,0.01490281,-0.0335958,0.01388086,0.02052335,0.02115101,0.00174216,-0.02471439,0.03581021,0.00501931,0.04515026,0.00421793,-0.05155875,0.01961538,-0.02418033,-0.01399417,0.00118238,-0.01574994,0.00965795,0.00276571,-0.00797679,0.01265127,-0.03289909,-0.00626714,0.01415465,-0.02428898,-0.00728947
2014-03,0.01802451,0.02079186,0.01993355,0.02592388,0.0263902,0.03300077,0.02503294,0.03447439,0.02374612,0.01940701,0.07034866,0.03197442,0.04475309,-0.01175088,-0.00093436,0.0412758,0.03520842,-0.0009837,0.0153596,-0.00678372,0.03792415,0.01897133,-0.01227177,0.01942047,-0.00937951,0.01779801,0.01089588,0.01408451,0.02379603,-0.00874317,0.02330253,0.02158079,0.01315231,0.01191872
2014-02,0.05710048,0.02625723,0.08477041,0.07933113,0.08655294,0.08876712,0.0857304,0.06232439,0.09140551,0.05624827,0.07036177,0.08897207,0.09994385,0.0738423,0.04606205,0.05847666,0.05887336,-0.08873766,0.06266667,0.08520366,0.08960418,0.08684919,0.06160991,0.05564595,0.04510722,0.04976405,0.11000902,0.0711232,0.07070707,0.03491993,0.0812766,0.0729699,0.03549284,0.06059988
2014-01,-0.07649192,-0.00884002,-0.0156344,-0.01052434,-0.03166667,-0.01696263,-0.0261526,-0.03743057,-0.03421882,-0.06385118,0.01264559,-0.05229284,-0.04689146,-0.06228374,-0.05124224,-0.05674081,-0.03442754,0.0996474,-0.04226603,-0.10046478,-0.0360587,-0.02696918,-0.00657698,-0.05708308,-0.04343808,-0.06164115,-0.04422194,-0.01571268,-0.02951192,-0.05182738,-0.02380952,-0.02787551,-0.01169231,-0.05126258
2013-12,0.03860356,0.01074114,0.03092784,0.03535742,0.02655502,0.02573627,0.02681473,0.01989808,0.02996595,0.02162978,0.00099569,0.00053163,-0.00260688,0.00747556,0.01686266,-0.00178333,0.03721683,-0.03837369,0.02676864,0.02883588,-0.01407285,0.02923977,0.0313451,0.07358072,0.01338256,0.03187721,0.01275195,0.03671128,0.03231391,0.02949791,0.03800083,0.03045267,0.01125205,0.01379962
2013-11,0.06054131,0.00452489,0.00746419,0.00152497,0.01121718,0.00607501,0.00268745,-0.04097788,0.00815772,0.06008011,-0.03809219,-0.03340133,-0.04806278,0.01039861,0.02378795,-0.01565898,-0.00198886,-0.05504853,0.01052813,0.04670126,-0.05919003,0.01245357,0.00919681,0.02469938,0.03953598,-0.00039078,-0.00596896,0.00420329,0.01029748,0.03029652,0.00121803,0.00961803,0.00554415,0.00376719
2013-10,0.00679056,0.00814577,0.02967848,0.03126832,0.0339233,0.0336408,0.03866481,0.03200192,0.0290495,0.0061448,0.01888636,0.03321033,0.04666667,0.00645161,0.0033723,0.02357651,0.02549575,-0.01808899,0.0240299,0.00291439,0.03281313,0.01075033,0.02914447,0.02256887,-0.00740569,0.03687196,0.01617469,0.01776062,0.02789076,0.01089278,0.01761573,0.03474576,0.00345739,0.01543739
2013-09,0.05851463,0.08179298,0.06313242,0.06538542,0.06048704,0.07099036,0.0562463,0.04615775,0.06308992,0.05377542,0.10610465,0.04856266,0.04540541,0.04066543,0.06995688,0.07387735,0.01759531,-0.13947001,0.06439831,0.14580752,0.05534432,0.06320489,0.09581044,0.06801008,0.08601346,0.07538126,0.07086614,0.06322314,0.05810398,0.06559237,0.0684629,0.0653753,0.10656836,0.06433935
2013-08,-0.06954002,-0.04130191,-0.02575857,-0.00615319,-0.01976079,-0.01517362,-0.01312258,-0.03218563,-0.0231927,-0.06489995,-0.03285199,-0.01439052,0.00898372,-0.036452,-0.05717593,-0.07726664,-0.01754386,0.11833041,0.01397088,-0.11476664,-0.01439163,-0.03679159,-0.00995196,-0.04139358,-0.05503709,0.00437637,-0.01578947,-0.02220395,-0.01033435,-0.0501417,-0.02209456,-0.02576393,-0.04286336,-0.03347364
2013-07,-0.02755327,-0.00183066,0.05202312,0.04694519,0.05303867,0.0530891,0.0534134,0.02797023,0.05108724,-0.02652447,0.04346197,0.04140787,0.03548575,0.04672291,-0.01221805,0.05116059,0.01928847,0.0123855,0.03799298,-0.03406421,0.03381425,0.04608632,-0.00239644,0.03654124,0.02128725,0.060365,0.05091079,0.04797209,0.04640814,-0.0192691,0.05513666,0.0550048,-0.00089008,0.00990508
2013-06,0.05125196,0.03814779,-0.03476116,-0.04360087,-0.04311951,-0.05253837,-0.0451652,-0.03853706,-0.03763031,0.01038742,-0.03976862,-0.06888035,-0.07345845,-0.05735204,0.05205205,-0.05246776,-0.04249175,-0.12810099,-0.09520212,0.09158961,-0.0972731,-0.02216867,0.01002766,-0.1008458,0.03490814,-0.09213385,-0.08301241,-0.03239557,-0.02781211,0.05176471,-0.02498843,-0.0453284,0.02959538,-0.00825764
2013-05,-0.03836223,-0.09946179,-0.02792436,-0.03137587,-0.03001827,-0.02192341,-0.03087886,-0.10981883,-0.03594447,-0.0125068,-0.09652893,-0.08796532,-0.11579457,-0.02639472,-0.06302132,-0.05508113,-0.01734104,0.12085696,-0.00345622,-0.12672897,-0.08627743,-0.04253835,-0.03984195,0.07633053,-0.04957265,-0.00560586,-0.05375462,-0.04192355,-0.03276699,-0.05815972,-0.03244705,-0.00741886,-0.09786882,-0.06729839
2013-04,0.17335611,0.11256857,0.05816918,0.05841695,0.06116292,0.0557086,0.06958438,0.05484247,0.06183146,0.15434581,0.06486299,0.04213557,0.04321908,0.0407659,0.12732438,0.04420866,0.05120482,-0.21909437,-0.00661001,0.25574977,0.00749344,0.06697858,0.05330564,-0.06329944,0.14293675,0.01523727,0.01239669,0.0505137,0.03452605,0.12292119,0.04739559,0.06710311,0.11497696,0.07752577
2013-03,0.05653863,0.07101309,0.00788497,0.01969561,0.01375138,0.0126115,0.01231061,0.03360343,0.01413613,0.03639144,0.02519517,0.00104411,0.00347567,-0.01388051,0.0475819,0.01874163,-0.01606086,-0.09067813,-0.04052358,0.09732017,0.0206501,0.00710088,0.03660683,0.0,0.05005656,-0.03583333,-0.01418727,0.02965191,0.02520479,0.04253262,0.00509495,-0.00032436,0.08362947,0.02970503
2013-02,0.04107713,0.03034102,-0.01230629,-0.00400534,-0.03013333,-0.03745208,-0.02793125,0.01204819,-0.02299438,0.01709402,-0.01916376,0.01188276,0.02135231,-0.01074627,0.0272384,-0.01019052,0.00597015,-0.06106594,0.03600075,0.0503992,0.02108551,-0.01042172,0.01381999,-0.02384738,0.03651355,0.03261803,0.00203666,-0.00342906,-0.00816583,0.02804909,-0.00324374,-0.02767296,0.02951303,0.02046908
2013-01,0.03189493,-0.01213773,0.01781946,0.02939815,0.02477974,0.01999394,0.03223747,0.02362596,0.02453179,0.04792225,0.04672553,0.01784266,0.02467192,0.0207697,-0.00187819,-0.00880282,-0.03027789,-0.0025413,-0.08307692,-0.00497512,0.02592143,0.01290323,0.01043916,0.04589292,-0.01072464,-0.07698381,0.00246711,0.01854305,-0.00633714,-0.01258017,0.01472684,0.02696556,0.00098668,0.0088172
