Month,DBJP,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FPA,GWX,IDHQ,JPXN,PDN,PXF,SCJ,VPL
2017-08,-0.01080654,0.0126098,-0.00662983,0.00232626,-0.0047619,-0.00101112,-0.00837645,-0.00421006,-0.00764256,-0.00848126,-0.01997337,-0.00046094,-0.00571429,0.00776531,-0.00668151,-0.00980392,0.01992492,0.00154751,-0.02526003,-0.02808511,-0.00990426,0.01429593,0.00590501,0.10111111,-0.00244775,-0.00893522,0.01789019,0.00062972,0.00090334,0.00068353,0.00160102,-0.00722717,0.01674709,-0.00478026
2017-07,-0.00132591,0.03393067,0.03455084,0.04372248,0.02725039,0.02661101,0.03112245,0.03005276,0.02920892,0.00099108,0.03720717,0.04982985,0.05228758,0.04030797,0.02565575,0.05666364,0.02192593,-0.03782013,0.02817552,0.03782148,0.05309116,0.04147207,0.03894372,0.0212766,0.02854923,0.00984848,0.04038772,0.03797054,0.0195258,0.02289539,0.0394385,0.02871411,0.03019642,0.03154019
2017-06,0.01511063,0.00826202,-0.00179944,0.00485584,-0.0086417,-0.01439959,-0.00886525,0.02073142,-0.00464459,0.0219825,0.05662651,0.01921656,0.03254132,-0.00314748,0.00420972,0.00090334,0.02933089,-0.01755413,0.0009245,0.00906344,0.02985612,-0.00409074,0.01406546,-0.01214689,0.00467654,-0.01365706,-0.00353017,0.00654664,-0.00369004,0.00494438,0.00266046,0.00050088,0.00014613,0.0101482
2017-05,0.01444444,0.02271341,0.02881356,0.02251407,0.03528598,0.04707792,0.03421053,-0.02019738,0.03271812,-0.00879705,0.03189352,-0.02176542,-0.05276014,0.03043071,0.02351779,0.02518657,0.01472431,-0.04303448,0.08440582,0.05067786,-0.02763204,0.02830189,0.03760876,0.02205234,0.00575397,0.12308348,0.05884365,0.01882353,0.04713314,0.0236751,0.03224688,0.02694301,0.03089332,0.01732959
2017-04,0.00733841,0.01112485,0.03703051,0.03527308,0.02225379,0.00711744,0.02128806,-0.00702629,0.02633283,0.01104167,0.00405474,0.00244559,-0.00344149,0.02059387,0.00178891,0.0018797,0.00792142,-0.01271645,0.0003363,0.0164042,-0.00239398,0.02562574,0.02561888,0.0198556,-0.00199164,0.00083612,-0.00838364,0.01785101,0.03128153,0.004,0.02605282,0.01913367,0.00739485,0.00499917
2017-03,-0.02450441,-0.00892308,0.0241572,0.01485639,0.02322768,0.02369008,0.028595,0.00775194,0.0235579,-0.02828283,-0.01602805,0.01616111,0.01847229,0.01420872,-0.00655022,0.02073288,0.02053455,0.01255801,0.04939802,-0.02119461,0.02524544,0.01923466,0.01406387,0.01785165,0.0,0.03861004,0.02495726,0.01219087,0.0305225,-0.00959623,0.00974026,0.0161247,0.00077616,0.00842318
2017-02,-0.00028169,0.03000798,0.00732735,0.0148448,0.00048936,0.00594228,-0.00139353,0.02164197,0.0049162,0.01006289,0.00274725,0.0250258,0.02802283,0.02497452,0.00769075,0.02271605,0.0269179,-0.00924214,0.01135749,0.01163177,0.03071919,0.01075714,0.02554087,0.02298851,0.00985829,0.04576348,0.03479197,0.01530249,0.00998948,0.00831947,0.01889589,-0.0013587,0.02579715,0.01659751
2017-01,-0.01289238,0.03439681,0.03507434,0.0364822,0.02105263,0.02376812,0.01880342,0.02978516,0.0281106,-0.01064718,0.0902965,0.0497553,0.03175457,0.06243214,0.02652464,0.08137045,0.05995717,-0.05192261,0.07129057,0.05892857,0.06096626,0.03867884,0.02242704,0.04768301,0.02428632,0.03956665,0.0519136,0.03526355,0.03723987,0.03312151,0.03073377,0.03175049,0.02773165,0.03916968
2016-12,0.02537923,0.01544992,0.02535377,0.01993115,0.0357609,0.03528347,0.03778637,-0.01628423,0.03227349,0.02907739,-0.02889414,-0.01924119,0.00495595,-0.06110823,-0.00084157,-0.03294979,-0.01143265,0.0,0.0075084,-0.02286317,0.00590087,0.01526549,0.01486401,-0.03167272,0.01767401,-0.0140647,-0.00913938,-0.01292467,0.02403577,0.0042952,0.02094862,0.0348055,0.01200744,-0.00218221
2016-11,0.08380238,-0.0146228,-0.00990868,-0.01182584,-0.01540041,-0.03017873,-0.01032448,0.00424575,-0.01855767,0.10606785,-0.01144939,0.00081788,0.01183099,-0.0225677,-0.00848159,0.02215019,-0.01393728,0.00419442,-0.0298249,-0.01660325,-0.01701469,-0.01434471,-0.01770736,-0.02392344,-0.04443985,-0.04764065,-0.03247232,-0.01882012,-0.02548807,-0.01260986,-0.01937234,0.00205701,-0.03631375,-0.00986901
2016-10,0.04356244,0.02722014,-0.01828223,-0.02169729,-0.0148727,-0.02833664,-0.01219512,-0.02146865,-0.01795994,0.05512789,-0.08077198,-0.03013481,-0.03152174,-0.02167488,0.01040799,-0.04271745,0.00380623,-0.0234375,-0.04623225,0.00631801,-0.04399261,-0.02855343,-0.04214901,-0.03568133,0.0142319,-0.08762458,-0.05123736,-0.03014371,-0.03692148,0.01388086,-0.02564103,0.00029283,0.00860949,-0.00833186
2016-09,-0.00321027,0.04050946,0.00190694,0.02055774,0.00658061,0.00996583,0.00813717,0.01940781,0.00461787,-0.01271394,-0.00519358,0.03052603,0.02797985,0.03420112,0.0136727,0.0209205,0.04106628,-0.0365622,0.02687068,0.02069212,-0.00405007,0.01861361,0.04953271,0.03688394,0.05097781,0.01985326,0.02464286,0.02293085,0.00521648,0.01423279,0.02245451,0.00558003,0.05318967,0.02153067
2016-08,0.026534,-0.00177651,0.01661454,0.01375894,0.01575413,0.00604317,0.01815476,-0.01617251,0.0146123,0.05345096,0.01225962,-0.01594164,-0.02147577,0.00833333,0.01483871,-0.03302846,-0.01107934,-0.02924507,0.00508762,0.02816901,-0.02791696,0.01779047,0.0,0.01981163,0.00576113,0.02115469,0.00834543,-0.00504868,-0.01349248,0.00954844,0.00549235,0.0251439,-0.01924051,0.00164384
2016-07,0.04707113,0.06434065,0.04780309,0.05712095,0.03166227,0.02594752,0.03090909,0.08680648,0.03587879,0.06156406,0.07172131,0.06173542,0.06930693,0.05947137,0.05054397,0.0,0.05772171,-0.09701037,0.05358928,0.1003276,0.08210689,0.05692556,0.04560261,0.06140048,0.0310219,0.02902494,0.06948758,0.04463616,0.03253333,0.045606,0.04728903,0.03580324,0.03780488,0.05655279
2016-06,-0.07279693,-0.01716817,-0.05347801,-0.05415755,-0.01584827,0.00765381,-0.02057859,0.02625821,-0.01906578,-0.09598214,0.03337784,0.02097291,0.0154486,0.0146314,-0.02191235,0.04828326,0.04483037,0.0240614,0.04251269,-0.03711015,0.04492108,-0.02198051,-0.02229299,0.02822437,-0.0190754,0.01566099,0.0328068,-0.01964418,-0.01263823,-0.01090759,-0.02868526,-0.02760085,-0.0010473,0.00290641
2016-05,0.05172414,0.02115203,-0.01150086,0.00605727,-0.01759755,-0.03396547,-0.02247519,-0.03191489,-0.01523676,0.05019305,-0.00480513,-0.02718007,-0.0316092,-0.00279799,0.01367406,-0.04403482,0.01613571,-0.03081571,-0.05364678,0.06814381,-0.01320528,-0.00585059,-0.00128082,-0.00634921,0.02473094,-0.05219661,-0.03686457,0.00111359,-0.00419507,0.00788218,-0.00436162,-0.01750742,0.02018218,-0.0042381
2016-04,-0.02247191,0.0221135,0.01800554,0.01905301,0.0431867,0.04134444,0.04378445,0.05802434,0.03147877,-0.0279827,0.02145215,0.02540146,0.03786058,0.00733634,0.02600141,0.00257334,-0.05317054,-0.06583243,0.0036526,0.03684439,0.0,0.01242236,0.03514056,0.01719395,0.02187206,-0.02109341,-0.00720516,0.03604651,0.02625821,0.02056277,0.03342963,0.04757433,0.0260902,0.02218225
2016-03,0.01001292,0.04126794,0.06200747,0.06343209,0.03865268,0.04584615,0.04901337,0.10608856,0.04208669,0.01676677,0.11541985,0.08495909,0.08279431,0.07276007,0.02242991,0.09695603,0.04847987,-0.05408329,0.102779,0.04747518,0.1517492,0.05938928,0.10634463,0.07072905,0.04931769,0.07159143,0.07203219,0.06831276,0.03479237,0.02382499,0.05111684,0.04766537,0.04313949,0.05099092
2016-02,-0.113879,-0.03746341,-0.01214151,-0.01284109,-0.03569482,-0.02787136,-0.02761905,0.01694373,-0.02834922,-0.12068182,0.02099905,-0.00450886,-0.02220771,0.01492537,-0.04721715,0.04509922,0.04140969,0.08459102,-0.02152208,-0.08538588,-0.05047455,-0.02712434,-0.07099799,0.02755454,-0.06607629,0.02038835,-0.00367647,-0.00834376,-0.03826955,-0.04302671,-0.01469952,-0.02717567,-0.02861985,-0.0303652
2016-01,-0.02279284,-0.02635071,-0.03901066,-0.04638681,-0.03264876,-0.01269649,-0.0324954,-0.06040471,-0.03318798,-0.02920509,-0.05720339,-0.06295181,-0.05617284,-0.07314286,-0.03605769,-0.06551916,-0.0039491,0.05527938,-0.01589721,-0.09866469,-0.04491141,-0.04954128,-0.05746753,-0.12108072,-0.0239749,-0.04275093,-0.03891509,-0.05516154,-0.03329694,-0.04242301,-0.0282343,-0.04495074,-0.02460973,-0.04410617
2015-12,-0.04927691,-0.01179071,-0.02252599,-0.00902595,-0.03719421,-0.03615495,-0.03637951,-0.02615519,-0.03190751,-0.06185775,0.0409631,-0.01055409,-0.00665054,-0.0154185,-0.03387365,-0.02281167,-0.06110224,0.04970949,-0.05354267,-0.05371622,0.02189474,-0.0324277,-0.00540369,-0.01188946,-0.03882676,-0.05655414,-0.02309731,-0.03426205,0.0010661,-0.03629344,-0.01422764,-0.04378081,-0.0168949,-0.02435369
2015-11,0.01487603,0.01296992,-0.01172851,-0.00567108,-0.01926402,-0.02894885,-0.02717391,-0.00762463,-0.01789401,0.02191152,-0.01640896,-0.00298864,0.01194969,-0.01914661,-0.0023153,-0.05628803,-0.04329173,0.0014626,-0.04517012,-0.008981,0.00476397,-0.00989228,-0.01626016,-0.0361596,0.01036269,-0.01459227,-0.01351859,-0.00530102,0.00053333,0.0083968,-0.0205314,-0.02377542,0.01627057,-0.00586899
2015-10,0.07777445,0.05554446,0.07173868,0.053044,0.06431975,0.05840072,0.06470408,0.07210327,0.06391347,0.08982311,0.13920863,0.0591024,0.04661852,0.06763848,0.07034264,0.1,0.03405827,-0.13926293,0.09687977,0.14865408,0.06587915,0.07041588,0.04605263,0.06117021,0.06705607,0.09564394,0.05338078,0.05037985,0.06125922,0.07760626,0.05278842,0.06953028,0.04574406,0.06795524
2015-09,-0.00717274,0.01390008,-0.00841371,-0.00220706,-0.01643192,-0.01590574,-0.01331719,-0.02048417,-0.01625425,-0.0125399,0.00686416,0.00736707,0.00733823,0.02154399,-0.01309255,-0.01746725,0.01445578,0.01223404,0.04133949,-0.03383163,0.01288541,-0.00800565,-0.00818599,0.03597371,-0.00350058,-0.00283286,0.00723764,-0.00797766,0.00908059,-0.00552956,-0.00888701,-0.02094718,0.02128079,0.00143649
2015-08,-0.08352668,-0.0361603,-0.06091846,-0.05038903,-0.07231453,-0.06236617,-0.07121419,-0.08853884,-0.07378302,-0.0875368,-0.0814524,-0.10704458,-0.1006865,-0.11788826,-0.0590144,-0.11105838,-0.07238606,0.1087884,-0.05107296,-0.11546979,-0.06638655,-0.06813373,-0.05562201,-0.0998793,-0.07101569,-0.04095112,-0.06666667,-0.04203869,-0.05200208,-0.05711575,-0.0386893,-0.07283142,-0.04503693,-0.06966086
2015-07,0.00518001,-0.00761233,0.00037293,-0.0046032,0.0156324,0.01323609,0.00875034,-0.0488741,0.00702988,-0.00738007,0.00131839,-0.02027207,-0.01618304,-0.01587302,0.00222717,-0.0439659,-0.08129521,-0.00871228,-0.08135922,-0.00374649,-0.0083091,-0.02190535,-0.02336449,-0.06583333,-0.00430681,-0.11184982,-0.02109705,-0.02520706,0.00575013,-0.0037743,-0.01891892,-0.00324851,-0.01727208,-0.01346016
2015-06,-0.03815058,0.00680015,-0.02106613,-0.02838663,-0.02838025,-0.03620735,-0.02851812,-0.0527215,-0.02707349,-0.0494957,-0.06178206,-0.03046875,-0.03747963,-0.03451582,-0.02174347,-0.01198934,-0.02554496,0.02843602,-0.03723304,-0.03956178,-0.08825758,-0.02251065,0.00475907,-0.07063676,-0.02364592,-0.02803364,-0.02888583,-0.01182372,-0.0078329,-0.02027153,-0.00989722,-0.02396804,0.00673217,-0.02625088
2015-05,0.03643083,0.00866218,-0.0034558,0.00288757,-0.01846015,-0.0212766,-0.02455415,-0.00097111,-0.01309951,0.03828033,-0.05597668,-0.03301651,-0.0388601,-0.01417769,0.00241061,-0.05941005,-0.01430472,-0.01590957,-0.05483814,0.00432499,0.00737291,-0.00182482,0.00809595,-0.07528409,0.01381728,-0.03917051,-0.03504749,0.00108186,0.00052083,0.00415329,0.00229095,-0.01465201,0.00591279,-0.01494872
2015-04,0.02335807,0.02134387,0.04201521,0.04784507,0.03446659,0.04147833,0.04255896,0.02750688,0.03405845,0.02716608,0.01085681,0.03785901,0.01857749,0.06938776,0.02224532,0.06134157,0.04449895,-0.062705,0.06578699,0.04313467,0.01507538,0.03596361,0.06121805,0.13616558,0.01585289,0.09769625,0.05184929,0.05144817,0.01602564,0.02625392,0.04893702,0.04049248,0.01929625,0.03260279
2015-03,0.00973304,0.0199115,-0.01462591,-0.0098243,-0.02126676,-0.0310559,-0.03324538,-0.03585178,-0.0178106,0.01625677,-0.02352941,-0.02357765,-0.03538462,0.00207469,0.01204056,0.00222717,-0.01687909,-0.04912281,0.00322336,0.0234375,-0.01259542,0.00467687,0.01905069,0.0447166,0.00892099,-0.03141136,0.03697057,-0.0003827,0.00267809,0.01837795,-0.02046438,-0.02074353,0.02263572,0.00200036
2015-02,0.07915408,0.04595278,0.0460177,0.06217304,0.04073271,0.03728541,0.04204452,0.02906404,0.04029885,0.08048062,0.05873402,0.03070408,0.05866377,-0.01136951,0.0637531,-0.00748569,0.03091684,-0.11964549,0.00095602,0.12586339,0.08939709,0.03632761,0.03512881,0.00865301,0.04348796,0.02604857,0.02177068,0.04911433,0.05889015,0.06897288,0.05523256,0.04823695,0.03906717,0.04561939
2015-01,-0.00425661,0.03388339,0.02124646,0.00122125,0.01690281,0.01291209,0.01210586,-0.00743863,0.01440186,-0.00842633,-0.02732403,0.00733297,-0.00824629,0.05586283,0.02044135,-0.01535088,0.01956441,-0.04250077,0.01720388,0.03696182,-0.01150843,0.02322404,0.00400802,0.04506173,0.03449883,0.01068091,0.05992218,-0.00607287,0.02021953,0.02212486,0.00210349,0.00344135,0.03387365,0.01433621
2014-12,-0.01889622,-0.00720839,-0.01979414,-0.01506327,-0.04853911,-0.05114226,-0.04061323,-0.00172456,-0.03555456,-0.03006682,0.02012012,-0.01257021,-0.01671159,-0.01897019,-0.03198198,0.01411557,-0.00939986,0.05696715,-0.00891991,-0.06638688,0.04401709,-0.01739906,-0.0013289,-0.05403835,-0.02143183,-0.0155642,-0.00463499,-0.02494062,-0.00908059,-0.01585941,-0.00873181,-0.04268126,-0.00783505,-0.01694589
2014-11,-0.01249256,-0.06440329,0.00799361,-0.02566595,0.01140684,0.00808766,0.00538213,-0.0443111,0.009228,0.00675068,0.01411043,-0.02757212,-0.05234021,0.00852424,-0.04269614,0.01048951,0.00716589,0.0855801,-0.01329282,-0.08799718,-0.03694875,-0.01102779,-0.02320407,0.02559576,-0.03601414,-0.00792327,-0.01509434,-0.02840691,-0.00728291,-0.04066887,-0.02391569,0.00467161,-0.05710933,-0.03653811
2014-10,0.07338552,0.02201524,0.0171856,0.00447384,0.00424729,0.00025767,0.0026617,0.03931786,0.00537755,0.05305233,0.03789075,0.05772812,0.0607012,0.0776699,0.04134484,0.00087489,0.03980655,-0.09942698,-0.00501579,0.07899807,0.02567237,0.00618921,-0.04289626,0.01297526,0.02657503,-0.04638365,0.00186706,-0.00229358,0.02181401,0.03623814,-0.00563834,0.00109379,0.02544426,0.04506934
2014-09,0.02826158,-0.03664184,-0.05825973,-0.06675063,-0.04439982,-0.05120773,-0.05590062,-0.1024984,-0.04610829,0.0297271,-0.05299196,-0.10004776,-0.11829945,-0.07262278,-0.01258,-0.03886335,-0.06701031,0.02825694,-0.07482424,-0.02864394,-0.11743385,-0.04455035,-0.05410072,-0.05103487,-0.03025686,-0.05944183,-0.05731157,-0.0649259,-0.04439632,-0.01720159,-0.04375951,-0.04336603,-0.03669549,-0.04998196
2014-08,-0.00200602,0.00324939,0.00415565,0.00379472,0.01107094,0.00510452,0.01283988,0.00736568,0.01069061,0.00174043,0.01321321,0.01307823,0.02754036,-0.00625326,-0.01579987,-0.00578273,0.04411242,0.03037807,-0.00312295,-0.03809185,0.04220659,0.00834899,0.01783104,0.00113895,-0.00833882,0.07943925,0.03547915,0.0215905,0.00379404,-0.01584654,0.01306687,0.00466563,0.00135449,-0.00324851
2014-07,-0.00628723,-0.02020602,-0.031193,-0.02460025,-0.03029643,-0.02862506,-0.02681619,-0.00815101,-0.02625052,-0.00493097,-0.04142857,0.02296296,0.01290631,0.05087527,-0.02040378,0.03989704,-0.02097902,0.02316929,0.00851846,-0.04012346,0.01975401,-0.02609751,-0.02878916,0.03074195,-0.01020187,-0.01002313,0.01755041,-0.03252595,-0.02996845,-0.01560255,-0.02797464,-0.03361554,-0.02734004,-0.00179921
2014-06,0.02483615,0.04487314,0.00721955,0.00248668,0.00286092,0.00714796,0.00692213,0.00895392,0.0048097,0.02704791,0.02774498,-0.00024808,-0.00095969,0.00385463,0.03412429,-0.00808511,0.04152762,-0.07296467,0.0054173,0.06964421,0.020658,0.00656276,0.01930954,0.004752,0.04253851,0.02247634,0.01065449,0.03064167,0.00694074,0.03420826,0.02191465,0.01244919,0.05343048,0.02023014
2014-05,0.0267341,0.01641823,0.01528302,0.01079914,0.01342883,0.01332364,0.01402454,0.02010275,0.01596084,0.0299272,-0.02343527,0.01844366,0.01311953,0.04332756,0.03210576,0.01595515,0.03149002,-0.06456583,0.02821317,0.06306678,-0.00532725,0.01106703,0.00472116,-0.00590493,0.03404975,0.01076126,0.02813599,0.00692925,0.01688453,0.03744642,0.01688924,0.01524942,0.0217801,0.02730769
