Week,DBJP,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FPA,GWX,IDHQ,JPXN,PDN,PXF,SCJ,VPL
2019-08,0.00025019,-0.00391588,0.00465639,0.00591447,0.00587723,-0.0002471,0.00601504,-0.01026694,0.00397614,-0.00097447,-0.00518341,-0.0013132,0.00140187,-0.00269334,-0.00854701,-0.02529022,-0.01738362,0.01897206,-0.02535168,-0.01839011,-0.0071475,-0.00567558,0.00805369,-0.0233856,-0.01276426,0.0,-0.02208,-0.00097943,0.00044189,-0.00676704,0.0023225,0.00170815,-0.00268817,-0.00813008
2019-07,0.0027827,-0.00377304,0.00291027,0.00229078,0.00481295,0.00173053,0.00302039,0.00068275,0.00219868,0.00137579,0.00363123,0.00863979,0.00377181,0.01999216,0.00183217,0.0,0.01722575,-0.00715746,0.01304006,0.0021361,-0.00746269,0.00479882,0.00866504,0.01503143,0.00160256,0.00215239,0.01104972,0.00361723,0.00312361,0.00102162,0.00568372,0.00294695,-0.00156139,0.00639269
2019-06,0.0335958,0.03184618,0.02564103,0.02218725,0.02610261,0.0221149,0.02222797,0.00344511,0.02489712,0.03693124,0.02239113,0.01494904,0.01737452,0.0100321,0.03239864,0.01974249,0.00829238,-0.06444444,0.01051793,0.06636156,0.02721774,0.02694954,0.02327515,0.01161183,0.03388069,0.0,0.00864074,0.02688904,0.02292526,0.03242291,0.02656088,0.02398384,0.0344067,0.02759486
2019-05,-0.02921579,-0.02973328,-0.0162056,-0.01945045,-0.01021088,-0.0142607,-0.01171975,0.00948415,-0.01296596,-0.03355838,0.00123967,0.00431916,0.00241196,0.00363489,-0.02676264,-0.00596506,-0.01233825,0.06434316,-0.02459144,-0.05483271,-0.01265401,-0.03060657,-0.03207237,0.00864473,-0.03821529,0.0,-0.00768974,-0.01902537,-0.01132759,-0.02899297,-0.01920485,-0.01637311,-0.02817506,-0.01876634
2019-04,0.01097465,0.00563631,0.00812065,0.00561973,0.01444043,0.01887274,0.01423764,0.01413095,0.0129603,0.0052356,-0.00473251,0.00785219,0.00636319,0.00826105,0.00990099,0.0,0.01475108,-0.018591,0.01780038,0.01650794,0.03937282,0.00944465,0.01591734,0.03016375,-0.00759696,0.04459991,0.0229688,0.00949474,0.0199351,0.01132404,0.00922761,0.01286255,0.0118473,0.01063331
2019-03,0.01553449,0.00968126,0.01559879,0.01629747,0.01322993,0.01497934,0.01464435,0.03532543,0.01435407,0.01978381,0.02659129,0.02493531,0.02291978,0.02741459,0.01391501,0.01553733,0.03043615,-0.02773299,0.05538001,-0.00925069,0.01777003,0.02564103,0.01531046,0.00259217,0.01531332,0.00351031,0.02596953,0.02279006,0.02604167,0.01402525,0.024314,0.01891132,0.01474491,0.021081
2019-02,0.04410974,0.03404448,0.02305866,0.02013101,0.01667047,0.01889723,0.0180865,0.01182718,0.01920668,0.04771871,0.00521485,0.02333805,0.02235469,0.02781344,0.02849003,0.02325581,0.02864418,-0.05501107,0.03853304,0.05945769,0.0167364,0.02449932,0.02227365,-0.02307259,0.02307692,0.04932127,0.01356994,0.01905092,0.02617801,0.03102287,0.02314165,0.02103103,0.03254217,0.02847089
2019-01,0.00348432,-0.00733094,0.01808786,0.01403226,0.01499769,0.00962038,0.01323452,0.02314131,0.01199495,0.00355203,0.02271266,0.02797203,0.02640934,0.02710975,0.00456274,0.02820626,0.02150193,-0.00632111,0.01716519,0.00325309,0.03128371,0.01959232,0.01332561,0.06726727,-0.00721443,-0.00985663,0.01912181,0.01010453,0.02224371,-0.00053022,0.00561207,0.01478983,-0.0057735,0.01029104
2019-00,0.02231405,0.03556453,0.0210396,0.01995344,0.0250947,0.01756253,0.02336322,0.01964241,0.02546946,0.02307526,0.00934376,0.01646192,0.01974026,0.01019052,0.03511541,0.01312217,-0.02308665,-0.069869,-0.00407747,0.06508048,-0.01474926,0.02309894,0.01381381,0.0,0.03327095,-0.00534759,0.02030269,0.0232808,0.01032448,0.03616006,0.02503628,0.02345416,0.03342021,0.02445877
2018-51,0.0377412,0.06075534,0.03237607,0.03786962,0.02866861,0.0226776,0.02820441,0.02734778,0.03398927,0.04214047,0.01768738,0.03370502,0.04505972,0.01298701,0.03379479,0.01796407,0.02754375,-0.0603401,0.02922247,0.06679104,0.03353659,0.0288239,0.0396751,-0.00892857,0.03417885,0.02465753,0.01603281,0.04344569,0.02575758,0.03951368,0.05223027,0.03334252,0.05841424,0.03617747
2018-50,-0.06124576,-0.06199666,-0.02590308,-0.03206082,-0.02800467,-0.02478249,-0.02138024,-0.03401192,-0.02722401,-0.06144111,-0.01641497,-0.03247863,-0.04507772,-0.01446734,-0.04738155,-0.01532913,-0.00350653,0.09413203,0.00590278,-0.09427721,-0.05848583,-0.03722334,-0.03371783,-0.02765774,-0.05113751,0.00089928,-0.02818937,-0.03814617,-0.02163225,-0.04864962,-0.03663793,-0.02829939,-0.0580015,-0.03938161
2018-49,-0.00154123,-0.00756789,0.00367518,0.00097768,0.0037192,0.00447368,0.00080602,-0.0051458,0.0,-0.00340408,-0.02175304,0.00785662,0.0,0.02493321,-0.00322458,-0.00180832,0.00223143,0.01164987,-0.0053228,-0.03451522,0.0,-0.0001992,0.00910159,0.03048959,-0.00119261,0.02436823,0.0164054,-0.00663176,-0.00389105,-0.00528914,-0.00212841,0.00262812,-0.00703812,-0.00322477
2018-48,-0.05529954,-0.05289532,-0.04130723,-0.04338462,-0.0383422,-0.02949402,-0.03719856,-0.01948206,-0.03874239,-0.06100995,-0.02917882,-0.03763441,-0.04025528,-0.03287788,-0.04545455,-0.0405522,-0.05839856,0.08927336,-0.05336804,-0.05821513,-0.00425834,-0.04489719,-0.0461831,-0.03373894,-0.04227213,0.00668151,-0.04540764,-0.04819672,-0.0401662,-0.04198729,-0.04355109,-0.04358655,-0.05304384,-0.04623836
2018-47,0.008933,0.01516235,-0.00400936,0.00860585,0.00471592,0.00102459,0.00129299,0.0104293,0.00328272,0.00729367,0.02996743,0.00191205,-0.000499,-0.00262352,0.00956058,0.01033708,0.00969962,-0.02448709,0.00639515,0.04832714,0.0,0.0034877,0.0036323,0.01615229,0.01122291,0.00672646,0.00141844,0.01140557,-0.00422535,0.00698705,0.00443081,-0.00301887,0.01755131,0.00955963
2018-46,-0.00429185,-0.00449275,-0.01120589,-0.0114241,-0.01082056,-0.01480725,-0.01295672,-0.00680934,-0.0123406,-0.00527859,-0.00993521,-0.00483092,-0.00201511,-0.00666371,-0.00703183,-0.00455996,-0.01665096,0.00064998,-0.02231992,-0.00646353,-0.02254596,-0.02007722,-0.00758427,0.0,-0.00606891,-0.02151502,-0.00570613,-0.01043069,-0.0351689,0.00034584,-0.00651578,-0.01287879,-0.00558899,-0.00836886
