Week,DBJP,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FPA,GWX,IDHQ,JPXN,PDN,PXF,SCJ,VPL
2018-45,-0.00100226,0.00433088,0.0086942,0.00357531,0.00835214,0.00639223,0.00882429,0.0142961,0.01155116,-0.00711128,0.0198747,0.01451379,-0.00197239,0.0487239,0.00648989,0.02615879,0.01861786,-0.01210337,0.03966742,-0.00665054,0.0,0.00925926,-0.0082713,0.01654633,0.00941361,0.05223881,0.02592187,0.00704698,0.01649387,0.00396074,0.00546448,0.00935761,0.00443872,0.01171999
2018-44,0.00821509,0.005828,0.0059455,0.00397189,0.00022262,0.00025297,-0.00025595,0.0043573,0.00162338,0.00303894,0.021682,0.0002405,0.01139742,-0.01727273,0.00514706,-0.01342282,-0.02193784,-0.00365813,-0.01842855,0.03064904,0.0,0.00247242,0.00190217,-0.02246863,0.01459428,-0.00089767,0.00898957,0.00032787,0.00889513,-0.00187266,0.00268007,0.0004985,0.00764656,0.00062666
2018-43,0.03796488,0.03863233,0.03708134,0.0416468,0.02338377,0.02924282,0.02614206,0.03177005,0.02951643,0.04207823,0.04262673,0.05002527,0.0485133,0.05188006,0.02902375,0.05816135,0.06345096,-0.06251954,0.06918688,0.03736875,0.02452026,0.043015,0.05180757,0.07971014,0.04107934,0.05469118,0.06060606,0.05457686,0.05490196,0.02549675,0.0472028,0.03034979,0.04243051,0.0400782
2018-42,-0.05201465,-0.04572787,-0.03407968,-0.03726329,-0.02973813,-0.03345912,-0.03192848,-0.03260341,-0.0309842,-0.05268074,-0.03141831,-0.03983583,-0.03610832,-0.0470852,-0.04152497,-0.02885482,-0.04797048,0.09290954,-0.06259265,-0.09912454,0.0,-0.04664179,-0.04725246,-0.03191172,-0.05632745,-0.0733945,-0.0513181,-0.04800519,-0.03543124,-0.04286426,-0.04095904,-0.03130435,-0.05207035,-0.04680523
2018-41,0.00882786,0.0001391,0.00082048,0.00015163,0.00331712,0.00452375,0.00306201,0.01329394,0.00201532,0.00712411,0.00223015,0.00657414,0.01359517,-0.00045662,0.00160371,-0.00180668,0.00216183,-0.0063358,0.00066017,0.00596591,0.0,-0.00296296,-0.007109,0.00060827,-0.00836587,0.00792952,0.00423878,-0.00193299,-0.0027907,0.00164989,-0.00493421,-0.00172456,-0.00288382,0.00215484
2018-40,-0.05490196,-0.0444356,-0.0341324,-0.03295421,-0.02886065,-0.02396245,-0.02564103,-0.01846453,-0.02988865,-0.05715793,-0.02256792,-0.03041018,-0.03552311,-0.01739518,-0.04544684,-0.03160173,-0.04124013,0.1,-0.03283865,-0.08935845,-0.04037773,-0.04196919,-0.04118242,-0.01024714,-0.04375667,-0.05215606,-0.03835709,-0.03346762,-0.03536258,-0.03859593,-0.03309994,-0.03289631,-0.03884134,-0.04007662
2018-39,-0.02779646,-0.024961,-0.02556993,-0.02223796,-0.02036532,-0.01574612,-0.01511826,-0.0247117,-0.01959292,-0.02503,-0.04495087,-0.03372567,-0.02726845,-0.04964241,-0.02426458,-0.0260833,-0.0695581,0.05171717,-0.05266299,-0.04060039,-0.02445997,-0.04052685,-0.02803287,-0.04290522,-0.02691907,-0.0386893,-0.0394822,-0.03166069,-0.02557434,-0.02455219,-0.02886978,-0.01977664,-0.02915489,-0.03028139
2018-38,0.01425943,0.00696361,-0.00900626,-0.00942865,-0.00688935,-0.0016896,-0.00580833,-0.00023397,-0.00625237,0.01283629,-0.01036699,-0.0020339,-0.00374181,-0.00042283,0.00775586,0.01062022,0.00716648,-0.01253918,0.01186899,0.01701702,0.0,-0.0052303,0.00314694,-0.00585447,0.00934744,0.01563753,0.00194301,-0.00446561,0.0,0.00845335,0.0,-0.00671141,0.00925926,0.00735931
2018-37,0.03837902,0.03602871,0.02666875,0.0190163,0.02799744,0.01661779,0.02240276,0.02274904,0.02374976,0.04242092,0.02450877,0.02348066,0.01850095,0.0309944,0.03258232,0.03607567,0.01851332,-0.06145872,0.03429101,0.05543933,-0.01159511,0.02676567,0.03833626,0.03941731,0.04252979,0.01423343,0.01391586,0.0184513,0.01497797,0.03410553,0.01713396,0.03107948,0.02980487,0.03094463
2018-36,0.03019146,0.00778795,0.0112182,0.01044538,0.01410896,0.01071518,0.01429288,0.00801555,0.01394344,0.03066792,0.01811516,0.01754386,0.01153292,0.03185841,0.02324344,0.01960784,0.0135402,-0.0428622,0.02495321,0.04316547,0.04417539,0.0227714,0.01210287,0.01957961,0.02900188,0.03074366,0.02439024,0.01255743,0.00531679,0.02371151,0.00755668,0.01105503,0.01096966,0.02081448
2018-35,-0.01790034,-0.01259651,-0.01566416,-0.01308599,-0.01824034,-0.01434933,-0.01519303,-0.01979018,-0.01497472,-0.01818182,-0.03043022,-0.03719567,-0.03503036,-0.04568315,-0.01454609,-0.02424242,-0.01482702,0.02417027,-0.02793805,-0.02571738,-0.04827157,-0.02397792,-0.00619886,-0.05316249,-0.02008106,-0.02126806,-0.04368622,-0.02051282,-0.03464703,-0.01320293,-0.01897946,-0.01642857,-0.01533538,-0.0221664
2018-34,-0.00334608,0.00066613,-0.01015541,-0.00846979,-0.01864265,-0.0194618,-0.01842424,-0.01812268,-0.01406577,-0.00474886,0.00083108,-0.00886525,-0.01096391,-0.00665834,-0.00448044,-0.01644182,0.01127923,0.00373832,-0.00210368,-0.00472689,0.01133858,-0.00994941,-0.01526533,-0.01397849,-0.0054407,0.00849858,-0.01891551,-0.00327771,-0.00300687,-0.00529865,0.00030628,-0.01762115,0.0030359,-0.0053826
2018-33,0.01302852,0.00860068,0.01227573,0.01287616,0.00747703,0.01153091,0.00890208,-0.01840773,0.00658277,0.01049475,0.0167302,-0.0132714,-0.02166065,-0.00126582,0.0033345,0.00944206,0.01578799,-0.00976845,0.03276889,0.01713353,0.01243622,0.01196048,0.01774556,0.01693504,0.0153271,0.01854905,0.00576369,0.02064079,0.01764446,0.00325892,0.01542821,0.00639507,0.0119484,0.00518365
2018-32,0.0,-0.0070413,0.00094787,0.00188899,0.00021459,-0.00220859,0.00024869,0.01708402,-0.00077791,-0.00074864,0.0193731,0.01736581,0.02881041,-0.00880503,0.00052891,0.00344976,0.0,0.00392857,0.01431753,-0.00192572,-0.02335721,-0.00485269,-0.01093983,-0.03727715,-0.00445931,0.00922819,0.00711284,-0.00153988,-0.0123348,0.00327654,-0.00062933,0.00023827,-0.0089957,0.00552239
2018-31,-0.01465642,-0.00915727,-0.01346124,-0.01392837,-0.01576955,-0.01945245,-0.01365854,-0.00717925,-0.01469466,-0.01569629,-0.01454545,-0.00557041,-0.01051669,0.00840689,-0.01074896,-0.00170285,-0.00958379,0.02142593,-0.01466502,0.0166799,0.0,-0.01605543,-0.01405039,0.00376344,-0.01252269,-0.00775827,-0.00573066,-0.00995175,-0.01264167,-0.01699263,-0.01623277,-0.01656943,-0.00436162,-0.00836145
2018-30,-0.0056953,-0.01498514,-0.0112616,-0.0143534,-0.00995025,-0.00712589,-0.01080951,-0.01053355,-0.01276995,-0.00253073,-0.02018503,-0.0116972,-0.0040965,-0.02791461,-0.00700495,-0.01015228,0.00522121,0.01977938,-0.00898568,-0.04403624,0.0,-0.00802139,-0.00288878,-0.02925188,-0.00680394,-0.00770166,-0.01193093,-0.00714498,-0.02451395,-0.01371591,-0.01479915,-0.01057471,-0.01488897,-0.00924188
2018-29,0.01289398,0.0288627,0.01171213,0.01400679,0.01050641,0.01109771,0.01122773,0.01369545,0.01201144,0.01834526,0.01475936,0.01024955,0.00964187,0.00912863,0.01619852,0.01839966,0.01783227,-0.02922443,0.02464899,0.0386827,0.01742712,0.01746355,0.01267674,0.01719122,0.01956167,0.03135452,0.01697086,0.0215478,0.00301594,0.01902478,0.00918836,0.01164687,0.02592302,0.01607247
2018-28,0.00240616,0.01244084,0.00448708,0.00170092,0.00421941,0.00024166,0.0024432,0.00720093,0.00497417,0.00500185,0.00572762,0.00512478,0.00686813,-0.00082919,0.01050053,0.0177643,0.02351941,-0.01754386,0.00245136,0.02110606,0.00669856,-0.00202361,0.00121507,-0.00473809,0.01064611,-0.01640016,0.00222646,-0.00271411,0.0,0.00646935,-0.00152999,0.00398126,0.00889538,0.00765156
2018-27,0.00654228,-0.01884289,-0.00965369,-0.0098439,-0.01043406,-0.01450999,-0.01206855,-0.01554286,-0.00985969,0.00297619,-0.02208007,-0.00988794,-0.01479157,-0.00494641,-0.00729927,-0.00387931,0.00255609,0.01473297,-0.01374415,-0.03042328,0.0,-0.00285091,-0.01322433,-0.00338718,-0.00745726,-0.01571313,-0.00345477,-0.0095751,0.00867679,-0.00933526,-0.00667678,-0.01088719,-0.01516736,-0.00844742
2018-26,-0.00049285,-0.00761727,0.01838755,0.00728259,0.0238761,0.03184399,0.02515567,0.03125,0.01986368,-0.00132175,0.03409333,0.02105978,0.03026071,0.01314116,0.00371353,-0.00865426,-0.00491329,-0.00888731,-0.00107148,0.02129425,-0.00222788,0.01166981,0.02700675,-0.00869565,0.00259403,-0.02117459,0.00509068,0.00393939,0.00795756,0.00294166,0.00897555,0.01830283,-0.00317418,0.007283
2018-25,0.00610501,0.00276098,-0.0064915,-0.00352014,0.0055794,0.0012276,0.00322661,-0.00280374,0.00212848,0.00562324,-0.01819686,0.00788466,0.01728972,-0.00374688,-0.00294985,0.00900901,0.00896472,0.0003686,-0.00164425,-0.01616688,-0.00380469,-0.00101129,-0.00144613,-0.02268672,-0.0012725,-0.01572945,-0.0104551,-0.00447094,0.04515849,-0.00367706,0.00274474,0.00401891,0.00220179,0.00043828
2018-24,-0.01400095,-0.01552163,-0.01176116,-0.00960088,-0.00042301,-0.00194363,-0.00219888,-0.00390715,-0.00190803,-0.01712516,0.00369914,0.00378366,0.0200747,-0.01933924,-0.00898915,-0.01706911,-0.00541002,-0.00153374,-0.01855911,-0.03063241,-0.01699629,-0.01340088,-0.01270588,-0.03787696,-0.01309039,-0.0282167,-0.01205909,-0.00935126,0.00952381,-0.00689331,-0.01015835,-0.006492,-0.0089556,-0.00758226
2018-23,-0.00655124,-0.0181119,-0.0133077,-0.01887803,-0.01529558,-0.01305793,-0.01625239,-0.00637088,-0.01584048,-0.01372304,-0.00387834,-0.02391824,-0.02254947,-0.02152642,-0.01148278,-0.04595444,-0.02650273,0.02233746,-0.04876374,-0.02762431,0.0119197,-0.02189781,-0.02917711,-0.00480192,-0.02042568,-0.042852,-0.04091559,-0.02185017,-0.01386555,-0.01060071,-0.01745708,-0.01699524,-0.01445337,-0.02129733
2018-22,0.00284091,0.00475357,0.00416915,0.0054076,0.00062617,0.00456292,0.00024108,0.00114025,0.0007523,0.00126013,0.03551046,0.00065459,0.00138953,0.00353913,0.00553877,-0.00854701,-0.00626191,-0.01065509,-0.00412201,0.01398087,0.0,0.00480846,0.00827396,-0.00048123,0.00345722,0.00878477,-0.00057703,0.00918748,0.01232469,0.00448847,0.00674883,0.00251371,0.00273428,0.00322355
2018-21,0.0157614,0.00519382,0.01783537,0.01857757,0.01836822,0.02096178,0.01976773,0.0018315,0.01809781,0.01571165,0.0250381,0.01021541,0.01947743,0.00796813,0.00714164,-0.00313112,0.02033324,-0.00384911,0.01115916,0.00200501,0.00758534,0.01735429,0.0016215,0.00457831,0.00070016,0.00294118,0.0172619,0.01489486,0.01071582,0.00579211,0.01163137,0.01563594,0.00439533,0.01025787
2018-20,-0.0292547,-0.01213622,-0.01849406,-0.01983493,-0.02820617,-0.03246147,-0.02977028,-0.00907441,-0.02299485,-0.0347064,-0.00129366,-0.01343445,-0.01658222,-0.01399145,-0.01546392,-0.01220442,-0.00304878,0.03102337,0.00952644,-0.02708533,-0.01494396,-0.0197566,-0.01624182,-0.01635459,-0.02321247,-0.01008646,-0.01013318,-0.01306818,-0.01377295,-0.01505145,-0.01650261,-0.02581219,-0.00838678,-0.01171548
2018-19,0.00023321,-0.00761671,-0.00891813,-0.00836876,-0.00889788,-0.00883926,-0.00863679,-0.00724474,-0.00715859,0.00353544,-0.0096401,-0.01428881,-0.0087841,-0.0244186,-0.01005274,-0.01780978,-0.02120044,0.01846533,-0.02027487,0.01607404,-0.00403101,-0.00586278,-0.00427254,-0.02844382,0.00408163,-0.01664896,-0.01665709,-0.00369633,0.00253271,-0.00792562,-0.00144592,-0.00929615,-0.01121814,-0.01149903
2018-18,0.01045876,0.00921085,0.01092896,0.0099449,0.01104972,0.00773558,0.00966525,0.00841866,0.00572907,0.00933405,0.005768,0.02037652,0.01077283,0.04308943,0.00785034,0.01410061,0.03761125,-0.01318418,0.02041943,0.0,0.02772467,0.02160845,0.00709545,0.03600493,0.00776934,0.01954397,0.01999412,0.01268012,0.02297872,0.00787402,0.02111437,0.01255887,0.00928793,0.01179941
2018-17,0.0,0.001875,0.0026639,0.00595399,-0.0030606,0.00141077,-0.00094229,0.00728432,0.00185014,-0.00143318,0.02242543,0.01067141,0.02433206,-0.00519584,0.00150729,-0.01008215,-0.00625355,0.0,-0.01702869,0.0,0.0,0.00228348,0.00045704,-0.01092498,0.00069204,-0.02554234,-0.00088002,0.00202546,0.00128041,0.0,0.0,0.0,0.00248787,0.00365682
2018-16,0.00694112,0.00300338,0.00667161,-0.00361882,0.00183748,0.00849858,-0.00070389,0.01058688,0.00221729,0.00089654,0.00739452,0.00693357,0.00906921,0.00486815,0.00284853,0.00984103,-0.00565611,0.00994036,0.02653173,-0.00916988,0.02616089,0.00276963,-0.00297755,0.01545749,-0.00189884,-0.01589544,0.01172677,0.00086505,0.00560345,0.00557967,0.0053066,0.0,0.00473934,0.00791631
2018-15,0.00851582,0.0037594,-0.00118116,-0.00279664,0.00143091,0.00307038,0.00282486,-0.01739327,0.00203779,0.00692799,-0.042606,-0.00665927,-0.01365992,-0.00121359,0.00487641,0.01960784,-0.03335141,-0.02149277,-0.00135851,0.01768173,0.0,-0.00097355,0.00912201,-0.01715266,0.0097561,0.00212389,-0.01610121,0.0,0.00213493,-0.00154345,0.00352526,0.00811176,0.00374205,0.00042313
2018-14,0.00761484,-0.00238753,0.00913584,0.01259821,0.01055027,0.00884533,0.01096544,0.01281171,0.01088589,0.0146161,-0.00226711,0.01897019,0.01439539,0.01877551,0.00135067,0.0184386,0.00355483,0.01066351,0.00617453,0.0064261,0.0,0.01033973,0.01109827,0.00685435,0.00544433,-0.00456621,-0.00144175,0.01341499,0.00514359,-0.00924499,0.00624442,0.01464531,-0.00746547,0.00540233
2018-13,0.01225919,0.00880327,0.0054853,0.01046256,0.01420394,0.01513672,0.01740196,0.01117058,0.01246644,0.00824897,0.01155575,0.00457666,0.00782779,-0.00246711,0.00273271,0.00198334,0.00082645,-0.00689127,-0.01366494,-0.0308982,0.0,0.00363877,0.00493653,-0.00373134,-0.0045622,0.0066925,-0.00493039,0.00887311,0.00790861,0.00173119,0.00937406,0.01119925,0.00491617,0.00258918
2018-12,0.03802281,0.03162515,0.00679656,0.00216685,0.00651397,0.01020408,0.00652489,-0.01112372,0.0066654,0.03587699,-0.02502585,-0.00805369,-0.01046622,-0.00765512,0.0266323,0.00706991,-0.0018802,-0.06475904,0.01375647,0.06968998,-0.03097345,0.00719072,0.00374181,-0.02078801,0.03437222,0.00977654,0.00085592,0.00850939,0.01043932,0.02901078,0.0111715,0.00905923,0.03535289,0.01620536
2018-11,-0.03568755,-0.02149437,-0.02521008,-0.02462325,-0.02421712,-0.01798736,-0.02423806,-0.01803833,-0.02249102,-0.038605,0.00314795,-0.03309067,-0.03186504,-0.0408568,-0.02314894,-0.0279829,-0.02887989,0.03411676,-0.04035753,-0.04580533,0.00476342,-0.03112401,-0.02186924,-0.02567122,-0.02725035,-0.01076389,-0.04061625,-0.02557396,-0.02419006,-0.02578125,-0.02661934,-0.02713891,-0.02182187,-0.03006666
2018-10,-0.00269212,-0.00150319,-0.00914454,-0.00756972,-0.0059634,-0.0047824,-0.00731822,-0.00904079,-0.00689655,-0.00782103,-0.00935551,-0.01893287,-0.02271695,-0.01132813,0.00016736,-0.01332318,-0.00133905,0.00079051,0.00106425,0.01855016,-0.00411132,-0.00350989,0.00780712,-0.00741943,-0.00189394,-0.00545703,-0.00608407,-0.00629831,-0.00298253,0.00077149,-0.00700117,-0.00680272,0.00500626,-0.00515249
2018-09,0.01259881,0.00630676,0.01638112,0.01745366,0.01147746,0.01143274,0.01222435,0.01577998,0.01152466,0.00881381,0.02175768,0.02340473,0.02086231,0.03204868,0.00623736,0.01760563,0.02919911,-0.00313112,0.05903071,-0.00146234,-0.00063837,0.01908023,0.00437284,0.04103307,0.00907346,0.01884817,0.02257973,0.01901141,0.01970228,0.00433974,0.02035319,0.01336406,0.01112516,0.01874467
2018-08,-0.05158542,-0.03258084,-0.03708551,-0.0319821,-0.03245436,-0.03733459,-0.03076206,-0.04317639,-0.03341902,-0.05108848,-0.01301154,-0.02597124,-0.03112314,-0.01345469,-0.0398374,-0.02981132,-0.02340136,0.07341352,-0.03751687,-0.09377818,-0.02154903,-0.03108727,-0.04131118,-0.00902613,-0.04163183,-0.02175391,-0.02365887,-0.02901849,-0.04535909,-0.03950135,-0.03563152,-0.03910242,-0.03215159,-0.03486616
2018-07,0.00458494,0.01560744,0.01185888,0.01273117,0.00990917,0.01182718,0.01065593,0.00547885,0.00837521,0.00716461,0.0260983,0.01407521,0.01293303,0.01218027,0.00914229,0.02255932,0.0124792,-0.0016247,0.01848506,-0.00900901,0.01877187,0.01618123,0.02161914,0.01764564,0.01649201,-0.0065382,0.01918122,0.01127168,0.01461737,0.01041826,0.00975754,0.00880759,0.01565435,0.01194323
2018-06,0.0,0.02286155,0.0280388,0.02149507,0.02211559,0.023699,0.02212602,0.0203125,0.02169402,-0.00250089,0.02678769,0.02864877,0.02262017,0.0360134,0.02293423,0.0368,0.04093235,-0.04831852,0.05940734,0.04464286,-0.03766075,0.03142574,0.01946986,0.04540918,0.0247905,0.04157706,0.03436123,0.02450546,0.03060778,0.01894998,0.02779456,0.02477632,0.0213039,0.0282235
2018-05,-0.00635076,-0.01922091,-0.01149599,-0.01368925,-0.0118849,-0.01026895,-0.01724551,-0.01408141,-0.01523989,-0.00936431,-0.01976972,-0.0275372,-0.02701444,-0.0318888,-0.00513171,-0.01387787,-0.02301431,-0.00485075,-0.01777652,-0.03149802,0.0,-0.02007239,-0.05996867,-0.05584726,-0.01494374,-0.0517777,-0.02796195,-0.01821922,-0.01792742,-0.00549882,-0.01618705,-0.01695304,-0.01684021,-0.01605274
2018-04,-0.0178976,-0.01896696,-0.02374223,-0.0208787,-0.02861592,-0.02797998,-0.02664577,-0.01617647,-0.02609309,-0.01539234,0.0063762,-0.02166141,-0.01769129,-0.02093023,-0.02819132,-0.03350707,-0.02763018,0.04249783,-0.05839887,-0.05608466,0.0,-0.03032159,-0.0412175,-0.02760806,-0.02890173,-0.05016393,-0.03069818,-0.02954048,-0.03545232,-0.02757514,-0.02499298,-0.0311367,-0.02199641,-0.03122498
2018-03,-0.01112347,0.01646091,0.01177305,0.01259478,0.00895639,0.00752394,0.01054048,0.01140925,0.01290893,-0.0136401,0.00616366,0.01586966,0.01788109,0.00653595,0.00887199,0.01315295,-0.00393597,-0.02144082,0.02862797,0.01704667,0.0,0.00766401,0.03279405,0.01144524,0.0054883,0.01621622,0.01314708,0.01653804,0.00980392,0.01039075,0.01527149,0.00919,0.017909,0.01451418
2018-02,0.00926344,0.0025563,0.00790912,0.00676203,0.00651402,0.00345622,0.00272294,0.0010609,0.00608992,0.00917125,0.00799136,0.00898973,0.00857401,0.00860383,0.00576092,0.0075959,0.03491889,-0.00765957,0.00222338,0.01013805,0.0,0.0112167,-0.00021801,0.00481762,0.00243744,-0.0066912,0.00359513,0.00640669,0.0091135,0.00829876,0.00457012,0.00692341,0.00536782,0.00732303
2018-01,0.00022472,0.01755463,0.01223063,0.01470975,0.01787508,0.01547479,0.01428901,0.00337126,0.01913614,0.00248344,-0.01222389,0.00621517,0.00449236,0.01268331,0.01708984,0.01193226,0.00276167,-0.02995486,0.01078522,0.03071444,-0.00523238,0.01560284,0.01508764,0.00486674,0.01272638,0.02885268,0.00502372,0.01637031,0.00955943,0.01184763,0.01675816,0.0215764,0.01627018,0.0135728
2018-00,0.03676815,0.01736941,0.02365367,0.01656647,0.02316048,0.02369555,0.01994369,0.01468085,0.01703073,0.03659589,0.01210287,0.01541468,0.01588743,0.00879297,0.02897086,0.0220299,0.01794225,-0.04639571,0.01483164,0.05987595,0.0,0.02267941,0.01941748,0.01283575,0.02735562,0.01481737,0.01486139,0.01548609,0.01791809,0.02922431,0.0188457,0.02295746,0.01781878,0.02091228
2017-52,-0.00443822,0.00611076,0.00647981,0.01048618,0.00351676,0.00412221,0.00571565,0.00214823,0.00468779,-0.0015544,0.00218531,0.00951538,0.0087598,0.01268932,-0.00186062,0.00849515,0.02392763,0.00379507,0.03645541,-0.00024143,0.0,0.01141628,0.00460405,0.01323529,0.00084703,0.0302921,0.02359882,0.01263591,0.01119724,-0.00140449,0.0083607,0.00547695,0.00471999,0.00769779
2017-51,0.00327869,0.0,0.00196138,0.00645338,0.00145198,0.00365943,0.00502392,0.01771654,0.003386,0.01132207,0.00417858,0.00669045,0.00977654,0.01033058,-0.00354132,-0.00442656,0.00405093,0.00995025,-0.01009403,-0.01380952,0.01248829,-0.00346306,0.00860665,-0.03623017,-0.00084789,-0.00822016,-0.01768116,0.0074228,0.00475367,-0.01249807,-0.00179426,0.00274537,-0.00254259,-0.00142328
2017-50,-0.00822949,0.01426904,0.0033598,0.0045929,0.00062867,-0.00319018,0.0019333,0.01310238,-0.00189681,-0.00474767,0.02376641,0.00976163,0.01911132,0.00418235,0.00153846,-0.00560448,0.00116212,-0.00260514,0.00587248,0.01821357,0.0187659,0.00334728,0.01070664,0.0,0.00518045,0.00035958,0.01204819,0.00692146,0.00086806,0.00390869,0.00610128,-0.00046253,0.01453413,0.00549133
2017-49,0.0178013,0.01155614,0.00091813,0.00265437,-0.00167891,-0.00633992,0.0,-0.00464499,0.00095075,0.01615799,0.01182746,-0.00227531,-0.00191113,-0.00789364,0.01004851,0.00161878,-0.01809825,-0.02347418,-0.01149903,0.0110999,0.0,0.00033591,-0.00450024,-0.00575264,0.0122549,-0.0143575,-0.00560142,-0.00570742,0.00961538,0.01077142,0.00214067,0.0027881,0.01207983,0.00130738
2017-48,0.00745371,-0.00104031,0.00752688,0.00558737,0.00230656,0.00465572,0.00459048,-0.00065992,0.0024682,0.00646204,0.00229621,-0.00315244,0.00047506,-0.01666667,-0.00256454,0.00404204,-0.01692047,0.00855973,-0.00580592,-0.01145783,0.0,-0.00100251,-0.00845269,-0.00567108,-0.00379441,0.00180636,-0.00557675,0.00059737,-0.00172712,-0.00265833,0.00336186,0.00325506,-0.00452723,-0.00215858
2017-47,0.00841751,0.01796565,0.01364976,0.01967724,0.01763331,0.01763975,0.01811949,0.02467474,0.01810826,0.0080703,0.00980621,0.01616208,0.01099952,0.02232327,0.01820073,0.02347611,0.01858108,-0.04496403,0.01394776,0.02707445,0.00969619,0.01891253,0.03584316,0.00713946,0.01556216,0.02489177,0.02224859,0.01939394,0.01445466,0.01551615,0.01885626,0.01879258,0.01899895,0.01671755
2017-46,-0.01435407,-0.00755768,0.00311187,-0.00550847,-0.00233397,-0.0039604,-0.00584795,-0.0104236,-0.00173044,-0.01482408,-0.00140746,-0.0135257,-0.01650165,-0.00865266,-0.0022593,-0.00575895,0.00593556,-0.00178571,0.02685979,-0.00075969,-0.01933439,-0.00169405,-0.00842359,-0.02168788,-0.00175408,0.02923538,0.00177725,0.00061087,-0.00043879,-0.00142948,0.00031066,-0.00164319,-0.00119268,-0.00189394
2017-45,-0.00450878,-0.00500527,-0.00903799,-0.01205487,-0.00878661,-0.01140223,-0.01198466,0.00088496,-0.00873031,-0.00654057,-0.01454294,0.01161731,0.00992908,0.01775148,-0.00172741,0.00999167,-0.01145251,0.00108774,-0.01979926,0.00326141,0.01381748,-0.009,0.0,0.00544895,0.00192678,-0.0120438,-0.01045904,-0.008449,0.0,-0.00063211,-0.00826193,-0.00947977,-0.00330382,-0.00043548
2017-44,0.02178122,0.0087661,0.00400308,0.00587166,0.00442385,0.01035758,0.00411025,0.00155867,0.00593301,0.01921005,-0.00576037,0.00689655,0.00381316,0.01500214,0.01347803,0.00543024,0.00028003,-0.02826855,0.03639737,0.02507677,0.0,0.01815098,0.01512564,0.02875944,0.02270696,0.03738671,0.02395927,0.0095092,0.00131234,0.01251002,0.01620948,0.00770128,0.01149118,0.01565038
2017-43,0.01738917,0.01688961,0.0,0.00126227,-0.00337767,-0.00394964,-0.00507492,-0.0085922,-0.00401146,0.02078017,-0.01456863,-0.00319489,-0.0070855,0.00042391,0.01329787,0.01569126,0.00960452,-0.02543829,0.01601269,0.02304872,0.00032144,0.0003399,0.01279842,-0.01779359,0.00993138,-0.00186986,-0.00029647,0.00650759,-0.00395431,0.01314935,-0.00434513,-0.00046806,0.01616409,0.00891663
2017-42,0.00840752,-0.01376086,-0.00246116,-0.00995851,-0.00209908,-0.00392927,-0.00240154,-0.01000435,-0.00190006,0.00994658,-0.02857143,-0.00022681,0.00519113,-0.00834725,-0.00195105,-0.00084495,-0.0011217,0.01,0.00302943,-0.01099764,-0.00128411,-0.0074199,0.00024361,-0.00895593,-0.00704098,-0.00562641,-0.00059506,-0.00857843,-0.01046207,-0.00243823,-0.01139163,-0.0016298,-0.01397474,-0.00266864
2017-41,0.01800659,0.0241195,0.02168788,0.02005366,0.01253452,0.01746507,0.01484907,0.02027178,0.01387016,0.01296992,0.02891621,0.02442997,0.03318692,0.01058873,0.02352298,0.02069858,0.03304348,-0.04563233,0.0379295,0.01772362,0.02153744,0.02082975,0.01986097,0.00165955,0.02422337,0.03391137,0.01657625,0.01617418,0.0154321,0.02423128,0.02300662,0.0158355,0.02579666,0.0253126
2017-40,0.00458599,-0.0027371,-0.00297992,-0.00183357,-0.00021254,-0.00645802,-0.00364078,-0.00928587,-0.0017321,0.00245144,-0.0130425,-0.00439815,-0.01443696,0.01110636,0.00513856,0.00521286,0.00731208,-0.00963701,0.01447527,0.01211268,-0.00426789,0.00397305,0.0161772,0.01680269,-0.00406279,0.01918559,0.01130461,-0.0009311,0.00044072,0.00352882,0.00062972,-0.0004727,-0.00508661,0.00336907
2017-39,0.01032258,0.01456715,0.00550834,0.00967972,0.00511727,-0.00049517,0.00755545,-0.00022292,0.00658022,0.01167464,0.00291938,-0.00255102,-0.00862482,0.00950735,0.0027604,0.00570426,0.00502216,-0.00921805,0.00257615,0.0,-0.00684708,0.00887574,0.00934343,0.01922129,0.00743771,0.01148515,0.00834621,0.01191223,0.00841825,0.0043867,0.01146132,0.00760276,0.01140473,0.00322779
2017-38,0.00727462,-0.00403394,0.0,0.00284657,0.00405117,0.00247893,0.00511447,-0.00376189,0.00464576,0.00693374,0.02185792,-0.00594966,-0.00570071,-0.0113876,0.00333087,-0.00217486,-0.02382303,-0.00538145,-0.00732327,0.00513552,0.01436323,-0.00206683,0.01235813,-0.00191479,-0.00354213,-0.02874433,-0.01822528,-0.00124494,0.00088613,0.00288184,-0.00471995,0.00666191,-0.00943265,-0.00122662
2017-37,0.01377119,0.00111592,-0.0017263,0.00328665,0.00085488,-0.00419649,0.0002439,-0.00792254,0.00174622,0.01636758,-0.01028393,-0.00478796,-0.00471476,-0.00717602,0.00037023,-0.00951969,-0.00816671,0.00603175,0.00396402,-0.00680079,0.00587276,0.00190509,0.00634518,0.00315841,-0.00018678,-0.00267278,-0.00180126,0.00311624,-0.00221337,-0.0015231,-0.00094607,0.00119503,0.00125174,0.00030731
