Week,AAXJ,ADRE,AIA,ASEA,CHIE,CHII,CHIM,CHIQ,CHIX,CQQQ,CXSE,DBEM,DEM,DGS,ECNS,EDC,EDIV,EDZ,EEM,EEMA,EEMV,EET,EEV,EIDO,EPHE,EPI,EUM,EWM,EWX,FCA,FEM,FEMS,FNI,FXI,FXP,GMF,GXC,HAO,IDX,INCO,INDA,INDL,INDY,INXX,MCHI,PEK,PGJ,PIE,PIN,SCIF,SCIN,SMIN,SPEM,THD,VNM,VWO,XPP,YANG,YINN,YXI
2019-09,-0.02168294,-0.0229064,-0.02401316,-0.01822753,-0.03130148,-0.04194858,-0.04761905,-0.04329268,-0.05518395,-0.03166391,-0.0361925,-0.01380846,-0.0138058,-0.01331615,-0.02429329,-0.06466395,-0.01391965,0.06340819,-0.0213866,-0.02253944,-0.01158038,-0.0413394,0.04364987,-0.03093581,0.00541679,0.03159225,0.02198391,-0.00658328,-0.00882353,-0.04992764,-0.02222222,-0.01743042,-0.01564683,-0.03759568,0.07605538,-0.01278985,-0.03413997,-0.03681214,-0.03221536,0.01546012,0.03050847,0.08758278,0.03077816,0.05009276,-0.03637245,-0.05634146,-0.02184404,-0.01497903,0.02670623,0.06774029,0.07732342,0.03962576,-0.01533655,0.00011417,-0.04267931,-0.01677048,-0.07209206,0.11387257,-0.11039224,0.04021739
2019-08,-0.01892121,-0.01167599,-0.0203062,-0.02808303,0.00323625,-0.01615074,-0.01314286,0.0,-0.02667392,-0.02268083,-0.00469106,-0.01619965,-0.02030686,-0.01588646,0.00044218,-0.07083432,-0.02434515,0.07391714,-0.02366728,-0.0208026,-0.01522758,-0.05152747,0.04976936,-0.03578084,-0.05587393,-0.00335149,0.02523313,-0.02807913,-0.01142473,-0.01773435,-0.01717408,-0.02236951,0.00590717,-0.0188805,0.0377193,-0.0177892,-0.01293882,-0.00830816,-0.03754266,-0.0009768,-0.00882801,-0.0236007,-0.01315037,0.00184502,-0.01353747,0.00468326,-0.00050878,-0.01713948,-0.00630252,0.01346104,0.0227445,0.01361868,-0.01705817,-0.04575446,-0.01933216,-0.01724953,-0.03598281,0.05353369,-0.05617978,0.01927313
2019-07,0.01699346,0.00921085,0.01636093,0.0,0.0192953,0.00902778,0.0246988,0.03183886,0.03518187,0.04648625,0.02799378,0.01075269,0.01268158,0.0099438,0.02400549,0.04497117,0.01128881,-0.04296619,0.01461575,0.01763454,0.01194335,0.02706061,-0.03037975,-0.01121495,0.00819912,0.03099083,-0.01549145,0.00451904,0.00545207,0.01914414,0.01274393,0.01472671,0.02860513,0.02057803,-0.0392886,0.02051882,0.02380704,0.03289734,-0.00430663,0.02276752,0.02464455,0.06792853,0.01740927,0.02777778,0.02334565,0.03141078,0.03023816,0.01444913,0.0279476,0.03417413,0.0221169,0.02079122,0.01516018,0.00143125,0.02224895,0.01359223,0.03592727,-0.05879909,0.0617123,-0.01956637
2019-06,0.00102654,0.01092757,0.00184008,0.00752823,0.01652174,0.01426534,0.01436602,0.01128069,0.00309981,-0.00265428,0.00129366,0.00453721,0.00255814,0.00812116,0.00697837,0.00381027,0.00126263,-0.00466893,0.00166587,-0.00092081,-0.00068458,-0.00196381,-0.00135993,-0.03023516,-0.02117916,-0.01158301,-0.00211752,0.0,0.00460299,-0.00493733,0.00402901,0.00721709,-0.00089206,0.00211566,-0.00344504,-0.0025663,0.00010556,0.01254553,-0.02662087,-0.02474884,-0.01602959,-0.05059767,-0.01069673,-0.01238095,-0.00254453,0.01821286,-0.00380022,0.00425791,-0.01408451,-0.01417491,-0.01552795,-0.01027397,0.00346821,0.00771726,0.05427842,0.0029513,0.0002994,-0.00731514,0.00592795,-0.0026001
2019-05,-0.00828368,-0.012,-0.01323408,-0.01112485,-0.02649573,-0.00635145,-0.00125235,-0.00402414,-0.0092707,-0.00401427,-0.00565299,-0.00894454,-0.01433447,-0.00606849,0.00326874,-0.05056249,-0.01267388,0.0480467,-0.01564324,-0.00926629,-0.00877785,-0.03355886,0.03406955,-0.01717209,-0.00313658,-0.00382328,0.01620746,-0.00293542,-0.00972631,-0.00229621,-0.01382306,-0.01352113,-0.01933216,-0.00864688,0.01278006,-0.00456912,-0.00650304,-0.00201045,-0.01892347,0.00073511,0.00338149,0.0120247,0.00404624,0.00568182,-0.00592016,-0.01039261,-0.01112619,-0.00956938,-0.00126957,-0.01274714,-0.00531915,-0.01228364,-0.01699717,-0.01371215,-0.01211735,-0.01398264,-0.01880924,0.0224674,-0.02682164,0.00836383
2019-04,0.0196487,0.03357438,0.01742514,0.01314966,0.01657941,0.0271261,0.04599212,0.03049203,0.02658228,0.02292001,0.03199159,0.01273885,0.02307155,0.0240267,0.03532278,0.06965306,0.02260597,-0.06954536,0.02394636,0.02412451,0.0149305,0.04837103,-0.04685408,0.0204385,0.00345224,0.00341151,-0.02419779,-0.00065424,0.02040816,0.04269753,0.03265306,0.02947184,0.02678303,0.02151052,-0.04243431,0.02104578,0.03041126,0.03367003,0.01313003,0.01113586,0.01278453,0.03352426,0.00643463,0.00470367,0.02718244,0.02113917,0.02766136,0.03405573,0.01289214,0.00231362,0.00748503,0.00055571,0.02561118,0.02273239,-0.0188798,0.02222771,0.04324241,-0.06542932,0.06229196,-0.02047083
2019-03,0.03319628,0.02779234,0.0403423,0.02093909,0.03022222,0.01997041,0.03441296,0.05183585,0.04599212,0.05298329,0.04138252,0.02366589,0.02981159,0.03359232,0.03358396,0.09971671,0.02488832,-0.09254948,0.03355376,0.03202677,0.02110956,0.06465965,-0.06307266,0.02629602,0.01519579,0.00293501,-0.03089598,0.0149056,0.02695035,0.03363047,0.02875,0.0334728,0.03037742,0.04121422,-0.07945709,0.02824983,0.03892049,0.02868151,0.02485004,-0.01062032,0.00430504,0.01144239,0.0,0.0,0.0389797,0.03599516,0.04166667,0.02948557,0.00254345,-0.01010101,-0.01905434,0.000546,0.02451994,0.02979559,0.03672131,0.0283991,0.08919411,-0.1164174,0.12604603,-0.03996053
2019-02,0.03352387,0.03020751,0.03897491,0.01129235,0.0249777,0.02617801,0.0261219,0.05886736,0.03907285,0.06439024,0.05204049,0.02294007,0.02286952,0.02162411,0.03134479,0.08937975,0.01404853,-0.08308383,0.02871998,0.03019971,0.01789788,0.05899302,-0.0582969,0.02735562,0.00403226,0.01851852,-0.02899288,0.01227197,0.01658768,0.04440789,0.02869198,0.02168022,0.0484375,0.03658231,-0.06953779,0.0321644,0.04576945,0.03022453,0.02463267,-0.00635294,0.01486989,0.04216571,0.0154339,-0.0044484,0.04632003,0.03354681,0.07230723,0.01565435,0.01277683,0.00072081,0.00136986,-0.00610565,0.02533532,0.01299461,0.01575837,0.02663623,0.0719729,-0.09918831,0.10881393,-0.03367496
2019-01,0.02280894,0.03362927,0.02651037,0.01397713,0.02391904,0.02837423,0.02823691,0.03193916,0.0222372,0.03006407,0.03216468,0.01798391,0.02001464,0.02345766,0.0104432,0.06943385,0.01986324,-0.06694111,0.02388135,0.01797973,0.01274562,0.04076552,-0.04353989,0.01417625,0.01512007,-0.00454545,-0.02305764,0.01204819,0.01528541,0.03610875,0.02018033,0.007922,0.02512563,0.02330884,-0.04941239,0.02007217,0.03319021,0.02064119,0.01794311,-0.0039489,-0.00243754,-0.00407396,-0.00515169,-0.01807229,0.03172826,0.02287481,0.02333932,0.01011378,-0.00042017,0.00285782,-0.00472654,-0.00859151,0.01995163,0.00127892,0.01728723,0.02161606,0.04582397,-0.06924039,0.06910112,-0.02263969
2019-00,0.00157406,0.02800887,-0.0034358,0.02821522,0.00928505,-0.0053313,-0.01915185,0.01002313,0.01775956,0.01117602,0.00903268,0.00478698,0.02047441,0.01985646,0.00076726,0.04326923,0.02881072,-0.05257853,0.01612903,0.00608053,0.00930732,0.03340326,-0.03703704,0.0459307,0.06493099,-0.002442,-0.01720747,0.00974135,0.01855016,-0.00338696,0.01622096,0.0111836,0.01458198,0.00767656,-0.01866597,0.0079763,0.00636717,-0.00879894,0.046875,0.01040724,-0.00119976,-0.00657698,0.0011325,-0.01096121,0.00855188,0.02857143,0.03235014,0.01606684,-0.00330989,0.00660377,0.00670241,0.00985222,0.0210136,0.03345007,0.01084746,0.01972127,0.01358983,-0.02980132,0.01902017,-0.00904762
2018-51,0.02559562,0.03430532,0.02236186,0.01869159,-0.01569714,0.0154679,-0.00608931,0.021875,0.00760719,0.0276129,0.02416667,0.01945525,0.01854204,0.01701921,0.02716961,0.08169207,0.02857143,-0.07723641,0.02830189,0.03648649,0.01675164,0.05302138,-0.05190953,0.03847762,0.03035144,0.03575936,-0.0264296,0.02751032,0.02146244,0.01854248,0.01744966,0.01201011,0.03573814,0.01034394,-0.02696515,0.02495068,0.02224895,0.02632773,0.03761905,0.03785931,0.03313719,0.10130081,0.03541118,0.04290718,0.02227387,0.00764575,0.02810985,0.01564537,0.03287788,0.02153921,0.01986301,0.01822504,0.02851711,-0.00828232,0.01991758,0.02281879,0.01926539,-0.03350328,0.02841918,-0.00897073
2018-50,-0.01322002,-0.02893359,-0.00456121,-0.0066313,-0.05989583,-0.05705925,-0.0198939,-0.03391108,-0.03404539,-0.05411994,-0.04148125,-0.0096432,-0.01197306,-0.0103167,-0.04057824,-0.03152279,-0.00812183,0.02907649,-0.00925926,-0.00842418,-0.00631199,-0.021817,0.01940442,0.00329625,0.00031636,0.01694915,0.00978953,0.01011158,-0.01540719,-0.05462699,-0.0127193,-0.02685383,-0.03780839,-0.02793017,0.05588356,-0.01710467,-0.03228782,-0.04334634,0.00375059,0.01110854,0.01086957,0.02421583,0.01434426,0.02633889,-0.03503244,-0.03732028,-0.04723926,-0.00959693,0.01282599,0.03594289,0.03786816,0.02036442,-0.01274083,0.00684849,-0.03240741,-0.01080369,-0.05738665,0.0895935,-0.08306878,0.02632862
2018-49,0.01150512,0.0065182,0.00090563,0.01522171,0.00085251,-0.00145666,0.01842105,0.02102102,0.00990099,0.01266428,0.00655635,0.00909962,0.00323222,0.00884744,0.00276521,0.0251046,0.00505561,-0.02855728,0.00925926,0.00889914,0.00885916,0.01831146,-0.01955896,0.01891447,0.02120823,0.06074343,-0.00978474,0.00310559,0.01249082,0.01229508,0.00701447,0.00578739,0.02446089,0.01750875,-0.03431373,0.01421747,0.00511131,0.01201201,0.01632463,0.08163778,0.06420492,0.18710692,0.05880523,0.07816969,0.01028089,0.00911854,0.00956652,0.00380711,0.06010929,0.0888651,0.08972393,0.07634687,0.01305564,-0.01391487,-0.00323206,0.01427439,0.03547411,-0.05070603,0.05570434,-0.0165692
2018-48,-0.05066112,-0.04487179,-0.0529019,-0.02776025,-0.00915903,-0.01928571,-0.05325815,-0.05944056,-0.06439628,-0.06641493,-0.05835157,-0.03356322,-0.03648069,-0.03864624,-0.03877649,-0.14212926,-0.03364607,0.15841195,-0.04843788,-0.05135764,-0.02247586,-0.09456163,0.10308389,-0.03332011,-0.02822581,-0.04718543,0.05090909,-0.03151958,-0.04343786,-0.04013761,-0.03921569,-0.03593161,-0.038101,-0.04860123,0.10540663,-0.05153755,-0.05509877,-0.05638341,-0.02985075,-0.05082797,-0.0470267,-0.13761332,-0.03862661,-0.05972696,-0.05432908,-0.03445255,-0.0557423,-0.04068002,-0.04590985,-0.05708803,-0.06348123,-0.04766894,-0.04292855,-0.02842904,-0.02463677,-0.04586241,-0.10298306,0.16377358,-0.1454955,0.05249614
2018-47,0.01449052,0.03318047,0.01014957,0.00656168,0.00676819,0.03857567,0.01693811,0.00656934,0.01356589,0.03327041,0.0257438,0.01277804,0.01333333,0.01901593,0.00244499,0.05877034,0.01366667,-0.05978167,0.02119606,0.01267447,0.01418567,0.04173805,-0.03964321,0.01106557,0.01173858,0.02763605,-0.01993024,-0.0117096,0.02342995,0.02774427,0.0224622,0.02334041,0.03359746,0.02163225,-0.04586255,0.02018062,0.02490507,0.02305113,0.00886194,0.02951594,0.032792,0.10522897,0.03830289,0.01385281,0.02539625,0.00943396,0.02891207,0.01065831,0.03184165,0.02122987,0.00205903,0.02443609,0.02389706,0.01397607,0.00841969,0.02128764,0.04435092,-0.06634277,0.062249,-0.01932607
2018-46,-0.0105919,-0.01603421,-0.01193274,-0.01375246,0.0,-0.00925926,-0.02108626,-0.00593032,-0.01491569,-0.0147024,-0.01844735,-0.01135289,-0.01705653,-0.01417434,-0.00733676,-0.04917546,-0.00538902,0.0425495,-0.01509434,-0.01214575,-0.0070359,-0.04377002,0.02662428,0.00709812,0.01631854,-0.00884211,0.01447828,-0.00704225,-0.01033654,0.00755467,-0.01611535,-0.0074162,-0.01490644,-0.0114059,0.02242091,-0.00607834,-0.00635641,-0.01001252,0.00903042,0.00311601,-0.00933707,-0.02512804,-0.0064763,-0.00426985,-0.00877193,-0.0352216,-0.01230123,-0.01557632,-0.0089667,0.00338901,0.00067705,0.00296816,-0.01614377,-0.01226849,0.01546738,-0.01315789,-0.0134647,0.03070175,-0.03730199,0.0107896
2018-45,0.0470154,0.04090537,0.03849696,0.02897574,-0.0168492,0.01895044,0.0176586,0.05448964,0.04915825,0.07795766,0.05421783,0.03228916,0.03449138,0.04010695,0.020823,0.13146448,0.0426787,-0.12153993,0.04216244,0.0457429,0.03436807,0.08296801,-0.08286464,0.09982095,0.06527051,0.04441513,-0.04174757,0.0286201,0.03310446,0.03786645,0.03916449,0.03451408,0.05008183,0.04832524,-0.09491219,0.04338771,0.05649518,0.05632582,0.10265577,0.04495229,0.04810209,0.14866864,0.0504644,0.04825737,0.06010618,0.04632734,0.06037152,0.02911392,0.04557641,0.02305617,0.03434066,0.03573407,0.04525456,0.01589357,0.0,0.04333954,0.09698238,-0.13951435,0.1533296,-0.04349904
2018-44,-0.02537521,-0.02096436,-0.02604997,-0.00712897,0.02504318,-0.00218182,-0.01829653,-0.05316092,-0.02545692,-0.04703429,-0.043544,-0.0163781,-0.02481928,-0.01792453,-0.02300799,-0.08684619,-0.01513623,0.08192901,-0.02752976,-0.0209205,-0.00957889,-0.05325973,0.05572504,-0.00821444,-0.05895765,-0.00172936,0.0273003,-0.01525705,-0.01710214,-0.01475868,-0.0263048,-0.01213736,-0.02691706,-0.03023599,0.05580233,-0.02003806,-0.0311166,-0.0198145,-0.00049677,-0.00566502,-0.00767263,-0.02779207,-0.00637329,0.00175747,-0.03556599,-0.03734196,-0.06386602,-0.02801462,-0.00307018,0.00584653,0.01148649,-0.00381783,-0.02501507,-0.01373155,-0.01108214,-0.02755805,-0.06026032,0.08282762,-0.08605341,0.0295858
2018-43,0.07403718,0.06505421,0.07677689,0.07032349,-0.00172414,0.11607143,0.0760353,0.11722488,0.07157748,0.13699711,0.110354,0.0664004,0.05725289,0.05963764,0.07597911,0.23198041,0.05720415,-0.20068172,0.07425214,0.08184498,0.04761002,0.16141457,-0.13808114,0.07688679,0.04009514,0.05364512,-0.06941839,0.03257888,0.06318471,0.10646552,0.06258382,0.06839246,0.06593407,0.0737315,-0.13721041,0.07262905,0.09571727,0.10960187,0.07311828,0.06650831,0.05655877,0.17277812,0.04536741,0.06337372,0.09869462,0.08719087,0.10892019,0.05989583,0.05076851,0.07323498,0.05631769,0.06074766,0.07159054,0.05059952,0.05358386,0.07288229,0.14834757,-0.20046954,0.22478736,-0.06945722
2018-42,-0.04216301,-0.0289666,-0.05606813,-0.02284946,0.0,-0.04118993,0.0,-0.0465288,-0.0290813,-0.07076923,-0.04964324,-0.03230404,-0.02399802,-0.03067338,-0.04382958,-0.10666667,-0.01494612,0.1048294,-0.03568717,-0.0437837,-0.02773217,-0.07629344,0.06981678,-0.00276243,-0.0166334,-0.00413983,0.03553801,-0.01966011,-0.02618057,-0.05866142,-0.03402807,-0.045142,-0.02676864,-0.03841357,0.07169411,-0.03427856,-0.04905746,-0.04177546,-0.01147028,-0.00913838,-0.00444444,-0.01954262,-0.00445718,-0.00281426,-0.04988124,-0.02775317,-0.04081633,-0.03401361,-0.00559441,-0.0010543,0.0,0.00500736,-0.03058387,-0.02356629,-0.04158545,-0.02804718,-0.07466138,0.11230439,-0.11213048,0.03533398
2018-41,-0.00237379,-0.01694473,0.00107759,-0.00938338,-0.00854701,-0.01749049,0.00063735,-0.01876877,-0.00067889,-0.02927178,-0.01574435,0.00047939,-0.00643724,-0.00384708,-0.01321696,-0.01724138,-0.00347102,0.00352847,-0.0048383,-0.00574901,-0.00256692,-0.01786824,0.00436433,0.01688555,0.03508163,-0.02397869,0.00244978,-0.0029703,-0.00806058,0.00323232,-0.01398898,0.00120882,-0.02564915,-0.00076766,-0.00163337,-0.0079074,-0.00928936,-0.02028219,0.01851852,-0.00798763,-0.02211951,-0.07162739,-0.01398819,-0.02087114,-0.00878505,-0.01676829,-0.04260795,-0.00371747,-0.01896163,-0.02149722,-0.02629758,-0.02113271,-0.00527459,-0.01574001,0.00064725,-0.00631579,-0.00346081,-0.00560931,-0.00978261,-0.00236072
2018-40,-0.01839362,-0.02645637,-0.02386305,-0.01325381,-0.00514139,-0.03343239,-0.01628053,-0.01949458,-0.01716172,-0.01247689,-0.02042042,-0.02313744,-0.02138395,-0.03132251,-0.0533049,-0.05340472,-0.01121686,0.04005501,-0.01489203,-0.02151394,-0.01966744,-0.03162406,0.02808765,-0.00372093,-0.01571575,0.02407996,0.01508296,-0.02435897,-0.02687277,-0.01804629,-0.01208837,-0.02412474,-0.00564263,-0.01220727,0.02223104,-0.01587834,-0.0187052,-0.04005059,-0.00681699,0.03214756,0.01438127,0.0438968,0.01606805,0.03171642,-0.01534573,-0.03435226,0.01337507,-0.02814371,0.01414879,0.04699248,0.0564759,0.04623592,-0.01544518,0.00532457,-0.03491272,-0.0143811,-0.02755585,0.03616828,-0.04856293,0.01506317
