Week,AAXJ,ADRE,AIA,ASEA,CHIE,CHII,CHIM,CHIQ,CHIX,CQQQ,CXSE,DBEM,DEM,DGS,ECNS,EDC,EDIV,EDZ,EEM,EEMA,EEMV,EET,EEV,EIDO,EPHE,EPI,EUM,EWM,EWX,FCA,FEM,FEMS,FNI,FXI,FXP,GMF,GXC,HAO,IDX,INCO,INDA,INDL,INDY,INXX,MCHI,PEK,PGJ,PIE,PIN,SCIF,SCIN,SMIN,SPEM,THD,VNM,VWO,XPP,YANG,YINN,YXI
2018-05,-0.02524713,-0.02690378,-0.02793982,-0.00717274,-0.09847199,-0.09041835,-0.13698011,-0.04224569,-0.08508347,-0.04242424,-0.06716332,-0.02825812,-0.02097746,-0.01108033,-0.07746907,-0.072925,-0.00304507,0.04132999,-0.01921002,-0.03211639,-0.01867912,-0.04785654,0.03676289,0.00214823,0.01054384,0.02412869,0.01878201,-0.01413534,-0.01838897,-0.11164427,-0.03495007,-0.03921569,-0.02586207,-0.07537482,0.15258666,-0.02575148,-0.05638894,-0.06131588,0.0061703,0.02057343,0.02517564,0.04753858,0.01480034,0.02591036,-0.05393586,-0.1000211,-0.03956284,-0.027,0.02093207,0.06291834,0.06065017,0.0573262,-0.02248366,0.00117912,-0.01380898,-0.02291254,-0.15464025,0.23621854,-0.22307508,0.07583475
2018-04,-0.04449678,-0.03565365,-0.04148906,-0.03728814,-0.01005025,-0.04870335,-0.00662544,-0.03571429,-0.02915601,-0.05695813,-0.03649478,-0.03288431,-0.03098651,-0.03193465,-0.03429012,-0.12693032,-0.02486268,0.13631616,-0.0436255,-0.05074399,-0.02862113,-0.08820866,0.08807549,-0.0302002,-0.05124263,-0.06407563,0.04545455,-0.01961916,-0.03756307,-0.04271207,-0.02540107,-0.03430722,-0.05190554,-0.03354013,0.06835443,-0.03921569,-0.04545073,-0.03267551,-0.03097174,-0.05184732,-0.06360235,-0.1837471,-0.05217168,-0.06576402,-0.04691291,-0.01388026,-0.05989583,-0.02642756,-0.05432009,-0.10212515,-0.09978678,-0.08318924,-0.0361593,-0.0160115,-0.0592744,-0.03835111,-0.06978042,0.10364673,-0.0996997,0.03293413
2018-03,0.02197528,0.0467453,0.02254128,0.02482679,0.0543383,0.01214834,0.02094474,0.02003163,0.02978942,0.01571559,0.02320856,0.02196486,0.02252922,0.02090332,0.01701798,0.08017861,0.02535704,-0.07742657,0.02678751,0.02511269,0.01540905,0.05317578,-0.05145414,0.02674897,0.00992114,0.00840925,-0.02550091,0.02538371,0.01178451,0.02494676,0.02469553,0.01812081,0.03441683,0.03434066,-0.06860707,0.02324324,0.03729305,0.02108336,0.03258736,-0.02094554,0.00910552,0.02008794,0.01586476,0.00385356,0.0380129,0.02344232,0.03276353,0.01030445,0.0113678,-0.01098274,0.00207211,-0.0009402,0.02493827,0.02178672,0.02441558,0.02270851,0.06479543,-0.09924831,0.1004755,-0.04051674
2018-02,0.01930946,0.01942832,0.02105728,0.00406032,0.01675485,-0.0051053,0.04323308,0.01397849,0.03806971,0.02281668,0.01248768,0.01712887,0.02683678,0.02140791,0.02137862,0.0666104,0.02175884,-0.06609107,0.02278848,0.01890784,0.01672893,0.04805246,-0.04464993,0.01462396,0.0097361,0.01692474,-0.02299528,0.01504664,0.01827274,0.02587567,0.02384292,0.01645423,0.01109771,0.04258383,-0.08138736,0.0246397,0.03055531,0.0277027,0.01233095,0.00505766,0.02459923,0.06686129,0.02522136,0.00192308,0.02871766,0.01495681,0.01696318,0.02034884,0.01878993,-0.00258807,0.00635593,0.00666413,0.02604699,0.00482433,-0.00844327,0.02539479,0.08546651,-0.1199187,0.13114754,-0.04218223
2018-01,0.00834189,0.00022416,0.00579495,0.01171646,0.01394943,-0.02599873,0.00234082,0.00532481,0.02590959,0.00588144,0.01679001,0.00614502,0.01493535,0.00637435,0.01270345,0.023066,0.01133231,-0.02512053,0.00769391,0.0063358,0.00931829,0.01198782,-0.01415836,0.00632689,0.0074093,0.00676879,-0.00763807,0.0015006,0.00688863,0.01945153,0.01016118,0.00438192,0.00855537,0.02229701,-0.04446267,0.00521999,0.01638323,0.00906649,0.00761523,-0.00490773,0.003822,0.01331024,0.00373234,-0.00740741,0.01443682,0.0214704,0.00640364,0.006238,0.00858529,0.00751357,0.02398677,0.00462792,0.00949205,0.02050844,0.01718582,0.01268544,0.0423655,-0.06786254,0.06741004,-0.01488423
2018-00,0.01964894,0.01721368,0.02125076,0.019678,0.01346499,0.00132188,0.01703163,0.00538503,0.01516854,0.02310021,0.01603433,0.02095557,0.02140255,0.02032761,0.01964395,0.06806442,0.01466459,-0.06562663,0.02340924,0.02123056,0.01545621,0.04539852,-0.04477239,0.01501609,0.0267009,0.02112933,-0.0212766,0.03276131,0.02134743,0.01978538,0.02946526,0.02556213,0.01043219,0.01608407,-0.03448819,0.02073182,0.02280011,0.02544441,0.01672787,0.02328382,0.02430847,0.07514168,0.01624256,0.04020421,0.02142333,0.01611835,0.02767646,0.03371344,0.02175573,0.03821008,0.02287166,0.0375911,0.02123755,0.0340196,0.02745098,0.02468048,0.03431818,-0.04887539,0.04955562,-0.00702323
2017-52,0.01355565,0.00666508,0.01687697,0.01601972,0.00091324,0.02760524,0.0190036,0.01112347,0.01058824,0.00616769,-0.00164011,0.01341411,0.01663543,0.02329859,0.02222222,0.04167364,0.01694373,-0.04023309,0.01407212,0.01503654,0.01073437,0.03138421,-0.02782975,0.01679445,0.01603997,0.00146951,-0.01334074,0.01892239,0.02209161,0.04405923,0.01733233,0.03225006,-0.00076785,0.0040107,-0.00930774,0.01216497,0.00219089,0.02036364,0.01801424,0.00020182,0.00224467,0.00305419,-0.00135318,0.00776197,0.00152672,-0.0018014,-0.00133988,0.02201741,0.00191571,0.00579065,0.01261418,0.00193386,0.00892374,0.00155366,0.05097807,0.00950441,0.00916758,-0.01166294,0.01172227,-0.00725765
2017-51,0.01243679,0.00622904,-0.00219127,0.00870106,0.03787879,-0.00412371,0.02961396,0.03098107,0.01073345,0.02674161,0.02474892,0.0087108,0.01328273,0.0172629,0.02498356,0.0318076,0.01357905,-0.03184237,0.01088405,0.00704126,0.00858222,0.02341999,-0.02175905,0.0227867,0.00157978,0.01612298,-0.0110011,0.00679832,0.01723784,0.01316271,0.00570994,0.01027827,-0.00280112,0.02,-0.04125297,0.01258113,0.01878753,0.02849644,0.01531915,0.02204822,0.01312411,0.03814742,0.01125755,0.01255783,0.02109181,0.02616952,0.00424486,0.01342975,0.01644479,0.0477237,0.05781684,0.03196803,0.01594283,0.00674309,0.00716846,0.0168164,0.03565085,-0.05965157,0.05843125,-0.01630158
2017-50,-0.0036961,-0.00048379,-0.00549278,0.00310945,-0.00283286,-0.00342466,-0.00531915,0.00057904,0.001207,-0.02927478,-0.01806298,-0.00525164,0.01019913,0.0119403,0.00350339,0.0,0.01945003,0.0,0.0,-0.00212254,0.00505315,-0.00342505,0.0,0.01017716,0.00509383,0.00491865,0.0,0.0187747,0.00791997,-0.00437956,-0.00114943,0.00843343,0.00599896,-0.00409463,0.00556251,-0.00270081,-0.00930413,0.0026296,0.01424256,-0.00165563,0.00258918,0.0080517,0.0074813,0.00200133,-0.01022939,-0.01571396,0.00093002,-0.00517866,0.0059312,-0.00653798,-0.00231696,0.00282372,0.0,0.00999773,0.01544163,0.0,-0.01142422,0.00781361,-0.01429479,0.00355691
2017-49,0.0042865,0.00537897,-0.00236407,-0.00126024,-0.01209302,-0.03799186,-0.04617753,0.00472255,-0.01440576,-0.00389369,0.00844243,-0.00088067,-0.00605034,-0.01040561,-0.01691974,-0.00171295,-0.00100604,0.0,0.00022578,0.000999,0.01133345,-0.00506446,0.0,0.01844026,0.03938115,0.02252427,0.0,0.00765136,-0.00646507,-0.02425107,-0.00115562,-0.00972116,0.01419389,-0.00683683,0.01093123,0.00334245,0.00541872,-0.01236418,0.0193918,0.02584366,0.02368967,0.06994938,0.01990333,0.02469136,0.00726698,-0.000924,0.01369205,-0.01342975,0.02150974,0.03063352,0.02820268,0.0209153,-0.00139392,0.01338873,-0.02673797,-0.00140351,-0.01286788,0.01545088,-0.02131721,0.00506329
2017-48,-0.02397952,-0.02645253,-0.02604566,0.00444444,-0.01103956,-0.00537634,0.01192946,-0.02132565,-0.02579132,-0.05702939,-0.04083548,-0.02197329,-0.00962464,-0.00401182,-0.01545396,-0.07392507,0.0026927,0.07300717,-0.0249283,-0.02159376,-0.01199791,-0.05064821,0.05074143,-0.02033133,-0.02508091,-0.03120301,0.02545656,0.00267201,-0.00702915,-0.01003584,-0.01529637,-0.01241135,-0.03735926,-0.02879929,0.06074356,-0.02610837,-0.03592701,-0.01728577,-0.0139191,-0.01541385,-0.02913181,-0.08957276,-0.02880089,-0.02990033,-0.04146562,-0.02024107,-0.04190389,-0.01573604,-0.02884235,-0.01775148,-0.03419973,-0.01358751,-0.02184002,0.00683503,-0.01022249,-0.02383135,-0.05710507,0.09060875,-0.08609657,0.0296875
2017-47,0.01506186,0.0212917,0.01728093,0.00768246,0.02523364,0.015625,0.0224075,0.00056786,0.03390839,0.0040229,0.00057504,0.00639932,0.01875304,0.01424017,-0.00549799,0.04038462,0.01807024,-0.04070087,0.01388583,0.01247401,0.00904662,0.02783585,-0.02750809,0.01165852,0.00026947,0.01718213,-0.01274238,0.00603217,0.01123362,0.01586742,0.01732769,0.01193802,0.0086514,0.02068966,-0.04371033,0.01241624,0.01252118,0.01537898,0.00691742,0.01705527,0.01723634,0.04839241,0.01710121,0.01486486,0.01547476,-0.00268516,-0.00022252,0.01376147,0.01682692,0.02249521,0.0245283,0.01567657,0.0109499,-0.00880805,-0.00180072,0.01193208,0.04444984,-0.0641411,0.06126657,-0.02178423
2017-46,0.00776673,0.00810875,0.00775314,0.00259403,-0.0307971,-0.01406564,-0.04832347,0.00345224,-0.00713012,0.0041211,0.00679236,0.00430293,0.00170358,0.0051304,-0.02176617,0.03893587,0.01349948,-0.04231856,0.01347104,0.01084507,0.01034906,0.02594742,-0.03318486,0.01567878,0.00353453,0.01435778,-0.01412276,0.00033704,0.0056509,-0.03944237,-0.00727134,-0.00404449,0.01807384,-0.01001335,0.01595745,0.00598623,-0.00114079,-0.02018018,0.01671799,0.01714286,0.01752822,0.05091791,0.01708428,0.0047749,0.00289767,0.00225175,0.03551787,0.0177268,0.01134982,0.00728863,0.01985472,0.01622761,0.01026922,0.02750771,0.02493766,0.00813197,-0.01686279,0.02451862,-0.03113984,0.00828157
2017-45,-0.00596206,-0.01196621,0.00124727,0.00196207,0.01539855,-0.00994695,-0.00292255,0.01168907,0.01878788,0.01210337,0.02204023,-0.0017138,-0.00961076,-0.0105552,-0.00041545,-0.03633451,-0.01089547,0.03595777,-0.01217353,-0.0022431,-0.0043554,-0.02345392,0.01921757,-0.01797753,-0.01930706,-0.02841121,0.01212789,0.00576858,-0.01318772,0.01603346,-0.01321253,-0.02089993,-0.01046452,0.01462317,-0.02967234,-0.00545094,0.00757503,0.00036193,-0.02313625,-0.01630901,-0.03098351,-0.09460414,-0.02443041,-0.02801303,0.00876653,0.01725725,-0.00161775,-0.00052466,-0.02992616,-0.03726805,-0.04620311,-0.02486131,-0.00851648,-0.02181267,0.0,-0.01032821,0.02413068,-0.04272384,0.04520631,-0.01226994
2017-44,0.01751703,0.0120308,0.02013423,0.00263158,-0.00460405,0.00198413,0.0245,0.02422774,0.00605327,0.03710186,0.02004259,0.01354303,0.00024219,0.00640478,0.00271569,0.03214799,0.0,-0.03080154,0.01063108,0.01833548,0.00904416,0.01868512,-0.01980198,0.02085747,0.01755348,0.01408451,-0.01078167,-0.0064276,0.0041684,0.00739176,-0.00304067,0.00597163,0.02177955,0.01118721,-0.02227385,0.01253538,0.01709824,0.01173881,0.02209456,0.01350454,0.01655533,0.05001073,0.01424979,0.00328299,0.01795361,-0.00254748,0.02006285,0.0042735,0.01821782,0.02414293,0.02559242,0.01252348,0.00474066,-0.00550351,0.00443319,0.00535881,0.0234365,-0.03479988,0.03224787,-0.01057402
2017-43,0.00793872,-0.0028715,0.01484589,0.01059603,-0.00555042,-0.01944264,-0.01029917,-0.01702877,0.01997579,-0.02219928,-0.00322021,0.0061082,0.00169082,0.00042391,-0.01028383,0.01574381,-0.00573743,-0.0192697,0.00542373,0.01125379,0.00141268,0.00482038,-0.01098901,0.00038402,-0.00626703,0.02096273,-0.00539665,0.00577446,0.0052105,-0.0194274,-0.00524738,0.0,-0.0162559,0.01924399,-0.03937754,0.00659096,0.00265461,-0.00898634,0.0,0.0252905,0.02160402,0.0654078,0.02222856,0.02358491,0.00427486,0.02711625,-0.04661792,-0.00265393,0.02180937,0.03421671,0.0197336,0.01776161,0.00390407,0.01661524,0.0397351,0.00745052,0.03640092,-0.05671354,0.05548469,-0.01858363
2017-42,-0.00687758,-0.01031411,-0.0063857,-0.00791035,-0.00277008,-0.01542416,-0.0019333,-0.01382488,-0.00951814,-0.02233792,-0.00868289,-0.00388601,-0.00853081,-0.01372712,-0.00877909,-0.02563229,-0.02076467,0.02625552,-0.00800712,-0.00583879,-0.00732601,-0.0159296,0.0179301,-0.00984848,-0.01279318,-0.00696056,0.00822368,-0.00871022,-0.00495356,-0.00813284,-0.01174743,-0.00171443,-0.02394904,-0.00338524,0.00445248,-0.00840841,-0.01081394,-0.01030195,-0.01084599,-0.01502242,-0.0131733,-0.03677604,-0.01043135,-0.00338983,-0.00947499,0.00117316,-0.02947695,-0.01253264,-0.00883179,0.0015149,-0.0054321,0.00236356,-0.00851882,-0.02402402,0.00864362,-0.00710195,-0.00906157,0.00778931,-0.01397751,0.00407539
2017-41,0.01982007,0.01820359,0.02107499,0.0126162,0.00931966,0.02210663,0.00639449,-0.00746697,0.01824818,0.01658891,0.00804157,0.0157964,0.02305266,0.02285714,0.01443299,0.07058931,0.03290366,-0.06785605,0.02319763,0.01918605,0.01827862,0.0494679,-0.04611388,0.01498271,0.01511879,0.03197442,-0.02356722,0.00402955,0.02020202,0.01154891,0.00923873,0.01235483,0.00935308,0.01305244,-0.02583176,0.01531706,0.00645098,0.0086362,0.01671064,0.02894188,0.03309047,0.09964543,0.03357664,0.04273504,0.00738878,0.01395129,0.01394604,0.02623126,0.03167987,0.02141511,0.01204215,0.02202643,0.02395041,0.02607764,0.01623816,0.0217493,0.02501276,-0.03724605,0.0384127,-0.00451581
2017-40,0.01488053,0.01163919,0.0184416,-0.00132979,0.00466418,0.02316347,0.02347652,0.03935599,0.04082915,0.02030009,0.03204801,0.0169265,0.0122489,0.0160188,0.02246955,0.0512943,0.00853534,-0.05365218,0.0180472,0.02048389,0.00878294,0.03310063,-0.03537045,-0.00038536,0.00381056,0.0199674,-0.01686874,0.00236566,0.00974783,0.04929577,0.02711864,0.01143994,0.00711088,0.0371334,-0.07488654,0.02086158,0.02876106,0.0329142,0.00044228,0.01413761,0.02085928,0.06145983,0.0148236,0.02474527,0.02980723,0.02746988,0.01772801,0.02611534,0.02435897,0.02946397,0.0234253,0.01866847,0.01624857,-0.00107143,0.00962199,0.01754802,0.07474472,-0.10992447,0.11099513,-0.04433735
2017-39,0.00883674,0.01005148,0.00537003,-0.002,0.02583732,0.01824324,0.03257497,0.03167702,0.01276324,0.03066471,0.022587,0.00448833,0.00664861,0.01122141,0.02243313,0.00928164,0.00170474,-0.01149507,0.00465008,0.00704225,0.00432043,0.00911189,-0.00829359,0.000383,-0.00217037,0.00695297,-0.00419727,-0.00334225,0.00770878,0.03058995,0.01650672,0.00633072,0.01559978,0.01492897,-0.0305093,0.01130123,0.02041027,0.02545593,-0.0021978,-0.00399061,0.0024837,0.00116399,0.00295858,0.0147167,0.01942554,0.00681763,0.01745994,0.00329308,-0.00212857,0.0223948,0.01164637,0.0215103,0.00600686,0.00540086,0.01245675,0.00500835,0.02746479,-0.04435855,0.0440044,-0.01143402
2017-38,-0.0113876,-0.00995497,-0.00838127,-0.01059603,0.0095057,-0.01432292,0.00542406,0.0006006,-0.01097561,-0.00866551,-0.00050729,-0.00747581,-0.01108167,-0.00729927,0.00833507,-0.02467474,-0.01363485,0.02275605,-0.00793471,-0.01407021,-0.00459933,-0.01547344,0.01523727,0.0053374,0.01028695,-0.04029163,0.00806018,-0.00759828,-0.01304348,0.00967519,-0.00480591,-0.01890404,-0.01876607,-0.00536256,0.01022654,-0.0122955,-0.00654762,0.00256504,0.0021815,-0.03734347,-0.03177405,-0.08675497,-0.02564825,-0.04846416,-0.0067157,-0.00524184,-0.02103596,-0.00423953,-0.03539823,-0.04445554,-0.05339105,-0.04477929,-0.00831947,-0.0101432,-0.00679348,-0.00697188,-0.00990884,0.01668446,-0.01430472,0.00491884
2017-37,0.00227434,0.00214337,-0.00132758,0.00066622,0.00095147,0.05263158,0.00393507,0.02311056,-0.00795107,0.02414414,0.0205605,0.00756901,0.00168188,0.00926511,0.02046091,0.00582825,-0.0066313,-0.00747762,0.00227998,0.0051592,0.00320228,0.00678204,-0.00430663,-0.01197157,0.0,0.00501737,-0.00213789,0.00032949,0.0037298,0.03212851,0.0204468,0.00965484,0.01368421,-0.00422337,0.00765697,0.00442387,0.01003344,0.0272934,-0.00814751,0.00679348,0.00236546,0.00897666,0.00254525,0.00206044,0.01291694,0.00142045,0.00924214,0.01571816,0.00527383,0.00318952,0.0122549,0.01443033,0.00306748,0.01486355,0.01380262,0.00023223,-0.00748963,0.01089465,-0.01285956,0.00635076
2017-36,0.00755155,0.00808427,0.00816049,0.01360544,-0.00379147,0.00416089,0.01315124,0.01741935,0.00187149,0.00276396,0.00792053,0.00679656,0.00340467,0.00772201,0.01546278,0.02100678,0.00066578,-0.01930105,0.00721434,0.01088765,0.00395541,0.01228412,-0.0154703,0.01539646,0.00642099,-0.00039017,-0.00732601,0.02140673,0.00652769,0.01518603,0.00973141,0.00515211,0.0077978,0.00335169,-0.00588019,0.00755985,0.00696538,0.01242718,0.01185771,0.00828729,0.00328653,0.00723972,0.00372173,0.01489362,0.00368633,0.0,0.02131737,0.00440529,0.00081967,0.01653177,0.0115,0.01280071,0.00453386,0.0120782,0.01182197,0.00566974,0.00569999,-0.00767998,0.00751611,-0.0033541
2017-35,0.00881121,0.01465559,0.01652189,0.00813008,0.03128055,0.002772,0.07327586,0.02823375,-0.00061614,0.03885519,0.0214276,0.00495272,0.01268602,0.01544822,0.02985075,0.02477606,0.01131824,-0.02397359,0.00857077,0.00763245,0.00627465,0.01601831,-0.01563151,-0.00338473,-0.00722423,0.00895639,-0.0084122,0.00203183,0.01559496,0.02841573,0.02623211,0.02823709,0.04505252,0.00070872,-0.00050378,0.01239887,0.01415634,0.02417757,-0.00599572,0.00946664,0.00861813,0.02269648,0.00710026,0.0177683,0.01391917,0.00500835,0.0490828,0.01729911,0.00776144,0.02617801,0.02295918,0.01783326,0.01079852,0.02817081,0.01125176,0.00970644,0.0009462,-0.00132936,-0.00068681,-0.00193986
2017-34,0.02340989,0.02153999,0.02535162,0.00616438,0.00788177,0.00490196,0.02206288,0.01716172,0.05246114,0.01075675,0.01390993,0.01412944,0.02719033,0.02273741,0.01189115,0.07304454,0.02004757,-0.07075742,0.02508282,0.02521394,0.01400764,0.04928338,-0.05143541,0.00716981,0.01636107,0.01835595,-0.02470407,0.00511073,0.01722634,0.04198627,0.02734694,0.02864652,0.00524283,0.04083641,-0.07895652,0.01999358,0.02435151,0.01485944,0.01037613,0.00350959,0.02042683,0.05914567,0.01650261,0.01158581,0.02349736,0.01859197,-0.02262982,0.02974828,0.02059689,0.01726619,0.01199791,0.02113971,0.02349869,0.00751295,0.01799856,0.02449079,0.08410392,-0.11619556,0.12669508,-0.04195804
2017-33,0.00118396,0.01029375,-0.00139203,-0.01021798,-0.02591171,-0.00279916,-0.00111982,0.00932091,-0.00909682,0.01405427,0.00435027,0.00643087,0.00228253,0.00631342,0.0,0.01650648,0.00548885,-0.01932729,0.00717532,0.02717224,0.00493782,0.01778631,-0.01173939,0.01105183,0.00254741,0.00436162,-0.00611309,0.00238826,0.00617692,-0.01780656,0.0,0.01366193,-0.01074676,-0.00396334,0.00592255,0.00442669,0.00160961,-0.00922213,0.01045752,0.00420463,0.00333232,0.00797714,0.00578536,0.01675164,0.00484429,0.00778699,-0.01654676,0.00462161,0.00459098,0.01112507,0.01827676,0.01056985,0.00704432,0.00168985,-0.01065341,0.00586941,-0.00906794,0.00800656,-0.01578532,0.00509259
2017-32,-0.03161711,-0.02768251,-0.03307758,-0.00612662,0.0,-0.03867403,-0.04535637,-0.01726428,-0.03605313,-0.03367525,-0.02629758,-0.02358277,-0.02799802,-0.0249283,-0.02552416,-0.09090909,-0.01960122,0.09375539,-0.03023201,-0.03186532,-0.01984485,-0.054137,0.06156034,0.00192086,-0.03003582,-0.04927426,0.02959502,-0.01184834,-0.0292851,-0.02786624,-0.02803738,-0.024268,-0.03606733,-0.02770352,0.05352511,-0.02936827,-0.03149689,-0.02768987,0.0013181,-0.05335127,-0.04510838,-0.13371906,-0.04282116,-0.05337079,-0.02911134,-0.01873595,-0.02965404,-0.02944507,-0.0455829,-0.09402283,-0.08191808,-0.07576089,-0.02481246,0.00013029,-0.03236915,-0.0268843,-0.05496074,0.08193829,-0.08283804,0.0287194
2017-31,0.00497731,0.0,0.00378788,0.0,0.01353965,0.0,0.00899382,-0.00467602,0.01533546,-0.00454815,-0.00763041,0.00503432,0.00778894,0.00511225,0.00228938,0.01184091,-0.00406918,-0.01238111,0.00355198,0.00318665,0.00693051,0.00893306,-0.00496919,-0.00912895,-0.00303616,0.01357115,-0.00410678,0.00959561,0.01071272,-0.00359712,0.00287356,0.01321111,-0.00485044,0.00712356,-0.01478572,0.00578344,0.0043869,0.00401123,-0.0034904,0.02139899,0.01391768,0.03359771,0.00703433,0.01792115,0.00328606,-0.00597907,-0.00384154,0.00056948,0.01472393,-0.01125672,-0.01198203,-0.00088417,0.0079063,0.00287019,-0.00137931,0.0053515,0.01427739,-0.02102134,0.01912046,-0.00745226
2017-30,-0.002779,0.01619843,-0.00653482,0.00409556,0.0,-0.01271186,-0.00058275,0.00066534,0.01171113,0.00559664,0.02231381,0.00367478,0.00327456,-0.00066563,-0.0074983,-0.00232629,-0.00638012,0.00083294,-0.00023702,-0.00288272,-0.00380504,-0.0005022,0.00099285,-0.00152323,0.006628,0.00547517,0.0,0.00205058,-0.00174749,0.01144258,0.00791337,0.01317234,0.00872648,0.00544824,-0.01078565,0.00832342,0.00998481,-0.00642055,-0.00043687,0.00230097,0.00566826,0.01629328,0.00596591,0.01090116,0.01335207,-0.00348953,0.02123981,0.00460299,0.00205931,-0.00402212,0.00754148,0.00690116,0.00470727,-0.00091265,0.01331465,0.00440421,0.00992446,-0.01593355,0.01688924,-0.01101423
2017-29,0.00935273,0.01078859,0.01330299,-0.00410959,-0.00385356,0.0101083,0.02858845,0.00472973,0.00393959,0.03098357,0.01631226,0.00787402,0.00736227,0.01330627,0.01711774,0.02718589,0.00952381,-0.02932598,0.00959923,0.00971922,0.00678277,0.01797407,-0.01723136,-0.01994731,0.00222965,0.00475248,-0.00963001,0.00137457,0.00528053,0.01701245,0.01349073,0.01025783,0.01962984,0.00751315,-0.01553484,0.00745451,0.01471402,0.0188216,-0.01350763,-0.00207804,0.0,-0.00092475,-0.0037111,-0.00725689,0.01288706,0.02212503,0.02375479,0.01411765,0.00879765,0.01653462,0.0,0.00089526,0.00564133,0.0015746,0.00420463,0.00717289,0.01696456,-0.02412613,0.02147488,-0.00547695
2017-28,0.04198062,0.04062666,0.04566127,0.01457321,0.04531722,0.03574088,0.02591923,0.03606103,0.05817175,0.04625027,0.04476032,0.03138374,0.04404008,0.03535706,0.02399435,0.142147,0.04138663,-0.13008061,0.04596553,0.04179962,0.03124412,0.09683271,-0.08838204,0.02060282,0.02281048,0.02222222,-0.04474708,0.00964852,0.02794051,0.06073944,0.04728237,0.03362781,0.03587963,0.05918098,-0.11150829,0.03633081,0.05223622,0.0339196,0.01846154,0.01426233,0.02361963,0.07536268,0.02264808,0.01920236,0.05658958,0.02180119,0.04817674,0.04520464,0.02053037,0.00672066,0.01013685,0.01485149,0.04313001,0.02198827,0.01814375,0.03938619,0.12095687,-0.1609258,0.18414808,-0.05572354
2017-27,-0.00950629,-0.00481541,-0.01105072,-0.00208044,-0.00401204,-0.01263001,0.04067584,0.0070028,-0.01509952,-0.00260983,-0.00897338,-0.00712251,-0.01358057,-0.01037584,-0.00494118,-0.03512881,-0.01192146,0.03451814,-0.01195815,-0.01002865,-0.00787106,-0.02687725,0.0258157,-0.01902275,0.0,0.01328904,0.01072125,-0.00957592,-0.00315529,-0.01039861,-0.00222519,-0.00428204,0.00294291,-0.01614583,0.03179959,-0.00721371,-0.01058323,-0.00502092,-0.01976794,0.01334923,0.00627746,0.02018613,0.00592944,0.01374046,-0.01306945,0.00312663,0.00054245,-0.01451906,0.00834431,0.01705151,0.01086394,0.00547945,-0.00800739,-0.01292876,-0.02012072,-0.00994644,-0.03008994,0.04756723,-0.044505,0.01535761
2017-26,-0.01409732,-0.00585885,-0.01447462,-0.00414365,0.00910931,0.01523229,0.02370275,-0.01737318,-0.01097394,-0.0187994,-0.01909487,-0.00664137,-0.00495954,-0.00484541,0.0,-0.03454982,-0.00351741,0.03231707,-0.01212871,-0.01261233,-0.0083877,-0.02007648,0.02158534,-0.01187384,-0.01519757,-0.01565074,0.01128557,-0.01318013,-0.00314819,0.01917075,0.00405771,-0.00372173,-0.01162115,-0.01298701,0.0249461,-0.0118608,-0.01259734,-0.00042463,-0.01197605,-0.00904547,-0.01251956,-0.03923346,-0.01590574,-0.00154321,-0.01407668,0.01153947,-0.02579626,-0.01258238,-0.01096491,-0.01749426,-0.01553599,-0.00459031,-0.00949755,-0.00670611,0.0,-0.00788002,-0.02630297,0.03816817,-0.04125561,0.01365037
2017-25,0.00275989,0.00295302,0.00289698,0.00621977,0.0,0.0076746,0.00904977,0.00279916,-0.00345781,0.01106291,0.02547375,0.00191939,0.00158562,0.0006967,0.00929235,0.0041376,0.00142045,-0.00829689,0.00150188,0.00478927,0.00225691,0.00335149,-0.00531256,0.01678108,-0.01609823,-0.01104746,-0.00194175,-0.0110664,-0.0009058,-0.0103697,-0.00318761,0.00202546,0.01234568,-0.00496732,0.00890328,0.00419074,0.00544738,0.00385769,0.01048493,-0.01482702,-0.01433022,-0.02851324,-0.00879507,-0.01526718,0.00506662,0.01895991,0.01646746,0.00547445,-0.00568928,-0.02278261,-0.01493306,-0.01748411,-0.00061862,-0.0011839,-0.00820232,-0.00102643,-0.00789863,0.01433173,-0.01556064,0.00480349
2017-24,-0.0027825,-0.0099973,0.00165563,-0.00138696,0.00303951,-0.01462664,-0.01163542,-0.004954,-0.01045296,-0.00971517,-0.0128862,-0.00290698,-0.00792602,-0.00186176,-0.00168675,-0.01214234,-0.00284596,0.00883227,-0.0040282,-0.00048512,-0.00037786,-0.01056933,0.00594718,0.00809561,-0.00541712,0.00247015,0.00337838,0.00134003,-0.00113482,-0.00677813,-0.01135847,0.0017452,-0.01505757,-0.00763158,0.01436696,-0.00365505,-0.01005613,0.00043516,0.00707339,0.00118483,-0.00187559,-0.00667522,-0.00088626,-0.00230061,-0.01265345,-0.01211958,-0.01952916,-0.00854179,-0.00175285,0.0193057,0.02111932,0.01240809,-0.00342253,0.01189522,0.01837456,-0.00180505,-0.00939125,0.02247414,-0.02465116,0.00997831
