Month,AAXJ,ADRE,AIA,ASEA,CHIE,CHII,CHIM,CHIQ,CHIX,CQQQ,CXSE,DBEM,DEM,DGS,ECNS,EDC,EDIV,EDZ,EEM,EEMA,EEMV,EET,EEV,EIDO,EPHE,EPI,EUM,EWM,EWX,FCA,FEM,FEMS,FNI,FXI,FXP,GMF,GXC,HAO,IDX,INCO,INDA,INDL,INDY,INXX,MCHI,PEK,PGJ,PIE,PIN,SCIF,SCIN,SMIN,SPEM,THD,VNM,VWO,XPP,YANG,YINN,YXI
2016-07,0.04568043,0.04616929,0.04446503,0.02439024,-0.01465969,0.03863845,0.01984469,0.04347826,0.02959095,0.03219871,0.04656471,0.02656336,0.05762606,0.06213101,0.02796804,0.13002681,0.06176351,-0.13300346,0.04374241,0.03971119,0.02382419,0.08802678,-0.08883953,0.0626853,0.00538876,0.04552352,-0.04423749,-0.00865951,0.04599891,0.03422704,0.0572372,0.07009346,0.03250189,0.02739726,-0.0617781,0.04012954,0.02532974,0.01162203,0.06138231,0.05170877,0.04491126,0.13818951,0.03947832,0.07677725,0.03071672,0.03172205,0.05164146,0.03908356,0.04653568,0.04917258,0.05371901,0.03835532,0.03949329,0.06928125,0.03635068,0.04381989,0.0543971,-0.09378084,0.075,-0.03093883
2016-06,0.0342766,0.03474635,0.04709345,0.06286672,-0.01222222,-0.01010101,0.02402135,-0.00097371,0.03164557,-0.00490798,-0.0040965,0.01702611,0.06024096,0.06650544,-0.02936288,0.11551951,0.07648352,-0.16953938,0.04621309,0.03981559,0.0419445,0.07525011,-0.11290635,0.10425432,0.04590872,0.03062302,-0.0545653,0.05783309,0.03900911,0.01273148,0.0644589,0.05335893,-0.00640543,0.03066709,-0.08205925,0.0324514,0.0251932,0.00925926,0.1110515,0.0345042,0.01451433,0.04547351,0.01853871,0.06237425,0.02208835,-0.00329736,-0.03764205,0.02565881,0.02249598,0.07249357,0.06552494,0.06935645,0.04026583,0.04222187,0.01375815,0.05019182,0.05478788,-0.1285724,0.0681302,-0.03401361
2016-05,-0.01411488,-0.02168756,-0.00488998,-0.0324412,-0.01853871,-0.00810081,0.00807175,-0.03690037,-0.00625559,0.01656442,-0.0239245,-0.00283447,-0.06124372,-0.04639769,-0.01335188,-0.10806075,-0.06128364,0.09225506,-0.03437597,-0.00869925,-0.02677824,-0.07526665,0.06134843,-0.03390597,0.07981221,0.01010638,0.03155522,-0.07277628,-0.03551762,-0.03925967,-0.05856107,-0.03302412,0.00037509,0.00537125,-0.02041659,0.00292398,0.00337527,-0.0284006,-0.04018547,0.01934665,0.01783681,0.0075535,0.0369254,-0.00400802,0.00348692,-0.007034,-0.02106354,0.00069541,-0.00053591,-0.01810865,-0.00148699,0.00700467,-0.02812619,-0.00523311,-0.00933908,-0.02974899,0.00457831,-0.03824036,-0.00446097,-0.01179643
2016-04,-0.00546555,0.01563031,-0.00146915,-0.01992032,-0.00863931,-0.01253357,-0.02449694,0.02065728,-0.01055409,-0.00394298,0.02833371,-0.00056433,0.03463904,0.01786237,0.0222284,0.0107359,0.00959133,-0.04050484,0.00715397,-0.01026905,0.00231092,0.01563134,-0.02563326,-0.02776554,-0.04298392,0.00427122,-0.01006336,-0.03944391,0.00332134,0.00281215,0.0078256,-0.00370096,0.01426369,-0.00157431,-0.01211447,-0.01295523,-0.00213415,0.0125502,-0.02904357,0.0083871,0.00152555,-0.00815047,0.00564546,0.02151639,-0.00222772,-0.01788806,0.01637631,-0.01037344,0.00538793,0.02490919,0.00970874,0.02083333,0.00917782,0.00719655,0.04305136,0.00716065,-0.00879696,-0.02460692,-0.01955105,-0.00437563
2016-03,0.07421305,0.09630459,0.08105981,0.07534247,0.13341493,0.14681725,0.07189542,0.06268657,0.08436019,0.07024927,0.12056562,0.04893868,0.08802817,0.07048458,0.05112652,0.28635458,0.10623557,-0.2450142,0.09100135,0.07732981,0.06483345,0.18951132,-0.16956009,0.0176311,0.09890444,0.10105758,-0.08821526,0.09861653,0.06333235,0.07720145,0.09029896,0.07197427,0.07022587,0.07650826,-0.1496059,0.06567439,0.06642903,0.05475811,0.02162719,0.09043113,0.07560278,0.24100719,0.08534096,0.12082854,0.07135307,0.09815756,0.05042017,0.05240175,0.0766129,0.11196455,0.10057708,0.10996956,0.08548791,0.03978692,-0.00960118,0.08760611,0.15365787,-0.22096387,0.2267951,-0.07800312
2016-02,0.00021501,0.0109375,0.00843308,0.03076923,0.02252816,0.00205761,0.071,0.00611621,-0.01912046,0.00363757,-0.00542808,0.01348039,0.0354049,0.03531786,0.05630769,-0.01302578,0.01601942,-0.03486609,0.00140302,0.00248419,0.00252932,-0.00787002,-0.01986501,0.04888674,0.01805512,-0.0831448,-0.00717547,-0.02122302,0.0145017,-0.01761847,0.01282051,0.01086048,-0.02819237,-0.00796675,-0.00408675,0.00031601,0.00033563,0.01662971,0.05196241,-0.06043956,-0.07205414,-0.21290767,-0.07914523,-0.06974128,-0.00732899,0.01357616,-0.0222709,0.00149254,-0.06629213,-0.16514241,-0.14962963,-0.12504378,0.00431779,0.04411242,0.01827875,0.00708717,-0.01963574,-0.00891217,-0.04541242,-0.00150921
2016-01,-0.04048252,-0.04155747,-0.05121639,0.01457195,-0.10869565,-0.11654804,-0.10554562,-0.11669659,-0.11525705,-0.09289128,-0.15777262,-0.02257873,-0.00954479,-0.03049968,-0.12650919,-0.0954089,0.0053528,0.03358343,-0.02374491,-0.03312405,-0.01089424,-0.06260297,0.02745977,0.05348956,-0.03283673,-0.04647436,0.01537947,0.08298118,-0.04711735,-0.09782609,-0.02769231,-0.0241064,-0.05572636,-0.08637771,0.15933573,-0.04579467,-0.09382494,-0.10986874,0.05944056,-0.08013937,-0.03520857,-0.10867818,-0.03300455,-0.09654472,-0.08789871,-0.12981969,-0.08086522,-0.02398256,-0.0275378,-0.10033128,-0.11317009,-0.09245283,-0.03524046,0.06225463,-0.06699232,-0.02994216,-0.17446043,0.23289176,-0.26500639,0.08266667
2015-12,-0.03078107,-0.04733932,-0.03897657,-0.02595156,-0.04860393,-0.03970827,0.00720072,-0.04293972,-0.02028081,-0.02332116,-0.02728765,-0.03367003,-0.05488215,-0.03632479,-0.00281114,-0.1435569,-0.06490066,0.12933398,-0.04535433,-0.0318976,-0.02737659,-0.08972797,0.08360776,-0.003,-0.03428239,-0.00052411,0.04259127,-0.2305492,-0.00994883,-0.01489471,-0.04192993,-0.01630219,-0.01168736,-0.04163078,0.07398599,-0.02816108,-0.03333333,-0.01970669,-0.00795003,0.00533752,0.00451637,0.0128593,-0.00628698,0.01112235,-0.03624009,-0.00126231,0.00638774,-0.05823293,0.00585729,0.01356497,0.02543507,-0.00282663,-0.03955021,-0.07771933,-0.01461378,-0.03998731,-0.08658092,0.1099772,-0.13336663,0.03571429
2015-11,-0.03088512,-0.0242073,-0.03416004,-0.02983802,-0.05004907,-0.07496252,-0.03231293,-0.03451043,-0.02848345,0.03485647,0.02073298,-0.03963084,-0.06108813,-0.04324801,0.02946593,-0.13472803,-0.0635186,0.11880642,-0.04428268,-0.04307632,-0.04936996,-0.09651424,0.0812573,-0.02601301,-0.05201012,-0.02310062,0.04065041,0.00762016,-0.02636692,-0.02698651,-0.0532967,-0.04032258,-0.01877934,-0.02940353,0.05243471,-0.02118172,-0.00918964,-0.01453885,-0.02836075,-0.00719424,-0.04236061,-0.12331536,-0.03408683,-0.0332681,-0.02115342,0.02089244,0.0343677,-0.0218543,-0.04164524,0.01334628,-0.00134499,0.00094251,-0.04271263,-0.04774235,-0.08715013,-0.04132231,-0.06205512,0.07470852,-0.09433962,0.02699745
2015-10,0.06569046,0.10738766,0.08583141,0.09210526,0.10851064,0.05877681,0.09132841,0.13972603,0.08305369,0.20186113,0.17893432,0.05266204,0.05207624,0.03484754,0.0915434,0.1713518,0.05433318,-0.18248247,0.05791885,0.06870066,0.04677596,0.11904244,-0.12374006,0.1482367,0.03041145,0.01957672,-0.06286103,0.0477237,0.0573648,0.07367281,0.06954436,0.06143628,0.13014827,0.07170953,-0.14950871,0.07284268,0.10835672,0.08204873,0.14979757,0.01894669,0.00512821,0.02167783,0.00987925,0.00393701,0.07232401,0.1016662,0.20424837,0.03467406,0.01476015,0.02437186,0.03724526,0.0174992,0.06452922,0.05910458,0.0952381,0.04942717,0.14640356,-0.2244034,0.20488082,-0.07303183
2015-09,0.02192982,-0.01943199,0.01951992,-0.04808549,0.0042735,0.10765125,0.03041825,0.07905138,0.0524911,0.04831461,0.017769,0.02007084,-0.01932045,0.01557038,0.08801956,0.00930823,-0.02844639,-0.06281428,0.00762599,0.03178808,0.00418594,0.00801425,-0.0395189,-0.08365019,-0.00236407,0.05466593,-0.01729874,-0.00894234,0.01708359,0.09144543,0.00785498,0.02640545,0.01802935,0.03435235,-0.09715793,0.02342901,0.03324684,0.07303974,-0.08225108,-0.00318878,0.05359877,0.12857978,0.05481027,0.03806584,0.04145602,0.024156,0.00943783,-0.00964852,0.04808743,0.08470019,0.06992481,0.07186858,0.00490998,-0.02105804,-0.01654032,0.01062064,0.06252853,-0.15983389,0.07548347,-0.04349206
2015-08,-0.0859043,-0.07974641,-0.07965226,-0.11514683,-0.09855335,-0.07059736,-0.1043956,-0.11705686,-0.12388724,-0.13148032,-0.1071352,-0.0556456,-0.07291667,-0.0758443,-0.15578999,-0.22514831,-0.08763086,0.19540579,-0.07389891,-0.0859268,-0.07418457,-0.14625612,0.13809296,-0.10714286,-0.09220986,-0.10596659,0.07066223,-0.14422579,-0.09749529,-0.10813492,-0.07379679,-0.09304933,-0.122851,-0.09994583,0.18745564,-0.0920087,-0.10912616,-0.1282395,-0.10344828,-0.1006448,-0.08611955,-0.29348774,-0.09863379,-0.12756849,-0.10470639,-0.15935226,-0.13102253,-0.06965174,-0.0949185,-0.15012053,-0.14477703,-0.09287834,-0.08324324,-0.06460275,-0.09359903,-0.08360129,-0.19907023,0.27472985,-0.29954785,0.09632861
2015-07,-0.06353262,-0.06495515,-0.06455095,-0.02670623,-0.07654321,-0.14070681,-0.176875,-0.08251325,-0.11570782,-0.13395225,-0.09921082,-0.0489899,-0.0724559,-0.07680292,-0.14378952,-0.19211111,-0.07438596,0.17968123,-0.06316363,-0.07764915,-0.038993,-0.12766583,0.12008879,-0.03110911,0.00078823,0.0081262,0.06060606,-0.01154039,-0.07654563,-0.11392405,-0.07662651,-0.08895603,-0.04529973,-0.11483932,0.21371033,-0.06870706,-0.1027305,-0.14573239,-0.04385518,0.05132692,0.01492031,0.00379949,0.01172529,-0.00932203,-0.1007263,-0.11530485,-0.07689873,-0.04070796,-0.00094652,0.09747818,0.07555848,0.05317485,-0.06247923,-0.06594689,-0.02193995,-0.06278631,-0.22591445,0.3002798,-0.34629892,0.1044898
2015-06,-0.04102396,-0.01868596,-0.03002309,-0.01247249,-0.06814701,-0.13479977,-0.1529219,-0.07941989,-0.05555556,-0.07306273,-0.08603812,-0.03986388,-0.01954569,-0.03360283,-0.12776025,-0.08521456,-0.02321611,0.0687668,-0.02547095,-0.0391282,-0.02241156,-0.04548616,0.04560752,-0.07379455,-0.02753474,-0.01572177,0.02326531,-0.04429302,-0.05137786,-0.07848497,-0.040553,-0.07096172,-0.0120603,-0.06014541,0.11485257,-0.04223498,-0.06730224,-0.11444591,-0.07761054,-0.00639721,-0.0010281,-0.02652029,-0.01374916,-0.03811102,-0.06444168,-0.13082655,-0.01655934,-0.02364475,0.00240154,-0.04674221,-0.0625,-0.03847328,-0.02863578,0.00352216,0.05654579,-0.02470434,-0.12125443,0.16695645,-0.1842798,0.04786546
2015-05,-0.03625712,-0.04981391,-0.03257131,-0.04589708,-0.03854707,-0.03463441,-0.0088741,0.01846591,-0.04306785,-0.04144955,-0.07795958,-0.03334899,-0.05471651,-0.02762161,0.07758456,-0.14291898,-0.06202046,0.14630906,-0.04685139,-0.0359331,-0.03852271,-0.09402242,0.0966957,0.03507271,-0.01601831,0.02293802,0.04847705,-0.06128449,-0.00186829,-0.07695113,-0.04591167,-0.01147643,-0.0308399,-0.05871252,0.1041769,-0.01974148,-0.035988,0.00477816,0.03114518,0.0461305,0.03240578,0.04755817,0.02650602,0.02102607,-0.05383832,0.01240741,-0.00402228,-0.02857143,0.02196193,-0.00726676,-0.00247372,0.02439024,-0.0317757,-0.03602082,-0.02393776,-0.04128902,-0.11864243,0.15126703,-0.18184703,0.07097934
2015-04,0.05405405,0.06785385,0.05662002,0.01553672,0.14213625,0.24233983,0.29618979,0.1028481,0.17052632,0.13804348,0.13506064,0.04047384,0.0971881,0.04582693,0.23776558,0.16974132,0.07868284,-0.16196522,0.0553624,0.05631579,0.04177449,0.12081104,-0.11113611,-0.10796325,-0.04840271,-0.07639836,-0.05671762,0.01852281,0.04933399,0.25258427,0.12007874,0.0988075,0.03626411,0.13551177,-0.2473822,0.05244145,0.13096897,0.23442136,-0.09471846,-0.09576529,-0.09207985,-0.23379653,-0.08056266,-0.06279809,0.13149728,0.14270478,0.12207065,0.02009185,-0.082198,-0.08534727,-0.08495982,-0.08200982,0.05641702,-0.02328465,0.07987013,0.05986577,0.28028204,-0.35757614,0.42522062,-0.12740857
2015-03,-0.0013541,-0.04109589,0.00456323,0.00499643,-0.00084034,0.10455975,0.0296077,0.04898649,0.00646088,0.0622807,0.02740514,0.0,-0.02858684,-0.00871795,0.06072351,-0.05082682,-0.03023098,0.01968881,-0.01335827,-0.00052966,0.00621235,-0.03074343,0.01436526,-0.00495238,-0.00999756,-0.06149848,0.00800961,-0.01490484,-0.01424711,0.03355388,-0.0109127,-0.00410818,-0.00443989,0.01263314,-0.04131898,-0.00400501,0.02845421,0.0438914,-0.00782949,-0.03656555,-0.04570896,-0.10849858,-0.06152909,-0.05729565,0.02257609,0.1354631,0.0608436,0.00465658,-0.03253119,-0.05793767,-0.05960265,-0.03334283,-0.02064897,-0.03368962,-0.12083569,-0.01894849,0.02358114,-0.0655942,0.02656642,-0.01811321
2015-02,0.01448276,0.02326284,0.01330082,0.01005025,0.00340136,0.04777595,0.04163454,0.02432667,0.05442177,0.01706076,0.03020731,0.0221998,0.04446309,0.0129668,0.00235726,0.06867509,0.01370332,-0.08237072,0.02571819,0.02857663,0.0141033,0.05028339,-0.05560831,0.02406312,0.01443864,0.00967458,-0.02695313,0.03687072,0.02209945,0.03990268,0.03481823,0.01521965,0.01462396,0.04324184,-0.08661031,0.0250933,0.02237895,0.01799723,0.02340234,0.00435256,0.02131043,0.02456761,0.00835138,0.01942502,0.03825941,0.05599577,-0.01035503,0.02311796,0.01177003,0.00360017,-0.00222593,0.01512507,0.02238557,0.00506018,0.06470588,0.02821918,0.0862119,-0.12974942,0.12567376,-0.0465368
2015-01,0.0211129,0.00184559,0.02380952,-0.01427552,-0.00591716,-0.07928197,0.00309358,0.01140351,-0.05743001,0.01008557,0.01335726,-0.00510725,-0.00873732,0.01604278,-0.01048768,0.00813474,-0.00861178,-0.04145709,0.00644619,0.01578057,0.02044829,0.01594358,-0.02476873,-0.00634921,0.07123656,0.0500236,-0.0106383,-0.01503406,-0.00253357,-0.01153846,-0.00259202,-0.00279135,0.01966393,-0.01068265,0.00666825,0.01457533,-0.00546672,-0.02702703,-0.00905387,0.10410288,0.05660377,0.15704554,0.06191432,0.04376548,0.00277897,-0.07299452,0.00111359,0.02652684,0.05298979,0.03524834,0.03791469,0.04933292,0.01033058,0.04354136,-0.03655054,0.00957207,-0.02487926,0.00441344,-0.04357733,0.00537827
2014-12,-0.00548867,-0.05249495,0.00880853,-0.01667825,-0.00755034,0.07095159,0.02182385,-0.03125,0.12417763,-0.03149838,-0.0086905,-0.01856498,-0.05574637,-0.02607798,-0.01534527,-0.07870653,-0.04137931,0.05870131,-0.02297297,0.00223672,-0.01743295,-0.05287583,0.03935675,-0.00385802,-0.01609499,-0.04254346,0.02118478,-0.02745536,-0.01535033,-0.01353311,-0.06379894,-0.02505078,-0.06498809,0.0870922,-0.13892724,-0.00776316,0.02251433,-0.00583745,-0.00838112,-0.01468339,-0.05368906,-0.16258375,-0.04546931,-0.04578313,0.04514975,0.2489083,-0.05844846,-0.03925015,-0.05344585,-0.02915718,-0.02769593,-0.01058201,-0.02824859,-0.06328944,-0.03275109,-0.0291813,0.1311421,-0.20847847,0.18341794,-0.07306543
2014-11,0.00595864,-0.00725244,0.00779459,0.00136426,-0.05516706,0.04050633,0.01696222,-0.00246914,0.08680556,0.0019926,0.00436421,0.00949525,-0.03083144,-0.00585391,-0.00372578,-0.02848843,-0.00709677,0.00297422,-0.00712025,0.00648268,-0.01837758,-0.0167157,0.00550721,0.00623782,0.00347037,0.00136302,0.00360433,-0.04192611,-0.01110039,0.02918288,-0.01223529,-0.00892267,0.00564596,0.0266591,-0.0645632,0.0039032,0.02126477,0.0142539,-0.00175901,0.02063145,0.00724876,-0.0266826,0.01107492,-0.02859351,0.01818988,0.11596696,-0.01279892,-0.00860585,-0.00600739,-0.00424391,0.02707581,0.01353052,-0.01131222,0.0122449,-0.05222337,-0.00449023,0.05582323,-0.10256382,0.0675316,-0.03471995
2014-10,0.04230979,0.03778987,0.05028599,0.00895934,0.00311769,0.0509839,0.00770416,0.03187919,0.08208955,0.07561494,0.01163957,0.02453988,0.00988343,-0.00453629,0.02054273,0.09861557,0.01603928,-0.11382221,0.03547252,0.03094924,0.0242654,0.06730364,-0.07608696,0.02699484,0.02138158,0.07673509,-0.03656165,0.0057923,-0.0016835,0.05761317,0.01917546,-0.03180212,0.08698778,0.06586826,-0.12912444,0.04671632,0.05985658,0.04911132,0.02590442,0.04350671,0.0627834,0.16782007,0.0780539,0.092827,0.0585491,0.04360257,0.07199424,0.02524956,0.06008793,0.08132678,0.09485638,0.05479452,0.03324468,0.0056872,-0.03034901,0.04211102,0.13025133,-0.19351348,0.19351101,-0.07158351
2014-09,-0.06279303,-0.10025126,-0.07116431,-0.0323646,-0.08938547,-0.01660839,-0.03313697,-0.07322654,-0.04947917,-0.05963939,-0.06628296,-0.04908566,-0.06812369,-0.05882353,-0.0247246,-0.21837726,-0.07901746,0.24721755,-0.07620681,-0.05899912,-0.04578787,-0.15077453,0.16095548,-0.05825959,-0.00935829,-0.04938272,0.07692308,-0.03562945,-0.05999108,-0.05932606,-0.06584723,-0.06065133,-0.07787553,-0.05952053,0.11666839,-0.05398587,-0.05960086,-0.04010577,-0.06014102,0.01574803,-0.03373413,-0.10942249,-0.03294509,-0.07733538,-0.06063212,0.02571532,-0.09731438,-0.065662,-0.03387471,-0.06778523,-0.06060606,-0.00927459,-0.06953339,0.00160449,-0.05848514,-0.07355865,-0.12071905,0.17622352,-0.18100625,0.06837319
2014-08,0.01334685,0.06533477,0.01026425,0.00530504,0.05675878,0.01869991,-0.03620565,-0.01067887,-0.04568106,0.04033908,0.01980769,0.02419753,0.01601507,0.02516779,0.01749937,0.06445572,0.01467505,-0.07242953,0.02276708,0.01619217,0.02363936,0.03871352,-0.04914122,0.02821197,0.02735562,0.04208999,-0.0254591,0.01195934,0.01860676,0.00578592,0.01547988,0.03286822,0.04103448,-0.00606061,0.00329269,0.02742397,0.00204527,0.01038375,0.01307465,0.08318329,0.04473406,0.11225413,0.04390587,-0.01393189,0.00369164,0.00371333,0.05966587,0.06425703,0.04005862,0.01759259,0.01159794,0.01303155,0.03422053,0.0545583,0.09803922,0.03212542,-0.01223857,0.0055297,-0.02130808,0.00368016
2014-07,0.02010399,0.03292411,0.02949122,0.02455662,-0.00149142,0.07393365,0.11102172,0.01081917,0.11172669,-0.00202899,0.0430303,0.01867744,-0.00984298,-0.00481812,0.02147159,0.00566595,-0.01160714,-0.02150859,0.00404142,0.01858601,0.00222263,0.00413525,-0.01222636,0.03953674,-0.01192788,-0.03981481,-0.00660338,-0.01186944,-0.01796945,0.07220217,0.00582176,0.02307936,0.00310452,0.08446047,-0.15664978,0.02207358,0.05893453,0.04308712,0.04311111,-0.02183868,-0.0125,-0.07336757,-0.01281607,-0.08757062,0.05968416,0.09666937,-0.00738751,-0.00745841,-0.02247728,-0.12348178,-0.1010514,-0.01563518,0.00961538,0.00086244,-0.00053248,0.00467532,0.17528049,-0.22936183,0.26674277,-0.0825716
2014-06,0.01796833,0.03591241,0.00318327,0.00412088,0.02474865,0.03042198,0.03583333,0.02396166,-0.00185357,0.06629143,0.01891892,0.00765697,0.02986887,0.02081784,0.01056245,0.06039277,0.02227647,-0.06359657,0.02108826,0.01380082,0.02115091,0.03195297,-0.04295551,-0.02520677,0.02224123,0.01819923,-0.022,0.01208703,0.02886406,0.00998424,0.03583062,0.00315856,0.04777655,0.01257283,-0.03085433,0.02465033,0.03055848,0.01695736,-0.02274716,0.0435592,0.02377522,0.04678097,0.01173959,0.02361624,0.0193087,0.00950413,0.07109005,0.01525822,0.02071006,0.08476085,0.02686203,0.08854355,0.03088675,0.0369758,0.0247117,0.02664155,0.02580275,-0.04636401,0.03449659,-0.01316183
2014-05,0.03343184,0.01365796,0.03652751,0.00623269,0.0461165,0.01598402,0.00250627,-0.00560448,0.06387226,0.0403252,0.01684794,0.01516736,0.0186428,0.00722291,0.04031816,0.08016317,0.00833848,-0.08697135,0.02846402,0.03254552,0.02058652,0.0617639,-0.05884156,-0.01395349,0.00057438,0.12548584,-0.02978723,0.00625757,0.03540252,0.02143623,0.0170859,0.03921569,0.02534039,0.05335068,-0.10463097,0.03670923,0.03936388,0.01630435,-0.01208459,0.11129707,0.07787048,0.31023852,0.08699122,0.22222222,0.04441656,0.00334868,0.03419767,0.02951807,0.1014574,0.2419124,0.24561404,0.19201031,0.02987637,-0.03469418,0.02422535,0.03037058,0.10435903,-0.15160009,0.15842055,-0.04981706
2014-04,-0.00350748,0.01322513,-0.0002381,0.02050919,-0.01674641,-0.05089538,-0.006639,-0.0482389,-0.04393505,-0.11436092,-0.01692405,-0.00417537,0.00424788,-0.00074888,-0.0599897,-0.01484544,0.03024514,0.00078373,-0.00374933,-0.00675285,0.0086427,-0.00802612,0.00152999,-0.03384731,0.03363095,-0.00331858,0.00154739,0.01414224,-0.01293413,-0.03764827,-0.01225259,-0.0412758,-0.07860416,-0.0460056,0.04355696,-0.01052783,-0.04150257,-0.06672845,-0.0175064,-0.050834,-0.01527615,-0.04865954,-0.01496652,-0.00375587,-0.03328474,-0.00790678,-0.11099762,-0.01015532,-0.01545254,0.01806001,0.01865369,0.02666667,-0.00103164,0.02718476,-0.05805439,-0.00055726,-0.05590567,0.06832813,-0.08231173,0.02350917
2014-03,0.02529705,0.04912281,0.02265452,0.0363232,-0.01748808,0.00855513,0.0025,-0.02998501,0.04395604,-0.05598622,0.01883525,0.03300866,0.0616,0.04288345,-0.02020977,0.16670437,0.06184166,-0.16634789,0.05759312,0.02122972,0.04194215,0.12457338,-0.11209492,0.08732514,0.01136015,0.14606022,-0.056978,0.02829392,0.03938786,-0.02118863,0.02093476,0.00960307,-0.02879213,0.02330035,-0.05929748,0.02877267,-0.01150295,-0.01762523,0.08834766,0.13911846,0.10628019,0.37849131,0.12955466,0.20382883,0.0039341,-0.0212766,-0.059154,0.0160593,0.11904762,0.16873278,0.16984733,0.16363636,0.04492754,0.04601277,0.02583026,0.06469003,0.04446345,-0.08886353,0.05788982,-0.01383399
2014-02,0.06213436,0.07326131,0.05770222,0.07380952,0.09106678,0.06464646,0.04878049,0.06046142,0.02522704,0.08822616,0.04513811,0.04168983,0.04747613,0.07063093,0.06402604,0.19202155,0.05066854,-0.18372318,0.06377246,0.06960951,0.05984389,0.12379828,-0.12192187,0.14423541,0.13271605,0.07452575,-0.06121045,0.06092951,0.07558295,0.06318681,0.0757732,0.10390059,0.14240255,0.04861111,-0.10672065,0.0684888,0.06789432,0.05004859,0.13789359,0.04925873,0.06347746,0.13793103,0.07336827,0.06957547,0.05821741,-0.00203832,0.14662646,0.0757077,0.05174644,0.09587514,0.07444668,0.0771757,0.06426932,0.05897795,0.04586667,0.06054931,0.1001834,-0.15655749,0.1404408,-0.05797872
2014-01,-0.04163512,-0.07197316,-0.0584323,-0.02279635,-0.07788162,-0.09459459,-0.04916733,-0.06023222,-0.08960573,-0.00030084,-0.08008967,-0.03442797,-0.05579291,-0.03784494,-0.00996329,-0.15401453,-0.07320972,0.15096059,-0.049765,-0.03895072,-0.05695444,-0.10447126,0.10178804,0.04514563,-0.00266667,-0.03250478,0.0504264,-0.04667639,-0.03499873,-0.07593688,-0.05134244,-0.02551521,-0.02977298,-0.06825015,0.13491727,-0.04026245,-0.06024273,-0.03795153,0.02850995,-0.02919708,-0.00934164,-0.03138075,-0.02002731,-0.08176101,-0.06169061,-0.08627019,-0.04361371,-0.05349544,-0.00747664,-0.0421016,-0.06029685,-0.07554672,-0.05580746,0.04573615,0.13377325,-0.05131162,-0.13797635,0.1973847,-0.20880361,0.07467911
2013-12,0.01223355,0.00478469,-0.00822669,-0.00441501,-0.0282318,-0.02546093,-0.02859293,-0.01402525,-0.0383653,0.03779528,-0.02482759,0.00362694,0.01103212,-0.00735854,0.019348,0.04211107,-0.01050031,-0.06524154,0.01730665,0.00657513,0.00903555,0.02492887,-0.04095923,-0.00841908,-0.03385005,0.05476804,-0.02034665,0.025625,0.02039275,-0.01166181,0.00928074,0.02959761,0.02829828,-0.03127642,0.04947849,0.0077781,-0.00891972,0.01512374,-0.00361944,0.02866389,0.04609929,0.15636902,0.04176123,0.03645833,-0.01552306,-0.02910238,0.03127247,0.0,0.05468259,0.11388165,0.07854406,0.02404318,0.01904432,-0.03395259,0.00178359,0.01639808,-0.06438896,0.10882117,-0.13592233,0.04048583
2013-11,0.01087558,-0.00844496,0.02057803,-0.0330753,0.05490196,0.07943925,0.03320463,0.02556818,0.05565217,0.03094778,0.05049261,0.01272912,-0.02849136,-0.01403595,0.04416576,-0.01666667,-0.02826855,-0.00620258,-0.00290314,0.01356064,-0.01244019,-0.00838385,-0.0044785,-0.07605877,-0.04325926,-0.01698113,-0.00153551,-0.01188525,-0.00713407,0.04301619,0.00045767,0.02041499,0.01629802,0.06074074,-0.12742022,0.00262085,0.05100236,0.04843305,-0.06724722,-0.02519118,-0.0261915,-0.09526462,-0.02463704,0.0104712,0.05526932,0.00591922,0.02335929,-0.00982091,-0.02784504,0.02821197,0.01559454,0.0591716,-0.01210084,-0.06145497,0.03973105,-0.00879846,0.12029667,-0.14834781,0.12474916,-0.04312354
2013-10,0.01579838,0.02505219,0.01847028,0.02426838,0.04081633,0.03585271,0.00703675,0.01756955,0.01792115,0.0,0.0265935,0.02133195,0.01441058,0.01874531,0.03375527,0.0580113,0.02550255,-0.07679862,0.02130529,0.03741702,0.01100811,0.05655804,-0.04837183,0.03529412,0.04684129,0.08161866,-0.02434457,0.03319855,0.01982932,0.02118863,0.00875576,0.02206382,0.01821061,-0.00089445,-0.00479257,0.01762963,0.00477327,0.02749141,-0.00095012,0.0888781,0.07139546,0.18276704,0.08293384,0.10416667,0.00569125,-0.0052521,-0.02900653,0.0152314,0.06334842,0.07737348,0.08485499,0.09380637,0.02689655,0.00543478,0.04499366,0.02305313,-0.00201502,0.0,-0.04377654,-0.01209329
2013-09,0.05573506,0.05897436,0.03533217,0.06786271,0.0217938,0.0039604,0.018684,0.05572998,0.01105991,0.08069677,0.0191439,0.03056769,0.07334711,0.06204478,0.02701917,0.1931831,0.06994144,-0.19730632,0.06533841,0.05077121,0.06269527,0.12972033,-0.13485445,0.05768299,0.05064548,0.14490446,-0.06810404,0.05090162,0.04852547,0.06312292,0.07319536,0.09199701,0.10191366,0.02351485,-0.05520483,0.0480038,0.04080025,0.03989637,0.06751728,0.18032787,0.14440238,0.45198507,0.16297558,0.17241379,0.02944816,0.03912883,0.10388548,0.09001957,0.15151515,0.10425432,0.15374841,0.16430595,0.07137491,0.09555106,0.04149933,0.06636086,0.04147828,-0.20208447,0.21780538,-0.01258741
