Month,AAXJ,ADRE,AIA,ASEA,CHIE,CHII,CHIM,CHIQ,CHIX,CQQQ,CXSE,DBEM,DEM,DGS,ECNS,EDC,EDIV,EDZ,EEM,EEMA,EEMV,EET,EEV,EIDO,EPHE,EPI,EUM,EWM,EWX,FCA,FEM,FEMS,FNI,FXI,FXP,GMF,GXC,HAO,IDX,INCO,INDA,INDL,INDY,INXX,MCHI,PEK,PGJ,PIE,PIN,SCIF,SCIN,SMIN,SPEM,THD,VNM,VWO,XPP,YANG,YINN,YXI
2018-07,0.03211009,0.04563591,0.02750782,0.05592992,0.060477,0.05492852,0.03196859,-0.03632103,0.0468948,-0.02817157,-0.01949931,0.02866099,0.06497931,0.03241244,0.01009888,0.12615385,0.05737158,-0.13011864,0.04565886,0.03185472,0.04353982,0.08308017,-0.08753486,0.04493392,0.08341609,0.07064555,-0.04356955,0.06952224,0.02695066,0.03823954,0.04735152,0.03960129,-0.02021528,0.03627192,-0.07882111,0.0316985,0.0,-0.00580552,0.04270109,0.05006588,0.07908397,0.23953424,0.07426598,0.05323505,0.0020612,0.03065973,-0.04958497,0.00462012,0.07546392,0.06039002,0.09277108,0.05467626,0.04966599,0.08227384,0.04746632,0.05134474,0.06765799,-0.11925879,0.09305263,-0.03076923
2018-06,-0.06250829,-0.04773157,-0.0595329,-0.09474328,-0.05572998,-0.09121395,-0.1085,-0.07515991,-0.08517888,-0.0694001,-0.07305102,-0.03719538,-0.05863636,-0.07238552,-0.07708453,-0.1722716,-0.06930693,0.18323996,-0.05865491,-0.06279262,-0.04861343,-0.11438693,0.11914685,-0.0904403,-0.08140244,-0.02286165,0.05902192,-0.03587162,-0.05727051,-0.08625684,-0.06774669,-0.06491228,-0.0323641,-0.07908992,0.17170032,-0.05658922,-0.07192888,-0.09049627,-0.09341637,-0.03335444,-0.01403823,-0.05324759,-0.01544944,-0.06354009,-0.07113821,-0.10206015,-0.04983457,-0.06593407,-0.01576395,-0.09208069,-0.10489883,-0.06687403,-0.05091206,-0.10624795,-0.07584597,-0.05851548,-0.15919202,0.26349206,-0.23290598,0.08219178
2018-05,-0.0012066,-0.03022553,-0.01022745,-0.05376973,0.08721423,0.0268595,0.01061142,0.04893138,-0.01020987,0.02990033,0.03781714,-0.01025641,-0.01361162,-0.00481444,0.05698641,-0.07198306,-0.02947432,0.05547653,-0.0214442,-0.00652959,-0.00134386,-0.04945422,0.03689946,0.01708706,-0.03227735,-0.03589156,0.02037351,-0.059474,-0.003861,0.05092749,-0.01894353,-0.00771912,0.01456816,-0.00393357,0.00114025,0.00774434,0.02533546,0.06705842,0.02958853,-0.0346473,-0.03391304,-0.10929342,-0.01035834,-0.05353319,0.02755906,0.00831947,0.04306952,0.03095357,-0.02848101,-0.08622449,-0.06512087,-0.06204607,-0.02342488,-0.02888583,-0.0580535,-0.01786522,-0.01484004,0.0034708,-0.02532427,-0.00162866
2018-04,0.00214535,0.00749941,0.0107742,0.00757135,0.09254268,0.05604076,0.01852805,-0.00393258,0.01961916,-0.02046784,-0.01828477,0.01426719,-0.01511111,-0.01724138,0.02702703,-0.0387571,-0.02148955,0.02414983,-0.0103426,0.00180832,-0.00682196,-0.02012116,0.01626843,-0.05766313,-0.01435267,0.0269742,0.01033889,-0.02001741,-0.01097366,0.04267668,-0.01461155,-0.03786086,0.01319261,0.01574279,-0.03872687,-0.00341563,0.00254501,0.01113431,-0.04908775,0.05230171,0.03344282,0.08744058,0.02753083,0.02099928,-0.00075804,-0.02189445,0.00933541,-0.01267674,0.02881494,0.03271519,0.02309237,0.03336898,-0.01429328,-0.01276861,-0.08466701,-0.01331262,0.02351039,-0.05692783,0.03373647,-0.01865672
2018-03,0.01198402,-0.0025097,0.01647095,-0.00579374,0.04761905,-0.05326232,-0.04264494,-0.02095648,0.00113379,-0.0329599,-0.0054757,0.00042301,0.01172048,0.00757429,0.03401361,0.00316882,0.00496061,-0.80855721,0.0074611,0.00893471,0.0206272,0.00429544,-0.02542373,-0.0547602,-0.02930505,-0.01793209,-0.01041667,0.0375447,0.00118017,-0.02522936,-0.00070472,0.00370971,-0.01825095,-0.00043356,-0.01743341,-0.00028738,-0.00993347,0.02579296,-0.05303958,0.00675087,-0.00441826,-0.03211662,-0.00930101,-0.03409882,-0.00602853,-0.003125,-0.01833689,0.01359223,-0.01853312,-0.06801501,-0.0672667,-0.02339181,-0.00672008,-0.00552034,0.067694,-0.00174596,0.00203106,-0.90282138,-0.0192757,-0.00865801
2018-02,-0.04796861,-0.04905741,-0.0558361,-0.016412,-0.03865979,-0.0176586,-0.03481013,0.0037234,-0.07939803,-0.0140172,-0.03178269,-0.04945718,-0.03677721,-0.03773231,-0.04143755,-0.15412234,-0.00203725,0.09644447,-0.04607266,-0.05448635,-0.0429212,-0.10113519,0.06839493,-0.03110957,-0.03716578,-0.05395683,0.03857746,-0.01634559,-0.04014391,-0.05045157,-0.03533809,-0.04102219,-0.04026846,-0.09038879,0.16556914,-0.04978118,-0.05107597,-0.05526142,-0.03266431,-0.04362277,-0.06337834,-0.19710584,-0.06617647,-0.05013193,-0.05355161,-0.0635186,-0.00826959,-0.02712994,-0.05196262,-0.04592934,-0.05298013,-0.04927766,-0.03920596,0.00946697,-0.04138645,-0.04461122,-0.18401774,0.25431335,-0.26904307,0.087802
2018-01,0.0500393,0.08193711,0.06375228,0.03518187,0.05206463,0.02775942,0.09148418,0.03231018,0.0988764,0.02262227,0.04911924,0.04819782,0.0753643,0.05683837,0.05586249,0.18991188,0.07425897,-0.16880838,0.06299213,0.05693036,0.04603623,0.12366475,-0.1168084,0.04326064,-0.02618742,0.03023679,-0.05807936,0.07051482,0.03936545,0.09322602,0.07784649,0.06485207,0.04992548,0.10250911,-0.18629921,0.0607624,0.08488234,0.06657372,0.04773562,-0.02549177,0.03073484,0.0911667,0.04629128,-0.02233567,0.08217168,0.06911018,0.04891654,0.05106594,0.03816794,-0.03762894,-0.01609488,-0.01668585,0.06554798,0.0704613,0.0929972,0.06721022,0.21329545,-0.26692607,0.32695933,-0.09346299
2017-12,0.03202208,0.02595827,0.01415762,0.04235145,0.01953488,0.00608108,0.0169144,0.07067138,0.03369434,0.01684636,0.04257402,0.03171806,0.05417881,0.06147975,0.04294746,0.12661779,0.06780799,-0.11953146,0.04343891,0.02847786,0.04399859,0.08390233,-0.08335171,0.07033051,0.06887967,0.05781917,-0.0420939,0.05829447,0.04996877,0.04670529,0.04854369,0.06719672,0.03774588,0.02782847,-0.06002484,0.03530602,0.03177405,0.0501497,0.07190119,0.06283508,0.06120024,0.18259961,0.05218135,0.06712329,0.0319333,0.02901578,0.06299025,0.0293966,0.06387307,0.07387445,0.09915014,0.0651727,0.04130617,0.03843056,0.07715674,0.0471831,0.05265842,-0.08769477,0.07129217,-0.03136065
2017-11,-0.0043686,-0.01637011,0.00234668,0.0675853,0.01301115,-0.05736636,-0.04489995,-0.00235433,-0.00239378,0.02562797,0.01945813,-0.01251618,-0.0055435,-0.00105686,-0.0497831,-0.03108318,0.01292078,0.01707317,-0.00891862,-0.00549141,-0.00280653,-0.01925229,0.01355932,-0.00533333,-0.01300813,-0.01801802,0.00765864,0.02168022,0.00309981,-0.02964772,-0.02152568,-0.04006883,-0.00598958,-0.0011302,-0.00780923,-0.00379848,0.00262391,-0.0258088,-0.01344902,0.02791103,-0.02314286,-0.07517411,-0.02038567,-0.03188029,0.00750117,0.003927,0.00426237,0.03858351,-0.02762646,0.02568575,0.00977654,0.02085484,0.0,0.01602714,0.03486924,-0.00577768,-0.00499376,-0.01403614,-0.00676299,-0.00203562
2017-10,0.03906138,0.01770126,0.04901146,0.0099734,0.01212687,0.00198544,0.01698302,0.00715564,0.03768844,0.0250662,0.0354954,0.02761693,0.01420872,0.00683469,0.00734985,0.0912217,0.00068283,-0.09482291,0.03239241,0.04512394,0.01882058,0.06150698,-0.06446212,0.00693642,0.00217746,0.07660962,-0.03057459,0.0006759,0.02415766,0.01443662,-0.00301318,0.008953,0.00605741,0.0397351,-0.08333333,0.03828101,0.02705149,0.01960059,0.01282618,0.0739868,0.07845579,0.2386319,0.06581678,0.1084425,0.02964523,0.04216867,-0.01982739,0.02393906,0.08547009,0.11270856,0.11087975,0.0845704,0.02708096,0.02166667,0.08041237,0.02347641,0.07828455,-0.12332494,0.11029923,-0.0453012
2017-09,-0.00286369,-0.00818488,0.00385389,0.00604839,0.01611374,0.0414651,0.00251004,0.06066411,-0.0215783,0.0240832,0.04048637,0.00268817,-0.01517707,0.00407114,0.04084321,-0.02929143,-0.03291639,0.01816444,-0.00757924,-0.00178227,-0.00605737,-0.01541015,0.01270379,-0.01433962,0.02938707,-0.04978773,0.00636267,0.0077729,-0.01009676,0.07115821,0.02556158,-0.01682335,-0.0013224,-0.00495751,0.00504032,-0.0062273,0.0160115,0.04450464,-0.02197329,-0.02950595,-0.0486152,-0.14530198,-0.04399323,-0.03701117,0.01554747,-0.01874703,0.00519849,0.00274273,-0.04985813,-0.0372449,-0.04688279,-0.02233903,-0.01124543,0.03855691,0.01738526,-0.0119578,-0.01485483,0.00399338,-0.02164948,0.00826045
2017-08,0.0114976,0.0235265,0.01741803,0.00340832,-0.00095969,0.02578797,0.09470124,0.0396772,0.02134338,0.07561024,0.03356449,0.01642336,0.033091,0.02702104,0.02229807,0.05304243,0.02038736,-0.0625759,0.02030217,0.0113054,0.01398474,0.03876258,-0.04082449,0.00228659,-0.01001669,-0.01423077,-0.01959773,0.00719178,0.02611534,0.06425703,0.05523495,0.07619817,0.0051089,0.02816901,-0.05846154,0.02110649,0.03393256,0.0313253,0.00742034,-0.01552866,-0.01729191,-0.06178269,-0.02229033,0.0042735,0.03659165,0.03108041,0.00890279,0.03887936,-0.00974817,-0.03455216,-0.01891488,-0.00724479,0.02880419,0.04457188,-0.0062069,0.02592054,0.04960205,-0.08958435,0.07198228,-0.02970297
2017-07,0.0473781,0.07490637,0.05217391,0.01941748,0.03711133,0.06166419,0.11326658,0.04831933,0.07412491,0.09982601,0.09627376,0.03751187,0.03943588,0.03735301,0.02776471,0.15702576,0.03401122,-0.14588262,0.05206776,0.04902897,0.02754873,0.10113605,-0.09806382,-0.01939575,0.01229394,0.07101329,-0.05068226,-0.00205198,0.03087672,0.08405546,0.08411215,0.05880674,0.09211301,0.06015625,-0.11482618,0.05241208,0.07511791,0.04309623,-0.01504083,0.03599523,0.05994978,0.18993315,0.05366143,0.0648855,0.07953697,0.04585722,0.1296447,0.06231095,0.07378129,0.05719361,0.03621314,0.03287671,0.05174007,0.01121372,-0.02749832,0.04845703,0.12248569,-0.16893621,0.18755677,-0.05792014
2017-06,0.00525502,0.00946458,0.01136989,0.0112202,0.0,0.02459646,0.06108898,0.01362007,-0.00551724,0.03259892,0.01826128,0.01013025,0.00131337,0.00606485,0.01889993,0.00130517,0.0056798,-0.00963815,0.00075226,0.01146641,0.00207195,0.00574713,-0.00617611,0.02423077,-0.03309821,-0.02289452,-0.00193705,-0.00205058,0.01117701,0.0467033,0.02109124,0.01992966,-0.00176056,-0.01528893,0.0262103,0.01099027,0.01054852,0.02125813,0.02257636,-0.00501912,-0.01957738,-0.06111603,-0.01965962,-0.02043906,0.00833491,0.05497812,-0.02399789,0.00856793,-0.01485365,-0.01749426,0.01821103,0.00300648,0.00216987,0.01029825,0.02233077,0.00128271,-0.03289792,0.03715366,-0.05062167,0.00788091
2017-05,0.0362108,0.02655857,0.03932151,0.02968863,-0.001,-0.0261976,-0.03483871,0.03773585,0.04668125,0.01171337,0.07676596,0.01032956,-0.00500263,0.01018716,-0.00145208,0.05560573,-0.00035702,-0.07500188,0.02249806,0.04080944,0.01678565,0.04087678,-0.04831794,0.00706159,0.01035544,0.00248036,-0.02482436,0.00310666,-0.00728763,0.022567,0.00509259,-0.01518692,0.06000628,0.03996737,-0.08014842,0.02221172,0.03959053,0.0,0.00269542,0.02486944,0.01335453,0.03367771,0.03105968,-0.01865672,0.04697852,0.035572,0.06503137,0.00809465,-0.00087835,-0.03478866,-0.057289,-0.02608099,0.01137081,0.00662431,0.02310469,0.00597868,0.07752075,-0.11819374,0.11501272,-0.03647799
2017-04,0.01281209,0.00367024,0.01219276,0.01548673,-0.01574803,0.00073801,-0.03018868,0.00617284,0.0,0.03749099,0.02954342,0.01759678,0.0026476,0.00381497,-0.01100215,0.02940383,0.01086957,-0.03823459,0.01130984,0.01445286,0.00740308,0.0267625,-0.02528626,0.00712307,0.04131263,0.01854193,-0.01151543,0.03181981,0.01087208,-0.01299907,-0.0176951,-0.00088731,0.02757294,-0.00487937,0.00847852,0.0076711,0.01052236,-0.01086012,0.00497738,0.04123444,0.00802311,0.01873889,0.01173926,0.04276827,0.01617858,-0.01763224,0.04037081,0.01652893,0.00752212,0.0683172,0.05248918,0.04975962,0.00800256,-0.01085209,0.00145349,0.00762556,-0.01231527,0.01094844,-0.02252252,0.00167154
2017-03,0.02841586,0.01255708,0.02610966,0.03053435,0.03665988,0.02896341,-0.06313891,0.01662708,0.00295639,0.03140578,0.03916881,0.00816327,0.01102447,0.0195122,0.01245421,0.05542658,-0.00180766,-0.0716759,0.02079395,0.02631111,0.02451768,0.04183427,-0.04539326,0.04924242,0.01681177,0.05150022,-0.02238138,0.02473237,0.01704949,0.03239845,0.00275989,0.02121212,0.01771072,-0.00299076,-0.00146843,0.02426944,0.00893997,-0.00350416,0.04059217,0.05532731,0.04508475,0.13592853,0.04431411,0.05284889,0.01339192,-0.00780597,0.02629137,0.00320307,0.04180214,0.07354734,0.06957547,0.06995563,0.01141925,0.02582516,0.03071161,0.01234237,-0.00530598,-0.00165659,-0.01560141,-0.00124948
2017-02,0.02590765,0.01643675,0.01938144,0.0015361,0.00614754,0.05721193,0.03393086,0.05721605,0.0686901,0.04146982,0.0673209,0.00051894,0.01884701,0.03857033,0.03869654,0.04740764,0.01796407,-0.05423669,0.01673173,0.02332843,0.01944962,0.03846154,-0.03549881,0.0,-0.03001766,0.04966571,-0.0177566,0.01129518,0.03450844,0.04761905,0.01858913,0.05470531,0.02593857,0.04178592,-0.08000661,0.03327722,0.03855972,0.0443418,0.00240385,0.00899382,0.03565062,0.10341014,0.02725724,0.01696353,0.03596491,0.01244344,0.05183229,0.03154362,0.04851485,0.05438329,0.09184329,0.07856533,0.02683424,-0.00708826,-0.01485884,0.02030033,0.08229085,-0.12008141,0.1252184,-0.04142012
2017-01,0.06346226,0.07432005,0.06435317,0.05781759,0.0664488,0.07874016,0.17697063,0.07103825,0.03292181,0.08942857,0.0796779,0.03269025,0.03681334,0.05585831,0.0381154,0.16274764,0.06491438,-0.14803419,0.05411765,0.06456044,0.03312674,0.11142695,-0.10066692,0.00425532,0.05756067,0.05159332,-0.05088223,0.04026583,0.05389064,0.0828305,0.0690184,0.07656859,0.08008899,0.0438937,-0.08475218,0.05726449,0.06406406,0.04833984,0.01463415,0.05758684,0.05309063,0.16046923,0.06585725,0.1069723,0.06369575,0.03726526,0.07264352,0.05229682,0.05459318,0.07708831,0.07904023,0.068,0.04828326,0.04600203,0.02305919,0.04606414,0.08705832,-0.1226919,0.12983607,-0.04293785
2016-12,-0.02279044,-0.00128452,-0.02407809,0.00742574,-0.03510638,-0.07591837,-0.03320755,-0.05078809,-0.07054264,-0.03644964,-0.04364518,0.01041667,0.0232212,0.01448468,-0.03175013,0.01340326,0.04156171,-0.03551896,0.00931211,-0.0127401,-0.00554726,0.0086427,-0.02030274,0.03230088,0.00815303,0.00719794,-0.01082164,0.00117463,-0.00079724,-0.0368393,0.01526316,0.02308538,-0.0297466,-0.05808433,0.11751133,-0.01754863,-0.04356818,-0.03909562,0.02360623,-0.00092707,0.0026738,-0.01019504,-0.00183824,-0.01998097,-0.04481982,-0.09083514,-0.04906303,-0.00212766,-0.00052938,-0.01453488,-0.01279318,-0.00777363,0.00508536,0.01553025,0.00470958,0.00414324,-0.11065812,0.17921725,-0.16950113,0.05395825
2016-11,-0.02885822,-0.04185351,-0.01365479,-0.0399361,-0.02699896,0.04729149,0.04412924,0.01759015,0.02120974,-0.02582345,-0.01276512,-0.01757188,-0.0177274,-0.03768577,0.00692663,-0.11717842,-0.05003909,0.08003306,-0.03632723,-0.03174003,-0.04457953,-0.07068016,0.05806703,-0.09836066,-0.08443423,-0.06390081,0.03091061,-0.08132422,-0.03902316,-0.01427816,-0.02577059,-0.06281491,-0.03427978,0.01301273,-0.03484764,-0.02698808,-0.00382148,0.00704225,-0.0952164,-0.09401231,-0.07165549,-0.19713637,-0.06848382,-0.09375,-0.00951117,0.04152348,-0.01989563,-0.05750165,-0.0625,-0.12719665,-0.1246182,-0.10851648,-0.03708839,-0.00118029,-0.05670103,-0.03337104,0.02352709,-0.05478795,0.02734148,-0.02390131
2016-10,-0.03151515,0.00922894,-0.0233382,-0.03596021,-0.00723888,0.0008643,0.00475059,-0.02235598,-0.04012112,-0.05073365,-0.01317829,-0.01149425,0.0040568,-0.02112858,-0.0284006,-0.05137249,0.00153905,0.0348469,-0.01509223,-0.03273322,-0.0266876,-0.03539525,0.02420554,-0.02761795,-0.05617067,-0.01588785,0.01279863,-0.02111189,-0.01165386,-0.03520408,-0.00301205,-0.01639344,-0.00782845,-0.03117241,0.05645362,-0.02430953,-0.03488219,-0.03753957,-0.02585451,-0.03326122,-0.03142077,-0.0683149,-0.02096506,-0.00607639,-0.03169844,0.00375723,-0.03397756,-0.01863753,-0.01739971,0.01650794,-0.0151607,-0.00600273,-0.00341763,-0.02247191,-0.03988803,-0.00363636,-0.05758374,0.07896891,-0.09973333,0.0249505
2016-09,0.0251606,0.02703533,0.03478825,0.01163693,0.00317125,-0.0252738,0.02019386,0.01845343,0.03346304,0.0531692,0.05889596,0.01112288,0.01538462,0.01765016,0.03006939,0.03864264,0.01097179,-0.0818333,0.0174635,0.02613273,0.01014925,0.03430683,-0.05217171,0.04588283,-0.03761755,-0.00427553,-0.02400662,-0.00841515,0.01858452,0.01666667,0.00766871,0.0222973,0.02207428,0.01827897,-0.05364587,0.0181961,0.03169637,0.02225313,0.03953488,0.00501393,-0.0103377,-0.01506942,-0.014995,-0.00879507,0.02984085,-0.01961899,0.03576073,-0.00449871,0.00197531,0.0239588,0.02967742,0.02336314,0.01504022,-0.03024786,0.01260504,0.01486139,0.03354664,-0.07483436,0.04011142,-0.02593883
2016-08,0.01753745,0.03251514,0.01898455,-0.00690184,0.0053135,0.0513729,0.05063291,0.03047091,0.0742616,0.1120283,0.07791343,0.01725067,0.00238166,0.00132521,0.06443584,0.02968777,-0.02495202,-0.0416686,0.01079032,0.02149712,0.00341091,0.01488744,-0.02780814,-0.03106567,-0.02962206,0.01895965,-0.01297648,-0.00244841,0.01954143,0.0590182,0.02472383,-0.0010118,0.02873772,0.04934602,-0.09589808,0.02549575,0.06370544,0.07403702,-0.02609087,0.00681431,0.00347705,-0.00017044,0.01670644,0.01428571,0.06193853,0.05365127,0.05900838,0.0117724,0.00547809,0.01621005,0.03208906,0.02113296,0.02009329,0.03564155,0.02106742,0.01162453,0.09652343,-0.14046305,0.14192708,-0.04648609
