Month,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXY,INR,UDN,ULE,URR,UUP,YCL,YCS
2018-07,0.0187638,0.04406928,-0.02865497,-0.00860047,0.0,0.01035782,0.00385264,-0.00825728,0.01445087,-0.00054945,0.01508418,-0.05394685,0.00565174,0.0038172,0.02509303,-0.0089172,0.0133829,0.00516432,0.0081607,0.05771496,-0.00322711,-0.01888427,0.02049681
2018-06,-0.01989247,-0.00326797,0.06157993,-0.03523238,-0.00372671,0.00378072,0.00024085,-0.0004386,-0.02162018,-0.01127065,-0.01402116,-0.01033761,0.00151935,-0.00263158,-0.01486954,-0.01030102,-0.0037037,-0.00372439,-0.00495663,-0.05086641,0.00529747,-0.01685488,0.02498255
2018-05,-0.02051552,-0.00130548,-0.0255164,-0.01003717,0.01681379,0.09748744,0.02779846,0.05446927,0.01161691,-0.02368162,-0.00787919,-0.01335902,-0.02628611,0.0106067,0.00252101,0.00986578,-0.01459854,-0.01868733,-0.05137186,-0.093259,0.01955888,0.00701286,-0.01794658
2018-04,-0.02101486,0.02643653,0.03624417,-0.00516796,0.01753636,0.03512881,0.02407787,0.04234367,-0.01638045,-0.02051733,0.00580245,-0.00256246,-0.01935266,-0.03764969,-0.04232336,-0.0317057,-0.02698864,-0.02126717,-0.03873824,-0.03473581,0.02226981,-0.06974216,0.06870114
2018-03,0.0082602,0.02776563,0.02231853,0.01582517,0.01302649,-0.03611738,-0.01114488,-0.00489716,-0.00913242,0.01845763,-0.00471575,0.01427459,0.00305162,-0.01501502,-0.0078747,-0.00221459,0.01407779,0.00088731,0.00221607,-0.05151661,0.0,0.00490662,0.00629496
2018-02,-0.00967906,0.02303735,0.07200929,-0.00334946,0.01482127,0.06725021,0.01772218,0.05680655,-0.03437854,-0.03569111,-0.04361995,-0.00755248,-0.02540051,-0.02023973,-0.04582921,0.02460697,-0.07152347,-0.02222222,-0.05193429,0.00483793,0.02447552,0.04933179,-0.04632384
2018-01,0.02081165,0.03952569,-0.04798762,0.03509449,-0.00941781,-0.07919192,-0.03100775,-0.05566127,0.02951838,0.04411987,0.01660493,0.02152513,0.02908778,0.04274825,0.03477888,0.02819703,0.00779995,0.02745275,0.05445264,0.05513017,-0.02871622,0.06179286,-0.054025
2017-12,0.01328374,0.00443718,-0.05439504,0.01656805,0.01121657,-0.03813307,-0.01014851,-0.0144119,0.02572647,0.00183262,0.01050856,0.01352082,0.00846127,0.00124082,0.01912281,-0.00607051,-0.00727273,0.00408905,0.00866551,-0.04578947,-0.00502302,-0.01373391,0.01475166
2017-11,0.01843818,0.0016215,0.02905875,0.00711181,-0.01789519,-0.08454545,-0.01727074,-0.04541407,-0.01388154,0.02049053,-0.00289207,-0.00471,0.0235525,0.01900212,0.00642266,0.00879487,-0.01345927,0.01948052,0.04790782,0.04856512,-0.01766639,0.02611012,-0.02639143
2017-10,-0.00377358,0.00697674,0.04657774,0.00960769,-0.00972105,0.06920684,0.01081879,0.01775148,-0.02038432,0.00030977,-0.03016745,0.00337564,-0.00785733,-0.02349062,-0.02556211,-0.0084507,0.02048193,-0.01052632,-0.01952663,-0.0293655,0.01081531,-0.01656029,0.01838433
2017-09,-0.01062699,-0.01149425,0.03921124,-0.00788333,-0.00042337,0.00696656,0.01172362,0.0079033,-0.01556122,0.03411615,-0.00746552,-0.01055444,-0.00427611,-0.00488848,-0.02394061,-0.02087395,-0.01378327,-0.00362483,-0.01098901,-0.10952381,0.00420168,-0.04120653,0.04008409
2017-08,0.01184707,0.02969121,0.01021566,0.02190669,-0.02448133,-0.0049505,-0.0084096,-0.01613647,-0.00204212,-0.02131301,0.00345755,0.0,0.00841588,0.00631751,0.01845112,0.00321285,0.01299952,0.00362976,0.01043478,0.02226825,-0.00335711,0.00346249,-0.00575358
2017-07,0.0219539,0.00910398,-0.08609959,0.01556739,-0.00331263,-0.06500462,-0.03068808,-0.07744972,0.04573252,0.01855082,0.04250232,0.0084734,0.04187528,-0.00446837,0.04304287,0.02853101,-0.00192123,0.03369209,0.07927591,0.10790537,-0.03331979,0.04870017,-0.05407201
2017-06,-0.00326619,0.00943168,-0.07614998,0.00452303,0.00710405,-0.03681964,-0.01766368,-0.03384873,0.04281177,0.01059845,0.04253556,-0.00566298,0.01787359,0.01185973,0.02790068,-0.01006944,-0.00774818,0.0155881,0.03454894,-0.0005767,-0.01450443,-0.01368491,0.02137931
2017-05,0.013267,0.01124969,0.01913113,0.02394958,-0.01965602,-0.05429101,-0.02864345,-0.05728961,-0.01272161,-0.00039815,0.01158409,0.01986195,0.03031164,0.02744318,0.01293578,0.00882285,-0.0019333,0.01970207,0.06216216,0.06740878,-0.01977066,0.01590224,-0.01914923
2017-04,0.00166482,-0.00244858,0.0375482,-0.00166806,-0.02367576,-0.04244074,-0.014676,-0.03904473,-0.01435471,0.03714967,-0.01926493,-0.01566833,0.0202069,0.00589412,0.00957516,-0.00586881,0.01375921,0.01413255,0.03789474,0.01762115,-0.01481481,-0.01332237,0.0104268
2017-03,0.01294316,0.01136925,0.00947672,0.00209732,-0.02347418,-0.02166745,-0.01555901,-0.02259259,-0.00478342,0.01953255,0.00231355,0.00236275,0.0110481,0.00656501,0.00890347,0.0206441,0.03024911,0.01182849,0.0222063,0.02981205,-0.01308195,0.03508169,-0.03986227
2017-02,0.01252847,-0.00148075,-0.02969902,0.01056636,0.01510934,0.02803279,0.01402081,0.03401624,0.01104228,-0.01992225,-0.01809955,0.00516904,-0.01655344,-0.01279784,-0.03055304,0.0073961,0.02155284,-0.01353311,-0.03015764,-0.02955975,0.01414538,0.01258932,-0.0160064
2017-01,0.02693208,0.03897436,-0.09221274,0.02153316,0.01575121,-0.05936777,-0.03552632,-0.07068157,0.05008489,0.02849242,0.03275768,0.0193677,0.03844248,0.03735601,0.04725379,0.04323928,0.01211802,0.03601801,0.04775481,0.01299545,-0.03637742,0.09626755,-0.08439647
2016-12,0.01059447,-0.03817734,0.04760099,-0.01877934,-0.02583466,0.04183363,0.01256732,0.02653525,-0.02689284,-0.02156049,-0.00869211,0.00084211,-0.01322011,-0.00867266,0.01430752,-0.02481683,-0.00105263,-0.01560976,-0.0222068,-0.01282874,0.01317319,-0.04964053,0.05108055
2016-11,-0.04006772,-0.00998539,0.06524794,-0.0138539,0.01005227,0.09629373,0.04426841,0.08713355,-0.03477796,0.02235432,-0.00409333,-0.01801556,-0.0422247,-0.04142012,-0.03382177,-0.09183014,-0.01766234,-0.04047059,-0.08376289,-0.06332139,0.038,-0.17089148,0.20444932
2016-10,-0.00780814,-0.02121573,0.01801255,-0.0165221,0.01053912,0.04732988,0.02315143,0.04356933,-0.00853675,-0.04750518,-0.02270906,-0.00489663,-0.02171921,-0.01708532,-0.05035336,-0.03146706,0.0,-0.02807179,-0.04729309,-0.04940375,0.02823241,-0.06954887,0.065528
2016-09,0.01362089,0.00169082,-0.03346955,0.00498753,0.01609575,-0.01833892,-0.00377537,-0.00502513,0.01424115,-0.02307277,-0.00266596,-0.00148729,0.00229148,0.00725823,-0.00387188,0.01709219,0.01262493,0.00229991,0.00311139,0.02622577,-0.00204583,0.03401361,-0.03669579
2016-08,0.00170843,-0.00767018,0.00718726,-0.00371134,0.01463211,0.01087344,0.00117813,0.00208247,-0.00081688,-0.00357226,0.0001336,-0.00067577,-0.00147045,-0.01655897,-0.00043979,-0.01133234,0.00052632,-0.00368155,-0.00684932,0.00171331,0.00327198,-0.02497964,0.01853045
2016-07,-0.00282646,-0.00548272,-0.03068763,0.00165289,0.00627353,0.00212841,-0.00375763,-0.00704225,0.01505818,-0.004004,-0.01130538,0.00462522,0.00322254,0.00355042,-0.01453413,0.00498727,0.0184937,0.00229991,0.00561447,-0.01296505,-0.00367797,0.00365655,-0.01483964
2016-06,0.03539823,0.02048281,-0.05713278,-0.00943783,0.03238342,0.02917487,0.00729412,0.01544885,0.02887882,-0.07622968,0.01090136,-0.01315613,-0.00979495,0.01079803,-0.02276395,0.05979615,-0.01660517,-0.00778388,-0.02339901,-0.02776204,0.00573535,0.11947652,-0.1167802
2016-05,-0.04234896,-0.02075472,0.11630625,-0.01497369,-0.00258732,0.0711575,0.03568827,0.0711445,-0.05567481,-0.01317073,-0.04401072,-0.01398048,-0.03466975,-0.04069479,-0.04537678,-0.03904961,0.00450093,-0.03336299,-0.06956522,-0.08643892,0.03455542,-0.08146965,0.07989426
2016-04,0.01435956,-0.00732687,0.00677638,-0.00604108,0.00955276,-0.01221544,0.00383877,-0.0112311,-0.00924313,0.0266523,0.03665476,-0.01340273,0.00494204,-0.00109518,0.00455675,0.04915196,-0.0039883,0.01680291,0.0112626,0.00752688,-0.01773196,0.10664731,-0.09655997
2016-03,0.0513285,0.01390221,-0.13324383,0.01146132,0.00304083,-0.0982292,-0.04755373,-0.08808494,0.06884682,0.02936653,0.03286961,0.00461741,0.04630152,0.03609847,0.06123526,0.01176194,0.03772026,0.03818953,0.09403372,0.1152019,-0.03730159,0.02497106,-0.02286371
2016-02,0.008,0.01866863,-0.01330049,0.01666667,-0.00262582,-0.00420239,-0.0043588,0.00078833,0.00507688,-0.03608065,0.02902039,0.02101293,-0.00206398,0.01923483,-0.00104877,0.07323169,-0.00164926,0.00807217,-0.00321958,-0.00408401,-0.00748326,0.14638219,-0.13644544
2016-01,-0.00674433,0.01937407,0.0185124,0.00250836,-0.00262009,-0.00711567,-0.00022722,-0.00155521,-0.0143575,-0.03199611,-0.00524005,-0.02916176,-0.00047161,-0.02161039,-0.01531842,-0.01319684,-0.01634877,-0.00853081,0.00064935,0.00823529,0.00669555,-0.03219424,0.02142857
2015-12,-0.01139089,-0.01340354,-0.00240178,-0.01878318,-0.02080679,-0.05582793,-0.02474916,-0.04667662,-0.00422952,-0.02301652,-0.0348853,-0.00429687,0.02150538,0.02390565,0.02761602,0.02192649,-0.00432082,0.01245807,0.03954424,0.05721393,-0.01208106,0.04051741,-0.04332209
2015-11,-0.02123894,-0.00760095,-0.03153809,-0.01208703,0.02412281,0.09419421,0.04233171,0.08566853,0.01346655,-0.02330971,-0.01955567,-0.00260756,-0.04131542,-0.04121187,-0.02396401,-0.01906067,-0.00723861,-0.03483511,-0.08151836,-0.09152542,0.03368083,-0.03570775,0.03781229
2015-10,0.03107861,0.00216138,-0.03691589,0.00933063,0.04052823,0.03644366,0.01430917,0.03166118,0.01530988,0.01887556,0.01345714,-0.01108819,-0.01759504,-0.01190716,-0.01528014,-0.00679852,0.00268817,-0.00829876,-0.03670277,-0.03484513,0.00645161,-0.0200969,0.01139341
2015-09,-0.01139089,-0.00857143,-0.00493446,0.00448613,0.00595784,0.01534618,0.01063076,0.01924686,0.00059049,-0.01252582,-0.00952509,0.01758069,-0.01145692,-0.01614341,0.00875386,-0.00259131,0.01985112,-0.00777676,-0.02535377,-0.05026455,0.0077173,0.00090367,0.00262587
2015-08,-0.02790698,-0.03881701,0.03178765,-0.04059913,-0.02972028,-0.04601948,-0.02402746,-0.05127202,-0.02096107,-0.01564546,-0.00040037,-0.04366428,0.02381617,0.00149895,0.0180188,0.02222222,-0.02289871,0.01824135,0.04440275,0.02595937,-0.01706349,0.05110337,-0.04810341
2015-07,-0.02921348,0.00278746,0.08974127,0.00039432,-0.01587983,-0.00560843,0.00670986,0.01073132,-0.0430531,-0.00019589,-0.03803446,-0.00848409,-0.00681839,-0.01990244,-0.04648074,-0.00672162,0.00163043,-0.00877598,-0.01229256,-0.02827051,0.00801925,-0.02122016,0.01071582
2015-06,-0.00557414,0.00046041,-0.02581786,0.0023622,-0.02601762,-0.04122517,-0.02203544,-0.04440154,0.01503965,0.03368223,0.00317662,-0.00024947,0.02003541,0.01129174,0.0456518,0.0197918,-0.00942127,0.02008407,0.03882279,0.0521542,-0.02252074,0.0399612,-0.0407866
2015-05,-0.01203501,0.00718757,0.04361603,0.0023678,-0.01846533,0.03609416,0.01956674,0.03766707,-0.02349973,0.00928793,-0.02267965,0.00137397,-0.02033591,-0.00795629,-0.01312447,-0.03215832,0.01836623,-0.01824818,-0.04097387,-0.04919786,0.01738076,-0.06371141,0.06499328
2015-04,0.02566964,0.01076275,-0.08444599,0.00834658,0.00737403,-0.08435461,-0.04117252,-0.08550186,0.04306089,0.03553509,0.046851,-0.00915705,0.04319471,0.03500595,0.03471376,0.00209334,0.00809717,0.03623529,0.08606294,0.10507674,-0.03865677,-0.00071124,-0.00485382
2015-03,-0.00833333,0.01346563,0.02686246,0.01207729,-0.002442,0.08462599,0.03769658,0.07370518,-0.01800349,-0.03473649,-0.01041931,0.00521961,-0.039,-0.01503538,-0.03380708,0.00111207,-0.00487145,-0.03811252,-0.08318584,-0.09391676,0.02564103,0.0035868,-0.0058146
2015-02,0.00166852,-0.00377715,-0.00664154,0.00201857,0.03688181,0.02955229,0.00935673,0.02243982,0.00214161,0.02738612,0.00650593,0.00860298,-0.01308478,-0.02765897,-0.00638817,-0.01823892,0.00839199,-0.00763359,-0.0291762,-0.02653486,0.00484066,-0.03767123,0.03502218
2015-01,-0.01482702,0.01540284,0.0723722,-0.00482703,-0.05484388,0.12670219,0.06322837,0.12346241,-0.03721892,-0.0179271,-0.07476747,0.01320467,-0.05905245,0.09013448,-0.04667992,0.02589197,0.04943182,-0.04390874,-0.11473738,-0.12898815,0.03846154,0.05139186,-0.05331858
2014-12,-0.02562734,-0.0147714,0.07784305,-0.0138944,-0.01058824,0.06007669,0.02772786,0.06087383,-0.03835718,-0.01021728,-0.02527574,-0.02351485,-0.03027837,-0.03003953,-0.05202183,-0.01300438,0.00534609,-0.02899751,-0.06823529,-0.05912162,0.02598528,-0.03088538,0.02033821
2014-11,-0.02392096,-0.0025731,0.03603213,0.0,0.0055336,-0.00063939,-0.00333676,0.00687961,-0.01944914,-0.02248551,-0.00668126,0.00411112,-0.00511821,-0.00187766,0.00253826,-0.04126724,-0.05166667,-0.01233046,-0.01594747,-0.00591216,0.01177497,-0.08359721,0.08694044
2014-10,0.00155602,-0.00070423,-0.02537961,0.00398724,0.00513834,0.01110385,0.00258532,0.01148851,0.00963507,-0.01150726,-0.0086119,0.0007459,-0.00715549,-0.00597688,-0.02195565,-0.03010969,-0.0002777,-0.01330645,-0.02109124,-0.02310231,0.0101815,-0.05552309,0.05571142
2014-09,-0.03209629,0.00094251,0.11756098,0.0,-0.01665376,0.08113208,0.03857567,0.07717215,-0.05504483,-0.01611708,-0.02395475,-0.0037037,-0.03831891,-0.03646471,-0.0278013,-0.0413473,-0.02279512,-0.03579767,-0.08238276,-0.07902736,0.03573065,-0.0798274,0.08632062
2014-08,-0.01347305,0.00874085,-0.01050574,0.00361156,0.01095033,0.04202719,0.01790634,0.04284104,0.00419121,-0.01294068,0.00543418,0.00462905,-0.02145339,-0.01327762,-0.0185594,-0.01463158,-0.00851648,-0.01789794,-0.04048583,-0.0442992,0.01444548,-0.03497942,0.02768166
2014-07,-0.0014881,0.01147502,0.03801611,0.00201207,-0.01083591,0.04241645,0.01938202,0.04210526,-0.01980198,-0.016,-0.02554981,0.00351097,-0.02141058,-0.02345668,-0.02862917,-0.0134375,0.01054969,-0.02163372,-0.04124514,-0.03028169,0.02235966,-0.02769386,0.02515337
2014-06,0.00498504,0.00143335,-0.04094263,0.00812018,0.00272374,-0.01747278,-0.00889383,-0.01672434,0.02093582,0.02153734,0.02134956,-0.00075179,0.00685544,0.01288067,0.00013462,0.01092322,-0.039691,0.01131222,0.02097349,-0.00035199,-0.01361502,0.0245023,-0.02244652
2014-05,0.00904523,-0.01018957,-0.0092835,0.00040617,0.00233463,0.04006368,0.0164539,0.03297362,0.00514403,-0.00793937,0.01112842,0.01025316,-0.01731317,-0.01809181,-0.02907547,0.00471995,0.07932417,-0.01115242,-0.03840304,-0.00134454,0.00951475,0.00815079,-0.01055966
2014-04,0.0010101,0.00047733,-0.01246472,-0.00404531,-0.00542425,-0.01514756,-0.00508044,-0.01066983,0.00573592,0.01440693,0.006946,-0.00786222,0.00521177,0.00334357,-0.00823766,0.01424017,-0.02295918,0.00749344,0.0169361,0.01466576,-0.00848656,0.02767624,-0.02888563
2014-03,0.02540176,-0.01919431,-0.07988681,-0.01161394,0.03525641,-0.01771957,-0.00364044,-0.00762016,0.04011905,0.00054851,0.00281373,-0.019219,0.0029492,-0.00072307,-0.01005608,-0.01838006,0.04826769,-0.00149701,0.00347625,-0.00441426,0.0,-0.03838485,0.03441946
2014-02,0.02577591,-0.00564972,-0.04141519,-0.00832672,0.02498976,-0.04556773,-0.02260822,-0.03977273,0.02091948,0.02664011,0.00214181,-0.01257862,0.01997307,0.02451387,0.02139847,-0.00806618,0.02031394,0.01783005,0.04547268,0.0261324,-0.0176662,-0.01782178,0.01479199
2014-01,-0.01798561,-0.02439024,0.03149775,0.00079239,-0.01281025,0.02966752,0.01289961,0.02312139,-0.01651113,-0.00049374,-0.04154464,0.01672405,-0.01332445,-0.00754578,-0.01669687,0.0249866,0.02816456,-0.00904295,-0.02577118,-0.02014339,0.00841121,0.0477707,-0.05019966
2013-12,0.00254842,0.01533019,0.03413121,-0.00395413,-0.00554455,-0.04162512,-0.01573282,-0.03233125,-0.01781946,0.0128388,0.00216357,-0.00355349,0.01576038,0.01848068,0.01832323,-0.02275601,-0.00221029,0.00945537,0.03054344,0.04346277,-0.0116171,-0.04072165,0.04417612
2013-11,-0.00805234,-0.0030445,0.07037915,0.00079114,-0.01568013,-0.01590062,-0.00357536,-0.0157215,-0.03377153,0.0273231,-0.01865197,0.00487924,0.00659423,0.0059657,0.00052639,-0.03677511,-0.06852941,0.00075472,0.01076555,-0.02871972,-0.00232558,-0.06364922,0.07445279
2013-10,0.01160444,0.00422238,-0.01633606,0.00476948,0.00711744,-0.00974513,-0.00358028,-0.00733634,0.00614544,-0.01094776,-0.00944882,0.0136004,0.00268797,-0.00249653,-0.01740577,-0.00570285,0.01341282,-0.00187196,-0.00039432,0.02810388,0.00093633,-0.0124424,0.00795584
2013-09,0.0308255,0.00259006,-0.06405847,0.00399202,0.01202887,-0.05363894,-0.02568906,-0.05282818,0.03147929,0.0393752,0.02270537,-0.03149323,0.02629965,0.03438724,0.02899034,0.01210826,0.00732824,0.02890173,0.05902051,0.04342984,-0.02818182,0.03728489,-0.0275043
2013-08,-0.02382159,0.01242533,-0.00330442,0.00400802,-0.0239521,-0.01106664,-0.00080343,-0.00214247,-0.00036114,0.0250687,-0.01694558,0.03251731,0.00076488,0.00688468,-0.00126549,0.01322079,-0.03197158,0.00423892,0.00543478,-0.00367918,-0.00408719,0.02246654,-0.0305296
2013-07,0.00456158,0.01007194,0.04353533,0.00241061,-0.00476569,-0.03628014,-0.01744647,-0.03918495,-0.02469423,-0.00086522,0.02188768,0.011,0.01792613,0.02043965,0.02384791,0.01720277,-0.05525947,0.01866978,0.0084246,0.04297774,-0.0188764,0.02520209,-0.03806871
2013-06,-0.02091633,0.00333333,0.13043478,-0.0056,-0.04996215,0.01555607,-0.00131372,0.00678497,-0.0612718,-0.0071405,-0.02279381,-0.01538462,-0.00455528,0.00251183,-0.0241075,0.00223555,0.01571429,-0.00735294,-0.02146465,0.05068226,0.00495719,-0.00189215,-0.01339492
2013-05,-0.03842459,0.00623053,0.14285714,0.00322061,-0.02603198,0.02538426,0.01466276,0.02701271,-0.06650557,-0.02284859,-0.02749846,0.00123839,-0.01438849,-0.03110523,-0.02359382,-0.03121272,-0.0373411,-0.02175573,-0.04712691,-0.02987897,0.01961679,-0.07323689,0.05964183
2013-04,0.01407084,0.0,0.01592532,0.00893946,0.01232723,-0.04565603,-0.02566096,-0.0502008,-0.00321543,0.01973684,0.00920848,0.02342983,0.02505104,0.01804845,0.0018333,-0.04278228,-0.02125454,0.01393728,0.04878049,0.04135486,-0.01437556,-0.08191268,0.08195307
2013-03,0.00194081,0.00505659,-0.05647668,0.00244598,0.02008336,0.02699025,0.01390346,0.02880658,0.02196753,0.01172349,0.0113981,-0.00148533,-0.01610281,-0.00730137,-0.0112112,-0.0067774,0.03487124,-0.00808937,-0.0296359,-0.03054601,0.00721371,-0.01782753,0.00871944
2013-02,-0.00958773,0.00266215,0.02811998,-0.00040783,-0.0034078,0.0919569,0.03967168,0.09265537,-0.01605839,-0.03413849,-0.03290008,-0.0003729,-0.04428371,-0.03270812,-0.0217336,0.00189466,-0.02382823,-0.03732446,-0.08720707,-0.10430917,0.03559719,0.00081433,-0.00966684
2013-01,-0.0004817,-0.00120715,0.0086815,0.00163199,0.00766284,-0.06420955,-0.02895855,-0.06036745,-0.00507089,-0.02451316,-0.01213763,0.01124016,0.02941851,0.00897616,0.02373459,-0.04627158,0.03918367,0.00895188,0.06322314,0.06006674,-0.00927214,-0.09038737,0.09388391
