Name,SR_month,Omega_month,RisknessR_month
CNY,0.1744482869773296,0.2849491267593266,17.80540876711499
CEW,0.0393497826320529,0.05024829802975451,3.894895422492967
FXY,0.029301572523590568,0.04104753389633644,2.0576980905444664
YCL,0.05089171226763489,0.07073197308713687,1.7995026284044784
DRR,0.018638217797533413,0.022592610188485785,0.7953992566143522
CROC,0.014885200655964246,0.015371068330177526,0.5685083188834794
EUO,-0.034603510681148,-0.0466954743212729,-1.8042372702113019
YCS,-0.09904845579987108,-0.12960882161431944,-3.288205797162687
ULE,-0.08173251630178176,-0.113462406567699,-4.262152349867214
URR,-0.11554966519608209,-0.12330065504391297,-4.628416156529778
CYB,-0.038145329513562636,-0.04877399465460591,-5.1875235463493885
INR,-0.07331308107183733,-0.10385255112962263,-5.358991351938699
FXE,-0.06954104131206353,-0.09367491824359345,-7.0066510892289635
FXA,-0.09662521588499996,-0.12323758749308604,-7.063984632343777
EUFX,-0.07037846737559282,-0.08564275503395855,-7.494205789533169
FXC,-0.08561679288256745,-0.11788332659639687,-7.815397568504545
UUP,-0.07406781600830287,-0.0834635409926475,-8.440939095806755
DBV,-0.08299686159108072,-0.09225654555326541,-11.378191734149397
UDN,-0.12314686672656922,-0.14329359124764446,-13.716023124073942
FXF,-0.13725623780459598,-0.1594445926287403,-13.953454522632459
FXS,-0.19338861584021472,-0.2222809786112455,-14.269111707233577
FXB,-0.18458428005753985,-0.22943738527867488,-14.778631462563755
FXCH,-0.28290922072903923,-0.32724813561023197,-43.18962150943001
