Week,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXY,INR,UDN,ULE,URR,UUP,YCL,YCS
2017-38,0.00159151,-0.02149321,0.00881356,0.00513023,0.00721868,-0.00558436,-0.00150188,0.00141643,0.00063816,0.00220952,-0.00326674,-0.00477961,-0.00077976,-0.0090438,0.00225038,-0.00533581,-0.01049368,-0.00224719,-0.00398633,0.02558854,0.00127011,-0.00910624,0.01154957
2017-37,-0.00158311,0.00454545,0.00617849,-0.00781555,0.00211775,0.00925926,0.00200702,0.00189036,-0.00329197,0.03153294,-0.00557207,0.00413278,-0.00060627,-0.003737,0.00552209,-0.01241741,-0.00643163,0.0013471,-0.00341103,-0.01917255,-0.00084818,-0.02845594,0.02492877
2017-36,0.00636943,0.0171336,-0.01729631,0.0109847,-0.00803723,-0.021,-0.00848092,-0.01644737,0.00711653,0.01237585,0.01986085,0.01002004,0.00894563,0.00856164,0.00341411,0.00893867,-0.01824135,0.00900901,0.02010339,-0.05619048,-0.01013942,0.02006099,-0.01844912
2017-35,0.00212993,0.00857872,-0.00135808,0.00955034,0.00467886,0.01824078,-0.00199154,0.01894837,0.00089366,0.00190779,0.00919423,0.03099174,-0.00967937,-0.01008166,-0.00390528,-0.00920455,0.00214337,-0.00764388,-0.0203966,0.06490872,0.00676819,-0.01796698,0.01899457
2017-34,0.00966702,-0.0013934,0.00493163,0.00320128,-0.00965575,-0.00723363,-0.0098595,-0.02072778,0.00038417,-0.00159363,0.00693285,0.0,0.0096356,0.00609137,0.01026504,-0.00385051,0.00502633,0.00544712,0.01859384,0.01916933,-0.00628667,-0.01057692,0.00776978
2017-33,-0.00053908,0.01163895,-0.01912929,0.0,0.00251783,0.04564995,0.0019758,0.00413223,0.01009317,-0.0070523,0.01183201,0.0,-0.00131752,0.00687462,0.00263225,0.00444698,-0.00714286,0.00045537,-0.00526316,0.01022055,0.0,-0.02363344,-0.00837592
2017-32,-0.00538213,0.00449066,0.00846891,0.00403063,-0.00957535,0.01379039,0.00321623,-0.00459982,-0.00192827,-0.00110375,0.0,0.0,0.00263158,0.01273624,-0.0043118,0.01543423,-0.00828598,0.002731,0.00408401,0.0611276,-0.00459482,0.03373774,-0.0301934
2017-31,-0.00107411,0.01377018,0.01861521,-0.00161355,0.00207727,0.00256765,0.00296809,0.01020408,-0.0086448,-0.0117528,-0.01426933,0.0,-0.00524246,-0.00632459,-0.00387401,-0.00412655,0.00168431,-0.00633771,-0.00983227,-0.00260417,0.00672551,-0.00099157,0.00814607
2017-30,0.00161812,0.00975494,-0.00979737,-0.00162075,0.00875,0.0192,-0.01099438,-0.01663669,0.00795586,0.00898558,0.00511051,0.00096512,0.01003909,-0.02305389,0.01146475,0.00485269,0.00461277,0.00732265,0.01791045,0.01011176,-0.00665281,0.0090045,-0.01008984
2017-29,0.00541126,0.00142755,-0.03294574,0.002442,-0.00166251,-0.08450966,-0.01609803,-0.03231441,0.01513175,-0.00424963,0.0117952,0.00498063,0.01620891,0.0186821,0.00605118,0.0133427,-0.00144893,0.0125,0.0325353,0.03379501,-0.01232539,0.02721205,-0.02614203
2017-28,0.01704233,-0.01245301,-0.0600245,0.00656814,0.00582121,-0.00480414,-0.00975494,-0.01207417,0.02944325,0.01729911,0.0185624,0.00889012,0.0062585,0.00162767,0.01074606,0.01339974,0.00754258,0.00887021,0.00868486,0.00672646,-0.00895765,0.0309043,-0.02612234
2017-27,-0.00329308,0.01006229,0.01618257,-0.00409668,-0.00662526,0.01957525,0.00767202,-0.00855798,-0.00717894,-0.00507373,0.00889892,0.0,0.0040965,-0.00010155,-0.00105411,-0.00412639,-0.01416907,0.00187178,0.00499376,0.0271206,-0.00243803,-0.00814558,0.00876843
2017-26,-0.00217984,0.00408949,-0.02627826,0.00908715,-0.01632653,-0.04023396,-0.01812618,-0.0406639,0.01342102,0.02389795,0.02137735,-0.00013889,0.02154415,0.01403689,0.03340595,-0.00546512,-0.00316225,0.01751065,0.04121056,0.00873108,-0.01767068,-0.01631158,0.01188849
2017-25,-0.00218103,-0.0043238,0.00654531,-0.00082169,-0.00285481,-0.00756376,-0.00398593,-0.00825423,-0.00294867,-0.00096751,-0.00391522,0.0,0.0045425,0.00626734,0.00382479,0.00289889,-0.00939759,0.00236967,0.00712897,0.00644405,-0.0032077,0.0050184,-0.00535788
2017-24,0.00163221,0.00240096,-0.028,-0.00164474,0.00824063,0.00638072,0.00541431,0.00125156,0.01120713,0.00989376,0.00817105,-0.00124309,-0.00036883,-0.00540596,0.00491624,-0.00913242,-0.0096177,0.0,-0.0012837,-0.00466472,0.0004029,-0.01076848,0.01714367
2017-23,-0.0037961,0.00217024,-0.00872324,0.00288541,0.01334445,0.04611111,0.00567242,0.01178947,0.00639543,-0.01375636,0.00110117,0.0,-0.00541632,-0.00447018,-0.00622126,0.00172176,0.00168593,-0.00470367,-0.00954198,-0.01436782,0.00566343,0.00508363,-0.00532287
2017-22,0.00766284,0.0,0.00215096,0.00788055,-0.0095317,-0.00372142,-0.00939629,-0.01663894,-0.00368349,0.00151672,-0.00247423,0.00555556,0.00830871,0.01158737,0.01171024,0.00287588,0.00532688,0.00567108,0.01607717,0.00463499,-0.00603622,0.00428407,-0.00585611
2017-21,0.00328767,-0.01076555,0.00887749,0.00667501,0.00502092,0.00267714,0.0,0.01259975,-0.00422343,-0.01460834,0.00330943,0.01166222,-0.00643264,-0.00122938,0.00135514,-0.00046211,-0.00481928,-0.00471032,-0.01398601,-0.00057904,0.00484653,-0.00299103,0.00096752
2017-20,-0.00054765,0.01205116,-0.00852878,0.00125471,-0.01527033,-0.03469978,-0.01939058,-0.04084902,0.0052205,0.01026498,0.00947207,0.0059364,0.02078826,0.02411407,0.01330641,0.02280515,0.01616063,0.01727447,0.04336224,0.04575557,-0.01743265,0.04180399,-0.0456826
2017-19,0.00776484,0.00048804,-0.00422752,0.00504414,0.00082406,-0.00167616,0.00115022,0.00039714,0.0005518,-0.00428367,-0.00097902,0.0,-0.00018895,-0.00388492,-0.00027523,-0.0010582,-0.00873786,-0.00144161,-0.00268276,0.01480568,0.00079083,-0.00667808,0.00106667
2017-18,-0.00110558,0.0029347,0.02809884,0.00084034,-0.01105651,-0.00488956,-0.0091659,-0.01659423,-0.01448099,0.00732601,0.00069784,0.0,0.00909349,0.00827485,0.00275229,-0.00615277,0.00169164,0.00528592,0.01756757,0.03525046,-0.00514037,-0.01606964,0.01258378
2017-17,-0.00824176,-0.01594203,0.02753769,0.00167364,-0.01258117,-0.00993542,-0.0097572,-0.0043205,-0.00943778,0.01243582,-0.00965784,0.0,0.00189897,0.00062821,-0.00503894,-0.01572291,0.01625616,-0.00048031,0.00407332,0.0093633,0.0,-0.02865933,0.03194661
2017-16,-0.00441014,0.02207131,0.01602109,-0.0020903,-0.0039968,-0.00753688,-0.00336247,-0.01091867,-0.00685024,0.01895115,-0.01414004,-0.01961055,0.00572149,0.0062302,0.00505145,-0.00113122,-0.00999756,0.00340467,0.01132343,0.0406291,-0.00390472,-0.00856056,0.00331317
2017-15,0.00725042,0.00489956,-0.01958457,-0.00167504,-0.00039968,-0.00126582,-0.00156215,-0.00410908,0.00951992,0.00777181,0.00108962,0.00402108,0.0024357,0.00211797,0.00405354,0.0168164,-0.00686948,0.00539216,0.002849,0.0,-0.00465116,0.03802281,-0.03347687
2017-14,-0.00443951,0.00563173,0.02293485,-0.00166806,0.0024077,0.0107303,0.00745089,0.01478393,-0.01354977,-0.00895866,-0.00163957,0.0,-0.00744465,-0.00736765,-0.01338663,-0.00356732,-0.002457,-0.00682261,-0.0154386,-0.02265576,0.00779727,-0.00805921,0.00597803
2017-13,-0.00277008,0.000489,-0.00162999,-0.00499792,0.01794454,0.04006009,0.01303751,0.03775069,0.00227486,-0.00285738,0.00546075,-0.00152291,-0.01832163,-0.01594203,-0.02029487,-0.00677305,0.0009879,-0.01298077,-0.03581081,-0.037553,0.01383399,-0.01634254,0.01426973
2017-12,0.00277162,0.006141,0.02830782,0.00461216,-0.00884244,-0.00945704,-0.00429282,-0.00922722,-0.01450613,0.01037603,-0.00204415,0.0066899,0.00451142,0.00807805,0.00073146,0.01214811,-0.00695134,0.00583374,0.01177285,0.0,-0.00625,0.0321489,-0.02324638
2017-11,0.01699717,0.00589536,-0.03416399,0.0020982,0.0,-0.00211313,-0.0089666,-0.01589103,0.01669359,0.01342169,0.0079572,0.0,0.00822846,0.00835095,0.01457482,0.01918722,0.007,0.01031434,0.01049685,0.05140187,-0.01158749,0.03578947,-0.03825207
2017-10,-0.00338983,0.00123092,0.00360649,0.00295359,-0.01431981,-0.02516221,-0.0086879,-0.01975401,-0.00457666,-0.00519698,-0.00369458,-0.00477797,0.01013349,0.00159337,0.00486118,-0.00803403,-0.00686324,0.0044335,0.01633523,0.0,-0.00423729,-0.01588124,0.01502966
2017-09,-0.00336511,0.00395452,0.02160938,-0.00543933,-0.01599688,0.0110935,0.00469379,-0.00447928,-0.0110343,-0.01162024,-0.01651672,0.0,0.00243333,-0.00031773,0.00458287,-0.01006201,0.0,-0.00244978,0.00070721,-0.02462735,0.00154859,-0.02707276,0.02016942
2017-08,0.0028169,-0.02506024,0.01227888,0.00631048,0.0023465,0.0158883,-0.0031049,-0.0033321,-0.00013291,-0.00115103,0.00227913,0.0,0.00146642,0.00137654,-0.00548837,0.01391345,0.0,0.0024558,0.00285103,0.01395349,-0.0027027,0.01389831,-0.02622517
2017-07,-0.00056433,0.02116142,-0.0061212,0.00252951,0.00078771,-0.00858369,-0.00334672,-0.00298954,0.00374032,-0.00892419,-0.00186741,0.00404689,0.0011672,0.00295515,0.0012951,0.00660377,-0.000762,0.00048924,0.00211715,-0.02857143,-0.00038775,0.01287554,-0.01296639
2017-06,0.00113058,0.00943865,-0.00327802,-0.00334448,0.00118343,0.00904977,0.00814848,0.02193995,0.0024,0.0017274,0.0,-0.0207707,-0.01054448,-0.01288579,-0.01287084,-0.01437015,0.01862872,-0.00871249,-0.02464066,-0.03928791,0.00901961,-0.027238,0.02902122
2017-05,0.01144165,0.00049383,-0.03733122,0.01101695,0.00555997,-0.01992548,-0.00944882,-0.01561905,0.01785473,-8.212e-05,0.00695838,0.02137469,0.00799538,0.00240008,0.01223744,0.00896332,0.00652742,0.00632603,0.02228412,0.01603592,-0.00624025,0.01952724,-0.01888038
2017-04,-0.0017192,0.00397022,0.00718993,0.00084424,0.00278773,0.00113636,0.00384355,0.01000385,-0.00283324,0.00410004,0.0101516,0.00055913,-0.00479294,-0.00073298,-0.0001828,-0.01771677,0.00737424,-0.00339806,-0.01575342,0.0,0.00390778,-0.03837052,0.03480464
2017-03,-0.00172712,-0.00174,0.0023753,0.00338266,-0.0003992,0.01254072,0.00022517,0.00190985,-0.00094582,-0.00297619,-0.02024507,-0.00735396,-0.0008658,0.0,-0.00137716,-0.01635323,0.0,-0.0043753,-0.00275672,-0.00763845,0.00429352,-0.03325495,0.03237507
2017-02,0.00057837,0.00374345,-0.0376152,0.00513259,0.004423,-0.02208301,-0.00910909,-0.01266294,0.02000834,0.00202224,0.0078262,0.02053243,0.00633158,0.00638366,0.01713804,0.01238874,0.0,0.00691358,0.01272085,0.01373447,-0.00691244,0.02641914,-0.02466793
2017-01,0.01112412,-0.0074359,-0.02287166,0.00215332,0.00121163,-0.01187355,-0.0129386,-0.0248828,0.01089417,0.00435766,0.01521382,0.00569638,0.01347469,0.00979653,0.01325758,0.00635153,0.0,0.01050525,0.00213828,0.0,-0.01098901,0.01995565,-0.01337095
2016-52,0.00350672,0.00128205,-0.01021322,-0.00905172,-0.00406339,0.00463679,-0.00485223,-0.0120394,0.00426985,0.00442663,0.01122195,-0.003772,0.00679334,0.00926026,0.01430752,0.00511571,-0.00157812,0.00698603,0.01586157,0.03012048,-0.00608134,0.01000546,-0.00815721
2016-51,0.00292056,0.00908403,0.02223437,-0.01029601,-0.01598721,-0.00889434,-0.00307557,-0.00830625,-0.00973614,-0.01016781,-0.00875992,0.00987585,0.00494951,-0.00075309,0.0194692,-0.00194222,-0.00937989,0.0014985,0.01239971,-0.01059603,-0.0007593,-0.00126697,0.00484894
2016-50,-0.01559792,-0.00151172,0.05231427,-0.01072041,0.00039432,0.03611557,0.01636038,0.0361991,-0.02566903,-0.01559974,-0.01607286,-0.02946847,-0.01809561,-0.01390511,-0.02424013,-0.02444259,-0.00440986,-0.0204878,-0.03479471,-0.07338308,0.01822412,-0.05096539,0.05114661
2016-49,0.00350467,-0.02672879,-0.00249042,-0.00931809,0.00637704,0.0437716,0.02064897,0.03939745,-0.00260167,-0.01199581,0.00703844,0.01808496,-0.01940541,-0.01096468,-0.00526019,-0.01285529,0.01447368,-0.01546641,-0.04141208,0.0314304,0.01407349,-0.02418256,0.02551289
2016-48,-0.00234055,-0.02418559,0.00950165,0.00726496,0.00317965,-0.00856463,-0.00469169,-0.01012753,-0.00369357,0.02542303,0.01053784,-0.00931202,0.00494617,0.0024398,0.00190078,-0.01300964,0.00475939,0.0053816,0.01547117,-0.0057398,-0.00463858,-0.02665122,0.02504061
2016-47,-0.00702165,-0.00098619,-0.02311277,-0.00932599,0.00280674,0.00444092,0.00089505,0.00564334,0.00945364,-0.00295179,-0.00779434,0.0,-0.00319458,-0.00443646,-0.00142721,-0.01922192,0.0,-0.00536847,-0.00694444,-0.01010101,0.00581621,-0.03799515,0.03858344
2016-46,-0.00410076,0.00098717,0.05676684,-0.00468284,-0.00877543,0.04081967,0.01266968,0.02766039,-0.02806019,-0.01107193,0.00276205,0.02478279,-0.01351222,-0.01159511,-0.00983545,-0.02168296,0.0,-0.01352657,-0.03061224,-0.06829574,0.01370399,-0.0455665,0.04526392
2016-45,-0.03539326,0.00024667,0.04039168,-0.00797649,-0.00835655,0.03484743,0.01698069,0.03783564,-0.02202176,0.01552308,-0.01254089,-0.04515164,-0.01760432,-0.01487671,-0.00093223,-0.02165205,-0.00597403,-0.01552941,-0.03917791,-0.04844291,0.01240993,-0.04247104,0.04196456
2016-44,-0.00168634,-0.00073064,-0.02007952,0.00083998,0.00401123,-0.03035471,-0.01408451,-0.02890405,0.00928293,0.02251046,0.00054675,0.00505741,0.01498829,0.02110709,0.00809302,0.01814626,0.0,0.01373106,0.03527106,0.03464755,-0.01432551,0.03924964,-0.03622072
2016-43,-0.00449438,0.00222277,0.00238521,-0.00585774,-0.00120192,-0.01226272,-0.00824931,-0.01970832,-0.00013472,-0.00243003,-0.00040928,0.00952118,0.01030635,0.00695887,-0.01148686,-0.00474957,0.0,0.00475964,0.01724138,0.01824818,-0.00435989,-0.01398503,0.00936476
2016-42,0.00451977,0.00393701,0.0047866,-0.00376254,0.00725222,0.02898551,0.01065802,0.023021,-0.00282069,0.00235156,-0.01431821,0.0,-0.01148674,-0.00547634,-0.01189395,0.00043048,0.0,-0.00894539,-0.0246114,-0.07545045,0.00759696,0.00368637,-0.00078616
2016-41,-0.00281057,-0.01071081,-0.00927205,0.0025,0.00733198,0.02761551,0.01267011,0.02933884,0.00067322,-0.01515905,0.00187919,-0.01416049,-0.01513334,-0.0082144,-0.02254171,-0.00558419,0.0,-0.0130597,-0.02721519,0.0,0.01211143,0.00070323,0.01137081
2016-40,-0.00948132,-0.0193087,0.02590569,-0.007848,-0.00891771,0.00893017,0.00519726,0.00251362,-0.0120048,-0.03132473,-0.01295752,0.0085691,-0.00137463,-0.00457643,-0.00459364,-0.01294464,0.0,-0.01012425,-0.0056005,0.00851789,0.0094108,-0.03410311,0.02611266
2016-39,0.00224467,0.00533333,-0.00897845,0.00041374,0.00860303,0.0096119,-0.00118287,0.00465116,0.00281615,-0.00094697,0.00889968,-0.00752587,-0.00182565,-0.00303552,-0.00666901,-0.01172929,0.0,-0.00183234,-0.00370828,0.01752402,0.00205423,-0.0219304,0.02294197
2016-38,0.01189802,0.0,-0.02139245,0.00207297,0.00411015,-0.01723832,-0.00541176,-0.00876095,0.01073515,-0.00565371,0.00228648,0.00161464,0.00431827,0.01053708,0.00361074,0.00727464,0.0,0.00461042,0.00686213,0.0,-0.00367647,0.01725067,-0.01536952
2016-37,-0.00732807,0.00145278,0.01857283,0.00666389,-0.00247117,0.0109732,0.00758653,0.01516428,-0.00894309,-0.0245606,-0.01210106,0.00635307,-0.00731395,-0.00963684,-0.00638447,-0.00484823,-0.01256732,-0.00915332,-0.01419753,0.0,0.00904605,0.01811644,0.00997384
2016-36,-0.01172529,-0.00072586,0.03281659,-0.00082884,-0.00735895,-0.00017921,0.00355787,0.00506971,-0.01667111,-0.0113619,-0.01426702,0.00013519,-0.00164429,-0.00547002,-0.00452725,-0.00686378,0.0,-0.00547445,-0.00061767,0.0153235,0.00536746,-0.01578876,0.01269738
2016-35,-0.00056465,0.00266408,0.0019581,0.0,0.00330169,0.03015441,0.0035369,0.00543024,-0.00081158,0.01436826,0.00212173,0.00027049,-0.00293632,-0.00255232,-0.0163067,-0.02067074,0.00052632,-0.00321691,-0.00498442,-0.00113379,0.00368701,-0.03163872,0.04155125
2016-34,-0.00726257,-0.01274651,0.00158353,-0.00740741,0.0062396,0.00861121,0.00859804,0.02310655,-0.00926548,-0.00023375,-0.00356295,-0.00337154,-0.01151614,-0.01716006,-0.00800207,-0.01484789,0.01433882,-0.01,-0.0218845,-0.02404372,0.00910219,-0.03096825,0.03026227
2016-33,0.0,0.00578313,0.01525186,-0.00452303,-0.01112026,-0.03182788,-0.01132877,-0.02381947,-0.0064094,0.0156548,0.00460526,0.00216245,0.01229583,0.01298965,0.00727462,0.01131838,-0.01747978,0.01194853,0.02610317,0.0439247,-0.01146601,0.02445833,-0.02096401
2016-32,0.0084317,0.00386287,0.00139553,0.00372517,0.00331126,-0.01454354,-0.00771749,-0.01312013,0.0,-0.00996704,0.01514542,0.0,0.00685312,0.00799508,0.0163718,0.01198049,-0.00648004,0.00648448,0.01201011,0.0,-0.00609508,0.02311982,-0.02384789
2016-31,0.00854214,-0.0071908,-0.01806527,0.0,0.00752508,-0.0114082,0.00824694,0.01499375,0.01225323,-0.00784344,-0.00320641,0.0,-0.00716846,-0.01262116,0.002111,0.00561322,0.01184211,-0.00460193,-0.01867995,-0.01027984,0.00572597,0.00950312,-0.01240735
2016-30,0.008,0.00047962,-0.03525641,0.0074813,0.00753769,-0.02569409,-0.01714551,-0.03307785,0.01826421,0.00739875,0.0123839,0.00312415,0.01708205,0.01727506,0.0116341,0.03678161,0.02040816,0.02013109,0.03465982,0.03425871,-0.02009646,0.07686719,-0.07185809
2016-29,-0.00736127,0.00703713,0.03216374,0.00666112,-0.00664452,-0.02524102,0.01026838,0.01924652,-0.01767166,-0.01126978,-0.01554677,0.00504087,-0.00898814,-0.00634921,-0.01288682,0.00021976,0.0,-0.01021356,-0.01964512,-0.02834008,0.00931551,-0.0011611,-0.0014941
2016-28,0.01372998,-0.0038638,-0.01919386,0.0020816,0.00166044,-0.02017041,-0.00209692,0.00245399,0.00843767,0.01715455,0.01456051,0.00287121,0.00064923,-0.00020479,0.00492784,-0.02542283,0.0,0.00092894,0.0,0.0,-0.00161878,-0.05449591,0.05035743
2016-27,0.00686892,0.0067731,-0.02966579,-0.00083195,0.01042101,0.00630032,0.00093284,0.00367948,0.0144449,-0.00659444,-0.00198728,0.0,-0.0013903,-0.0072272,-0.00760756,0.01251709,0.0,0.0,0.0,-0.02763677,0.0,0.02335201,-0.02466732
2016-26,0.02848837,0.0508517,-0.0391336,-0.00247321,0.01442512,-0.03127148,-0.01137683,-0.02108678,0.0202514,0.00495241,0.01183825,-0.000272,0.0109839,0.00571312,0.01394737,-0.00496252,0.0,0.00975383,0.02559181,0.03682057,-0.00931174,-0.01270223,0.00901626
2016-25,-0.00804598,-0.00023946,-0.01418969,0.00082102,0.01493174,0.03269755,0.01762744,0.03882253,0.00178989,-0.07185629,-0.01460044,-0.0170432,-0.02039891,-0.00991984,-0.00862069,0.01568038,-0.01296296,-0.02251238,-0.03997577,-0.0568306,0.02169378,0.02719578,-0.03516654
2016-24,0.00231884,0.00311452,-0.00931507,-0.00123305,-0.000429,0.02830533,-0.00402939,0.00212675,0.00208507,0.00920003,-0.00586396,0.0,-0.00145164,0.00421687,-0.02109705,0.01921388,-0.00369004,0.00181488,-0.00606428,-0.00552486,-0.00206954,0.03555362,-0.03720172
2016-23,-0.00230282,0.00239063,-0.0020051,0.000819,0.01165803,0.0197417,0.01029693,0.0193715,0.00125383,-0.01414127,0.00430192,0.0,-0.00965007,0.00625946,-0.0161344,0.00722624,0.0,-0.00676895,-0.01793186,-0.01829925,0.00665004,0.01110453,-0.01458694
2016-22,0.01474057,-0.00385356,-0.03961606,0.00657354,0.00605275,-0.03649247,-0.01945617,-0.04125413,0.01974712,0.00254219,0.01281025,-0.00361156,0.02099641,0.0180031,0.00469363,0.03880495,0.0,0.01978831,0.04049844,0.04589235,-0.01995927,0.0798419,-0.07289542
2016-21,0.00588928,-0.02649472,0.00784792,-0.00081867,0.00303951,0.01468744,0.00708717,0.01843318,-0.00455192,0.00882519,0.00883179,-0.00293412,-0.00940897,-0.00576369,0.00093865,-0.01027552,0.0,-0.00502972,-0.01655426,-0.03551913,0.00451005,-0.02235492,0.0215204
2016-20,-0.01104009,0.03069116,0.01903237,-0.00367497,-0.00086693,0.01443186,0.00954426,0.01879539,-0.00901535,0.00646399,-0.01745407,-0.0149567,-0.00895928,-0.01240846,-0.00692685,-0.01137772,0.00716751,-0.0086246,-0.0210084,-0.01134522,0.00826446,-0.01916058,0.02217233
2016-19,0.00465658,-0.00354191,0.01233024,-0.00244499,0.00745614,0.01444444,0.0062395,0.01251618,-0.00506187,-0.00333594,0.00237436,0.0,-0.00602952,-0.00353393,-0.0130065,-0.0020159,0.0,-0.00451875,-0.01541197,0.00054054,0.00414766,-0.01085973,0.0035456
2016-18,-0.01919819,0.00235849,0.07812196,-0.00202347,-0.00862441,0.01650854,0.0106822,0.020327,-0.03810035,-0.01651568,-0.02985075,0.00527565,-0.01022313,-0.01796526,-0.01906314,-0.00626994,-0.0013238,-0.01245552,-0.02318841,-0.04244306,0.01306363,-0.00668022,0.01189602
2016-17,0.01728111,-0.01013434,0.0250345,0.00243704,-0.00641026,-0.03210011,-0.00735469,-0.03295311,-0.01307713,0.00918014,0.01096916,-0.01005353,0.01709713,0.0179586,0.00991171,0.04505229,-0.00662954,0.01819009,0.0345664,0.02572523,-0.01934953,0.08288601,-0.0868573
2016-16,-0.00684932,-0.00094473,0.00735002,0.00040453,0.00042717,0.00710771,0.00810682,0.01533873,-0.00517379,0.00995702,0.0093689,0.0097561,-0.00760387,-0.01433584,-0.00199203,-0.02451918,-0.00026511,-0.00589569,-0.01442308,-0.0021846,0.00619579,-0.05115437,0.05062937
2016-15,-0.00172117,-0.00306387,-0.02655205,0.00283172,0.01523727,0.0206627,0.01034898,0.0212305,0.01610502,-0.00279971,0.00524866,0.00132013,-0.01068223,-0.01417385,-0.00165728,-0.00746934,0.0,-0.00766456,-0.02244536,-0.01074691,0.00747508,-0.01440879,0.01551601
2016-14,-0.00346021,-0.00896438,0.01646563,0.00608766,0.00087413,0.00074349,0.00048054,-0.00216076,-0.00676224,-0.00967187,0.00505051,0.0,0.00080863,0.00587942,-0.00505385,0.0284006,0.00372737,0.00408534,-0.00118133,0.00053505,-0.0037144,0.05707079,-0.05611222
2016-13,0.01456876,0.0146283,-0.03240914,0.0130559,0.0026121,-0.03946667,-0.01883239,-0.03299916,0.01869541,-0.00222206,0.01354614,-0.00414669,0.01681133,0.0157767,0.0206325,0.01582278,0.00427236,0.01381215,0.03243574,0.04201681,-0.01382676,0.01340746,-0.03076725
2016-12,-0.00869061,-0.00568182,0.01305582,-0.00121902,-0.00217297,0.01717902,0.00639659,0.01221567,-0.00610832,-0.01592493,-0.01183983,0.0,-0.00582348,-0.00664184,-0.01436806,-0.00866451,-0.00292553,-0.00959342,-0.01153613,0.0,0.00859599,-0.01684679,0.01909055
2016-11,0.01774098,-0.00539906,-0.02995562,0.00284437,-0.0025974,-0.03695271,-0.01681457,-0.03155738,0.01275545,0.01265461,0.01753203,0.02103731,0.01594911,0.01731735,0.02028467,0.01844672,0.01161221,0.01621872,0.02734618,0.04571429,-0.01655897,0.03995396,-0.03619852
2016-10,0.00948429,0.01577061,-0.0283105,0.002442,-0.01023891,-0.02631123,-0.0171217,-0.02502018,0.01227078,0.00737822,0.00350972,0.0,0.01235141,0.01291723,0.0173913,-0.00386326,-0.00268817,0.00979021,0.02716361,0.01862631,-0.01003613,-0.00278689,0.00682198
2016-09,0.03052503,0.01133349,-0.07854884,0.00532787,0.02501097,-0.01704929,-0.00506912,-0.02284364,0.04142012,0.02165138,0.01595818,-0.00290237,0.01137539,0.0060141,0.00612423,-0.01094551,0.01321586,0.00847857,0.01873385,0.00644405,-0.00952381,-0.0197443,0.02162303
2016-08,-0.01094225,-0.00384986,0.0279768,-0.00205677,-0.00696561,0.01981575,0.00789596,0.01577032,-0.01508682,-0.0200751,0.0143534,-0.00263158,-0.00779221,0.00310945,-0.00542682,-0.00990214,-0.00222284,-0.00700935,-0.01636249,-0.03125,0.00720865,-0.02275294,0.01922827
2016-07,0.00864731,-0.00889423,-0.01542501,-0.00041135,0.00310559,0.00424704,0.00187617,0.00206526,0.00652742,0.004576,0.00846979,0.0,-0.00082592,-0.0013332,0.0,0.01106143,-0.00305556,0.00232342,-0.00369914,-0.04503527,-0.0028169,0.02304527,-0.02089172
2016-06,0.00246154,-0.02116025,-0.00425184,0.00872818,-0.00666963,-0.01460114,-0.00448113,-0.01248439,0.00203518,0.00538091,0.00453065,-0.00105194,0.00538911,0.00982198,0.00129377,0.02041304,0.00220872,0.00649351,0.01037218,0.0143093,-0.00765512,0.04067107,-0.04091471
2016-05,0.00369231,0.01424711,0.00755337,0.00208333,-0.01400438,-0.05026055,-0.02225281,-0.04651163,-0.00478677,0.00325433,0.0011325,0.01400862,0.02336054,0.02747833,0.02254851,0.03474131,-0.00439802,0.02041785,0.04829363,0.05017503,-0.02008665,0.06957328,-0.06794151
2016-04,0.01822753,0.0155902,-0.03492561,-0.00539195,0.01511111,-0.01413079,0.00525474,0.00430192,0.01824384,-7.169e-05,0.01826616,0.00013472,-0.00225967,-0.00915404,-0.00235417,-0.02259956,-0.00715072,-0.00570342,-0.002589,0.02942943,0.00313972,-0.04439709,0.04281346
2016-03,0.00501567,-0.01472754,-0.0233891,0.00880503,0.01657706,0.02750891,0.01033058,0.02173054,0.01236223,0.0066292,0.02884615,0.0054923,-0.01058449,-0.01299646,0.0,-0.01043563,-0.01329715,-0.00617577,-0.02049968,-0.02915452,0.00471698,-0.01815959,0.0179655
2016-02,-0.00747664,-0.00539877,0.04342314,0.00462185,-0.00714605,-0.01106269,-0.00593472,-0.01211411,-0.01844202,-0.02056862,-0.02110437,0.02965517,0.00621469,-0.00041524,-0.01016715,0.0058309,0.00490864,-0.00142248,0.01099612,0.01123596,0.00039401,0.0119131,-0.01269276
2016-01,-0.01226242,-0.00844511,0.0492562,-0.01212375,-0.02445415,-0.01538971,-0.0086344,-0.01788491,-0.02943288,-0.01290949,-0.01472879,-0.05191578,0.00811168,0.00820779,-0.00120482,0.01714356,-0.00081744,0.00473934,0.01558442,0.00705882,-0.00512013,0.02985612,-0.03248848
2016-00,-0.00241984,0.01153374,-0.01740453,0.00041632,0.01051709,0.0257732,0.00946227,0.01956869,0.0051231,-0.00933553,0.00452105,0.0,-0.00949544,-0.01421849,-0.0042746,0.00136612,-0.00700242,-0.00844674,-0.02021478,-0.00526624,0.00755167,0.00128135,-0.00238365
