Week,CEW,CNY,CROC,CYB,DBV,DRR,EUFX,EUO,FXA,FXB,FXC,FXCH,FXE,FXF,FXS,FXY,INR,UDN,ULE,URR,UUP,YCL,YCS
2019-03,0.01038251,0.01357466,-0.01865189,0.0109247,0.00414422,0.0017452,-0.00459348,-0.00969697,0.008882,0.01981695,0.00991848,0.00794093,0.00534858,0.0048185,-0.00202742,-0.00057313,0.00049322,0.00573066,0.00947867,-0.00900901,-0.00469484,-0.00329747,-0.00013559
2019-02,0.00054318,-0.00402235,0.01039698,-0.003108,0.0112782,0.0184856,0.00951497,0.01899257,-0.00376464,-8.013e-05,0.00189343,-0.00663533,-0.00894487,-0.01452937,-0.00736842,-0.01393926,-0.07045455,-0.00805687,-0.02051621,-0.02173913,0.00788644,-0.02950153,0.0315892
2019-01,0.00217984,0.0453584,-0.01694284,0.01333856,0.02479692,0.0205036,0.00139438,0.00041288,0.00814721,0.00597545,0.0017589,0.0118981,-0.00118559,-0.00388982,-0.00484699,0.00136596,0.0794897,0.0,-0.00132363,0.0,0.00039448,0.00290897,-0.00247866
2019-00,0.0121547,-0.00648448,-0.01511289,0.01115094,0.01529962,0.01796514,0.0053389,0.01030928,0.01211862,-0.00072786,0.01916134,0.00210911,-0.00502375,-0.00368887,-0.01344061,0.01079095,0.0,0.0,-0.01388889,-0.01910828,0.00039293,0.02015639,-0.02085026
2018-51,0.00444939,0.0011609,0.00308418,0.0,-0.04101077,-0.01799127,-0.00208382,-0.00409668,-0.00185238,-0.0017022,-0.00456684,0.0038141,0.00275053,0.00487701,0.00956799,0.00092432,0.0,-0.00095465,0.004,0.31231003,-0.00195695,0.00052715,-0.00066916
2018-50,-0.00222346,-0.02695853,0.03600225,-0.00238854,-0.00498132,-0.01583986,-0.00069109,-0.00121605,-0.01889433,0.00081726,-0.01351167,-0.00070542,0.00092183,-0.00255346,0.000387,0.0134545,0.0343261,0.0,0.0006734,-0.20435308,-0.00116777,0.02378774,-0.0232588
2018-49,0.0,0.01285347,0.00188076,0.00278552,0.00374065,0.01695514,0.00507497,0.01138211,-0.00153631,0.00172371,0.00286611,0.00169635,-0.00497421,-0.0083793,0.00426894,-0.00071157,-0.0122164,-0.00433109,-0.01007388,-0.02504472,0.0027248,-0.0047891,0.00356961
2018-48,-0.00605394,0.00482315,0.03648915,-0.00316706,-0.01516393,0.0,-0.00553889,-0.01016673,-0.02088167,0.0008909,-0.0077957,0.00098578,0.00580752,0.00941781,-0.00057776,0.00892326,0.02087045,0.00288046,0.01007388,0.00119403,-0.00467836,0.01663894,-0.01710376
2018-47,0.00724234,0.00280243,-0.02130493,0.00320513,0.00082271,0.01009564,0.00230574,0.00284206,0.00944969,-0.00555243,-0.00229451,0.0,-0.00101495,-0.00064199,-0.00222955,0.00130781,-0.04287454,0.00048146,-0.00604839,0.0,0.0,0.00148121,0.00025445
2018-46,-0.00276855,-0.00562984,0.01626331,0.00440882,0.00414422,0.00195209,0.00653137,0.02158572,-0.00854348,-0.00312901,-0.00187819,0.0,-0.01031492,-0.00415114,-0.01273337,-0.00259128,0.00399102,-0.00810682,-0.01911668,-0.01121606,0.00668765,-0.00780399,0.00543619
2018-45,0.01403706,0.0032887,-0.02969367,0.00884244,-0.00653862,-0.03432377,-0.00298507,-0.0308,0.02239642,-0.00184487,0.00687888,0.0,0.01609752,0.0099524,0.01225323,0.00881057,0.0,0.01014983,0.02927161,0.0,-0.01165501,0.01726378,-0.01622924
2018-44,-0.00612131,0.00164204,-0.00908575,-0.00079904,-0.00247117,-0.03096508,0.0051139,0.01361948,0.00334915,-0.00506169,-0.00773849,0.00640114,-0.00650302,-0.00107608,-0.00221858,-0.00544701,-0.02909091,-0.0066762,-0.01456954,0.03418803,0.00353913,-0.01467351,0.01179487
2018-43,0.01414027,0.00637394,-0.04234054,0.01329037,0.00082988,-0.00223138,0.0,-0.00123406,0.01864238,0.01280193,0.00321242,0.00071174,0.00055061,-0.00246675,0.01100292,-0.00682273,0.0,0.00047847,0.00199601,0.0,-0.00039293,-0.01316264,0.02002094
2018-42,-0.00280112,0.0,-0.00091258,-0.00521879,0.00713087,0.05965806,0.00491688,0.01170079,0.00156095,-0.01041501,0.00133476,-0.0012795,-0.0051941,-0.00074667,-0.01275168,0.0094451,0.0,-0.00380228,-0.00917431,0.0,0.00355872,0.02162457,-0.01784329
