Name,SR_month,Omega_month,RisknessR_month
SGOL,0.10536087154475364,0.16599911436187664,6.064944259360299
IAU,0.09446817825052652,0.16046363730915317,5.460472874473396
GLD,0.09073357422577734,0.1525237488898391,5.235196328480469
DGL,0.06553898279615902,0.1058964812351802,3.7258207226232845
UGL,0.09113719328907842,0.15356862789373488,2.6400367624281564
DGP,0.09682345175913266,0.16871919280096617,2.590877105929357
UBG,0.034972306508664654,0.054190903060451864,1.9316593977289582
UGLD,0.09198742891739685,0.15529694132097863,1.771171945725584
DGLD,-0.1275174389369087,-0.16749780284827043,-2.380625951574807
DZZ,-0.11714205399554546,-0.13534301159822854,-3.298746334087916
GLL,-0.1502898185316426,-0.20045763805531816,-4.277208735511107
DGZ,-0.1605455604295109,-0.21541192753653243,-9.173500262845689
