Week,DGL,DGLD,DGP,DGZ,DZZ,GLD,GLL,IAU,SGOL,UBG,UGL,UGLD
2016-15,-0.01780856,0.05274024,0.02396857,0.01760563,0.03648425,-0.01757894,0.03633611,-0.01732673,-0.01739912,-0.02314815,-0.03555772,-0.0547138
2016-14,0.0209826,-0.06086221,0.03132729,-0.02043597,-0.05945122,0.01962979,-0.04178929,0.02047782,0.02111486,0.02428891,0.04082163,0.06139535
2016-13,0.00280326,-0.01060917,-0.00657624,-0.00409836,0.00931677,0.00283019,-0.00816858,0.00254669,0.00235413,0.01528176,0.00489565,0.00734619
2016-12,-0.02148389,0.06477293,-0.03575685,0.02090592,0.0371567,-0.02210827,0.03905485,-0.02164863,-0.02201336,-0.01780137,-0.04136735,-0.06384814
2016-11,0.01662469,-0.05459318,0.03096467,-0.01863354,-0.02861685,0.01637397,-0.03378216,0.0176619,0.01613574,0.02652352,0.02791049,0.04042179
2016-10,-0.00494193,0.04051496,-0.00192382,0.01492537,0.03040541,-0.014281,0.03101958,-0.01390025,-0.01424294,-0.0104071,-0.02834008,-0.04231082
2016-09,0.01780788,-0.05000887,0.03827362,-0.0125,-0.03870968,0.01601483,-0.03360835,0.01501251,0.01694215,0.04031746,0.03142009,0.04935065
2016-08,0.01261586,-0.04504065,0.0227752,-0.01747312,-0.03759398,0.01402719,-0.02852234,0.01373391,0.01374979,-0.00693569,0.02137643,0.03943662
2016-07,0.02673936,-0.07067813,0.07842288,-0.03,-0.06213018,0.02448375,-0.04786634,0.02506482,0.0238319,0.02322581,0.05323093,0.07210626
2016-06,0.03837118,-0.12143951,0.07387863,-0.04566512,-0.09738372,0.03979619,-0.08194735,0.03826087,0.03986568,0.04373178,0.07906727,0.11907067
2016-05,0.04022039,-0.11250485,0.07838364,-0.03882279,-0.08376289,0.03951874,-0.08043371,0.03849679,0.03900227,0.0,0.07900208,0.11936937
2016-04,0.00729517,-0.02822728,0.01413428,-0.00917993,-0.0173482,0.00820136,-0.02290724,0.00653595,0.00832024,0.01310198,0.01663586,0.02386635
2016-03,0.01058352,-0.03068966,0.0210084,-0.01079784,-0.02253855,0.00980958,-0.02313929,0.00857143,0.00952381,-0.00981767,0.01826338,0.02395965
2016-02,-0.00766392,0.01377378,-0.01242236,0.00422705,0.01445783,-0.00630132,0.01398148,-0.00567644,-0.00636704,-0.00426591,-0.01012979,-0.01856436
2016-01,0.02427044,-0.08083471,0.05469169,-0.0272997,-0.05677868,0.02711634,-0.05349831,0.02697495,0.02678742,0.03322499,0.05628272,0.0848564
2016-00,-0.00900639,0.02485412,-0.01626898,0.00884956,0.01603666,-0.00792021,0.01507318,-0.00872093,-0.00729017,-0.01092896,-0.01523683,-0.02513228
2015-51,-0.00259142,0.00731626,-0.00478215,0.00178678,0.00350058,-0.00096946,0.00312472,-0.00096154,-0.00133118,-0.00543085,-0.00519312,-0.00388601
2015-50,0.00145985,-0.00962759,0.00437637,-0.0017616,-0.00340522,0.00245604,-0.00476562,0.00194742,-9.617e-05,0.00146843,0.00334336,0.00268097
2015-49,0.00404975,-0.01049216,0.00752688,-0.0035524,-0.00692841,0.00428558,-0.00834505,0.00386473,0.00410736,-0.01322846,0.00885246,0.01436031
2015-48,0.02039627,-0.06266456,0.04143948,-0.02056404,-0.04095563,0.0206044,-0.04338432,0.02140078,0.02020202,0.01894353,0.04287139,0.05843293
2015-47,-0.00901425,0.02425591,-0.01952278,0.00765156,0.016,-0.00987678,0.01851852,-0.00872939,-0.00959049,0.00402341,-0.01944628,-0.03157895
2015-46,-0.0057323,0.01302572,-0.01262493,0.00536673,0.00935673,-0.00597821,0.00999019,-0.00573614,-0.00586178,-0.04350877,-0.01122875,-0.01761006
2015-45,-0.00768574,0.02480271,-0.01911157,0.00840841,0.01423488,-0.00804598,0.02067652,-0.00759734,-0.00798197,0.0,-0.01674037,-0.02583026
2015-44,-0.04019688,0.12945638,-0.08166189,0.04049844,0.08035714,-0.04134819,0.08449605,-0.04109589,-0.04108723,-0.05785124,-0.07897046,-0.12008734
2015-43,-0.01970706,0.05588035,-0.03720508,0.02112676,0.04312668,-0.01911514,0.03571063,-0.01957295,-0.01944909,0.01001669,-0.03773585,-0.05852674
2015-42,-0.00713342,0.00895193,-0.00808262,0.00450161,0.01089918,-0.00464203,0.01118012,-0.00354296,-0.00420389,0.00301407,-0.00904853,-0.0148662
2015-41,0.01174586,-0.03591682,0.02135393,-0.01214058,-0.02284946,0.01060102,-0.02172583,0.01068566,0.01109937,0.05693329,0.02108768,0.03238866
2015-40,0.01882674,-0.05813661,0.03707224,-0.01995012,-0.04086845,0.01930679,-0.04079254,0.02007299,0.0207394,0.0,0.03773585,0.05621622
2015-39,0.00465371,-0.01983635,0.01004785,-0.00620732,-0.01265823,0.00525733,-0.01292064,0.00548446,0.00615385,-0.0298204,0.01051095,0.01530055
2015-38,0.01175827,-0.03948508,0.02386635,-0.0136646,-0.02534854,0.01179397,-0.02554709,0.01279707,0.01210698,0.02643478,0.024156,0.03579176
2015-37,0.02766909,-0.07900521,0.05691463,-0.02674772,-0.05224787,0.02814912,-0.0568485,0.02705224,0.02731887,0.01482527,0.05472788,0.08208092
2015-36,-0.01270017,0.03728489,-0.02626459,0.01230769,0.02487562,-0.01264881,0.0254357,-0.01199262,-0.01412558,-0.02172414,-0.02436126,-0.04004449
2015-35,-0.01227496,0.03555941,-0.02330005,0.011201,0.02290076,-0.01222202,0.02509653,-0.0136612,-0.01153673,-0.00644723,-0.02343072,-0.03433476
2015-34,-0.01823545,0.0487206,-0.03133641,0.01899937,0.04095112,-0.01655659,0.02887658,-0.01705566,-0.01703185,-0.02633356,-0.03360403,-0.04610656
2015-33,0.03850416,-0.10996724,0.07349339,-0.03975535,-0.08108108,0.03733781,-0.07248933,0.03799815,0.03727106,0.02853214,0.07502233,0.11811024
2015-32,0.01009818,-0.03033036,0.02110553,-0.01086301,-0.02155689,0.01068861,-0.02186484,0.01125704,0.01197438,0.02141854,0.02169264,0.03033839
2015-31,0.00541774,-0.01556629,0.01088647,-0.00535077,-0.01044084,0.00528338,-0.01069238,0.00667302,0.00565131,-0.01283422,0.01164987,0.01587302
2015-30,0.00198132,-0.00361327,0.00204394,-0.0005988,-0.00117647,0.00066756,-0.0059334,0.0,0.00046751,0.00176866,0.00031037,-0.00119048
2015-29,-0.00364554,0.00582633,-0.00802407,0.003621,0.00476758,-0.00331126,0.00575384,-0.0028169,-0.00334045,-0.00807301,-0.00641809,-0.00931315
2015-28,-0.02240597,0.06795237,-0.04434389,0.02147821,0.04308094,-0.02108298,0.04230503,-0.02232143,-0.02085543,-0.02634211,-0.04339414,-0.06573705
2015-27,-0.00502114,0.01932045,-0.01064774,0.00382166,0.01196809,-0.00508656,0.01169473,-0.00530973,-0.00533823,-0.00266046,-0.01164996,-0.00974659
2015-26,-0.01203558,0.03729508,-0.02308362,0.01222651,0.02297297,-0.01158574,0.0244303,-0.01053556,-0.01110533,-0.0036208,-0.02368281,-0.03483992
2015-25,-0.01302423,0.02561263,-0.01939655,0.00839793,0.01775956,-0.0095037,0.01897553,-0.00873362,-0.00888467,-0.00718719,-0.01451954,-0.03148148
2015-24,0.01118336,-0.03564988,0.02321582,-0.01292825,-0.02325581,0.01222193,-0.02490956,0.01133391,0.01233078,-0.00651042,0.02311531,0.03508772
2015-23,0.0055205,-0.01808924,0.01230769,-0.00639386,-0.01072386,0.00586302,-0.01193004,0.00528634,0.00583725,0.01293532,0.00856531,0.01520913
2015-22,-0.01633394,0.04678363,-0.03250642,0.0162022,0.03021978,-0.0154386,0.03026534,-0.01565217,-0.01599037,-0.02804642,-0.03316793,-0.04931507
2015-21,0.00077882,-0.00430795,0.00514801,-0.00194301,-0.00274725,0.00166798,-0.00175892,0.00261324,0.00180816,0.0,0.00313643,0.00641613
2015-20,-0.01685111,0.04646925,-0.03182917,0.01671123,0.03665689,-0.01633764,0.0308283,-0.0160473,-0.01652065,-0.01702396,-0.03315324,-0.04833333
2015-19,0.03518374,-0.10079213,0.07084233,-0.03483871,-0.0707483,0.03523298,-0.0670288,0.03496503,0.03444703,0.03570259,0.0712408,0.10701107
2015-18,0.00025947,-0.00110026,-0.0008558,0.00064767,0.00275103,-0.00113935,-0.00020642,0.00087032,-0.00060158,0.00097624,-0.00078186,0.0
2015-17,-0.02255832,0.06027008,-0.04013378,0.02030124,0.04219409,-0.01950923,0.03951528,-0.02063629,-0.0198045,-0.02214377,-0.03647029,-0.06474191
2015-16,-0.01469072,0.04142422,-0.02917548,0.01497396,0.03055556,-0.01455718,0.02668466,-0.01384083,-0.01427472,-0.01615509,-0.02729848,-0.04529307
2015-15,0.00282341,-0.01079338,0.00755668,-0.00327011,-0.00840336,0.00399514,-0.00523615,0.00258398,0.00306435,0.00484183,0.00664112,0.00877193
2015-14,-0.00582721,0.01794049,-0.0130719,0.00729443,0.01294964,-0.00617019,0.01136485,-0.00680272,-0.00630199,-0.01483118,-0.01367479,-0.02186712
2015-13,0.01377339,-0.04309882,0.02621401,-0.01355713,-0.02864939,0.01345055,-0.02681758,0.01396161,0.01335746,0.01272431,0.02398957,0.04174229
2015-12,0.00827729,-0.02001089,0.01449275,-0.00582902,-0.01373626,0.00673725,-0.01335388,0.00781929,0.00626179,0.01040989,0.01008012,0.01696429
2015-11,0.02426667,-0.07561156,0.05220154,-0.02328508,-0.04421326,0.0249075,-0.05112652,0.02417189,0.02458437,0.02619208,0.04471879,0.07324219
2015-10,-0.01003168,0.02620532,-0.02086107,0.00825921,0.01992032,-0.00973475,0.01938213,-0.00975177,-0.00937117,-0.01419142,-0.01993534,-0.03219697
2015-09,-0.03342689,0.10246361,-0.06672192,0.0328084,0.06488011,-0.03302213,0.06689735,-0.03175966,-0.03314402,-0.04044586,-0.06380832,-0.0984589
2015-08,0.00332651,-0.0241499,0.01583993,-0.0078534,-0.01265823,0.00632418,-0.01395833,0.00687876,0.00773283,0.00641026,0.01340415,0.02502157
2015-07,-0.00559796,0.01632423,-0.01319044,0.00592105,0.00992908,-0.00629256,0.0135718,-0.00769231,-0.00540952,-0.00063553,-0.01326658,-0.01784197
2015-06,-0.01064093,0.02954165,-0.02066277,0.01078894,0.01783061,-0.00998573,0.01904551,-0.00916667,-0.01020072,-0.00932836,-0.02275421,-0.03051643
2015-05,-0.03151311,0.09611587,-0.06125461,0.02973721,0.05946792,-0.03087731,0.06329557,-0.03079417,-0.03084195,-0.03294047,-0.06051744,-0.08868061
2015-04,0.00382958,-0.01553976,0.00658135,-0.00208623,-0.00789889,0.00374014,-0.01068953,0.00322841,0.00302958,0.00120373,0.00355872,0.00352609
2015-03,0.0,-0.00306487,0.00035855,0.0,0.0,0.00024155,-0.00131752,0.0,0.00063166,0.0,0.00174368,0.00068399
2015-02,0.03402881,-0.09954418,0.06497065,-0.03669113,-0.07670043,0.03340081,-0.06518422,0.03433836,0.03417742,0.0282841,0.06749641,0.09882353
2015-01,0.01220753,-0.03806134,0.02417042,-0.014295,-0.0260989,0.01260794,-0.02796768,0.0119863,0.01219306,0.01197024,0.02636866,0.0379107
2015-00,0.00077801,-0.00995475,0.00594732,-0.00255265,-0.00529101,0.00360693,-0.00796258,0.0034904,0.0033641,0.00749674,0.00415153,0.00620018
2014-51,0.02042954,-0.06214901,0.03896104,-0.02021478,-0.03766234,0.02025766,-0.03647208,0.01938326,0.02047573,-0.00360419,0.03863456,0.055505
2014-50,0.00360639,-0.00985286,0.00628931,-0.00192926,-0.00670241,0.00332197,-0.00403714,0.00434028,0.00368624,-0.00064454,0.00588988,0.00954861
2014-49,0.01426388,-0.04850445,0.02706027,-0.01559454,-0.03021978,0.01407842,-0.0311376,0.01457976,0.01397831,0.0212492,0.02825706,0.04347826
2014-48,-0.01770807,0.05071077,-0.03601781,0.01699346,0.0375,-0.01844227,0.03650546,-0.01787234,-0.01859174,-0.01685751,-0.03737399,-0.05323505
2014-47,-0.02993093,0.08685415,-0.05311203,0.02842377,0.05826558,-0.02606203,0.05367089,-0.02588438,-0.0259032,-0.02027027,-0.05225953,-0.08114962
2014-46,0.01189245,-0.03526129,0.02324598,-0.01024328,-0.02526596,0.01174923,-0.0230273,0.01219512,0.01143791,0.01299123,0.02286155,0.03466205
2014-45,0.03824552,-0.10387526,0.07394049,-0.03589109,-0.06849315,0.03630273,-0.07089032,0.0359389,0.03686268,-0.00163773,0.07350521,0.11578947
2014-44,0.00894501,-0.02980093,0.01442308,-0.00941029,-0.01540436,0.00731164,-0.01692161,0.00708592,0.00708661,0.00559947,0.01114354,0.01725704
2014-43,-0.0488291,0.14404202,-0.09051555,0.04758757,0.09659091,-0.04573945,0.09544927,-0.04621849,-0.04689186,-0.05538173,-0.0914532,-0.13576416
2014-42,-0.01251534,0.03802776,-0.02444614,0.01343183,0.02635432,-0.01210351,0.02464177,-0.01242751,-0.01252251,-0.00745342,-0.0246569,-0.03703704
2014-41,0.00447094,-0.01450488,0.00819992,-0.00530504,-0.01,0.00396558,-0.00616628,0.00502934,0.00438669,0.01257862,0.0056872,0.01299694
2014-40,0.01369863,-0.04082167,0.02687296,-0.01298701,-0.0260631,0.0134448,-0.02726348,0.01368691,0.01386306,0.01112878,0.02669963,0.04312449
2014-39,-0.02087,0.06216578,-0.04356515,0.02027469,0.03894298,-0.02067846,0.04070067,-0.02122241,-0.02053991,-0.01835443,-0.04182879,-0.06115965
2014-38,0.00075472,-0.00585106,0.00361011,-0.0019595,-0.00277778,0.00179718,-0.00318799,0.00255102,0.00193083,-0.00221309,0.00219085,0.00636436
2014-37,-0.01313507,0.04359939,-0.02831652,0.01192053,0.0256776,-0.01306473,0.02755989,-0.01256281,-0.01330579,-0.01093067,-0.02858493,-0.04027356
2014-36,-0.02066618,0.06185869,-0.04152637,0.01952862,0.03676471,-0.01946492,0.04147921,-0.01975309,-0.0199724,-0.03028468,-0.03900547,-0.06038821
2014-35,0.00241022,-0.0069121,0.00515274,-0.00203666,-0.00298954,0.00337032,-0.00667631,0.00244698,0.00233664,-0.02311111,0.00426774,0.0077193
2014-34,0.009319,-0.02476542,0.01772152,-0.00820793,-0.01820941,0.00912498,-0.01638974,0.00890688,0.00935028,0.01052632,0.01765615,0.02527322
2014-33,-0.01500938,0.04318292,-0.0275838,0.01462396,0.02830189,-0.01416453,0.02715038,-0.01509134,-0.01436533,-0.02117024,-0.02809706,-0.0420712
2014-32,-0.0018622,0.00858936,-0.00756014,0.00351124,0.00479233,-0.00381073,0.00558859,-0.00394322,-0.00358228,0.0,-0.00942014,-0.01136364
2014-31,0.01820331,-0.05315146,0.03470255,-0.01726519,-0.03560372,0.01774337,-0.03554584,0.01842949,0.01811709,0.01243707,0.03564485,0.0542328
2014-30,-0.0102588,0.02730989,-0.0206754,0.00979706,0.01746032,-0.00955566,0.01921264,-0.01027668,-0.00960337,-0.01286174,-0.02038243,-0.0292249
2014-29,-0.00555427,0.00661704,-0.01020061,0.00492611,0.00963082,-0.00435333,0.00714626,-0.00393082,-0.00411427,-0.00262391,-0.00914951,-0.01307597
2014-28,0.00349,-0.00980392,0.00549451,-0.00280308,-0.0063593,0.00326122,-0.00566773,0.00394945,0.00343321,0.00116925,0.00608349,0.00694444
2014-27,0.01473297,-0.04106604,0.02759085,-0.01414427,-0.02917342,0.01385609,-0.02712108,0.01486698,0.01413564,0.0130814,0.02856556,0.04411765
2014-26,-0.00707763,0.01934269,-0.01293962,0.00641026,0.01480263,-0.00687285,0.01497991,-0.00776398,-0.00712971,-0.00837182,-0.01436956,-0.02271369
2014-25,-0.00092123,0.00250042,-0.00168691,0.0,-0.0016129,-0.00149783,0.0037108,-0.00234742,0.00085093,0.00174825,-0.00185452,-0.00061463
2014-24,0.03538131,-0.10451977,0.06690778,-0.0353021,-0.07142857,0.03332789,-0.06546627,0.0324412,0.03407633,0.03032122,0.06821192,0.10095498
2014-23,0.01916545,-0.05737007,0.03683036,-0.01938503,-0.03757225,0.01914629,-0.03710095,0.01976936,0.01869159,0.02209267,0.03795455,0.05476529
2014-22,0.00807043,-0.02236111,0.01550095,-0.00729927,-0.015625,0.00760234,-0.01694915,0.00830565,0.00737221,0.00710754,0.01616628,0.02036364
2014-21,-0.01391889,0.03734622,-0.02441691,0.01010782,0.02052786,-0.01165367,0.023935,-0.01060359,-0.01207049,-0.01513775,-0.0233853,-0.03588682
2014-20,-0.00117316,0.00249299,-0.00069711,0.0,-0.00152905,-0.00056189,0.00091691,0.0,-0.00086594,-0.01176471,-0.0014919,-0.00128866
2014-19,-0.00280767,0.00704777,-0.00658351,0.00345066,0.0030722,-0.00352169,0.00587017,-0.00238663,-0.00298625,0.00800474,-0.00593095,-0.01084184
2014-18,-0.01781995,0.04959742,-0.0332316,0.01674808,0.03616352,-0.01679607,0.03383459,-0.01652242,-0.01655012,-0.01784669,-0.03256586,-0.04888614
2014-17,0.00046751,-0.00483921,0.00207972,-0.00206897,-0.00307692,0.00144138,-0.00355545,0.00079554,0.00117823,0.00621302,0.00169348,0.00319081
2014-16,0.00893487,-0.02912324,0.0192712,-0.00960219,-0.01823708,0.00957824,-0.0197346,0.00879297,0.00947343,0.01311866,0.01967073,0.03049968
2014-15,-0.02355362,0.0688911,-0.04736668,0.02542373,0.0516129,-0.02424716,0.04877756,-0.02408702,-0.02386617,-0.02460203,-0.04824384,-0.07295374
2014-14,0.01565786,-0.04837959,0.03257103,-0.01655172,-0.03384615,0.01617164,-0.03290676,0.0159109,0.01632909,0.01625296,0.03210137,0.04895105
2014-13,0.01583176,-0.04454477,0.02966102,-0.01569966,-0.02865762,0.01585632,-0.0313024,0.01527331,0.01554692,0.01222421,0.03172205,0.04849279
2014-12,-0.01410079,0.0413738,-0.02610169,0.01253482,0.02503912,-0.0128388,0.02257652,-0.01338583,-0.01328259,-0.01028504,-0.02607616,-0.03931204
2014-11,-0.02303433,0.07095264,-0.0467581,0.02543605,0.05128205,-0.02408083,0.04886981,-0.02415094,-0.02428125,-0.02133034,-0.0480167,-0.07138994
2014-10,0.03115124,-0.09166384,0.06118485,-0.03276353,-0.06710311,0.03074421,-0.0588164,0.03076923,0.03099126,0.03173242,0.06030745,0.09496568
2014-09,-0.00939808,0.02483933,-0.01843611,0.00934579,0.02003339,-0.00921022,0.01651874,-0.00990854,-0.00925438,-0.01103878,-0.01839659,-0.0294936
2014-08,-0.009948,0.02511301,-0.02014295,0.01210826,0.02960526,-0.01062098,0.01901095,-0.00925212,-0.00989346,-0.00486827,-0.02115879,-0.03489703
2014-07,0.00526677,-0.00597931,0.00199402,-0.00210674,-0.00318979,0.00141287,-0.005171,0.00077942,0.002002,0.0,0.00283229,0.00653983
2014-06,0.03468757,-0.09904569,0.06768792,-0.03576248,-0.0761347,0.03441263,-0.06717641,0.03559871,0.03407549,0.01474128,0.06888309,0.10442829
2014-05,0.00746628,-0.02475453,0.0142596,-0.0073187,-0.01566952,0.00700626,-0.01519983,0.00819672,0.00703258,0.00761963,0.01449599,0.02199313
2014-04,-0.00820661,0.02289867,-0.01433824,0.00863214,0.01843972,-0.00719246,0.01328553,-0.00821693,-0.00754136,-0.00885767,-0.01656222,-0.02624309
2014-03,0.0222168,-0.06385798,0.04280886,-0.02427822,-0.04854369,0.02163743,-0.04411007,0.02242525,0.02113368,0.02128973,0.0441951,0.06490728
2014-02,-0.00048263,0.00109111,-0.00146951,0.00066401,0.00142045,-0.00074368,0.00147399,-0.00082169,-0.00089141,0.00276074,-0.00089546,-0.00551344
2014-01,0.00635386,-0.02054436,0.01355932,-0.00720367,-0.01243094,0.00635983,-0.01503529,0.00666112,0.00681837,0.00866337,0.01495284,0.02004295
2014-00,0.0344391,-0.09857496,0.06897943,-0.03286979,-0.06426735,0.03379842,-0.06605662,0.03534483,0.03468208,0.02799873,0.06907571,0.10555556
2013-51,0.01390996,-0.04034446,0.02774427,-0.01265823,-0.02322581,0.01341179,-0.02590327,0.01376936,0.01281181,0.0169763,0.02644466,0.03785489
2013-50,-0.0329188,0.09020218,-0.06257025,0.03139307,0.06043956,-0.03133094,0.06186198,-0.0315877,-0.03042729,-0.03302469,-0.06160164,-0.09830269
2013-49,-0.00268358,0.00283725,-0.00598802,0.00261609,0.00687758,-0.00283996,0.00111891,-0.00166251,-0.00286791,-0.00585877,-0.00727603,-0.01058574
2013-48,0.00844511,-0.02714547,0.0159038,-0.00707395,-0.01460823,0.0082497,-0.01696245,0.00930626,0.00683333,0.00564086,0.01578327,0.02227171
2013-47,0.00218023,-0.00717641,0.00480236,-0.00065876,0.0,0.00199236,-0.00431344,0.00082508,0.002036,-0.00183038,0.00201839,0.00688231
2013-46,-0.02491103,0.07458143,-0.05095541,0.02211796,0.04322767,-0.02424736,0.04854369,-0.02427184,-0.02441944,-0.02636309,-0.04914852,-0.07124352
2013-45,0.00376471,-0.01101851,0.00626523,-0.00202703,-0.00584795,0.00363284,-0.00682631,0.00321285,0.00340513,0.000891,0.00508475,0.00882724
2013-44,-0.0202113,0.05836988,-0.03915063,0.02004147,0.03664122,-0.01995111,0.0391846,-0.02039216,-0.0196488,-0.02264151,-0.04128719,-0.0592723
2013-43,-0.02785826,0.085639,-0.05506884,0.02916074,0.05996759,-0.02765012,0.05555556,-0.02741813,-0.02749399,-0.02852302,-0.05903637,-0.08216971
2013-42,0.02845342,-0.08235294,0.0542687,-0.0276434,-0.05359877,0.02740589,-0.05347654,0.02740799,0.02734647,0.02818948,0.05579053,0.08391608
2013-41,0.03223513,-0.09853619,0.06841546,-0.03014066,-0.05619597,0.03272816,-0.06649132,0.03319838,0.03289421,0.02970297,0.06596476,0.10077022
2013-40,-0.04442925,0.12767898,-0.07951571,0.03961084,0.07894737,-0.03948605,0.0803531,-0.04049844,-0.03987706,-0.0409576,-0.07765641,-0.11788155
2013-39,-0.01339083,0.03427788,-0.02595717,0.01395673,0.02015504,-0.01287252,0.02412381,-0.01318852,-0.01361689,-0.01465096,-0.02713331,-0.04357542
2013-38,0.01163321,-0.03760963,0.02391874,-0.0111034,-0.02009274,0.01113289,-0.02393527,0.01092044,0.01230959,-0.00201323,0.02243844,0.03286119
2013-37,0.01864641,-0.05678592,0.02641257,-0.01169993,-0.02130898,0.01194148,-0.03304158,0.01100629,0.0124903,0.01837806,0.02074522,0.02651297
2013-36,-0.04730903,0.14280931,-0.09139466,0.0442992,0.08768971,-0.04547831,0.09323069,-0.04531947,-0.04592061,-0.04512933,-0.09017569,-0.13574879
2013-35,-0.01745795,0.04885362,-0.03204578,0.01701183,0.03502627,-0.01663979,0.03498542,-0.01604668,-0.01632624,-0.01301518,-0.03217436,-0.0503663
2013-34,-0.00536366,0.01532105,-0.01103368,0.00587803,0.01557093,-0.00612772,0.00984915,-0.00660793,-0.00644227,-0.00462333,-0.01209253,-0.01865672
2013-33,0.02157165,-0.06517602,0.04236513,-0.02426838,-0.04878049,0.02189228,-0.04366297,0.02108434,0.02229986,0.01752434,0.04371081,0.06492199
2013-32,0.02816584,-0.08169597,0.05343511,-0.02859135,-0.05581395,0.02671726,-0.05624297,0.02617398,0.02681352,0.02509267,0.05422034,0.08319914
2013-31,0.00926569,-0.02929608,0.01779121,-0.00949153,-0.01470588,0.00922832,-0.01943707,0.00870253,0.00850101,0.00703194,0.01439578,0.0273097
2013-30,-0.01786118,0.05298972,-0.03247588,0.0201669,0.04327666,-0.01642407,0.03471991,-0.01702786,-0.01739661,-0.01577287,-0.03220799,-0.05257453
2013-29,-0.0011274,0.000874,-0.00223499,0.00209351,0.00311526,-0.00046569,0.0005571,-0.0007716,-0.00045666,-0.00142857,-0.00038573,-0.00482574
2013-28,0.00702412,-0.02519705,0.01335159,-0.00868984,-0.01704545,0.00748913,-0.01579273,0.00801925,0.00726928,0.00951249,0.01411081,0.02150538
2013-27,0.03919182,-0.11177416,0.07564576,-0.03979461,-0.07973856,0.03865785,-0.07470936,0.0374376,0.03859102,0.03887689,0.07700918,0.11654387
2013-26,-0.02615163,0.0742104,-0.05016123,0.02604167,0.0551817,-0.025097,0.04974154,-0.02465078,-0.02430527,-0.02645985,-0.05090276,-0.07775653
2013-25,-0.03934426,0.11529294,-0.08657423,0.0310231,0.05639615,-0.03889292,0.0738052,-0.03694779,-0.03893945,-0.04036806,-0.07789256,-0.11504425
2013-24,-0.06691208,0.19695338,-0.13050994,0.06444759,0.12913386,-0.06518651,0.13289963,-0.06468401,-0.06532258,-0.06773128,-0.13016602,-0.19499768
2013-23,0.00410989,-0.01155268,0.0066092,-0.0042523,-0.00787402,0.00365835,-0.00755902,0.00296956,0.00351623,-0.02560647,0.00510653,0.00921234
2013-22,-0.02417815,0.06919462,-0.04646018,0.02310469,0.04909984,-0.02366127,0.0484241,-0.02261123,-0.02308024,0.0027027,-0.04715861,-0.06907037
2013-21,0.00238612,-0.01254155,0.00724008,-0.00141443,-0.00313972,0.00322122,-0.0085224,0.00298063,0.00257202,0.00494913,0.00478469,0.00740741
2013-20,-0.01028278,0.02796438,-0.02089215,0.00785714,0.016,-0.01006513,0.0109903,-0.00884304,-0.01016186,-0.0175583,-0.02040111,-0.03116652
2013-19,-0.05492899,0.17206816,-0.11027636,0.05040175,0.09698997,-0.05316767,0.11239122,-0.05319914,-0.0528778,-0.05388904,-0.10479632,-0.15400495
2013-18,-0.01829268,0.04892966,-0.03680203,0.01875469,0.03514938,-0.0179388,0.03075537,-0.01680672,-0.01746514,-0.01836999,-0.03657018,-0.05625238
2013-17,-0.00060951,-0.00089799,-0.00304183,0.00150038,0.00176056,-0.00147576,0.00218988,-0.00069979,-0.00124121,0.00103493,-0.0027946,-0.0045403
2013-16,0.02286074,-0.07030362,0.05001359,-0.01682516,-0.03193277,0.02182741,-0.04480135,0.02238267,0.02205935,0.02725087,0.04342801,0.06583851
2013-15,0.03193833,-0.09234423,0.07741542,-0.02392681,-0.0408805,0.03168076,-0.05948078,0.0318423,0.03166779,0.0250976,0.06609614,0.09589695
2013-14,-0.05479712,0.16998563,-0.11018254,0.05342903,0.1029703,-0.05395636,0.11270023,-0.05301047,-0.05483954,-0.04514397,-0.107272,-0.15895016
2013-13,-0.01304267,0.03473413,-0.02571186,0.01216545,0.02453988,-0.0120256,0.02300885,-0.01286174,-0.01204896,-0.02982955,-0.02499676,-0.03970917
2013-12,-0.0046408,0.01407841,-0.01055075,0.00976404,0.00824742,-0.00508889,0.00979955,-0.00512821,-0.00511784,-0.00448325,-0.01015424,-0.01603539
2013-11,0.00129798,-0.0054277,0.00316189,-0.002443,-0.00206612,0.00109409,-0.0031185,0.00128205,0.00113644,0.00377983,0.00256641,0.00385675
2013-10,0.00697061,-0.02594728,0.01215542,-0.00561347,-0.01202405,0.00660174,-0.01367694,0.0071568,0.0067325,0.00767018,0.01255949,0.01816085
2013-09,0.00302801,-0.0081716,0.00613766,-0.00398724,-0.00397614,0.00269206,-0.0055611,0.0019595,0.00257599,0.00409343,0.00546958,0.0087668
2013-08,-0.01287554,0.03412463,-0.02472293,0.00968523,0.02235772,-0.01231048,0.02399064,-0.0116129,-0.01194713,-0.01140143,-0.02428256,-0.03697479
2013-07,-0.01575825,0.04585576,-0.03153911,0.01462226,0.02464066,-0.01519346,0.0304869,-0.01538462,-0.01534672,-0.01982535,-0.0301089,-0.04585393
2013-06,-0.02575648,0.0767072,-0.05081382,0.02504174,0.04761905,-0.02467126,0.04948486,-0.02492212,-0.02438725,-0.02498281,-0.04906118,-0.0731031
2013-05,-0.00319262,0.00927508,-0.0065498,0.00338696,0.00669643,-0.00265432,0.00513726,-0.00307314,-0.00290698,0.00203989,-0.00611765,-0.00916325
2013-04,0.0071736,-0.02429245,0.01436442,-0.00753769,-0.01528384,0.00723688,-0.01538703,0.00807955,0.00789812,0.00661647,0.01502043,0.02163641
