Week,EMIF,FXU,GII,IDU,IGF,INXX,JXI,PSCU,PUI,RYU,SDP,UPW,VPU,XLU
2016-36,-0.02616945,-0.02536232,-0.01485375,-0.03224691,-0.01903292,-0.01981051,-0.02740657,-0.01621883,-0.03139199,-0.0327976,0.05896657,-0.05721584,-0.03193932,-0.03409091
2016-35,0.01723555,0.0036645,0.00537383,0.00096213,-0.00828586,0.02570922,-0.00795274,-0.00530632,0.00251151,-0.00039667,-0.00266588,0.0086865,0.00242571,0.00154902
2016-34,-0.00812458,-0.016956,-0.01773785,-0.02349802,-0.015629,-0.002693,-0.01949798,-0.01083032,-0.02472188,-0.02189496,0.0456482,-0.04682359,-0.02279287,-0.02479878
2016-33,-0.00266934,-0.00882471,0.0,0.00181645,0.0,0.01604278,-0.0064819,-0.01358437,-0.00123711,-0.00390727,-0.00060441,0.00153492,0.00170017,0.00306279
2016-32,0.01712915,-0.00238284,0.00671607,0.00222108,0.00824317,-0.01588703,0.00422692,-0.00235294,0.00040617,0.001288,-0.00185128,0.01428213,0.00217391,0.00367568
2016-31,0.01253482,-0.01871345,0.00326416,-0.02514153,0.00285048,0.00625,-0.02006543,-0.03585927,-0.03057624,-0.02574083,0.04700162,-0.04410719,-0.0238921,-0.02712363
2016-30,0.01796407,-0.00847458,0.01188811,-0.00988549,0.01063278,0.02898551,-0.00151679,-0.00803751,-0.00468019,-0.0103909,0.01690981,-0.02224797,-0.00962914,-0.01061615
2016-29,0.01196762,0.00858704,0.00396178,0.01088673,0.00337137,0.02228412,0.00764526,0.00828482,0.0082224,0.00845771,-0.02079948,0.01643192,0.01076923,0.0117746
2016-28,0.00680516,0.00508011,0.00141011,-0.00940516,0.0052356,0.00837989,-0.00500871,0.00066905,-0.00931315,-0.00323062,0.01645278,-0.01909197,-0.00878869,-0.00960735
2016-27,0.00985761,0.00314837,0.00933461,-0.00541383,0.00503045,0.01714286,-0.0039267,-0.00022356,-0.00961908,-0.00297214,0.00698835,-0.03297703,-0.00588682,-0.00622148
2016-26,0.06730038,0.04185474,0.05925182,0.02755171,0.05820106,0.07215447,0.05374368,0.03512445,0.03117506,0.03672207,-0.04604854,0.05378973,0.02868651,0.0283627
2016-25,-0.0216355,0.00082203,-0.02827702,0.00146023,-0.03604806,-0.03158934,-0.02956989,0.00700444,0.00689655,-0.00051713,-0.01849045,0.00704403,0.0008957,0.00087089
2016-24,0.00188041,0.00912484,0.00268358,0.00698095,0.0076232,0.01407035,0.00888383,0.01277804,0.00692747,0.00911577,0.00150648,0.00575144,0.00688967,0.00897352
2016-23,-0.01179941,0.00414766,-0.00887716,0.01114012,-0.01201602,0.00298507,0.00294918,0.02050663,0.01112026,0.00456561,-0.02260053,0.01900848,0.01108647,0.01127321
2016-22,0.00447094,0.01133501,0.01831949,0.01931254,0.01223158,0.00704225,0.01266697,0.0151998,0.02184874,0.01872013,-0.03972758,0.04473614,0.01982741,0.01889339
2016-21,0.00451807,0.0224622,0.0111331,0.02119531,0.01406509,0.03954214,0.02189781,0.0259773,0.02518454,0.02335427,-0.03428726,0.02717087,0.02173913,0.02009238
2016-20,-0.01872934,-0.01807482,-0.01678424,-0.02360194,-0.01137903,-0.017294,-0.02040816,-0.02347188,-0.02721943,-0.02223104,0.04619333,-0.04575509,-0.02328669,-0.02347418
2016-19,0.00111441,0.00338266,-0.00123701,0.00496586,0.00246981,-0.01807229,0.00184374,0.00617284,0.00506543,0.00372687,-0.00763143,0.0181527,0.00534869,0.00562683
2016-18,-0.01050344,-0.00757257,-0.01146341,0.00214439,-0.01506997,-0.01402806,-0.00960439,0.00074257,0.01114923,-0.00160149,-0.00503356,-0.00699677,0.00217571,0.000453
2016-17,0.00250627,0.00852878,0.02067763,0.02113194,0.01875862,0.00808898,0.01882297,0.00607903,0.02298851,0.0194281,-0.03501437,0.03214696,0.02099989,0.02050326
2016-16,-0.00777385,-0.02337229,-0.00124595,-0.03334815,-0.00628931,-0.0059761,-0.02514552,-0.0181592,-0.03005582,-0.02873105,0.07210999,-0.07807888,-0.0336464,-0.03536036
2016-15,0.01943844,0.01144553,0.00854486,0.00592088,0.01058496,0.01934827,0.00897921,0.01061142,0.00956938,0.00752789,-0.004426,0.00868621,0.0063588,0.00522727
2016-14,0.01176038,-0.01984291,0.0035452,-0.01409443,0.00280269,-0.01956746,-0.01167134,-0.01976773,-0.01199143,-0.01610986,0.01020119,-0.02924901,-0.0144408,-0.01515489
2016-13,0.03077494,0.02571669,0.00869788,0.0227721,0.0175737,0.03062302,0.01320755,0.03220081,0.02044367,0.01903996,-0.0455289,0.04997269,0.02293339,0.0222323
2016-12,-0.02370532,0.00465707,-0.01268714,0.00647948,-0.00589888,-0.01142264,-0.00189349,0.00076142,0.0069869,0.00810045,-0.0139841,0.01879491,0.00659341,0.00682594
2016-11,0.02472836,0.01456727,0.0128238,0.01625719,0.01680433,0.02600217,0.01556513,0.0076746,0.01189952,0.0128468,-0.03742476,0.03235879,0.01603483,0.01617002
2016-10,0.0163872,0.01344902,0.02313963,0.01729107,0.02028986,-0.00326442,0.01878507,0.00127747,0.01612181,0.01093426,-0.02643059,0.02432591,0.01717619,0.01645897
2016-09,0.07889386,0.03349932,0.03776148,0.01982274,0.03639098,0.10640871,0.02627628,0.01113125,0.01504102,0.02351097,-0.02560946,0.03331277,0.01948627,0.01756074
2016-08,-0.01758593,0.00547695,-0.00908848,-0.01198792,-0.00952098,-0.04403244,-0.0152409,-0.00492228,-0.01444043,-0.00214102,-0.00169903,-0.02201162,-0.0122834,-0.01215154
2016-07,0.02508361,0.00605778,0.00715662,0.00652904,0.01684533,0.00835322,0.008002,0.0055017,0.0096463,0.00993136,-0.01595618,0.01391524,0.00714126,0.00752975
2016-06,0.00560103,-0.01438515,-0.00251186,-0.01672209,-0.01169951,-0.03135889,-0.01859658,0.00105374,-0.00915751,-0.0130662,0.04231518,-0.03472649,-0.01668324,-0.01823854
2016-05,-0.02230483,0.01809745,-0.00702513,0.01353557,-0.00601142,-0.01237345,0.00024649,-0.00887728,0.00829493,0.01663748,-0.02942584,0.03310431,0.01249024,0.0155453
2016-04,0.05562799,0.06056056,0.04182077,0.04860687,0.0483718,0.02655889,0.0452183,0.04900881,0.05435847,0.04938845,-0.08085106,0.09286723,0.04906017,0.04590921
2016-03,0.0078329,0.00246184,0.03281069,-0.00310964,0.0307791,0.0022805,0.00309358,0.00082282,-0.00434783,0.000306,0.00192596,-0.00585803,-0.00268253,-0.00581395
2016-02,-0.01965812,-0.01614481,-0.02575715,-0.00142291,-0.02521273,-0.08636837,-0.01337793,-0.01477833,-0.01565558,-0.00738348,0.02663285,-0.01697852,-0.00200495,0.00179902
2016-01,-0.05246166,-0.01111648,-0.03172414,-0.00204102,-0.03525836,-0.03455285,-0.01077199,0.00359017,0.00198216,0.00030821,-0.01174047,0.00641711,-0.00213093,-0.00180505
2016-00,0.0,-0.00811843,-0.00242131,-0.00636621,-0.0050944,0.00908174,-0.00857071,-0.01176471,-0.00483325,-0.00667071,0.00740114,0.00910683,-0.00714537,-0.00613811
2015-51,0.02159136,0.02904973,0.03275958,0.02406389,0.03101013,0.03205791,0.0232318,0.02847664,0.0128522,0.02854469,-0.05137467,0.06171471,0.02466611,0.02333508
2015-50,0.01955193,0.02750891,0.01227679,0.02445768,0.00432499,0.03433476,0.01282387,0.03432624,0.04220278,0.02311494,-0.06198897,0.06835938,0.02519141,0.02277599
2015-49,-0.04689332,-0.02467917,-0.01642486,-0.02130548,-0.0193646,-0.04895833,-0.02129843,-0.03312346,-0.02106319,-0.02029981,0.03278367,-0.0325511,-0.01991983,-0.02031126
2015-48,0.00620396,-0.02224371,-0.0231823,-0.01036592,-0.0204499,-0.01214575,0.00179533,-0.01560818,-0.01140307,-0.00775795,0.02618856,-0.02652911,-0.01012536,-0.00814717
2015-47,-0.03337041,-0.00482859,-0.00131752,-0.00455204,-0.00465793,0.00205128,-0.00306044,0.00512406,-0.00348779,-0.00448986,0.01862725,-0.01138032,-0.00433109,-0.00549738
2015-46,0.02789295,-0.00048031,0.00975224,0.00402145,0.00726533,0.01240951,0.00918133,0.01284855,0.01001502,0.00416731,-0.03365291,0.00329068,0.0033557,0.00312175
2015-45,-0.00983359,-0.00680272,-0.01448894,0.00157596,-0.0122093,-0.01560874,-0.0074359,-0.01204819,-0.00101626,-0.00218955,-0.00949612,0.01175133,0.00146538,0.0042508
2015-44,0.00486345,-0.04071128,-0.02102863,-0.0372551,-0.02792516,-0.03522505,-0.03266518,-0.02583222,-0.03883972,-0.03110302,0.06646217,-0.07313643,-0.0359585,-0.03520041
2015-43,-0.03833635,-0.00607477,-0.01097257,-0.01303781,-0.01271772,-0.03773585,-0.01687042,-0.00319744,-0.00969932,-0.01052632,0.05166596,-0.02409639,-0.01269509,-0.01519757
2015-42,0.02120658,-0.00647848,0.0014881,-0.00735952,-0.00054765,0.00093633,0.00391294,0.00784094,0.00436258,0.0,-0.01511281,0.01053705,-0.00670133,-0.00477147
2015-41,0.02675585,0.01313937,0.02105791,0.01353262,0.01409619,0.01317027,0.01535794,0.01314286,0.01477105,0.01552748,-0.02043369,0.02387543,0.01348341,0.01375446
2015-40,0.03139357,0.00472813,0.01345519,-0.00142349,0.01570387,0.00377358,0.00954774,0.01819783,0.00199601,0.0015321,0.00452024,0.01096569,-0.00070897,-0.00256279
2015-39,0.05306122,0.02407862,0.02112864,0.02040602,0.03492157,0.05338809,0.03174187,0.00209018,0.00925926,0.01320605,-0.01771429,0.00377074,0.0206829,0.01931728
2015-38,-0.02297508,0.00097656,-0.01325708,0.00823219,-0.01352518,-0.03961353,-0.00259538,0.00969403,0.01137539,0.00316456,-0.02471953,0.04179448,0.00797448,0.00769639
2015-37,0.00930954,0.01897154,0.00900662,0.02209945,0.00817996,0.0019802,0.00919842,0.0303125,0.02930208,0.01819353,-0.05127279,0.04684976,0.02292191,0.02345241
2015-36,0.00428683,-0.00498008,-0.01719198,-0.00636874,-0.00549451,0.02757916,-0.00704409,0.01814131,-0.00795334,-0.00353187,0.00409471,-0.0188755,-0.00627589,-0.00678794
2015-35,-0.04651163,-0.03300493,-0.03234917,-0.03551302,-0.03535786,-0.04612365,-0.03422542,-0.02844774,-0.02729659,-0.02951971,0.05914769,-0.06752037,-0.03557752,-0.035313
2015-34,0.06482982,0.00292398,0.0188531,-0.00344216,0.02798834,0.08658923,0.01648073,-0.01131153,0.00052029,-0.00126243,0.00210688,-0.01786379,-0.00291191,-0.00471575
2015-33,-0.07209805,-0.0267158,-0.03976722,-0.01825538,-0.04690432,-0.07308378,-0.03090351,-0.01398194,-0.01917404,-0.02464894,0.03,-0.03853821,-0.01972703,-0.01612503
2015-32,-0.02894003,0.0276059,0.00218765,0.03098476,-0.00080602,-0.04303797,0.0112494,0.01177181,0.02397959,0.02636854,-0.05929168,0.05279943,0.0309119,0.03083248
2015-31,-0.01155867,-0.00142586,-0.00294046,0.00173664,-0.00135538,0.01284247,0.00650602,-0.00840841,-0.01070336,0.00169884,-0.00771361,0.00819088,0.00035579,0.00385307
2015-30,0.02161588,0.03146509,0.01608911,0.02642662,0.02067255,0.02724077,0.02193199,0.0287902,0.02981172,0.02588123,-0.05820399,0.0529876,0.02514955,0.02623211
2015-29,-0.03287487,-0.02283771,-0.02536845,-0.01964883,-0.02206674,-0.03471074,-0.01849598,-0.01970891,-0.01201672,-0.02364547,0.03488591,-0.02921348,-0.0204774,-0.01843561
2015-28,0.00735294,0.00925024,0.00387503,0.00764398,0.00080429,0.02538071,0.00783737,0.01001214,0.00729547,0.01389327,-0.03192681,0.0268431,0.0069158,0.00819022
2015-27,0.01191287,0.01084813,0.01632451,0.01370882,0.01696306,-0.0167364,0.02687767,0.01573588,0.01319958,0.00958466,-0.03250409,0.02618406,0.0135318,0.01339405
2015-26,0.01775544,0.01145989,-0.00146021,0.01623201,0.01223491,0.04013962,0.00953815,-0.01368613,0.01336898,0.01280181,-0.01848889,0.03869407,0.01604211,0.01584699
2015-25,-0.0221083,-0.02168675,-0.01225548,-0.02249317,-0.01515944,-0.01012658,-0.02152358,-0.01350135,-0.01873049,-0.01890657,0.04304452,-0.03593272,-0.02167824,-0.02206273
2015-24,-0.0041949,0.01715686,0.00914781,0.01666133,0.00883534,0.0353045,0.01689441,0.02516882,0.01746032,0.01891329,-0.03904985,0.0335152,0.01733317,0.01673414
2015-23,-0.00731552,0.0,0.00508598,0.00021311,0.00187166,-0.00440529,0.00346792,0.0036776,-0.00052659,0.00176056,0.00108637,0.01327088,0.00086495,0.00161943
2015-22,-0.01474279,-0.03691589,-0.02808989,-0.04219624,-0.02620654,-0.04556752,-0.0317271,-0.03316403,-0.04656985,-0.03977968,0.09417398,-0.09616062,-0.04169611,-0.04140947
2015-21,-0.01429015,0.00516674,0.00443407,0.00532405,-0.00386698,0.0193115,0.00792317,0.01207729,0.00808489,0.00538379,-0.0158234,0.02095376,0.00593401,0.00465839
2015-20,-0.00365631,-0.00046533,-0.00206469,0.00010168,-0.00405885,-0.00496689,0.00094675,0.00060078,-0.00697906,0.0,-0.00276298,0.00035714,0.0010617,0.00180319
2015-19,0.00947722,0.00801131,0.01483542,0.01282449,0.02087091,0.00500835,0.0156025,0.01588756,0.01267748,0.01037955,-0.01862877,0.01389905,0.01259446,0.01363041
2015-18,-0.0147103,-0.02157943,-0.0139333,-0.01707243,-0.00811771,-0.00906096,0.00095557,-0.03324429,-0.02506143,-0.01992152,0.04648823,-0.04808025,-0.01791359,-0.01739575
2015-17,-0.01886792,0.0,-0.00228206,-0.00465681,0.00923551,0.00168492,-0.00573066,-0.02278703,-0.00933202,-0.00469697,0.00947493,-0.00632689,-0.00527921,-0.00308325
2015-16,0.04857411,0.00876384,0.02537835,0.00907807,0.02390334,-0.02868852,0.01761583,0.00753405,0.00048567,0.00968816,-0.02322811,0.01874349,0.00888369,0.00870679
2015-15,0.00219505,-0.0041919,0.00471698,-0.00234838,0.00795756,-0.03032659,-0.00218394,-0.01456876,-0.00247158,-0.00443357,0.0034904,-0.00744153,-0.00212917,-0.00285122
2015-14,0.03993506,-0.00686813,-0.00325885,-0.01108891,0.00290467,0.01413983,-0.00264805,-0.01658564,-0.00917431,-0.00750751,0.02636917,-0.02325581,-0.01088971,-0.01141842
2015-13,0.02755376,0.00795136,-0.00047596,0.00335127,0.00348806,0.02663438,0.0004878,0.01635992,0.00392542,0.00350503,-0.00137363,0.01204392,0.00364921,0.00309677
2015-12,-0.00513171,-0.02535731,-0.00759013,-0.02390518,-0.01092459,-0.02827141,-0.01521004,-0.01453911,-0.02135922,-0.02731912,0.04777198,-0.03920888,-0.02421138,-0.02521008
2015-11,0.03969957,0.02024482,0.03618907,0.02608516,0.03546689,-0.01123596,0.03405108,0.02740139,0.02701351,0.02841699,-0.03705126,0.05342668,0.02582496,0.02481066
2015-10,-0.02840112,-0.00804924,-0.01428571,0.00104899,-0.01382743,0.01466993,-0.01374656,0.00893683,-0.0035461,-0.00218716,0.00418944,0.00457143,0.00097312,0.00026575
2015-09,-0.04175017,-0.01907864,-0.02831985,-0.02138598,-0.02847931,-0.04812834,-0.03408267,-0.03255675,-0.02432969,-0.02083014,0.05531268,-0.05398551,-0.02145667,-0.021875
2015-08,0.02062902,-0.00773079,-0.00759013,-0.01576599,0.0005349,0.04044409,-0.00142687,0.00088889,-0.01729938,-0.01776462,0.01158147,-0.02780604,-0.0160975,-0.01682572
2015-07,-0.00937709,0.00502972,0.00355956,0.01447075,-0.00026724,0.01347068,0.006238,0.01333333,0.01466276,0.00809231,-0.03778338,0.03460452,0.01455912,0.01228564
2015-06,0.01558794,-0.00858563,0.02058111,-0.01999802,0.01655809,0.05513784,-0.00286807,-0.02145166,-0.01394231,-0.01533019,0.03476855,-0.04258887,-0.01998851,-0.0212766
2015-05,-0.01666667,-0.01505757,-0.01045379,-0.03929884,-0.01374934,-0.04428904,-0.03312771,-0.01156738,-0.03045685,-0.024,0.07359116,-0.08567969,-0.03925642,-0.04070459
2015-04,-0.03238469,-0.02270742,-0.01293509,-0.01950042,-0.0145004,-0.02544333,-0.00843401,-0.02791878,-0.00823422,-0.01798103,0.0232979,-0.0405763,-0.01887199,-0.01599624
2015-03,0.02809365,0.00750221,0.00357569,0.00928096,0.0034713,0.02468153,0.00834106,0.01507824,0.01295097,0.00728155,-0.02543507,0.01378897,0.00958397,0.0082958
2015-02,0.01546392,0.0244676,0.01855922,0.0287012,0.02383562,0.03759398,0.02452965,0.02552817,0.02535885,0.02637749,-0.03208893,0.05468998,0.0284977,0.02859238
2015-01,0.03166784,0.00867184,0.0043956,0.01199181,0.00629964,0.0041806,0.00356295,0.01093058,0.01150527,0.00709639,-0.03491736,0.02443793,0.01188859,0.01109467
2015-00,-0.01696065,-0.03043478,-0.01760977,-0.0332621,-0.03239181,0.03592814,-0.01282639,-0.04229692,-0.02844037,-0.02978123,0.06905139,-0.06426887,-0.03357081,-0.03387438
2014-51,0.00715503,0.02678166,0.01810817,0.03279486,0.01102362,-0.02197802,0.02284503,0.03583062,0.02719466,0.03158513,-0.06816786,0.07043619,0.03280172,0.03343988
2014-50,0.02763018,0.04030346,0.03576751,0.03836809,0.0431912,0.02631579,0.03744493,0.03887689,0.04590818,0.03877989,-0.07956703,0.08398024,0.03742057,0.03840246
2014-49,-0.02546689,-0.01939058,-0.01559501,-0.00796258,-0.02564103,-0.06169872,-0.02097078,-0.00639659,-0.01698205,-0.01705566,-0.00686813,-0.00374022,-0.00844028,-0.00705823
2014-48,-0.00333111,-0.00092678,0.00356549,-0.0020014,0.00524659,0.0184739,-0.00305021,0.00736196,-0.00096386,-0.00463517,0.01722451,-0.01002766,-0.00197468,-0.00455235
2014-47,-0.00194426,0.01313321,0.00023674,0.01359164,0.00157398,-0.01411765,0.01312023,0.01811483,0.00434573,0.01438958,-0.02632569,0.02340426,0.01282655,0.0151749
2014-46,0.05303793,0.00420364,0.01149425,0.00414309,0.01084943,0.00939702,0.0067098,0.00245851,0.00726041,0.00437208,-0.0053313,0.01518898,0.00410413,0.00384025
2014-45,-0.00264463,-0.01986143,-0.0085389,-0.03322128,-0.00972405,0.00548589,-0.02336008,-0.01811594,-0.02712994,-0.0219174,0.06696868,-0.06510067,-0.03349392,-0.0330993
2014-44,-0.01657997,-0.00184928,0.0002381,0.00761218,-0.00263158,-0.01236476,0.00047574,-0.00605327,0.00527325,0.00180045,-0.02748616,0.01519337,0.00989292,0.01044054
2014-43,0.04464585,0.02820268,0.02768334,0.02433216,0.02632993,0.03932584,0.02720427,0.0355011,0.02021696,0.02444685,-0.04251486,0.04957767,0.02521614,0.02334732
2014-42,0.00132406,0.02153696,0.01553254,0.02207902,0.02217356,0.0295082,0.02078693,0.02556634,0.02268145,0.01986129,-0.04191,0.04361132,0.02218137,0.02138466
2014-41,-0.01689409,0.01204819,0.0100553,0.00398621,0.01313216,-0.00167084,0.00075075,0.02705411,0.0010304,0.00401542,0.00333444,0.01234568,0.00487074,0.00244565
2014-40,-0.0302348,-0.00648703,-0.03193806,0.00890143,-0.03592493,-0.02306425,-0.01163654,0.01262799,0.00307062,0.000962,-0.02021519,0.01489533,0.00766813,0.0090411
2014-39,-0.00493746,0.0,-0.00314846,0.01053325,-0.0082932,-0.00577558,-0.00617132,0.00410818,0.00823045,0.01100502,-0.02397967,0.02193709,0.0106748,0.01220189
2014-38,-0.00064329,-0.01624815,-0.01754802,-0.01253133,-0.01236517,-0.03367267,-0.01096758,-0.01812081,-0.01371951,-0.01365243,0.02710989,-0.01483924,-0.0118612,-0.01076753
2014-37,-0.013125,0.00937808,0.00282952,0.00993884,0.00576218,0.00938233,0.00464321,-0.00432325,0.00404858,0.01293452,-0.02669011,0.01276771,0.00986343,0.0127636
2014-36,-0.0297208,-0.02267246,-0.02298322,-0.02580508,-0.02143951,-0.00842912,-0.01917546,-0.01553901,-0.02612124,-0.02528445,0.04107083,-0.05194805,-0.02578973,-0.02549498
2014-35,0.01195815,0.01463415,0.01876738,0.01660019,0.01252877,0.0007657,0.0161914,0.00518975,0.01342616,0.01712548,-0.0256326,0.02934084,0.01721772,0.01700027
2014-34,0.00684728,0.01523342,0.00979249,0.01363341,0.00573664,-0.01697531,0.00555287,0.00684485,0.01705971,0.01330341,-0.02647393,0.03172021,0.01352367,0.01265823
2014-33,0.00120012,0.01301301,0.0037594,0.01435195,0.00554236,0.00537634,0.00464321,0.00853859,0.01430031,0.01437674,-0.03231319,0.03340381,0.01391726,0.01432987
2014-32,0.00852359,0.01678535,0.01101005,0.01761077,0.01748722,-0.00628931,0.01741727,0.00865225,0.01869159,0.01555519,-0.03194214,0.03394256,0.0172548,0.01651951
2014-31,0.00214922,0.00408372,-0.0128327,0.00720721,-0.01522436,-0.0328495,-0.00787789,0.01254237,0.00155925,0.00016526,-0.00179614,0.01404125,0.00585556,0.00628212
2014-30,-0.02383107,-0.02791381,-0.03293413,-0.03728448,-0.03563129,-0.02930128,-0.03750297,-0.02135348,-0.03201601,-0.02782664,0.04648941,-0.0751004,-0.03764178,-0.03771522
2014-29,-0.00392394,-0.0064071,0.00324826,-0.00802429,0.00311931,-0.03425656,-0.00382226,-0.01074569,-0.00453172,-0.00580271,0.01155142,-0.01584722,-0.00727546,-0.00605894
2014-28,0.0,0.00590842,0.00723623,0.00785597,0.00601937,0.06009245,0.00626053,-0.00291074,-0.00201207,0.00827922,-0.00063241,0.0081666,0.00782334,0.00944444
2014-27,0.00708783,0.00048924,0.00116986,0.00227101,-0.00443864,-0.11597222,-0.00524809,-0.00064746,0.00452034,0.00419964,-0.01276121,0.00606061,0.00300413,0.00302947
2014-26,0.01187871,-0.02767176,-0.00046189,-0.03790331,-0.0015536,0.03604903,-0.01498829,-0.0164297,-0.02875244,-0.03096997,0.08347736,-0.07435223,-0.03723404,-0.03959607
2014-25,0.00878569,0.01118677,0.00489625,0.01451441,0.00969602,0.02539208,0.00828402,0.01356589,0.01241311,0.01120179,-0.03031301,0.04267088,0.01408799,0.0135722
2014-24,0.01103057,0.02089552,0.0120113,0.02174386,0.01109937,-0.01407407,0.01852297,0.02349437,0.02176113,0.02140523,-0.05226591,0.04730564,0.0215311,0.02325581
2014-23,-0.0043956,-0.00892414,-0.00968351,-0.00674646,-0.0042508,-0.08956229,-0.0055395,-0.00622951,-0.00256016,-0.00557194,0.01072386,-0.0107438,-0.0063004,-0.0058204
2014-22,0.02059202,0.00396629,0.01051123,0.00938557,0.00937082,0.07749077,0.0075006,0.00362677,0.00874486,0.00788307,-0.01944488,0.01531457,0.00961538,0.00804885
2014-21,-0.00032227,0.01354742,0.00120279,0.01527563,0.01002438,-0.01142422,0.01077903,0.00397219,0.00726518,0.01513136,-0.02861927,0.02470187,0.01435713,0.01521555
2014-20,0.01481481,0.00303337,0.00316533,0.00561041,0.00769442,0.04269663,0.00620655,0.00537996,0.00997375,0.00301963,-0.01523669,0.0131406,0.00702576,0.00657519
2014-19,0.01532942,0.0040201,-0.00121566,0.00601202,-0.00164384,0.08925477,-0.00222058,-0.00631229,0.00156331,0.00970549,-0.01083521,0.00818613,0.00554552,0.00651558
2014-18,-0.00555919,-0.00745527,-0.00171233,-0.01286945,-0.00329399,0.03867925,-0.00123092,-0.00634815,-0.01584867,-0.00822774,0.01995946,-0.02152318,-0.01276219,-0.01438451
2014-17,0.0154707,-0.000501,0.00640394,-0.01825054,-0.00983069,-0.02578269,-0.02055126,0.00032982,-0.00764526,-0.0088772,0.03112593,-0.03866291,-0.01751313,-0.01889376
2014-16,-0.01072473,0.00759494,0.0,0.01959265,-0.004914,-0.01449275,0.00365943,0.00099043,0.01346453,0.01341607,-0.03910362,0.03875639,0.01908544,0.0204941
2014-15,-0.00161708,0.01432958,0.0149738,0.00970657,0.01104972,-0.00360685,0.01034228,0.01071668,0.01740506,0.01320914,-0.02349291,0.02977989,0.01020804,0.00848416
2014-14,0.02717932,0.00103093,0.00099875,0.00541883,-0.00138045,0.03574788,-0.00321862,-0.01458886,0.00372539,0.00342583,-0.01282799,0.00568679,0.00483407,0.00716332
2014-13,-0.00066711,0.00051361,0.00450113,-0.00123679,0.00055172,-0.01309635,-0.00935961,-0.00164366,-0.00210637,0.00463281,-0.00760234,0.00438982,-0.00078094,0.0
2014-12,0.04216028,0.00944882,0.01478084,0.00849598,0.02063896,0.06312625,0.01813602,-0.00631859,0.00321371,0.00964743,-0.02558398,0.02807179,0.0087696,0.00963504
2014-11,0.02409639,0.00317125,-0.00380807,-0.00889802,-0.00955056,-0.00305499,-0.0085213,-0.00727995,-0.00741133,-0.00158172,0.00396601,-0.01179673,-0.00752277,-0.00784428
2014-10,-0.0172232,0.02176279,-0.00281258,0.02493238,-0.00283527,-0.01816347,0.00688073,0.01294278,0.01901141,0.02241099,-0.05445873,0.05154143,0.0248878,0.02518741
2014-09,-0.00380097,-0.00485437,0.01845594,-0.0011733,0.02100719,0.09009009,0.00950424,0.00376068,-0.00378378,-0.0039547,0.01620089,-0.00717017,-0.00176343,-0.00149298
2014-08,0.00973574,-0.00642398,0.0002578,0.00081424,-0.00085665,-0.01090513,-0.00404449,-0.00338295,0.00161031,-0.00178063,0.00438837,-0.01126761,0.00040323,0.0
2014-07,0.00069517,0.00483351,0.00103226,0.00465387,0.0031591,0.01117318,0.01004637,0.00474255,0.00485437,0.00466703,-0.01237254,0.00279851,0.00376699,0.00325444
2014-06,0.02971348,0.02828619,0.03213712,0.02841727,0.0286643,0.00907029,0.02995758,0.02620545,0.025,0.02989786,-0.05202091,0.065,0.0280322,0.02839695
2014-05,0.03034682,0.0106982,0.02715304,0.0015729,0.02630783,0.06957547,0.02057947,-0.00765217,0.01072235,0.00828313,-0.00050239,0.01328564,0.00336653,0.00246685
2014-04,-0.0059754,0.02031603,0.00898693,0.02597243,0.00601504,0.02816901,0.00947226,-0.00170707,0.00946021,0.01846618,-0.0316687,0.05379747,0.02548043,0.02701854
2014-03,-0.02737411,-0.01280624,-0.01706212,-0.01193521,-0.01975236,-0.04530744,-0.01308761,-0.0077624,-0.01216142,-0.01342532,0.007911,0.0,-0.01099211,-0.01274479
2014-02,0.00917743,0.00795455,-0.00533476,0.00594427,0.00567334,-0.00322581,0.01252041,0.01100034,0.01405284,0.00738496,-0.00192354,0.01227977,0.00515685,0.00600696
2014-01,0.0142663,0.01718213,0.02041372,0.02334044,0.00959808,-0.0052687,0.01581243,0.01133242,0.01748449,0.0152381,-0.04617521,0.0504386,0.02234475,0.02403076
2014-00,-0.02591013,-0.01413228,-0.0146941,-0.01605335,0.00541028,-0.04028197,0.00410397,-0.00984052,-0.01114206,-0.01484404,0.02278692,-0.02867764,-0.01557365,-0.01672452
2013-51,0.01533845,0.00455063,0.00324062,0.00235703,0.00726612,0.00913706,0.00690608,-0.00437858,0.00898372,0.00226202,0.00332147,0.00915455,0.00272793,0.0031736
2013-50,-0.00566667,0.01152738,0.00879604,0.01392897,0.01390176,0.01137539,0.00613839,0.02540014,0.02488426,0.01434857,-0.02703325,0.00882029,0.01335269,0.01378205
2013-49,-0.02126963,-0.01711352,-0.01560789,-0.01687554,-0.01807598,-0.07751196,-0.01795084,0.01563055,-0.01092582,-0.01848708,0.02772231,-0.03619665,-0.01580233,-0.01834862
2013-48,0.00762599,0.01032702,-0.00109379,0.0144002,0.00030647,0.07604167,-0.00027632,0.00282586,0.00115207,0.01064841,-0.0317662,0.0174482,0.01377011,0.0150016
2013-47,0.00986193,-0.00963719,0.01029531,-0.0115892,-0.00333637,0.02659574,-0.00953159,0.00069808,0.00114613,-0.01013323,0.02519704,-0.03014278,-0.01310355,-0.01255493
2013-46,-0.00775695,-0.01278488,-0.02700535,-0.01465068,-0.00901442,-0.02116402,-0.0078125,-0.00279525,-0.00398633,-0.01415962,0.02720752,-0.02923077,-0.01468121,-0.01690747
