Name,SR_month,Omega_month,RisknessR_month
RYU,0.3563143036888045,0.45545551709558785,21.7843756632174
VPU,0.3638387994952988,0.44423446456405924,21.203318190989652
IDU,0.34774120980033785,0.41270564181506064,19.963763214933948
PUI,0.3737207993243648,0.4420092868723583,19.616625910229214
XLU,0.34506985568218823,0.40536315232678033,19.45997317888287
GII,0.24769571128920911,0.31893129229156614,17.25789952808922
JXI,0.2613400398150264,0.33546747315435405,15.7879531933767
FXU,0.25236017242034686,0.2862563691646115,15.787703200948977
IGF,0.2211008158863074,0.2656114559569666,15.198937857978251
UPW,0.35229474471883815,0.42418859674341514,9.905649016277133
PSCU,0.20031426639357178,0.2551910140688031,8.92003628972873
EMIF,0.028383085063946698,0.03875630050801522,1.6762633591057603
INXX,0.01616251749265961,0.020375271548434618,0.5705119109110449
SDP,-0.45293955522346224,-0.4623071256239324,-13.28165797795761
