Name,SR_month,Omega_month,RisknessR_month
ISTB,0.09855001082328262,0.12877863924492777,48.1374655400882
BOND,0.15614901097565267,0.22699648212989573,36.32269626246769
AGG,0.13922387404270595,0.21624045232177497,30.94373045402095
BIV,0.17508755938725573,0.25647701182182203,30.782747186112722
BND,0.139330964804444,0.19407864513907686,30.72005182162553
SPAB,0.1338632223573401,0.18090614623358775,30.177403907097602
SCHZ,0.1242970595749711,0.1844624718206217,28.502478131251255
ILTB,0.2765584689636869,0.32925006615300745,24.543244618936534
GBF,0.116834245900987,0.17129232291332597,24.294015701634823
GVI,0.07237447192910434,0.10231222961159463,22.156711832340854
BLV,0.23234676506048926,0.2849983794326611,20.459568133933637
FWDB,0.08069883466119872,0.1155765846949198,9.70526995536275
XMPT,0.0336830887925522,0.04523745996921806,3.078534850935666
RAVI,-0.33365409592819895,-0.40211793633050275,1.3656495575914418e-06
MINT,-0.4048078910130731,-0.4178465693329566,1.8773989736951824e-09
BSV,-0.03346010868763126,-0.044093794470609515,-16.672698852520327
SAGG,-0.34501017464090133,-0.40054378884443625,-71.79090694575584
