Week,AGG,BIV,BLV,BND,BOND,BSV,FWDB,GBF,GVI,ILTB,ISTB,MINT,RAVI,SAGG,SCHZ,SPAB,XMPT
2017-13,-0.00127164,-0.00089149,-0.00458439,-0.00078968,0.00040896,0.00039329,0.00730868,-0.00018692,-0.00076075,-0.00354359,0.00042167,0.00051648,0.00013826,0.00160565,0.0,-0.0011194,0.00636672
2017-12,0.0028518,0.00307338,0.01016036,0.00291005,0.00379994,0.00105056,0.00171453,0.00262787,0.00315096,0.00936768,0.00147898,0.00020665,-0.00027643,-0.00796432,0.00329897,0.00337584,0.00385274
2017-11,0.00724135,0.00906384,0.01660424,0.00667111,0.0055837,0.00250296,0.01346655,0.00691943,0.00460874,0.015182,0.00275482,0.00031014,0.00166159,-0.00412437,0.0060241,0.00718608,0.01173403
2017-10,-0.00531915,-0.00590425,-0.01480847,-0.00542974,-0.0044266,-0.00157749,-0.01026958,-0.00470633,-0.00315367,-0.01295197,-0.00211416,0.0001034,0.00041522,0.0063857,-0.00577677,-0.00600826,-0.01710133
2017-09,-0.00606713,-0.00650013,-0.01049964,-0.00592105,-0.00827544,-0.00288336,-0.00552721,-0.0061665,-0.00437429,-0.00959829,-0.00294861,0.00010342,0.00027678,-0.00031918,-0.00594506,-0.00597461,-0.01347368
2017-08,0.00609277,0.0078115,0.01425265,0.00607662,0.00399918,0.00288752,-0.00042608,0.00798347,0.00362353,0.01202225,0.00253111,0.00031046,0.0,0.0,0.00534979,0.0056243,0.00934977
2017-07,0.00049155,0.00115355,0.0009749,0.00039646,0.00030829,0.00052528,-0.0059778,0.0007516,0.00085919,0.00017969,0.0,0.00062131,0.00083079,0.00384492,0.00082389,-0.00037467,-0.01010952
2017-06,0.00127777,-0.00051177,0.00587515,0.00132188,0.00236431,-0.0003937,0.00257511,0.00122146,0.0,0.00468047,-0.00042167,0.00010358,-0.00207354,-0.00032031,0.00144211,0.0,0.00084353
2017-05,0.00187636,0.00322165,0.00098486,0.0011949,0.00113531,0.00039453,0.00689655,0.00028273,0.00038267,-0.00018113,0.00169276,0.00072576,0.00097074,-0.00063573,0.00103391,0.00075245,0.00126582
2017-04,-0.00275618,-0.00423185,-0.00767263,-0.00304354,-0.00072225,-0.00118234,0.00085985,-0.00338219,-0.00181454,-0.00844716,-0.00084495,0.00062241,-0.00152333,0.00414938,-0.00309087,-0.00412294,0.00339415
2017-03,-0.00647249,-0.00715472,-0.01568911,-0.00619807,-0.00474863,-0.00197006,-0.00086281,-0.0071161,-0.00362492,-0.01337614,-0.00211372,0.00020751,0.00055379,0.00962464,-0.00554985,-0.00560957,-0.00761099
2017-02,-0.00039343,-0.00038491,-0.00302994,-0.00118922,0.00062118,0.00026319,-0.00129255,0.00084586,0.0,-0.00339893,0.00127119,0.00010381,-0.00262867,0.0,-0.00061767,-0.00149757,0.00297619
2017-01,0.00108492,0.00232048,0.00724015,0.001858,0.00072614,0.00039536,0.00869187,0.00179127,0.00105334,0.01017072,0.00127226,0.00020771,0.00055409,-0.00286716,0.00206612,0.00338728,0.00949094
2016-52,0.00675877,0.00988811,0.01285251,0.00735392,0.00869292,0.00277557,0.0118473,0.00572082,0.00558498,0.01433297,0.00425713,0.00031159,0.00152799,-0.0094518,0.0049948,0.00529902,0.01181102
2016-51,0.00149194,-0.00103734,0.00074664,-0.00066756,0.00462963,-0.00079218,-0.00130833,0.00162152,0.00173394,0.00442396,0.00127741,0.00020784,-0.00041655,-0.00378191,0.00208377,0.00189538,0.00043764
2016-50,-0.00466501,-0.00942057,-0.00200552,-0.00466356,-0.00754322,-0.00408056,0.00746924,-0.00447108,-0.00518782,-0.00203855,-0.00339992,-0.00010394,0.00097249,0.00858233,-0.00477872,-0.00566465,0.00087719
2016-49,-0.0024728,-0.00180343,-0.00856717,-0.00278736,0.00083849,0.00065859,0.0,-0.00265554,-0.00105526,-0.00313076,-0.00042508,0.00020794,0.00097344,0.00031797,-0.0018649,-0.00263753,0.01865009
2016-48,-0.00296092,-0.00372177,-0.0096,-0.00291545,-0.00366109,-0.00065807,-0.00835165,-0.00293311,-0.00162804,-0.00858447,0.0008507,0.00031195,0.00027809,0.00190537,-0.00248036,-0.00225734,-0.00789128
2016-47,-0.00266693,-0.00218453,-0.00049474,-0.00132661,-0.00303189,-0.00092093,0.00924703,-0.0001895,-0.00143637,0.00220264,-0.00063803,0.0,0.0,0.00350095,-0.00186181,-0.00037693,-0.00481822
2016-46,-0.00403702,-0.00613105,-0.00358334,-0.00304152,0.00178029,-0.00288676,-0.00266312,-0.00564865,-0.00609234,-0.00347922,0.00042508,0.00010401,0.00013897,0.00095785,-0.00350515,-0.00337838,0.00132802
2016-45,-0.01677755,-0.02028877,-0.05096579,-0.01772774,-0.01634488,-0.00546875,-0.02164502,-0.01872003,-0.01147587,-0.04918882,-0.00694883,-0.00020803,-0.00069435,0.01272016,-0.01675752,-0.01728577,-0.03514644
2016-44,0.00135018,0.0028639,0.00185852,0.00181253,0.00112405,0.00247751,-0.01114445,0.00129056,0.00254333,-0.00223791,0.00189713,0.00052029,-0.0002777,-0.00195312,0.00222312,0.00220832,0.00546908
2016-43,-0.00451793,-0.00496155,-0.01811303,-0.00502901,-0.00183767,-0.00091205,-0.0017116,-0.0054213,-0.00263306,-0.01868524,-0.00210438,0.00031243,-0.00097128,0.0035936,-0.00422705,-0.00476365,-0.0230074
2016-42,0.00250168,0.0021097,0.00689814,0.00232318,0.00368437,0.0,0.002574,0.00156221,0.00207039,0.00751238,0.00084211,0.00052094,0.00124965,0.0,0.00221729,0.00256881,0.02753071
2016-41,-0.00144356,-0.00149013,-0.00973989,-0.0016785,-0.00204583,-0.00026086,-0.0034379,-0.00211572,0.00028259,-0.00815217,0.00189994,0.0003126,0.00083356,0.00720839,-0.00040323,-0.00073394,-0.03666398
2016-40,-0.00459638,-0.00457072,-0.01309994,-0.00449352,-0.00528885,-0.00091158,-0.00595745,-0.00684619,-0.00337648,-0.01106454,-0.00168457,0.00052127,-0.00069406,0.0,-0.00441059,-0.00292291,-0.02333861
2016-39,0.00047847,-0.0004931,0.00078882,0.0,0.00254505,-0.00051995,0.00085034,-0.00027367,-0.00018748,-0.00050117,0.00021053,0.00010429,0.00069493,0.0,0.00020028,-0.00109369,0.00039541
2016-38,0.00462027,0.00521156,0.01724733,0.00490576,0.00583837,0.00130242,0.00948685,0.0057931,0.00291518,0.01312649,0.00189913,0.0,0.00027809,0.0,0.0040282,0.00550863,0.01160464
2016-37,-0.00019233,0.00062035,-0.00663464,0.00012902,-0.00071817,0.00026052,-0.01150895,-0.00229484,0.00037629,-0.00457395,-0.00021097,0.00010434,0.0004173,0.0,-0.00100604,-0.00073314,-0.00875796
2016-36,-0.00735645,-0.0082492,-0.02487451,-0.00806555,-0.00407415,-0.00221038,-0.00892099,-0.00928116,-0.00431115,-0.02219646,-0.00126396,-0.00031289,-0.00013906,0.0,-0.00500501,-0.00582878,-0.02099533
2016-35,-0.00124319,-0.00172754,-0.00678909,-0.00166645,0.00142974,0.00065155,-0.00593723,-0.00580815,0.0,-0.00759703,0.00063304,0.00052203,-0.00166597,0.00394737,-0.0010016,-0.00109409,-0.00349922
2016-34,-0.00277326,-0.00517688,-0.00569832,-0.00320554,-0.00163315,-0.00169271,0.00298253,-0.00471313,-0.00309307,-0.00629035,-0.00147462,0.00031335,-0.00027782,0.0,-0.00200361,-0.00327869,-0.00966744
2016-33,0.00047911,-0.00061698,0.00078643,0.00012842,0.002457,-0.00026042,0.00299529,0.00081878,-0.00149967,-0.00083222,-0.00105241,0.0012551,0.00013889,0.0,0.00020052,0.00036483,0.0
2016-32,0.00345523,0.00494805,0.01335446,0.003861,0.00184294,0.00117218,0.0116229,0.00427934,0.00197165,0.00957983,0.00211015,0.00041837,0.00055617,0.0,0.00301447,0.00402635,0.0
2016-31,-0.00335024,-0.00394186,-0.00943396,-0.00256772,-0.00245223,-0.00143043,0.00215239,-0.00336364,-0.00178069,-0.01070234,-0.00105374,0.00031394,-0.00083356,-0.00391901,-0.00400561,-0.00073073,0.00194326
2016-30,0.00556943,0.00680525,0.01581921,0.00540471,0.00399754,0.00338983,-0.00171233,0.00629332,0.00375869,0.0122751,0.00401437,0.0009427,0.00041725,0.0,0.00502614,0.00585223,0.00662768
2016-29,0.0022109,0.00123931,0.00521246,0.00180389,0.00421247,0.00091265,0.00865426,0.00127784,0.00197647,0.0018444,-0.00042256,0.0003143,-0.0002782,0.00393443,0.00040233,0.00109769,0.0062819
2016-28,-0.00611562,-0.00726064,-0.02104797,-0.00691156,-0.00886218,-0.00260044,0.0,-0.00715191,-0.00439951,-0.0242464,-0.00189873,0.00083901,0.00181008,-0.01581155,-0.0068,-0.00582666,-0.02966102
2016-27,0.00267559,0.00233501,0.01059558,0.00268714,0.0029619,0.0,0.00086618,0.0021747,0.0004672,0.00907441,0.0023246,0.00041946,-0.00111266,0.0,0.0026026,0.0021842,0.00853044
2016-26,0.00481325,0.00445545,0.01650241,0.00490323,0.00836777,0.00143248,0.01005245,0.00300985,0.00291244,0.021843,0.00317931,0.00073468,0.0,0.0,0.00322581,0.00440205,0.00821918
2016-25,0.00358875,0.00613497,0.00703235,0.00286123,0.00238639,0.00182959,0.00570676,0.0054403,0.00349551,0.01009574,0.00106157,0.00052466,0.00013922,0.0,0.00162305,0.00295312,0.00831025
2016-24,0.00155009,0.00125,-0.00034949,0.00181984,-0.00351748,0.0,-0.00481611,0.00073672,0.00122746,0.00017328,0.00063735,0.00010495,0.00069638,0.0,-0.00020255,-0.00036846,0.00237718
2016-23,0.00330771,0.00502828,0.01277955,0.00326115,0.00561798,0.00248854,0.00307422,0.00630622,0.00312856,0.01387913,0.0029819,0.00031489,0.00069696,-0.00096712,0.00468527,0.0063033,0.00798722
2016-22,0.00743858,0.00925456,0.01862309,0.00853803,0.00689367,0.00381278,0.00753546,0.00887187,0.00476281,0.01710315,0.00427625,0.00094518,0.00055765,-0.0067243,0.00614754,0.00707899,0.02150974
2016-21,0.0009803,-0.00139612,0.00024053,0.00039458,0.00094221,-0.00026295,0.00443656,0.00196482,0.00047687,0.00393771,-0.00042781,0.0,0.00055811,0.00450306,-0.00020513,0.00074599,0.00121457
2016-20,-0.00419676,-0.00643127,-0.0097747,-0.00432277,-0.00551624,-0.0031463,-0.00530035,-0.00521027,-0.00493733,-0.01221888,-0.00192102,0.00042039,-0.00013947,0.0,-0.00469675,-0.00704748,-0.01638689
2016-19,0.00146356,0.00201689,0.00680272,0.00143998,0.00240058,-0.00091623,-0.00044267,0.00055772,-0.00056872,0.00674476,0.00106724,0.00021026,0.0,-0.00224647,0.00081616,0.00148368,0.00521879
2016-18,0.00323244,0.00570776,0.01292895,0.00447368,0.00104515,0.00196928,0.00752879,0.00476903,0.0024736,0.01111709,0.00149797,0.00052615,-0.00013951,0.0,0.0049251,0.0055991,0.01137287
2016-17,0.00442434,0.00610998,0.01118541,0.00408863,0.00524164,0.00197213,0.00937082,0.00553731,0.00362734,0.01045799,0.00257511,0.00031586,0.00196078,0.0,0.00349291,0.00449438,0.00529747
2016-16,-0.00381567,-0.0044287,-0.00515711,-0.00380577,-0.00281896,-0.00170604,0.00312221,-0.00559076,-0.00209364,-0.00553967,0.00021459,0.00042154,-0.00041935,-0.00415468,-0.002457,-0.00372578,0.00243309
2016-15,0.0,-0.00012645,0.00180549,0.00039375,0.00083857,-0.00065565,0.00089286,0.00046577,-0.0006654,0.00555954,0.00193507,0.0007384,-0.00013984,0.0,0.00020479,-0.00074488,0.00530829
2016-14,0.00235502,0.0036802,0.00896318,0.00382031,0.00220195,0.00236469,0.00044843,0.00411523,0.00305052,0.00756757,0.00150797,0.00042216,0.00041982,-0.00063877,0.00494234,0.00298954,0.00910973
2016-13,0.00493535,0.00704135,0.01275761,0.00676393,0.00517806,0.00408971,0.01222826,0.0066918,0.00565405,0.00965392,0.00107759,0.00084513,0.00027992,-0.00697748,0.00289196,0.00450958,0.00626043
2016-12,0.001682,0.00218285,0.00664943,0.00079681,0.00063445,-0.00079135,-0.00316027,0.00084954,0.00086323,0.00458379,-0.00301334,0.00052854,0.00056085,-0.00378907,0.0016546,0.00150546,0.0
2016-11,0.00625869,0.00879121,0.0115758,0.0060008,0.00723404,0.00463208,0.01047359,0.00845927,0.00520231,0.01787709,0.00324254,0.00105843,0.00168421,0.0,0.00686928,0.00605373,0.00379267
2016-10,0.00059678,0.00064717,0.00413793,-0.0002672,0.00021306,-0.00079376,0.00779817,-0.0009503,-0.00038554,0.00355939,0.00281751,0.00063546,-0.00112186,0.0,0.00083281,0.00113766,-0.002537
2016-09,-0.00445456,-0.00526992,-0.00050201,-0.00385844,0.0,-0.00211082,0.00554017,-0.00350147,-0.00345291,-0.0050345,-0.00021636,0.00042373,0.00140371,0.0,-0.00290396,-0.00302457,-0.00422833
2016-08,0.00129007,0.00231839,0.00201664,0.00186716,0.00213402,0.00013201,0.00788863,-0.00028409,0.00115274,0.00431601,0.00260473,-0.00063559,-0.00042088,-0.00031556,0.0014556,0.00189394,0.00085288
2016-07,0.00258758,0.00284274,0.00380276,0.00187116,0.00342466,-0.00013201,0.00186916,0.00284576,0.00288906,0.0125261,0.00195908,-0.00010594,-0.00028047,0.00031566,0.00187578,0.00189825,0.00681721
2016-06,0.00019861,-0.00103066,0.0002517,-0.00080011,-0.00784231,-0.00079114,-0.00326036,0.00037864,-0.00258918,-0.00805998,-0.00519818,-0.00042359,-0.00488759,-0.00283286,0.0,-0.00226757,-0.00126743
2016-05,0.0029997,0.0076903,0.01026958,0.0038989,-0.00254642,0.00304636,0.0004649,0.00507177,0.00560712,0.01034681,-0.00021725,-0.00010588,0.00239133,-0.00250705,0.00209293,0.00610687,0.00682303
2016-04,0.00522036,0.00680539,0.00567083,0.00526032,0.00908508,0.00305323,0.00093023,0.00527578,0.00300068,0.0065372,0.00283471,0.0001059,-0.00014049,0.00281162,0.00419727,0.00498084,0.01083658
2016-03,0.00020072,0.0,0.00012873,0.0,-0.00053527,-0.00026539,0.00373483,-0.00153418,0.00164856,-0.00038543,-0.00021815,-0.00010589,0.00112375,-0.00124805,0.00125997,-0.00076453,0.00564726
2016-02,0.0053422,0.00524866,0.01326916,0.00555405,0.00266667,0.00199309,-0.00556328,0.00577701,0.00330418,0.00852383,-0.00152306,0.0,0.00267719,-0.00403978,0.00379267,0.00537016,0.0025974
2016-01,0.006372,0.00924703,0.01268305,0.00706426,0.00363364,0.0036,0.00416281,0.00695921,0.00585023,0.01029126,0.00305677,-0.00010589,0.00112835,-0.00464828,0.00613367,0.00539084,0.01440419
2016-00,0.0,-0.00224511,-0.00845254,-0.00054289,-0.0006398,-0.0002667,0.00138376,-0.00193125,-0.00068306,-0.01196449,0.00131119,-0.00052972,-0.000422,0.00154464,0.0,-0.00077042,0.01099868
2015-51,-0.00050531,-0.0028997,-0.00531019,-0.00270709,0.00138622,-0.00106553,0.00649954,-0.00028977,-0.00039017,-0.00154381,0.00131119,-0.00021186,-0.00098411,0.00216718,-0.00169026,-0.00076982,0.00088222
2015-50,0.0019221,0.00026368,0.00780539,0.00216802,0.00074722,-0.00146354,-0.00139082,0.00106311,0.0,0.00874806,-0.00414304,-0.00042386,0.0,-0.00432232,-0.00042248,0.00154143,0.02219203
2015-49,0.00262467,0.00236469,0.00490196,0.00243342,0.00532935,0.00132996,-0.01100413,0.00144425,0.00194704,0.00288906,0.00065431,0.00010591,-0.0009837,0.0,0.00232313,0.00153728,0.00584795
2015-48,-0.00372683,-0.00249409,-0.00464996,-0.00135245,0.00074691,-0.0003991,-0.00046083,-0.00269776,-0.00184843,-0.00134953,-0.00087184,-0.00031759,0.0002811,0.0,-0.00084495,-0.00077012,-0.00224618
2015-47,0.00110954,0.00210416,0.00233312,0.00094723,-0.00032058,0.0005322,0.0,0.00241406,0.00116936,0.0021256,0.00109004,0.00052977,0.00014053,-0.01647346,0.00148085,-0.00038521,-0.00045065
2015-46,-0.00020176,0.00092202,0.00495825,0.00176295,0.00128535,-0.00053184,0.00370028,0.00222566,-0.0007792,0.00956284,-0.00152306,-0.00021182,0.00028118,0.0,0.00127119,0.00077131,0.00728266
2015-45,0.00334313,0.00477137,0.00854588,0.00312883,0.00096422,0.00186592,-0.00551471,0.00320419,0.00263775,0.0070713,0.00305543,0.00010599,-0.00210674,0.01079248,0.00361856,0.00193125,0.01150483
2015-44,-0.0070373,-0.00983091,-0.01799717,-0.00688445,-0.00650389,-0.00332049,-0.00914495,-0.007401,-0.00543901,-0.0115429,-0.00477742,-0.00021198,-0.00014045,0.0058933,-0.00527872,-0.00803674,-0.01796138
2015-43,-0.00320032,-0.00597791,-0.00737257,-0.00389157,-0.00771997,-0.00185357,-0.00546448,-0.00467112,-0.0038681,-0.01043841,-0.00238457,0.0,0.00084305,0.0121875,-0.00272823,-0.00343119,0.00407609
2015-42,-0.00119928,-0.00168963,-0.00089286,-0.00053706,0.00042382,-0.00132205,-0.00045662,-0.00190767,-0.00144872,-0.00076132,-0.00151679,-0.0003181,0.00028118,0.00156495,-0.00167715,-0.00076307,0.00730927
2015-41,0.00140252,0.00377998,0.00537497,0.00188324,0.00031834,0.00052938,0.00137174,0.00507663,0.00280872,0.00228964,0.00173724,-0.00010607,-0.00070126,-0.00529265,0.00252313,0.00114635,0.00321543
2015-40,-0.00050196,0.00013063,0.00348207,-0.00040409,0.00085342,-0.00052952,0.00600462,-0.00115108,-0.00193349,0.0003841,-0.00130265,0.0003184,0.00182636,0.00124688,-0.00231384,0.00076628,0.00184077
2015-39,0.00573383,0.00813542,0.0083871,0.00702608,0.00063973,0.00358328,0.00510678,0.0054908,0.00553559,0.01337987,0.00152439,-0.0009543,0.00112486,-0.00620347,0.00485437,0.0057648,-0.00092764
2015-38,0.00100939,0.0,0.0033947,0.00040656,-0.0017127,0.00026571,-0.00505747,0.00125665,9.72e-05,0.00273812,-0.00086862,-0.00031793,0.0,-0.00061996,0.0010582,0.00154202,0.0051139
2015-37,0.0017144,0.00289474,-0.00064733,0.00365903,0.00545746,0.00226004,0.00276625,0.00299199,0.00408799,0.00660964,0.00217675,-0.00010594,0.000844,-0.00309023,0.00148117,0.00269854,0.01315789
2015-36,0.00050464,0.00105499,0.00142709,-0.00027104,0.00310859,0.0009311,0.00230947,0.00106332,0.00126619,0.00390701,-0.0015224,0.0,0.00126707,0.0,0.00021173,0.0,-0.00232775
2015-35,0.00526316,0.00648062,0.01315447,0.00489064,-0.00191795,0.00253131,0.00461894,0.00483279,0.00331772,0.01270027,0.00283348,-0.00063532,0.00042242,0.00247831,0.00339559,0.00580495,0.00703895
2015-34,-0.00663117,-0.00538694,-0.01191544,-0.00566572,-0.00424899,-0.00252391,0.00185271,-0.00852246,-0.00320575,-0.01018252,0.00043582,-0.00116451,0.00126671,0.00217729,-0.00526759,-0.00537634,-0.00800754
2015-33,0.00454041,0.00728091,0.00589895,0.00419827,0.00618601,0.00266418,-0.00685871,0.00481974,0.00390168,0.00632911,0.00043601,-0.00042359,-0.00014049,-0.00463249,0.00444727,0.00424383,-0.00698324
2015-32,0.00010108,0.00053029,0.00749741,0.00095057,-0.00117196,-0.00039989,-0.00046019,0.00202801,0.00048862,0.00482905,-0.0002181,0.00021189,-0.00070225,0.00092593,0.00021186,-0.0011583,0.0056338
2015-31,-0.00191455,-0.00355825,0.00038422,-0.00229854,-0.00275424,-0.00226094,-0.00685558,-0.00327049,-0.00359957,-0.00437678,-0.00217533,0.00021191,-0.00014041,0.0,-0.0014796,-0.00153905,-0.00234742
2015-30,0.00212293,0.0021164,0.00791899,0.00122117,0.00116959,0.00039952,0.00828729,0.00086873,0.00136585,0.00578927,0.00021805,-0.0003177,0.00112375,-0.00246305,0.00254507,0.0023166,0.00614367
2015-29,0.00478031,0.00506262,0.01504553,0.00519268,0.00490667,0.00120112,-0.00091996,0.0053554,0.0029383,0.01431092,0.00043706,0.00031793,0.00098439,-0.00793651,0.00469283,0.00349243,0.00047483
2015-28,0.00530775,0.00440882,0.01753681,0.00493692,0.00675024,0.00106781,0.00415704,0.00429394,0.00244978,0.01809865,0.00087393,-0.00021191,-0.0004217,0.0,0.00685959,0.00545809,0.00617871
2015-27,-0.00416117,-0.00504046,-0.01147303,-0.00408719,-0.00353206,-0.00093246,-0.0027637,-0.00388387,-0.00311982,-0.01140161,-0.00087298,-0.00031783,0.00084424,-0.00853398,-0.00106678,-0.00465116,0.01003824
2015-26,-0.0018302,-0.00053241,-0.00609191,-0.00095602,-0.00598035,-0.0001333,0.00322284,-0.00106993,-0.00048905,-0.0053307,0.00306413,0.00021186,-0.00042212,0.00122063,-0.00277304,-0.000777,-0.00192031
2015-25,-0.00427742,-0.00652637,-0.01208018,-0.00369256,-0.00204191,-0.00106809,-0.00912825,-0.00603406,-0.00264214,-0.00872324,-0.00174978,0.0,-0.00056283,0.0012184,-0.00341734,-0.00428016,-0.00664137
2015-24,0.00458155,0.00666489,0.00805068,0.00506156,0.00440529,0.00227182,0.00596878,0.00399027,0.00460694,0.00748621,0.00218914,0.00021184,0.00140568,0.00030469,0.00405896,0.00466926,0.00620525
2015-23,-0.00122175,-0.00040011,0.001585,-0.00109334,-0.00182462,-0.00040086,-0.00320073,0.00097447,-0.00107811,0.00118273,-0.00109433,-0.00052949,-0.00014055,0.00704441,-0.00085397,-0.00116686,0.00385542
2015-22,-0.01009285,-0.01344582,-0.02217352,-0.0086815,-0.01147959,-0.00293216,-0.01130199,-0.00944852,-0.00653085,-0.01985351,-0.00480035,-0.00031776,0.00014057,0.00678384,-0.00951575,-0.01001927,-0.01685393
2015-21,0.00090671,0.00065755,-0.00179166,0.00094723,-0.0003177,0.00106624,0.00454133,0.00076894,0.00107129,-0.00457056,0.00153341,0.00042377,0.00042153,-0.00459982,0.00253807,-0.00038447,0.00518623
2015-20,0.00010101,-0.00039567,0.00349968,0.00040711,0.00342759,-0.00093246,-0.01221719,0.00164172,-0.00048704,0.00270793,-0.00087489,0.00021193,-0.00014045,0.00276753,0.0,0.0015444,-0.00748363
2015-19,0.00556511,0.00741035,0.01219987,0.0042091,0.0031026,0.00240128,0.00045249,0.00784504,0.00527653,0.01514563,0.00306614,0.00074239,0.00028098,0.00929368,0.00403226,0.00541377,0.00560748
2015-18,0.00140959,0.00144623,0.0054812,0.00040541,-0.00381639,0.00146745,-0.00180832,0.00211844,0.00087591,-0.00663885,0.0,0.00074263,0.00154668,0.0,0.00021124,0.00076894,-0.01239101
2015-17,-0.00886454,-0.0112987,-0.03449119,-0.00816381,-0.0106907,-0.00266134,-0.00893256,-0.01234333,-0.0051292,-0.03064575,-0.00131062,-0.00074247,-0.00028078,0.00310752,-0.0091954,-0.00837776,-0.00547695
2015-16,-0.00079642,-0.00038921,-0.00606722,-0.00146882,-0.00386221,0.00013305,0.00268817,-0.00104295,0.00116178,-0.00309147,-0.00109266,0.00021216,0.00056164,0.00719875,-0.00187774,-0.00114068,-0.00136799
2015-15,0.00269327,0.00482085,0.00951452,0.00428667,0.00041758,0.0011984,-0.00134348,0.00494156,0.00155084,0.00617396,0.00065488,-0.00031817,0.00126547,-0.00187149,0.0039749,0.00266768,0.00641026
2015-14,-0.00229152,-0.00324802,-0.00170545,-0.00280599,0.00094261,-0.00252525,0.00404676,-0.00369493,-0.00193761,0.00145085,0.00021877,-0.0003183,-0.00098259,-0.00434783,-0.00125497,-0.00304067,0.00275356
2015-13,0.00360216,0.00260858,0.0048727,0.00174146,0.00073429,0.00079936,-0.00045005,0.00523411,0.00282129,0.00472641,0.00395344,0.00021229,-0.00056101,0.0,0.00377754,0.00305344,0.00322135
2015-12,-0.00129961,-0.00169315,-0.00339106,-0.00214133,0.0,0.0,0.00180424,-0.00095084,-9.725e-05,-0.00253715,0.0,-0.0003184,0.00238798,0.00249066,-0.00125786,0.0,0.00507849
2015-11,0.00674383,0.00988142,0.02176332,0.00660466,0.00823915,0.00361204,0.00865604,0.01048581,0.00586797,0.01755683,0.00264317,0.0,0.00014063,-0.00895338,0.00654976,0.00691776,0.0069735
2015-10,0.00323854,0.00344371,0.0101746,0.00474898,0.00413574,0.00187592,-0.00454545,0.00202488,0.00137255,0.00823662,0.00110448,-0.00031847,0.00168919,-0.00245474,0.00489154,0.0007716,0.00185787
2015-09,-0.00675199,-0.00816219,-0.02153199,-0.00634449,-0.00623811,-0.00214104,-0.01262968,-0.00872149,-0.0035225,-0.02317028,-0.0013248,0.00021259,0.0,0.00372324,-0.00738708,-0.00423403,-0.01103448
2015-08,0.00402658,0.00500329,0.00790026,0.00310433,0.00487185,0.00107066,0.00633771,0.00257904,0.00146499,0.0062477,0.00132685,0.0001063,0.00014065,-0.0040074,0.00698708,0.0030722,0.00415129
2015-07,0.00222357,0.00158709,0.00488171,0.00216861,-0.00031867,0.00093821,0.00090375,0.00336895,0.00078385,0.00148948,0.00088417,0.00053175,0.00028145,-0.00215318,-0.00021213,0.00231481,0.01792453
2015-06,-0.00251004,-0.00170693,-0.01411364,-0.00363196,-0.00306263,-0.00066908,0.0018075,-0.00362388,-0.00107432,-0.01002187,-0.00110473,0.00010638,0.00056354,0.0027907,-0.00273627,-0.00306513,-0.01772727
2015-05,-0.01013514,-0.01485404,-0.03219741,-0.01130019,-0.01182751,-0.00466045,-0.00224316,-0.01085315,-0.00985888,-0.0286118,-0.00308506,-0.00117021,-0.00168776,0.00937207,-0.0070996,-0.0106141,-0.01388889
2015-04,0.0064,0.01070356,0.02011735,0.00870613,0.00970874,0.00373932,0.0027088,0.00894642,0.00739803,0.0234657,0.00420633,0.0006385,0.00014069,-0.00466418,0.005251,0.00648607,0.02103338
2015-03,0.00019996,0.00026082,0.00227709,0.00147374,0.00052815,-0.00080032,0.00090334,-0.00532471,-0.00038884,0.00180375,0.00177069,-0.00042558,-0.00070333,0.00340874,-0.00083857,0.0,0.00503894
2015-02,0.00341674,0.00459077,0.00596615,0.0047062,0.00447046,0.0038796,-0.00135563,0.00448773,0.00253931,0.0036483,0.00310421,-0.00031942,0.00084436,-0.00308928,0.00337197,0.00114635,0.01200924
2015-01,0.00322874,0.00622022,0.00949328,0.00364865,0.00374732,0.00281804,0.00271985,0.00172546,0.00441913,0.00257685,0.00088692,-0.00031925,0.00070432,0.00061557,0.00381437,0.00269231,0.01214386
2015-00,0.00416328,0.00547616,0.01193467,0.00490263,0.00724638,0.00080656,-0.00767841,0.00096562,0.0035461,0.01507727,0.00244553,-0.00010641,0.00084602,-0.00822669,0.00469083,0.00504071,0.00613787
2014-51,-0.00304321,-0.00784053,-0.00825413,-0.00515674,-0.00377807,-0.00201505,-0.00546199,-0.00357005,-0.00226333,-0.00339751,0.00022222,-0.00031942,0.0,0.00274977,-0.00213038,-0.00386997,0.00189573
2014-50,0.00020323,-0.00186047,0.00402769,0.00040711,-0.0012959,-0.00160944,0.00686185,0.00368503,-0.00049174,0.0076118,0.00289726,-0.00053237,-0.0005637,0.00488848,-0.0017043,0.0007767,0.00379327
2014-49,0.00611746,0.00800961,0.01736909,0.00544811,0.00400346,0.00281955,-0.00500227,0.00554637,0.00562186,0.01229823,0.00133601,0.00053191,0.00070492,-0.0078764,0.00620454,0.003108,-0.00142653
2014-48,-0.00417303,-0.00585262,-0.00486244,-0.00367147,-0.00323834,-0.00428036,-0.00587969,-0.00388387,-0.00481241,-0.00423484,-0.00288696,-0.00021272,-0.000844,0.00243902,-0.00277718,-0.00466019,0.00860421
2014-47,0.00611995,0.00601202,0.01355014,0.00504913,0.00488334,0.00174239,0.0068089,0.00574825,0.00325027,0.01144076,0.00177738,0.00010636,0.00028137,-0.00453583,0.00385439,0.0038956,0.00289715
