Name,SR_month,Omega_month,RisknessR_month
ACWV,0.20761768845734876,0.21437054161754598,16.31073992285986
GII,0.1683912360733483,0.19915184573351508,11.97485771855663
JXI,0.1956257902191558,0.23836788750042742,11.162328293294973
IGF,0.14934992893459556,0.16931344337824225,10.600140119276562
DWX,0.12692464031095255,0.15201321795899028,9.15056927008002
CGW,0.14001305627175922,0.15947987379022183,8.65130427730816
IDLV,0.10374070319893734,0.11706505099513212,8.070797046627401
SMH,0.22589305163723436,0.29034116366635676,7.954611013543283
MOO,0.12938305770554087,0.16005060515330685,7.701536179987907
IOO,0.11629279143223537,0.11508611459695775,7.504092168740579
GUNR,0.15188642279282602,0.2104398121646379,7.422110651385714
ACWI,0.1026066009208793,0.12811203641136595,6.566967248193245
EFAV,0.07657568472715152,0.08055984048312796,6.092181586529147
GNR,0.12878151540899382,0.16232294424035998,5.657029344595289
VT,0.08476851083434153,0.09720425562013812,5.366508500448145
MXI,0.1055915658374441,0.12969792072129585,4.915298687030891
URTH,0.07637720310824661,0.09668613967343137,4.906080471541455
LIT,0.12437938812250464,0.17059525534639342,4.41487201492362
PICK,0.15645286362080413,0.20385913718707255,4.180477652042994
FGD,0.05392371212347749,0.06210358786523798,3.6526539887979097
PID,0.05798069396081111,0.06912261116298077,3.410690291247706
RXI,0.05662052608734794,0.06926975892022891,3.1660132259520184
WOOD,0.07406223700333248,0.07020800611857655,3.091034410701315
PXF,0.04887842795840072,0.05653258924807962,2.970416468368813
CWI,0.04689210035293545,0.05224183184101197,2.970175990435036
DTH,0.0399603482933678,0.046531467742159806,2.647694217639281
IDV,0.04017936373905941,0.05233264062527175,2.645010997288394
IXUS,0.040619579948795066,0.04468207523120848,2.6103330360900245
VEU,0.04061392742214905,0.044648384074212275,2.5691026903246756
PDN,0.04279431097447368,0.04529623580520135,2.490490009406971
GDX,0.1065252274044834,0.21015318719473564,2.2202480516895835
DOL,0.033952389926062046,0.03759871153855483,2.21835327959591
ACWX,0.03408563355937786,0.039295554777230776,2.215720605152459
EWS,0.04372004762628088,0.05418893084206057,2.043902462427282
KXI,0.028732790402484915,0.039124568048484396,1.9860807535015261
IXJ,0.03381208974321218,0.03412926058284959,1.9449476728369892
DBEF,0.025605989910384493,0.028620622164290312,1.802345010057223
DWM,0.02659881177957738,0.027315294614599722,1.7509493445424598
DLS,0.028542747184420163,0.025207183624971898,1.6425230452852948
GDXJ,0.09037016206804054,0.1741388522656232,1.6412752221296478
VXUS,0.024905289274300975,0.027164491307143386,1.603456688587312
SCHF,0.024399689131193034,0.02582404707962027,1.5541490228008645
SIL,0.08292061893657228,0.17337206099007801,1.5461715918279082
DIM,0.02499388499862318,0.026338310706000116,1.5261451450086732
IXC,0.03524335732667899,0.04296509770895257,1.3789973836464333
EFA,0.01712872541047553,0.01763494079543418,1.1084456305758223
VEA,0.016844964769523164,0.01770172399359543,1.068784963448819
IEFA,0.01595232968824635,0.01644324099192147,1.0190727283748993
EFV,0.016495744735931846,0.018298461337965064,0.9897504918828176
IXG,0.01816496669902276,0.018870632566204932,0.9109312079333955
SDIV,0.013945386211312647,0.016209602261518227,0.8724661596577186
EFG,0.009522568066981136,0.010233993576774484,0.5980559363739824
NUGT,0.08255693649367038,0.1782935511214084,0.552452071738324
SCZ,0.00929463623170131,0.00920760969889368,0.5256399777778342
PSP,0.0014392913940460934,0.0014726081516855554,0.07007517092355889
EZU,-0.009842037984275553,-0.011741893684622253,-0.5035104083220371
FDT,-0.009890558776506377,-0.010078578749198824,-0.5366772593427788
TLTD,-0.010760843743903594,-0.011041832708076241,-0.6566517810767382
VSS,-0.011326145376698023,-0.010731365971982414,-0.6950605552865281
URA,-0.036394409461280385,-0.048978975491393704,-0.7764306536837888
GWX,-0.018155493394049472,-0.021605349607220305,-1.0369034328137168
SPDW,-0.017676041847244098,-0.017992919754025134,-1.143072161924925
SCHC,-0.02597805284730953,-0.028147447249044014,-1.5179371418473289
IXP,-0.07596104605734859,-0.10024652238995083,-4.821428577469737
TAN,-0.19424450659270087,-0.22437330124066848,-6.277870621181357
PPH,-0.15442610295187767,-0.15258107088308057,-8.063120789822012
