Month,CQQQ,FDN,FXL,IEUS,IGM,IGN,IGV,IXN,IYW,PNQI,PSCT,PSI,PSJ,PTF,PXQ,QQQ,QTEC,REW,ROM,RYT,SKYY,SMH,SOCL,SOXL,SOXS,SOXX,SSG,TDIV,TECL,TECS,USD,VGT,XLK,XNTK,XSD,XSW
2014-07,-0.00202899,-0.02546296,-0.03472005,-0.04537934,-0.00827423,-0.03446262,-0.02462364,0.00058221,-0.00010733,-0.01906137,-0.06477561,-0.0634058,-0.04626143,-0.06336088,-0.04428616,0.00088281,-0.01953634,-0.00717631,-0.00360469,-0.01767928,-0.02095808,-0.03041336,-0.00771208,-0.17128463,0.16632951,-0.05645259,0.01683398,0.00669456,0.01356522,-0.0238806,-0.03536977,-0.00577657,0.00670204,-0.01066218,-0.08449169,-0.04589261
2014-06,0.06629143,0.05414013,0.05016611,0.01341317,0.03085381,0.03153426,0.05886764,0.02116911,0.03234833,0.06034617,0.09230045,0.05928086,0.05164993,0.0836858,0.03404669,0.03224321,0.04517906,-0.06466561,0.06566482,0.03395785,0.02363425,0.06193668,0.11853574,0.17215635,-0.15381502,0.05505064,-0.1496719,0.02066294,0.06164384,-0.06138162,0.17019231,0.03348138,0.02014968,0.02623907,0.07774799,0.07620958
2014-05,0.0403252,0.02102048,0.03535874,0.02064109,0.03380021,0.03400936,0.02708919,0.04023491,0.0392658,0.02842996,0.00797935,0.04238143,0.03090963,0.02367046,0.02565789,0.04170662,0.04469435,-0.07555015,0.07938181,0.03298331,0.02332016,0.04517853,0.01097631,0.14402451,-0.14561723,0.047593,-0.08836994,0.0312082,0.10980227,-0.10972955,0.09584665,0.03480715,0.03634197,0.03693612,0.0431543,0.00954534
2014-04,-0.11436092,-0.09169149,-0.05331599,-0.01008403,-0.02992126,-0.05066274,-0.06300252,-0.01183578,-0.0160812,-0.09190146,-0.06113921,-0.02660099,-0.06074896,-0.08216433,-0.08035173,-0.02037211,-0.03967814,0.02389078,-0.03414469,-0.03408352,-0.06077554,-0.03489995,-0.14263959,-0.10941018,0.07809984,-0.03397866,0.03333734,-0.00353826,-0.03583062,0.01195745,-0.04814443,-0.02184661,-0.00916076,-0.04325109,-0.04418743,-0.08464385
2014-03,-0.05598622,-0.07518797,-0.00623564,0.02752976,-0.00136783,-0.01069519,-0.0277613,0.01583682,0.01134901,-0.08343763,-0.00133541,0.04493208,-0.03459459,-0.0440234,-0.00123993,-0.02007749,0.00368168,-0.02700192,0.01809152,0.01173021,-0.03401609,0.05165135,-0.10509108,0.14270328,-0.14510859,0.0476591,-0.09566517,0.04388422,0.04216074,-0.05641064,0.09060403,0.00574241,0.01517911,0.00383934,0.04120793,-0.04413082
2014-02,0.08822616,0.10591472,0.08855827,0.08111633,0.07610017,0.07484935,0.08766109,0.07015665,0.07167745,0.11546708,0.09475465,0.12023121,0.06754061,0.08736397,0.07296849,0.07613195,0.09149723,-0.13333696,0.14971978,0.08414425,0.08032915,0.07878627,0.0780943,0.29226557,-0.24042305,0.09153109,-0.153912,0.05928466,0.20195775,-0.17788055,0.1761658,0.07194514,0.06628242,0.06963614,0.13368794,0.08706109
2014-01,-0.00030084,0.01197302,0.01150227,-0.00459888,-0.01113977,0.04700162,0.0063591,-0.02305919,-0.00675839,-0.00590755,-0.01772152,-0.01340782,0.00866406,-0.01526498,0.03543046,-0.01150818,0.00543314,0.00504154,-0.01729974,-0.00582848,0.01946283,-0.01949218,0.00143609,0.00192802,-0.02350449,0.00283244,0.00773378,-0.02613159,-0.05186533,0.03991828,-0.02050663,-0.01323866,-0.01603948,0.00584436,0.00587219,-0.00392882
2013-12,0.03779528,0.06721341,0.06000732,0.04410606,0.04694151,0.07135506,0.05119187,0.03878007,0.04584062,0.0623933,0.04387005,0.0483871,0.05106507,0.03263746,0.07472067,0.03225806,0.05445389,-0.07917763,0.09076305,0.05785725,0.05836735,0.05094692,0.09501312,0.16108339,-0.1466984,0.05262343,-0.11338611,0.04569505,0.12061295,-0.11716435,0.11447368,0.0496312,0.03870558,0.04187817,0.06005789,0.07256681
2013-11,0.03094778,0.03555718,0.02276119,0.01029839,0.03681367,0.02399166,0.03080411,0.03641532,0.03554411,0.03065925,0.05558288,0.02826855,0.0362167,0.04277913,0.01868829,0.03522029,0.02347267,-0.07426606,0.07161125,0.02766622,0.01604938,0.00587921,-0.0026137,0.0329429,-0.04639641,0.01313937,-0.02451257,0.01306873,0.09018568,-0.08984675,0.00661376,0.035038,0.03063885,0.02729932,0.00906783,0.04248862
2013-10,0.0,-0.00091491,0.00037327,0.02336198,0.03081704,-0.02196688,-0.00688924,0.03548885,0.03257979,-0.00349984,0.01827612,0.0293765,0.00568182,0.02,-0.02677966,0.03899907,0.00908796,-0.088436,0.0676965,0.01040881,-0.00286768,0.02255435,-0.03388973,0.06312548,-0.08437156,0.02343003,-0.07624693,0.0429727,0.12298507,-0.12520381,0.07648725,0.02564442,0.04107264,0.0266223,-0.00396969,-0.00325163
2013-09,0.08069677,0.07047581,0.05225369,0.06703107,0.03700691,0.02704601,0.03808864,0.03398272,0.02593461,0.09379996,0.06289641,0.06786172,0.03797866,0.05251067,0.06627822,0.04232656,0.05417529,-0.05955517,0.05520274,0.04531722,0.05665349,0.06361249,0.10238908,0.2,-0.18050547,0.06385893,-0.11997456,0.02667364,0.07358739,-0.07614731,0.11501597,0.03526971,0.02455279,0.04728546,0.05346154,0.06082529
2013-08,0.02873134,-0.011563,-0.02994944,-0.01639816,-0.02328056,-0.03985014,-0.01396686,-0.014377,-0.01660994,-0.00018015,-0.01542887,-0.06566265,-0.01793999,-0.04038521,-0.03506908,-0.01403753,-0.02276589,0.02695073,-0.03123521,-0.0397351,-0.03141136,-0.04876682,0.01826753,-0.16680162,0.17382631,-0.05574572,0.1122653,-0.03402743,-0.06523077,0.05904914,-0.10274964,-0.01598142,-0.02096941,-0.02638889,-0.05384615,-0.01382243
2013-07,0.09580331,0.07020213,0.05569514,0.05339061,0.03747728,0.04097771,0.07262153,0.02770667,0.04230604,0.10420475,0.06065712,0.06201044,0.06150266,0.06441923,0.08773991,0.05666815,0.06654412,-0.08307291,0.08280922,0.05617049,0.10414658,0.02590975,0.11449864,0.0655141,-0.08612907,0.02428668,-0.03270145,0.0366242,0.09451008,-0.09533729,0.03692308,0.04642082,0.03191108,0.04402054,0.0586625,0.07596042
2013-06,-0.05626496,0.00176523,-0.01210856,-0.02958757,-0.02640219,-0.010699,-0.01912046,-0.0409263,-0.04296767,0.01769359,-0.00677583,-0.00520833,-0.00436388,0.00033738,0.01930813,-0.02559628,-0.01236364,0.07909248,-0.08672481,-0.01711491,-0.01619819,-0.02324922,0.0289548,-0.02294793,-0.01382038,-0.00405405,0.02741058,-0.03534836,-0.10506329,0.0978677,-0.03498542,-0.0365066,-0.03377437,-0.01741023,-0.01511628,0.01375598
2013-05,0.12371134,0.06212332,0.0525394,-0.0349509,0.05814965,0.0665155,0.025587,0.03699212,0.05078068,0.05780977,0.10301899,0.0846746,0.02198917,0.06361052,0.05798319,0.04063069,0.04716622,-0.11178395,0.10367171,0.06947588,0.03615046,0.03766311,0.01045296,0.21636168,-0.18867092,0.06519776,-0.0997038,0.03976357,0.10668563,-0.10576442,0.10180624,0.05180347,0.03701016,0.05942857,0.11106328,0.06275241
2013-04,0.05885122,0.01403837,0.01709776,0.04322679,0.01383227,-0.03210846,-0.00491218,0.02574776,0.01603649,0.02970739,-0.00727714,-0.01423729,0.00638012,-0.00034855,-0.04665876,0.0324038,0.01067073,-0.03446878,0.02846196,0.01828411,0.00784698,0.05944931,0.09145427,0.10648148,-0.1327974,0.03890544,-0.09703282,0.02076503,0.06518519,-0.08259796,0.09042553,0.0161435,0.02431835,0.00189322,0.0164076,0.00811232
2013-03,-0.02451203,0.00348918,0.03577818,0.00453446,0.02408748,0.00746004,0.02469508,0.01851852,0.02214955,0.00445931,0.03068426,0.04172462,0.04172414,0.0386681,0.01980983,0.02603588,0.02392898,-0.04567747,0.04545455,0.03105925,0.00339147,0.01152648,-0.01736614,0.07764706,-0.08823385,0.02754356,-0.07617717,0.03577418,0.07226107,-0.07565286,0.07312614,0.02501137,0.02398801,0.01373522,0.05319149,0.02330779
2013-02,-0.03621291,-0.00467399,-0.00223115,-0.0018105,-0.00369167,-0.01565217,-0.0081534,-0.00371978,-0.00753101,-0.01543891,0.00587326,-0.01154107,0.01083537,0.01524501,-0.00549451,-0.00837812,-0.01374046,0.00888183,-0.01541002,0.00143988,-0.01537722,0.00406631,-0.0065407,0.06658596,-0.08527192,0.01669196,-0.01966153,0.00448682,-0.01763804,0.00235556,0.00365631,-0.00588679,-0.00336826,-0.00647866,-0.0137398,0.00128535
2013-01,0.06747891,0.05702191,0.02169898,0.0326121,0.0122449,0.0181108,0.02750275,-0.01736858,-0.01656163,0.05427632,0.01913265,0.00840336,0.02154399,0.02441773,-0.00078833,-0.00493395,0.02942346,0.02767373,-0.03407247,0.025,0.0430646,0.02050781,0.06013878,0.0965035,-0.1057686,0.03151805,-0.03031943,0.02497096,-0.04624716,0.03909677,0.02330097,-0.00847458,-0.01380597,0.02526648,0.01746529,0.03367003
