Week,CQQQ,FDN,FXL,IEUS,IGM,IGN,IGV,IXN,IYW,PNQI,PSCT,PSI,PSJ,PTF,PXQ,QQQ,QTEC,REW,ROM,RYT,SKYY,SMH,SOCL,SOXL,SOXS,SOXX,SSG,TDIV,TECL,TECS,USD,VGT,XLK,XNTK,XSD,XSW
2019-11,-0.04136104,-0.00605187,-0.0034499,-0.01902913,0.00239761,-0.01777462,-0.0044918,0.0007096,0.00395946,-0.00507501,-0.02809471,-0.00376719,-0.00496251,0.00690173,-0.00953516,0.00061642,0.00403127,-0.01423662,0.00548045,-0.00266872,-0.00643143,0.00774096,-0.00406504,0.02070984,-0.04117647,0.00885237,-0.01758242,-0.00678143,-0.00427823,-0.00566038,0.00942712,-0.00175835,0.00027285,0.00327123,-0.00467762,-0.01429791
2019-10,0.00640761,0.01202536,0.01676781,0.0289942,0.01787587,0.00877507,0.01405984,0.02409127,0.01919034,0.00988083,0.0086548,0.01626939,0.01977625,0.03293273,0.01087332,0.02075569,0.02206983,-0.03401039,0.03827842,0.0187119,0.0142681,0.03026188,0.00788644,0.09331532,-0.09274194,0.03138818,-0.07454483,0.02468473,0.0800871,-0.07683486,0.06870818,0.02459567,0.02687113,0.01971872,0.0175998,0.01310517
2019-09,-0.03166391,-0.01936427,-0.02294821,-0.02478851,-0.01685816,-0.03896788,-0.01219214,-0.01800377,-0.01465798,-0.0111255,-0.036618,-0.03550738,-0.00311132,-0.00844083,-0.02136901,-0.01860999,-0.0217987,0.02652396,-0.03244753,-0.02296087,-0.01345371,-0.0323972,-0.01176845,-0.09585771,0.10178817,-0.03174861,0.04932268,-0.01586022,-0.05465768,0.05492639,-0.06379223,-0.01829964,-0.0176454,-0.01615485,-0.03929471,-0.01280228
2019-08,-0.02268083,0.00384727,-0.00607855,0.0194,0.00548428,-0.00383142,0.00672375,-0.00012101,0.0037551,0.00213366,-0.0149413,-0.01144968,0.00920455,0.00934579,0.01399931,0.00502309,-0.00542875,-0.01156337,0.00716638,0.0007763,0.01026549,-0.00808523,-0.01013942,-0.02822068,0.02538787,-0.00884624,0.00351494,-0.00480256,0.01311182,-0.01468097,-0.01129518,0.00481641,0.00508834,-0.00144092,-0.00288221,0.008
2019-07,0.04648625,0.00175016,0.01221253,0.00423216,0.00887076,0.01998929,0.00841323,0.0148139,0.01023173,0.00268611,0.01896657,0.01591814,0.00675057,0.01276193,0.01553398,0.00354713,0.01041797,-0.02336029,0.02048976,0.01326034,0.0075,0.01708484,0.00544872,0.03625954,-0.03448276,0.01181361,-0.01291199,0.01276827,0.04125043,-0.04217832,0.02423769,0.01457003,0.01426102,0.00715746,0.02645228,0.01060921
2019-06,-0.00265428,0.0179891,0.02372055,0.02206954,0.02181515,0.04516372,0.02608302,0.02386076,0.01971974,0.01766144,0.04034509,0.045061,0.02965753,0.03117349,0.01968575,0.02106015,0.02325283,-0.04291845,0.04060967,0.02879319,0.02386635,0.03293715,0.00259319,0.09812598,-0.09079903,0.03242359,-0.06719243,0.02394209,0.07188454,-0.07040159,0.07918299,0.02524104,0.02450546,0.02205221,0.04221173,0.03188242
2019-05,-0.00401427,-0.00297553,0.01405656,-0.0199268,-0.00297123,0.01901805,0.00897202,-0.00234044,-0.00152241,-0.00876027,-0.00330831,0.00577344,-0.00070233,0.0004894,0.00864447,-0.00573218,0.00296889,-0.00343938,-0.00425709,0.00649269,-0.00091929,0.00559512,-0.02599049,0.01809874,-0.03009259,0.00747888,-0.01842752,0.00139626,0.0075419,-0.0108002,0.00997151,0.00457317,0.00370261,-0.00717489,0.00986572,0.01433486
2019-04,0.02292001,0.0258634,0.03911683,0.00492712,0.02971914,0.01484267,0.03627718,0.0226378,0.03400593,0.03168382,0.02411067,0.0230895,0.03731527,0.04924832,0.04062681,0.02665684,0.03790956,-0.06422733,0.0682183,0.03101436,0.01958547,0.02881784,0.02457405,0.07688541,-0.08079748,0.02583873,-0.04123113,0.01688609,0.0724304,-0.07562662,0.0478933,0.02744162,0.02498458,0.02671637,0.02016925,0.03163719
2019-03,0.05298329,0.02091985,0.0464318,0.01872659,0.02770267,0.03080041,0.01688717,0.03745469,0.02626044,0.0303081,0.04707659,0.07550044,0.01817729,0.03108442,0.0308888,0.01979586,0.0522094,-0.0557859,0.05130915,0.04336631,0.0208736,0.07428762,0.03268194,0.21990351,-0.20704846,0.07245839,-0.10973974,0.02689272,0.08101952,-0.0755814,0.09850651,0.0283868,0.0262336,0.04282518,0.07865169,0.02535832
2019-02,0.06439024,0.04510134,0.04250601,0.01661759,0.03923553,0.02437538,0.04297566,0.04109402,0.04158732,0.04355223,0.02719492,0.02596841,0.05205515,0.04909984,0.02626263,0.03755189,0.03603989,-0.07277335,0.08309876,0.03311122,0.03281588,0.032,0.05100993,0.08567604,-0.08486439,0.02900254,-0.0492517,0.0266351,0.1144233,-0.1075185,0.05419968,0.03878802,0.03808765,0.03233071,0.0267897,0.04643491
2019-01,0.03006407,0.02611392,0.02849644,0.0213858,0.02319881,0.02751345,0.02472805,0.02556266,0.02176346,0.02380952,0.04316955,0.05166629,0.02779963,0.01997434,0.02996101,0.01647655,0.03133614,-0.0434322,0.04340191,0.03260946,0.02767195,0.03867967,0.01515152,0.12105326,-0.11650485,0.04130242,-0.07658587,0.0267187,0.07274468,-0.06935123,0.07958708,0.02641826,0.02409054,0.02840816,0.05389222,0.03065977
2019-00,0.01117602,0.02691582,-0.0036225,0.02225684,0.00997201,0.00529437,0.00766438,-0.00888704,-0.00075193,0.02940909,0.00043466,-0.00993004,0.0052774,0.00417695,-0.01015123,0.01279387,-0.00176574,-0.02043597,-0.0034277,-0.00042714,0.01426504,-0.00905133,0.03411978,-0.04677167,-0.00531915,-0.00945808,-0.01226091,-0.00090882,-0.0387112,0.0,-0.01794177,-0.00751518,-0.0077695,0.00941968,-0.01191582,0.0152938
2018-51,0.0276129,0.0790971,0.079375,0.03263134,0.07019418,0.05983681,0.07940197,0.06337662,0.07008778,0.06331941,0.06900859,0.07392996,0.07085346,0.07697083,0.05753485,0.06597319,0.06478117,-0.1252215,0.13769388,0.0613801,0.0633052,0.07275198,0.03721805,0.22332134,-0.20616114,0.07461448,-0.13004675,0.05634256,0.19915624,-0.18857143,0.1518591,0.06692582,0.06564513,0.08229243,0.06826507,0.0615187
2018-50,-0.05411994,-0.07309619,-0.06039755,-0.02126707,-0.06207851,-0.06191565,-0.04925678,-0.04725389,-0.05994803,-0.07113531,-0.05609509,-0.05559277,-0.06068388,-0.06982068,-0.04947216,-0.06266752,-0.05730076,0.1267752,-0.11965707,-0.05534432,-0.04961753,-0.05617978,-0.05679012,-0.15555299,0.16032811,-0.05301634,0.09316618,-0.04578097,-0.17636665,0.18772827,-0.10804598,-0.05904015,-0.05915179,-0.05691595,-0.0579245,-0.05519829
2018-49,0.01266428,-0.00522876,-0.01113952,-0.00286533,-0.01246745,-0.01021839,-0.01451855,-0.01479467,-0.0087399,-0.00283335,-0.01657612,-0.00328443,-0.01237751,-0.00655499,-0.00789578,-0.01219888,-0.004954,0.02444444,-0.0178551,-0.0152408,-0.01275663,0.00101283,0.01773296,0.00604297,-0.00844206,0.00415827,-0.00203252,-0.00350263,-0.04553986,0.03962798,0.00546624,-0.01407242,-0.01415385,-0.006243,-0.00404555,-0.01359766
2018-48,-0.06641493,-0.05855365,-0.05957964,-0.05237113,-0.06438737,-0.0531874,-0.05174076,-0.07130815,-0.06694632,-0.0514103,-0.07078841,-0.08844221,-0.05357143,-0.0668163,-0.04897104,-0.06354574,-0.07259456,0.13908093,-0.13283643,-0.06644561,-0.04928092,-0.09068323,-0.04292845,-0.25393786,0.29249763,-0.08804702,0.18441336,-0.05799112,-0.20527739,0.22565321,-0.17095436,-0.06886502,-0.06979106,-0.0606383,-0.0816496,-0.04854131
2018-47,0.03327041,0.04363636,0.04356655,-0.00687071,0.04140856,0.0229954,0.04970562,0.02937883,0.03829328,0.03990242,0.03024575,0.03938356,0.06580887,0.04952699,0.03397668,0.03978289,0.03316077,-0.07806826,0.07651083,0.03025233,0.03336683,0.04330146,0.01946472,0.09315238,-0.09278351,0.03160619,-0.06799591,0.02717548,0.11138062,-0.11089187,0.07136179,0.03774232,0.03674662,0.04312842,0.02740924,0.03612606
2018-46,-0.0147024,-0.00127562,0.01069927,-0.00857741,-0.01058231,-0.00524405,0.01130904,-0.02117833,-0.01480541,-0.0066726,-0.00177644,0.01253298,0.01185495,0.01082126,-0.00788995,-0.01754495,0.00171527,0.03213138,-0.03121026,-0.00630637,-0.00792039,0.00213411,0.00432588,0.01622875,-0.01621223,0.00599445,-0.00735294,-0.01473137,-0.07272553,0.07391304,-0.00484496,-0.01869159,-0.02334152,-0.01071777,0.00947796,0.00736164
2018-45,0.07795766,0.00625813,0.0208564,-0.00596217,0.0083042,0.01447838,0.01359703,0.01093318,0.01285513,0.00997678,0.01891381,0.04728237,0.01855533,0.01794128,0.01431373,0.00706735,0.03268903,-0.03415916,0.02461069,0.01822414,0.00393391,0.0324813,0.03528988,0.11399696,-0.11692084,0.03994951,-0.05410166,0.02404403,0.03358537,-0.03937341,0.05487614,0.01294282,0.01241214,0.01540661,0.05879644,0.01036794
2018-44,-0.04703429,0.00633463,0.01608821,0.000199,0.01446325,0.02202899,0.00703297,0.01221355,0.01095058,-0.01257549,-0.00286907,-0.0069081,0.02584151,0.0220837,0.02563107,0.01516323,0.00885568,-0.02428515,0.02270136,0.01113789,0.00889233,-0.0003201,-0.03538928,0.00028337,-0.00572363,0.0009052,-0.00870038,0.00652667,0.04695338,-0.05528527,-0.0031091,0.01520289,0.01702128,0.00416345,0.00160678,0.01641398
2018-43,0.13699711,0.0674477,0.06958022,0.04986551,0.04354354,0.09144295,0.04101951,0.03823855,0.03311727,0.0787562,0.07656033,0.09747785,0.04110899,0.07284644,0.04545455,0.03766849,0.06281186,-0.0646711,0.06460766,0.05445816,0.04651163,0.08749138,0.09210526,0.26569598,-0.24076433,0.0876748,-0.16143911,0.03544005,0.07912205,-0.07965686,0.15873533,0.03261972,0.02679109,0.05882353,0.09895172,0.06375972
2018-42,-0.07076923,-0.04524852,-0.06269926,-0.03545673,-0.04481255,-0.01931415,-0.041423,-0.04430652,-0.04018204,-0.04689303,-0.04129523,-0.06980656,-0.05186615,-0.04871211,-0.04079299,-0.04170999,-0.04824079,0.08502696,-0.08405463,-0.04374715,-0.04411481,-0.06184028,-0.03321799,-0.20185887,0.19498825,-0.06616984,0.13784666,-0.03873141,-0.11467719,0.09167446,-0.1249309,-0.0376453,-0.03539823,-0.04234084,-0.06903643,-0.0417841
2018-41,-0.02927178,-0.00110219,-0.01290893,-0.00138944,0.00068088,0.0122171,-0.00868385,0.00591127,5.596e-05,-0.01381125,0.00251689,-0.01893467,-0.00766134,-0.02008734,-0.00175268,0.00466717,-0.00041448,-0.00812018,-0.0021497,0.00223112,-0.00214008,-0.01249074,-0.03018996,-0.04447961,0.02922591,-0.01230291,0.03142077,-0.00281057,0.00946736,-0.02143814,-0.02429702,0.00383121,0.00477223,-0.01132075,-0.01007888,-0.00603225
2018-40,-0.01247689,-0.03542358,-0.03111716,-0.03896598,-0.03025901,-0.04489403,-0.02272727,-0.0267437,-0.02638083,-0.02936288,-0.03906549,-0.02915745,-0.02972028,-0.05605159,-0.03734827,-0.02637338,-0.0293259,0.04842932,-0.05489774,-0.03669782,-0.02736132,-0.03690632,-0.02048909,-0.11427705,0.10573477,-0.03756912,0.08862275,-0.03460395,-0.08995802,0.06686627,-0.08865679,-0.02827166,-0.02685493,-0.02665122,-0.0310998,-0.04429261
2018-39,-0.07859532,-0.03904972,-0.04295259,-0.02986706,-0.03380672,-0.03010713,-0.03834664,-0.03233349,-0.02728682,-0.04676528,-0.04309618,-0.0472858,-0.04301325,-0.039306,-0.0359408,-0.03232596,-0.03354006,0.05100608,-0.05625052,-0.03357472,-0.03405242,-0.04182582,-0.04190296,-0.11769638,0.12604167,-0.04004546,0.06566482,-0.01896733,-0.08159886,0.08324022,-0.06568693,-0.02748152,-0.02728967,-0.03925875,-0.04928923,-0.0301676
2018-38,0.00440899,0.00518429,0.00444586,-0.01881046,0.00738168,-0.00326087,0.01386756,0.00161049,0.00714137,0.01012601,-0.01951391,-0.01905643,0.01586561,0.0199197,0.00191838,0.01032618,-0.00088507,-0.01243094,0.0131291,-0.00534918,0.0066237,-0.01322751,0.00188442,-0.04780186,0.04427646,-0.01623932,0.00812216,-0.00289474,0.01380695,-0.01465798,-0.00601202,0.00509465,0.00456866,0.00541141,-0.02124077,0.0021034
2018-37,0.05411303,0.00236052,-0.00127409,0.00914634,0.01156466,0.00457122,-0.00109633,0.01745929,0.00985222,0.01427162,0.00116945,0.01415094,-0.01229556,-0.01810712,0.0,0.01304324,0.01702347,-0.01959038,0.01939299,0.01427711,0.00851141,0.01772225,0.02298117,0.05996285,-0.05639476,0.01967643,-0.04089219,0.02011263,0.03584846,-0.03678756,0.0386406,0.01084423,0.01175024,0.01796577,0.02526932,-0.00022119
2018-36,0.03672566,0.00961267,0.02192564,0.01350611,0.01487425,-0.00109091,0.0265053,0.01405552,0.01369501,0.01983046,-0.00069132,-0.00055783,0.02271155,0.00787753,0.01129453,0.01246192,0.00614046,-0.02513465,0.0256144,0.01283133,0.01793803,-0.00171674,0.0254101,0.00126871,-0.00417973,0.00118707,-0.00191144,0.01268556,0.04539052,-0.04673857,-0.01078652,0.01695173,0.0152034,0.0194051,0.00039339,0.02143883
2018-35,-0.04178674,-0.02881765,-0.02029578,-0.01771831,-0.02702058,-0.02098278,-0.01573826,-0.0292669,-0.02758016,-0.03589407,-0.02344454,-0.0477208,-0.01551189,-0.0266725,-0.01071923,-0.02550772,-0.03026906,0.05327676,-0.05569246,-0.02086429,-0.02247993,-0.03548207,-0.04802432,-0.10442333,0.10998878,-0.03524646,0.07924145,-0.01096843,-0.06929503,0.07368996,-0.06900958,-0.023819,-0.0229561,-0.02582873,-0.03772866,-0.01281349
2018-34,-0.0267168,0.00572967,0.01221865,-0.00835704,0.01240946,0.00933908,0.00531222,0.00504125,0.0114841,-0.00352848,0.01118391,0.0106479,0.01499356,0.01658697,0.01776293,0.01255801,0.00037156,-0.01626394,0.02236502,0.00298347,0.01007194,0.00309685,-0.01840309,0.00816796,-0.00976139,0.00292522,0.00133333,0.0061745,0.02484018,-0.02632993,0.00951351,0.01727457,0.00863232,0.0016513,0.01346801,0.0148272
2018-33,0.01948994,0.03059466,0.0453162,0.01704858,0.02262985,0.03338929,0.04513325,0.02183561,0.02023988,0.02657059,0.02485704,0.03870353,0.04197259,0.0440577,0.03680758,0.01545872,0.02987381,-0.03706934,0.03945855,0.02592273,0.01729849,0.04138547,0.0248062,0.1230616,-0.1146789,0.04030128,-0.08212274,0.00707676,0.04944838,-0.04733433,0.08142616,0.02207033,0.01688581,0.02204523,0.03885481,0.03625866
2018-32,-0.05221362,-0.00980182,-0.00016964,-0.00569539,-0.00377659,0.01197263,-0.00594927,-0.00141702,-0.0005343,-0.02250923,0.00223345,-0.0342794,-0.00036778,-0.00047423,0.00845744,-0.00256754,-0.00855793,0.02899197,-0.00272599,0.00123824,-0.00110865,-0.02765998,-0.02581233,-0.07235023,0.07305035,-0.02443434,0.06061568,0.01406897,0.00723779,-0.00992556,-0.05549264,0.0072985,0.00291101,-0.02100546,-0.02217473,0.00711453
2018-31,-0.00077821,0.0018586,0.01298479,-0.00973148,0.0009928,-0.0007606,0.01002046,-0.00393008,-0.00265873,-0.0089208,0.0049238,-0.02471586,0.0125,0.01176471,0.00645756,-0.00338945,-0.02046419,-0.00791209,-0.00618844,-0.00320039,0.0,-0.02336977,-0.00030048,-0.07500917,0.0718057,-0.02451295,0.03161669,-0.00574555,-0.00502152,0.0035035,-0.03662525,0.00026212,-0.00096805,-0.00747198,-0.01060305,0.01712936
2018-30,-0.04509333,0.01667281,0.02502218,-0.01397983,0.02520663,0.00838861,0.02507447,0.02480087,0.03254192,0.00956689,0.01008524,0.01854256,0.03531092,0.03352235,0.01657774,0.02839407,0.0146665,-0.0632137,0.06699424,0.01115009,0.02197386,0.01412239,-0.0003023,0.04957868,-0.04837117,0.01714223,-0.03588144,0.01812605,0.08527634,-0.07914971,0.04318861,0.03188595,0.02815895,0.01797339,0.01236581,0.0208308
2018-29,0.00655977,-0.03203931,-0.01941912,0.00643777,-0.01524979,-0.00929615,-0.02492101,-0.01370184,-0.01843244,-0.0240118,-0.02205797,0.00421941,-0.02310718,-0.02542772,-0.01638747,-0.01081839,-0.00337711,0.04059363,-0.03941362,-0.00524998,-0.01597676,0.00219927,-0.05825776,0.02139107,-0.02574257,0.00776084,0.01612383,-0.00249584,-0.04720749,0.04082636,-0.017249,-0.01026021,-0.01469569,-0.01202679,-0.00826006,-0.02726118
2018-28,-0.01725979,-0.00716846,0.00578428,-0.00373002,0.00189139,-0.01151988,0.00384971,0.00662056,0.00388287,-0.01556017,0.0116523,0.01203035,0.00508748,0.00937699,0.00876232,-0.00101112,0.00263455,-0.0034379,0.00616787,0.00140845,-0.00792793,0.01908657,-0.00574398,0.04361413,-0.04425612,0.01511111,-0.01706161,-0.00055617,0.00453939,-0.00771084,0.01417323,0.00582109,0.00251467,-0.00746269,0.00861373,0.0093633
2018-27,-0.00319489,0.01150387,0.01515935,-0.0067352,0.01454747,0.00465203,0.03424802,0.01035714,0.0132941,0.00117688,-0.003465,0.0014782,0.02182139,0.01425825,0.02805311,0.01363249,0.01075269,-0.02308984,0.02786406,0.01259104,0.0170205,-0.00722892,-0.00488202,-0.04081765,0.03525955,-0.01232877,0.02296248,0.00139276,0.03799036,-0.04106393,-0.02487997,0.01239224,0.01313188,0.00380486,-0.00320684,0.02109755
2018-26,0.00363504,0.0184774,0.01870148,0.01635174,0.01405695,0.01709726,0.01578664,0.01254109,0.01493868,0.01928139,0.02322519,0.02209103,0.02226537,0.02537068,0.01806427,0.01625022,0.01815117,-0.032,0.03011472,0.01425058,0.01328096,0.02183189,0.02487423,0.0582762,-0.06379155,0.02042654,-0.05082167,0.02322248,0.03919848,-0.04281346,0.03809961,0.01377335,0.01384682,0.01276537,0.02623947,0.03010279
2018-25,-0.0170394,0.00087254,-0.00195974,-0.00465699,0.00224274,0.01595952,0.00434878,0.00300448,-0.00152156,-0.00207841,-0.00085169,-0.01254991,0.00725881,-0.00316087,0.00444702,0.00164454,-0.00104357,0.00078339,-0.0035016,-0.00298148,0.00495994,-0.00059524,-0.01358846,-0.03599148,0.02997275,-0.01092131,0.02288188,-0.00057504,0.00075375,-0.0046492,-0.0258562,0.00178472,0.0018956,0.00196243,-0.01280639,0.00037133
2018-24,-0.03215114,-0.01375764,-0.02832575,-0.00722212,-0.01261577,-0.01914055,-0.03819012,-0.01569785,-0.01855358,-0.01467577,-0.01894027,-0.02619774,-0.0456778,-0.03541055,-0.0296649,-0.00667199,-0.02204509,0.03217612,-0.03675152,-0.02215344,-0.02373129,-0.02188552,-0.01326964,-0.07656277,0.08110993,-0.02635757,0.03900587,-0.0128384,-0.04258344,0.04355972,-0.04944501,-0.0182392,-0.01393974,-0.01595174,-0.02389346,-0.02863514
2018-23,-0.00588716,0.02933122,0.01629782,-0.01567884,0.01101299,0.01924543,0.01688167,-0.00141368,0.00539598,0.03081272,0.0101439,0.01061915,0.02893563,0.02068746,0.02445908,0.01182169,0.00762881,-0.00672269,0.01027927,0.01173075,0.01807678,0.00408239,0.02357085,0.02723243,-0.0267666,0.0087775,-0.00916784,-0.00082896,0.00367647,-0.00970874,0.01269589,0.0062527,0.00296904,0.01327554,0.01358481,0.02095881
2018-22,0.00547354,-0.00086824,-0.00051476,0.00629041,0.00096574,0.00595581,0.00422324,-0.0017092,-0.00380476,0.00902773,0.00309009,-0.00816906,-0.00076609,-0.00398851,0.00245886,0.00075227,-0.00312188,0.00923594,-0.00687596,0.00849402,0.01058601,-0.00277264,0.00826674,-0.02108973,0.01980198,-0.00686619,0.02389573,0.00194067,0.00075586,-0.00368324,-0.0172147,0.0,0.00028317,0.00614502,-0.00145406,0.00242895
2018-21,0.0216309,0.03262593,0.01994704,0.02810304,0.02598359,0.00019339,0.0265384,0.02745242,0.02757767,0.03004646,0.01640147,0.01913265,0.02323432,0.02278356,0.0158638,0.02232569,0.02041602,-0.05827506,0.05252467,0.02146142,0.02635175,0.01944603,0.04561404,0.06460863,-0.06613226,0.02197387,-0.04065041,0.01729515,0.07617247,-0.07297748,0.04186236,0.02450025,0.02486471,0.02139941,0.0164487,0.01966187
2018-20,-0.00238663,0.00150966,0.00671378,-0.01577233,0.00663612,0.00096006,0.00385951,0.00533689,0.00653374,0.01210104,-0.00450945,0.02793925,0.01257525,0.00216019,0.00756988,0.0077863,0.00771803,-0.01369327,0.01238151,0.00076079,0.00448256,0.0213359,-0.00377907,0.06957245,-0.0648855,0.02322772,-0.05967276,0.00084388,0.01140627,-0.01383648,0.05440137,0.00484032,0.00408938,0.0124805,0.01930185,0.00025003
2018-19,-0.02546605,-0.00144223,-0.00370828,-0.00668151,-0.01210755,-0.00712086,0.00132626,-0.01428744,-0.01559356,-0.01378277,0.00111097,-0.01920209,0.01050788,0.00301154,0.0019459,-0.01348862,-0.01401274,0.02904895,-0.02884156,-0.00677687,-0.01103582,-0.01583038,-0.01154068,-0.04991534,0.04541063,-0.01529219,0.0436958,-0.0147962,-0.04278351,0.04264392,-0.04063678,-0.0122397,-0.01437491,-0.01726316,0.00179657,0.0082925
2018-18,0.02199313,0.03756162,0.03240406,0.01246322,0.02231617,0.00733166,0.01966574,0.02758024,0.02697429,0.01342333,0.01451815,0.03045685,0.02685387,0.02353937,0.01534829,0.0194163,0.01825769,-0.04996243,0.05059733,0.02485238,0.02199529,0.03027255,0.02488152,0.09545909,-0.09274874,0.0322415,-0.07084469,0.02024522,0.07744748,-0.07585934,0.06363636,0.02616642,0.02637461,0.02523796,0.01449069,0.01589304
2018-17,0.01176471,0.01857235,0.01540746,0.00243605,0.02856508,-0.00796117,0.02410055,0.02927048,0.03618796,0.00603202,0.03676953,0.04460432,0.02169625,0.03883841,0.01414999,0.02444222,0.02643647,-0.05970149,0.07028684,0.02442125,0.01775626,0.03744886,-0.01388889,0.1296818,-0.12302158,0.04189927,-0.07367844,0.01336044,0.10204264,-0.0973822,0.07680723,0.03459101,0.03301302,0.02212652,0.04985691,0.01773922
2018-16,-0.00860555,-0.01132557,-0.01456134,-0.00945017,-0.0009398,-0.01187057,-0.00424288,0.00223257,-0.0028551,-0.00670365,-0.02449917,-0.00726686,-0.00658079,-0.00139689,-0.01866931,0.00124611,0.00592832,0.00419874,-0.00483715,0.00040011,0.00242131,0.00406886,-0.01899474,0.00881022,-0.01537335,0.00387389,-0.02263431,0.00609049,-0.00780776,0.0010699,0.02301151,-0.00481447,-0.00123039,-0.00029595,0.0002959,-0.00503031
