Week,CQQQ,FDN,FXL,IEUS,IGM,IGN,IGV,IXN,IYW,PNQI,PSCT,PSI,PSJ,PTF,PXQ,QQQ,QTEC,REW,ROM,RYT,SKYY,SMH,SOCL,SOXL,SOXS,SOXX,SSG,TDIV,TECL,TECS,USD,VGT,XLK,XNTK,XSD,XSW
2018-15,-0.01945392,0.02877698,-0.00540443,0.00396894,0.00154312,0.01859384,0.00506591,-0.00917662,-0.01101347,0.02583229,-0.00189298,-0.05056818,0.01000423,-0.00207218,0.00978825,-0.00186093,-0.02106778,0.02298851,-0.02220369,-0.0085442,0.00954315,-0.04915304,0.02261232,-0.1406,0.13691508,-0.04616334,0.07296397,-0.01980198,-0.03278143,0.02473237,-0.07343364,-0.00702508,-0.00926066,-0.00930097,-0.01913192,0.0060944
2018-14,-0.00102828,0.02502739,0.02860348,0.02281167,0.0292942,0.02462569,0.0221389,0.02351646,0.03083754,0.01544247,0.04044263,0.04568024,0.01609395,0.02975977,0.02211755,0.02308479,0.03291621,-0.05551839,0.06175612,0.03037543,0.02760219,0.03735369,0.00448699,0.13192071,-0.12772352,0.04405984,-0.10403685,0.0269242,0.08071047,-0.08498677,0.09938042,0.02899423,0.02750707,0.02611436,0.04959786,0.0191535
2018-13,-0.01719986,0.00904205,0.00018779,0.00769644,0.00426734,0.00198689,0.0073667,-0.00084984,0.00399828,0.00516796,0.01278125,-0.00791452,0.00957149,-0.00341665,0.00917431,0.00719938,-0.00422689,-0.01296176,0.00964187,-0.00157577,0.00728519,-0.00994217,-0.00446694,-0.03319626,0.01953418,-0.00941576,0.01416508,0.00412858,0.00510108,-0.01277955,-0.01843658,0.00188107,0.00301875,0.00348802,0.00253807,0.00799458
2018-12,-0.03904485,-0.03150619,-0.03079646,-0.01019511,-0.0277808,-0.02045107,-0.02949599,-0.01924759,-0.0245571,-0.03481084,-0.02038491,-0.04024881,-0.0212916,-0.02703622,-0.01750151,-0.02595251,-0.03010421,0.04166667,-0.04995871,-0.02238611,-0.02522889,-0.03653484,-0.03861111,-0.11403303,0.10555556,-0.03720552,0.06328321,-0.01190139,-0.06440734,0.04980152,-0.06936295,-0.02302574,-0.01946472,-0.03506033,-0.03412256,-0.01592481
2018-11,-0.06953283,-0.04814435,-0.04543872,-0.02353146,-0.05324557,-0.03155111,-0.05070868,-0.05568147,-0.05833811,-0.04876429,-0.04326804,-0.04932249,-0.0326301,-0.03707449,-0.01447527,-0.05142754,-0.05458901,0.12293578,-0.11455965,-0.05203418,-0.04543635,-0.05021387,-0.05771277,-0.14887767,0.15327103,-0.05005359,0.08088916,-0.04959599,-0.16798841,0.18302387,-0.09345794,-0.05595238,-0.05784387,-0.05685293,-0.04411158,-0.03191763
2018-10,0.00306843,-0.01051429,-0.01150398,-0.00844973,-0.01161284,-0.01301081,-0.01408838,-0.01021742,-0.01496659,-0.00700901,-0.00668856,-0.01158911,-0.01562928,-0.00855263,-0.01192338,-0.01758459,-0.01233814,0.03126237,-0.03051407,-0.00933998,-0.0076157,-0.01469263,-0.00929512,-0.05059225,0.05088266,-0.01674765,0.02768512,-0.01488095,-0.03914002,0.03921569,-0.02359312,-0.01278323,-0.01280576,-0.00999595,-0.01277955,-0.01147396
2018-09,0.04541807,0.03951127,0.04390331,0.02720484,0.03440478,0.03791378,0.04035669,0.03606719,0.03374268,0.04250242,0.04025125,0.05168875,0.02085374,0.04347826,0.02643794,0.03178425,0.04572974,-0.06659349,0.06840648,0.0348522,0.03515862,0.03917487,0.03311966,0.12382947,-0.11665183,0.04038043,-0.07782805,0.02449207,0.09457093,-0.08741522,0.0776761,0.03363305,0.0312593,0.03449247,0.03698535,0.02586431
2018-08,-0.03194141,-0.00546272,-0.00500089,-0.03318928,-0.01675499,-0.00562779,-0.00051912,-0.02753184,-0.02038614,-0.0103814,-0.01120163,-0.00596792,-0.0059364,-0.00690608,-0.00869565,-0.02590858,-0.01389068,0.05492852,-0.04096852,-0.0139014,-0.01298174,-0.01219743,-0.0204461,-0.03560933,0.03035714,-0.01127738,0.03624733,-0.01740812,-0.07182361,0.07162427,-0.02484734,-0.02027712,-0.0242113,-0.0213181,-0.00854102,-0.00249836
2018-07,0.01734012,0.01065574,0.00673953,-0.00260643,0.01465888,0.00158134,0.00999588,0.01548645,0.01636172,0.01898002,0.00725577,0.00209245,0.01784419,0.00881523,0.00350082,0.01741947,0.01067616,-0.02937063,0.0317493,0.01034801,0.0167259,0.00797278,0.01284453,0.02115409,-0.02442997,0.00742105,-0.02339346,0.00792303,0.04176924,-0.0472973,0.02853907,0.01561774,0.01558953,0.01362007,0.00605886,0.00826556
2018-06,0.0762741,0.04122567,0.03481735,0.03228108,0.04164507,0.035859,0.04833912,0.044443,0.04110009,0.04817909,0.03997832,0.04188695,0.05217925,0.05446097,0.04590305,0.03834658,0.04347222,-0.086915,0.08316498,0.03546926,0.03817787,0.02981722,0.05970572,0.09240616,-0.08848315,0.03072871,-0.06828137,0.03668917,0.11481251,-0.11062086,0.06658446,0.0407026,0.03887315,0.04587987,0.02027636,0.05629046
2018-05,-0.04242424,-0.0014711,-0.00999039,-0.00432588,-0.00936864,0.01414309,-0.01224667,-0.00704457,-0.00397985,-0.0226869,-0.0109905,-0.01727993,-0.0190564,0.00339687,-0.01425486,-0.01277874,-0.01231631,0.0,-0.01230734,-0.01021259,-0.0186551,-0.00539307,0.02621502,-0.01893939,-0.02453196,-0.00065578,-0.02431835,-0.01156927,-0.02232635,0.00450315,0.01767152,-0.00448045,-0.00271609,-0.00639659,-0.01458208,-0.00706314
2018-04,-0.05695813,-0.02005238,-0.03028674,-0.02886701,-0.02733399,0.00883179,-0.01641287,-0.03657422,-0.03323524,-0.02342796,-0.03323225,-0.05125369,-0.02270412,-0.02526948,-0.0190911,-0.03230979,-0.03956044,0.07132668,-0.06747678,-0.02624911,-0.02045408,-0.04474929,-0.0197058,-0.13025962,0.13439065,-0.04326557,0.11455289,-0.0360286,-0.09281065,0.08988355,-0.10721003,-0.03180494,-0.03028504,-0.03326727,-0.05578121,-0.02224307
2018-03,0.01571559,0.03229615,0.00554066,0.0103731,0.01850934,0.00503322,0.01582297,0.0106929,0.01017341,0.04661726,-0.00414573,-0.00801895,0.01449488,0.0148857,0.01818942,0.01670573,0.00620957,-0.02659202,0.0210234,0.01089865,0.03350084,0.0010398,0.02461103,-0.01157663,-0.00665557,-0.00124682,-0.01937874,0.01218162,0.03016957,-0.0320952,0.01874334,0.01029807,0.01055448,0.02336248,-0.00632997,0.01197847
2018-02,0.02281668,0.01360839,0.0248025,0.00543663,0.01582189,0.00563721,0.02351136,0.02085689,0.01816778,0.00762739,0.02054449,0.03911888,0.02001204,0.02744739,0.01185436,0.01416692,0.02551089,-0.02907754,0.03531501,0.02078723,0.00701382,0.03846154,0.01889535,0.10446645,-0.10095099,0.03469515,-0.06161137,0.0153148,0.05440497,-0.05562914,0.06020221,0.01945457,0.01881022,0.02067641,0.00777202,0.01976503
2018-01,0.00588144,0.01437533,0.01444177,0.01642462,0.00886666,0.01006239,0.02040816,0.00100503,0.00469065,0.00757082,0.01179604,-0.01496726,0.02334394,0.00621572,0.01247094,0.01193288,0.00186667,-0.00700467,0.00991339,0.00848085,0.00788072,-0.01287722,-0.00057274,-0.03329276,0.0305742,-0.0105458,0.02981467,0.00170746,0.01002068,-0.01157025,-0.0340197,0.00641856,0.00382321,0.0001476,0.00651377,0.01911006
2018-00,0.02310021,0.02646979,0.02906641,0.02076003,0.02835461,0.01363355,0.03043896,0.02816445,0.02562221,0.02799391,0.01602688,0.03072137,0.0259294,0.02825716,0.02356535,0.02160887,0.02701213,-0.05915318,0.05003321,0.03124782,0.02033676,0.02589358,0.0199765,0.08750677,-0.08405604,0.02903019,-0.03839308,0.01478689,0.07555978,-0.07047388,0.03568053,0.02704181,0.02405282,0.02875937,0.02555462,0.02378893
2017-52,0.00616769,-0.00190753,-0.00351288,0.01295896,-0.00220159,0.00103907,0.00045378,0.00072273,-0.00389562,-0.00515863,-0.00248952,-0.00278662,-0.00094399,0.00477008,-0.01447084,-0.00490544,-0.00530504,0.0006135,-0.00760586,-0.00345484,0.00110327,-0.00228714,-0.01080757,-0.01394206,0.0136646,-0.00428418,0.00292754,-0.00146413,-0.01055807,0.00887311,-0.0068813,-0.00270303,-0.00254009,-0.00528361,-0.00576369,0.00391531
2017-51,0.02674161,-0.01747348,-0.00692841,0.01129944,-0.01135964,-0.00123482,-0.01558921,-0.00628523,-0.0101415,-0.01000848,-0.01905858,-0.00973141,-0.02433798,-0.01622529,-0.00494305,-0.00802394,-0.01029089,0.02325581,-0.02006543,-0.01179245,-0.01323785,-0.00419652,-0.00711744,-0.01825069,0.01819363,-0.00498212,0.01209677,-0.00982375,-0.02781065,0.02757125,-0.01333969,-0.01008515,-0.00906392,-0.00720638,-0.01491697,-0.01211862
2017-50,-0.02927478,0.01280878,0.00274779,-0.00184026,0.00865104,0.00520075,0.01268676,0.0045971,0.00835603,0.01784302,0.01308485,0.01145268,0.02018463,0.00990665,-0.00304348,0.0112345,0.00882724,-0.02015883,0.01425339,0.00614667,0.00620018,0.00660516,-0.00454408,0.01077346,-0.01493429,0.00457088,-0.01567985,0.00529568,0.03092876,-0.03157895,0.01914731,0.00898019,0.01003185,0.011875,0.01047577,0.01190822
2017-49,-0.00389369,0.02322957,0.02275473,0.00202989,0.01934852,0.00168103,0.02860007,0.0173064,0.01818182,0.01520741,-0.00383547,0.02073922,0.02820097,0.02365591,-0.00947459,0.0130602,0.01473955,-0.03966416,0.03566317,0.01600808,0.01771922,0.00743889,0.02440571,0.0249477,-0.02574371,0.00860438,-0.00805709,0.00238308,0.05364724,-0.05085204,0.01067986,0.01985457,0.01781919,0.02593428,0.01063673,0.01073845
2017-48,-0.05702939,-0.02218215,-0.03249575,0.00590188,-0.02162035,-0.00228074,-0.02382303,-0.02473202,-0.02149618,-0.03522572,-0.02988274,-0.06664185,-0.03603196,-0.05022422,-0.00428816,-0.01088929,-0.03342391,0.03709476,-0.05072147,-0.0165272,-0.00884173,-0.04556736,-0.0560332,-0.14645814,0.15042373,-0.04894075,0.08563969,-0.00382465,-0.04763153,0.04383886,-0.08646446,-0.02082322,-0.01536269,-0.02734077,-0.04376548,-0.01292918
2017-47,0.0040229,0.02407749,0.01137872,0.02211394,0.01702407,0.01687408,0.00895124,0.01677436,0.01505203,0.02079527,0.01981456,0.01037229,0.01197333,0.01733478,0.01546841,0.01579467,0.01226492,-0.02405603,0.03205418,0.00797872,0.01053103,0.01216738,0.01938562,0.04283868,-0.04201681,0.01435461,-0.02160896,0.01005322,0.04218679,-0.04199773,0.02177858,0.01545662,0.01429719,0.01340937,0.01630285,0.01189958
2017-46,0.0041211,0.01410039,0.00945946,0.00965909,0.00155997,0.02687937,0.0088558,0.00118017,-0.00211023,0.017249,0.0094756,0.00510493,0.0137899,0.01519081,0.00603352,0.00046056,0.01301939,0.00574713,-0.0048775,0.00859375,0.01488777,-0.00040032,0.0380774,0.0010206,-0.0047043,0.00045951,0.00716296,0.00688417,-0.00694571,0.0028177,-0.00784314,-0.00080272,-0.00209205,0.01048677,-0.00293624,0.01074319
2017-45,0.01210337,-0.01356247,0.0083837,-0.02068082,-0.0058483,-0.00654022,0.00328778,-0.00528962,-0.00395672,-0.02260476,-0.00961415,-0.02058605,-0.00892445,-0.01048179,-0.00401159,-0.00072411,-0.00866456,0.01251526,-0.01166835,-0.00438317,-0.00091638,-0.01358184,-0.01967415,-0.03607736,0.03372333,-0.0112206,0.02460502,-0.00831354,-0.00635209,0.00425653,-0.0186279,-0.0032,-0.00208701,-0.00390992,-0.00912863,-0.00454545
2017-44,0.03710186,0.0034573,0.01090837,0.00276091,0.0096864,-0.00349421,0.00411681,0.01600854,0.0140384,0.00938302,-0.03452574,0.00603774,0.00122587,0.02308857,-0.00977995,0.01115415,0.01078582,-0.02790015,0.0285681,0.00708712,0.00809249,0.02280197,0.0053009,0.0810452,-0.07893139,0.02717295,-0.06236762,0.0123942,0.03611952,-0.03481099,0.07582583,0.01270815,0.01287484,0.00856192,0.01356813,0.01110618
2017-43,-0.02219928,0.02857965,0.01406752,-0.00148368,0.03369095,-0.00823402,0.02286315,0.0264623,0.03164144,0.01016949,0.00810878,0.01710223,0.0118571,0.00910989,-0.00595501,0.02371,0.00933918,-0.06503842,0.06581422,0.01090095,0.01811339,0.01873757,0.03217503,0.05932013,-0.06376975,0.02058163,-0.06422622,0.01719374,0.08288493,-0.08176877,0.06383547,0.02941747,0.02838905,0.02039165,0.0266766,0.01066193
2017-42,-0.02233792,0.00370863,0.01301077,-0.00934237,0.00452034,0.01094331,0.02347983,0.00392238,0.00640816,-0.01273219,-0.00460887,0.00679216,0.01477679,0.00532218,0.00509865,-0.00095219,0.01190818,-0.02188006,0.01432881,0.00970449,0.00801509,0.00687685,-0.02060568,0.01315182,-0.01478642,0.00515116,-0.01595405,0.01058531,0.01599335,-0.01571323,0.00792566,0.00628809,0.00622476,0.01273469,0.00664051,0.0146225
2017-41,0.01658891,0.00553118,0.00821187,0.01746563,0.0107438,-0.01073653,0.00874891,0.01413774,0.01027715,0.00784694,0.00149328,0.02031468,0.01655107,0.01840015,-0.00960908,0.00576606,0.01385648,-0.02089394,0.01940743,0.00995575,0.00760637,0.01709217,0.01551615,0.04910787,-0.04580546,0.01570812,-0.02275078,0.00627943,0.02023771,-0.01880505,0.02520532,0.01004464,0.00662927,0.00641131,0.0104498,0.00104167
2017-40,0.02030009,0.02238661,0.01564129,-0.00240652,0.01697001,0.00799309,0.02153993,0.0119369,0.01443118,0.02714195,0.00551932,0.00706215,0.02068302,0.01496652,0.02124804,0.01425591,0.01169504,-0.02478283,0.02891953,0.01233092,0.01320211,0.00990426,0.01313682,0.03190205,-0.03118908,0.00993504,-0.02337096,0.00824873,0.03886213,-0.03928247,0.02359186,0.01448501,0.01294443,0.01671682,0.0065689,0.01683348
2017-39,0.03066471,0.02812374,0.02403433,0.01158662,0.02304117,0.01734104,0.01897983,0.01864751,0.0261918,0.01643886,0.0418987,0.05556752,0.02486325,0.04549214,0.01521344,0.01857497,0.0298302,-0.04929918,0.05218618,0.02054742,0.01693667,0.03997696,0.02010547,0.11984283,-0.1121972,0.03903544,-0.08111511,0.0116129,0.06473615,-0.06383881,0.08247089,0.02335936,0.02190426,0.02225265,0.03836276,0.01887381
2017-38,-0.00866551,0.00434869,0.00168812,0.00540742,-0.0036475,-0.00241069,-0.00694114,-0.00669182,-0.00874161,-0.00206612,-0.0009111,-0.00420521,0.00146484,-0.00559888,-0.00179051,-0.00848578,-0.0095608,0.01745068,-0.02148805,0.00090944,0.00243368,-0.0086178,-0.00414277,-0.03040904,0.03007867,-0.00989651,0.01499905,-0.00064247,-0.01140511,0.00865129,-0.01866585,-0.00637798,-0.00451781,-0.00567139,-0.01652765,-0.00352923
2017-37,0.02414414,0.00218276,0.00794332,0.00656045,0.00078263,0.0075707,-0.01517288,0.00114392,0.00033891,-0.0004509,0.01409207,0.03027644,0.0,0.00714723,0.00158049,0.00132156,0.0143643,-0.0020202,-0.0012149,0.00489858,-0.00218659,0.02179963,0.00319795,0.08390619,-0.08013083,0.02809405,-0.05531321,0.00973394,0.00470453,-0.00661813,0.06141522,6.721e-05,0.00174216,0.00235492,0.02906884,-0.00676819
2017-36,0.00276396,-0.00140337,-0.00412864,0.01706943,-0.00039696,-0.00847836,0.00416468,0.00240175,-0.00417408,0.00497558,-0.0047619,-0.01089615,0.00450902,-0.00888613,0.00876586,-0.00336582,-0.00015511,0.00198265,-0.00960879,-0.00186191,-0.00147856,-0.00352941,0.01382488,-0.02676804,0.02727273,-0.00844112,0.01740747,-0.00684485,-0.01343864,0.01371625,-0.01402668,-0.00177051,-0.00404716,-0.00017091,-0.02120198,0.00062461
2017-35,0.03885519,0.02814163,0.02788227,0.00925926,0.02225499,0.01675978,0.02432395,0.01768158,0.02223608,0.03382145,0.02315964,0.0404479,0.02040469,0.03016878,0.01222889,0.02522086,0.02775587,-0.04589372,0.04376583,0.02033925,0.02244949,0.02953839,0.03686168,0.10358873,-0.09721707,0.03322928,-0.06033776,0.01573255,0.04907975,-0.04973877,0.0604357,0.02018184,0.01684696,0.02624718,0.03358878,0.02340019
2017-34,0.01075675,0.00608624,0.01443067,0.01049971,0.00915378,0.01911263,0.01710676,0.0115062,0.01251318,0.00084794,0.01599327,0.01279963,0.01190476,0.01506997,0.0202639,0.00654582,0.01426739,-0.03252984,0.02109217,0.01371501,0.01265182,0.01226175,-0.00067272,0.04413809,-0.04634831,0.01604807,-0.01894365,0.01365756,0.03064415,-0.03177796,0.01576496,0.01202041,0.01132075,0.01268946,0.02754451,0.01469164
2017-33,0.01405427,-0.01383238,-0.01289462,-0.00252525,-0.01678657,-0.01664447,-0.00722994,-0.01136864,-0.01676903,-0.02102046,-0.02936401,-0.019905,-0.00804106,-0.01532326,-0.00373134,-0.01875088,-0.01637537,0.03187348,-0.03342618,-0.01476942,-0.01669158,-0.01594858,0.00406366,-0.06020245,0.05728376,-0.01974137,0.03976211,-0.02342225,-0.04888783,0.04773922,-0.03855259,-0.01485455,-0.01608342,-0.01096415,-0.02554155,-0.01067389
2017-32,-0.03367525,-0.02628147,-0.02412038,-0.02977099,-0.01925375,-0.02894737,-0.0174793,-0.01866218,-0.01512535,-0.03658427,-0.02678093,-0.02219706,-0.01563037,-0.03316646,-0.02246931,-0.01705503,-0.0207319,0.03022244,-0.03138075,-0.01951105,-0.02125556,-0.02323651,-0.03807615,-0.08708866,0.08789954,-0.02857339,0.05087037,-0.01621797,-0.04401618,0.04112735,-0.0577375,-0.01575074,-0.01485674,-0.02305026,-0.03465347,-0.0173816
2017-31,-0.00454815,0.00202286,0.00044613,0.00306631,0.00227501,-0.00936411,-0.00415756,0.00548392,0.0079176,-0.00360881,-0.03732707,-0.03011236,-0.00789022,-0.03420729,-0.00941879,0.0029043,-0.00347551,0.00454545,0.01737507,-0.0028273,0.00123762,-0.00180636,0.00410818,-0.0156267,0.01427526,-0.00444105,0.00131169,0.00655738,0.02085905,-0.0206952,-0.00069372,0.00535689,0.00789238,0.00683971,-0.03949422,-0.01429245
2017-30,0.00559664,-0.00979132,-0.0163684,0.00836088,-0.00922388,-0.02105039,-0.00690617,-0.0093821,-0.01264518,0.00116467,-0.01909522,-0.01430458,-0.00034294,-0.01186407,-0.02262038,-0.00637791,-0.01987061,0.02461014,-0.03071202,-0.01375367,-0.01146341,-0.00960398,-0.01768435,-0.02684009,0.02720307,-0.00907416,0.00268097,-0.00650195,-0.01145683,0.00903676,-0.01556157,-0.0098691,-0.00284748,-0.00895934,-0.00401111,-0.00280987
2017-29,0.03098357,0.01709315,0.00884369,0.00842642,0.01225474,0.01280938,0.00927105,0.01273648,0.00862909,0.02660857,0.01162487,0.0181411,0.00696258,0.01234822,0.00949582,0.01348651,0.00558399,-0.0249584,0.01552576,0.00969811,0.0166501,0.01026866,0.01402668,0.01863807,-0.02234002,0.00664202,0.00050599,0.00325945,0.02957023,-0.03121913,0.00910931,0.00958666,0.01063638,0.0140056,0.01373712,0.00804163
2017-28,0.04625027,0.02888425,0.02820746,0.02179564,0.02690058,0.00173611,0.02376984,0.0308164,0.02951501,0.03386912,0.02874412,0.04006522,0.0224319,0.03486395,0.02081888,0.02495244,0.03014835,-0.05666742,0.05830468,0.0242769,0.02217125,0.03270626,0.04906877,0.10570584,-0.099068,0.03493542,-0.07720126,0.02194149,0.07842341,-0.0756471,0.06932471,0.02837944,0.02608696,0.0236644,0.03831294,0.01766501
2017-27,-0.00260983,0.01129342,0.01888993,0.00704651,0.01613358,0.00991626,0.01946074,0.01023118,0.01569836,0.01355599,0.01442766,0.03492063,0.02044542,0.02921647,0.00933489,0.01154734,0.02205398,-0.03053598,0.02951334,0.0156763,0.00490702,0.02823199,0.0003614,0.10084251,-0.09288299,0.03311698,-0.05520848,-0.00066556,0.03436426,-0.03661052,0.0700236,0.01431493,0.01245283,0.0111783,0.02834278,0.00793265
2017-26,-0.0187994,-0.01415193,-0.02721547,0.00420842,-0.02277998,-0.02700965,-0.02638146,-0.02234002,-0.02478754,-0.02468552,-0.0190743,-0.04257288,-0.0132019,-0.03573681,-0.02562358,-0.02092956,-0.03408734,0.05311355,-0.0483706,-0.02432239,-0.02180451,-0.0407026,-0.02279102,-0.11968985,0.11834734,-0.03981559,0.06483394,-0.01831861,-0.06775457,0.06469708,-0.07250968,-0.02293318,-0.02288539,-0.02286018,-0.03679036,-0.01328483
2017-25,0.01106291,0.01604615,0.00450045,-0.0019988,0.00785841,0.00493774,0.02419882,0.00730149,0.00901221,0.02497119,0.00899691,-0.00750682,0.00878117,0.0163101,0.01394923,0.00556198,0.01006131,-0.02362562,0.01908957,0.00917651,0.02322614,0.00036214,0.01998572,0.00138637,-0.00571837,0.00090109,0.00130336,0.00065253,0.01038826,-0.01296262,-0.01966768,0.00651927,0.00420552,0.01429082,0.01584507,0.01932678
2017-24,-0.00971517,0.00287816,-0.00523799,0.01557128,0.00020803,0.00283286,0.00244065,0.0,-0.00560063,-0.00234489,-0.01324415,-0.02397105,0.0037702,-0.0113127,-0.00254042,-0.00504202,-0.01154881,0.00483304,-0.01171347,-0.00306377,0.00284679,-0.01201602,-0.00651702,-0.04847705,0.04874603,-0.01557502,0.02690438,-0.00524418,-0.01392608,0.01161314,-0.02480193,-0.00344407,-0.0038817,0.00199855,-0.02283615,-0.00372953
2017-23,0.02994821,-0.02241504,-0.02085182,-0.01674877,-0.02323863,-0.01837214,-0.03265277,-0.01802072,-0.02557865,-0.02403846,0.0005322,-0.01189952,-0.02620618,-0.02276961,-0.02776534,-0.02404596,-0.0196564,0.05480747,-0.05271253,-0.01700008,-0.02055653,-0.0156751,-0.02210526,-0.0494186,0.03032544,-0.01410851,0.01792895,-0.01801222,-0.06596241,0.06213134,-0.04453176,-0.02329949,-0.02139903,-0.02183868,-0.01221805,-0.02093909
2017-22,-0.00447928,0.01674566,0.01325545,0.0153112,0.01143246,0.04449911,0.01422383,0.01185591,0.0110338,0.00820376,0.02230634,0.01226857,0.0233298,0.01468121,0.02636405,0.01497157,0.01015784,-0.02096774,0.0194508,0.00765001,0.00528701,0.00852546,0.00141093,0.0320359,-0.03125,0.01112186,-0.02794574,0.00941558,0.02813688,-0.03197564,0.02326365,0.01133643,0.00999818,0.01759741,0.00424128,0.01805578
2017-21,-0.00988794,0.01753261,0.01046882,0.00079745,0.01579275,0.0,0.02060409,0.01285901,0.0133457,0.01185314,0.00955762,0.0159708,0.02294075,0.01925958,0.00552995,0.0159555,0.01176097,-0.02830399,0.02584552,0.0115045,0.01226367,0.01100379,-0.00314795,0.03606087,-0.03821656,0.0121771,-0.01514427,0.00622339,0.03805216,-0.03673543,0.02256161,0.01381136,0.01257164,0.01220623,0.01282051,0.01671857
2017-20,0.0185941,-0.01723591,-0.01274755,0.00604961,-0.0111411,-0.0315743,-0.01330279,-0.00931916,-0.01210137,-0.00338852,-0.02670983,-0.01476937,-0.00599564,-0.0128866,-0.03682784,-0.00863394,-0.00543913,0.01590146,-0.02290749,-0.0113342,-0.01850444,-0.00024679,0.018385,-0.00891044,-0.01471059,-0.00035564,-0.01266402,-0.01207572,-0.03512696,0.02957721,0.00107258,-0.01305744,-0.01123803,-0.012,-0.00438525,-0.01208953
2017-19,0.01155001,0.0008517,0.00930016,0.00264389,0.00532287,0.00134469,0.00775778,0.00915421,0.00684438,0.01150103,0.00701224,0.03241955,0.01133197,0.02098984,0.00531055,0.00546166,0.01426931,-0.01394336,0.01081568,0.00990998,-0.00330957,0.02795947,0.00700332,0.11671717,-0.11029612,0.03793388,-0.05608525,-0.0039267,0.02000544,-0.01821685,0.05654531,0.00745405,0.00633855,0.0082934,0.03945555,0.0
2017-18,-0.01423978,0.00879545,0.00866511,0.02349062,0.00380926,0.00358825,0.01286933,0.00838475,0.00648546,0.00566488,0.00151328,-0.01357043,-0.00092558,-0.00852459,0.00814332,0.00244698,0.00444298,-0.03588369,0.01274179,-0.00098936,0.00178982,0.00333761,0.01998492,-0.01349441,0.0111142,-0.00394228,-0.00779076,0.00197174,0.01058054,-0.01009928,0.00819672,0.00628379,0.00319369,0.00685566,-0.00986898,0.01853412
2017-17,0.02250118,0.02889013,0.00331439,0.02007608,0.01363932,0.00089989,0.00921195,0.01555412,0.01289409,0.0295858,-0.00152312,0.00477441,0.01616277,0.00961323,0.01803512,0.01364981,0.002664,-0.01662949,0.0253856,0.00508037,0.01224596,-0.00064809,0.04014308,-0.00604786,0.0,-0.00135034,0.00110696,0.00099502,0.03215859,-0.03206997,-0.00976944,0.01155854,0.0107136,0.01518891,-0.0148448,-0.00033841
2017-16,0.01698617,0.00682439,0.01586527,0.00304282,0.00854827,0.00229568,0.01326028,0.00719365,0.00707386,0.00443459,0.01735513,0.03305785,0.01524331,0.01941748,0.00861656,0.00827981,0.01474876,-0.02273169,0.01613174,0.01186108,0.00105708,0.01984979,0.01634655,0.06266395,-0.06449275,0.02153296,-0.04632153,0.00235373,0.01794277,-0.01885346,0.04366079,0.00930445,0.00603818,0.00873278,0.01619645,0.01999305
2017-15,-0.01373825,-0.00912617,-0.01694095,0.0068297,-0.01220768,-0.01725312,-0.00604807,-0.00801322,-0.01228483,-0.00869381,-0.02330539,-0.03079576,-0.0005832,-0.01126696,-0.01236623,-0.01225339,-0.01582171,0.02255639,-0.01780366,-0.01190881,-0.00846785,-0.02768257,-0.00574006,-0.09347975,0.09867076,-0.03162869,0.0654649,-0.0130217,-0.03328221,0.03127889,-0.03417772,-0.01231845,-0.01107872,-0.01503759,-0.03339581,-0.00069348
2017-14,-0.00672915,-0.00590574,-0.00072394,0.00155004,-0.00271042,-0.00921348,0.00095541,-0.00508405,-0.00399608,-0.00528821,-0.00564254,-0.00389674,0.00019482,-0.01154891,-0.01290171,-0.00246078,0.00016972,0.01421706,-0.00279974,8.489e-05,-0.00709966,-0.0049402,-0.01097561,-0.02009984,0.01971231,-0.00608885,0.01090106,0.00133422,-0.01116139,0.01161513,-0.0129361,-0.00438862,-0.00367221,0.00096637,-0.00136124,-0.00242215
2017-13,-0.00144788,0.01090826,0.00869775,-0.00066298,0.01152653,0.0,0.01073202,0.00651977,0.01118381,0.01190093,0.0103021,0.01025641,0.00999021,0.00768188,0.00962215,0.01174092,0.00492611,-0.02632092,0.02070117,0.00850629,0.01139073,0.00273082,-0.000409,0.01666885,-0.01835595,0.00601097,-0.02373806,0.00803482,0.02575968,-0.027897,0.02003142,0.00998171,0.00896162,0.01129283,0.00610376,0.01456563
2017-12,0.00095992,-0.01584069,-0.00885379,0.00132949,-0.01061493,-0.00199557,-0.01069561,-0.00649404,-0.00987636,-0.01605408,-0.01358397,-0.00825042,-0.01358168,-0.00986326,0.00704391,-0.00895338,-0.00641675,0.0101432,-0.01808616,-0.00859454,-0.01178936,-0.0046808,-0.00245801,-0.02721088,0.0175486,-0.0080609,0.026566,-0.00960265,-0.03123132,0.03029825,-0.01513388,-0.01041274,-0.01041064,-0.00832849,-0.01439571,-0.01415899
2017-11,0.01552872,0.00488803,0.00991536,0.02123334,0.00670795,0.02056033,0.00804717,0.01183235,0.00715264,0.00553663,0.02496844,0.01486252,0.01487571,0.01464531,0.01885892,0.00271129,0.00476271,-0.02503396,0.01836394,0.00542373,0.00925681,0.0089769,0.0120282,0.01640437,-0.01790812,0.00597534,-0.01616409,0.00969251,0.01892841,-0.0183642,0.00989315,0.00654042,0.00719145,0.01116552,0.00642869,0.0077187
