Week,ERUS,FONE,IXP,IYZ,LTL,VOX,XTL
2014-05,0.06493089,0.02938263,0.03020273,0.02337767,-0.05745691,0.01690391,0.02498002
2014-04,-0.02265861,-0.00032031,-0.00715421,-0.00542005,-0.00743863,-0.00542625,0.00602059
2014-03,-0.03689715,-0.02676626,-0.02522141,-0.02380952,-0.0362458,-0.01563821,-0.02578688
2014-02,0.00732279,0.01896496,0.01423002,0.02006947,0.01808407,0.01875985,0.01765962
2014-01,0.01461561,0.0103126,0.00368074,-0.00609524,-0.00219459,-0.00815982,0.00428766
2014-00,-0.02541899,-0.01080051,-0.01241406,-0.01247166,0.0,-0.01033953,-0.00077776
2013-51,-0.00607735,0.01226202,0.01102941,0.01882443,0.07935285,0.0155587,0.0114061
2013-50,0.02007456,0.01144539,0.01164627,0.03948429,0.05815217,0.02578755,0.03631861
2013-49,-0.01424907,-0.01775339,-0.02084551,-0.01392204,-0.06385144,-0.01562952,-0.02021233
2013-48,0.00404507,-0.00193924,-0.00039116,0.00279441,0.00898357,0.00231314,0.0123839
2013-47,-0.01289238,0.02198163,0.00077836,0.00717417,-0.04998781,0.00747986,0.02159917
2013-46,-0.0027465,-0.00065381,-0.00367647,-0.01331767,0.0,-0.00697608,0.00536857
2013-45,0.01492117,0.0251088,0.01416486,0.00236035,0.0,0.00100215,0.00371364
2013-44,-0.02715784,-0.0167268,-0.01830796,-0.0150289,0.01059635,-0.01748986,-0.0053443
2013-43,-0.01544607,-0.01433692,0.00193761,-0.00734158,0.00669809,-0.00745639,-0.00634466
2013-42,-0.01310616,-0.02292994,-0.00637435,0.00389712,0.00025088,0.00654059,-0.01723113
2013-41,0.01194268,0.01752109,0.0296,0.03581489,0.03722687,0.03942493,0.02389148
2013-40,0.02967848,-0.00422078,0.01671082,0.01593788,0.0,0.01395768,-0.0026252
2013-39,0.02124092,0.0147929,0.013185,0.00369155,-0.00523849,0.0,0.02735751
2013-38,-0.01494159,-0.00457666,0.01056119,0.00493218,-0.00602905,0.00255409,-0.00611496
2013-37,0.01428964,-0.00262467,-0.00103821,0.00206697,0.03108223,0.00196108,0.01426504
2013-36,0.013322,-0.00066072,0.01767462,0.0167364,0.04484566,0.02360019,0.0123302
2013-35,0.04948076,0.03938655,0.01461287,0.00169635,0.0188172,0.00280243,0.02459016
2013-34,-0.02037148,-0.00752149,0.00043773,-0.01133977,-0.03841743,-0.01056823,-0.01572795
2013-33,0.01681682,0.00359454,0.00699913,0.01744681,0.01454869,0.01479655,0.00708155
2013-32,-0.0032826,0.0010772,-0.01026958,-0.02973523,0.0,-0.02912047,-0.02067825
2013-31,-0.00775888,0.00323508,-0.0019153,-0.01485347,-0.02292722,-0.01257126,0.00103734
2013-30,-0.00651273,0.01723506,0.00728519,-0.00805477,-0.01353144,-0.00901687,0.01181684
2013-29,-0.02320917,-0.00255009,0.00796899,-0.01116427,0.00346113,-0.00420412,-0.01457119
2013-28,0.02577622,-0.00989373,0.0065445,0.0068576,0.02521008,0.00058216,0.01224404
2013-27,0.0558154,0.03461392,0.01596098,0.03127715,0.0,0.01858568,0.03522677
2013-26,0.00468457,-0.00560119,-0.00022242,0.01235112,0.0,0.01681061,-0.00066007
2013-25,0.02185792,0.03131115,0.03550842,0.04799262,0.09620787,0.03619837,0.03735301
2013-24,-0.0391198,-0.01354912,-0.03438395,-0.0317041,-0.05539545,-0.02179289,-0.01952085
2013-23,-0.00248911,-0.01355932,-0.00617012,0.0004363,-0.00064103,0.0035401,0.00398671
2013-22,-0.02406015,0.00983359,0.01688429,0.0,-0.01234568,0.01288498,0.01124859
2013-21,-0.0543131,0.0102118,-0.03107345,-0.0235647,-0.03111909,-0.02332719,0.01325545
2013-20,-0.01362862,-0.02641369,-0.0257547,-0.01341719,-0.02650533,-0.01543765,-0.0157883
2013-19,-0.00457274,0.01252372,0.00551549,0.01874734,0.04681873,0.01494565,0.03270814
2013-18,0.00681818,0.00655864,0.01088581,0.0177259,0.01092233,0.01832621,0.00804598
2013-17,0.0429757,0.00547517,0.00490301,-0.00301724,-0.01237923,-0.00106351,-0.00254218
2013-16,0.03710575,0.03026585,0.00996966,0.01669596,0.0936058,0.0058309,0.01682066
2013-15,-0.01007326,-0.00737403,0.01057735,0.01704036,-0.00979112,0.01375645,-0.0268892
2013-14,-0.00607991,0.03061647,0.02837355,0.03810836,0.08307373,0.03681178,0.03999042
2013-13,-0.02030892,-0.01874491,0.00813927,0.01799242,0.02212389,0.0122569,-0.0259863
2013-12,0.00198132,0.00364372,0.00203666,0.00475285,0.0,0.00394607,0.00857756
2013-11,-0.00970335,0.00486224,0.01443961,0.00238436,0.0022363,0.00629139,-0.01630941
2013-10,-0.00403226,0.00282144,-0.00386891,0.00190749,0.02293233,0.00149303,0.00397661
2013-09,0.03870611,0.02267106,0.02283318,0.01548887,-0.00225056,0.0156513,0.02321685
2013-08,-0.00735695,0.0138191,0.01258608,-0.00865385,-0.00633619,0.00254972,-0.01574248
2013-07,-0.02347418,-0.02446851,-0.0041958,0.00190024,-0.00776627,-0.00084147,-0.02263802
2013-06,-0.01048218,0.00322971,-0.01702323,-0.03055556,-0.04231863,-0.01189081,-0.01591271
2013-05,-0.0116249,0.01558016,-0.00045882,0.00556328,0.0,0.00050159,0.00957156
2013-04,0.00101317,-0.00680272,0.02453704,0.01350722,-0.01298701,0.02514441,-0.01205641
2013-03,0.01707191,-0.00599281,0.00372007,0.0,0.01279772,0.00034054,0.01207337
2013-02,0.00543338,0.01220008,-0.00670055,-0.00376294,-0.02476123,-0.00342759,0.00488259
2013-01,-0.01220145,0.00951199,0.00578838,-0.0069541,-0.00247001,-0.006914,-0.01130856
2013-00,0.02495403,0.03402807,0.02035985,0.02667937,0.05431548,0.02619254,0.03969393
