Week,ACWI,ACWV,ACWX,CGW,CWI,DBEF,DIM,DLS,DOL,DTH,DWM,DWX,EFA,EFAV,EFG,EFV,EWS,EZU,FDT,FGD,GDX,GDXJ,GII,GNR,GUNR,GWX,IDLV,IDV,IEFA,IGF,IOO,IXC,IXG,IXJ,IXP,IXUS,JXI,KXI,LIT,MOO,MXI,NUGT,PDN,PICK,PID,PPH,PSP,PXF,RXI,SCHC,SCHF,SCZ,SDIV,SIL,SMH,SPDW,TAN,TLTD,URA,URTH,VEA,VEU,VSS,VT,VXUS,WOOD
2018-08,-0.03440743,-0.02559788,-0.0362117,-0.04247788,-0.03661387,-0.03651777,-0.03708551,-0.0319821,-0.03245436,-0.03076206,-0.03341902,-0.02859312,-0.03607214,-0.0285596,-0.03534355,-0.03563556,-0.02981132,-0.03341014,-0.03108727,-0.03213011,-0.03082502,-0.02259362,-0.02967607,-0.04057729,-0.04180653,-0.02901849,-0.02905199,-0.0326087,-0.03529591,-0.03063148,-0.03346203,-0.03430788,-0.03286517,-0.03297667,-0.02962833,-0.03567482,-0.02627611,-0.02428743,-0.06501283,-0.03291461,-0.05184659,-0.09018673,-0.03563152,-0.06435224,-0.04103535,-0.05517125,-0.03196721,-0.03910242,-0.03463921,-0.03388904,-0.03618031,-0.03104349,-0.02773417,-0.03110675,-0.01219743,-0.03492063,-0.03013258,-0.03360235,-0.00529902,-0.03352835,-0.03529412,-0.03576013,-0.02893918,-0.03238325,-0.03544974,-0.03091292
2018-07,0.01003624,0.00720039,0.01095335,0.01507841,0.01085518,0.00996347,0.01185888,0.01273117,0.00990917,0.01065593,0.00837521,0.0123839,0.00845111,0.00913691,0.00892633,0.00822891,0.02255932,0.00747489,0.01618123,0.01008065,0.0045977,0.00985692,0.00021,0.01392758,0.02390689,0.01127168,0.00870647,0.01393287,0.00881943,-0.00236072,0.01339776,0.01554404,0.00755416,0.01058296,0.00734109,0.01191435,0.01931943,0.00345178,0.03065569,0.02509369,0.01824285,-0.00325998,0.00975754,0.01657941,0.00894569,0.00721154,0.00998336,0.00880759,0.00833555,0.01139522,0.00906071,0.00983607,0.01168969,0.0,0.00797278,0.0090527,0.0,0.00923444,0.00676692,0.01055893,0.01036866,0.01102598,0.01397942,0.01133725,0.0129613,0.00965536
2018-06,0.03150841,0.02641697,0.03106233,0.0252075,0.02915767,0.01239946,0.0280388,0.02149507,0.02211559,0.02212602,0.02169402,0.02223967,0.02545885,0.02765043,0.03028747,0.02234425,0.0368,0.02414773,0.03142574,0.02167689,0.02471396,0.02568167,0.02190091,0.02935378,0.02526383,0.02450546,0.01731738,0.02020526,0.02485449,0.02376951,0.02752294,0.01011029,0.03231939,0.03013148,0.01238557,0.03070608,0.02581219,0.0230002,0.02078522,0.02870015,0.0296428,0.06866267,0.02779456,0.05368926,0.02464332,0.04621105,0.02806122,0.02477632,0.02675827,0.02615866,0.02638037,0.02900641,0.0274341,0.04177898,0.02981722,0.02430213,0.0791776,0.01893939,0.04199067,0.02930832,0.02597707,0.03033193,0.02777534,0.02858737,0.02838308,0.05060444
2018-05,-0.0124197,-0.01615688,-0.01367026,-0.02240388,-0.01749664,-0.00438745,-0.01149599,-0.01368925,-0.0118849,-0.01724551,-0.01523989,-0.0135311,-0.01319887,-0.01019675,-0.01043814,-0.00930674,-0.01387787,-0.0151551,-0.02007239,-0.01342009,-0.04515272,-0.05400372,-0.0225358,-0.02517361,-0.0197201,-0.01821922,-0.01658323,-0.00928594,-0.0137051,-0.01599809,-0.013022,-0.03398496,-0.0151471,-0.01042238,-0.01251788,-0.01592514,-0.01038445,-0.01616488,0.00990396,-0.01433811,-0.00896325,-0.18583126,-0.01618705,-0.00030312,-0.02187902,-0.0121779,-0.02109705,-0.01695304,-0.01260657,-0.01616104,-0.01411476,-0.010599,-0.01710315,-0.06169581,-0.00539307,-0.01478318,-0.03430308,-0.01873112,-0.03647416,-0.00858117,-0.01241218,-0.01617507,-0.01244959,-0.01367951,-0.01283226,-0.01682322
2018-04,-0.03095112,-0.02316873,-0.0314126,-0.02103468,-0.03039437,-0.02683928,-0.02374223,-0.0208787,-0.02861592,-0.02664577,-0.02609309,-0.01828063,-0.02695977,-0.01797875,-0.02651152,-0.02822367,-0.03350707,-0.02759382,-0.03032159,-0.02964652,-0.03268251,-0.03831188,-0.02763316,-0.03931452,-0.0422452,-0.02954048,-0.02284189,-0.02341639,-0.0267529,-0.02575107,-0.03622736,-0.04725275,-0.02290076,-0.0473018,-0.01950891,-0.03135036,-0.0154825,-0.02283539,-0.07368703,-0.03280225,-0.0466364,-0.1059044,-0.02499298,-0.0670562,-0.02784504,-0.05614931,-0.01892744,-0.0311367,-0.02574815,-0.02985469,-0.02973978,-0.02497757,-0.02373737,-0.04659162,-0.04474929,-0.02881668,-0.05984252,-0.02560838,-0.03435934,-0.02939891,-0.02837189,-0.03070643,-0.03275074,-0.03171302,-0.03036506,-0.02220167
2018-03,0.01402056,0.01566918,0.01411173,0.00112423,0.01667509,-0.00499532,0.01177305,0.01259478,0.00895639,0.01054048,0.01290893,0.00837232,0.00996126,0.015625,0.00946788,0.0107831,0.01315295,0.00837743,0.00766401,0.01299694,0.02670623,0.00815376,0.00738228,0.00927981,0.00828157,0.01653804,0.01250372,0.01233454,0.01089357,0.00855086,0.01088549,0.00081411,0.01289084,0.03044296,0.01350895,0.01396562,0.01186189,0.00607441,0.01483279,0.01330828,0.01229791,0.07230018,0.01527149,0.00615729,0.01334142,0.02057013,0.01909308,0.00919,0.01621808,0.01381142,0.01117479,0.01503986,0.00752634,0.0033732,0.0010398,0.01044226,-0.009386,0.01103722,-0.02333562,0.01231175,0.01114998,0.01388642,0.01566987,0.01319054,0.0147336,0.00951743
2018-02,0.01128945,0.00896057,0.01199607,0.01576383,0.01129944,0.01076631,0.00790912,0.00676203,0.00651402,0.00272294,0.00608992,0.00923845,0.00954654,0.0065106,0.0108233,0.0059161,0.0075959,0.01258993,0.0112167,0.00893898,-0.02929043,-0.03305085,0.00483286,0.0,0.00389455,0.00640669,0.0063234,0.00732824,0.0097189,0.0045403,0.00722022,-0.00247934,0.01571268,0.01112656,0.00309491,0.01092214,-0.005074,0.01334623,-0.04170958,0.01053135,0.00668058,-0.09159243,0.00457012,0.01391255,0.00183486,-0.00179709,0.00564972,0.00692341,0.01073849,0.00591557,0.00812301,0.0080805,0.00816743,-0.01979604,0.03846154,0.00746501,0.0015534,-0.00085714,0.00207326,0.0088209,0.00730735,0.01085973,0.01035145,0.01117318,0.01044205,0.02459923
2018-01,0.01348562,0.00203544,0.01231625,-0.00967283,0.01299714,0.00220611,0.01223063,0.01470975,0.01787508,0.01428901,0.01913614,0.00300827,0.01610375,0.00668803,0.00921263,0.02363503,0.01193226,0.0199954,0.01560284,0.01812451,0.0248927,0.02900266,-0.00919081,0.02374561,0.01841787,0.01637031,0.00606796,0.0132757,0.01684882,-0.00991885,0.01355713,0.02426102,0.03011527,0.01572438,-0.01074169,0.01278409,-0.01815905,-0.00464217,-0.00998502,0.01186468,0.01686104,0.07699531,0.01675816,0.0336758,0.00674847,0.02869128,0.01970443,0.0215764,0.0241485,0.01391542,0.01351748,0.0175031,-0.00557527,0.03634669,-0.01287722,0.01451104,0.02563107,0.01274439,-0.02312139,0.01608154,0.01413507,0.01300843,0.00982698,0.01385712,0.01338971,0.01581747
2018-00,0.01866143,0.01053269,0.02109533,0.00978981,0.02200424,0.02492716,0.02365367,0.01656647,0.02316048,0.01994369,0.01703073,0.01265823,0.0215398,0.0106997,0.02374074,0.02151141,0.0220299,0.03212851,0.02267941,0.01434835,-0.00590967,-0.01887332,0.00805802,0.01854193,0.01286765,0.01548609,0.01133926,0.01656768,0.02169534,0.00977717,0.01820575,0.02141633,0.01583578,0.02065374,0.00017085,0.0209441,-0.00083665,0.00877706,0.02093564,0.01993464,0.02291727,-0.02093778,0.0188457,0.00731636,0.01243008,0.01734399,0.01672241,0.02295746,0.01929083,0.01605759,0.02221555,0.01847174,0.0056266,-0.02380952,0.02589358,0.02123552,0.00862407,0.01726682,0.00960922,0.01852491,0.02013269,0.02037764,0.01834314,0.01879545,0.02213823,0.00865617
2017-52,0.00227144,0.00365275,0.00556816,0.00665702,0.00700809,-0.0045205,0.00647981,0.01048618,0.00351676,0.00571565,0.00468779,0.00923788,0.00323577,0.00568828,0.00430489,0.00321787,0.00849515,-0.0021322,0.01141628,0.00241838,0.0017331,-0.00498096,0.00734994,0.00843973,0.00849858,0.01263591,0.00776639,0.00795165,0.00486275,0.00505631,0.0,0.00203488,0.00458173,-0.00181192,-0.00137457,0.00755213,0.00586879,0.00253165,0.010155,0.00148785,0.01169504,-0.00442478,0.0083607,0.02187982,0.00505051,-0.00498882,0.00511509,0.00547695,-0.00305527,0.01274788,0.00486027,0.00978976,0.00414079,0.0046729,-0.00228714,0.00488918,0.0175367,0.01221167,0.00604433,0.00127684,0.00580316,0.00627496,0.01592719,0.00194121,0.00548346,0.00959581
2017-51,0.00042565,-0.0038868,0.00414079,-0.00057954,0.00351636,-0.00096805,0.00196138,0.00645338,0.00145198,0.00502392,0.003386,-0.00485685,0.00073573,-0.00453515,0.00114054,0.00075786,-0.00442656,-0.003305,0.00549085,0.0040568,0.0331216,0.0487115,-0.01289283,0.01906451,0.01543905,0.0074228,-0.00433437,-0.00380349,0.00141309,-0.02509523,-0.0032996,0.02615755,0.001772,-0.00881136,-0.00326012,0.00561334,-0.04147465,-0.00214592,0.00266312,0.00886881,0.00881781,0.09459949,-0.00179426,0.03152866,0.01022364,-0.00464316,0.01118761,0.00274537,-0.00277213,0.01058655,0.00152114,0.00662252,-0.00103788,0.01698718,-0.00419652,0.00130719,0.0160626,0.00785143,-0.03917791,0.00162583,0.0018609,0.00381825,0.01062041,0.0004162,-0.00473244,-0.01293289
2017-50,0.00129032,0.00464775,-0.00062775,-0.01013905,-0.00327243,-0.00389737,0.0033598,0.0045929,0.00062867,0.0019333,-0.00189681,0.00103306,-0.00074394,0.0025718,-0.00179372,-0.00114591,-0.00560448,-0.01018475,0.00337724,0.00164136,0.02213848,0.03642384,-0.00402414,0.00747113,0.00752864,0.00692146,-0.00062286,-0.00222646,0.0,-0.00447227,0.00623886,-0.00722892,-0.00238521,0.0078196,-0.00310452,-0.00133333,-0.01555118,0.00412736,0.01217151,0.0013541,0.00840079,0.07099391,0.00610128,0.01786305,0.00586319,0.0147446,-0.00261097,-0.00046253,0.00657895,0.00318656,-0.00092194,0.00344037,0.01588983,0.02679169,0.00660516,0.00033003,0.00167434,0.00428135,-0.01451104,0.0025858,-0.00047026,-0.00057904,0.00098761,0.00280859,0.0,0.01020257
2017-49,0.00361063,0.00245248,0.00231433,-0.00462161,0.00164384,0.01053671,0.00091813,0.00265437,-0.00167891,0.0,0.00095075,-0.00077519,0.00374308,0.00415651,0.00360778,0.00403613,0.00161878,0.00499524,0.00033893,0.00164745,-0.02373346,-0.03114965,-0.00521879,-0.00702152,-0.00816193,-0.00570742,0.00093487,0.00255183,0.00415402,-0.00178891,0.00314183,-0.0063253,0.00029846,0.00293201,-0.00069168,0.00234467,-0.00157511,0.00216791,-0.02770986,0.00016946,-0.00578827,-0.08014706,0.00214067,-0.00564035,0.0,0.01383151,-0.00087108,0.0027881,0.00037576,-0.00289687,0.00309023,0.00164258,-0.00105932,-0.02314815,0.00743889,0.00198873,0.04349736,-0.00076289,-0.02493606,0.00449385,0.00259863,0.00213344,-0.00421714,0.00268172,0.0014782,0.00148346
2017-48,0.00637866,0.01013973,-0.00583455,0.00348939,-0.00516445,-0.00032906,0.00752688,0.00558737,0.00230656,0.00459048,0.0024682,0.00725577,-0.00134088,0.00545115,-0.00675331,0.00596957,0.00404204,-0.00379777,-0.00101146,0.01544885,-0.02461538,-0.02379481,0.0085003,0.00775547,0.00424975,0.00059737,0.00405363,0.00865107,0.00031807,0.01127904,0.00562177,0.03035936,0.0244653,0.01228907,0.0212766,-0.00448356,0.00769838,0.01061274,-0.01268834,0.01091033,-0.00304739,-0.07626841,0.00336186,-0.01259947,0.00262123,0.01284603,-0.00433276,0.00325506,0.01302183,0.0034662,0.0,-0.0006537,0.00371156,-0.00936088,-0.04556736,0.00033003,-0.02958094,0.00350556,-0.00500715,0.00892538,-0.00023524,-0.00423647,-0.00613442,0.00623848,-0.00293686,-0.0087668
