Name,SR_month,Omega_month,RisknessR_month
HYS,0.30361813901301826,0.44576374058748996,51.364318736347
SJNK,0.2954868909600475,0.4117882301299705,49.96112395282396
HYLD,0.3610953335739531,0.42050908825138944,43.3859906683552
HYG,0.26261771857356186,0.4151531226073925,40.14403627609833
PHB,0.20923598815036337,0.37567390756493696,39.692081770472356
ANGL,0.31010840409945434,0.4999724658398541,36.74964418802538
JNK,0.2578866090699092,0.3876796021548119,36.31068672582476
CJNK,0.2091775966160513,0.30182990319307307,30.926055824145084
GHYG,0.20664539071431967,0.2873639219307415,28.145941214880168
UJB,0.39553108433986284,0.862609106136743,25.289390296390668
SJB,-0.5849179328308175,-0.6513589422675243,-94.09421199167208
