Week,ANGL,CJNK,GHYG,HYG,HYLD,HYS,JNK,PHB,SJB,SJNK,UJB
2015-43,-0.00093985,-0.00184587,-0.00324432,-0.00198413,-0.01070664,-0.00173525,-0.00248728,-0.00318674,0.00147005,-0.00090416,0.02128539
2015-42,0.00659444,0.00511628,0.00296589,0.00383686,0.00213904,0.00285431,0.00237745,0.00383877,-0.00403078,0.00135624,0.0
2015-41,-0.00374883,0.00093327,0.00975732,0.00386211,0.00071378,-0.00074488,0.00296296,0.00128535,-0.00399709,-0.00090498,0.02629905
2015-40,0.02010531,0.01371158,0.02562788,0.02009904,0.00718391,0.01809897,0.01643138,0.00975927,-0.02177016,0.01378676,0.01223701
2015-39,0.00048031,-0.00424929,-0.0074093,0.00073746,0.00733676,-0.0041942,-0.00210158,0.00065789,-0.00246219,-0.00506679,-0.05665431
2015-38,-0.01073763,-0.002331,-0.01641791,-0.01880878,-0.0140007,-0.01095618,-0.01774613,-0.01283697,0.01891597,-0.01127142,-0.01780656
2015-37,-0.00556328,-0.00462963,-0.00371932,-0.00579751,-0.00868659,-0.00741565,-0.00785282,-0.00064267,0.00549249,-0.00671441,-0.00121261
2015-36,0.00278681,0.00139535,0.01096163,0.00084758,0.00593575,0.00197726,-0.00022432,0.00064185,-0.00036697,0.00179372,0.0
2015-35,0.00942063,-0.0027959,0.00583608,0.00113766,-0.01005897,0.0,-0.00033852,-0.00128783,-0.00436522,-0.00134831,0.00917805
2015-34,0.01664289,0.00424128,0.01029071,0.01895529,0.02842928,0.01488959,0.01921749,0.01368078,-0.02032086,0.01273885,0.0148423
2015-33,-0.01068773,0.00280243,-0.0057702,-0.01064887,-0.0137836,-0.00781444,-0.01113486,-0.00706033,0.01056466,-0.00894454,-0.03921569
2015-32,-0.00370199,-0.0018622,0.00649189,-0.00676914,-0.00307798,-0.00382763,-0.00636161,-0.00383387,0.00549249,-0.00534283,0.0
2015-31,-0.00734956,-0.00371747,-0.0059761,-0.00799776,-0.00341064,-0.00675178,-0.00820399,-0.00508906,0.00588452,-0.00662837,0.00039628
2015-30,0.00368664,0.00326493,0.00977199,0.01262053,0.01206897,0.00753365,0.01196734,0.0044757,-0.01310998,0.0071048,0.0112202
2015-29,-0.00550459,-0.0051139,-0.0213183,-0.01172202,-0.01945656,-0.00987083,-0.01155878,-0.00507614,0.01221318,-0.00920245,0.0
2015-28,0.00413793,-0.00046404,-0.00584368,-0.0022176,-0.00334448,-0.00194387,-0.00262956,0.0,0.00298063,-0.00261894,-0.0027116
2015-27,0.0004583,-0.00139018,0.00934579,0.00389972,-0.00133245,0.0019517,-0.00021932,0.00317259,-0.00407257,-0.0026121,0.0
2015-26,0.00229991,0.00186393,0.00591424,0.00868104,0.00199601,0.0043956,0.00726552,0.00509879,-0.00920132,0.00480349,0.00999021
2015-25,-0.00273598,-0.00736988,-0.0057999,-0.00923119,-0.00461894,-0.00217759,-0.00694746,-0.00628536,0.00895188,-0.0017331,-0.01267281
2015-24,-0.00136861,0.00092721,0.00194789,0.00905419,0.00497678,0.00194316,0.00547825,0.00316456,-0.00665927,0.00347977,0.0
2015-23,-0.00363471,-0.00414938,-0.00459714,-0.00207526,-0.00462046,-0.00120963,-0.00184964,0.0,0.00298063,-0.00173235,0.00598802
2015-22,-0.00763359,-0.01182894,-0.0031348,-0.01337701,-0.0042721,-0.00647404,-0.01075269,-0.00875547,0.00901917,-0.00560345,-0.02626187
2015-21,0.00271862,0.00550964,0.00339476,0.00315457,0.0,0.00168492,0.00247845,-0.00062578,-0.00187477,-0.00086244,0.0
2015-20,-0.00045269,-0.01089424,-0.00191755,-0.0005472,-0.00521682,0.00048135,0.00021524,0.00062578,-0.00187477,0.00043141,-0.00278603
2015-19,0.00045351,-0.00410959,0.01628981,0.005493,0.00163185,0.00277409,0.00463962,0.00125,-0.00561798,0.00216076,0.0224079
2015-18,-0.00045269,-0.00182149,0.00218447,0.00342325,0.0029431,-0.00012044,0.00172191,0.00187266,-0.00112486,0.00216076,-0.0547478
2015-17,0.00045249,-0.01081568,0.00024272,-0.00177668,-0.00032733,-0.00084358,-0.00204213,-0.00248756,0.00150207,-0.00086356,0.03743017
2015-16,0.0,0.00633198,0.00292255,0.00109484,0.00032776,0.0013285,0.00129241,0.00062383,-0.00374953,0.00216638,0.00317579
2015-15,0.00594422,0.00271985,0.00540408,-0.00082226,0.00362558,-0.00168919,-0.00021601,0.00125156,0.00149813,0.00086843,0.01122954
2015-14,0.00597701,0.0,-0.00122669,0.00647026,0.00566289,0.00278181,0.00401432,0.00314268,-0.00855019,0.00261438,0.0
2015-13,0.00092039,-0.00045413,0.0027221,0.00165883,-0.00364842,0.00182149,0.00283533,0.0,-0.00185185,-0.00043611,0.01565823
2015-12,-0.00322135,0.00136364,0.00148552,-0.00041569,0.00099404,0.00158421,-0.0013099,0.0,0.0007391,0.00131119,0.00096749
2015-11,0.00231481,0.00503202,0.0032075,0.00375783,0.00033356,-0.00036559,0.00340061,0.00379747,-0.00367512,-0.00043745,-0.02156334
2015-10,0.00138953,-0.00045893,0.00717467,-0.00249619,-0.01501796,-0.00170192,-0.00305643,-0.00377834,0.00258398,-0.00479721,-0.03323944
2015-09,0.00277393,0.00182732,-0.01846966,-0.00918689,-0.00325521,-0.00507308,-0.00907912,-0.00501253,0.00895188,-0.00347072,-0.01437488
2015-08,-0.00138825,0.01094891,0.00723938,0.00426821,0.01391189,0.0046195,0.00477742,0.00630517,-0.00630564,0.00655022,0.00916205
2015-07,-0.0023116,-0.0013655,0.00508351,0.00387275,0.00265692,0.00097466,0.00359948,0.00189514,-0.0029553,0.00131234,-0.00057571
2015-06,0.00561535,0.00778388,0.0108002,0.00444259,0.00367524,0.00097644,0.00614237,0.00380469,-0.0062477,0.00527937,0.00579039
2015-05,-0.00140318,0.0,0.01541522,0.00795756,0.0125594,0.007504,0.00996016,0.00572884,-0.00768105,0.00620018,0.01867873
2015-04,-0.01364706,0.00228624,0.01081761,-0.0020979,-0.00643413,-0.00184502,-0.00342655,-0.00128123,0.00255381,-0.00044307,0.01070791
2015-03,0.00047778,0.0,0.00402516,0.00678925,-0.00406366,0.00271806,0.00536613,0.003861,-0.00685179,0.00044385,0.00980392
2015-02,0.02020202,0.00735971,-0.00499625,-0.00463744,0.01854396,-0.00320197,-0.00611111,-0.0032113,0.0007228,-0.00309598,-0.01554812
2015-01,0.00194269,0.00649954,0.00374438,0.01495726,0.00927516,0.00470239,0.01293007,0.00907912,-0.01781896,0.00399822,0.00079952
2015-00,-0.00970403,0.00232666,-0.02371733,-0.00477595,-0.01207648,-0.00331655,-0.00333853,-0.00256739,0.00072228,-0.00132626,-0.01612269
2014-51,0.00243427,-0.00231589,0.00149031,0.0039509,0.01498127,0.00258812,0.00279298,0.00452196,-0.00432121,0.00221926,0.00513834
2014-50,0.00928188,0.01312705,0.0137741,0.0348092,0.07011203,0.01452906,0.03047028,0.01773982,-0.03998609,0.01350135,0.06734435
2014-49,-0.0105871,-0.00789963,-0.02195657,-0.02897527,-0.0396772,-0.01576161,-0.03235885,-0.01878238,0.0265233,-0.01504425,-0.05290271
2014-48,-0.0145951,-0.00232558,-0.00195886,0.00565691,-0.01989264,0.00270569,0.00099911,0.00387597,-0.00609101,-0.00219877,0.01176705
2014-47,0.00094787,0.00464468,-0.00822647,-0.00653686,-0.03629155,-0.00292826,-0.00754346,-0.00889454,0.00509461,-0.00480769,0.00351151
2014-46,-0.00373308,-0.00555556,0.00485084,0.00334868,-0.00060809,-0.00060976,0.00208196,0.00063694,-0.00398984,-0.00043725,0.0
2014-45,-0.0055918,-0.00323176,-0.00360144,-0.01008148,-0.00693607,-0.00497573,-0.00824474,-0.00443038,0.00659341,-0.00521739,-0.01544622
2014-44,0.0113261,0.00046382,-0.00143678,0.0002764,-0.0003023,0.00231397,-0.0017331,-0.00126582,0.00146789,-0.00043497,-0.00266261
2014-43,0.00236518,0.0027688,-0.00713776,0.00138677,-0.01194743,0.00317151,0.00130406,0.00318269,-0.00437318,0.00305011,0.00037979
2014-42,0.00707547,0.00092507,0.00694944,0.00388188,0.00267937,0.00526574,0.00195355,0.00254453,-0.00073126,0.00349192,0.0113309
2014-41,0.00331911,0.01350093,0.00362845,0.01762115,0.00149701,0.00556311,0.0162493,0.01099612,-0.023107,0.00528867,-0.03759398
2014-40,-0.0056444,0.00046533,-0.00960154,-0.01764134,-0.02808338,-0.01095957,-0.01958012,-0.0158932,0.01780523,-0.01303215,0.0
2014-39,0.01334604,0.00514259,0.00628475,0.01295957,-0.00144718,0.00824311,0.01133987,0.01225016,-0.01503759,0.00920649,0.00077851
2014-38,-0.0075188,-0.00463392,-0.01215443,-0.01549958,-0.01080466,-0.00972763,-0.01449903,-0.01141408,0.01383831,-0.00865426,-0.02282237
2014-37,0.00658204,0.00418994,0.00357654,0.00709516,0.0,0.00170545,0.00466732,0.00573614,-0.00939306,0.00086655,0.01684533
2014-36,-0.0032695,-0.01289728,-0.00496571,-0.00538674,-0.00810282,-0.00484731,-0.00710288,-0.00569981,0.00581818,-0.0043122,-0.01730625
2014-35,-0.00232234,-0.00412844,-0.00329257,-0.00698822,-0.0099475,-0.00229413,-0.00725798,-0.00628141,0.00403078,-0.00300687,0.0
2014-34,0.01125176,0.00738007,-0.00187091,-0.00082237,0.00138389,0.00060481,-0.0004273,0.0,0.0010989,0.00172191,0.00522973
2014-33,0.00233863,0.00092251,0.00187705,-0.00205592,0.0041806,0.0003632,-0.00117735,0.00063171,0.00366569,0.00043066,-0.00535549
2014-32,0.01425856,0.00604933,0.00779589,0.00664176,0.00308123,0.00658617,0.00713668,0.0050923,-0.00580131,0.0047681,0.04772234
2014-31,0.00428367,0.00234082,-0.00047405,0.00418819,-0.00028066,0.00122489,0.00370815,0.00384615,-0.00752958,0.00347977,0.0
2014-30,-0.00423131,-0.00512343,-0.0135736,-0.01385233,-0.01032654,-0.01128641,-0.0162022,-0.01269841,0.01408451,-0.01206897,-0.04590781
2014-29,0.00140911,0.00093023,0.00140089,0.00332594,0.00503215,0.00218898,0.0021624,0.0025413,0.00108303,0.00129366,0.01122527
2014-28,-0.00140515,-0.00509259,-0.0027881,-0.00605061,-0.00831025,-0.00616165,-0.00675748,-0.00316056,0.00836972,-0.00514801,-0.00898708
2014-27,-0.0065329,0.00699953,-0.00739201,-0.00192097,-0.00358423,-0.00337187,-0.00363636,-0.0031506,0.00181884,-0.00384615,-0.00614068
2014-26,0.01034321,-0.0037123,-0.00023105,-0.00054817,0.00165746,-0.00120265,0.00096257,0.00063012,0.00183016,0.00042772,0.00260562
2014-25,0.00517404,0.00418799,-0.00046221,-0.00041057,0.00194067,-0.00132243,-0.00074778,-0.00126024,0.00073046,-0.00042772,-0.00975161
2014-24,-0.00468165,0.005145,0.00347866,0.00439863,0.00558815,0.00193004,0.00407813,0.00316256,-0.00472212,0.00128535,0.01323639
2014-23,0.00140845,0.00751174,0.00046425,0.0,0.00280426,0.00096537,0.0013968,0.0,-0.0043573,0.001287,-0.00649592
2014-22,0.00709555,0.00187178,0.00489853,0.00539419,0.00140292,0.00205562,0.00464614,0.00126823,-0.0032538,0.0,0.00074963
2014-21,0.00905193,0.00280112,0.00280702,0.00234936,0.00112423,0.0,0.00194721,0.00317259,-0.00288809,0.00085948,0.00244223
2014-20,0.00237756,0.00187441,-0.00187178,-0.00041482,0.00112581,-0.00060533,0.0,0.00190718,-0.00288184,0.0,-0.00375446
2014-19,0.00764818,0.00800754,-0.00117014,0.00319533,0.00169157,0.00012108,0.00162619,0.00190961,-0.00752149,0.0,0.0032301
2014-18,0.00384246,0.00567913,0.0004686,0.00250941,0.00084674,0.00048485,0.00315939,0.00191449,-0.00678571,0.00043103,0.00920245
2014-17,0.0062711,0.00474608,0.00281756,0.00265474,0.00056497,0.00024281,0.0020713,0.00063898,-0.00355999,-0.00043122,-0.00019168
2014-16,-0.00435414,-0.00378251,0.00399718,0.00125874,0.00056625,0.00194576,0.00076478,0.00192061,0.0,0.00086393,0.00249808
2014-15,0.00193705,0.00856735,0.00047103,0.00041976,0.00198638,-0.00036479,0.0,0.00128205,0.0,0.0,0.00852713
2014-14,0.00097135,-0.00237643,0.0042513,-0.00321813,-0.00028433,0.00048721,-0.00284557,-0.00064103,0.002849,0.0,-0.00134719
2014-13,0.01028404,0.00334448,-0.00094652,0.00350287,0.00284981,0.00085293,0.00241043,0.00192926,-0.00320171,0.00129926,0.00992218
2014-12,0.00636631,0.00287356,0.00308715,0.00239133,0.0,0.00085449,0.0014281,0.00257732,-0.00070872,0.00043346,0.0
2014-11,0.00048924,-0.00047962,0.00237417,0.00056322,0.0011458,0.00110065,0.00220677,0.0,-0.00176866,-0.00130152,-0.00195351
2014-10,0.00097752,0.00483092,-0.00118483,-0.00281215,0.00086034,0.00012238,-0.0022041,-0.00322373,0.00070671,-0.00086806,-0.02191044
2014-09,-0.00633837,-0.00908656,0.0052381,-0.00350336,0.00201323,-0.00183038,-0.003622,-0.00257235,0.00354736,-0.00086768,0.00136107
2014-08,0.00886263,0.0004817,0.00668258,0.00577383,0.00288101,0.0031816,0.00761589,0.0045045,-0.00457908,0.00130321,0.0
2014-07,0.00445324,0.00193424,0.00573066,0.00141343,0.0017341,0.00024498,0.00366178,0.00323834,-0.00070274,0.00261666,0.0
2014-06,0.00497512,0.00437105,0.01209482,0.00469217,0.00173963,0.00184411,0.00536013,0.00390371,-0.00591716,0.00218531,0.00715564
2014-05,0.01008065,0.00194932,0.00731707,0.00991379,0.00583601,0.00706582,0.00765335,0.00854139,-0.01750172,0.00571429,0.00240819
2014-04,-0.00300752,0.00735655,-0.00337512,0.0027291,0.00380451,0.00248108,0.00540906,0.00393701,0.00172295,0.00351648,0.00890869
2014-03,-0.001999,0.00442696,-0.00048031,-0.00938834,-0.00261476,-0.00663798,-0.00870827,-0.00847458,0.00938478,-0.0048014,-0.01906653
2014-02,0.00351759,-0.00733496,-0.001924,0.00328665,0.00791325,0.00147801,0.00392377,0.0026178,-0.00517598,0.00175208,0.0
2014-01,0.00605144,0.0019685,0.00313858,0.0038693,0.00470173,0.00160256,0.00359955,0.00393959,-0.00379049,0.0,0.0
2014-00,-0.00251004,0.00345338,0.00072622,0.00201468,0.00236058,0.00049407,0.00124139,0.00263331,0.00345662,0.00087719,0.0
2013-51,0.0035497,0.01140307,-0.0029098,0.00028814,-0.00848201,0.00173353,0.00113007,-0.00065833,-0.00034294,0.0,0.0
2013-50,-0.00201918,-0.00889328,-0.00436999,0.00144383,0.00117474,0.00037212,0.00101914,0.00132013,-0.00545331,0.00044014,-0.00123279
2013-49,0.00814664,-0.00296004,0.00390054,-0.00316912,-0.00176367,-0.0017374,-0.00294118,-0.00065963,0.00446275,-0.00264085,0.00227226
2013-48,-0.00456853,-0.00991572,0.00342298,-0.00158776,0.00295072,0.00012421,-0.00022691,0.0,-0.00068399,0.00088183,-0.0079918
2013-47,-0.0035497,-0.00346878,0.00244918,0.00115657,-0.00235225,0.00124254,0.00249858,0.001321,-0.00136565,0.00220848,0.00745033
2013-46,-0.00203666,0.00049727,0.0004914,0.00275842,0.00117959,0.00174694,0.00250912,-0.0013245,-0.00339213,0.00221533,0.0
2013-45,-0.00205128,0.00247647,0.00518519,0.00685031,-0.00264862,0.0050163,0.00641981,0.00398671,-0.01045179,0.00133156,0.00896394
2013-44,-0.00051308,-0.00590551,-0.00734934,-0.00087045,0.00088365,-0.00199975,-0.00148233,0.0,-0.00203046,0.00044385,-0.00186606
2013-43,0.00204918,0.00049505,0.0009816,-0.00362004,0.0,-0.00075084,-0.00182378,-0.00264201,0.00441876,0.00178094,-0.0014436
2013-42,0.01138127,0.00346021,0.0012276,0.00450844,0.00355977,0.00188135,0.00423826,0.00399202,-0.00169319,0.00223115,0.00747664
2013-41,0.00568182,0.000999,0.01644655,0.01189253,0.00596659,0.00478891,0.01052266,0.01416049,-0.01471572,0.00357782,0.03052295
2013-40,0.00419507,-0.00551655,0.00725181,0.00695884,0.00329835,0.00316696,0.00711039,0.00540906,-0.00365327,0.00449236,0.01253512
2013-39,-0.00680272,0.0035229,0.00806248,0.00728841,0.00330132,0.00330033,0.0073736,0.00747283,-0.00463576,0.003156,0.01319775
2013-38,-0.00156495,-0.00201309,0.00175351,-0.00560472,0.0,0.0,-0.00499884,-0.00472016,0.00666001,-0.00134771,-0.01146497
2013-37,0.00734908,0.00304723,0.01216422,0.00877715,0.00391213,0.00267312,0.00679873,0.00815772,-0.01413079,0.00541761,0.02659111
2013-36,0.00158228,0.00409207,0.00821144,0.00285029,0.00637716,0.00320266,0.00200614,0.00205198,-0.00162973,0.0009058,0.00593537
2013-35,0.00263713,-0.00461538,-0.00791624,0.00195901,0.0,-0.00128222,0.00071115,-0.00068681,-0.00162127,-0.00090621,-0.01013439
2013-34,0.00105652,0.0061792,-0.00357325,0.00044991,-0.00060827,0.00489628,0.00130131,0.00342466,-0.00324359,0.00272232,-0.00613228
2013-33,0.00425532,0.00257334,0.00823257,0.01522533,0.00458435,0.00660536,0.01280977,0.01107266,-0.01536,0.0041021,0.02216693
2013-32,-0.00158395,-0.00965447,-0.00076084,-0.01062556,-0.00152253,-0.0043685,-0.0097716,-0.01359619,0.00651042,-0.00181736,-0.01595628
2013-31,-0.03120205,-0.01055807,-0.00050697,-0.0019403,0.00091491,-0.00153866,0.0002354,-0.00067889,0.00261694,-0.00136054,-0.01016876
2013-30,0.50859823,0.00050201,-0.00050646,0.0008918,0.00183094,-0.0016656,0.00046855,0.00543478,0.00032841,0.0,-0.00837449
2013-29,-0.00725765,0.003,-0.00428319,-0.01259335,-0.00274056,-0.00396065,-0.01004387,-0.01338688,0.016,-0.00406872,-0.03760184
2013-28,0.00788644,0.0256927,0.01616213,0.01021466,0.00862334,0.00578406,0.0101683,0.00540176,-0.00657462,0.00317893,0.01926782
2013-27,0.01877682,0.01284027,0.01964894,0.01616314,0.0131291,0.01135622,0.01645992,0.01516196,-0.01677419,0.01293303,0.03553073
2013-26,0.0,0.00151976,-0.0052233,-0.01135503,-0.0050204,-0.00026134,-0.0117001,-0.00827586,0.01058371,-0.00782689,-0.01316083
2013-25,0.01407688,-0.00101215,0.00732792,0.0206618,0.00443459,0.02046002,0.02043063,0.01192982,-0.02273435,0.02317881,0.02855816
2013-24,-0.01989529,-0.03249631,-0.01101717,-0.02861827,-0.00960942,-0.01987013,-0.02923908,-0.02576271,0.03159609,-0.02153987,-0.06008584
2013-23,-0.00259471,0.00250878,-0.00711744,0.00705494,0.00530421,-0.00299129,-0.00105833,-0.00067797,-0.00676983,-0.00228728,0.01422008
2013-22,-0.00309598,-0.00348779,0.0038236,-0.00029954,0.00156006,-0.00518269,-0.00246479,0.00203528,-0.00859873,-0.00727603,0.0096238
2013-21,-0.00358423,-0.00779727,-0.00753012,-0.01517831,-0.01527184,-0.00346509,-0.01410405,-0.01004016,0.0147541,-0.00677507,-0.01857324
2013-20,0.00253293,-0.01016949,-0.0032419,-0.0088766,-0.00060716,-0.00204394,-0.00869068,-0.00858086,0.01028534,-0.00180099,-0.01767365
2013-19,0.00458482,0.00096993,-0.00472284,0.00350826,0.00030404,-0.00089297,0.0009168,0.0,-0.00363396,0.00180505,0.00787891
2013-18,0.0,0.00144928,0.0004995,-0.00535766,0.00213025,0.00229826,-0.00387023,-0.00197498,0.00433045,0.0,-0.01339286
2013-17,0.00978877,0.00290276,0.00653759,0.00921322,0.01172478,0.00282087,0.0079283,0.01065246,-0.00923788,0.0040724,0.01348828
2013-16,0.02751817,0.00194837,0.01148252,0.00738007,0.00185471,0.00270793,0.00684217,0.00334448,-0.00719189,0.00272851,0.01243676
2013-15,0.06937924,0.00195503,0.00152905,0.00311665,0.00155087,0.00168176,0.00268284,0.003367,-0.00227273,0.00273723,0.00574835
2013-14,0.00733753,0.00391965,0.00255885,0.00668052,0.0053009,0.00375891,0.00712783,0.0047138,-0.00648929,0.00319927,0.00747225
2013-13,-0.00830306,0.0009828,0.0025641,0.0,0.00218955,0.00207927,-0.0019839,-0.00201884,-0.00064704,0.0018315,-0.00150118
2013-12,0.00735681,-0.00147856,-0.00025634,0.00178971,0.00219642,0.00091063,0.00246132,0.00135227,-0.00064454,0.00183486,-0.00107828
2013-11,0.00898045,0.00148515,-0.00230297,-0.00089272,0.0015674,0.00039063,-0.00093611,0.00067705,0.000323,0.00045893,0.00064461
2013-10,-0.00209974,0.00397219,0.00487055,0.00358423,0.00535771,0.00169602,0.00411233,0.00475543,-0.00450161,0.00091785,0.00430849
2013-09,0.01545842,0.00049407,0.00154162,0.00404616,0.00348432,0.00301126,0.00294672,0.00067889,-0.00448718,0.00230309,0.00848749
2013-08,0.00212653,-0.00049358,0.00334965,0.00831067,0.00158781,0.00170693,0.00723349,0.00409556,-0.00983503,0.00369686,0.01590809
2013-07,0.00805153,-0.00394089,0.00284238,0.0025672,0.00222646,0.0,0.00106622,0.00136519,-0.00190476,0.0,0.00220653
2013-06,-0.00373932,0.00049603,-0.00386598,0.00455581,0.00383754,0.00131648,0.00441686,0.00481431,-0.0047259,0.00138889,0.0087073
2013-05,-0.00267953,-0.00347567,-0.00282995,-0.00091019,0.00288554,0.00118515,-0.00250238,-0.00410116,0.00031536,0.00139082,-0.0151882
2013-04,-0.00741918,0.00993049,-0.00255363,-0.00853677,0.00064041,-0.00196825,-0.0105671,-0.00679348,0.00701531,-0.00230947,-0.0138919
2013-03,-0.00264131,0.00196464,-0.00051086,0.00074895,0.00224503,-0.0003937,0.0,0.00475867,-0.0019151,-0.00046211,-0.00043393
2013-02,0.0,0.00246063,0.00102485,0.00361011,0.00128576,0.00289855,0.00294672,0.00204082,-0.00349428,0.00185615,0.00283843
2013-01,0.00904737,0.00197433,0.00853375,0.00467783,0.00746027,0.00211389,0.00319262,0.0,-0.00411653,0.0023245,0.00506943
2013-00,0.00753904,-0.0014771,0.00782065,0.0069962,0.00554649,0.0043883,0.00692042,0.01099656,-0.00722362,0.00327103,0.01951548
