Week,ANGL,CJNK,GHYG,HYG,HYLD,HYS,JNK,PHB,SJB,SJNK,UJB
2019-09,-0.00463128,-0.00039667,-0.00730536,-0.00438596,-0.00588928,-0.00530558,-0.0041849,-0.00433369,0.00542495,-0.00374953,-0.01146857
2019-08,0.00392017,0.0,0.00608732,0.0039211,0.00295334,0.00102114,0.0040061,0.0016269,-0.00496166,0.00338092,0.01275702
2019-07,0.00286225,0.00239808,0.00168421,0.00178699,0.000297,0.00204792,0.00220054,0.00108696,0.0,0.00112994,0.00623574
2019-06,0.00830925,0.00642312,0.01066098,0.00671866,0.00595948,0.00546504,0.00742383,0.00601751,-0.00581916,0.00454201,0.00673916
2019-05,0.00398551,0.00443012,-0.00021236,-0.00107914,0.00179158,-0.00205931,-0.00057831,-0.00054765,0.00179211,-0.00113507,0.00292398
2019-04,0.0139552,0.00931929,0.00856898,0.00934126,0.00328653,0.00571429,0.00955818,0.00885936,-0.00973451,0.00687023,0.01967772
2019-03,0.00073448,0.00652529,0.00301399,0.00560292,0.00059916,0.00291971,0.00518845,0.00500278,-0.00529101,0.00459418,0.0064213
2019-02,0.00588668,0.00693878,0.0099524,0.01051602,0.0087218,0.00637275,0.00982898,0.01007275,-0.01228609,0.00807071,0.03164659
2019-01,0.01076466,0.00493421,0.01068702,0.00848083,0.00150648,0.00893232,0.00989707,0.01128032,-0.00742682,0.00850406,0.0
2019-00,0.01917178,0.00413736,0.00665927,0.01588502,0.00797057,0.01148562,0.01554878,0.0097589,-0.01491901,0.01101928,0.03468013
2018-51,0.02190066,0.00626305,0.01927001,0.01771957,0.00770179,0.01207966,0.01792189,0.00869565,-0.02125886,0.01196649,0.00272758
2018-50,-0.02527348,-0.00578273,-0.02281703,-0.0242477,-0.02021116,-0.0222387,-0.02769169,-0.01925255,0.02592913,-0.02059852,-0.05569865
2018-49,0.00451977,0.003314,0.00175747,0.00322221,0.00573325,0.00285201,0.00378788,0.00226244,-0.0034662,0.00077519,0.01370757
2018-48,-0.01010101,-0.00372055,-0.00955898,-0.01152384,-0.00716846,-0.00878661,-0.01034891,-0.00731159,0.01050328,-0.00921659,-0.03934786
2018-47,0.00150773,-0.00041374,0.00131033,0.00596051,0.00238166,0.00454305,0.00518807,0.00169683,-0.00476397,0.00387147,0.0
2018-46,-0.00415879,-0.00207297,-0.00371747,-0.00360517,-0.00770142,-0.00464086,-0.00488632,-0.00452233,0.00345871,-0.00309598,0.0
2018-45,-0.0155902,-0.00577558,-0.00800866,-0.00677006,-0.01201289,-0.00691896,-0.0088845,-0.00450197,0.00742358,-0.00691776,0.0
2018-44,-0.00586941,0.00247934,0.00064558,0.00024471,-0.00407807,-0.00031305,-0.00078416,0.00112108,0.00043956,-0.00076394,0.00694554
2018-43,0.00184026,-0.00575421,0.00454545,0.00640868,0.00321449,0.00482231,0.00631787,0.00168634,-0.00436491,0.00538048,-0.0151681
2018-42,-0.00944767,-0.00041152,-0.00897244,-0.00830281,-0.0066474,-0.00635218,-0.00822401,-0.00615557,0.00792952,-0.00609756,0.00645263
2018-41,-0.0028996,-0.00205086,-0.00340643,-0.00219378,-0.00115307,-0.00301393,-0.00146685,-0.00279486,0.00220653,-0.00228659,-0.02195946
2018-40,0.00363504,0.00740436,-0.00084944,0.00048739,-0.00402646,-0.000934,0.00087891,-0.00167598,-0.0004415,-0.00114068,-0.00897885
2018-39,-0.01110315,-0.00973631,-0.00653733,-0.01165585,-0.00315006,-0.00597877,-0.01222329,-0.00828729,0.01073345,-0.00566251,0.0
2018-38,0.00251889,0.00367047,-0.00252472,0.00290065,-0.00085985,0.0010322,0.00309927,0.00221852,-0.00267142,0.00189538,0.00704981
2018-37,0.00071994,0.00570265,0.0046492,-0.00036228,0.00288434,0.00010328,0.0,-0.00055402,0.00044583,0.0,0.0
2018-36,0.00469993,0.00162999,0.00701978,0.00533786,0.00028868,0.0052943,0.00524577,0.00166482,-0.00532387,0.00495238,0.00694444
2018-35,-0.00108499,-0.00162999,-0.00127632,-0.00133544,-0.00028935,-0.00248679,-0.00106952,-0.00055525,0.00133097,-0.00038124,0.0
2018-34,-0.00108225,-0.00081169,-0.00254723,-0.0006054,0.0017326,0.00051813,-0.00077655,0.00111111,0.00044464,0.0,-0.00643382
2018-33,0.00253348,0.00284784,0.00577293,0.00352498,0.00086881,0.00166113,0.00341064,0.00222717,-0.00177462,0.00229008,-0.02871243
2018-32,0.00145138,-0.001222,0.00214592,0.00243784,0.00261628,0.00197999,0.0017585,0.0027933,-0.00309187,0.00153022,-0.00015347
2018-31,-0.00108578,-0.00285249,-0.00426712,-0.00255164,0.0,-0.00405153,-0.00224128,-0.00111607,0.00177226,-0.00267176,0.022278
2018-30,0.004,-0.00245499,0.0032065,0.00440152,-0.00028952,0.00281485,0.00440701,0.00223839,-0.00352578,0.00306513,0.0
2018-29,0.0047532,-0.00081833,0.00149893,0.00368279,0.0049433,0.00250994,0.00363994,0.00280741,-0.00438789,0.00230592,0.00599747
2018-28,0.0021978,0.0020517,0.00192967,0.00085974,0.00029053,0.00041854,0.00137917,0.0005618,-0.00087681,0.00115429,0.01424684
2018-27,0.00330033,0.00041051,0.00171527,0.00184434,0.00058224,0.00083814,0.00197258,0.00112486,-0.0021901,0.00154143,0.0
2018-26,0.00442152,0.00786424,0.00518471,0.00644442,0.00410557,0.00644344,0.00706397,0.00452745,-0.00652458,0.00465297,-0.02176636
2018-25,-0.00768949,-0.00289017,-0.00236865,-0.00738825,-0.00611176,-0.00493646,-0.00838512,-0.00507328,0.00788436,-0.00616808,0.0
2018-24,-0.00218659,-0.00247219,0.00171711,-0.00232872,0.00058173,-0.00209336,-0.00196464,-0.00280899,0.00263852,-0.00115429,0.00725552
2018-23,0.00255474,0.00452861,0.00042882,0.0035666,0.00350877,0.00356955,0.00384388,0.00225098,-0.00655881,0.00270062,0.02175665
2018-22,0.0029304,0.00082474,0.0015083,0.00346192,0.00528169,0.0016851,0.00396471,0.0011274,-0.00478469,0.00271318,-0.00016113
2018-21,0.00331492,0.00247423,0.0052208,0.0043554,0.01180986,0.00444821,0.00389144,0.00339943,-0.0034662,0.00389712,0.00583468
2018-20,0.00220588,0.00372362,-0.00516129,0.00049591,-0.00058582,0.0,0.0,0.00113122,-0.00043497,-0.00116414,0.00739669
2018-19,-0.01054545,-0.00576606,-0.0089878,-0.00408012,-0.00146542,-0.00357819,-0.004455,-0.00225989,0.0052356,-0.00232558,0.0
2018-18,0.00476714,0.00288422,0.00085671,0.00272817,0.00588928,0.00189974,0.00198452,0.00169683,-0.00520833,0.00194401,0.0
2018-17,-0.00036684,0.00247525,-0.00384451,0.00099391,0.00058962,0.0029661,9.931e-05,-0.00056561,-0.00043422,0.00077882,0.00273576
2018-16,-0.00219539,-0.00206101,-0.00233993,0.00124301,0.00504301,0.00275921,-0.00029786,-0.00056561,-0.0004344,0.0,0.0
2018-15,-0.0014556,-0.00530612,-0.00527204,-0.00615991,-0.00911229,-0.00547945,-0.00609936,-0.00561482,0.00613228,-0.00310318,0.03354606
2018-14,0.00990462,0.00328272,0.00233249,0.00808558,0.00560803,0.00658664,0.00814381,0.00508187,-0.00952793,0.00585937,0.0
2018-13,0.00518327,0.0,0.00665379,0.00375987,0.00924545,0.00320684,0.00370148,0.00169779,-0.00215239,0.00392927,0.0
2018-12,0.00073855,0.00206271,0.00213812,0.00200125,-0.00029771,0.00031997,0.00019962,0.00170068,-0.00172414,0.00078401,-0.00779347
2018-11,-0.00590188,-0.00369914,-0.00661122,-0.00625547,0.00209895,-0.00532708,-0.00638659,-0.00678733,0.00646552,-0.00548589,0.00522278
2018-10,-0.00767263,-0.0020475,-0.00509446,-0.00149291,-0.00416419,-0.00169545,-0.00218319,-0.00169205,0.00173461,-0.00078094,-0.01653291
2018-09,0.00588452,-0.00041017,0.00276302,0.00374018,0.0005963,0.0061689,0.00308212,0.00226244,-0.00389442,0.00273973,0.01930628
2018-08,-0.01054545,-0.00449714,-0.00042553,-0.00520898,0.00391095,-0.00127429,-0.00494413,-0.00169205,0.00391134,-0.00156189,-0.02066976
2018-07,-0.0003647,0.00123203,-0.00085215,0.00286569,0.0003012,0.00159898,0.00188661,0.00112994,-0.00432339,0.0015674,0.0
2018-06,0.00806156,0.00123153,0.00921363,0.01066633,-0.0066586,0.00878132,0.01110444,0.01023309,-0.01074345,0.00827749,0.02240527
2018-05,-0.01235465,-0.00773931,-0.01638298,-0.00913871,-0.01579107,-0.00633183,-0.00997108,-0.00623583,0.01077122,-0.00669291,0.0
2018-04,-0.01108727,-0.00967352,-0.00775194,-0.00986072,0.00150875,-0.0070847,-0.010102,-0.01005587,0.01006124,-0.00545596,-0.01907013
2018-03,0.00501972,0.00241643,0.0084246,0.00159921,0.01059322,0.00264746,0.00186092,0.00223214,-0.00131464,0.00233827,0.0
2018-02,-0.00214592,-0.00201207,0.0014743,0.00012314,0.00425144,0.0001061,-0.00127264,-0.00111607,-0.00043783,0.00117187,-0.00299024
2018-01,0.00035753,-0.00520833,0.00315989,-0.00367872,0.00457317,-0.00296359,-0.00351254,-0.00278242,0.00351958,-0.00272798,-0.00280418
2018-00,0.00939646,0.00120822,0.00701531,0.00728125,0.00769704,0.00446761,0.00736377,0.00334821,-0.00698995,0.00470219,0.01881423
2017-52,0.0036245,0.00482315,0.0,0.00148441,0.0,-0.00031962,0.00108236,0.0,-0.0021796,0.00039262,0.0
2017-51,0.00036403,0.0020202,0.00128755,0.00074386,0.00061728,0.00203361,0.00138135,0.0,0.0,0.0015748,0.00207834
2017-50,0.00036364,0.00322581,-0.00149925,-0.00173439,-0.00584076,-0.00074914,-0.0022669,-0.00056054,0.00087146,-0.00118064,0.0
2017-49,0.00036377,0.0,-0.00492295,0.0,0.001849,-0.00042813,0.00078958,-0.00111982,0.00043554,0.00078833,-0.00526232
2017-48,0.00182083,0.00567721,0.00085452,0.00173719,0.00278638,0.00171416,0.00039475,0.00280269,-0.00130492,0.0011825,-0.01646801
2017-47,0.00695207,0.00773616,0.00579648,0.00434837,0.00654613,0.00300365,0.00484765,0.00619021,-0.00477223,0.0035517,0.00820595
2017-46,0.00330639,-0.00405186,0.00280475,0.00474466,0.00156446,0.00376911,0.00407514,0.00338792,-0.00604491,0.00237342,0.0
2017-45,-0.01483894,-0.00923695,-0.00515353,-0.01000618,-0.00619579,-0.00619592,-0.00817331,-0.00672269,0.01046664,-0.00707269,-0.01583531
2017-44,0.00508906,0.00282031,0.00257345,-0.00123396,0.0,0.0006413,-0.00137606,0.0,-0.0004363,-0.00078524,0.0
2017-43,-0.00144718,-0.00120919,-0.00638978,-0.00135518,0.00280811,-0.00191959,-0.00127576,-0.00055897,0.00087566,-0.00078493,-0.01624746
2017-42,0.00217707,0.0,0.00386598,0.00358157,0.00375,0.0032065,0.00344285,0.00055928,-0.00393357,0.00314589,0.00613015
2017-41,0.00036337,0.00040371,0.00214961,-0.0008642,0.00188324,-0.00032092,-0.00078655,0.00112045,0.00043706,-0.00078678,-0.00094221
2017-40,0.0010921,-0.00040437,-0.00235496,0.00049413,0.00157332,-0.00085561,0.00029528,-0.00056022,0.0,0.0007874,0.00015706
2017-39,0.00291971,0.00323494,0.00171343,0.00322061,0.00537295,0.00193133,0.00236827,0.00280899,-0.0021796,0.00276352,-0.0211812
2017-38,0.00366838,-0.00040502,0.0017149,0.00074414,0.00253245,0.00021455,0.00108749,-0.00056243,-0.00043497,0.0003951,0.0
2017-37,0.00367512,0.00284322,-0.00064295,0.00385764,0.0031746,0.00225661,0.00317303,0.00281849,-0.00260191,0.00237624,0.0
2017-36,-0.00147221,-0.00161812,0.00171821,-0.00373134,-0.00349539,-0.00171932,-0.0035686,-0.00169014,0.00390286,-0.0023753,0.0
2017-35,0.00258972,0.00366151,0.00258732,0.00523887,0.00255183,0.00333872,0.00387597,0.00282326,-0.00562041,0.00317586,0.0
2017-34,0.01047512,-0.00406669,0.00652458,0.00754148,0.00511019,0.00563686,0.00761065,0.00682206,-0.00857265,0.00438596,0.0
2017-33,0.00037327,0.0073831,-0.00216591,-0.00363545,-0.00699301,-0.00378378,-0.00329736,-0.00113572,0.00257621,-0.00357995,0.0
2017-32,-0.01184308,0.0,-0.0083889,-0.01281413,-0.00762147,-0.00678733,-0.01180087,-0.00903444,0.01299827,-0.00988533,0.0
2017-31,0.0026003,0.00163532,-0.00215378,-0.0004972,0.00159033,0.00107724,-0.00049549,-0.00056402,0.00130152,-0.00039635,0.00608877
2017-30,0.00785634,-0.000408,0.00519818,0.00124456,0.00095633,0.00097066,0.00138889,0.00169683,-0.0021645,0.00039667,0.02546829
2017-29,0.00412294,0.00287356,0.00698995,0.00199676,-0.00476948,0.0014048,0.00288845,0.00283607,-0.00129646,0.00198807,0.0
2017-28,0.01062215,0.00620861,0.0057294,0.0094506,0.00512821,0.00674426,0.00783447,0.00455581,-0.00982906,0.00559776,-0.0021315
2017-27,-0.00490011,-0.00822707,-0.00066007,-0.00414573,0.00096339,-0.00358501,-0.00490687,-0.0045403,0.00428816,-0.00319361,0.0
2017-26,0.00530504,-0.00773616,0.00597213,0.00075396,-0.00638162,-0.00043426,0.00140309,0.00227531,-0.00085763,0.002,0.0
2017-25,-0.00527704,-0.00285598,-0.00176561,-0.00251036,-0.00159591,-0.00238663,-0.00290174,-0.0011383,0.002145,-0.0027933,0.00714982
2017-24,-0.00376223,0.00451189,0.00220556,-0.00363819,-0.00159693,-0.00314636,-0.0043,-0.00170551,0.00429553,-0.00358709,0.0034241
2017-23,-0.00263852,-0.00041118,-0.00396825,-0.00200652,-0.00095785,-0.00260106,-0.0034972,-0.00227402,0.00214684,-0.00278773,0.0
2017-22,0.00339367,0.01030078,0.00198807,0.00339452,0.00704225,0.00217108,0.00240264,0.0022792,-0.00470689,0.00119617,0.0
2017-21,0.00226672,-0.00328138,-0.00154902,0.00126008,0.01037613,0.00032637,0.00130561,0.00171429,-0.00170721,0.00119856,-0.00686611
2017-20,0.0003785,0.00909091,0.00468019,0.0,0.00325627,-0.00261438,0.0,-0.00114351,-0.00042589,-0.00040016,0.01572432
2017-19,0.00571864,-0.00744417,0.00358986,0.00343249,-0.00520833,0.0022991,0.00324083,0.00229885,-0.0025413,0.00160514,0.0
2017-18,-0.00644428,0.00707449,0.00291938,-0.00241239,0.00456621,0.0,-0.00081045,-0.00286533,0.00254453,-0.00040161,-0.00747136
2017-17,0.00113938,-0.00041528,0.00450248,0.00127194,0.00489716,-0.00043745,0.00274195,0.00114811,-0.00126957,-0.00040177,0.00955414
2017-16,0.00076307,0.00460059,0.00340987,0.00140755,0.00361604,0.00275239,0.00132802,0.0028885,-0.00126156,0.00282943,0.00539265
2017-15,-0.00456621,-0.00041824,-0.00113714,-0.00332566,-0.00197239,-0.0022041,-0.00357435,-0.00404157,0.00504838,-0.00202102,0.0
2017-14,0.00344828,-0.00294118,0.00227842,0.00038442,0.0066072,-0.00022095,0.00030706,0.00115875,-0.00041964,0.00121556,0.0
2017-13,0.01633606,0.00337981,0.0064,0.01205288,0.01404682,0.01104664,0.01253756,0.00700935,-0.0128524,0.00693312,-0.02708192
2017-12,-0.00232558,0.00381841,-0.00502627,-0.00090545,-0.00099933,-0.00044578,-0.0013427,-0.00116686,0.00291303,-0.0004075,0.01060554
2017-11,0.00977708,0.00811619,0.00759843,0.00819992,0.00266667,0.00357462,0.00654206,0.00704225,-0.00907591,0.00326931,0.0
2017-10,-0.01961538,-0.00593975,-0.01161202,-0.01602153,-0.01918075,-0.01361071,-0.01616865,-0.0167727,0.01719799,-0.01012146,0.0
2017-09,0.0026892,-0.00126103,0.00136519,0.00012778,-0.00064788,0.00154611,0.00153061,0.0,0.00042034,0.00242718,0.02570694
2017-08,0.00153787,0.00721562,0.00022826,0.00217977,-0.0012966,0.00121722,0.00133047,0.00057904,-0.00251256,0.00121605,0.0
2017-07,0.00038536,-0.00379747,0.00068713,0.001288,0.0035819,0.0,0.00051393,-0.00058038,0.0,0.00081334,0.00916638
2017-06,0.00116054,0.00042409,-0.00205761,0.00116234,-0.00097847,0.00100156,0.00216562,0.0,-0.0012474,0.0,0.0
2017-05,0.00310559,0.00212404,0.00597426,0.00492866,0.00921962,0.0040192,0.00372016,0.00174825,-0.00455487,0.00245298,0.00872296
2017-04,0.00664062,-0.00042535,0.00092102,0.00481207,0.00496524,0.00346795,0.00643421,0.00292227,-0.00495254,0.00410004,0.02613677
2017-03,-0.00156128,-0.00549915,-0.00138122,-0.00039002,0.00099141,0.00100784,-0.00031133,-0.00116822,0.0,0.0,-0.03205684
2017-02,0.0031348,0.00811619,0.00023036,0.00130039,0.00165618,0.0024683,0.00083048,0.00058377,-0.00123865,0.00123203,0.0
2017-01,0.00670876,0.00213493,0.00556845,0.00365344,0.01240778,0.0015725,0.00302052,0.00175644,-0.00329354,0.00288184,0.0
2016-52,-0.00158228,0.00085948,0.00373744,0.00039324,0.00437269,0.00180648,0.0016775,0.00176471,-0.00204499,0.0,-0.01152838
2016-51,0.00516488,-0.00257843,0.00586717,0.00725402,0.00915565,0.00509684,0.00663228,0.00472813,-0.00570033,0.00498132,0.00756776
2016-50,-0.00158856,0.00605798,-0.00630694,-0.00368858,-0.00033933,-0.00317029,-0.00357932,-0.003544,0.00284784,-0.00124636,0.0
2016-49,0.00719424,0.0021395,0.00683962,0.01050113,0.00619195,0.00683683,0.00944698,0.00415677,-0.01049233,0.00921659,0.0
2016-48,0.00604839,-0.00610288,0.00260725,0.00053333,0.0038036,0.00493459,0.0019202,0.00298151,0.0,0.00168138,0.00294334
2016-47,0.00202511,0.00568928,0.00333254,0.00482251,0.00346141,0.00333448,0.00471951,0.00239091,-0.0056,0.00548986,0.0
2016-46,0.00821018,0.01363836,0.00479962,0.00638761,0.01633523,0.00899533,0.00653239,0.00301023,-0.00983478,0.0034057,-0.01011029
2016-45,-0.03336013,-0.02685422,-0.03104575,-0.03129973,-0.02415121,-0.02266713,-0.03195668,-0.0248227,0.03182917,-0.02102607,-0.05143854
2016-44,-0.0068576,-0.00426439,-0.00633952,-0.0076071,-0.01703163,-0.00498031,-0.00704902,-0.00178571,0.00680272,-0.00548986,0.01325088
2016-43,-0.00989707,-0.00760135,-0.00673479,-0.01300066,-0.00861475,-0.0100537,-0.01355042,-0.00880799,0.01383238,-0.00876827,-0.00299454
2016-42,0.00678643,0.00510421,0.00280308,0.00727898,0.00521014,0.00632911,0.007307,0.00590319,-0.00766438,0.00630517,0.01207983
2016-41,-0.0007984,-0.00085034,-0.00649652,-0.00617365,-0.00104312,-0.00183634,-0.00652151,-0.00352941,0.00650142,-0.00376569,-0.00186188
2016-40,0.00482897,0.00127551,0.00419287,0.00370223,0.00278552,0.00253281,0.00381558,0.0017741,-0.00362903,0.0042123,0.04326329
2016-39,0.0114053,0.00552956,0.00585617,0.01014551,-0.00069662,0.00859366,0.01017348,0.00774732,-0.01078275,0.00721256,0.01052819
2016-38,0.01107465,0.00989673,0.01180638,0.00925553,0.01232828,0.00992643,0.00903712,0.00777512,-0.00914149,0.00639114,0.02374863
2016-37,-0.00368701,-0.00128921,-0.00919161,-0.00187567,-0.00176243,-0.00023408,-0.00364885,-0.00238806,0.00159046,0.0,0.0
2016-36,-0.00893582,-0.00127443,-0.00421644,-0.01418158,-0.01042753,-0.00974817,-0.01443277,-0.01007706,0.01366559,-0.00974989,0.01014947
2016-35,-0.00565885,0.00085143,0.00635294,0.00319489,0.00490712,0.00139567,-0.0007431,0.00118694,-0.0036,0.00212495,-0.01365126
2016-34,0.00203087,-0.00127605,0.00070505,0.00133958,0.00105411,0.002808,0.00213881,0.00119261,-0.00158983,0.0025641,0.0
2016-33,0.00530612,-0.00212675,0.00235682,0.00026756,0.00424028,-0.00116754,-0.00032003,0.00178998,0.0,-0.00042662,0.0
2016-32,0.00699876,0.00646273,0.00786838,0.00485371,0.00142959,0.00552876,0.0058102,0.00179748,-0.0047356,0.00343643,0.06201407
2016-31,0.00959933,0.00559862,0.00599377,0.01164224,0.00107488,0.00568855,0.01093733,0.00848999,-0.01241754,0.00869565,0.0
2016-30,-0.003314,0.0,-0.00167504,-0.00406945,-0.00249643,-0.00082791,-0.00271003,-0.00181269,0.00469851,-0.0034617,-0.01495259
2016-29,0.00414422,0.00603708,0.0009542,0.00297861,0.00536865,0.00094451,0.00270241,0.00180832,-0.00313972,0.00129702,0.02160954
2016-28,0.00501253,0.00737847,0.00480885,-0.00013583,0.0087146,-0.00400896,-0.00075922,0.00060533,0.0,-0.00173085,-0.00776915
2016-27,0.014419,0.00479094,0.01242993,0.01911357,0.0106266,0.01522782,0.02006429,0.01412776,-0.01840491,0.01273047,0.05529504
2016-26,0.03139991,0.01379004,0.0132776,0.03433048,0.02779865,0.02566306,0.03564492,0.02192982,-0.03353204,0.02331839,-0.07495495
2016-25,-0.00344679,0.0,-0.01700267,-0.0044724,-0.00700332,-0.00265284,-0.00279861,-0.00247831,0.00227445,-0.00221435,0.0057992
2016-24,-0.00172936,0.00400356,-0.00538029,-0.00168421,-0.00480769,-0.0025436,-0.00370662,-0.00124456,0.00188822,-0.00221631,0.0
2016-23,0.00913043,0.00707026,0.00268097,-0.00055734,-0.00073937,-0.00024073,-0.0005581,-0.00062073,-0.00151918,0.00132685,0.07710326
2016-22,0.00613228,0.01255043,0.00666009,0.0036522,0.00111276,0.00509709,0.0025863,0.004375,-0.00490011,0.00489978,-0.05159614
2016-21,0.00750883,-0.00133988,-0.00247097,0.00635503,0.00941974,0.00831703,0.00746775,0.00501882,-0.0056243,0.00627803,0.07394857
2016-20,-0.00176445,0.0054225,0.00173139,-0.00126975,0.0045489,-0.0004896,-0.00056574,-0.00125392,0.00187547,0.0,0.01128805
2016-19,0.0035603,-0.00179856,-0.00272885,0.00484676,0.00076075,0.00666914,0.00342661,-0.00125707,-0.00370782,0.0027088,0.0
2016-18,-0.01962495,0.0,-0.00734394,-0.0116737,0.0,-0.01110704,-0.00770276,-0.00935162,0.01126549,0.00045126,0.0
2016-17,0.00837004,-0.00358744,0.01267081,0.00923033,0.01150748,0.00702663,0.01088825,0.00627353,-0.01078468,0.00681818,-0.02392437
2016-16,0.02337079,0.002731,0.00322261,0.00526166,0.01914062,0.00619425,0.00690052,0.01075269,-0.00557207,0.00778032,0.02442499
2016-15,0.0174954,0.00454752,0.0103041,0.01055066,0.01349206,0.01095028,0.01053248,0.0057508,-0.01096091,0.0116225,0.02120141
2016-14,0.00370542,0.01054562,0.00965447,0.00436047,-0.00237718,0.00303759,0.00376559,0.0032113,-0.00435888,0.00280374,0.0
2016-13,0.0041958,0.01160631,0.01365979,0.00951405,0.01203369,0.010702,0.01018475,0.0,-0.00973324,0.0060947,-0.00248808
2016-12,-0.01423978,-0.00412844,-0.01166033,-0.01166475,-0.01496652,-0.01107057,-0.01095443,-0.00764331,0.01246334,-0.00465983,0.01153523
2016-11,0.01875293,0.00979021,0.00278975,0.00593257,0.01240496,0.0064647,0.00857714,0.00965251,-0.00619759,0.00468384,0.03900632
2016-10,0.01525262,0.00890347,0.01776977,0.01449275,0.01412429,0.01617251,0.01438763,0.00648088,-0.01475351,0.0108593,0.0
2016-09,0.03203549,0.00473261,0.02658161,0.01517631,0.02393727,0.01460235,0.01706815,0.0192053,-0.01487252,0.01389554,0.0
2016-08,0.01509054,0.01056676,0.00539084,0.01186853,0.01376147,0.01129868,0.01138614,0.00876011,-0.01279391,0.00878049,0.0
2016-07,0.01124744,0.01166181,0.00932785,0.01101629,0.01134931,0.0099919,0.01022727,0.00889802,-0.01118644,0.00742942,0.0
2016-06,-0.00152517,-0.00243546,-0.0013598,0.0029595,-0.00041511,-0.0041841,0.00279011,0.00550206,-0.0037112,-0.00198314,0.13757253
2016-05,-0.0105687,-0.00526064,-0.00453696,-0.01306594,-0.00653061,-0.00832342,-0.01578298,-0.00874832,0.01209399,-0.00827251,0.0
2016-04,0.00762583,0.00680603,0.00978261,0.01595581,0.01603618,0.00635846,0.01618324,0.00881356,-0.0174359,0.00879336,0.21915054
2016-03,-0.00254065,0.00292113,0.00406945,0.01526835,-0.00246508,0.00865859,0.01199101,0.01021103,-0.01697793,0.00636008,-0.1319808
2016-02,-0.01889607,-0.01488953,-0.00374532,-0.01870005,-0.01264322,-0.01620068,-0.02093221,-0.01601067,0.01840917,-0.01720841,0.06480836
2016-01,-0.00297619,-0.00477327,-0.00662076,-0.00717596,-0.00118157,-0.00623053,-0.00759677,-0.00598404,0.00735809,-0.00333333,0.01780415
2016-00,0.00448207,-0.00670177,-0.00211584,0.00718348,0.01674641,0.00652061,0.00712905,0.00466356,-0.00804196,0.00380771,-0.01173021
2015-51,0.01049475,0.00576646,0.01226667,0.02064986,0.00118859,0.01409193,0.01487261,0.0141129,-0.0206754,0.00814566,0.026395
2015-50,0.00251383,-0.00573614,-0.00929368,0.00885631,0.01622718,0.00355123,0.00501897,0.00268097,-0.00991792,-0.0004787,0.00722948
2015-49,-0.03961353,-0.02434457,-0.02351421,-0.03123625,-0.05442177,-0.02288417,-0.03299671,-0.02806789,0.03239587,-0.02093997,-0.08746542
2015-48,0.00096154,-0.01167134,-0.00460476,0.00014565,-0.00782998,-0.00063468,-0.002443,0.0,-0.00214823,0.0,0.0
2015-47,0.0,-0.01073763,0.00853375,0.00394564,-0.01105787,0.00267448,0.00373526,0.00390371,-0.00392577,0.00092593,0.00042644
2015-46,-0.00095329,0.00376648,-0.00230238,-0.00652742,-0.01125227,-0.0069541,-0.00786855,-0.00517799,0.00430571,-0.00643087,-0.02026321
2015-45,-0.01177579,-0.00423729,-0.00913242,-0.01422209,-0.00830325,-0.01202405,-0.01498513,-0.01028278,0.01413556,-0.00911577,-0.02861201
2015-44,-0.00514981,-0.01110083,-0.01050525,-0.01047565,0.00252525,-0.00841064,-0.00768448,-0.00764331,0.01103753,-0.00587438,-0.00283286
