Week,ACIM,BJK,CUT,DEW,DGT,DNL,DOO,DUST,EFZ,EXI,FAN,FILL,FPA,GEX,GOEX,GRES,GRID,HAP,IDHQ,LVL,NLR,PBD,PIO,PIZ,PZD,RING,SEA,SILJ,TOK,VEGI,YMLP
2019-11,-0.0127528,-0.00357339,-0.02632528,-0.0108038,-0.01702178,-0.01091039,-0.01324025,-0.09409305,0.01846966,-0.01869159,-0.02050114,-0.00613787,-0.00524246,-0.0286123,0.00505515,-0.0054605,-0.01712483,-0.01452514,-0.01177497,-0.00795756,-0.00814394,-0.02289452,-0.01180812,-0.01006192,-0.02490016,0.03119584,-0.01685393,0.02541436,-0.00607257,-0.02192362,-0.00971867
2019-10,0.0151276,-0.00604728,-0.00290592,0.01320423,0.01297914,0.01943528,0.01801579,-0.00322754,-0.01696165,0.00443636,0.01705426,0.02097561,0.01131071,0.01316846,-0.00681818,0.00626382,0.00794011,0.01023891,0.02190434,0.00891266,0.01398735,0.00495458,0.01963746,0.01410106,0.01197318,0.00057372,0.02206736,0.00443459,0.01497376,0.00786557,0.01897733
2019-09,-0.01523709,-0.03837953,-0.02764811,-0.01164323,-0.01584614,-0.02030825,-0.00347395,-0.07232546,0.01633259,-0.02569857,-0.00933126,-0.02787122,-0.02188827,-0.03310629,0.02731983,-0.01355808,-0.03601601,-0.0238764,-0.01762891,-0.00626118,-0.00193648,-0.03802589,-0.01279639,-0.00431034,-0.03093508,0.01687027,-0.04474273,0.04352806,-0.01322873,-0.02508834,-0.00738007
2019-08,0.0,-0.01153644,-0.01769285,0.00043889,-0.00348474,-0.00217667,-0.0002471,0.14487832,-0.00482196,-0.00446528,-0.003861,0.00289715,-0.02208,-0.0131291,-0.05251446,-0.00654545,-0.0096259,-0.01278488,0.00044189,-0.0044484,0.00135266,-0.00643087,0.00606061,0.00470219,-0.00163628,-0.04748603,-0.03887689,-0.07037815,0.00337942,-0.0136316,-0.0186722
2019-07,0.00697644,0.02544189,0.00502874,0.0041989,0.00096712,0.01105787,0.00173053,0.01247772,-0.00368324,0.00859145,0.00310078,-0.00191847,0.01104972,0.00219505,0.02070485,0.00145826,0.00088359,0.01182432,0.00312361,0.01539855,0.01054687,0.02402651,0.00847458,0.00992457,0.0094518,-0.00274725,-0.00869565,-0.01559252,0.00216383,0.02072169,0.0005176
2019-06,0.02039989,-0.01229947,0.02323009,0.01827205,0.02247331,0.02174735,0.0221149,-0.04309903,-0.02573267,0.03311878,0.0166799,0.03510532,0.00864074,0.02418439,0.02516309,0.01264881,0.03370014,0.01939219,0.02292526,0.00641026,0.00216749,0.02401372,0.02146264,0.0249693,0.04100791,0.00459242,0.04472477,0.01674107,0.02273811,0.0133864,0.03598281
2019-05,-0.00950214,-0.01423675,-0.01559666,-0.00605245,-0.01021036,-0.0152928,-0.0142607,0.01458671,0.01305767,-0.00952713,-0.01799687,-0.02596766,-0.00768974,-0.00663968,-0.02,-0.01249541,-0.01291346,-0.01843972,-0.01132759,0.00274223,0.00652819,-0.01017812,-0.00158919,-0.00528026,-0.01270772,0.00114025,-0.02362205,-0.00775194,-0.00866824,-0.02151675,-0.01960784
2019-04,0.01806487,0.04012091,0.01175606,0.02154975,0.0166604,0.02197172,0.01887274,-0.14552239,-0.01180258,0.0259366,0.04560261,0.04151717,0.0229688,0.04156729,0.04847909,0.01724138,0.02251102,0.02952353,0.0199351,0.02151543,0.01412714,0.02453988,0.01986218,0.00989283,0.02899647,0.05086774,0.00793651,0.07142857,0.02074554,0.01903736,0.02789934
2019-03,0.01754386,0.02630842,0.03096677,0.01131378,0.01889185,0.0204042,0.01497934,-0.10344828,-0.01765537,0.01820609,0.02840434,0.01064909,0.02596953,0.03101715,0.04040404,0.01477273,0.03592814,0.0182783,0.02604167,0.02287893,0.02062066,0.04181818,0.01644061,0.01675042,0.02843966,0.04208543,0.01475596,0.06480305,0.0153821,0.01593049,0.0122905
2019-02,0.02941176,0.03497299,0.0348567,0.01929335,0.02550955,0.02908587,0.01889723,0.10064795,-0.02071629,0.03025458,0.0169348,0.02124431,0.01356994,0.01976079,-0.0292804,0.01796636,0.02534395,0.02218279,0.02617801,0.01420455,0.00325534,0.0099728,0.03011292,0.01646959,0.03566779,-0.02594194,0.02380952,-0.07300116,0.02815502,0.02990518,0.03302961
2019-01,0.0145851,0.03622139,0.04,0.01956163,0.0159471,0.01433406,0.00962038,-0.00349345,-0.01564673,0.02211333,0.02592913,0.01076371,0.01912181,0.04231387,-0.0058508,0.01945525,0.03546454,0.01983769,0.02224371,0.01828681,0.0092388,0.03277154,0.01913265,0.01539119,0.0316153,0.00673607,0.00566893,0.01645123,0.01880457,0.0237565,-0.00507901
2019-00,0.01584072,0.03481683,0.03241895,0.02076292,0.02023429,0.0138043,0.01756253,-0.02854633,-0.02140673,0.01565708,0.00527241,0.04542996,0.02030269,0.01007326,0.04130982,0.01585414,0.0192604,0.02637294,0.01032448,0.01071081,0.01815614,0.01055662,0.0160312,0.01001306,0.01141304,0.01726264,0.05352798,0.0659204,0.01824441,0.02577915,0.05925473
2018-51,0.04521924,0.04345068,0.03748384,0.03681443,0.03934928,0.0298382,0.0226776,0.06542461,-0.03155819,0.04504261,0.02270663,0.05663616,0.01603281,0.05538402,0.00460829,0.01367659,0.04759344,0.03701299,0.02575758,0.03323263,0.02004546,0.0239521,0.0366019,0.03254973,0.04324324,-0.01660517,0.01863354,0.01898734,0.0450938,0.03935743,0.04185448
2018-50,-0.04023482,-0.05532666,-0.0276061,-0.03121305,-0.03871391,-0.02938197,-0.02478249,-0.02195686,0.02776826,-0.04235025,-0.05102041,-0.05805439,-0.02818937,-0.05038277,0.00741133,-0.01765398,-0.03702764,-0.03392967,-0.02163225,-0.02992278,-0.03010033,-0.04972376,-0.02081526,-0.03686036,-0.03797468,-0.0050537,-0.06979405,-0.01015228,-0.04563123,-0.02751242,-0.06231628
2018-49,-0.00726561,0.0129108,-0.0091597,-0.00232019,-0.00258298,0.00160481,0.00447368,-0.00071505,-0.00241463,-0.00919597,0.00940171,-0.01372649,0.0164054,0.00630252,-0.00377358,0.00352665,-0.00024771,-0.00484995,-0.00389105,-0.00473037,0.01511582,-0.00454545,-0.00342027,-0.00213858,-0.00735294,-0.0140755,-0.00443459,0.0078534,-0.00695134,-0.00818452,-0.01229737
2018-48,-0.04871591,-0.06746464,-0.05274972,-0.03784506,-0.03812676,-0.05188411,-0.02949402,-0.11441355,0.04661326,-0.06549001,-0.0248139,-0.04782401,-0.04540764,-0.04957578,0.05011136,-0.02693475,-0.06216655,-0.04477612,-0.0401662,-0.0202952,-0.00176678,-0.03454231,-0.04771533,-0.04300203,-0.07070218,0.04194407,-0.0625641,0.00387097,-0.0546107,-0.05193447,-0.02359249
2018-47,0.02124743,-0.00732188,-0.00753296,0.01642336,0.01923077,0.00796581,0.00102459,0.02066626,-0.00179211,0.02076083,0.01694915,0.02096855,0.00141844,0.01652749,-0.00610772,-0.00573394,0.01168336,0.00802616,-0.00422535,0.00930233,0.00119737,0.07002801,0.01654944,0.00124069,0.02058233,-0.01009421,0.01937567,-0.01188904,0.00738363,0.00905797,-0.00322581
2018-46,-0.01339347,-0.00087184,-0.01533283,-0.01652705,-0.0197871,-0.00313418,-0.01480725,0.0,0.00891583,-0.00804418,-0.00342173,-0.04056012,-0.00570613,-0.00894894,-0.00273224,-0.01764927,-0.00120135,-0.02547584,-0.0351689,-0.02061856,-0.01258993,0.00271248,-0.00415455,-0.00869925,-0.00981873,-0.00066667,-0.03437164,-0.02414231,-0.01521528,-0.0248023,-0.02006336
2018-45,0.00609508,0.05135135,0.01775595,0.00863636,0.00927086,0.00369794,0.00639223,-0.11693326,-0.01033868,0.01187762,0.00084674,0.00192308,0.02592187,0.02971002,0.03489026,0.00638618,0.00285375,0.00058005,0.01649387,0.00847458,0.0078125,-0.0258467,0.0057947,0.00370523,0.00676183,0.04675506,0.00534188,0.04491413,-0.01336478,-0.00705467,-0.01236476
2018-44,0.00321414,-0.05086641,-0.01715955,0.00564207,0.00733831,-0.01308901,0.00025297,0.08809448,-0.00072516,0.00558195,0.0474934,-0.01212121,0.00898957,0.03745251,-0.04550265,-0.00995942,-0.00046566,0.00114679,0.00889513,0.00850662,0.00098951,-0.00357462,0.01245847,-0.0024262,0.01682994,-0.04002625,-0.01336074,-0.05011933,0.01483964,0.01529705,0.0030896
2018-43,0.03675238,0.0968618,0.04722011,0.02403173,0.02083333,0.06531666,0.02924282,-0.09172976,-0.03265449,0.04239802,0.03636364,0.02475728,0.06060606,0.0528626,-0.00635593,0.02664636,0.05746287,0.04453807,0.05490196,0.01154957,-0.00360721,0.0625,0.04776379,0.04711822,0.0586518,0.02237288,0.07760532,0.03860523,0.04207227,0.05590994,0.01257862
2018-42,-0.03092369,-0.06769826,-0.02179535,-0.02810517,-0.03673469,-0.03721897,-0.03345912,0.11992136,0.03343023,-0.04260798,-0.02802102,-0.05251142,-0.0513181,-0.007849,-0.03392405,-0.02265132,-0.03721039,-0.04308131,-0.03543124,-0.02279202,-0.02384236,-0.0347667,-0.01815112,-0.04064386,-0.03661972,-0.04333765,-0.04931794,-0.06136364,-0.03104807,-0.05907173,-0.03009027
2018-41,-0.00385895,0.01199108,-0.00797679,0.01000455,0.00160237,0.00151745,0.00452375,0.00472335,0.00073126,-0.01104464,0.00794351,-0.01465364,0.00423878,-0.00075019,-0.00747757,-0.0018498,-0.00785945,-0.01151362,-0.0027907,0.00953289,0.01982379,0.0,0.00041911,0.00403063,-0.0045977,-0.00319489,-0.02556237,-0.01333333,0.00284225,0.00530223,-0.00149402
2018-40,-0.03220383,-0.01072607,-0.07128447,-0.03613666,-0.02932761,-0.03194419,-0.02396245,-0.17398244,0.03283019,-0.05655053,-0.03842869,-0.03175966,-0.03835709,-0.04165915,0.03144654,-0.00444115,-0.05846289,-0.03541269,-0.03536258,-0.03249768,-0.0316221,-0.02770331,-0.04116707,-0.03651038,-0.05660836,0.06666667,-0.02991027,0.03274854,-0.03305033,-0.04350782,-0.02909796
2018-39,-0.02091734,-0.03183716,-0.0355412,-0.00936411,-0.02020792,-0.04084137,-0.01574612,-0.02129843,0.02575107,-0.01402119,-0.03199344,-0.01591956,-0.0394822,-0.04738197,0.0016,-0.00184502,-0.03906742,-0.00489663,-0.02557434,-0.01465201,0.01207204,-0.0466497,-0.01872075,-0.03460838,-0.02933644,0.00490196,-0.0271581,-0.02191465,-0.01174896,-0.00034095,-0.0125
2018-38,-0.00264284,-0.01840961,-0.02246835,-0.00651749,-0.0073324,-0.0052521,-0.0016896,0.03823686,0.00430023,-0.00407201,-0.00967742,0.0038478,0.00194301,-0.02342039,-0.01377119,-0.00550863,-0.03342164,0.0032769,0.0,-0.00547445,0.00395257,-0.0124792,-0.00776699,-0.00580552,-0.00502972,-0.02130584,-0.00872093,-0.01724138,-0.00711533,0.00136565,0.00244141
2018-37,0.01567678,0.02613195,0.00315159,0.01558385,0.02064302,0.01859394,0.01661779,-0.07701772,-0.02753346,0.01867041,0.01301871,0.02669039,0.01391586,0.02220704,0.03030303,0.02245509,0.01637331,0.02460162,0.01497797,0.00914913,-0.00236128,0.02214651,0.00970874,0.0087241,0.01351351,0.02118644,0.0443996,0.00462428,0.01789205,0.0303559,-0.00097847
2018-36,0.00720721,0.00754619,0.01148692,0.01131573,0.01432354,0.01519757,0.01071518,-0.06259542,-0.01432341,0.0154775,-0.01050081,0.02413479,0.02439024,-0.00322471,0.0234375,0.00871212,0.00348289,0.01022437,0.00531679,-0.003663,0.0035545,0.00865801,0.00940439,0.00401606,0.00913242,0.02583026,0.01944729,0.02545455,0.00831067,0.01022207,-0.00098425
2018-35,-0.01011653,-0.05339567,0.0,-0.0061988,-0.01274568,-0.02266737,-0.01434933,0.02522775,0.02218822,-0.00264667,-0.01605136,-0.024,-0.04368622,-0.01730511,-0.01909438,-0.00339495,-0.02712002,-0.01157865,-0.03464703,0.0,0.00219956,-0.01618399,0.00079051,-0.02258065,-0.01323597,-0.00289226,-0.01314459,-0.00591716,-0.00664051,-0.00599225,-0.01515892
2018-34,-0.0075748,-0.01406772,-0.00752587,-0.01152926,-0.01049033,-0.01283807,-0.0194618,0.12081679,0.01409002,-0.00727944,-0.01182033,-0.008359,-0.01891551,-0.00756703,-0.03890854,-0.00335821,-0.01014723,-0.01297626,-0.00300687,-0.00456204,0.00039738,0.00340136,0.00707825,-0.00950704,-0.00157622,-0.03693754,-0.0019685,-0.04432432,0.01180387,-0.00623269,-0.03224277
2018-33,0.00888946,0.01176182,0.00704676,0.00483623,0.00912913,0.01211376,0.01153091,-0.03355879,-0.00994644,0.00376481,0.01784266,0.02763933,0.00576369,0.0133491,0.01447777,0.00300526,0.01616203,0.01299802,0.01764446,-0.00182482,-0.00674336,0.03141361,0.0023819,0.01190906,0.02589827,0.01312155,0.01307847,0.02380952,-0.00030257,0.00739697,-0.01442531
2018-32,0.00142487,-0.01914223,0.00945858,0.01225763,0.0070303,0.00408453,-0.00220859,0.18537621,0.0019084,0.01214985,-0.00406835,-0.02642185,0.00711284,-0.02376967,-0.04656985,-0.00075415,-0.01129132,-0.00254958,-0.0123348,0.01203704,0.01642336,-0.01034483,0.00479425,0.0,-0.00070605,-0.06735751,0.00410256,-0.04026115,0.00457806,0.01145311,-0.00281955
2018-31,-0.00667094,-0.0054567,-0.0184244,-0.01247265,0.00344787,-0.01291899,-0.01945245,0.05164645,0.01359223,-0.01197472,-0.01515152,-0.01140851,-0.00573066,0.00049595,-0.03164856,-0.00522193,-0.0181528,-0.017626,-0.01264167,-0.01371115,-0.01573078,0.00769231,-0.00828076,-0.0147482,-0.00882695,-0.02857143,0.01736466,-0.01136364,-0.00968376,-0.0145178,0.02430887
2018-30,0.00257036,-0.04440938,0.00990099,0.00043812,-0.00142823,-0.00895163,-0.00712589,0.01673945,0.01224812,-0.00231686,-0.01014832,-0.01431049,-0.01193093,0.02795189,-0.01851852,-0.00148865,0.00586688,0.00667223,-0.02451395,0.00642202,0.00400481,-0.01006711,0.00078771,0.000712,0.00046264,-0.00718133,-0.00201207,-0.02204409,0.00564972,0.01224633,0.01448576
2018-29,0.0119063,0.00112638,0.01892333,0.00845384,0.01425637,0.00903091,0.01109771,0.00110213,-0.0117096,0.02242152,0.0,0.01723376,0.01697086,0.00423801,-0.00723327,0.01615934,-0.00261938,0.02264365,0.00301594,0.00922509,0.01519757,0.03006873,0.01111994,0.00392297,0.01072511,-0.0041816,0.01840491,-0.01273262,0.00518688,0.02298851,0.0108642
2018-28,0.0071708,-0.00357302,-0.01962025,-0.00155521,0.00290557,0.00679561,0.00024166,0.01376327,-0.00583204,0.01185503,0.00788644,0.00576497,0.00222646,0.02133517,-0.00269542,-0.0089153,0.01194574,-0.00056338,0.0,0.0,0.00671277,-0.00253807,0.00958084,0.00177494,0.01244131,-0.00291886,0.01334702,-0.00096899,0.00321248,0.00759219,0.01055276
2018-27,0.0038835,0.01433773,-0.00785916,-0.00441696,-0.0028996,0.00069845,-0.01450999,0.08408797,0.00547731,0.00135333,-0.00704777,-0.00518135,-0.00345477,-0.00444977,-0.01918047,-0.01709091,-0.01137271,-0.01920966,0.00867679,0.00743494,-0.00806289,-0.01429773,-0.0035686,0.01368383,0.00232775,-0.03310887,-0.02477701,-0.0437557,0.00322383,-0.01970443,-0.01829871
2018-26,0.01172708,0.00629371,0.0112504,0.02291289,0.01494955,0.01522479,0.03184399,-0.0735235,-0.02052452,0.00830929,0.02597403,0.01067616,0.00509068,0.01047486,0.03399819,0.00813008,0.00782859,0.01464789,0.00795756,0.01984877,0.0107987,0.01381693,0.01740186,0.01551533,0.0234843,0.03114187,0.0,0.03612167,0.01430593,0.01327116,0.01461694
2018-25,0.00760304,-0.00938338,0.00256,0.00791497,0.01032724,-0.00212202,0.0012276,-0.04140127,-0.00268714,0.00057366,-0.00400641,0.03686846,-0.0104551,-0.00530731,-0.00448833,0.00329068,0.00268651,0.01347936,0.04515849,0.00094251,0.00821693,-0.0152027,0.00161551,-0.00435414,0.00261967,0.01216686,-0.01652089,-0.01855288,0.00552138,0.00177683,0.00553598
2018-24,-0.00919451,-0.00798791,-0.0281821,0.00179051,-0.00230947,0.00350079,-0.00194363,0.01160862,0.00078186,-0.02057295,-0.00941176,0.01032316,-0.01205909,-0.0158599,0.0035524,-0.00865177,-0.02024211,-0.00658798,0.00952381,0.00659755,0.0116521,-0.00487409,-0.01741195,-0.00883392,-0.01633686,-0.00456882,-0.01132075,0.00639854,-0.00817271,-0.01591145,-0.01084278
2018-23,-0.00371986,-0.02453988,-0.02431702,-0.01775537,-0.00466117,-0.01134996,-0.01305793,0.03805045,0.01277955,-0.01282051,-0.00619195,-0.02546093,-0.04091559,-0.00232172,-0.02608696,-0.01066477,0.0001979,-0.02386699,-0.01386555,-0.00280899,0.0052356,-0.01115538,-0.01400233,-0.00766017,-0.00815402,-0.01795735,-0.0174954,-0.01453224,-0.00550543,-0.02038736,-0.0209144
2018-22,0.00322872,-0.01831579,0.00030139,0.00553833,0.00531658,0.0025992,0.00456292,-0.01031353,-0.00079177,0.00903283,-0.01454824,0.0223314,-0.00057703,-0.00150075,-0.00175131,0.00860523,-0.01466562,0.01308258,0.01232469,0.00471698,-0.01015755,-0.014377,0.00234558,0.0099115,0.00045548,0.00455322,-0.01273885,0.01013825,0.00929656,0.01417704,-0.01216545
2018-21,0.01943159,0.00146689,0.024961,0.02020431,0.01343523,0.01432614,0.02096178,-0.01872964,-0.01742835,0.01261724,0.02096273,0.02600365,0.0172619,0.00664783,0.0,0.00723851,0.01839632,0.01549101,0.01071582,0.00667939,0.0024974,0.00397141,0.01435407,0.01551786,0.01648097,0.00170261,0.00556586,-0.00361991,0.01569187,-0.00104275,-0.00637255
2018-20,-0.00414079,-0.00843101,-0.01243555,-0.01298987,-0.01382928,-0.00501904,-0.03246147,-0.00082919,0.02384802,-0.01311653,-0.04020468,-0.07133812,-0.01013318,-0.02606332,-0.01257044,-0.01385928,-0.0229709,-0.02505998,-0.01377295,-0.00188501,0.00123993,-0.0155521,-0.00892511,-0.00706464,-0.01795735,0.00225989,-0.00731261,-0.00972591,-0.01033472,-0.01599728,0.0
2018-19,-0.0109381,-0.0035498,0.0067734,-0.00964912,-0.00901649,-0.01224983,-0.00883926,0.07773386,0.00769542,0.00396563,0.0,0.00085106,-0.01665709,-0.007566,-0.02309666,0.00393138,-0.00803828,0.00485568,0.00253271,-0.01309635,-0.01571108,-0.01389961,-0.00039246,-0.00603693,0.00614474,-0.02702703,-0.03565062,0.00179051,-0.00693374,0.01426087,-0.01357247
2018-18,0.01744262,0.01626898,0.01971831,0.01266667,0.01479864,0.01326121,0.00773558,-0.02811419,-0.01160464,0.02246939,-0.00731529,0.04385172,0.01999412,0.01240209,0.01344319,0.01269956,0.03090945,0.02161863,0.02297872,0.00758294,-0.0103218,-0.00694981,0.00275049,0.0166065,0.02226862,0.00942873,0.03013699,0.03085299,0.01469439,0.01849218,0.00936884
2018-17,0.00406717,0.01965114,-0.00156348,-0.00155383,-0.00121153,0.00087321,0.00141077,-0.04491141,-0.00358852,0.00124168,0.00588668,-0.00943396,-0.00088002,0.00049587,0.02743363,0.0007278,0.03082333,0.00361111,0.00128041,-0.00566038,-0.01277113,-0.00395257,0.01273378,0.0181146,0.01398436,0.01174497,0.01395349,0.01933702,0.00047356,-0.00035398,-0.0054672
2018-16,0.0002611,-0.02114804,-0.00920245,0.00979301,-0.00623277,0.00944717,0.00849858,-0.04142259,-0.0019984,-0.01740471,0.02800908,-0.00449843,0.01172677,0.00491642,0.01650312,-0.00215905,-0.02095929,-0.00055021,0.00560345,0.01140684,0.01914672,-0.00938233,0.00195084,-0.01487124,-0.01324349,0.01392758,-0.01928375,-0.0045208,0.00220091,-0.00139958,-0.00598205
2018-15,-0.00169161,0.00699606,0.00986436,-0.00924906,0.00698795,-0.01746276,0.00307038,0.01186292,-0.0016,0.0093147,0.0,0.02502317,-0.01610121,0.01098361,0.01617133,0.00867679,0.00734844,0.00774336,0.00213493,-0.0093985,0.01136603,-0.00933852,0.00507416,-0.00750804,0.00793836,-0.00384827,0.03013183,0.05191257,-0.00407587,-0.00694203,0.01156942
2018-14,0.01539891,0.0322361,0.01896933,0.01617978,0.01060717,-0.00171733,0.00884533,-0.1186839,-0.00869565,0.01372038,0.00752445,0.03757225,-0.00144175,-0.0023015,0.04143898,0.01505692,0.00433347,0.02819709,0.00514359,-0.00188324,-0.01263158,0.007109,0.00394945,0.00035984,0.00660377,0.04102564,0.0292113,0.05238095,0.01159282,0.01234568,0.03548729
2018-13,0.00753397,-0.00618982,0.01870968,0.01025057,0.02730461,0.0145614,0.01513672,0.01733871,-0.01547389,0.00216106,0.02265625,0.02902903,-0.00493039,0.02827279,0.00457457,0.00926269,0.0050073,0.01248186,0.00790861,0.01055662,0.0137457,0.01462226,0.01005632,0.00883002,0.00794606,-0.01063234,0.00686275,-0.00190295,0.00794809,0.01082642,0.01231923
2018-12,0.00065911,-0.00424866,0.00380952,0.00585586,0.00452046,0.01251521,0.01020408,0.05916425,-0.01090343,0.00527379,0.00076982,-0.01218918,0.00085592,-0.0191239,-0.0275395,-0.00073099,-0.00827113,0.00227531,0.01043932,0.00856327,0.02205722,-0.02012384,0.0088,0.00181291,-0.01065061,-0.02225932,-0.00958773,-0.01789077,0.00063522,0.00460829,-0.01518325
2018-11,-0.02921231,-0.0484082,-0.03146633,-0.02804362,-0.03171145,-0.01452533,-0.01798736,-0.09364909,0.02675059,-0.03693495,-0.01472868,0.00958628,-0.04061625,-0.02640959,0.01889401,-0.00917768,-0.04591837,-0.0091507,-0.02419006,-0.01869159,-0.00433839,-0.02846154,-0.02955083,-0.02194245,-0.03250916,0.03454333,-0.02649007,0.04398827,-0.03695005,-0.02212079,-0.01741803
2018-10,-0.00764916,-0.02521721,-0.00186567,-0.00960279,-0.00837956,-0.00478632,-0.0047824,0.04925373,0.00479616,-0.00824295,-0.00308166,-0.00792079,-0.00608407,-0.00991207,0.00370714,-0.00578244,-0.00810342,-0.01445649,-0.00298253,-0.01642336,0.01385224,-0.00687023,0.0015625,-0.00669958,-0.00812458,-0.01792944,0.00373134,-0.0233209,-0.00627775,-0.02269648,-0.01567859
2018-09,0.02225693,0.05493274,0.03411651,0.01284891,0.01440403,0.02152231,0.01143274,0.00474279,-0.01377953,0.02346171,0.01898734,0.01248128,0.02257973,0.02712986,-0.00230521,0.01323043,0.03275414,0.01237345,0.01970228,0.01578459,-0.00153677,0.02270948,0.03389831,0.02754621,0.03463609,-0.00347826,0.00760456,0.02898551,0.01769496,0.01542681,-0.00049334
2018-08,-0.03785851,-0.03311688,-0.02328508,-0.03088553,-0.03643348,-0.03995936,-0.03733459,0.09194053,0.03858652,-0.04508153,-0.03156274,-0.0368932,-0.02365887,-0.0308781,-0.01856043,-0.02723038,-0.03078431,-0.03701673,-0.04535909,-0.02185792,-0.03431373,-0.00996169,-0.04197725,-0.04033672,-0.03612254,-0.02773062,-0.03842635,-0.02705224,-0.0370708,-0.03238866,-0.02312139
2018-07,0.01121105,-0.00431872,0.00671141,0.00901099,0.00438909,0.0030896,0.01182718,-0.01125281,-0.00878945,0.01163676,0.00625489,0.0198906,0.01918122,-0.00679392,0.01738722,0.00252343,0.00497413,0.01484178,0.01461737,0.00368664,0.00545971,-0.0053313,0.01447527,0.00570004,0.0006914,-0.00793651,-0.00908265,0.00476644,0.00728231,0.01830743,0.00291262
