Week,ACIM,BJK,CUT,DEW,DGT,DNL,DOO,DUST,EFZ,EXI,FAN,FILL,FPA,GEX,GOEX,GRES,GRID,HAP,IDHQ,LVL,NLR,PBD,PIO,PIZ,PZD,RING,SEA,SILJ,TOK,VEGI,YMLP
2018-06,0.02877984,0.04643262,0.03982741,0.02356079,0.02968617,0.03683468,0.023699,-0.08407738,-0.02781042,0.02888247,0.02481986,0.0231272,0.03436123,0.03282828,0.02443609,0.0275634,0.04071561,0.02704241,0.03060778,0.02523364,0.03147321,0.0408,0.02329383,0.03626374,0.04299021,0.02031603,0.0063234,0.03805899,0.02988615,0.01851852,-0.00287632
2018-05,-0.02257218,-0.03054449,-0.0275681,-0.01221679,-0.02879171,-0.0119403,-0.01026895,0.19377304,0.0109589,-0.01294354,-0.00241935,-0.05098039,-0.02796195,-0.00794724,-0.04885993,-0.01563636,-0.02444988,-0.03385049,-0.01792742,-0.0130719,-0.0244925,-0.01358913,-0.01420455,-0.0106422,-0.02983322,-0.05408389,-0.01190476,-0.05810684,-0.02507837,-0.00704473,-0.02887392
2018-04,-0.03025086,-0.01960784,-0.02526186,-0.03035936,-0.03272075,-0.02599967,-0.02797998,0.09320478,0.02766136,-0.02728216,-0.02945619,-0.05182515,-0.03069818,-0.02480127,-0.04527473,-0.0243563,-0.03252187,-0.04061845,-0.03545232,-0.02552817,-0.01807741,-0.03365744,-0.02200303,-0.02299245,-0.02840528,-0.03670687,-0.05462185,-0.05084746,-0.02795858,-0.02842036,-0.02615879
2018-03,0.01079003,-0.00187931,0.01085608,0.01203569,0.00950979,0.00872141,0.00752394,-0.07956104,-0.00880134,0.00862427,-0.01186064,0.01079137,0.01314708,-0.01920675,0.00300172,0.00589459,0.00839214,0.00863648,0.00980392,0.00795756,0.01691287,-0.00592593,0.0,0.01204405,0.00468436,0.0292581,0.0058873,0.00949094,0.01252236,0.01705115,-0.00180668
2018-02,0.01352034,0.02416195,0.01929769,0.00694883,0.00678239,0.01770359,0.00345622,0.09320773,-0.00908715,0.00333925,0.00525526,-0.01308664,0.00359513,0.00283867,-0.03113325,0.00174642,0.00654098,0.00291777,0.0091135,0.00904977,-0.0066296,0.00825206,0.01650038,0.02037948,0.01219512,-0.03500761,0.00426257,-0.03804797,0.01232127,0.00135135,0.00184162
2018-01,0.00688776,0.01209948,0.01079365,0.00721562,0.01449106,0.0,0.01547479,-0.07477044,-0.01586656,0.02342918,0.00765111,0.02901889,0.00502372,0.01133642,0.02041703,-0.00313808,0.00815059,0.0187869,0.00955943,0.00272727,-0.00552956,0.01059002,-0.00115518,0.0085531,0.00684307,0.02911593,0.01196581,0.05472198,0.01244813,0.0101626,0.01820728
2018-00,0.02016654,0.00402865,0.01161665,0.0118305,0.01738302,0.02296667,0.02369555,0.01603298,-0.02071713,0.02522936,0.0,0.02362949,0.01486139,0.00504639,-0.01305263,0.0010453,0.02414885,0.02027397,0.01791809,0.00731261,-0.00804914,0.01150307,0.01604697,0.02215765,0.02090183,-0.00260146,0.00951557,-0.02226027,0.02190011,0.021049,0.01090047
2017-52,0.00406611,0.00939808,0.0082021,0.0047712,0.00132482,0.01261609,0.00412221,-0.00296485,-0.00275808,0.00352734,0.01421801,0.00672753,0.02359882,0.00330087,0.00865426,0.00925267,0.00059607,0.00641562,0.01119724,0.00458716,0.00832444,0.01652242,0.00511207,0.00403226,0.00119048,-0.00426667,0.01253357,-0.01500441,-0.00567913,0.00910683,0.00541339
2017-51,-0.00367599,-0.00535834,-0.00032765,-0.00043365,0.00193845,0.0022819,0.00365943,-0.09827649,-0.00039432,0.00531503,0.01443464,0.03064755,-0.01768116,-0.00703995,0.05522042,0.01191766,-0.00650503,0.01508253,0.00475367,-0.00183655,-0.03202628,0.00633914,0.0,0.0,-0.00966525,0.02985915,0.01086957,0.03156917,-0.0020389,0.00886525,-0.00049261
2017-50,0.00318683,0.01821536,0.00401338,0.00636943,0.00577537,-0.00405501,-0.00319018,-0.07354377,0.00078003,0.00482875,0.00161812,-0.0004985,0.01204819,0.02324398,0.03163017,0.0047759,-0.00059797,0.00259815,0.00086806,0.0055607,-0.01293191,0.00963855,-0.00948242,-0.00332594,0.01601164,0.02769593,0.00648148,0.05084746,0.0011127,0.0,0.00452261
2017-49,-0.0004,0.01563611,0.00033535,-0.00438982,-0.00431513,0.00230088,-0.00633992,0.07508044,-0.00310318,0.00393922,0.00903862,-0.01775148,-0.00560142,0.01772372,-0.0223703,-0.00983607,0.00563267,-0.00832855,0.00961538,-0.00462535,-0.00645161,-0.00724055,-0.00666144,0.00519095,-0.00073046,-0.02839296,-0.0299184,-0.03143418,0.00159388,0.00107875,-0.0115
2017-48,0.00416107,0.00118008,0.00641026,0.01225217,0.00649838,-0.00789474,0.00465572,0.07382283,0.00038956,0.01315338,0.01236603,0.02080162,-0.00557675,0.003799,-0.02279982,0.00072993,-0.01112685,0.01108842,-0.00172712,0.01408451,0.00771417,-0.00713154,0.00798403,-0.00913075,-0.0128694,-0.02189381,0.00827206,-0.02083333,0.00466313,0.00977199,0.00852558
2017-47,0.00879567,0.01355852,0.01020408,0.01191011,0.01564669,0.01844953,0.01763975,-0.0376304,-0.01770593,0.01155001,0.01163757,0.01630989,0.02224859,-0.00377812,0.01765799,0.01885397,0.01493148,0.01682409,0.01445466,0.01044634,0.01064047,0.00950119,0.0145808,0.01847063,0.01008646,0.01683502,0.02048417,0.02799228,0.01135442,0.02197802,0.00349127
2017-46,0.00108666,0.0,0.00821355,-0.00201839,0.00341426,0.00537346,-0.0039604,-0.03140187,0.00076834,-0.00231321,-0.00895765,-0.02282878,0.00177725,-0.00273691,0.00740398,-0.00404115,0.00371747,-0.00646109,-0.00043879,0.00095238,-0.00829624,0.00239044,0.00529101,0.00935279,0.00581677,0.01288515,-0.01916058,0.00384986,-0.00016359,-0.00403078,-0.00640079
2017-45,-0.00487211,0.01438673,-0.0111261,0.0,-0.01073122,-0.00972419,-0.01140223,0.05119187,0.00934579,-0.01527322,-0.03464567,-0.0044226,-0.01045904,-0.03742169,-0.01222826,-0.00183959,-0.01971831,-0.01015081,0.0,0.0,0.00141787,-0.01254902,-0.00804829,-0.00884956,-0.03060033,-0.00831486,-0.02714536,-0.03669725,-0.00746753,-0.01791473,-0.00580271
2017-44,0.00614418,0.02935966,0.01014885,0.00427158,0.00808489,0.00517395,0.01035758,0.04193671,-0.00617999,0.0019305,-0.01172791,0.02506394,0.02395927,-0.02481633,-0.01368613,0.00594354,-0.00844391,0.00469484,0.00131234,-0.00094787,0.00141988,0.00316206,0.00486027,0.00296406,0.00094096,-0.0177482,-0.00353982,-0.03360581,0.00457741,-0.00179276,-0.0053424
2017-43,0.00396121,-0.00526052,0.00508647,-0.00889878,0.00226958,-0.00125022,-0.00394964,0.07581227,0.00038551,0.00170396,-0.01085271,-0.00466563,-0.00029647,0.01409151,-0.03159769,-0.00296187,0.00384771,-0.00411039,-0.00395431,-0.00845865,0.00489197,-0.00551181,0.00162536,0.00561167,0.01864245,-0.03573362,0.0,-0.05272408,0.00426929,0.00829128,0.00292398
2017-42,0.00095681,-0.00325163,0.0006805,-0.00199027,0.00479616,-0.00655563,-0.00392927,0.02791667,0.00309837,0.00798267,-0.00231125,-0.00258264,-0.00059506,-0.00016556,-0.00913441,-0.00513573,-0.00642828,-0.00611354,-0.01046207,0.0,0.00494743,0.0,0.01060792,-0.01037037,-0.0038059,-0.00641711,-0.01131419,-0.03053435,0.00279009,-0.00286738,-0.00813008
2017-41,0.00841379,0.00428212,0.00789564,0.00759268,0.01223865,0.02062602,0.01746507,-0.01124081,-0.0167619,0.0104875,0.01626646,0.00884035,0.01657625,0.0225021,-0.00542118,0.0096225,0.01487368,0.01565269,0.0154321,0.01232227,0.02468103,0.01516361,0.00941851,0.02104472,0.01422372,0.0,0.02236136,-0.01481481,0.00544824,0.02196997,0.0
2017-40,0.00262758,-0.01168282,0.01004851,0.00313972,0.0070776,0.0045438,-0.00645802,-0.06985871,0.0007619,0.00299505,0.0,-0.00104221,0.01130461,0.00843028,0.02878325,0.00444939,0.00308769,0.00029533,0.00044072,0.0,0.00843704,0.0064154,0.00370523,-0.00486345,0.01097026,0.02378378,-0.01496479,0.03087479,0.0044791,0.00255941,0.01071081
2017-39,0.00853028,0.01818182,0.0028021,0.00247024,0.00943274,0.00291598,-0.00049517,0.11453362,-0.00531108,0.00475473,0.01268834,0.00104058,0.00834621,0.02037645,-0.02794242,-0.00037327,0.0174443,0.00177883,0.00841825,0.00381316,-0.02327031,0.00488998,0.01882058,0.00716711,0.0180917,-0.0364204,0.0053286,-0.03396852,0.00720027,0.00036576,0.00244021
2017-38,0.0,0.01058468,0.00348918,0.00428121,0.00155039,-0.00323044,0.00247893,0.03323392,-0.00265957,0.00853103,0.00474684,0.02752294,-0.01822528,-0.01261777,0.00347072,-0.00148533,0.00146474,0.00089767,0.00088613,-0.00474834,-0.01513292,-0.0024077,0.00250417,0.0,0.00918798,-0.01412873,0.01169065,0.00167364,-0.00033383,0.00256598,0.0
2017-37,0.00477193,0.00126167,0.00422982,0.00408441,0.00923397,0.00126103,-0.00419649,0.05280528,0.00037951,0.00686472,-0.01859024,0.02588106,-0.00180126,0.01185567,-0.00885702,0.00111566,0.01030485,0.0039192,-0.00221337,-0.00473485,-0.01422764,0.0180624,0.00208594,-0.00486345,-0.0034904,-0.00607287,-0.00359712,-0.02827965,0.00318685,0.00897868,0.01052632
2017-36,0.00685127,0.01238071,0.01631617,0.00877396,0.01087101,0.01065981,0.01644321,-0.00152749,-0.01702443,0.00952381,0.00868878,0.01509223,0.00365742,0.00191771,-0.01041249,0.00789771,0.01246174,0.00886037,0.01355626,0.00673077,0.00598679,0.01096121,0.01661696,0.02112947,0.00761421,-0.00244738,0.0027248,-0.017177,0.00630002,0.01103921,-0.00150376
2017-35,0.00644884,0.03489611,0.01937843,0.00785945,0.00157957,0.01032829,0.00431911,-0.07241226,-0.00446595,0.00590931,-0.00935308,0.01191827,0.00914634,0.02052734,0.03364566,0.01366743,0.02082872,0.01737512,0.00723982,0.00286807,-0.0026727,0.00679117,0.01461109,0.00537841,0.01697531,0.02882141,-0.00709849,0.04417671,0.00888585,0.01494253,0.01355422
2017-34,0.00707071,0.00159236,0.01662971,0.01353875,0.00533903,0.01722846,0.00871795,-0.0195848,-0.00885936,0.00411323,0.01104101,0.02246544,0.02204284,0.01589854,0.01424755,0.00497512,0.01871477,0.01414649,0.00775194,0.0,0.01142264,0.00855432,0.00776867,0.01479175,0.01408083,0.00641711,0.02917046,0.01465517,0.00964187,0.00229973,0.02150538
2017-33,-0.00816619,0.01227977,0.00295312,-0.00903196,-0.01156677,0.00244637,-0.00102459,-0.01435935,0.00407861,-0.01029817,-0.003125,-0.01804851,-0.00277606,-0.02285616,-0.00045045,-0.00572738,-0.01902234,-0.01394916,-0.0004562,-0.00382044,0.01982704,-0.00679117,-0.01366937,-0.00388802,-0.01006192,0.00490463,-0.03262787,-0.00429923,-0.01138681,-0.01621418,-0.01697454
2017-32,-0.01985816,-0.03399582,-0.01361796,-0.01672394,-0.02090095,-0.0134504,-0.01773499,-0.11830131,0.02219714,-0.01484384,-0.01472868,-0.01609323,-0.03128797,-0.03642496,0.03703704,0.00114068,-0.01933641,-0.01774786,-0.01405896,-0.00667302,-0.01229167,-0.02008368,-0.01528662,-0.01804916,-0.02067381,0.04196978,-0.03195164,0.04332449,-0.01600944,-0.01672241,-0.01326781
2017-31,0.00085288,-0.00390422,-0.00147113,0.00045882,0.00947618,0.00564972,0.00508259,0.07182118,-0.00783582,0.01018574,0.01178319,-0.00605061,0.0021348,-0.00926394,-0.04635762,-0.00532927,0.01178826,0.00091827,0.00683995,0.00095329,0.01145767,-0.00168067,0.00683469,0.00385654,0.00051086,-0.025,-0.0169348,-0.08534622,0.00406849,0.01015419,-0.02356902
2017-30,0.00242684,-0.00440871,-0.01088929,0.01114465,0.00489353,0.00283607,0.00255951,-0.11281884,-0.00665927,0.0,-0.00078493,0.0261959,-0.00364853,-0.01259112,0.01207513,0.01005025,0.00290763,0.01561037,0.00274348,0.00576369,-0.00233546,0.00762712,-0.00810926,-0.00309,-0.0083629,0.04848831,0.01289768,0.03479702,-0.00050916,0.00226159,0.01175894
2017-29,0.00272558,0.02101064,-0.00251527,0.0027894,0.00490781,0.00874525,0.00384025,-0.05246114,-0.00369413,-0.00618165,0.01499605,0.0,0.01044868,0.01074908,0.0180018,0.00935673,0.0,0.00249922,0.00546697,0.00967118,0.01793044,0.00853242,-0.00127443,0.00465297,0.00329782,0.01414827,-0.00684932,0.01588629,0.00633128,0.00492984,-0.002457
2017-28,0.01795096,0.0063762,0.02019831,0.01249411,0.0141148,0.03128055,0.02465897,-0.04333333,-0.02028251,0.01370192,0.02329317,0.0250291,0.03672048,0.02865527,0.00641613,0.02566159,0.01847575,0.01688974,0.01864802,0.00974659,0.007694,0.02617801,0.01908066,0.0250497,0.02678107,0.02274052,0.02471315,0.03166227,0.01755606,0.01457614,0.02368952
2017-27,-0.00495194,-0.00609756,-0.01027146,-0.01097874,0.0018924,-0.00798442,-0.00652231,0.03782648,0.00399709,-0.00072211,-0.0039968,-0.03057758,-0.00412437,-0.01850908,-0.0274223,-0.01975504,0.00302396,-0.01896334,-0.0055788,-0.00870406,-0.01017316,-0.01037165,-0.00260191,-0.00397614,-0.00078145,-0.0262085,-0.03211806,-0.04314064,0.00104439,-0.00192901,-0.03043692
2017-26,0.00131234,-0.02087045,0.00666667,-0.0039822,-0.00256168,-0.00560495,-0.00260213,0.06338271,0.00218341,-0.001564,0.00564972,0.00983227,0.00031636,0.00496151,0.00309735,-0.00039526,-0.00763359,0.00902062,-0.00643974,-0.00385356,-0.01555508,-0.00172712,-0.00515464,-0.00393701,-0.00156372,-0.03322259,0.0333025,0.0,0.00383409,-0.00620155,0.01325854
2017-25,-0.00218341,-0.0063743,-0.00808229,-0.00885162,-0.00431558,-0.00038911,-0.0067253,-0.10619469,0.00732064,-0.01131491,-0.01281025,-0.01758366,-0.0069335,0.0020615,0.04426003,0.00079051,0.00977426,-0.00988205,-0.00505051,-0.00865385,-0.01407563,0.01496479,-0.00256739,0.00236873,-0.00363353,0.04034091,0.01036758,0.03806228,-0.00516974,-0.01183206,-0.00102934
2017-24,0.00161622,0.01942767,0.01384212,0.00258155,-0.00257383,0.00394244,0.00182055,0.0920546,-0.00434468,0.01212268,-0.01103231,-0.01405284,-0.0056872,-0.00464716,-0.02332885,-0.00904088,-0.0025659,-0.01106195,0.01166045,0.01174168,0.00996185,-0.00088339,0.00863931,0.01327968,-0.00234314,-0.04314582,-0.01388889,-0.04571429,0.00139227,-0.00229709,-0.02780536
2017-23,-0.00670261,0.0031389,-0.00149925,0.00070555,0.00134953,-0.01201783,-0.01153255,-0.03055269,0.00915751,-0.00313972,-0.00856698,0.00569476,-0.00312891,0.0093216,0.01709797,0.0087267,-0.00161365,0.01085222,-0.01422018,-0.00679612,-0.01671193,0.0,-0.0235492,-0.00513834,0.00467532,0.01438849,-0.0174793,0.00978793,-0.00622299,0.00694981,-0.01395813
2017-22,0.01355932,0.02242392,0.01557159,0.01089789,0.01226325,0.01276763,0.01475537,-0.01585695,-0.01880651,0.01984808,0.00628437,-0.01675042,0.01458928,0.00241421,0.00606061,-0.00039604,0.0387931,-0.00031847,0.019617,0.01473477,0.01231423,0.00974314,0.01062925,0.01845166,0.02721987,0.00110803,0.01674419,-0.00806452,0.01082024,0.00620155,0.00299551
2017-21,0.0022137,0.0094238,0.01272167,0.00047315,0.00490931,0.00473279,-0.00360546,0.02772776,0.00217786,0.0051756,0.0015674,-0.01528384,0.00961538,0.01048401,-0.02977778,-0.00667714,0.00816915,-0.00690521,0.00513779,0.00791296,0.00732917,0.00355556,0.00172265,0.00928918,0.00026434,-0.02454642,-0.02242152,-0.00702576,0.0045598,0.00858034,-0.01398939
2017-20,0.00237178,-0.00459211,-0.01074856,-0.00260725,-0.00068306,-0.00335306,0.01740965,-0.01737057,-0.00718907,-0.00074166,0.00632411,-0.00380642,0.00719189,-0.01293773,0.01043557,0.00118624,-0.0076757,0.00760697,0.01187085,0.00199005,0.00787229,-0.00445236,0.00303819,0.00487013,0.00508974,0.00488865,-0.01252236,0.0015949,-0.00070311,0.00789578,-0.02410208
2017-19,0.00104105,0.00737705,-0.01152516,-0.00262092,-0.00150644,0.0086,0.00856073,-0.15323042,-0.00285205,-0.00652468,0.00159109,0.00776915,0.01364847,0.0105578,0.06407767,0.01165595,-0.03673752,0.0025641,-0.00428367,-0.002997,0.00658039,0.00269784,-0.00305011,-0.0004085,-0.0040366,0.0519703,0.00636943,0.08406305,0.0012396,-0.00238379,0.00189663
2017-18,0.00568522,-0.02237017,0.00768344,0.0047824,0.00922738,0.00864495,0.01785714,0.00840093,-0.02176966,0.0141844,0.02333065,-0.00222841,-0.00806452,0.01239596,-0.04011065,-0.02422821,0.02389401,-0.00981323,0.02283771,0.0060241,0.00930851,0.01270417,0.02130493,0.02571547,0.01305057,-0.00113895,-0.016,-0.02624894,0.01317664,-0.0097924,-0.01549296
2017-17,0.00346594,0.01751026,0.0,-0.00286123,0.01056877,0.00447064,-0.00189908,0.11953862,-0.00243902,0.0021242,0.0231405,-0.00166759,0.00203321,0.00970002,-0.04159445,-0.00693909,-0.00307547,-0.0022096,0.00343643,-0.00799201,-0.00065905,0.00734619,0.00714286,0.01784955,0.01242751,-0.05290728,0.00445633,-0.03571429,0.00752823,0.01231136,-0.02269569
2017-16,-0.00091884,0.00220022,0.01347068,-0.00483442,-0.00042626,-0.00370752,-0.00963656,0.09983832,-0.00033944,0.00589441,-0.01748543,-0.02413604,-0.0087927,-0.00054735,-0.03680982,-0.00614203,0.02439024,-0.01293375,0.00300752,-0.00703518,-0.00981675,-0.00278552,-0.00498866,0.0048014,0.01233505,-0.024,-0.01945181,-0.03770739,0.00164144,-0.00320641,0.00798122
2017-15,-0.00839695,0.00722222,-0.00595711,-0.01151355,-0.01017668,0.00605807,-0.00687569,-0.10986222,0.00270453,-0.01086818,-0.00168067,-0.02094522,0.00648907,-0.00930487,0.01942149,-0.00537634,-0.01283,-0.01160238,0.00251889,0.0,0.01039593,0.0,-0.00182815,0.00263968,-0.00776755,0.03134635,-0.01402279,0.02885345,-0.00943567,-0.00159363,-0.01297498
2017-14,-0.00061162,0.00925926,0.0039984,-0.00722022,-0.00140786,-0.00249428,-0.00383247,-0.04298874,0.00681199,0.00140971,0.00419815,0.01255459,-0.01274313,0.00369754,-0.00082747,0.00387297,0.0,0.00728079,0.00201816,0.0,0.00285088,-0.00652985,0.00228728,0.00043995,0.00259815,0.01629863,-0.01404741,0.02242846,-0.00054555,0.00440352,0.00796253
2017-13,0.00844076,0.00963719,0.00723764,0.00723066,0.00550925,-0.00186645,0.00327779,0.08018207,0.00102389,0.00631769,0.01100762,0.02858744,0.00536553,0.01308656,-0.00707155,-0.00233736,0.01944652,0.01114295,-0.003003,0.00101215,0.0,0.01124649,0.00045746,0.00087796,0.00892857,-0.02600104,0.02506714,-0.01087801,0.00838957,0.00965795,0.0284749
2017-12,-0.01047518,-0.00455451,-0.01420679,-0.0033549,-0.00727985,0.0026943,-0.00109619,-0.0094217,-0.00102041,-0.00614046,0.00254885,-0.00775194,-0.00200133,-0.00504956,-0.02229562,-0.00810811,-0.00967502,-0.00818125,0.00151057,0.00305499,0.02189944,-0.01021356,0.00275989,-0.00044033,-0.00547235,0.0,-0.03090129,-0.01333333,-0.00634748,-0.00914513,-0.01981132
2017-11,0.00535414,0.02946376,0.01651228,0.01133349,0.01307561,0.02668659,0.02150838,-0.12689238,-0.0141129,0.00916129,0.01293103,0.01057318,0.02480193,0.02203647,0.02850972,0.0150257,0.00980885,0.015625,0.01902314,0.01547988,0.0,0.01416431,0.0097629,0.01653262,0.01662777,0.02704194,0.01913043,0.00159236,0.00819971,0.00359712,-0.00047148
2017-10,-0.00214559,-0.00088942,-0.00921474,-0.00361011,-0.0060743,-0.00364026,-0.00501672,-0.01925078,-0.00564972,-0.00116144,-0.00172563,-0.02449646,0.00627178,-0.00644428,0.03304268,-0.01022414,0.00533266,-0.01486871,0.00832466,-0.00514933,-0.01076475,-0.00378072,0.0,0.00405771,0.00292654,0.00509338,-0.01293103,-0.00406504,0.00036597,0.00080096,-0.02442396
2017-09,0.00307078,0.0090063,0.00559105,0.00626204,0.01593225,-0.0059727,0.00841515,0.07810615,-0.00925008,0.00595084,0.01305483,0.00164384,-0.00931356,-0.00037629,-0.03433658,0.00155461,-0.00176101,-0.00094221,0.00574113,-0.00511771,-0.00423823,-0.00561272,0.0084507,0.00586643,-0.00232356,-0.02617521,0.01492537,-0.03786192,0.00549551,0.0,-0.00274977
2017-08,-0.00627487,0.00363636,-0.01461873,-0.00096154,-0.00441156,-0.00381841,-0.00837287,0.06050483,0.00564222,-0.00722674,-0.0220339,-0.02533693,-0.00068776,-0.01928375,-0.0322336,-0.01141118,-0.0144171,-0.01942047,-0.00260281,0.0,0.01517898,-0.01297498,-0.00562324,-0.00763702,-0.00175234,-0.01924975,-0.02403433,-0.02084734,-0.00366367,-0.01147606,-0.03069395
2017-07,0.00480099,-0.00962696,0.00561347,0.00316533,0.00388545,0.00063993,-0.00084128,0.01734773,-0.00165071,0.0023407,0.00512383,-0.01342642,0.00069857,-0.00355007,0.00605831,-0.00869894,-0.00024975,-0.00921093,-0.00052165,-0.00204499,-0.00597426,0.00948767,-0.00094206,0.00135196,0.005613,-0.00341964,-0.00259965,-0.01647989,0.00425532,-0.00316331,0.0
2017-06,0.01006606,0.00884956,0.01221001,0.00762795,0.00904713,0.01392515,0.0096949,0.0068438,-0.00815661,0.0142136,0.01038062,0.00268673,0.01206958,0.01053035,-0.01005212,0.02042389,-0.00347913,0.01154086,0.00315789,0.01035197,0.00745052,0.01356589,0.02115385,0.01374885,0.00776119,0.00144788,0.00795756,-0.01977041,0.01129518,0.00199442,-0.00397176
2017-05,-0.00266541,0.00977398,0.00242817,0.00866766,0.00864216,0.00895001,0.00426621,-0.16376202,-0.00976562,0.00039662,0.01740644,0.00969828,0.02207745,0.01667313,0.06157739,0.01009317,0.00776748,0.01098556,0.00686378,0.01664932,-0.00462749,0.01461988,0.01061264,0.0087196,0.0189759,0.05717311,-0.00176367,0.06671398,0.01057003,0.01614205,0.01026786
2017-04,0.01037736,0.00395257,0.02,0.00768468,0.0111699,0.01409381,0.00310647,0.06449532,-0.00748211,0.01926164,0.0095986,0.0021254,0.0131291,0.01617618,-0.03204868,0.00698487,0.01733233,0.00909091,0.01007958,0.00622407,-0.01137656,0.0097371,0.00870406,0.01481481,0.01971489,-0.0232318,0.00261324,-0.02955326,0.01078728,0.0,0.03492647
2017-03,-0.00472069,0.00550627,0.00330715,-0.00123548,-0.00381008,-0.00177817,-0.00141443,0.02884032,-0.00064893,0.00374782,0.00706714,-0.00940439,-0.01155652,0.00450098,-0.01859504,-0.00743349,-0.0201871,0.0015758,-0.00106101,-0.00514933,0.00090765,-0.00097371,0.00243665,0.0018596,-0.00453858,-0.01105263,0.02129547,-0.01668985,-0.00470544,0.01091791,-0.00045788
2017-02,0.01934143,0.00060957,0.01500625,0.00197677,0.00191036,0.00491181,0.01491253,-0.0360797,-0.01063487,0.01104377,0.00625559,0.00262055,0.02579439,0.01878584,0.00984168,0.01392758,0.02540881,0.01440461,0.00853333,0.00416667,0.00733272,0.00391389,0.00098474,0.01318267,0.01371951,0.01372119,0.01531532,0.03560831,0.00322642,0.01065574,0.01542056
2017-01,0.01387781,0.01958955,0.01261564,0.00868271,0.01552007,0.01039078,0.0142029,-0.11321201,-0.0165027,0.01018053,0.00631769,-0.00051653,0.01402046,0.01335992,0.07902164,0.00436508,0.02168367,0.00962773,0.02519168,0.0104712,0.0089614,0.01881188,0.00791296,0.01239276,0.0135635,0.03520727,0.03033088,0.063593,0.00916031,0.01537822,0.0051139
2016-52,-0.00480769,-0.0006252,-0.00716393,-0.00396924,0.00045079,0.01240239,0.00292141,-0.18421053,-0.00188857,-0.00966644,0.01657459,-0.01546392,0.00078339,-0.0056191,0.11170784,0.01013377,-0.01370204,-0.00097276,0.00328587,0.00530223,-0.00319781,-0.00298211,-0.00098912,0.00674049,-0.00739599,0.04956629,-0.0065666,0.02690972,-0.00749712,0.00041615,0.00427148
2016-51,0.00256575,-0.00622859,0.00127173,0.00049863,0.00105058,-0.00045945,0.00117165,-0.04052837,-0.00376648,0.00301452,0.00559701,0.00312989,-0.00390778,0.00858545,0.00443459,0.0,-0.00248077,0.0,0.00165017,0.00428725,-0.00364133,0.0,0.00348259,0.00630456,0.00093052,0.0116204,0.00568182,-0.02380952,0.00115718,-0.00500626,0.01659346
2016-50,-0.01506024,-0.01258055,-0.00964361,-0.00471113,-0.00626959,-0.01198824,-0.01271676,0.25176514,0.00537125,-0.01261188,-0.0027907,-0.00051867,-0.02582605,0.00805452,-0.09777778,-0.0188,0.00149402,-0.02133079,-0.00932018,-0.01993704,0.00230097,-0.00200602,-0.01727542,-0.003861,-0.01617827,-0.08778173,0.00565504,-0.09227129,-0.00288962,-0.00824063,-0.01254826
2016-49,0.03238001,-0.02524503,0.0252029,0.02780612,0.02922724,0.01901925,0.02528257,0.08831169,-0.02445063,0.01745465,-0.00645756,0.014862,0.01974448,0.00977334,-0.05714286,0.01168413,0.02290076,0.02117264,0.01220866,0.00956429,0.0453012,0.01314459,0.0109945,-0.00096015,0.02115086,-0.02102804,0.04326923,-0.06646751,0.0228842,0.02854744,-0.01053135
2016-48,0.01677356,-0.01419698,-0.00515464,-0.0002574,0.00372208,-0.00574317,0.00483969,-0.00817547,-0.003663,0.00388457,0.0,0.04826038,-0.00154919,-0.02365768,0.04392387,-0.01315265,-0.00459184,0.01402806,-0.00665188,0.01094092,-0.015625,-0.01309164,-0.01044776,0.00096479,0.00157085,-0.00516944,0.03229062,0.05555556,-0.00316456,0.01767241,0.01232742
2016-47,0.00936114,0.01742788,0.01347826,0.00959295,0.00637834,0.004869,0.01033121,0.11468614,-0.00214395,0.00948528,0.00841121,0.0005534,0.01016419,0.02948664,-0.03925417,0.00200562,0.00362694,0.01518219,0.00669269,0.00660793,0.00557171,0.01952724,0.00099256,0.00144509,0.01934665,-0.04568818,-0.00790514,-0.03689168,-0.00396432,0.01079914,-0.01436782
2016-46,-0.00773026,0.03363722,0.01465364,0.00261643,-0.00421875,0.00751527,-0.01538462,-0.00942524,0.00918836,-0.00392542,-0.00842697,0.02479815,-0.00703675,0.00063925,-0.01289043,-0.00558436,-0.00906501,0.00513347,-0.00223464,0.00564972,0.00369367,0.00206825,0.0010015,0.00537372,0.00542958,-0.0097533,0.0,0.026534,0.00340545,0.01762891,0.01221896
2016-45,0.02895135,-0.02773545,0.00134409,0.00288714,0.00532581,-0.0472913,-0.01384797,0.42467499,0.00495356,0.0264977,-0.07394669,-0.01025057,-0.03902439,-0.02964183,-0.13370119,-0.02588872,0.03171591,-0.00820513,-0.01688453,-0.02310231,-0.03062426,-0.03781095,-0.00247036,-0.02941176,0.00746027,-0.14393558,-0.01218274,-0.12635379,0.01798707,-0.01829268,0.02964427
2016-44,-0.02967015,0.0,-0.02083333,-0.02273321,-0.01635259,-0.02900461,-0.02158064,-0.06773853,0.02151543,-0.01715934,-0.03231293,-0.01831712,-0.01534431,-0.03912868,0.00453608,-0.00778513,-0.01248643,-0.01098524,-0.01889849,-0.01978022,-0.01099415,-0.02465483,-0.02916869,-0.02037037,-0.02518566,0.02788845,-0.06195547,0.02614379,-0.01510574,-0.00219298,-0.0313253
