Month,ACIM,BJK,CUT,DEW,DGT,DNL,DOO,DUST,EFZ,EXI,FAN,FILL,FPA,GEX,GOEX,GRES,GRID,HAP,IDHQ,LVL,NLR,PBD,PIO,PIZ,PZD,RING,SEA,SILJ,TOK,VEGI,YMLP
2018-07,0.04157783,0.03892774,0.0112504,0.04060799,0.05219883,0.04459968,0.0427055,0.09642427,-0.03762828,0.05781881,0.05032468,0.03425267,0.01909004,0.05080307,-0.02266546,-0.00110865,0.02430985,0.02591549,0.0331565,0.03591682,0.01752241,0.02849741,0.03601781,0.03546361,0.0428948,-0.03402537,0.00598802,-0.03992395,0.03474296,0.03443329,0.05594758
2018-06,-0.02048755,-0.07219083,-0.04627093,-0.0082332,-0.01240574,-0.01604185,-0.01497585,-0.00082988,0.02404415,-0.03837248,-0.05475285,0.01289462,-0.05851375,-0.04077926,-0.02204586,-0.01401365,-0.04731985,-0.01688913,0.02078032,0.00663507,0.01889143,-0.07753165,-0.02515723,-0.02487562,-0.03859329,-0.0101983,-0.06642066,-0.0390554,-0.00530587,-0.01913709,-0.01430686
2018-05,0.00394945,0.05980651,0.01786834,-0.00089346,-0.0106615,0.00369458,-0.02506503,-0.00497719,0.0146942,0.01697601,-0.02878229,0.01939558,0.00590493,0.01085867,0.01282051,0.01906158,0.05340008,0.01671309,0.00599829,-0.0028436,-0.01304791,0.01273885,-0.00591716,0.03436807,0.03403141,-0.00504767,-0.00092764,0.0101196,0.00378848,0.01985816,0.01439921
2018-04,0.02542715,0.03828519,0.0316129,0.0261959,0.03381764,0.0045614,0.03833008,-0.02137097,-0.02978723,0.00762056,0.06171875,0.11411411,-0.0113109,0.03666895,0.03385178,0.01815487,0.00855414,0.04499274,0.02943761,0.01727447,0.05949313,0.02761982,0.01086082,-0.00478293,0.01589213,0.0005596,0.05392157,0.03330162,0.02757502,0.01948755,0.0776647
2018-03,0.00158332,0.00067416,0.02795839,0.00246914,-0.00508228,0.03463588,0.02388574,-0.07313541,-0.00897386,0.00011163,0.03174603,0.01452178,0.0,-0.00315615,0.02036949,0.00551673,-0.00263745,-0.00169972,0.02020202,-0.00749064,0.01983003,-0.00236407,0.03107114,0.01060717,0.01183992,0.02091807,-0.01619048,0.00288462,0.00254574,-0.01631378,-0.07248521
2018-02,-0.04182746,-0.05543933,-0.03391413,-0.05025126,-0.04755959,-0.05155321,-0.05730002,0.3172988,0.05079101,-0.04630985,-0.03706505,-0.08477666,-0.02574637,-0.03190476,-0.04867257,-0.04127317,-0.04233716,-0.05468543,-0.03806372,-0.03914591,-0.01650236,-0.03536494,-0.05631659,-0.04665523,-0.04214302,-0.10507057,-0.08376963,-0.07906559,-0.0437444,-0.03053691,-0.06749884
2018-01,0.04254489,0.06087735,0.03646338,0.0320499,0.04286225,0.04092557,0.04380086,-0.01282639,-0.04063745,0.04718218,0.03166023,0.0278828,0.0422978,0.02295295,-0.04126316,-0.00662021,0.02692003,0.02849315,0.03455631,0.03382084,-0.00720186,0.02223926,0.02700587,0.05739194,0.04344763,-0.00468262,-0.00778547,-0.04280822,0.05798015,0.03726708,0.02417062
2017-12,0.02325892,0.06341348,0.03017097,0.01958627,0.0322821,0.0219275,0.01,-0.12523226,-0.0144081,0.02777151,0.04560261,0.04125249,0.02420307,0.0457595,0.08772748,0.03428155,0.03027823,0.04126984,0.01557093,0.01388889,-0.04834811,0.0311253,0.01227723,0.00958349,0.01521004,0.04476777,0.03099362,0.07930368,0.00880282,0.03261649,0.01591248
2017-11,0.01737478,0.03475281,0.0023427,0.01633841,0.01288466,0.00443971,0.00391007,0.00073855,-0.00582524,0.0156943,-0.03971963,0.00250501,-0.00583601,-0.05198381,-0.02857143,0.00958349,-0.0072493,0.0069869,0.00349345,0.02754036,0.01381833,-0.01023622,0.02792392,0.00965466,-0.01758912,-0.00392817,-0.02922941,-0.05253456,0.02466917,-0.0088968,-0.03108305
2017-10,0.0147974,-0.00049714,0.03014553,-0.00403678,0.02277699,0.02508179,0.01241927,0.06436421,-0.01752381,0.01244096,0.00234009,0.02761855,0.02963642,0.04130838,-0.06236372,0.00148313,0.02881844,0.00590667,0.01322168,0.00380228,0.03986501,0.01764234,0.00905723,0.00897868,0.04412482,-0.03945946,-0.00880282,-0.07718696,0.01410086,0.02449726,-0.00292113
2017-09,0.02691158,0.03783784,0.026901,0.02385321,0.02667893,0.00456371,0.02124968,0.23036398,-0.01981308,0.03872437,0.00472069,0.0790802,-0.01450151,0.02462285,-0.0539761,0.00299625,0.05079227,0.0304971,0.02246181,0.00381316,-0.03092146,0.03962901,0.0317662,0.0202522,0.0389479,-0.07353677,0.01161752,-0.10307692,0.01880081,0.03246508,0.01733531
2017-08,-0.00312856,-0.00311688,0.01429095,-0.00594694,-0.00743543,0.02250985,-0.00101112,-0.23175182,0.00789177,-0.0049002,0.00551181,-0.0247661,-0.00030294,-0.0259542,0.07206406,0.00911854,0.00791383,-0.00183711,0.00090334,-0.00190658,0.03270732,-0.00336134,-0.00042571,0.00192012,0.00355601,0.07921867,-0.05165114,0.03967611,-0.00388382,-0.01089406,-0.02702703
2017-07,0.02461404,0.01855779,-0.00256787,0.01822004,0.02703433,0.03407984,0.02661101,-0.18072651,-0.02616279,0.00433265,0.01758593,0.02944507,0.04029188,0.00815079,0.03519196,0.03792967,0.04582461,0.03255373,0.0195258,0.01450677,0.02012987,0.02852204,0.0151778,0.03101392,0.01979682,0.07163658,0.02517361,0.07161346,0.02680592,0.02584877,0.02061856
2017-06,0.00438789,0.00918153,0.01950488,0.00141309,0.00461706,0.00704639,-0.01439959,0.04009434,0.00401021,0.00716019,-0.02808112,-0.01633803,-0.00378072,0.01363244,0.0638198,0.00118765,0.00822562,-0.00127551,-0.00369004,0.00779727,-0.03286582,0.01760563,-0.02402023,0.00436681,-0.00234375,-0.03107658,0.02195791,-0.02605863,-0.00017358,-0.00735579,-0.01682335
2017-05,0.01540993,0.00053262,0.00576258,0.01052128,0.01074232,0.02352232,0.04707792,-0.15237543,-0.03089888,0.01729501,0.02815768,-0.01615599,0.05913978,0.0155835,-0.01198709,-0.01797577,-0.00520464,-0.00949668,0.04713314,0.0251004,0.04676418,0.02359347,0.04704838,0.03774367,0.03235454,0.03302961,-0.048,0.04149026,0.02136752,0.00509205,-0.06666667
2017-04,0.01819572,0.04349046,0.03998401,0.00649819,0.02308884,0.02743712,0.00711744,0.09280109,-0.02486376,0.02780982,0.03946264,-0.01965066,-0.00838364,0.03919394,-0.08481589,-0.00232378,0.03921085,0.00063311,0.03128153,0.00812183,-0.00241228,0.0233209,0.03202196,0.05367356,0.05831409,-0.04942166,-0.01053556,-0.06032483,0.02218585,0.02041633,-0.0117096
2017-03,-0.00076034,0.04580153,-0.00988142,-0.00191068,0.00239403,0.02317177,0.02369008,-0.04725139,-0.02135469,-0.00217336,0.02401372,-0.00434075,0.02495726,0.00950075,-0.00417188,-0.01575711,0.01062778,-0.01274479,0.0305225,0.01124744,0.01511111,0.00652985,0.01484919,0.02242152,0.00834773,-0.00741918,-0.01293103,-0.08417266,0.00235678,-0.01142632,-0.0242674
2017-02,0.02437866,0.01423811,0.00728155,0.023733,0.02172645,0.01192541,0.00594228,0.09382227,-0.00752864,0.02118083,-0.00431779,-0.01625135,0.03479197,0.01320827,-0.05647438,-0.00077549,-0.00527241,-0.01061174,0.00998948,0.00826446,0.04805225,0.03288201,0.01867816,0.00776256,0.02002391,-0.03652263,-0.00087796,-0.08226568,0.02388565,0.00639488,-0.03172475
2017-01,0.01212315,0.02176617,0.03069807,0.00669809,0.02014625,0.03794895,0.02376812,-0.28811156,-0.02634084,0.02266866,0.03880866,-0.04028926,0.0519136,0.03389831,0.13828786,0.02738095,0.01556122,0.02471117,0.03723987,0.01151832,0.00068934,0.01980198,0.03016815,0.04385129,0.02928483,0.10562181,0.04227941,0.16295707,0.0120229,0.03532835,0.0404463
2016-12,0.01321586,-0.05077197,0.02035513,0.03639649,0.03352996,0.02178952,0.03528347,-0.13516919,-0.03086797,0.00289535,0.01563937,0.02522813,-0.00892164,0.04140395,0.00926377,0.01672787,0.01201431,0.01683168,0.02403577,0.03155604,0.06309379,0.02451481,0.01968703,0.01063316,0.01384954,0.00953516,0.05373134,-0.05208333,0.02501489,0.01477417,0.04133858
2016-11,0.01727898,0.0542804,0.03940887,0.02474987,0.02060072,-0.03348858,-0.03017873,0.5450656,0.01304753,0.04942579,-0.06089194,0.0466174,-0.03231868,-0.00494438,-0.19278557,-0.05388761,0.06666667,0.03260124,-0.02548807,0.01771872,-0.02526316,-0.01197605,-0.02107843,-0.03488372,0.041544,-0.18181818,-0.01674877,-0.12,0.02483343,0.02092415,0.0004878
2016-10,-0.01017227,-0.03713687,-0.02379922,-0.02072671,-0.00108899,-0.03293668,-0.02833664,0.07235726,0.01971383,-0.01853948,-0.02081599,-0.01798763,-0.0514732,-0.03914729,-0.07759604,-0.00038911,-0.03711448,-0.01621074,-0.03692148,-0.03294368,0.00117096,-0.04519774,-0.04147251,-0.05841325,-0.04443073,-0.05860291,-0.01525262,-0.08322237,-0.01935611,0.00263852,0.00193143
2016-09,0.01876765,0.04002502,0.00043085,0.01082195,0.00140428,0.01251618,0.00996583,-0.10083356,-0.00884956,0.00369161,0.00503778,0.03598375,0.02436364,0.01461584,0.00753296,0.01542112,0.03538874,0.01056218,0.00521648,0.02202643,0.00888473,0.0113852,0.00749415,0.00878349,0.01753287,0.01119403,0.02028986,-0.01811125,0.00493389,-0.01298701,0.02755906
2016-08,0.00426369,-0.00383877,0.02581219,0.00363636,0.01445133,-0.00366933,0.00604317,0.68528939,-0.01270136,0.01398702,0.01975945,0.0353717,-0.02778767,0.01281538,-0.17605858,-0.0345092,0.01100715,0.00861475,-0.01349248,0.01011236,-0.04267203,0.00381679,-0.00046904,0.0044484,0.02491909,-0.19028974,0.03423968,-0.17152281,0.00198413,0.0362254,0.05705394
2016-07,0.04739825,0.08933518,0.05307263,0.02181914,0.04082645,0.03491993,0.02594752,-0.22235577,-0.03983229,0.03857036,0.03359859,-0.03440496,0.06935976,0.03870033,0.08315863,0.02786499,0.06311809,0.02085506,0.03253333,0.03583815,-0.00178971,0.03670635,0.02924257,0.02487562,0.04853042,0.03726708,0.01596806,0.13724227,0.03322395,0.0199456,0.03580832
2016-06,-0.01648538,-0.0585733,-0.03278689,0.02409965,-0.01486129,0.01777575,0.00765381,-0.52826298,0.01151515,-0.00947026,0.02268603,0.03900709,0.03301512,-0.02985378,0.28272007,0.06160939,-0.03354179,0.02003578,-0.01263823,0.01652893,0.04372355,-0.02415459,0.00192308,-0.02572062,-0.03844879,0.21202532,-0.06066351,0.26033421,-0.00489896,-0.01519214,0.02124183
2016-05,-0.00238257,0.00956149,0.0,-0.01094209,-0.01509985,-0.02227171,-0.03396547,0.23183542,0.00702934,-0.00763919,0.01489758,-0.02741291,-0.03733333,-0.01866346,-0.14924782,-0.02888527,0.00540848,-0.03450656,-0.00419507,-0.02413793,-0.01029481,-0.01825168,-0.00906056,0.00850492,0.00739247,-0.12031835,-0.01953488,-0.10686427,-0.00345388,0.01217313,0.02262443
2016-04,0.02116125,-0.04683991,0.02242991,0.02030735,0.02393706,0.01713894,0.04134444,-0.58226074,-0.0348055,0.01363092,0.02105263,0.10619469,-0.00695249,-0.0193662,0.59150531,0.05694564,0.04624105,0.09859689,0.02625821,0.06765068,-0.00911854,0.01371205,0.03177756,0.00545951,0.00756014,0.29003559,0.0892678,0.57243816,0.0249895,0.05100095,0.1443299
2016-03,0.04899452,0.06382253,0.0777332,0.06144928,0.05667373,0.06725146,0.04584615,-0.31567272,-0.04255319,0.05381236,0.11004274,0.07505071,0.07213115,0.0593361,0.07437458,0.05815538,0.08408797,0.05597459,0.03479237,0.08994709,0.06445264,0.05561277,0.0673026,0.03227315,0.05380201,0.0754352,0.05931322,0.33594976,0.04195652,0.02480545,0.09517241
2016-02,-0.01591414,0.01276596,-0.00510986,0.00088863,-0.01154324,-0.01166253,-0.02787136,-0.65964494,0.02931133,0.02091845,-0.03534304,-0.01027397,-0.00374376,0.00736067,0.29191489,0.04516756,0.03955968,0.05503413,-0.03826955,0.0,0.00246975,-0.00104275,-0.0164369,-0.02382064,0.03696646,0.34728033,-0.03061224,0.35582822,-0.00964067,0.01866801,-0.09425436
2016-01,-0.04816921,-0.00984875,-0.08973173,-0.02432667,-0.07405558,-0.01441838,-0.01269649,-0.10296248,0.03692762,-0.03515132,-0.03603604,-0.01744966,-0.03883106,-0.09381007,-0.04830508,0.0004878,-0.06291706,-0.03229763,-0.03329694,-0.03026316,0.01920647,-0.0960452,-0.0483871,-0.04881326,-0.06924716,0.05631244,-0.09048938,-0.04536489,-0.0328849,-0.04110251,-0.08975834
2015-12,-0.02935686,0.00867453,-0.06313993,-0.02634498,-0.03143133,-0.02400739,-0.03615495,-0.03786617,0.02813853,-0.03414707,0.00899101,-0.10168472,-0.0408936,0.03093187,-0.01035375,-0.02600473,0.01384954,-0.05893609,0.0010661,-0.04213135,-0.00497512,0.00371747,-0.03235152,-0.00874126,-0.01206481,0.0,-0.12480127,-0.04061896,-0.02721918,-0.02399631,-0.23409894
2015-11,-0.0081591,-0.05231388,0.01789612,-0.02534751,-0.0159821,-0.01652513,-0.02894885,0.20063355,0.0155376,-0.00165414,-0.01976285,-0.01233118,-0.01351859,-0.01623313,-0.08073541,-0.0295203,-0.02507645,-0.03635015,0.00053333,-0.03730445,-0.03829375,-0.02483901,-0.02382087,0.0125,-0.00034518,-0.09764603,-0.03746177,-0.09581882,-0.01375683,-0.00414747,-0.15551471
2015-10,0.03473202,0.12348024,0.09853659,0.07115441,0.08700959,0.05193533,0.05840072,-0.39787432,-0.06462781,0.08997854,0.08833152,0.10229508,0.05338078,0.06221004,0.13165014,0.05960591,0.07728814,0.08718788,0.06125922,0.06892068,0.0523241,0.07947686,0.07700312,0.02736549,0.11215318,0.1165524,0.05407587,0.188,0.07795345,0.07665505,0.08430819
2015-09,0.02354673,-0.0593343,-0.0411215,-0.00793184,-0.02031757,-0.00829673,-0.01590574,-0.10966868,0.00521135,-0.00803015,-0.0204521,-0.02268308,0.00723764,-0.02384378,0.01164875,-0.04039924,-0.00522364,-0.04084839,0.00908059,-0.02795426,0.01576405,0.01427115,-0.00674274,0.00233973,-0.02392708,-0.01136364,-0.06402439,0.046,-0.00805048,-0.07385321,-0.16239316
2015-08,-0.04440317,-0.11618515,-0.04735013,-0.06208367,-0.06444099,-0.0712563,-0.06236617,-0.32174145,0.07262211,-0.04864373,-0.05461768,-0.02903811,-0.06666667,-0.09726225,0.06376812,-0.00823422,-0.05600238,-0.04929831,-0.05200208,-0.0780543,-0.05342625,-0.08918919,-0.08621485,-0.06121575,-0.06939196,0.06060606,-0.04539007,-0.01119403,-0.05770375,-0.07838284,0.00364601
2015-07,0.00201309,0.04336735,-0.01740977,-0.00474684,0.00404858,-0.02805315,0.01323609,0.74528611,-0.01647133,-0.00316122,0.00198216,-0.06374723,-0.02109705,-0.04624872,-0.15907274,-0.09105824,-0.05219386,-0.06301824,0.00575013,-0.06407563,0.03886325,-0.06260434,-0.02623388,0.02142545,-0.02054564,-0.20974889,-0.04832215,-0.18074074,0.02344689,-0.03158737,-0.10198864
2015-06,-0.01816118,-0.03293601,-0.02582257,-0.03117812,-0.022838,-0.01994184,-0.03620735,0.29723837,0.02548387,-0.02852941,-0.03753609,-0.03081828,-0.02888583,-0.03406085,-0.0439315,-0.04202335,-0.01769406,-0.03972037,-0.0078329,-0.03834511,-0.05639615,-0.06141732,-0.02962645,-0.04325913,-0.0192244,-0.08918033,-0.04701398,-0.05858311,-0.01810311,-0.02149277,-0.10347432
2015-05,0.00343643,-0.01457637,0.00083022,-0.02379772,-0.01434395,-0.00983808,-0.0212766,0.08036909,0.00586128,-0.00845974,0.03248031,-0.05688623,-0.03504749,0.02645413,-0.01527273,-0.0193769,-0.01395868,-0.02168525,0.00052083,-0.04961832,0.00627907,0.02327448,0.01262516,-0.02454992,0.02133424,-0.04361371,-0.03520692,-0.0069541,0.00532125,0.03153693,-0.08344859
2015-04,0.02973157,0.00893683,0.01915709,0.04343303,0.03757271,0.02880136,0.04147833,-0.17701572,-0.03120125,0.01840766,0.05010438,0.07974138,0.05184929,0.05436928,0.09754163,0.05100402,0.01679213,0.05487603,0.01602564,0.07987552,0.01514793,0.04399323,0.05366972,0.02923729,0.01407967,0.06018519,0.04758801,0.02308802,0.01999596,0.00953566,0.10129804
2015-03,0.0,-0.05238376,-0.01672241,-0.02304738,-0.02304992,-0.01969411,-0.0310559,0.35497485,0.01225644,-0.02015481,-0.01151832,-0.03349032,0.03697057,-0.01035345,-0.10930576,-0.05466361,0.00668799,-0.04955527,0.00267809,-0.0361809,-0.0009463,0.01469317,-0.01584427,-0.02683732,-0.02086839,-0.13075061,-0.00647668,-0.08502024,-0.01818901,-0.0519429,-0.08382249
2015-02,0.04022889,0.01557819,0.04705365,0.03374637,0.06456873,0.0374621,0.03728541,0.11664085,-0.05070086,0.04848113,0.04851158,0.02383475,0.02177068,0.08305905,-0.06493506,0.03957262,0.04239097,0.02987983,0.05889015,0.03523316,-0.04058296,0.06307978,0.03041647,0.05928854,0.0782957,-0.04382022,0.05954825,-0.06188119,0.05,0.02601626,0.015625
2015-01,-0.01010274,-0.00964727,0.02983725,-0.00160128,-0.01424,0.01895629,0.01291209,-0.46321502,-0.01307,-0.01875858,-0.01425439,-0.04712042,0.05992218,-0.02349316,0.09802432,-0.03042122,-0.04310599,-0.01760104,0.02021953,-0.01664932,0.00955197,-0.02312673,-0.01945345,-0.00484368,-0.03081333,0.1910871,-0.0338524,-0.02348578,-0.01812191,0.00947282,-0.04783599
2014-12,-0.00392157,-0.07348506,0.01412944,-0.03190121,-0.01983755,-0.02673797,-0.05114226,0.05836603,0.03784438,-0.01752284,-0.06362672,-0.03343465,-0.00463499,-0.02587835,-0.06758721,-0.02730375,0.00353253,-0.01095714,-0.00908059,-0.05506391,-0.00630063,-0.02003643,-0.0123119,-0.02901024,-0.00603479,-0.06709677,0.00136705,-0.04842615,-0.01077236,-0.00447518,-0.10455026
2014-11,0.01818812,-0.02247488,0.01379945,0.00333504,0.02484964,0.01248386,0.00808766,-0.26313485,-0.00990396,0.0152591,0.01923077,-0.06896552,-0.01509434,0.00146951,0.03249391,0.00839374,-0.00293513,-0.01453856,-0.00728291,-0.01151631,-0.0098368,-0.03012048,0.00548697,0.02178649,0.01922392,0.03015428,-0.06155779,0.00637755,0.02841145,0.02442053,-0.1017525
2014-10,0.02685399,0.06564246,0.05499276,0.00949692,0.01715568,0.02071974,0.00025767,0.67672235,-0.014307,0.03642332,-0.03589744,-0.03285329,0.00186706,-0.01933153,-0.24028043,0.00534964,0.03376545,-0.01081917,0.02181401,0.01055662,0.04778803,-0.00931414,0.03642384,0.01847778,0.0068076,-0.21049629,0.00378072,-0.21129707,0.01807482,0.01542952,-0.04303103
2014-09,-0.02947691,-0.06608383,-0.04720835,-0.04814904,-0.03060444,-0.03979275,-0.05120773,0.7014365,0.04020101,-0.02601675,-0.07176582,-0.05981848,-0.05731157,-0.08932008,-0.17678381,-0.05531609,-0.05480984,-0.0691414,-0.04439632,-0.07631579,-0.00930449,-0.06181534,-0.05267818,-0.04913295,-0.06898817,-0.16508539,-0.08722566,-0.2177814,-0.02473642,-0.02635783,-0.04929463
2014-08,0.02453128,-0.05150724,0.02755722,0.01621622,0.02256346,0.0150975,0.00510452,-0.06915503,-0.00962733,0.02681461,-0.0009434,0.02237878,0.03591954,0.08114226,-0.02308078,0.01564774,0.04754873,0.02365157,0.00379404,0.01598579,0.02693683,0.06688963,0.03535354,0.02064897,0.03156823,0.01547117,0.05889352,-0.02029664,0.03590814,0.01956788,0.03470825
2014-07,-0.01989458,-0.0086712,-0.04818744,-0.02179119,-0.01681186,-0.0255102,-0.02862506,-0.00470218,0.03458306,-0.04472141,-0.05618964,-0.04450571,0.01760176,-0.08502538,0.00650325,-0.03377903,-0.06410611,-0.02999167,-0.02996845,-0.0216263,-0.04279536,-0.07615385,-0.05301724,-0.04986039,-0.07485124,-0.01169864,-0.05503057,0.00623053,-0.04014452,-0.04552529,-0.01283528
2014-06,0.02027972,0.00285036,-0.01010989,0.01367855,0.01721979,0.01332501,0.00714796,-0.42935762,-0.00858233,0.00355608,0.01876676,0.04505994,0.01008592,0.06851883,0.3201581,0.00779037,0.0170068,0.03371758,0.00694074,0.01501767,0.03356808,0.05199025,0.01052632,-0.0123506,0.0205854,0.16267682,0.01765376,0.31454918,0.01802171,0.00590551,0.03414883
2014-05,0.02053938,0.00119531,0.02538531,0.0139165,0.01642481,0.00994709,0.01332364,0.15767655,-0.014375,0.01880497,0.07204611,0.01000417,0.02801228,0.04208665,-0.09382423,0.01476945,-0.01950948,0.01168566,0.01688453,0.01805054,-0.00769949,0.02329451,0.02294197,0.01090909,0.02061518,-0.06005089,0.04285714,-0.08102955,0.01889565,0.02633712,0.01515935
2014-04,0.0,-0.05834647,-0.03038309,0.02339181,-0.00271826,0.00923341,0.01801135,-0.08255579,-0.01109741,0.00441736,-0.00478927,0.07394049,0.00271528,-0.05419963,0.00644028,0.00107914,-0.03095559,0.01775673,0.01265127,0.02777778,0.00141643,-0.05428796,-0.02588855,-0.03220738,-0.03470032,0.0164271,-0.02051583,0.0094697,0.01018892,0.0,0.01562226
2014-03,0.01683132,-0.05330116,-0.01482127,0.03310562,0.03099483,0.04449438,0.03300077,0.29782974,-0.01980792,0.01790441,0.0199005,0.01186131,0.01069731,-0.01105254,-0.13336714,-0.01663717,0.0213533,0.02779475,0.02379603,0.03073967,-0.00844278,-0.01186709,0.01936937,0.00239234,0.00707168,-0.09949098,0.00297265,-0.18266254,0.01756669,0.03723849,-0.016609
2014-02,0.07652073,0.09582837,0.08495822,0.06913717,0.06522497,0.08752683,0.08876712,-0.31450915,-0.07987581,0.07050336,0.0955414,0.07391304,0.11022576,0.13286313,0.16494218,0.07215716,0.0932304,0.07599478,0.07070707,0.07755102,0.0990578,0.14784946,0.11264822,0.10578584,0.09982548,0.10328638,0.07765152,0.17728532,0.06190041,0.04946996,0.00663987
2014-01,0.01145913,-0.02834008,-0.02504394,-0.03724102,-0.02718833,-0.04206758,-0.01696263,-0.22207729,0.03242118,-0.03287841,0.00941423,-0.06185567,-0.04383449,0.01453055,0.10951403,-0.00443459,0.02178393,-0.04546842,-0.02951192,-0.03384913,0.0224861,0.01507092,-0.02310231,-0.03116031,-0.02621102,0.0572372,-0.00798526,0.15212766,-0.01975851,-0.05612454,0.01302129
2013-12,-0.02018916,0.07583052,0.04144144,0.02488866,0.02322085,0.01833222,0.02573627,-0.10503708,-0.03,0.04160711,0.03104925,0.02485314,0.03167421,0.03813972,0.00807043,0.01809273,0.01981387,0.0353567,0.03231391,0.03343166,0.00649351,0.01730419,0.06277805,0.04480135,0.04523646,0.01798144,0.08763898,-0.01653804,0.03570627,0.0315877,0.03137396
2013-11,0.04359363,0.00168919,0.00406504,-0.00155481,0.02097074,-0.00687514,0.00607501,0.21509939,-0.01344243,0.02309805,-0.00632911,0.00774135,-0.00596896,-0.00403071,-0.13553114,-0.00812708,0.01370271,-0.00403101,0.01029748,-0.00961538,0.03134557,0.00634058,0.00985222,0.02239449,0.02639805,-0.08708861,0.0151117,-0.11725453,0.01797497,0.02714165,-0.0163646
