Month,BJK,CARZ,CHIQ,FXD,INCO,IYC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,XLY,XRT
2016-06,-0.0585733,-0.07489277,-0.00097371,-0.00932051,0.0345042,-0.00963924,-0.02847974,-0.04463768,-0.01208605,-0.00266193,-0.00324886,-0.01622941,-0.00505857,0.00803377,-0.03261255,0.03371344,-0.02464922,-0.01127187,-0.01079942,-0.00835997
2016-05,0.00956149,0.00065232,-0.03690037,-0.02726473,0.01934665,-0.00970874,-0.00479616,-0.02776204,-0.01995723,-0.03250863,-0.02009406,-0.02221161,0.0031881,-0.0086545,-0.0101683,0.00774419,-0.02398215,-0.01524567,-0.01324675,-0.05127605
2016-04,-0.04683991,0.00163666,0.02065728,-0.01746725,0.0083871,-0.01579058,0.02312139,-0.03509257,-0.03642691,-0.04687069,-0.01527365,-0.02803519,-0.03196966,-0.01991389,-0.00141459,0.00907487,-0.03987505,-0.00501505,-0.00288866,-0.04165723
2016-03,0.06382253,0.07539411,0.06268657,0.04767726,0.09043113,0.03627322,0.03889369,0.0408398,0.02984006,0.05626822,0.05704698,0.0505063,0.14308325,0.03201006,0.04187584,-0.07550687,0.08638211,0.04215498,0.03947368,0.05284456
2016-02,0.01276596,-0.03890007,0.00611621,0.0168254,-0.06043956,0.00254529,-0.03569911,0.0342528,0.01640567,-0.00029533,0.04291441,0.01983003,-0.04780237,-0.00707714,-0.01655138,-0.02793296,0.03370072,0.00468384,-0.00154516,0.05002539
2016-01,-0.00984875,-0.08811911,-0.11669659,-0.03993856,-0.08013937,-0.03616033,-0.03193696,-0.06672394,-0.04808379,-0.05191489,-0.02643678,-0.03855784,-0.10538574,-0.03805092,-0.03611144,0.13684961,-0.08113392,-0.04131586,-0.03517382,-0.04509995
2015-12,0.00867453,-0.03149155,-0.04293972,-0.04205336,0.00533752,-0.02087843,-0.04980843,-0.02493225,-0.03796625,-0.01315068,-0.04784381,-0.04424988,-0.04135933,0.00977597,-0.0394515,0.01129265,-0.03913043,-0.03616637,-0.03839711,-0.03031015
2015-11,-0.05231388,-0.00144886,-0.03451043,-0.02063037,-0.00719424,-0.01625113,-0.01643731,-0.04284963,-0.03173223,-0.00733496,-0.03389478,-0.02802223,0.04027972,0.00578752,-0.01189808,-0.0009749,-0.03161073,-0.01018648,-0.00685197,-0.03833069
2015-10,0.12348024,0.10941558,0.13972603,0.04193062,0.01894669,0.06821578,0.10152931,0.07703322,0.02458101,0.02651622,0.04094968,0.06868611,0.16148051,0.04104046,0.08114704,-0.15471776,0.16809893,0.07171315,0.08237279,0.03903832
2015-09,-0.0593343,-0.0099839,0.07905138,-0.00301023,-0.00318878,0.00726942,0.01293103,0.02680412,0.01364256,-0.01754386,-0.03147954,-0.00012492,0.03726924,0.00350058,0.01166253,0.00642753,0.00696791,0.01043447,0.01978911,-0.02943882
2015-08,-0.11618515,-0.06166763,-0.11705686,-0.04614094,-0.1006448,-0.06868966,-0.10739767,-0.07127546,-0.05169153,-0.0433526,-0.05142635,-0.05294118,-0.10620729,-0.04747653,-0.07047619,0.09021842,-0.14488782,-0.06003953,-0.06218643,-0.03770314
2015-07,0.04336735,-0.05266045,-0.08251325,0.00841515,0.05132692,0.04098478,0.00375799,0.0365066,0.03084556,0.00897098,-0.01584906,0.01086203,0.18034414,0.04491994,0.01635992,-0.07142857,0.08561192,0.02843162,0.0371179,-0.00933588
2015-06,-0.03293601,-0.03457447,-0.07941989,0.00141723,-0.00639721,-0.00719476,-0.01748512,-0.00611111,0.00656168,0.00912017,0.03232125,-0.00116659,-0.01307409,-0.01272085,-0.00818833,0.02587553,-0.02135631,0.00205041,0.00262939,0.01188162
2015-05,-0.01457637,-0.00502912,0.01846591,-0.00395034,0.0461305,-0.00301746,0.02644691,-0.01161183,-0.0082879,-0.00855158,0.00973574,-0.00454492,-0.02200328,-0.00310121,-0.00136596,-0.01472527,-0.00093563,0.00163034,-0.00069348,-0.00408778
2015-04,0.00893683,0.0178282,0.1028481,-0.02265101,-0.09576529,-0.00398927,0.00461184,-0.0353069,-0.02254987,-0.06928697,-0.03707995,-0.01769293,-0.0386649,-0.02409135,0.01494105,-0.00171674,-0.02250804,0.00104384,0.00381087,-0.03741854
2015-03,-0.05238376,0.00188375,0.04898649,-0.00111328,-0.03656555,-0.00878634,-0.00190476,-0.00213333,0.02017986,0.02941935,0.02029664,-0.00893471,-0.00764331,0.00638623,-0.01716836,-0.02216909,-0.00500185,-0.01128591,-0.01658375,0.02639485
2015-02,0.01557819,0.07058143,0.02432667,0.05792774,0.00435256,0.06369916,0.07743271,0.07014493,0.06584848,0.06313758,0.06078268,0.0660657,0.17665131,0.05416544,0.06885489,-0.1433625,0.15015145,0.07364808,0.07567324,0.0567069
2015-01,-0.00964727,0.0148236,0.01140351,-0.02426901,0.10410288,-0.01326422,-0.0304013,0.00115741,-0.01637832,-0.01727395,0.00290276,-0.02646526,0.02955466,0.00988764,-0.00285892,-0.0075643,-0.03430461,-0.02284357,-0.02299021,-0.02565819
2014-12,-0.07348506,-0.03862419,-0.03125,0.02678571,-0.01468339,0.0277605,0.00685484,0.03757829,0.0301958,0.06685633,0.02687262,0.02595326,0.09747607,0.0374555,-0.00553778,-0.07005545,0.06053374,0.02034024,0.02012919,0.04467593
2014-11,-0.02247488,0.04602138,-0.00246914,0.06359649,0.02063145,0.06116782,0.0341986,0.02012616,0.05661298,0.07355149,0.07652948,0.05719059,0.26701847,0.08810793,0.04735555,-0.08860969,0.1327264,0.05570011,0.05451982,0.06795647
2014-10,0.06564246,-0.00206795,0.03187919,0.03913894,0.04350671,0.0406234,0.02834179,0.05020524,0.04871795,0.06106138,0.08385392,0.04313936,0.08114286,0.04187663,0.03338654,-0.09411059,0.0826639,0.03958709,0.03502513,0.04887313
2014-09,-0.06608383,-0.05477567,-0.07322654,-0.04417178,0.01574803,-0.02247928,-0.02865214,-0.00944834,-0.06660435,-0.03868413,-0.05195969,-0.03718375,-0.03215434,-0.00428302,-0.03706046,0.02523156,-0.04178674,-0.03279472,-0.02949853,-0.03561116
2014-08,-0.05150724,0.00055494,-0.01067887,0.04822006,0.08318329,0.04139172,0.00818331,0.01676498,0.04889551,0.03715465,0.04357042,0.04646166,0.26269465,0.05986172,0.02548765,-0.07534044,0.0815047,0.04702572,0.04826349,0.06200359
2014-07,-0.0086712,-0.04797048,0.01081917,-0.03910615,-0.02183868,-0.01954862,-0.01565636,-0.03479304,-0.05053129,-0.04062309,-0.07904968,-0.02266475,-0.07009926,-0.01256056,-0.03671787,0.03637759,-0.04086718,-0.02926592,-0.02317093,-0.04140127
2014-06,0.00285036,0.03067146,0.02396166,0.03400259,0.0435592,0.01096829,0.04537744,0.01880974,0.02857143,0.01405372,0.0367597,0.0220449,0.04682274,0.00254083,0.01381958,-0.02315697,0.02113227,0.02260398,0.01596871,0.04435276
2014-05,0.00119531,0.0108726,-0.00560448,0.02118504,0.11129707,0.0237697,0.01818182,0.02193959,0.03631714,0.0167298,-0.00068089,0.01935573,-0.01846966,0.00804094,0.02460526,-0.04361629,0.04123145,0.01982741,0.02479893,0.00257865
2014-04,-0.05834647,-0.03157322,-0.0482389,-0.03378378,-0.050834,-0.02464243,-0.05860806,-0.07421644,-0.05136986,-0.01036107,-0.05001078,-0.03246579,-0.09558379,-0.01779295,-0.02080372,0.03852691,-0.05457885,-0.03069079,-0.02716413,-0.02318548
2014-03,-0.05330116,0.05215675,-0.02998501,-0.01733547,0.13911846,-0.01410267,-0.04622679,-0.01925926,-0.02920419,0.0,0.00569426,-0.01672465,-0.05309735,-0.0147792,-0.00493827,0.01956892,-0.02791547,-0.01674641,-0.01936219,-0.00937421
2014-02,0.09582837,0.08440973,0.06046142,0.11660149,0.04925873,0.09287378,0.09191489,0.12159054,0.12031505,0.09298306,0.10941661,0.11011467,0.2753304,0.09168279,0.08594835,-0.15989324,0.17639903,0.09570207,0.09281437,0.10518973
2014-01,-0.02834008,-0.02896082,-0.06023222,-0.0518591,-0.02919708,-0.04331597,-0.05109204,-0.04530252,-0.03951976,-0.09724326,-0.06594124,-0.06016151,-0.2242551,-0.05970943,-0.04817575,0.08332184,-0.08538197,-0.05276282,-0.05554656,-0.08677379
2013-12,0.07583052,0.00391061,-0.01402525,0.01918624,0.02866389,0.02276351,0.06859504,0.04030227,0.01029892,0.00728819,0.03414634,0.0292656,0.00263852,0.01250223,0.02348643,-0.04345515,0.05039715,0.02879608,0.02766275,0.00617132
2013-11,0.00168919,0.01671862,0.02556818,0.03157895,-0.02519118,0.03045731,0.04090328,0.00564086,0.01667509,0.0099728,0.06856343,0.02830189,0.12835473,0.0297989,0.02817089,-0.0738904,0.06262626,0.03335781,0.03198911,0.04643407
2013-10,0.0367388,0.008206,0.01756955,0.02541783,0.0888781,0.04026591,0.01875273,0.03828683,0.0148186,0.02966896,0.02936262,0.03429155,0.16120401,0.05914291,0.02823465,-0.09697038,0.09468018,0.03220909,0.03751548,0.01490586
2013-09,0.0829887,0.05597579,0.05572998,0.04957455,0.18032787,0.04886386,0.05860291,0.05443828,0.03979564,0.07364865,0.0482567,0.04111892,0.13133641,0.03991853,0.05879772,-0.09119338,0.08327526,0.05048879,0.04687208,0.05289532
2013-08,0.00281611,-0.02958757,-0.00079177,-0.04221825,-0.13747017,-0.0501492,-0.03912648,-0.02412504,-0.03273108,-0.06307448,-0.03292383,-0.04084943,-0.16245955,-0.05253974,-0.04863265,0.07297009,-0.0923669,-0.04213327,-0.04336092,-0.06132075
2013-07,0.0333036,0.04683991,0.03529412,0.0500382,-0.01544221,0.04931451,0.05063291,0.05025492,0.05812641,0.07602339,0.03746472,0.0513865,0.15555556,0.05822627,0.05352283,-0.09643788,0.11486732,0.0465747,0.04546323,0.05622716
2013-06,-0.05083783,-0.02358942,-0.07829457,-0.00269127,-0.12674271,0.00154751,0.02109493,-0.01351351,0.00776755,-0.00827586,0.00417646,0.00460391,-0.00698216,-0.00664314,-0.00364853,-0.02572467,0.00404561,0.00417213,0.00366795,-0.01150393
2013-05,0.00057637,0.09277276,0.02564103,0.05263158,-0.00297366,0.02622359,0.0303967,0.04707233,0.06480921,0.07519351,0.07980823,0.03981497,0.11713287,0.03405172,0.03388767,-0.07558037,0.0575204,0.04019913,0.03305288,0.07005412
2013-04,0.06876528,0.08561772,0.03181077,0.03253707,0.0895386,0.02876444,0.03952991,0.03465931,0.034375,0.05453149,0.04874489,0.03947368,0.10859301,0.03829882,0.0499755,-0.05826377,0.05276074,0.03828858,0.03806372,0.05512058
2013-03,0.04141826,-0.00884956,-0.02287066,0.04336735,0.0032022,0.04569161,0.07535411,0.05999173,0.05407166,0.05787781,0.04783394,0.05078403,0.09856263,0.04466559,0.03031312,-0.0927324,0.09022556,0.04379659,0.04126577,0.04368932
2013-02,-0.02396313,-0.01407942,-0.05373134,0.01032258,-0.11156686,0.0,0.02579132,-0.00248653,0.00684932,0.00201776,-0.00359174,0.00286225,0.01776385,0.00420954,-0.00514779,-0.01122334,0.01306306,0.00133726,0.01017536,-0.0006502
2013-01,0.05807087,0.03761398,-0.00817236,0.05383212,-0.04780876,0.03894397,0.01568154,0.04429825,0.03643173,0.030404,0.04443054,0.05378373,0.13822115,0.04283966,0.03269896,-0.08670091,0.08609599,0.03825213,0.03515889,0.06666667
