Week,BJK,CARZ,CHIQ,FXD,INCO,IYC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,XLY,XRT
2018-49,0.0129108,0.01473354,0.02102102,-0.01773779,0.08163778,-0.01745466,-0.00264375,-0.00142755,-0.02668004,-0.02238806,-0.02486865,-0.02002543,-0.10189489,-0.01604061,-0.00775268,0.03362201,-0.03545857,-0.01534851,-0.01090555,-0.03381195
2018-48,-0.06746464,-0.05894368,-0.05944056,-0.05829921,-0.05082797,-0.05662997,-0.02800129,-0.03528064,-0.06270934,-0.06465517,-0.06971076,-0.06313282,-0.22506322,-0.05503175,-0.05517428,0.11167513,-0.08206438,-0.06456019,-0.06034246,-0.0780446
2018-47,-0.00732188,0.00537634,0.00656934,0.01794169,0.02951594,0.03863244,0.02430902,0.02994577,0.03740697,0.01606203,0.00843812,0.01201752,0.04155293,0.0425402,0.01912388,-0.07865731,0.06810519,0.03110138,0.03524867,0.01298701
2018-46,-0.00087184,-0.00394537,-0.00593032,-0.00829146,0.00311601,-0.01714405,-0.00134816,0.0110206,-0.00379015,-0.03271927,0.00483333,-0.0046454,-0.04710921,-0.03393393,-0.00533944,0.04281346,-0.03160726,-0.01359297,-0.01679449,-0.01372289
2018-45,0.05135135,0.00849515,0.05448964,-0.01124419,0.04495229,-0.01265185,0.00326052,0.00660533,-0.01236211,-0.04022839,-0.02292769,-0.0177503,-0.10623557,-0.02855239,-0.0015839,0.05422374,-0.03631142,-0.01031494,-0.01336199,-0.03615465
2018-44,-0.05086641,-0.01678445,-0.05316092,0.0,-0.00566502,0.0227445,-0.0003201,0.01938993,0.02134553,0.008,-0.00399106,0.00328751,0.00350614,0.02760146,0.01165886,-0.09034268,0.05636054,0.01522873,0.01760924,0.00269878
2018-43,0.0968618,0.05391251,0.11722488,0.05153846,0.06650831,0.0493552,0.0545393,0.04862317,0.06911315,0.02680247,0.04921849,0.0635512,0.12172924,0.03664869,0.0490309,-0.04035874,0.07415885,0.0559038,0.05336609,0.03878657
2018-42,-0.06769826,0.00030581,-0.0465288,-0.02968321,-0.00913838,-0.04209254,-0.05444126,-0.05897259,-0.06216166,-0.01491742,-0.00428336,-0.01365579,-0.03967814,-0.03320181,-0.03007935,0.06302966,-0.0974026,-0.03185299,-0.03141806,-0.00969828
2018-41,0.01199108,-0.02191534,-0.01876877,-0.00889108,-0.00798763,0.00329297,0.01234568,-0.00413508,-0.0121547,-0.02208783,-0.03909004,-0.03151515,-0.08611184,-0.00546448,-0.01212176,-0.02588484,-0.00849301,-0.01520936,-0.01749814,-0.02774836
2018-40,-0.01072607,-0.0402646,-0.01949458,-0.03542365,0.03214756,-0.02598042,-0.04284814,-0.03021486,-0.0203677,-0.03967027,-0.04049023,-0.03379584,-0.06590684,-0.0228865,-0.03879423,0.04412576,-0.0473284,-0.03417109,-0.03598604,-0.01937096
2018-39,-0.03183716,-0.03612796,-0.06066667,-0.03443462,-0.07773418,-0.03655117,-0.01845018,-0.03237643,-0.06011483,-0.0584781,-0.04981413,-0.04030875,-0.13769363,-0.03824196,-0.03996983,0.09207317,-0.0745738,-0.0420459,-0.03956555,-0.04726912
2018-38,-0.01840961,-0.02384178,0.00467914,0.0023175,-0.01349073,0.01267342,0.01669759,0.01509271,0.01714189,-0.00221022,-0.0024832,-0.00445878,0.00253004,0.00979674,0.0045489,-0.02633119,0.0278011,0.00650917,0.00919261,0.00098814
2018-37,0.02613195,0.0462963,0.07789474,0.00902987,-0.01917808,0.01581296,0.0146875,0.01303498,0.00169291,0.00024254,-0.0015857,0.01646051,0.01929126,0.01486474,0.02007003,0.01128266,0.02439943,0.0125445,0.01557442,0.00512618
2018-36,0.00754619,0.02095894,0.00627615,0.00622407,0.00861873,0.00418712,0.02299213,0.00720052,0.00944988,-0.01973371,0.00604752,0.00599201,-0.00564744,-0.007,0.0126072,-0.01462844,0.01104455,0.00527793,0.00783836,-0.00155854
2018-35,-0.05339567,-0.01730496,-0.04302477,-0.01351042,-0.00396476,-0.01273005,-0.02009895,-0.01838786,-0.01750584,-0.02596491,-0.01941335,-0.00542805,-0.05591524,-0.00671263,-0.01459111,0.01426873,-0.02195077,-0.01589507,-0.01353798,-0.01988801
2018-34,-0.01406772,-0.02421769,-0.01324921,-0.00022957,-0.0041632,0.01422744,-0.00429711,0.0088191,0.01218068,0.00167064,0.00624645,-0.00417062,0.02951424,0.01032544,0.00143702,-0.01484018,0.0310226,0.00923319,0.01144705,0.01058408
2018-33,0.01176182,0.00167926,0.00983607,0.00718757,0.00125576,0.0116411,0.01854763,0.00932755,0.02424662,0.00741982,0.01314661,0.00190931,-0.00438771,0.01129891,0.01088553,-0.03736264,0.03352509,0.01040654,0.01390994,-0.00019455
2018-32,-0.01914223,-0.01858014,-0.02824134,0.00992204,0.02640693,0.00901623,-0.00283643,0.01016799,0.00368874,0.01526342,0.01583578,0.01712496,0.02255799,0.01969407,0.00034758,-0.03088392,0.01709488,0.00497685,0.00324324,0.00956366
2018-31,-0.0054567,-0.01332971,0.00702875,0.00684447,-0.00529773,0.00195195,0.01079365,-0.01857853,0.03421434,0.02396125,0.01979461,0.00058286,0.04437158,0.01201085,-0.00345513,0.0,0.02488432,0.00573182,0.00089718,0.0140647
2018-30,-0.04440938,-0.00837159,-0.03545232,0.00979924,0.01531263,0.00956646,0.01067961,-0.00818613,0.01177336,-0.00784016,0.01866871,0.00058445,0.02534825,0.00794196,0.00069061,-0.01675393,0.01302083,0.01113271,0.01003558,0.00876656
2018-29,0.00112638,0.01068493,0.00547112,-0.01967674,0.01741781,0.00287617,-0.02539486,-0.01023178,-0.02843518,-0.00050556,-0.03146436,-0.01336025,-0.04435128,-0.00185384,-0.00249441,-0.0021692,-0.0061187,-0.00898082,-0.00342713,-0.0137346
2018-28,-0.00357302,0.00824176,-0.02002356,-0.00070159,-0.00347675,-0.0044159,-0.01580547,0.01139721,0.01104185,0.02076923,0.0176444,0.00385505,0.03987168,0.002056,-0.00376487,-0.0101986,-0.0020202,-0.00040453,-0.00635574,0.0153657
2018-27,0.01433773,-0.01026472,-0.00923254,-0.00348351,-0.00724483,0.01019321,-0.00300752,0.00657337,0.00555357,-0.01506402,-0.01296572,-0.00622129,-0.04171265,0.01339153,0.00699542,-0.00419507,0.02097758,0.00840189,0.00868936,-0.01516377
2018-26,0.00629371,0.01599559,-0.00527241,0.01834207,0.0188845,0.01129651,0.01291116,0.01730852,0.01647748,0.0015186,0.02641683,0.01703762,0.07941105,0.01041245,0.00897571,-0.00305188,0.03027672,0.00910335,0.00775408,0.02814259
2018-25,-0.00938338,-0.01343364,-0.01643991,-0.00519603,-0.00109075,-0.00470163,-0.00339088,-0.00365042,-0.01300578,-0.00578762,-0.01671183,-0.00146628,-0.06598076,-0.0165691,0.0033436,-0.00807265,-0.00907344,0.00101233,0.00371126,-0.02197802
2018-24,-0.00798791,-0.03673676,-0.03094984,-0.00576834,0.00107805,0.00274167,0.00394417,-0.0070996,-0.00581293,-0.00377453,-0.00280857,-0.00636156,0.02998897,0.0075255,-0.00776451,-0.00580169,0.01260331,-0.01147834,-0.00532635,0.01216545
2018-23,-0.02453988,-0.01643426,-0.01930099,0.00864284,-0.01397417,0.01884357,0.03728278,0.01488728,0.00625223,0.0,-0.00044643,0.00248495,-0.04033319,0.01067012,0.00899589,-0.02813299,0.0307807,0.01292927,0.01854232,-0.01093339
2018-22,-0.01831579,0.01107754,0.01425554,0.03174988,0.00681576,0.01698939,0.01554404,0.00150247,0.02538631,0.02873105,0.04163418,0.02754657,0.12049721,0.02100625,0.01448769,-0.02387775,0.04081862,0.02234503,0.0203103,0.04000851
2018-21,0.00146689,0.02695629,0.01956522,0.0086548,0.02046532,0.00845495,0.01726428,0.00975927,0.01287147,0.00766284,0.0025417,0.01093007,-0.00189599,0.0099083,0.01187288,-0.01412429,0.01869267,0.01193259,0.01163909,-0.00021744
2018-20,-0.00843101,-0.03059701,0.00053879,-0.00024528,0.02747618,0.00451007,-0.00458565,0.003663,-0.00952025,-0.01372443,-0.00095072,0.00512821,-0.00723473,-0.00187813,-0.00455701,0.00663507,0.00701633,0.00435904,0.00643612,-0.00238457
2018-19,-0.0035498,-0.0044899,-0.01883746,0.00769422,-0.00518247,-0.00295858,0.00500501,0.01612547,0.02223926,0.01668947,0.01906469,0.00529047,0.03183468,-0.00531749,-0.00158256,-0.01769088,0.00299954,0.00098845,-0.00212069,0.00990535
2018-18,0.01626898,0.00825206,0.02216066,0.00525657,-0.00993658,0.00438787,0.01844262,0.01134342,0.02887658,0.01399776,0.02097553,0.01250388,0.0470267,0.01387851,0.00762141,-0.05207414,0.00443666,0.00434621,0.00495001,0.01720625
2018-17,0.01965114,-0.00546856,0.01015228,-0.00274109,-0.02259191,0.00239143,-0.00103591,0.00357462,0.0,-0.0123018,0.00885399,-0.0041991,-0.01503538,-0.01410069,0.00257847,-0.00395604,-0.04935522,0.00425798,0.00302823,-0.0040395
2018-16,-0.02114804,0.00524607,0.00282646,-0.00196512,0.01784215,0.00534351,-0.02300406,-0.01559411,0.01401963,0.02289429,0.01759973,0.01471951,0.10059542,0.03680982,0.0085906,0.0,0.00376559,0.00690521,0.00883479,0.02874088
2018-15,0.00699606,-0.01522219,-0.01875345,-0.01340483,-0.01017231,0.01142952,0.01227831,0.01251676,-0.00776583,-0.01063532,-0.02010547,-0.01373795,-0.05869958,0.00422764,0.00394831,0.0,0.03076923,0.00582205,0.00983411,-0.01855204
2018-14,0.0322361,0.00839299,0.00995575,-0.00024649,0.00250679,0.00611158,0.01145436,-0.00182315,0.0110792,-0.01208884,0.00117253,-0.00886507,0.01689084,-0.00730962,0.01477159,-0.00698385,-0.00807438,0.00687263,0.00776601,0.00573
2018-13,-0.00618982,0.03314635,0.00168539,0.02521432,0.02247677,0.01828331,0.00701508,0.00834686,0.02514793,0.03623188,0.03772267,0.02245159,0.09175843,0.02341474,0.02042339,-0.04422194,0.05317347,0.02549947,0.02284656,0.03149976
2018-12,-0.00424866,0.00201258,-0.01300108,-0.00098328,0.0091683,-0.01470668,-0.02478232,-0.00359874,-0.00931551,0.03563152,0.00613183,0.01138619,-0.00061633,-0.011684,-0.00317951,0.0,-0.04173125,-0.01632448,-0.01797289,-0.00045746
2018-11,-0.0484082,-0.0322821,-0.04986737,-0.04085086,-0.0049173,-0.03574128,-0.04229508,-0.044635,-0.04227868,-0.02897328,-0.01670644,-0.02760454,-0.09742033,-0.03325163,-0.03077889,0.00093327,-0.07175295,-0.03480914,-0.03559587,-0.03242749
2018-10,-0.02521721,-0.00438596,-0.01956746,-0.0071242,-0.01301236,-0.0121547,-0.00825659,-0.00368604,-0.01107441,-0.01020971,0.00321272,-0.00951522,-0.03108808,-0.01039177,-0.00678295,-0.03628847,-0.01592881,-0.01113274,-0.01029454,-0.00964991
2018-09,0.05493274,0.00840752,0.05400982,0.01493976,0.00087089,0.01864589,0.02046119,0.04403794,0.03548516,-0.00688137,0.01492281,0.00870093,-0.01271905,0.00031292,0.01121177,0.01681457,0.01175128,0.01984818,0.01880359,-0.00178651
2018-08,-0.03311688,-0.04247746,-0.04904491,-0.02981921,-0.0229543,-0.02787015,-0.0190384,-0.02607735,-0.03718123,-0.01843318,-0.03120282,-0.04396799,-0.05360544,-0.02770083,-0.03463921,-0.04759786,-0.0699901,-0.03453508,-0.03510274,-0.01719956
2018-07,-0.00431872,0.00654228,0.02884615,0.00474834,0.00042983,0.01211371,0.00821288,-0.00111086,0.00236128,0.00464354,0.00749319,0.00020002,0.0427915,0.00816668,0.00833555,0.0,0.0247877,0.01352022,0.01371195,0.01458707
2018-06,0.04643262,0.01549637,0.05895692,0.03117448,-0.0134822,0.03152162,0.0338295,0.02178353,0.0256981,0.04264747,0.03101715,0.02620353,0.10899345,0.03734218,0.02675827,0.0,0.05892815,0.02578234,0.02535043,0.03295455
2018-05,-0.03054449,-0.00222277,-0.04224569,-0.00170441,0.02057343,-0.01714035,0.00549828,-0.01518242,0.00143767,-0.01758242,-0.0008643,-0.00184578,0.04507305,-0.01183747,-0.01260657,0.01857725,-0.04736904,-0.01236603,-0.01175065,0.01639723
2018-04,-0.01960784,-0.03358814,-0.03571429,-0.04194858,-0.05184732,-0.03276259,-0.01895425,-0.01803172,-0.0497729,-0.06358669,-0.0459919,-0.04195076,-0.19255919,-0.04837764,-0.02574815,0.03075397,-0.06079771,-0.02828223,-0.0286008,-0.06713928
2018-03,-0.00187931,-0.01031873,0.02003163,0.00246858,-0.02094554,0.01828315,0.02747069,0.00173724,-0.00819672,0.00504159,-0.00368531,0.00646019,-0.00469589,0.02644013,0.01621808,-0.0418251,0.04792912,0.01726428,0.02083928,-0.001455
2018-02,0.02416195,-0.00298988,0.01397849,0.02360565,0.00505766,0.0142003,0.01969592,0.01624388,0.03035576,0.00595701,0.01488631,0.0195599,0.09608091,0.01866252,0.01073849,0.00947418,0.02441731,0.0144094,0.01266563,0.03215294
2018-01,0.01209948,0.01145931,0.00532481,0.02790807,-0.00490773,0.0321979,0.02023726,0.02834934,0.02308886,0.02841211,0.02395506,0.02802713,0.1009653,0.03775204,0.0241485,-0.05399473,0.06421373,0.0284055,0.03070788,0.03293808
2018-00,0.00402865,0.02941886,0.00538503,0.00949442,0.02328382,0.01228802,0.01237624,-0.00319125,0.02325581,0.01077877,0.00429752,0.0084473,0.00452007,0.01331151,0.01929083,-0.02189781,0.02359347,0.01553772,0.01592131,0.00220994
2017-52,0.00939808,0.00219298,0.01112347,-0.00975262,0.00020182,-0.00504569,-0.00889047,-0.00022784,-0.00338174,-0.00916195,-0.00543478,-0.00758265,-0.06088561,-0.00833608,-0.00305527,0.00547599,-0.00453098,-0.00556454,-0.00512085,-0.01811754
2017-51,-0.00535834,-0.0036523,0.03098107,0.00143747,0.02204822,0.00180048,-0.00282686,0.00228258,-0.00927022,-0.00459708,0.00033206,0.00582465,0.00082305,0.00288216,-0.00277213,0.00250731,0.03830439,0.00129727,0.00133621,0.00111832
2017-50,0.01821536,0.00393217,0.00057904,-0.00121595,-0.00165563,0.00858516,0.00612613,0.0,0.00120313,0.00194121,0.000679,0.00497925,-0.03049482,0.00700328,0.00657895,-0.02681072,0.00179074,0.00732673,0.00868201,-0.00774664
2017-49,0.01563611,-0.01653696,0.00472255,-0.00242248,0.02584366,-0.00394466,-0.00325145,0.00046221,0.01181985,0.00110589,-0.00118084,-0.00710754,0.02787559,0.00340483,0.00037576,0.00770479,-0.0038134,-0.00415157,-0.00500678,0.00917642
2017-48,0.00118008,0.00024444,-0.02132565,0.03036437,-0.01541385,0.0271281,-0.00181357,0.01606046,0.00488103,0.02870533,0.03238365,0.03776254,0.13636364,0.03411666,0.01302183,-0.03296703,0.05194627,0.02232507,0.02023899,0.04615762
2017-47,0.01355852,0.01547531,0.00056786,0.00661746,0.01705527,0.00862017,0.00876872,0.00664452,0.02094567,0.00205459,0.00017705,-0.00162285,-0.03895209,0.00759768,0.01100068,-0.00778932,0.01589072,0.00865028,0.00968128,-0.01358564
2017-46,0.0,0.00373134,0.00345224,0.02303062,0.01714286,0.0131571,0.01853912,0.01424777,0.00752194,0.0274179,0.04380104,0.02837989,0.15057283,0.0199164,0.00477257,0.0,0.01493386,0.01176307,0.00934991,0.05171083
2017-45,0.01438673,-0.01890034,0.01168907,0.00367744,-0.01630901,0.00255583,-0.0029553,-0.01027234,-0.01915551,0.00793409,-0.00956058,0.00516796,0.0152488,0.01956358,-0.00736577,0.0,-0.00519406,-0.00041873,0.0,0.00588085
2017-44,0.02935966,0.01144279,0.02422774,-0.00263227,0.01350454,0.00362119,-0.00668151,0.0109569,0.00333681,0.00274474,-0.00733407,-0.01029889,0.03193696,0.00932342,0.00244045,-0.00140746,-0.00043605,-0.00370863,-0.00310318,0.01008795
2017-43,-0.00526052,0.00248016,-0.01702877,-0.00052383,0.0252905,0.00491703,-0.00951684,-0.0043363,0.00208377,-0.02810651,0.00199095,-0.0120919,-0.04874391,0.00465702,0.01289171,0.02015559,0.00440012,0.01349061,0.01831255,-0.01553106
2017-42,-0.00325163,-0.00320276,-0.01382488,0.01724138,-0.01502242,0.00189835,0.00326442,0.00047824,0.00626174,0.01857491,0.02611111,0.01187042,0.06731157,0.00836926,-0.00157589,0.0085592,0.00247489,0.00225004,0.00022321,0.02313625
2017-41,0.00428212,0.00840336,-0.00746697,-0.00842327,0.02894188,0.00073561,-0.01006832,0.00095785,0.00167329,0.00761035,-0.01382572,-0.00550176,-0.0637037,0.00968276,0.00335769,0.0,-0.00277291,-0.00364835,-0.0023414,-0.02099475
2017-40,-0.01168282,0.03200406,0.03935599,0.0047356,0.01413761,0.01066321,0.01629844,0.02268293,0.01775523,0.00478326,-0.00268288,0.0060526,-0.01075269,0.00251636,0.01217079,-0.02841303,0.02315634,0.01409149,0.01626567,-0.00269014
2017-39,0.01818182,0.00692663,0.03167702,0.01332623,-0.00399061,0.00608318,0.01210565,0.01913043,0.01589375,0.00783368,0.03758414,0.01033908,0.04517528,0.00761325,0.00612327,-0.01602455,0.0,0.01026193,0.0081004,0.013882
2017-38,0.01058468,0.01630013,0.0006006,-0.00053362,-0.03734347,0.00061977,0.00812708,0.00921544,0.0027969,-0.01137725,0.00624291,-0.00033512,-0.01173451,-0.01219052,0.00573671,0.0,-0.00357622,0.00179366,0.00239671,-0.00597163
2017-37,0.00126167,0.02132196,0.02311056,0.01677943,0.00679348,0.00459,0.0,0.00274794,0.0065189,0.01887942,0.01685393,0.01033127,0.07433217,0.01689318,0.00433599,0.0,0.01912075,0.00720617,0.00342388,0.02568014
2017-36,0.01238071,0.01719902,0.01741935,0.00246373,0.00828729,-0.00354103,-0.01425439,-0.00680444,0.01420013,0.02144855,0.00175781,-0.00135578,0.03314239,0.0070858,0.00193306,0.0,-0.0044964,-0.00547827,-0.00593066,0.01060528
2017-35,0.03489611,0.00767965,0.02823375,0.02256896,0.00946664,0.01540009,0.01838911,0.01772152,0.02429609,-0.00439698,0.01944059,0.01504274,0.03413401,0.01492342,0.01057061,0.02186344,0.03606507,0.01633367,0.01568989,0.01441678
2017-34,0.00159236,0.01919332,0.01716172,0.01552795,0.00350959,-0.00062822,0.0074129,-0.002267,-0.00045137,-0.01823239,0.01752266,0.01473636,0.11511789,-0.0011754,0.00380933,0.00641892,-0.00883473,0.00366193,0.00242999,0.03596539
2017-33,0.01227977,-0.01393823,0.00932091,-0.03197595,0.00420463,-0.02228927,-0.01819505,-0.01979708,-0.02566915,-0.03042959,-0.04034749,-0.02741719,-0.11526104,-0.02100141,-0.01770897,0.01578586,-0.04277762,-0.02531284,-0.02487,-0.03698914
2017-32,-0.03399582,-0.010682,-0.01726428,-0.02185645,-0.05335127,-0.01518293,-0.01783803,-0.01906624,-0.01764706,-0.03137711,-0.03429535,-0.01936698,-0.11289174,-0.01923319,-0.01782317,0.02641775,-0.03369816,-0.01517085,-0.01513792,-0.04070489
2017-31,-0.00390422,0.00912106,-0.00467602,0.000271,0.02139899,-0.00553326,-0.02370164,0.00989609,-0.00043745,-0.00699708,-0.00916573,-0.00618648,0.00361272,-0.00854486,0.00190801,0.00709471,-0.00903355,-0.00177267,-0.00358343,-0.00099701
2017-30,-0.00440871,-0.00111111,0.00066534,0.00763984,0.00230097,0.00840439,0.01609517,-0.02168675,-0.00239599,0.02116875,0.01246694,0.00938023,0.11512505,0.01403777,0.00781012,-0.02455048,0.01293229,0.00619967,0.00630844,0.03921569
2017-29,0.02101064,-0.01282051,0.00472973,0.00766074,-0.00207804,0.00356682,0.02108649,0.00217707,0.01480817,-0.00209518,-0.00037743,0.00647249,0.01223242,-0.001531,0.0047677,0.0,0.00774514,0.00788135,0.0080344,0.00331548
2017-28,0.0063762,0.02805836,0.03606103,0.01165049,0.01426233,0.01103698,0.0094237,0.00436575,0.01158828,0.01368197,0.01654482,0.00869173,0.08016878,0.01548068,0.01205192,-0.02264278,0.01411835,0.01044462,0.00892653,0.02858655
2017-27,-0.00609756,-0.00195149,0.0070028,-0.00767965,0.01334923,-0.00322581,-0.00902527,0.0026712,0.00364797,-0.01761597,-0.02272304,-0.01875138,-0.09615385,-0.0135394,-0.00339401,0.0,-0.01153675,-0.00692291,-0.00377057,-0.03225806
2017-26,-0.02087045,0.00028225,-0.01737318,0.00137589,-0.00904547,-0.00394356,-0.00144875,-0.01317997,-0.00470114,0.00590667,0.00676183,0.00501505,0.04166667,-0.00267176,0.0,0.0,-0.00700321,-0.00071937,-0.00239125,0.01172273
2017-25,-0.0063743,-0.0053733,0.00279916,-0.01015089,-0.01482702,-0.0145785,-0.00834543,-0.00999286,-0.01839947,-0.01685892,-0.00188644,-0.01329051,-0.05297256,-0.01574902,-0.00804808,0.0108278,-0.01544234,-0.01140901,-0.01452866,-0.01507795
2017-24,0.01942767,-0.00226693,-0.004954,0.0,0.00118483,-0.00507925,-0.00218818,0.00411224,-0.00134078,-0.04387726,-0.01610789,-0.00917634,-0.08200778,-0.02175535,0.00194812,0.0,-0.01185485,0.00079148,0.00113611,-0.0240481
2017-23,0.0031389,-0.00507471,0.01210826,-0.00659703,-0.00471476,-0.01639246,0.00368053,-0.00835123,-0.01122112,-0.00086059,0.01410599,-0.0097996,-0.02368328,-0.01393132,-0.0182001,0.01268116,-0.03710883,-0.01417635,-0.01762606,-0.00599251
