Month,ACWI,ACWV,ACWX,CGW,CWI,DBEF,DIM,DLS,DOL,DTH,DWM,DWX,EFA,EFAV,EFG,EFV,EWS,EZU,FDT,FGD,GDX,GDXJ,GII,GNR,GUNR,GWX,IDLV,IDV,IEFA,IGF,IOO,IXC,IXG,IXJ,IXP,IXUS,JXI,KXI,LIT,MOO,MXI,NUGT,PDN,PICK,PID,PPH,PSP,PXF,RXI,SCHC,SCHF,SCZ,SDIV,SIL,SMH,SPDW,TAN,TLTD,URA,URTH,VEA,VEU,VSS,VT,VXUS,WOOD
2018-07,0.03375588,0.03505558,0.03837861,0.05348411,0.03771461,0.03560928,0.03127456,0.02199058,0.040869,0.04084682,0.0375852,0.03221477,0.03808073,0.03705832,0.03363836,0.04047856,0.03591519,0.04337112,0.02917453,0.03661616,-0.0359745,-0.01956522,0.02000842,0.02080706,0.01592649,0.01575758,0.03119032,0.04726206,0.03490063,0.0216152,0.04297994,0.02815346,0.04785974,0.06348637,0.03966755,0.03579342,0.01423561,0.03423947,0.00538657,0.03809367,0.03483949,-0.11368421,0.02630764,0.0483559,0.03774834,0.05040427,0.03833049,0.03613026,0.02120732,0.01785714,0.03525338,0.02452583,0.02095338,-0.0311174,0.0309616,0.03225806,-0.02251082,0.03670886,0.03147128,0.03203423,0.03408545,0.03889661,0.02092275,0.0323926,0.03655054,-0.02268555
2018-06,-0.01606818,-0.00146021,-0.02882621,-0.02527505,-0.02921288,-0.01442308,-0.0372922,-0.03674969,-0.01719799,-0.02059607,-0.02061271,-0.00820757,-0.02429686,-0.01332772,-0.01952441,-0.02295968,-0.07656066,-0.02346181,-0.04618603,-0.01481481,0.0,-0.00306373,0.02185558,-0.02115111,-0.01225344,-0.03884892,-0.0131168,-0.01498247,-0.0235827,0.02029966,-0.01024858,0.00657714,-0.03220882,0.00215633,0.00094127,-0.02927228,0.03140355,0.03030303,-0.03233679,-0.01099612,-0.03207465,-0.02727637,-0.03066038,-0.05906797,0.00131579,0.00870474,-0.01428571,-0.02412684,0.00599912,-0.02869757,-0.02372984,-0.02976657,0.00943891,-0.05435863,-0.06262213,-0.02147738,-0.08203281,-0.02871031,-0.03684211,-0.00926349,-0.02364395,-0.03030303,-0.03366658,-0.01541189,-0.03014249,-0.037125
2018-05,0.00582138,0.00589608,-0.01522321,0.00240096,-0.01766595,-0.00547504,-0.01823573,-0.01070896,-0.02569373,-0.03077652,-0.02449434,-0.0190352,-0.01550161,-0.00795978,0.00505625,-0.0385479,-0.04867091,-0.03285947,0.00948953,-0.02622025,0.00135196,0.00061444,-0.01051525,0.02181208,0.01746859,0.0,-0.00806452,-0.02704383,-0.01349046,-0.01539555,0.00710637,0.0165035,-0.0350825,0.00530068,-0.04892086,-0.01366298,-0.02191441,-0.00635055,0.00433705,0.01087673,0.01730104,-0.00396354,-0.00765607,0.02123077,-0.0091623,0.02186772,0.00170358,-0.02589507,0.00133428,0.00167504,-0.0141994,-0.00751527,0.01763763,-0.00066644,0.08579393,-0.01326861,0.04631927,-0.01681177,-0.03458425,0.00639907,-0.01359134,-0.01627555,0.00180816,0.00623528,-0.01417666,0.01138544
2018-04,0.02456038,0.01065147,0.01986201,0.01864303,0.02405686,0.05415531,0.02955965,0.01734581,0.03900784,0.04044118,0.03663214,0.01291173,0.02940294,0.01728535,0.02121641,0.04038051,0.06227687,0.03685859,0.01405888,0.03926483,0.00226142,0.00092822,0.03788374,0.05809587,0.05763039,0.02218279,0.0205112,0.04446608,0.02719466,0.03147877,0.03233203,0.11173011,0.01952475,0.02885516,0.03021371,0.02054,0.03877464,-0.00479666,0.02708732,0.02562374,0.03351869,-0.00277888,0.03023889,0.03858318,0.02197071,0.03379131,0.02422145,0.03873075,0.04886692,0.02217799,0.03074534,0.02040491,0.02172732,-0.00395648,-0.03287004,0.02751077,0.01074824,0.028,0.10207469,0.0291018,0.02792239,0.02157165,0.0146316,0.02454597,0.02054034,0.04461313
2018-03,-0.00255682,0.01385796,0.00497203,0.02552276,0.00513236,0.00743746,0.00969403,0.01092896,0.00693715,0.00458273,0.0060906,0.00733368,0.00865413,0.01868759,0.0154321,-0.00038183,0.00312989,0.00501433,0.01115669,-0.00369458,0.01863933,0.0078765,0.01055579,0.00240017,0.00286442,0.01058512,0.01136364,0.00385604,0.01092291,0.00729217,-0.0060241,0.01980811,-0.02238697,-0.00383772,0.00109111,0.00772137,0.05200266,0.01140369,-0.01681443,0.00164772,-0.01449925,0.05238095,0.0084312,-0.03719256,0.00065833,0.00054152,-0.01099831,0.00648749,-0.00507752,0.01164111,0.01080914,0.01419458,0.00864865,0.03336738,-0.00524985,0.00924397,0.00910219,0.00350396,-0.06821705,-0.00385379,0.00917431,0.00687285,0.01246622,-0.00097263,0.00660187,0.04680443
2018-02,-0.0441137,-0.03808962,-0.05073872,-0.06164384,-0.05316456,-0.03585147,-0.04530606,-0.04794257,-0.05612245,-0.05501691,-0.05608804,-0.04916008,-0.05108575,-0.0323859,-0.04640791,-0.05640569,-0.03242836,-0.06240319,-0.04609218,-0.06190294,-0.09923664,-0.06692561,-0.06141764,-0.06234768,-0.05462687,-0.04944751,-0.0493167,-0.05862898,-0.05232816,-0.06418689,-0.04128054,-0.09949972,-0.04733242,-0.04460134,-0.06847936,-0.05074811,-0.03739907,-0.06893259,-0.0725403,-0.03144753,-0.05227209,-0.29497973,-0.05187482,-0.04487722,-0.0729927,-0.06296727,-0.06058222,-0.05741935,-0.03301072,-0.05100956,-0.05443548,-0.04328224,-0.05894309,-0.08375157,0.0063541,-0.0521766,-0.01912902,-0.05133675,-0.09693514,-0.04354056,-0.05340659,-0.05224548,-0.04720007,-0.04359244,-0.05163511,-0.0166135
2018-01,0.04714466,0.02869249,0.04320487,0.00777426,0.04745493,0.0132729,0.0423981,0.03433534,0.04427137,0.0370718,0.04054054,0.02455696,0.04249745,0.02773476,0.04107524,0.04788627,0.04091267,0.06472951,0.0460068,0.04184934,-0.00253271,-0.04146411,0.00483481,0.03244838,0.02359069,0.03699455,0.03095311,0.03313535,0.04447544,0.00636653,0.04255319,0.01856082,0.06730205,0.04597701,0.01349735,0.0439826,-0.00773897,0.01911449,-0.05376066,0.03333333,0.03704238,-0.0507225,0.04151943,0.0301434,0.01740211,0.01972454,0.05602007,0.0452397,0.0682528,0.03792913,0.04112879,0.04499526,0.00971867,-0.03797468,0.06112916,0.03957529,-0.0246962,0.03527155,-0.10057655,0.04395352,0.03843514,0.04580295,0.03429741,0.04568528,0.04661627,0.06116078
2017-12,0.01699798,0.00905864,0.02200796,0.00782382,0.02076503,0.01481238,0.01829547,0.03069871,0.01485356,0.01563252,0.01477273,0.01183432,0.01760406,0.00898844,0.01757537,0.01454824,0.00362319,0.00357398,0.03155586,0.02261513,0.04191077,0.07502374,-0.00983343,0.05477592,0.04296875,0.02865672,0.00745342,0.0066709,0.01844197,-0.02453714,0.01095707,0.03638004,0.02087714,-0.00181192,0.00902778,0.02368641,-0.05994123,0.02001189,0.01204819,0.02158516,0.04447501,0.11622962,0.02863235,0.11349899,0.04052288,0.03322615,0.02610966,0.02108922,0.01776938,0.02907311,0.01784615,0.02894522,0.02482831,0.05083089,-0.00176825,0.01715605,0.05630821,0.01974484,0.07692308,0.01745695,0.01952941,0.02339973,0.03846498,0.01817669,0.0127025,0.02358491
2017-11,0.01843992,0.02377377,0.00146658,0.03115727,0.00382514,-0.01037613,0.0067433,0.0023621,0.00587002,0.00072046,0.00722983,0.01918024,0.00582873,0.01534675,0.00721649,0.00459858,0.02861883,-0.00517891,0.00303951,0.00872455,-0.00045086,-0.0143975,0.01425081,-0.0069867,-0.00487805,0.02101096,0.01548673,0.00159134,0.00734238,0.01702997,0.0147192,0.00487656,0.01852986,0.02013299,0.0371834,0.00317089,0.02011151,0.03485035,0.00079702,0.01436634,-0.00288447,-0.02795996,0.01104972,-0.02392658,-0.00196721,0.0336663,-0.01873935,0.00023127,0.03024409,0.00492183,0.00524853,0.00673014,0.0,-0.0318612,-0.01071101,0.00463269,0.02,0.00810645,0.18251273,0.01944778,0.00637394,0.00387147,0.00652543,0.01672384,0.00294985,-0.00379009
2017-10,0.02034101,0.01498413,0.02014574,0.01349325,0.01927374,0.02744311,0.02085947,0.01396333,0.01211477,0.00509709,0.01039261,0.00236345,0.01766139,0.01066472,0.02297333,0.00911383,0.04039965,0.0148503,0.02457731,-0.00290577,-0.02505495,-0.04816034,0.00926307,0.01970329,0.01330229,0.01769088,0.00508098,-0.0078964,0.01806641,0.00870362,0.03086275,0.00463249,0.01131958,-0.02210946,-0.01972873,0.01979522,0.02872275,-0.00163432,0.04075323,0.01903265,0.02811371,-0.09016651,0.0179471,0.01387949,-0.00845254,-0.05370664,0.01028278,0.01772631,0.02344374,0.00969733,0.01860025,0.01945982,-0.02079002,-0.03329261,0.08165511,0.01860622,0.1064333,0.02097683,-0.1011583,0.01722032,0.01880424,0.01958844,0.01518734,0.01868068,0.0203812,0.03707659
