Name,SR_month,Omega_month,RisknessR_month
QMN,0.08642653824500679,0.10893128261861057,26.30155728474821
MNA,0.036762539659843205,0.03684048829238786,7.172759395545937
RLY,0.06867795642564616,0.0849216423643334,4.85663170683086
BTAL,0.06409896444958327,0.11103537008440954,3.7977318995320095
HDG,-0.002217939037174574,-0.002424312926289255,-0.3712383664057005
MOM,-0.10585620906536614,-0.1140242010323115,-6.89133461644604
MCRO,-0.05778754298336934,-0.05040311689017021,-9.638970748000139
QAI,-0.056280082836477244,-0.06722027684427567,-11.347567614616676
CHEP,-0.1984986986429376,-0.23242729276664992,-11.675376383535447
CPI,-0.049173673540749335,-0.06356870063796667,-13.17603731852656
SIZ,-0.24811854423627772,-0.3262281920477036,-23.059711483021665
MRGR,-0.10579696306216288,-0.1508163111590683,-24.475432267415286
WTMF,-0.23950388591153784,-0.2638516711095421,-34.8837418763469
RALS,-0.2556828365616909,-0.2663107688031946,-48.34174899491848
