Week,BTAL,CHEP,CPI,HDG,MCRO,MNA,MOM,MRGR,QAI,QMN,RALS,RLY,SIZ,WTMF
2016-29,0.00587173,-0.00883467,0.00190476,0.00143096,-0.00161878,-0.00105189,-0.00039635,-0.01092743,0.00209351,-0.00353913,0.00214592,-0.00517688,0.0070688,-0.00197336
2016-28,-0.02353967,0.03734622,-0.00114112,0.00504081,-0.00081699,0.00919378,-0.03599848,0.00620068,-0.01077511,-0.00469667,0.00377054,0.00477016,0.0,-0.00489237
2016-27,-0.02032176,0.00131984,0.00420008,0.0065312,0.00369004,-0.00177368,0.01095166,0.00225989,0.00244413,0.00314589,0.00540833,0.00392842,0.0,-0.00073153
2016-26,-0.02,-0.00174216,0.0045977,0.01913171,0.01871102,0.00605413,-0.01853225,-0.00168729,0.01164843,0.00474496,0.00080472,0.04106498,0.00611765,0.00340136
2016-25,0.0378477,-0.02745424,-0.00191205,-0.01585776,0.0045082,-0.01290098,-0.01547389,-0.0042005,-0.00526316,-0.00039588,-0.00293412,-0.01800615,0.00093023,-0.00747528
2016-24,0.00682439,0.0,0.000383,0.0,0.00123762,-0.00417973,0.04317998,-0.00111888,-0.00280308,0.00237718,-0.0010698,0.00133156,0.00802644,0.00096548
2016-23,0.03110273,0.0,0.00191498,-0.00859804,-0.003276,0.0,-0.00840336,0.00195859,0.0,0.00119,0.00187266,-0.00088261,-0.00688705,0.00509709
2016-22,0.0093633,0.0,0.00345489,-0.00047939,0.00082474,0.00208478,-0.0133438,0.00083987,0.00457424,0.00437898,0.00348525,0.01257862,0.01397299,0.00708527
2016-21,-0.01605505,0.01391818,0.00306866,0.00896535,0.00582121,0.00278358,-0.02150538,0.00505192,0.00494875,0.0027933,0.00106952,0.01132759,0.00235294,0.00365675
2016-20,-0.02504472,-0.02548294,-0.00573614,0.00243013,-0.01555465,0.00666433,-0.00496752,-0.0092437,-0.0017618,-0.00397298,0.00188425,-0.01117069,0.00477783,-0.00146056
2016-19,0.00763702,0.0045417,-0.00267789,-0.00411423,0.0,0.0,0.01787102,0.00252738,0.0,-0.00039746,0.00080623,0.00497963,-0.02193187,0.01313507
2016-18,0.03228825,-0.03613511,0.0,-0.00816327,-0.00778689,-0.00735552,0.02704885,0.00421585,-0.00700035,-0.00039777,-0.00583864,-0.01153505,0.0,-0.01235465
2016-17,0.00093853,0.01434263,-0.00229358,-0.00167785,0.00491803,0.00035162,-0.00493016,0.0,0.00140449,0.00039888,0.00347037,0.01575867,0.0,0.01766871
2016-16,-0.02909931,0.02588997,0.0,0.00095785,0.00286065,0.01064207,-0.03655145,-0.00614525,0.00351124,0.0019976,0.01807391,0.00861287,0.0,-0.00975134
2016-15,-0.02476362,0.01634655,0.00499616,0.00823045,0.00614754,-0.00669014,-0.02292152,-0.00224782,0.00530786,0.00040048,0.00405625,0.00919118,0.0,0.0051559
2016-14,0.00675371,-0.04637568,-0.00191718,-0.0026615,-0.00286299,-0.01146231,0.00155521,-0.01166343,0.0,0.00441235,0.00325556,0.00510678,0.0,0.00643246
2016-13,-0.00540054,0.0,0.00656624,0.00024213,0.01075269,0.00313917,0.00077942,0.0,0.00855005,0.00402739,-0.00323276,0.0051139,0.0,0.00695825
2016-12,0.01751152,-0.00116777,-0.00577367,-0.00770899,-0.00370828,-0.00243309,0.01465927,0.0,-0.00320171,-0.00241546,-0.00374131,-0.01516544,0.0,0.00074257
2016-11,0.00184077,0.00038941,0.003861,-0.00024137,0.01079734,-0.00034977,-0.00591483,0.0,0.00643087,0.00566572,0.00833333,0.02247191,0.0,0.00099059
2016-10,0.0060241,0.00784929,0.0007734,0.00072551,0.00458907,-0.00313261,0.02550607,-0.00248139,0.00466451,0.00364668,0.00106866,0.00374883,0.0,-0.00785276
2016-09,-0.0368725,0.03074434,0.00466563,0.01625616,0.00715187,0.01370344,-0.04921112,0.00694059,0.00868621,0.00161943,0.00026932,0.03763441,0.02037846,-0.01138842
2016-08,0.0048976,0.00487805,0.00155642,0.0019685,-0.00252101,0.00421053,0.00224131,0.00558347,0.00471356,0.00324544,0.00216979,-0.00244141,0.0,0.00170192
2016-07,0.001321,0.00574477,0.00234192,0.00396924,0.00720339,0.0028169,-0.01528941,0.01129305,0.00769231,-0.00081202,-0.00458592,0.0115,0.0,0.00218712
2016-06,-0.00727428,-0.01575121,0.00195618,-0.00399102,0.0,0.00178063,0.01787017,0.01448452,0.0,0.0,-0.01803714,-0.0045045,-0.01763841,0.01101322
2016-05,0.01329198,0.02309954,-0.00310921,-0.01030928,-0.00506329,0.00678087,-0.04514991,0.0,-0.00616836,0.003256,0.01496599,0.00249004,0.00958313,0.01374313
2016-04,0.00311388,0.00210438,0.00586625,0.00716757,0.00805426,0.01011195,-0.0169844,0.0,0.00510949,0.00487805,0.01326333,0.0370561,0.0,-0.01262064
2016-03,-0.00446628,0.01365188,0.00156556,0.00645642,-0.00169062,0.0036324,-0.0262069,-0.00170116,0.00292291,0.00528241,-0.0071409,0.01183736,0.01458435,-0.00810413
2016-02,0.01,-0.01429773,0.00584795,-0.01006382,-0.00084424,-0.01112706,0.01945525,-0.01629671,-0.0054407,0.00325336,-0.00081655,-0.01464646,-0.07169288,0.00344319
2016-01,0.04692791,-0.00875365,-0.00887688,-0.01642909,-0.00668896,-0.00711997,0.0301928,0.00394477,-0.00718391,0.00040717,-0.00674946,-0.03050847,0.0,-0.00419029
2016-00,0.00048567,0.0,-0.00115652,-0.00215105,0.0012474,0.00719166,-0.04922547,0.00852515,-0.00356761,-0.00364668,0.00027122,-0.00191939,0.0042333,-0.00024777
2015-51,-0.01394901,0.01010526,0.00503486,0.00989144,0.00083195,0.00651466,-0.02676999,0.00284981,0.00358166,0.000814,0.00868857,0.02285992,0.0,-0.00074276
2015-50,0.00481464,-0.01288446,0.00271528,0.00362231,0.0079698,-0.00217234,-0.0263789,-0.00056948,-0.00071736,-0.00446973,0.00054555,0.00048662,-0.01665125,0.00271873
2015-49,0.02938247,-0.01927019,-0.00462428,-0.01097852,-0.01116164,0.0,0.00141794,0.00601547,-0.00425985,-0.00080906,-0.00027152,-0.0171347,-0.0278777,-0.00861432
2015-48,0.00752634,0.03435115,-0.00076982,-0.00379507,0.0,0.01060329,-0.02929756,0.0,-0.00106308,-0.00040437,0.00543036,-0.00652377,-0.00224316,-0.01006629
2015-47,-0.00648056,-0.0260223,0.00077071,0.00023697,0.00123762,0.00476365,-0.04256804,0.0,0.00283386,0.00447883,0.00244565,0.00140056,0.01318182,0.00049213
2015-46,-0.0015015,-0.02096774,0.00386548,0.00740033,0.0,-0.00146359,0.0,-0.00992626,0.00248756,-0.0036393,-0.00810154,0.00515464,-0.03014184,0.00345935
2015-45,0.01687117,-0.00839664,-0.00423729,-0.00854498,-0.00124224,0.00036643,0.01147776,-0.00676056,-0.00638524,0.0,-0.0002694,-0.01851852,-0.01613607,0.00223936
2015-44,-0.01809045,0.00240481,0.0,0.00213321,-0.00206101,0.00403078,-0.00818214,-0.00392707,-0.00352609,-0.00282714,0.0078442,-0.01491188,0.02183601,0.00175263
2015-43,-0.02097561,0.00604839,0.00115518,0.00118652,-0.00656007,0.00590188,-0.00218818,0.01220551,-0.00246132,-0.0016129,-0.01186304,-0.003615,-0.01061008,0.0005015
2015-42,-0.0313253,0.00404858,0.00192456,0.00643623,0.00205339,-0.00763636,-0.00550459,0.0,0.00070373,0.00040241,0.00080994,0.00496614,0.0,-0.00251193
2015-41,0.00632296,-0.01789264,0.00231303,0.00310411,0.00575895,0.00255195,-0.01521739,-0.00648618,0.00140696,0.00321673,0.00188832,0.00224417,0.0,0.0040404
2015-40,-0.00583658,0.00801603,0.00620636,0.0057623,0.00829876,-0.00072701,-0.08198452,0.00254453,0.00105671,0.00080321,0.01084599,0.02800735,0.0,-0.00677541
2015-39,-0.01269394,0.00040096,0.00351975,0.01077111,0.00711297,0.01285347,-0.03305498,-0.01145892,0.01035345,0.00848485,-0.00487541,0.02740385,-0.01500858,-0.00224663
2015-38,0.02088392,0.00735294,-0.00812693,-0.0093908,-0.00869205,-0.01462719,-0.08169935,-0.00250906,-0.00740219,-0.00601443,0.00027203,-0.01628664,-0.01016518,0.00302191
2015-37,0.01280788,-0.00079713,0.00623053,-0.0002412,0.00373134,0.00035702,0.05413005,0.00532511,0.00352609,0.00040177,-0.01270957,0.0037296,-0.00211327,0.00629564
2015-36,0.00545094,0.01455722,0.0035074,-0.00120395,0.00333056,-0.00106724,0.00320856,-0.00335196,0.00141044,-0.00120385,0.0,-0.00323774,-0.00504626,0.00050264
2015-35,0.00589681,0.00121457,-0.00544747,-0.01199904,-0.00374688,-0.00356125,0.02649254,0.0,-0.00598802,0.0,-0.00350404,-0.02820746,0.01493811,0.00957179
2015-34,-0.02495202,-0.01480592,0.0042885,0.0111138,0.00879397,0.00178763,-0.00255474,-0.00500278,0.00352361,0.01009285,0.00163621,0.03842505,-0.00593975,0.00812183
2015-33,0.03965863,-0.01155839,0.01564333,-0.02232667,-0.0115037,-0.00568586,0.02238806,0.00756091,-0.01039141,-0.00039936,0.00327422,-0.03579319,0.0,-0.00176678
2015-32,0.00656897,-0.01569243,-0.00191644,-0.00233973,-0.00367948,-0.00284394,0.00789771,0.0,-0.00311203,0.00039968,-0.00623306,-0.0100349,0.0,0.00534759
2015-31,0.00304105,0.0169697,-0.00115075,0.00070307,-0.00081867,-0.00569801,0.06831339,0.00394255,0.00034662,-0.00159872,0.00273373,-0.00044033,0.0,-0.00503145
2015-30,-0.0075,0.01330645,0.00153669,0.00942951,0.00122699,0.00752149,0.00387447,-0.00671329,0.00382343,0.0,0.0010917,0.01192053,-0.01114923,-0.00401003
2015-29,0.02459016,-0.01548233,-0.00344564,-0.01069519,-0.00203749,-0.00353357,0.0,-0.00724234,-0.00483927,-0.00200481,-0.00785057,-0.02142245,-0.03276649,-0.00717289
2015-28,-0.01770359,-0.00590551,0.00230415,0.0077211,0.00203666,-0.00562588,0.0248996,-0.00111297,0.00416956,0.0,-0.00958211,-0.007173,0.0,-0.00759804
2015-27,0.01436634,0.0,0.00076953,0.00565105,-0.0040568,-0.00488656,0.00728155,0.01755379,0.00034746,0.00120385,-0.00580935,-0.00042283,0.0,0.00639606
2015-26,0.02229299,-0.01266309,-0.00038447,-0.00281228,0.00080939,0.00387051,0.0,-0.01588186,0.00138552,-0.00160064,-0.00705145,0.0029301,0.0020475,-0.00868936
2015-25,-0.02231448,0.0,-0.00382555,-0.00162526,-0.00482121,-0.00314575,0.0,0.00055757,-0.00651578,-0.00518755,-0.00078206,-0.00453234,-0.00244598,-0.00333651
2015-24,0.00679206,-0.00267891,0.00499808,0.00093545,0.00282258,-0.00243648,0.0,0.00251537,0.00447813,0.0019992,-0.00390016,0.00664176,0.0,-0.00616991
2015-23,-0.00521105,0.00538669,0.00076894,0.00257913,-0.00080418,0.00174338,0.03862301,0.0,0.00068799,0.002,0.00967573,0.00290336,0.0,0.00475737
2015-22,0.0,0.0,-0.00421456,-0.00511152,-0.00478469,0.00139179,-0.00401606,0.00252171,-0.00750597,-0.00635677,0.00658068,-0.01104294,0.0,-0.00094362
2015-21,0.0,0.0,0.00153492,-0.00185658,-0.00159172,0.00139227,0.04421053,0.00111328,0.00034153,0.00279218,0.0,-0.00203087,0.0,0.00425935
2015-20,0.00472689,-0.01006581,-0.00076423,0.00231965,0.00518962,0.00174459,0.01149915,0.0,0.0003406,-0.00277118,0.00261643,-0.00714853,-0.00409333,0.00642551
2015-19,-0.03132895,0.00776398,0.00459946,0.00349406,0.00359569,-0.00383142,-0.00844595,0.0,0.00547383,0.00079239,-0.00156495,0.01401121,0.00123203,-0.0009508
2015-18,0.01748808,-0.0253884,0.00191939,0.00139632,-0.00079523,0.00069857,-0.0275154,-0.00222161,-0.0010218,0.00198965,-0.00468506,-0.00039809,-0.01814516,-0.00403035
2015-17,-0.02329193,0.04473476,-0.00306044,-0.00671296,-0.00792707,0.00455023,0.00165153,0.0011108,-0.00305603,-0.00434611,0.01477573,-0.00039872,0.0,-0.00775923
2015-16,0.01664932,-0.00980008,0.0038373,0.00418507,-0.00237812,-0.00383008,-0.03158737,-0.00473802,0.00340368,-0.00039494,-0.00863648,0.00764895,-0.00923695,-0.00445069
2015-15,0.00460829,0.01471758,0.0,-0.00347947,-0.00237248,0.0,-0.01636151,-0.00055479,-0.00068074,0.00158353,0.00262055,0.01799591,0.00932306,-0.00884956
2015-14,-0.02447552,-0.00789266,-0.00191791,0.00512701,0.00357711,0.00139421,0.0043036,-0.00055448,0.0,0.00118906,0.0002624,-0.00040717,0.0,0.01567696
2015-13,0.00250376,0.0,0.00038462,-0.00233372,0.00965795,0.00244841,0.01701622,0.0,-0.00102249,-0.00079083,0.00502114,0.00082169,0.0,-0.00588789
2015-12,-0.00991572,0.0140056,0.00115163,-0.00720093,-0.00837989,-0.00034916,0.0214228,-0.00083241,-0.00747029,-0.00749803,-0.00891219,-0.01425662,0.0524744,0.00881792
2015-11,0.0,-0.03101978,0.00308642,0.00443822,0.01296596,0.003159,0.10707885,0.0,0.01029513,0.01157685,0.00052798,0.02603948,0.08614565,-0.01675198
2015-10,0.0,-0.0200231,0.0026975,-0.00093699,-0.0012131,0.0060177,0.0,-0.00359712,-0.00309811,-0.00199442,0.00369588,-0.02066116,0.00818331,0.01008206
2015-09,0.00749251,-0.01105183,-0.00764818,-0.00210477,-0.01041249,-0.00669014,0.01663202,0.00361312,-0.01191692,-0.00712871,-0.00158353,-0.02771084,0.02173913,0.01545779
2015-08,0.01264542,0.00956023,0.00038432,0.00187398,0.00040016,0.00567175,-0.02156225,0.0,-0.0003413,0.00158667,0.00026302,0.00320513,0.00326797,0.00286875
2015-07,-0.00634456,-0.01846381,-0.00383289,0.00234907,0.00280899,0.00212465,0.01152263,0.00869078,0.00687049,0.00158983,-0.00909327,-0.00477327,0.00777414,-0.00023975
2015-06,0.0,-0.01933283,0.0,0.00805496,0.00361736,0.00320741,0.03184713,0.0,0.01143451,0.00479616,-0.00388098,0.01164659,-0.00324807,-0.00782918
2015-05,-0.03387405,0.01636151,0.00812065,0.0095511,-0.00159936,0.00537442,-0.02755906,-0.00279252,0.00242634,0.0,0.00915751,0.01056911,-0.00040933,-0.01309942
2015-04,0.00520833,-0.00078462,0.00077012,-0.00687693,-0.00119808,-0.00499821,-0.028,0.00901408,-0.0241213,0.00119808,-0.00520562,-0.01337657,0.01411374,0.0004686
2015-03,-0.00864553,0.00513225,-0.00077131,0.00837321,0.00240577,0.00611731,-0.00614502,0.0,0.00696379,0.00280224,0.00364964,0.00574713,-0.00787402,0.00899834
2015-02,-0.01280228,-0.03172783,0.0,0.00456621,-0.00478088,0.00108108,0.05791667,-0.00252384,0.00489168,0.0,-0.00512821,0.00658707,0.04413674,-0.01013912
2015-01,0.04303797,-0.02446256,0.003885,0.0105922,0.0044159,0.01054929,0.0041841,0.04536544,0.01055595,0.00483286,0.00025504,0.01283113,-0.00538302,-0.00188635
2015-00,-0.04035002,-0.00445931,-0.00692574,-0.00736692,0.00240481,0.0,-0.00826446,0.00196684,-0.00728155,-0.00795229,0.00459535,-0.00769542,0.00334169,-0.00824499
2014-51,0.0188212,-0.0077634,0.00346821,0.00717017,-0.00080032,0.0014477,0.01651842,0.0045007,0.0,-0.00079936,0.00539707,-0.00080775,0.09070295,-0.00283353
2014-50,0.01347978,0.00970511,0.00583885,0.01503395,0.00160514,0.01777294,-0.02745902,0.01623932,0.02017699,0.00442122,-0.00231303,0.03764115,-0.02916667,0.00283755
2014-49,0.0245491,-0.00818148,-0.00884615,-0.01144492,-0.00398724,-0.00326679,0.00369914,0.0,-0.01145436,-0.00478469,-0.00256542,-0.02502018,0.02736212,-0.00023635
2014-48,-0.02002002,0.00521804,0.00076894,0.00238322,-0.00435816,0.00616165,-0.01614238,0.00028377,0.0,-0.00119474,0.00669241,-0.00633914,0.01502791,0.00188902
2014-47,0.0152439,-0.0003701,-0.00038241,0.00094922,0.00078989,0.00325969,0.00951593,0.0,0.00206968,0.00239425,-0.00128568,-0.02546296,0.0,0.00592979
2014-46,-0.00301811,-0.00036982,0.00076687,0.00477441,0.00356718,0.00951336,0.00587002,-0.00113379,0.00801673,0.00241061,0.0012837,0.01244168,0.00203583,0.00166706
2014-45,0.00505561,-0.0003723,0.00191939,0.00095465,-0.00079051,0.00367782,0.00460637,-0.00730542,0.0,0.00080613,0.00258198,0.0,0.0,-0.00403992
2014-44,0.01331967,-0.00074349,0.00076834,0.00023895,0.00078958,-0.00220103,0.00547138,0.00084555,-0.00278843,-0.00120773,0.00207039,0.00272056,-0.00444265,0.00095557
2014-43,-0.01761449,0.00148313,0.00463142,0.01378476,0.00514444,0.00665927,0.0,0.00456491,0.01020767,0.00524405,0.00077539,0.01843137,0.00202184,0.00168067
2014-42,-0.0045,-0.01595359,0.00348567,0.00901779,-0.00275916,0.00482554,0.0,0.00716949,0.01354241,0.00648824,-0.00232438,0.00867508,-0.0004042,0.0007177
2014-41,-0.01956947,0.00400437,0.00116414,0.00367107,0.00079114,-0.00885609,0.00462185,-0.0378198,0.0053918,0.00081136,-0.01398424,0.00759089,0.02189178,0.00096131
2014-40,0.03022541,-0.00254083,-0.00232198,-0.00988428,-0.00434439,0.00219619,-0.01547862,0.00418877,-0.01684802,-0.00922213,0.00179257,-0.02489304,0.00331538,0.00262718
2014-39,0.00934094,-0.00757576,-0.00309358,-0.00264487,-0.00158228,0.0095518,0.02201911,0.00055882,-0.00558659,-0.00279888,-0.00281258,-0.02257941,-0.02662364,0.00979455
2014-38,0.00467775,-0.00214133,-0.00193199,-0.00406407,-0.00549451,0.00589536,0.00711297,-0.0005585,-0.00174034,-0.00279218,-0.01779895,-0.0075643,0.0,0.00478126
2014-37,-0.00572917,-0.00426439,0.0007722,0.00095374,-0.00156433,0.00146843,0.00377992,0.00083846,0.00382875,0.00560448,-0.00376128,-0.00261194,-0.0084,0.01018429
2014-36,0.00365917,0.00360101,-0.00727969,-0.00497866,-0.00737291,0.00146843,0.00084104,0.0,-0.00655398,-0.00119427,0.00125691,-0.01971522,0.0,0.00511073
2014-35,0.0026178,0.0,0.00076687,0.00047393,-0.0003867,-0.00365631,0.00673401,0.00646976,0.00068894,0.00198965,0.00328366,-0.0021692,0.0,0.00293758
2014-34,-0.00156822,-0.0025,0.00153551,0.00071208,0.0,0.00738552,0.007173,0.0,0.00275957,0.00398724,0.00075892,0.0036036,0.0019984,0.00172244
2014-33,-0.00617602,0.0035868,0.00153551,0.00238436,0.0007731,0.00036792,-0.0109152,0.0150312,0.00277585,0.0011976,0.00050594,-0.00252161,0.0,0.00247219
2014-32,-0.00410046,0.00429185,0.0019305,0.00071856,-0.00154619,0.00259548,-0.01048218,-0.00620068,0.00525026,0.00160514,-0.003282,0.00217077,-0.00635425,0.00123793
2014-31,-0.00254842,-0.01026912,-0.0007725,-0.00383234,0.0,-0.01567055,-0.0095515,0.0048145,-0.00245012,-0.00160256,0.00328366,-0.00469993,0.01085645,-0.00591862
2014-30,0.00357143,-0.01054852,-0.0076864,-0.00809331,-0.00656371,-0.00362845,-0.03918367,-0.00702445,-0.01178918,-0.00756671,0.00531511,-0.02449414,0.0,-0.00440529
2014-29,-0.00102302,-0.00733496,0.00077012,0.00119133,-0.00038595,-0.00325497,0.00040683,-0.00140292,0.00243224,-0.00159046,0.00177215,0.00285002,-0.00239808,0.0
2014-28,-0.00153531,0.00882457,0.00115385,-0.00023804,-0.0034642,0.0,-0.00442478,0.0,-0.00277008,-0.00119142,0.009684,-0.00035613,-0.01459566,0.00418204
2014-27,0.0146367,0.0121472,-0.00038506,-0.00379867,-0.00154083,0.00328108,-0.00679185,0.00056148,-0.00345662,-0.00356436,0.00050891,-0.00462469,-0.0043205,0.00740924
2014-26,0.0,0.00071505,-0.00115429,0.00476531,0.00076953,0.00363372,0.00441413,-0.00139782,0.00657439,0.00158165,0.00127389,0.00318923,0.00585937,0.0
2014-25,-0.00678143,-0.00177999,0.0,-0.00166746,0.00502124,0.01654412,0.00201045,-0.00027949,0.00069372,0.0,-0.00959354,0.0057041,-0.00039047,0.0025
2014-24,-0.00827729,-0.00424328,0.00464756,0.00454437,0.00270688,0.00442641,0.00202347,-0.01050885,0.00663176,0.00396825,-0.00050492,0.01488203,0.00274187,0.00025056
2014-23,-0.00569064,-0.0045582,-0.0011592,-0.00262217,-0.0023175,-0.00221321,-0.00479042,-0.00362723,-0.00243563,-0.00197941,-0.00302343,0.0,0.00196464,0.00707071
2014-22,-0.00463679,-0.00631801,0.00309717,0.00720807,0.00466563,-0.0018457,0.00403388,0.00195367,0.00629591,0.00198098,0.00151783,0.00768668,0.00159426,-0.00454316
2014-21,0.00517063,0.00885269,0.00116189,-0.00024021,-0.00038775,-0.00147984,0.00489396,0.0,0.00174948,0.0015873,0.00253614,-0.00291971,0.0,0.00151515
2014-20,-0.01269036,-0.00910364,0.0011655,0.00265316,0.0,0.01046338,-0.002035,0.0,0.0038746,0.00278773,-0.00901578,0.00146145,0.0,0.00126135
2014-19,0.01028807,0.00559441,-0.00349379,-0.00264996,0.00116959,-0.0018546,0.0,0.0,-0.00141093,0.0,-0.00274314,0.00146199,0.0,0.00177081
2014-18,0.01695786,0.02211127,-0.00077791,-0.00024201,-0.00156128,-0.01143911,0.00614251,0.0033604,-0.00317909,-0.00199283,0.00679416,-0.00073556,-0.00353635,0.00176411
2014-17,-0.00358056,-0.00772201,0.00312012,0.00412421,0.0054902,0.00448096,-0.01333333,-0.00138658,0.00927909,0.00561347,-0.00817034,0.00703964,-0.00235202,-0.00326223
2014-16,0.00826446,0.02195034,-0.00155885,-0.00603573,-0.00351425,0.0086727,0.00896861,-0.00276549,-0.00071327,0.00120192,0.00778503,0.00074212,0.0,0.00125471
2014-15,0.00462725,-0.01097345,0.0027408,0.00460829,0.00039032,-0.00186776,0.01523888,0.00305132,-0.00673759,0.00241449,-0.00968463,0.00673653,-0.00077821,0.00552625
2014-14,0.00777202,-0.00035411,-0.00156495,-0.00629083,0.00351837,-0.00562219,-0.00451005,0.0,-0.0046595,-0.00200884,0.01748163,-0.00075273,0.00309358,0.00607903
2014-13,-0.00470958,0.00330154,0.0,-0.00072604,-0.00078125,-0.00519288,-0.02529644,0.0,-0.00426136,-0.00120048,0.0116191,0.00490937,0.0,-0.0037831
2014-12,0.0094687,0.00036697,0.00196078,0.00341048,0.00157356,-0.00667161,-0.0155642,0.00139043,-0.00035638,0.00120192,0.00662083,0.01696222,-0.0103211,0.00456043
2014-11,-0.00475185,0.02164009,-0.00156678,0.00292683,-0.00313725,-0.00294442,0.00344828,0.0077951,-0.00284596,-0.0019976,0.01644479,-0.00420972,0.0,-0.00706001
2014-10,0.01715818,0.00189609,-0.00273865,-0.00557846,-0.00117925,0.00371058,-0.01863118,0.00842223,-0.00637394,-0.00319107,-0.0049402,-0.00609989,0.0034496,0.00657728
2014-09,0.00376749,0.01462101,0.0015674,0.00683761,0.00236035,0.00148588,0.00152323,0.00307263,0.00248139,0.00119713,0.01049043,0.00877193,0.00115119,0.00227388
2014-08,-0.00053792,0.0,-0.00039078,0.00292326,0.0035461,0.00443951,0.00459067,0.0,0.00461648,-0.00119332,0.00394218,-0.0045403,0.00887003,0.00203822
2014-07,0.00267094,-0.00268199,0.0,0.00073189,0.00118577,-0.00147984,0.0,0.0,-0.00035587,0.0,0.00105125,0.00113982,0.01091618,0.00127226
2014-06,-0.01204819,-0.0034078,0.00275265,0.01083477,0.00757576,0.00820896,0.00471698,-0.02310867,0.00900252,0.00402414,0.00793231,0.02192639,-0.00965251,-0.00329782
2014-05,0.0,0.00189538,0.00276571,0.00916976,0.00843373,0.0086858,0.00196928,0.0,0.00981105,0.00323363,-0.00497122,0.02975472,0.0,-0.00654747
2014-04,-0.02542813,-0.01076866,0.00039448,0.00147893,0.00320641,0.00491308,-0.00808314,0.0,0.0028954,0.00443906,-0.00206825,-0.00118671,0.00580495,-0.00125945
2014-03,0.00582011,-0.0029773,-0.00078709,-0.00998053,-0.0075337,-0.00339879,0.0,0.0,-0.01105169,-0.00440705,-0.00566718,-0.01963048,0.0,0.00428752
2014-02,-0.00633245,-0.01318198,0.00039401,0.00024361,0.0,0.00839374,0.00464037,0.01485842,0.00755396,0.00241061,-0.00992114,0.01208577,0.01492537,0.00279827
2014-01,-0.01152436,-0.00109409,0.0023706,0.00535671,0.00277668,0.00380662,0.01645768,0.0,0.0057554,0.00646987,-0.001524,0.00271423,0.0,-0.00353446
2014-00,0.00845219,0.00365631,0.00079051,-0.00603573,-0.00708661,0.00420811,-0.00661736,-0.01485966,-0.00215363,-0.0016129,0.00459418,-0.00539499,-0.00430192,-0.0114656
2013-51,-0.0062435,0.00554119,-0.00316957,0.00121242,-0.0015748,-0.00532117,0.01653543,-0.01426573,0.00071942,0.00404858,0.00255624,0.00816485,-0.00196078,-0.00249563
2013-50,0.00261233,-0.00878799,0.0031746,0.00438596,-0.00158165,-0.0056926,-0.00078431,0.0,0.00689906,0.00366151,-0.00912085,0.00826772,-0.00313112,0.00426707
2013-49,0.00103306,0.00587156,-0.00395413,-0.00606208,-0.0003951,-0.00493171,0.00236967,0.00588565,-0.00615051,-0.00568182,-0.00025445,-0.01557026,-0.00195313,0.0005015
2013-48,0.00312337,-0.0003667,0.00079208,0.00024272,0.00476569,-0.00678733,0.00274725,0.0,-0.00108421,-0.00162075,-0.00330033,0.00117371,0.00312744,0.00351936
2013-47,-0.00511247,-0.00036738,-0.00157916,0.00437424,0.0011853,0.00265655,0.012,-0.0005585,0.00288913,-0.00121065,0.00178072,0.0003876,0.00588235,0.00101036
2013-46,0.01928088,-0.00218739,-0.00197239,-0.0009704,-0.00118483,0.0,-0.00324675,0.0,0.00144561,-0.00040404,0.00230061,-0.00422914,-0.00507614,-0.00301963
2013-45,0.0,0.00257922,0.00276571,0.00731886,0.00794913,0.00341426,0.00162602,0.0,0.00691412,0.0036526,0.00334362,0.00617046,0.00549666,0.00454201
2013-44,-0.00051308,0.01996986,-0.00904088,-0.00679612,-0.01139937,-0.00570342,-0.01045857,0.01183766,-0.00181291,-0.00081004,0.00103279,-0.01181853,0.00235571,-0.00675507
2013-43,-0.00408789,0.00951294,-0.00313725,-0.00339065,-0.01166407,-0.00076132,0.00729335,0.0,-0.00253623,-0.00685484,0.00497773,-0.01511716,-0.00038986,-0.0044843
2013-42,-0.00358974,0.00230858,0.00393701,-0.00266537,0.00586625,0.00844206,-0.00360144,0.0,0.00254268,0.00283286,-0.00026199,0.00532117,-0.00812065,-0.0029985
2013-41,0.00102881,0.00307811,0.00833003,0.00316379,0.00825147,-0.00076249,0.01427406,0.00084459,0.00953079,0.00775827,-0.01010886,0.01621622,-0.00231481,-0.00099726
2013-40,0.01297353,0.01324503,0.0,0.00490316,0.00474684,0.00652341,0.00367347,0.00140805,0.00405306,0.00122449,0.0091647,0.00820312,0.01726845,0.00175175
2013-39,0.0,-0.00735579,0.00039698,0.00565945,0.00755768,0.00536604,0.0,-0.0141196,0.00183891,0.00203832,0.00552196,0.00078125,0.0,0.00224831
2013-38,-0.00713558,0.00388651,0.00079239,-0.00342131,-0.00632661,0.00461361,0.0075535,0.01346801,-0.00146681,0.001628,-0.00470711,-0.00232468,0.0,0.00199501
2013-37,0.00825168,-0.00848438,0.0055666,0.0019603,0.01199041,0.00232288,-0.00041667,-0.01081531,0.00295639,0.00491803,-0.01241915,0.00937866,-0.00272268,-0.00074571
2013-36,-0.00204499,-0.00038506,-0.00238379,0.00469368,0.00443548,0.00585252,0.00168209,0.01749436,0.00409531,0.00206441,0.0036392,0.00394166,0.0,-0.00221839
2013-35,-0.013,-0.00152788,0.00079586,0.00648541,0.00366748,0.00467654,0.00549683,-0.01242065,0.00112528,0.00041408,0.00155885,0.00681909,0.0,-0.00196367
