Week,CGW,CHII,EXI,FIW,FXR,IEV,ITA,IYJ,IYT,PHO,PIO,PPA,PRN,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XLI,XTN
2019-01,0.02191868,0.02837423,0.02211333,0.03670345,0.03785489,0.01631117,0.03719174,0.03532212,0.03479513,0.0336724,0.01913265,0.03276069,0.03379297,0.04073496,0.03134498,0.00566893,-0.06701571,0.06610356,0.03567338,0.03791942,0.03338438,0.04529743
2019-00,0.01156069,-0.0053313,0.01565708,0.00866986,0.01349369,0.01712679,0.0056861,0.01047039,0.00541066,0.00389933,0.0160312,0.00707786,0.00235525,0.01778337,0.01477306,0.05352798,-0.03521825,0.02569018,0.01302062,0.00709579,0.01155528,0.01366018
2018-51,0.04032258,0.0154679,0.04504261,0.04952887,0.05623243,0.02955925,0.0544723,0.05988625,0.05409942,0.05421687,0.0366019,0.05187258,0.06175173,0.05239093,0.05610766,0.01863354,-0.10849673,0.10883621,0.05573858,0.05070802,0.05684281,0.05223733
2018-50,-0.02140575,-0.05705925,-0.04235025,-0.03773159,-0.04924681,-0.02266938,-0.06883633,-0.05223018,-0.0567872,-0.02975558,-0.02081526,-0.06715982,-0.04468293,-0.04378252,-0.05162706,-0.06979405,0.10264228,-0.09858378,-0.04943247,-0.0677613,-0.05032991,-0.0555454
2018-49,0.0,-0.00145666,-0.00919597,-0.00852087,-0.023869,0.00481744,-0.00945601,-0.01649944,-0.03552468,-0.00619835,-0.00342027,-0.00999246,-0.01892449,-0.01538728,-0.01804788,-0.00443459,0.03787047,-0.03982301,-0.01817172,-0.00714881,-0.01676807,-0.04528171
2018-48,-0.03394968,-0.01928571,-0.06549001,-0.04991681,-0.07843137,-0.04607631,-0.05839909,-0.0706518,-0.08317911,-0.0534028,-0.04771533,-0.05629737,-0.06808659,-0.08185389,-0.07685114,-0.0625641,0.11702786,-0.14180533,-0.07415301,-0.05822151,-0.07295545,-0.085462
2018-47,0.00983405,0.03857567,0.02076083,0.01852246,0.02712668,-0.00169533,0.01319415,0.02938628,0.03349665,0.0238255,0.01654944,0.00990099,0.03018182,0.01746235,0.02541251,0.01937567,-0.06567676,0.05995165,0.02960753,0.01063461,0.03270422,0.03585982
2018-46,-0.00247678,-0.00925926,-0.00804418,-0.01106854,-0.00849032,-0.01239368,-0.00509122,-0.01539679,-0.01562666,-0.01368948,-0.00415455,-0.003861,-0.01554873,-0.01911834,-0.00784348,-0.03437164,0.02719907,-0.02755216,-0.01544196,-0.00773404,-0.01585488,-0.00720839
2018-45,0.00619195,0.01895044,0.01187762,0.0112694,0.01570402,0.00900243,-0.00498254,0.01422851,0.02197921,0.01407035,0.0057947,0.0026993,0.00907958,0.00718077,0.01912351,0.00534188,-0.0245614,0.02049689,0.01258529,-0.0029086,0.01411262,0.00969597
2018-44,0.01333333,-0.00218182,0.00558195,0.01806973,0.01564572,-0.0007148,0.01883814,0.01519671,0.01526759,0.01438127,0.01245847,0.02477114,0.01673124,-0.00352598,0.01473053,-0.01336074,-0.02650177,0.02665639,0.01333735,0.01778809,0.01474759,0.01612903
2018-43,0.02555911,0.11607143,0.04239802,0.0376057,0.05711874,0.03275055,0.0606324,0.04695782,0.0477698,0.04037921,0.04776379,0.04967766,0.05407421,0.06176278,0.05663551,0.07760532,-0.09404888,0.10973913,0.04787192,0.06459245,0.0446761,0.06010833
2018-42,-0.02629137,-0.04118993,-0.04260798,-0.0310426,-0.05197889,-0.02707884,-0.04769016,-0.04714605,-0.04546673,-0.02285909,-0.01815112,-0.05319889,-0.04080197,-0.04265183,-0.05251201,-0.04931794,0.08745476,-0.09758641,-0.05074826,-0.04676769,-0.05258776,-0.0471542
2018-41,0.01182327,-0.01749049,-0.01104464,-0.00064226,-0.01811594,-0.00237699,-0.00945673,-0.00692521,-0.01076409,-0.00271831,0.00041911,-0.00620476,-0.02053849,-0.019539,-0.01249461,-0.02556237,0.01537515,-0.01657941,-0.01313102,-0.00917629,-0.01161837,-0.01242642
2018-40,-0.04208654,-0.03343239,-0.05655053,-0.0658238,-0.06702283,-0.03114187,-0.06680341,-0.06387394,-0.06348017,-0.05925689,-0.04116707,-0.06524939,-0.07987736,-0.07111238,-0.06762857,-0.02991027,0.13064628,-0.12918782,-0.06539435,-0.06908533,-0.06599309,-0.05704072
2018-39,-0.00966608,-0.03579098,-0.01402119,-0.00972994,-0.01664685,-0.02146691,-0.00947977,-0.00910607,-0.01736486,-0.00664767,-0.01872075,-0.00488043,-0.02884465,-0.02464495,-0.00870537,-0.0271581,0.0286944,-0.02002239,-0.00652972,-0.01440951,-0.00191939,-0.03126879
2018-38,-0.00611354,0.02848795,-0.00407201,-0.00530139,-0.00331204,-0.01083352,0.0168436,-0.00564827,0.00118197,-0.00843223,-0.00776699,0.01404959,-0.00248409,0.00342419,-0.0077082,-0.00872093,0.018598,-0.01009975,-0.00401825,0.02043751,-0.0029601,-0.00044856
2018-37,0.00492611,0.06095679,0.01867041,0.00371311,0.00352278,0.02595937,0.00426729,0.011444,0.00566213,0.00404355,0.00970874,0.00197336,-0.00991307,-0.00929043,0.0070217,0.0443996,-0.0178444,0.02088254,0.00985791,-0.00404367,0.01619745,0.00103032
2018-36,0.00582751,0.01412873,0.0154775,0.01025641,0.0056444,0.00936715,0.02578039,0.01331947,0.00164777,0.00878294,0.00940439,0.02424242,0.00439727,0.00066622,0.01244317,0.01944729,-0.02299652,0.01590128,0.01091733,0.0238735,0.01382008,-0.00392328
2018-35,-0.00029291,-0.04282494,-0.00264667,0.0051618,-0.00094899,-0.01899593,0.00908252,0.00446194,0.00247194,0.01017165,0.00079051,0.00695859,0.00230521,-0.00922213,0.00275081,-0.01314459,-0.00273038,0.00338189,0.00472189,0.00944783,0.00712777,-0.00222717
2018-34,0.0034904,-0.01040892,-0.00727944,-0.001772,-0.00141978,-0.0180577,-0.00430659,-0.00280954,-0.00922066,-0.00063191,0.00707825,-0.00557338,0.00030888,-0.00173356,-0.00410331,-0.0019685,0.00619835,0.00360732,-0.0061409,-0.00146658,-0.00759162,-0.00516377
2018-33,0.00029231,0.03223331,0.00376481,-0.00019767,-0.00191113,0.0147192,-0.00043879,0.00324675,-0.0068456,-0.00317259,0.0023819,0.0,0.00594959,0.00810482,-0.00397147,0.01307847,0.00067613,0.00224541,0.00062827,0.00264494,-0.00092691,-0.00812168
2018-32,0.00648968,-0.0551124,0.01214985,0.01104196,0.01790532,-0.00611967,0.01448049,0.01712932,0.01983522,0.01095714,0.00479425,0.01619081,0.01279181,0.01823204,0.02264182,0.00410256,-0.02855289,0.03788193,0.01932021,0.00999678,0.02096094,0.01677085
2018-31,-0.0104834,-0.01228324,-0.01197472,-0.0075352,-0.00629998,-0.01972081,-0.00277544,-0.00662429,-0.00712637,-0.0192005,-0.00828076,-0.00793103,-0.0028699,0.00372003,-0.00676679,0.01736466,0.00196721,-0.01083277,-0.00853375,0.00452733,-0.01178046,0.0027339
2018-30,0.00824014,-0.0128388,-0.00231686,0.01957586,0.01813214,-0.01069169,0.01532201,0.01064984,0.01537909,0.01809955,0.00078771,0.01273997,0.01833061,0.0341351,0.01479862,-0.00201207,-0.01093248,0.01203819,0.01078803,0.02420424,0.00783678,0.02024922
2018-29,0.0121734,0.03695492,0.02242152,0.00942237,0.00995025,0.01016575,0.01370482,0.01698383,0.01306173,0.00745785,0.01111994,0.01715086,-0.00404204,0.00284981,0.02459646,0.01840491,-0.02542912,0.02884615,0.02082128,0.01160349,0.02749141,-0.01334765
2018-28,0.01169415,0.00151515,0.01185503,0.0192906,0.0218385,0.00287356,0.0113585,0.01133242,0.02882912,0.01740558,0.00958084,0.01105069,0.02236842,0.02504368,0.02070572,0.01334702,-0.02257053,0.0222912,0.01414819,0.01409076,0.01356777,0.03596547
2018-27,-0.00029958,0.00835866,0.00135333,-0.00490597,-0.00300451,-0.00440335,0.015821,0.00473219,-0.01352556,-0.00259994,-0.0035686,0.0180132,0.00475566,-0.00285755,0.00387564,-0.02477701,-0.00753296,0.02005975,0.00283574,0.01309255,0.00345877,-0.02045839
2018-26,0.02169927,-0.00978179,0.00830929,0.01750729,0.00692308,0.02405264,0.00365841,0.00864189,0.00225286,0.01457919,0.01740186,0.00546249,0.00840054,0.02613318,0.00847607,0.0,-0.03069658,0.03094633,0.00662695,0.00844321,0.00509915,0.00820578
2018-25,-0.00060976,-0.0342124,0.00057366,0.00272422,-0.00308166,0.0033906,0.00526621,0.00091524,-0.0173515,0.00266223,0.00161551,0.00275179,0.00755541,0.00029643,-0.00492135,-0.01652089,0.00178998,-0.00263736,-0.00111882,0.01288811,-0.00085106,-0.02027132
2018-24,-0.01382627,-0.03308063,-0.02057295,-0.01271013,-0.02270484,-0.00288696,-0.02640666,-0.02463454,-0.02544091,-0.01880674,-0.01741195,-0.02606383,-0.02013207,-0.01172434,-0.02245382,-0.01132075,0.05086929,-0.04966979,-0.02628563,-0.02172683,-0.02935979,-0.0100495
2018-23,-0.0077381,-0.02830189,-0.01282051,-0.00533115,-0.00686106,-0.01131173,-0.02642387,-0.00890585,0.00131679,-0.00580645,-0.01400233,-0.02506482,-0.00543913,-0.0068591,-0.00995649,-0.0174954,0.02887139,-0.02197508,-0.0127011,-0.02325324,-0.01532925,0.00165389
2018-22,-0.00177778,-0.00469484,0.00903283,0.01266086,0.01774556,0.00154049,0.01592548,0.01794854,0.01170924,0.01406148,0.00234558,0.01206294,0.01680535,0.02425757,0.01783885,-0.01273885,-0.0310323,0.02068583,0.0185812,0.01762659,0.01711724,0.01427463
2018-21,0.0083958,-0.00666223,0.01261724,0.00586142,0.00832492,0.02163624,0.01066748,0.01196735,0.01445343,0.00295955,0.01435407,0.01100266,0.01095072,0.01165397,0.00826873,0.00556586,-0.02687844,0.0285182,0.00989019,0.01116427,0.01055517,0.00870647
2018-20,-0.00147885,0.02835922,-0.01311653,-0.00540428,-0.00621272,-0.02544366,-0.00420042,-0.01053983,0.00294118,-0.00489077,-0.00892511,-0.00489339,-0.01185835,-0.01379513,-0.01052189,-0.00731261,0.01540436,-0.02033297,-0.01064132,-0.00739496,-0.01014686,0.00184701
2018-19,-0.00653013,0.00204638,0.00396563,-0.00689367,0.00734921,-0.00683615,0.00875531,0.00904321,0.00763439,-0.00687398,-0.00039246,0.00766762,0.01536663,0.02436035,0.01153979,-0.03565062,-0.01789019,0.01966372,0.01134793,0.01021228,0.00999316,0.01008668
2018-18,0.00565476,0.01686578,0.02246939,0.01324643,0.02696396,0.01189446,0.02961992,0.02623577,0.03490137,0.01622517,0.00275049,0.02674186,0.03241297,0.03916614,0.02779494,0.03013699,-0.04358068,0.05842697,0.02560476,0.03408823,0.02708772,0.03270196
2018-17,0.01020102,-0.01929704,0.00124168,0.00468484,0.00498295,0.00043309,-0.01113796,0.00544491,-0.00409593,0.00467446,0.01273378,-0.01503896,-0.00739976,0.00477935,-0.00247328,0.01395349,-0.00115274,-0.01095932,0.00293343,-0.00996205,0.00056545,-0.00097434
2018-16,-0.00029762,0.0256593,-0.01740471,-0.01739491,-0.03045558,-0.00172154,-0.04685804,-0.02801873,-0.00524309,-0.01971558,0.00195084,-0.04422352,-0.03995377,-0.02226658,-0.02751287,-0.01928375,0.05552128,-0.05811652,-0.02916817,-0.04428332,-0.03069227,-0.01507697
2018-15,0.00327284,-0.02704577,0.0093147,0.00979983,0.0045489,0.00366695,0.01478104,0.00845754,-0.00328686,0.00944318,0.00507416,0.01480578,0.00115378,-0.00504664,0.00321761,0.03013183,-0.01470588,0.02684082,0.00936071,0.01423086,0.01161202,-0.0103937
2018-14,0.00845666,0.0,0.01372038,0.01669878,0.01828631,0.01378556,0.01783137,0.02058319,0.02479844,0.01437646,0.00394945,0.01826975,0.01955782,0.02413081,0.01311903,0.0292113,-0.01061321,0.04422492,0.01892721,0.02386802,0.01984239,0.02023692
2018-13,0.00702934,0.04949054,0.00216106,0.01155187,0.00366013,0.01524322,0.00850005,0.00035737,-0.00469069,0.00539811,0.01005632,0.00630063,0.0181569,0.00735412,0.00392979,0.00686275,-0.01240835,0.01362732,0.00276822,0.0104891,0.00014031,0.00903417
2018-12,0.00694444,-0.01386963,0.00527379,0.00338624,-0.00254259,0.0044405,-0.00930562,-0.00431635,0.0019509,0.0,0.0088,-0.00949033,-0.01124339,0.00234082,0.00051025,-0.00958773,-0.01121606,0.02196837,-0.00306502,-0.0089779,-0.00274085,-0.00128061
2018-11,-0.03122212,-0.038,-0.03693495,-0.0453889,-0.04058765,-0.02944408,-0.01793996,-0.04318756,-0.04730015,-0.0412637,-0.02955083,-0.01853814,-0.02195122,-0.04706062,-0.03900561,-0.02649007,0.08328154,-0.06607563,-0.04226863,-0.02017859,-0.04272471,-0.04505341
2018-10,-0.00529101,0.01763908,-0.00824295,0.00308642,-0.00172584,-0.00434783,-0.01678223,-0.00751527,-0.00157348,0.00579151,0.0015625,-0.01222707,-0.00625,-0.00227238,-0.00231042,0.00373134,0.02868318,-0.01917482,-0.00838264,-0.02112916,-0.00767297,0.00494438
2018-09,0.0384498,0.01693767,0.02346171,0.0454448,0.03263344,0.01480663,0.0194292,0.03061644,0.03728023,0.04568357,0.03389831,0.02127286,0.03630363,0.05198922,0.03324029,0.00760456,-0.06062462,0.05846579,0.03316271,0.02509786,0.03181879,0.04254633
2018-08,-0.04247788,-0.01731025,-0.04508153,-0.03814884,-0.03737399,-0.03602831,-0.02777093,-0.03969415,-0.03947575,-0.03876221,-0.04197725,-0.02905278,-0.0397573,-0.0297289,-0.03924466,-0.03842635,0.08441558,-0.07921824,-0.04265568,-0.0216308,-0.04595158,-0.03175592
2018-07,0.01507841,-0.01604278,0.01163676,0.01147715,0.01155779,0.00739291,0.01002165,0.01369023,0.02445001,0.014995,0.01447527,0.00558952,0.0029164,0.0191123,0.00838926,-0.00908265,0.0,0.01978856,0.01432973,0.00655926,0.01527331,0.01718323
2018-06,0.0252075,0.04835319,0.02888247,0.03055255,0.02507035,0.02626352,0.0454759,0.03288511,0.02051647,0.03001364,0.02329383,0.04046974,0.04008016,0.0371512,0.0268124,0.0063234,-0.059988,0.06637356,0.03033182,0.05119577,0.03047697,0.01733826
2018-05,-0.02240388,-0.09041835,-0.01294354,-0.01475374,-0.01535312,-0.0123593,0.00720115,-0.00847814,-0.0209501,-0.0224261,-0.01420455,0.00665311,-0.00852558,-0.01075787,-0.01342166,-0.01190476,0.09691358,-0.02241771,-0.00918915,0.00748283,-0.00853642,-0.02048984
2018-04,-0.02103468,-0.04870335,-0.02728216,-0.01913681,-0.02842809,-0.02976801,-0.01963312,-0.03507066,-0.03963708,-0.02038866,-0.02200303,-0.01405762,-0.02741006,-0.02890436,-0.02957634,-0.05462185,0.04152249,-0.0603089,-0.02815845,-0.02691394,-0.02661208,-0.03524688
2018-03,0.00112423,0.01214834,0.00862427,0.00548001,0.00309156,0.01026694,0.03032783,0.01641166,-0.02164545,0.01314103,0.0,0.03043323,0.00513219,0.0015163,0.01045604,0.0058873,-0.03129161,0.03071545,0.00951013,0.02402507,0.01222022,-0.01763591
2018-02,0.01576383,-0.0051053,0.00333925,0.01189256,0.00986051,0.01023392,0.01096807,0.00843381,0.00741855,0.01496909,0.01650038,0.01044857,0.01898134,0.00701113,0.00826179,0.00426257,-0.01114754,0.02065121,0.004811,0.01212687,0.00296736,0.01562733
2018-01,-0.00967283,-0.02599873,0.02342918,0.00163733,0.02634789,0.01870748,0.03050029,0.0204653,0.03452156,0.00881777,-0.00115518,0.02394443,0.01707356,0.0144749,0.02243774,0.01196581,-0.06246096,0.03633552,0.02554974,0.0232065,0.02867289,0.04094992
2018-00,0.00978981,0.00132188,0.02522936,0.00476882,0.00840544,0.02188042,0.01757403,0.02276311,0.00941923,0.00762852,0.01604697,0.01606876,0.02105609,0.00358535,0.01568003,0.00951557,-0.0326284,0.04790749,0.01646237,0.01568722,0.01966065,-0.00305018
2017-52,0.00665702,0.02760524,0.00352734,0.0062513,-0.00024894,0.00350186,0.00064641,0.00179732,-0.0045874,0.003663,0.00511207,0.00131086,0.00115283,0.00015593,0.00219743,0.01253357,0.0,0.0093172,0.00150949,0.0,0.00258047,-0.00981144
2017-51,-0.00057954,-0.00412371,-0.00066043,-0.01097763,0.00803616,-0.00021882,-0.00284885,-0.00069123,0.01302653,-0.00465426,0.0,-0.00390989,-0.00684708,-0.00278897,0.00629948,0.01086957,-0.00118765,0.00180932,0.0036847,-0.00132786,0.00464354,0.01618677
2017-50,-0.01013905,-0.00342466,0.00480018,0.00230608,0.00407955,-0.00441501,0.02294286,0.00566394,0.0018963,-0.00501169,-0.00948242,0.01687844,0.01082431,0.00824089,-0.00034367,0.00648148,-0.01508121,0.01443682,0.00623441,0.02612265,0.00525442,0.00428639
2017-49,-0.00462161,-0.03799186,0.00391586,-0.00724038,0.00561941,0.0022168,0.00967974,0.00646067,0.00298135,0.00166168,-0.00666144,0.0058857,0.00365449,-0.00858034,0.00698637,-0.0299184,0.00058038,0.01281313,0.00330106,0.01046468,0.00652778,0.00285397
2017-48,0.00348939,-0.00537634,0.01318931,0.01367557,0.03041523,-0.00022129,0.01067218,0.01815442,0.06412967,0.01656525,0.00798403,0.0084275,0.00347797,0.02666238,0.03194258,0.00827206,-0.04914412,0.03620793,0.02764907,0.00824897,0.02881844,0.06256393
2017-47,0.01353339,0.015625,0.0115972,0.01148692,0.008,0.01813704,0.0090827,0.00890594,0.01011116,0.00887069,0.0145808,0.00715529,0.00850425,0.01686865,0.00725163,0.02048417,0.0,0.01748466,0.00859489,0.00971364,0.00829453,0.01206481
2017-46,0.00295334,-0.01406564,-0.00229964,0.00927724,0.00323363,0.00291938,-0.00159028,-0.0020309,-0.00242747,0.00482426,0.00529101,-0.00504854,0.00320189,0.01265191,0.00191623,-0.01916058,-0.00215169,-0.00522273,-0.00292353,0.00076404,-0.00465658,0.00488741
2017-45,-0.00704846,-0.00994695,-0.01540711,0.00086749,-0.01222429,-0.01605807,-0.0177055,-0.0091776,-0.02340401,-0.0112628,-0.00804829,-0.01300937,-0.0105,-0.02224387,-0.01487455,-0.02714536,0.01863014,-0.01933163,-0.01225045,-0.02414685,-0.011186,-0.03364172
2017-44,0.0026643,0.00198413,0.00203206,0.00327368,0.00507343,0.0042054,0.00937044,0.00186808,-0.00414317,0.00862069,0.00486027,0.00615503,0.00420097,0.0141961,-0.00080921,-0.00353982,0.02816901,0.00119958,0.00250341,0.0082284,0.00014349,-0.00587643
2017-43,0.00325636,-0.01944264,0.00169396,0.00542299,0.00398618,-0.00575476,-0.01136175,0.00444222,-0.00028385,0.00758098,0.00162536,-0.0085698,0.00033317,0.01449037,-0.00621339,0.0,-0.01224263,0.00492097,-0.0007512,-0.00716138,-0.00255864,0.0088807
2017-42,0.00325636,-0.01542416,0.00804897,0.00216216,0.00639148,-0.00417491,0.01073594,0.0127632,0.01178894,0.00829589,0.01060792,0.00747413,0.00975446,0.00130869,0.01054984,-0.01131419,-0.01633987,0.0235899,0.0110006,0.01237164,0.01128571,0.01398955
2017-41,0.00775425,0.02210663,0.01042502,0.00435161,0.00697051,0.01309947,-0.00138827,0.00348028,0.00743665,0.0,0.00941851,0.00268714,0.0035509,-0.00016372,0.00385892,0.02236136,-0.01021505,0.00946276,0.00333207,-0.00381398,0.00445338,0.00436388
2017-40,0.00329835,0.02316347,0.00297721,0.00723684,0.00836933,-0.00066534,0.00892506,0.00611799,-0.00216512,0.00731198,0.00370523,0.01107441,0.01064012,-0.00553656,0.00812861,-0.01496479,-0.03284672,0.01642647,0.00569044,0.01085194,0.00619864,0.00302115
2017-39,0.00120956,0.01824324,0.00472677,0.00178333,0.00769654,0.0098346,0.00947405,0.00494283,0.02031694,0.00247525,0.01882058,0.00912336,0.01794195,0.03106862,0.00953691,0.0053286,-0.00827301,0.01191043,0.00607552,0.01011394,0.00349599,0.01991416
2017-38,0.00302206,-0.01432292,0.00859665,0.02159582,0.01421405,0.00467914,0.02202746,0.01101928,0.01961365,0.02162162,0.00250417,0.01667336,0.00631357,0.01771619,0.01508099,0.01169065,-0.05341675,0.02340322,0.01476793,0.02533299,0.01388274,0.02350877
2017-37,0.0009113,0.05263158,0.00682433,0.00668973,0.00904977,0.00223764,0.00616066,0.00985745,-0.01808017,0.004,0.00208594,0.00615764,-0.00177557,0.02109091,0.00829172,-0.00359712,0.0,0.01825796,0.01282358,0.00780094,0.01232897,-0.0090545
2017-36,0.01617922,0.00416089,0.00946675,0.01392495,0.00750144,0.01649863,-0.00559466,0.00522956,0.01383134,0.01788376,0.01661696,-0.00268429,0.00631085,0.00846366,0.01094785,0.0027248,0.01365854,0.01394148,0.00565154,-0.00485699,0.00656388,0.02097526
2017-35,0.00718301,0.002772,0.01795463,0.01648746,0.02069971,0.00365631,0.02306003,0.01871409,0.02176326,0.02001511,0.01461109,0.02177554,0.03236545,0.03087931,0.01821,-0.00709849,-0.03891233,0.04225846,0.01913369,0.02805281,0.01565378,0.03683241
2017-34,0.00882446,0.00490196,0.00413776,0.00794798,0.00438853,0.01132686,0.00760783,0.0070395,0.00018564,0.00151114,0.00776867,0.0084317,0.00859813,0.00589914,0.00643714,0.02917046,-0.0147806,0.01598863,0.0044179,0.00970605,0.00369458,0.0048589
2017-33,-0.01681196,-0.00279916,-0.01035895,-0.02026868,-0.0253489,-0.00780533,-0.01926666,-0.01895771,-0.02702049,-0.01818182,-0.01366937,-0.01921488,-0.02166788,-0.03187397,-0.02198744,-0.03262787,0.0231569,-0.03295765,-0.0225618,-0.02434406,-0.02068549,-0.03822575
2017-32,-0.01790123,-0.03867403,-0.01493251,-0.02375408,-0.0178117,-0.02458831,-0.00741947,-0.01580635,-0.01167386,-0.02314475,-0.01528662,-0.00622278,-0.01759797,-0.02122642,-0.02065453,-0.03195164,0.01340996,-0.03113954,-0.01638692,-0.00975345,-0.01488051,-0.00238182
