Week,CGW,CHII,EXI,FIW,FXR,IEV,ITA,IYJ,IYT,PHO,PIO,PPA,PRN,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XLI,XTN
2017-31,0.00559354,0.0,0.01024714,-0.00718258,0.01319943,0.00957592,0.01855848,0.00375911,0.01083811,0.00332594,0.00683469,0.01758475,-0.01189832,-0.00840637,0.00817257,-0.0169348,0.00578035,0.00647139,0.00753205,0.02464151,0.00833586,0.01380339
2017-30,-0.0052943,-0.01271186,0.0,-0.00438596,-0.01047565,0.00644122,0.00810443,-0.00114899,-0.02152665,-0.00805566,-0.00810926,0.00381356,0.00036004,-0.01149222,-0.00565185,0.01289768,0.02045787,-0.01034424,-0.00366768,-0.00495595,-0.00331875,-0.01587588
2017-29,0.00810979,0.0101083,-0.00609902,0.00903405,-0.0081278,0.00045893,0.00548492,-0.00335264,-0.02325717,0.00882353,-0.00127443,0.00791275,0.00198951,0.00017646,-0.00830611,-0.00684932,-0.01676245,-0.00755668,-0.00710452,0.00526973,-0.00880334,-0.01610619
2017-28,0.02370275,0.03574088,0.01366219,0.01629665,0.00961267,0.02034136,0.01391084,0.01132424,0.00712783,0.01495886,0.01908066,0.01320918,0.02434492,0.01019496,0.00733358,0.02471315,-0.00381679,0.01757979,0.00924303,0.01667138,0.00826943,0.02240289
2017-27,-0.00510204,-0.01263001,-0.00072639,-0.00539653,0.00797721,-0.00163781,0.01309791,0.00061795,0.005981,-0.00557207,-0.00260191,0.01052632,0.00864174,-0.00986958,0.00473082,-0.03211806,-0.00757576,0.00017224,-0.00039891,0.01346705,0.00196404,0.00487893
2017-26,-0.00759013,0.01523229,-0.00157328,-0.00329257,0.00722126,-0.00140252,0.00598024,-0.00046555,0.01227177,-0.00260417,-0.00515464,0.0004416,-0.00951315,0.01100487,0.01082375,0.0333025,0.00046838,0.0073158,0.00289832,0.0124142,0.00121747,0.01615299
2017-25,-0.01036432,0.0076746,-0.01138133,-0.01353875,-0.01651011,-0.00768156,-0.0121959,-0.01468451,-0.0076427,-0.0125138,-0.00256739,-0.01024858,-0.00979667,-0.01400958,-0.01864758,0.01036758,0.00565238,-0.03123417,-0.01695184,-0.01532732,-0.01573269,-0.00854542
2017-24,0.01143947,-0.01462664,0.01207317,0.00469373,0.00316729,0.00493073,0.00628035,0.00971628,0.00162562,0.01045166,0.00863931,0.00397527,0.00413301,-0.00655215,0.00515907,-0.01388889,-0.01071761,0.02443281,0.00884315,0.00072317,0.01251526,-0.00650921
2017-23,-0.00252765,0.01383551,-0.00303693,0.00921115,-0.00057488,-0.01063338,0.0,-0.00109026,0.00145702,-0.00775767,-0.0235492,-0.0032902,0.00243491,0.01611459,0.00115141,-0.0174793,0.00468165,-0.00542053,0.00088853,0.00230448,-0.00091827,0.00830816
2017-22,0.00951475,0.0,0.01984225,0.01964072,0.01715615,0.01611397,0.01656274,0.01314029,0.01863967,0.01912261,0.01062925,0.01346281,0.02015592,0.03906394,0.01344814,0.01674419,-0.02538531,0.03662478,0.01585485,0.01948807,0.01219512,0.02045937
2017-21,0.00446856,-0.00989346,0.0052064,0.0087146,0.01023392,-0.00556457,0.02005674,0.00969793,0.02442719,0.00642479,0.00172265,0.01997307,-0.00151774,0.01207505,0.00662768,-0.02242152,-0.02432552,0.01987963,0.00847458,0.02989737,0.01107817,0.01665361
2017-20,0.00192493,-0.01064639,-0.00062174,-0.00888782,-0.00875657,0.01056834,-0.00384488,-0.00747396,-0.02035973,-0.00227015,0.00303819,-0.00607698,-0.01115523,-0.01772985,-0.00565909,-0.01252236,0.00710164,-0.01763636,-0.00756455,-0.00359658,-0.0067156,-0.01578332
2017-19,-0.0038548,0.00230769,-0.00656347,-0.00888996,-0.00554907,0.00737744,-0.00878874,-0.00785403,-0.00916002,-0.01130795,-0.00305011,-0.00786694,0.00344696,-0.01788618,-0.00837309,0.00636943,0.0139514,-0.01471657,-0.00990099,-0.01837037,-0.00654613,-0.02131336
2017-18,0.01295756,-0.01946108,0.01426962,0.00215414,0.00997653,0.03083273,0.00871938,0.00893213,0.01368066,0.00377501,0.02130493,0.01203451,0.01178061,-0.01506291,0.00988258,-0.016,-0.02028219,0.00565487,0.00938426,0.00207993,0.01179616,-0.00320876
2017-17,0.00684485,0.01421092,0.0021242,0.00095352,-0.00408879,0.00440744,0.00252508,0.00416067,-0.01912268,0.01028963,0.00714286,-0.000453,0.00524374,0.00859599,-0.00631129,0.00445633,-0.06424698,0.00459643,0.00049306,-0.00177331,0.0,-0.01574657
2017-16,0.00397614,-0.01470588,0.00589441,0.01,0.01386377,-0.0005071,0.0115788,0.01330158,0.01666246,0.01090767,-0.00498866,0.01351037,0.02123823,0.02790262,0.00974736,-0.01945181,-0.02282919,0.03050321,0.01256748,0.0127582,0.01060752,0.03315133
2017-15,-0.003,-0.00946832,-0.01086818,-0.01801363,-0.02439024,-0.00203666,-0.01347764,-0.0192824,-0.03283047,-0.01587302,-0.00182815,-0.01140596,-0.01450427,-0.02708679,-0.02147149,-0.01402279,0.03636364,-0.03857791,-0.0200451,-0.01814608,-0.01943913,-0.03804451
2017-14,0.00603015,0.01328413,0.00140971,0.00440313,-0.00029842,-0.00329531,0.00956115,0.00277982,0.00218559,0.00272692,0.00228728,0.0084507,-0.00337235,-0.00444774,0.00019786,-0.01404741,-0.01000417,0.00499232,0.00327704,0.01087789,0.00320461,-0.00715252
2017-13,0.00639731,-0.01026393,0.00631769,0.02312282,0.02208106,-0.00226757,0.01178755,0.01243822,0.02012698,0.0181388,0.00045746,0.0075188,0.01455923,0.0285821,0.01549071,0.02506714,-0.03127572,0.02548638,0.01537547,0.01279285,0.01181039,0.01875733
2017-12,0.00474576,-0.002886,-0.00614046,-0.01226392,-0.02007676,0.00126807,-0.02910337,-0.01670702,-0.01869392,-0.01166407,0.00275989,-0.02489153,-0.03414352,-0.02769231,-0.02053589,-0.03090129,0.03660637,-0.03898526,-0.01763434,-0.03191648,-0.0157093,-0.02792023
2017-11,0.01304049,0.03235515,0.00916129,0.01333004,0.0023571,0.01856148,0.0101461,0.00493288,-0.01128211,0.00621842,0.0097629,0.00895934,0.01206226,0.01993416,0.0039185,0.01913043,-0.01019108,0.01466165,0.00374813,0.00959952,0.0026997,-0.00450197
2017-10,-0.00446889,-0.00523952,-0.00116144,-0.00787402,-0.01078717,0.00703675,-0.00694632,-0.00395225,-0.01343293,-0.00427683,0.0,-0.00390894,-0.01273148,-0.01395433,-0.00613676,-0.01293103,0.0159414,-0.0126913,-0.00637364,-0.01296186,-0.00473859,-0.01577982
2017-09,0.01038062,0.0,0.00595084,-0.00486973,0.00058021,0.01446607,-0.00368559,0.0024996,0.00191663,-0.00538255,0.0084507,-0.00342544,-0.00516154,-0.01504691,-0.00029109,0.01492537,-0.01942568,0.01010101,0.00156986,-0.00678466,0.00300253,0.00163636
2017-08,-0.0079283,-0.00609292,-0.00722674,-0.00342298,-0.00725479,-0.00628437,-0.0045255,-0.00274503,-0.01113891,0.00155099,-0.00562324,-0.00276116,-0.00955292,-0.01117021,-0.00879567,-0.02403433,0.00169205,-0.01338041,-0.00619528,-0.00387366,-0.00504971,-0.00728332
2017-07,-0.00312392,-0.01669196,0.0023407,-0.00588235,0.00558167,0.00500659,0.01175258,0.00702844,0.00305847,-0.00039108,-0.00094206,0.01053864,0.00309598,-0.00231977,0.00656027,-0.00259965,-0.00922045,0.01571483,0.007024,0.00814725,0.00767141,-0.00326797
2017-06,0.01552576,0.04449838,0.0142136,0.01272138,0.015006,0.00532198,0.01838805,0.01529717,0.0181001,0.01713147,0.02115385,0.01534036,0.01714286,0.01953268,0.01820193,0.00795756,0.00040177,0.03086791,0.0158404,0.01948655,0.01590946,0.0163508
2017-05,0.01132743,0.00807103,0.00039662,0.01479809,0.00390273,0.01011715,0.01529184,-0.00349447,-0.00853971,0.01160464,0.01061264,0.00896535,0.01702383,0.01446621,-0.00290669,-0.00176367,-0.00678372,-0.00851991,-0.00196296,0.02414615,-0.00506619,-0.00240207
2017-04,0.01389879,0.01975309,0.01926164,0.03354673,0.02593045,0.00717703,0.01496746,0.01895535,0.03294995,0.02348178,0.00870406,0.01167883,0.02333604,0.02313958,0.02469136,0.00261324,-0.05179128,0.04444444,0.02232413,0.01344,0.02219646,0.02393418
2017-03,0.00035791,0.01589958,0.00374782,0.00256279,0.01072304,-0.00106581,0.00899985,0.00769361,0.01468383,0.00203004,0.00243665,0.0043753,-0.00180941,-0.00257779,0.00853734,0.02129547,0.00553141,0.01876785,0.00893167,0.00802182,0.01132767,0.00916916
2017-02,0.01090116,0.02399314,0.01104377,0.01520227,0.01599016,0.01103634,-0.00035837,0.00905782,0.01940646,0.01513292,0.00098474,-0.00120279,0.0098671,0.02487008,0.01537192,0.01531532,-0.01861187,0.00856618,0.01085446,0.0057261,0.00917431,0.02416006
2017-01,0.00763636,0.03149606,0.01018053,0.00178435,0.00520993,0.0133116,0.00889399,0.00745005,0.00819052,0.00325336,0.00791296,0.01109503,0.00825282,-0.01267886,0.00980392,0.03033088,-0.02348864,0.01263244,0.00459073,0.00586836,0.00868114,0.00150263
2016-52,-0.00109489,0.01524664,-0.00961018,-0.01896334,-0.01791679,0.00657714,-0.01453946,-0.01354877,-0.0155902,-0.01494346,-0.00098912,-0.01154401,-0.01766223,-0.01940352,-0.01655595,-0.0065666,0.03303185,-0.03822169,-0.0139271,-0.01784586,-0.01423841,-0.01810791
2016-51,0.0043956,-0.03463203,0.00299646,-0.00480891,-0.0027339,0.00607399,-0.0001436,0.00050624,-0.00400962,-0.00363343,0.00348259,-0.00048123,0.00743868,0.00018116,-0.00081875,0.00568182,-0.00467108,0.00223714,0.00172563,0.00031736,0.00099635,-0.00055453
2016-50,-0.01589595,-0.01666667,-0.01267188,-0.02356151,-0.01207001,-0.00027503,-0.01221778,-0.01107104,-0.01460077,-0.01315789,-0.01727542,-0.00792888,-0.00718706,-0.01761879,-0.01388748,0.00565504,0.01982554,-0.00968328,-0.01284797,-0.01184273,-0.01220518,-0.01388381
2016-49,0.00545852,-0.02040816,0.01734973,0.02361005,0.03014457,0.0247678,0.00518282,0.02046385,0.03739021,0.01945683,0.0109945,0.00477327,0.02702703,0.03532211,0.02466206,0.04326923,-0.04316547,0.04230293,0.02354583,0.00124902,0.01943374,0.03815223
2016-48,-0.00834846,0.0090312,0.00386154,-0.01085037,0.00682806,0.00923254,0.00178291,0.00205497,0.00882316,-0.00889968,-0.01044776,0.00263979,-0.0159919,-0.01192223,0.00823689,0.03229062,-0.01467821,-0.00145894,0.00588029,0.00220438,0.00844024,0.00888973
2016-47,0.00398262,0.00744417,0.00942873,0.01970317,0.02425961,0.00171478,0.02493802,0.01730553,0.01587606,0.01429155,0.00099256,0.0205379,0.01156891,0.03142536,0.01715609,-0.00790514,-0.02841328,0.03301179,0.01854975,0.02804642,0.01757079,0.01809869
2016-46,0.00625,-0.00504202,-0.00404125,0.01332637,0.00254615,-0.01253918,-0.01071454,0.00130753,0.01124545,0.00538302,0.0010015,-0.01093029,0.01490066,0.01363895,0.00159117,0.0,-0.00980392,0.00151778,0.00304278,-0.00960461,-0.0001715,0.01238151
2016-45,0.00694698,0.00083963,0.02648533,0.06612268,0.06655172,-0.00534158,0.08466567,0.04721305,0.02969146,0.04197317,-0.00247036,0.07885684,0.05048288,0.10176333,0.05860391,-0.01218274,-0.09236292,0.08488317,0.05999046,0.08633726,0.05524259,0.04595322
2016-44,-0.0295389,-0.00518135,-0.01705849,-0.02235261,-0.016,-0.02234013,-0.01880557,-0.01350102,0.00361113,-0.02953767,-0.02916869,-0.01489362,-0.00658328,-0.01712329,-0.01592357,-0.06195547,0.02248635,-0.00930688,-0.01348618,-0.02002459,-0.01286528,0.00235849
2016-43,-0.01532977,-0.03096234,-0.00600171,-0.01415094,-0.00625434,-0.00747508,0.01698854,-0.00369276,-0.00524191,-0.02318718,-0.01871401,0.01184707,-0.02690583,-0.02365364,-0.00635137,-0.03445065,0.00452342,-0.00291191,-0.00394345,0.01302176,0.0,-0.00941176
2016-42,0.0075594,0.02487136,0.00186674,0.00730748,0.01093089,0.01146532,0.0016214,0.00055623,0.00178037,0.00426439,0.01018429,0.00216861,-0.00660558,-0.00444821,0.00250627,0.01913876,0.00192246,-0.00633374,-0.00086856,0.00308194,-0.00147357,0.01195133
2016-41,-0.01349432,0.00777874,-0.00881684,-0.0192997,-0.01866574,-0.02100382,-0.01535877,-0.01062758,-0.01226779,-0.01678556,-0.01385571,-0.01072386,-0.01755853,-0.02079045,-0.01512097,-0.02597403,0.02669271,-0.02261905,-0.0097319,-0.01820778,-0.00675182,-0.02100573
2016-40,-0.03361921,0.0,-0.00928531,-0.01765825,-0.00449361,-0.00974817,-0.01190571,-0.0138424,-0.00598676,-0.02100494,-0.02376514,-0.01666667,-0.01087411,-0.0102522,-0.01308494,0.0171592,0.03087248,-0.00697999,-0.01282293,-0.01554496,-0.01475616,-0.00385192
2016-39,0.00862069,-0.00258621,0.01123436,0.01955384,0.02587735,0.00790191,0.00262781,0.01429357,0.02061261,0.01458941,0.01318888,0.00450093,0.00334448,0.01790548,0.02151268,0.0212766,-0.02656609,0.03648069,0.01647352,0.00707839,0.01591658,0.01840491
2016-38,0.01673057,0.02978723,0.02054007,0.01726058,0.01033868,0.01922549,0.02074891,0.01537891,0.01903367,0.02201524,0.0170778,0.01830417,0.01329675,0.01720881,0.01152836,0.01653696,-0.04063492,0.03742661,0.0138191,0.02111532,0.01516272,0.00614305
2016-37,-0.01528308,0.0,-0.02039949,-0.01224603,-0.02035802,-0.03032743,-0.02286488,-0.01457245,-0.01979984,-0.00762389,-0.01133144,-0.01597444,-0.01005657,-0.01726649,-0.01922428,-0.03672316,0.00827498,-0.03865307,-0.01735813,-0.02580417,-0.01608187,-0.0172973
2016-36,-0.03156823,0.01095198,-0.0195859,-0.03451087,-0.02320748,-0.02120329,-0.02875225,-0.03070689,-0.01545206,-0.04188912,-0.03261369,-0.02848928,-0.01724138,-0.02782291,-0.02818777,0.00757576,0.05471635,-0.04743174,-0.02863043,-0.02688638,-0.0280626,-0.01059918
2016-35,0.00760719,0.0,0.0046407,0.00272109,0.002772,0.01735358,-0.00132502,0.00044928,0.01156532,0.00246711,0.00745921,0.00209809,0.00061325,0.00592199,0.00232121,0.01752678,0.00736278,0.01483886,-0.00084175,0.00051894,-0.00250492,0.01649802
2016-34,-0.0113441,0.0,-0.00799215,-0.00354417,-0.00381415,-0.00810373,-0.00970572,-0.00323799,-0.00905666,-0.00780608,-0.00791434,-0.00965805,0.00759442,-0.00123457,-0.00387511,-0.02213667,0.00100503,-0.00873362,-0.00421546,-0.00571132,-0.005199,-0.00700525
2016-33,0.00275672,0.00338123,0.0018261,-0.00108903,0.00521739,-0.00161812,-0.00332998,0.00036007,0.0099082,-0.00082169,-0.00509968,-0.00182577,-0.0040858,0.00498029,0.00410928,0.00095969,0.0,-0.00138153,0.00215719,0.00121422,0.00107585,0.0101277
2016-32,0.01692525,0.0304878,0.01706338,0.0099723,-0.00175377,0.02096552,0.00511569,0.00327005,-0.00691311,0.00623441,0.01515152,0.00582165,-0.00041169,0.00062959,0.00235532,0.00780488,-0.02305943,0.0070028,0.00170293,0.00299454,0.00289645,-0.01332751
2016-31,-0.0069979,0.01682905,0.00490267,0.01036124,0.00564573,0.00082896,0.00742848,0.00741012,0.00836206,0.00207987,-0.0065666,0.00637281,-0.00874161,0.01226475,0.00712186,0.01510574,0.01886792,0.01349432,0.00762995,0.01116032,0.00583516,0.00813366
2016-30,0.01197183,0.00088652,0.00853218,0.01125809,0.01173125,0.0189415,0.01269892,0.00100493,-0.00573753,0.0138539,0.01801802,0.01319688,0.0142268,0.00275657,0.00168995,0.01495513,-0.01328581,-0.00586992,0.00209864,0.01004304,0.00091158,0.00549451
2016-29,-0.00315568,0.00714286,-0.00517762,0.0,0.00212089,-0.00111266,0.00289296,-0.00281103,-0.00172377,0.00627878,0.00047304,0.00295938,-0.00143619,-0.00716997,0.00168426,0.00297324,0.00395127,-0.00838184,-0.00462526,0.00429876,-0.00594916,0.00436395
2016-28,0.0063358,0.03130755,0.01588921,0.01274427,0.024249,0.01990333,0.00548697,0.01508185,0.03627174,0.00714586,0.00666984,0.00540249,0.00494845,0.01392758,0.02141058,0.0182002,-0.02938327,0.02814885,0.01931578,0.00558056,0.01908957,0.03127813
2016-27,0.00932234,-0.02483901,0.01782477,0.02455422,0.03239171,0.00637866,0.02499167,0.02705782,0.03038929,0.0193715,0.01068999,0.02476349,0.02843703,0.04141208,0.03103448,0.00825593,-0.05775528,0.05622285,0.0281508,0.02853945,0.02790963,0.03479079
2016-26,0.06327218,0.04821601,0.05814686,0.05181347,0.06154449,0.07839562,0.0518269,0.05726785,0.06542661,0.04659498,0.05727319,0.05024545,0.05015674,0.06007067,0.06180685,0.06595745,-0.11646476,0.11328125,0.06043841,0.05183752,0.05813259,0.07457122
2016-25,-0.03812213,-0.01892148,-0.04217045,-0.0314756,-0.04390068,-0.070877,-0.02543001,-0.03410475,-0.04734877,-0.01987041,-0.03454894,-0.02618523,-0.02167382,-0.03936662,-0.03948897,-0.00100301,0.06340412,-0.06880395,-0.03505155,-0.02775242,-0.03308271,-0.04977169
2016-24,-0.0007202,-0.0212963,0.00421623,-0.00755594,-0.00072886,0.00855676,-0.00190681,0.00485252,-0.01016746,0.00263158,-0.00146699,-0.00111173,-0.00476603,-0.00066741,-0.00234439,-0.01507538,0.0,0.00608519,0.00268683,-0.00257117,0.00323501,-0.0121476
2016-23,-0.01127555,0.02466793,-0.01217009,0.00057176,-0.01594049,-0.03965471,-0.00220516,-0.00572878,-0.0008858,-0.00601375,-0.02455146,-0.00054825,-0.00300043,-0.00589134,-0.00323064,-0.03651685,0.00394178,-0.01167992,-0.00206145,-0.00432744,-0.0007523,-0.00067843
2016-22,0.009299,-0.00816697,0.00251665,0.01166861,0.0,0.00736096,0.00772682,0.00418132,-0.00663717,0.0065388,0.00866218,0.01117631,0.00431406,0.00332816,0.00256171,-0.0028463,-0.00443131,0.00838628,0.00118977,0.01014199,0.00114047,-0.00683371
2016-21,0.02458716,0.01717557,0.01639344,0.01490313,0.02584934,0.0323751,0.01893939,0.0219588,0.01736581,0.02009826,0.01663405,0.01641664,0.02160494,0.03382421,0.01998097,0.01269531,-0.04204545,0.03873707,0.0213025,0.02120871,0.01818885,0.02487679
2016-20,-0.01017812,-0.00285442,-0.00862838,-0.02050982,-0.00623624,-0.00332779,-0.00762789,-0.01027463,0.01558935,-0.01232394,-0.00243191,-0.00642817,-0.00829151,-0.00230097,-0.003544,0.0058651,0.00859599,-0.04181632,-0.00892678,0.0,-0.01258821,0.01945433
2016-19,-0.00292719,-0.0573991,-0.00374925,0.00357249,-0.01028655,-0.00862789,0.00404381,-0.00357695,-0.03019261,0.0031264,-0.00342633,0.00396938,0.00310009,-0.00712316,-0.00487573,-0.02336904,-0.00880432,0.01277372,-0.00514528,0.00245561,-0.00614086,-0.03273398
2016-18,-0.02288984,0.00360036,-0.01689437,-0.02218381,-0.02390296,-0.03461229,-0.00201647,-0.01152052,-0.02403253,-0.01914708,-0.01812113,-0.00564016,0.00246085,-0.02094123,-0.01483472,-0.03627907,0.01444669,-0.03082803,-0.01601107,-0.00376294,-0.01430992,-0.02602648
2016-17,0.01763409,-0.04584775,-0.00679167,0.01594802,0.00467963,0.00243902,0.01869078,0.00124557,-0.01491462,0.00265369,0.00775946,0.01002578,-0.01291184,-0.00633198,-0.00140713,-0.0397878,0.01287679,-0.00411417,0.00069507,0.02123962,0.00018932,-0.01268923
2016-16,-0.0010989,-0.0008643,0.00768322,0.02033493,0.0100647,0.00788686,0.00394173,0.00516499,0.01071942,0.02016129,0.00096946,0.00399429,-0.00243201,0.00245098,0.00633208,0.05519779,-0.02203778,0.00928314,0.00425406,0.00402376,0.00549451,0.00307625
2016-15,0.01881114,0.02421525,0.02305825,0.03239875,0.03468855,0.02474691,0.02022334,0.02259776,0.03581576,0.0302185,0.02037773,0.01810748,0.01647856,0.03423548,0.02645886,0.0505345,-0.02869081,0.03451043,0.02553408,0.0230315,0.02408235,0.04181985
2016-14,0.00151745,0.00813743,-0.0022779,-0.00187735,-0.00631735,-0.00364861,0.00832595,-0.00458671,-0.01023866,-0.00554529,0.00600901,0.00263389,-0.00022523,-0.00781969,-0.00730889,0.02022245,0.01581921,-0.00903534,-0.00425015,0.00515668,-0.00713735,-0.02168082
2016-13,0.01844735,0.02571166,0.00211416,0.02493687,0.01225399,0.00536875,0.01101537,0.01440329,0.00402989,0.02433318,0.02650357,0.01238938,0.02596811,0.02867801,0.01330935,-0.0079602,-0.02392081,0.03160997,0.01173851,0.0117835,0.01079622,0.00976163
2016-12,-0.01064639,-0.04649123,-0.0169263,-0.01711263,-0.01604668,-0.02083912,-0.01681038,-0.00846057,-0.01853436,-0.00928936,-0.01662469,-0.01167542,-0.00636798,-0.01584022,-0.01441399,-0.03728489,0.02180598,-0.02047872,-0.01220488,-0.01468285,-0.01500475,-0.01702786
2016-11,0.0213261,-0.00999092,0.02497702,0.03180212,0.03868032,0.00808475,0.03596277,0.03146045,0.04916561,0.01225837,0.01751674,0.0310241,0.0307764,0.03928571,0.03171299,0.02804642,-0.05606739,0.06645928,0.03485116,0.03691684,0.03377444,0.04484512
2016-10,0.00310438,0.01655934,0.00494056,-0.00063898,-0.00226929,0.02099886,0.00289226,0.00403307,0.00052438,0.00234522,0.01450026,0.00391684,0.00070225,-0.01106403,0.00122835,-0.0256654,0.00655652,0.00540541,0.00062305,-0.00161616,0.00178253,0.00138376
2016-09,0.03305119,0.1036961,0.04251208,0.04013491,0.04509178,0.04414815,0.02219971,0.03664538,0.04208794,0.03853755,0.03665768,0.02269243,0.03056558,0.04060411,0.03213466,0.08631579,-0.07315903,0.05204573,0.03585313,0.02587992,0.03198032,0.04233188
2016-08,-0.02163651,-0.03203883,0.00368413,-0.00135044,0.00881764,-0.01108195,0.02073754,0.00818039,-0.00224876,-0.00839921,-0.02214022,0.01331269,0.02048281,0.01433241,0.00883143,-0.00847458,-0.02975482,-0.00890937,0.00768232,0.01600674,0.004913,0.00024004
2016-07,0.01700405,0.03472932,0.01650165,0.01452282,0.01663894,0.01279381,0.01895228,0.01228713,0.01143543,0.02158273,0.01693064,0.02015355,0.0208805,0.01558037,0.01428571,0.00763359,-0.02370738,0.02790545,0.01395401,0.01945355,0.01265022,0.01088839
2016-06,-0.00123153,0.02990033,-0.00638978,0.00354108,0.0038693,0.00030239,-0.02392484,0.00265018,0.01774261,0.0,-0.00056054,-0.01417526,0.00906971,0.00609594,0.00585831,-0.05053763,-0.00300236,-0.00411664,0.00125485,-0.02079685,0.00107666,0.02104443
2016-05,-0.02216944,-0.03909465,-0.01150748,0.00247875,-0.00294489,-0.02616446,-0.01431008,-0.00939423,-0.00281573,-0.01767677,-0.02598091,-0.02147526,-0.03486954,-0.0334525,-0.00934579,-0.02857143,0.01486906,-0.02122103,-0.00393479,-0.02562474,0.00342759,-0.00688249
2016-04,0.04660841,0.02160494,0.04124594,0.05849269,0.0494045,0.03137951,0.0173888,0.04363964,0.03763441,0.0704,0.05063996,0.0157679,0.03977845,0.04606831,0.04300475,0.05913978,-0.08138101,0.05688519,0.04171535,0.01334194,0.04070285,0.0504065
2016-03,0.01420811,-0.02994012,0.00390029,0.01645475,0.01938326,0.01602374,0.00410071,0.00511737,0.01731902,0.030563,0.01498335,-0.00248293,0.0145327,0.01866667,0.00902277,0.0593505,-0.01833715,-0.00517598,0.00474537,0.01053763,0.0,0.03567508
2016-02,-0.026574,-0.06467181,-0.02334111,-0.01619433,-0.02714165,-0.03328509,-0.03395881,-0.02144334,-0.03316667,-0.02469136,-0.02903226,-0.026522,-0.0234375,-0.03005394,-0.02842899,-0.0639413,0.04995618,-0.0428999,-0.02621807,-0.03854829,-0.02211724,-0.03638743
2016-01,-0.04251969,-0.07651246,-0.04741516,-0.05503634,-0.0621536,-0.05046884,-0.03689939,-0.05305996,-0.05596488,-0.07372401,-0.06300403,-0.03228647,-0.03634669,-0.04847747,-0.05048693,-0.09695291,0.09817132,-0.06970509,-0.05406847,-0.04086064,-0.04923391,-0.06466569
2016-00,-0.00849421,-0.01332223,-0.01384402,-0.00911239,-0.00544747,-0.01419389,0.00052466,-0.00363783,-0.00746724,0.0,0.000999,-0.00462161,-0.0027248,-0.01214102,-0.00563627,0.00090909,-0.00571713,0.00344037,-0.00397199,0.00746415,-0.00620869,-0.00640721
2015-51,0.02282566,-0.01877551,0.02800944,0.04303709,0.03671189,0.02852441,0.01773521,0.02571517,0.02831583,0.02472658,0.02238047,0.02204586,0.0200692,0.02884386,0.03244914,0.05656759,-0.03512936,0.05423123,0.02617801,0.01967018,0.02540984,0.03097024
2015-50,-0.0162917,0.01969178,-0.01110937,0.00349895,-0.0162763,0.00055142,-0.01005696,-0.01304035,-0.01854559,-0.00047461,-0.01603206,-0.00474074,-0.00691563,-0.01300236,-0.01445752,-0.06980961,0.00886015,-0.00623145,-0.0111714,0.00100341,-0.01404723,-0.01821232
2015-49,-0.03466466,-0.06320908,-0.03021561,-0.03655265,-0.04165089,-0.03761589,-0.02600657,-0.02925027,-0.04535479,-0.02142524,-0.03094303,-0.02841561,-0.03022222,-0.04579125,-0.03355206,-0.03697334,0.05332993,-0.06349206,-0.03213513,-0.03202778,-0.03088497,-0.0471097
2015-48,-0.00186986,0.0,-0.00376563,-0.00689882,-0.01506245,0.00026316,0.0,-0.00697652,-0.01920615,-0.00275229,0.00097609,-0.00256996,-0.00460728,-0.00830964,-0.00838804,-0.04527403,0.01057082,-0.02299465,-0.0036716,-0.00095694,-0.00333791,-0.01810554
2015-47,0.00678222,-0.03819174,0.00286274,0.01130319,0.00442641,0.00902815,0.00344323,0.00186201,-0.00098129,0.0018315,0.00293255,0.00113863,0.01078108,0.01771479,0.00425635,0.02770986,-0.00132979,0.0,0.00203231,0.003443,0.00019512,0.0043611
2015-46,0.02021358,0.03080569,0.01830384,0.02041511,0.02066892,0.01146973,0.02451283,0.02155689,0.03136412,0.00460617,0.01133563,0.02742124,0.02166065,0.02357208,0.02257224,-0.02060222,-0.05390287,0.05953384,0.02111146,0.02655912,0.02141582,0.03411897
2015-45,-0.01413293,-0.03596021,-0.01458967,-0.02552906,-0.02810651,-0.023219,-0.02629034,-0.01916584,-0.02484211,-0.03499327,-0.0243546,-0.01968273,-0.01664043,-0.02564103,-0.02064136,-0.02814699,0.0319448,-0.02598468,-0.01737968,-0.03460342,-0.01697927,-0.02791712
2015-44,-0.00599925,0.00674663,-0.00315789,0.01036443,-0.004,-0.01719271,-0.00346051,-0.00049251,0.00028005,-0.00703297,-0.0109576,-0.00635471,0.00022202,0.00661084,-0.00315956,-0.00611621,0.0046729,-0.01387407,0.00142682,-0.00534555,-0.00078309,0.01255955
2015-43,-0.01013894,-0.02771699,-0.00392275,-0.00068004,0.00744602,-0.00721464,0.01682543,0.00169695,-0.01854693,0.01080108,-0.01098901,0.01961367,0.01273306,0.00202748,0.00493583,-0.00305344,-0.0136123,0.0019321,-0.00329286,0.02074689,-0.00492708,-0.02048297
2015-42,0.01985491,0.02720588,0.03511236,0.05827673,0.02972561,0.01088647,0.03471393,0.03281893,0.02393844,0.021043,0.01544402,0.03593366,0.01877608,0.01983132,0.03236906,-0.00594796,-0.07017958,0.08047337,0.03342884,0.03191057,0.03881512,0.01668496
2015-41,0.01349788,0.02590674,-0.0104712,-0.01278409,-0.03133063,0.00519076,-0.02286996,-0.01179341,-0.02187282,-0.01177536,0.0057971,-0.02364562,-0.0124338,-0.00949367,-0.02430254,-0.01240876,0.02444988,-0.02492123,-0.01527197,-0.02875148,-0.01570364,-0.02420575
