Week,CARZ,CROP,DPK,DZK,EFO,EFU,FDTS,FLM,FTAG,FTRI,IDMO,SOIL
2016-08,-0.01461378,-0.00294334,0.02877501,-0.03218941,-0.02648221,0.02025862,-0.01245995,0.01814974,0.00489396,-0.03837209,0.05360043,0.01174935
2016-07,0.01506997,0.00640301,-0.03380282,0.02969457,0.00655738,-0.01814807,0.0303712,0.03213268,-0.00757576,0.00850547,0.0,0.03794038
2016-06,-0.02834302,-0.00187547,0.02814815,-0.03312028,-0.05653266,0.01788945,-0.04851944,-0.0202525,-0.00769654,-0.01980198,-0.0217161,-0.02018843
2016-05,-0.06331223,-0.004858,0.08810198,-0.09236546,-0.02446483,0.0515577,-0.061286,-0.02017435,0.00542594,0.0,-0.02074689,-0.00263505
2016-04,0.02318445,0.02946955,-0.09366958,0.09688013,0.09740803,-0.05448519,0.03938417,0.05174678,0.03547297,0.0904325,0.0336408,0.04109589
2016-03,-0.00167168,0.0188755,-0.04641673,0.03478261,-0.03275374,-0.03012172,0.00960854,0.01215645,0.01343785,0.04078947,0.0,-0.036
2016-02,-0.03173045,-0.04112221,0.10196292,-0.10659011,-0.0651022,0.07152146,-0.05429714,-0.02609363,-0.03425775,-0.04081633,0.0010433,-0.03741935
2016-01,-0.07049529,-0.02033133,0.16001248,-0.14582432,-0.08156152,0.10323648,-0.02532468,-0.04727448,-0.04754522,-0.06900585,-0.05853895,-0.06998814
2016-00,-0.00441436,-0.00332103,0.02241552,-0.02723268,-0.00366057,0.01637311,0.00224215,0.00403705,-0.02525498,0.0104773,-0.00417053,-0.01274623
2015-51,0.01783061,0.02770398,-0.06702329,0.06836518,0.04680999,-0.04760771,0.01072125,0.02476557,0.07058824,0.0058072,0.05107399,0.03353293
2015-50,0.01323706,0.02861623,-0.00984313,0.00258676,0.01192982,-0.00983376,0.02325581,-0.00286465,0.02773723,-0.00816803,0.02707838,0.00958084
2015-49,-0.03520512,-0.0288425,0.11708319,-0.10918544,-0.02922078,0.078125,-0.04262087,-0.02739726,-0.06857911,-0.04347826,0.0,-0.032
2015-48,0.00261172,-0.00151515,-0.01138716,0.0076118,0.00598237,-0.00684584,0.02242871,-0.00274035,-0.05276074,0.0104712,-0.02388189,-0.00445434
2015-47,0.00763135,-0.00149254,-0.01062008,0.00860914,-0.00753532,0.00689127,0.00644953,0.00574317,-0.00571662,-0.01741803,0.01364437,0.0
2015-46,0.02567931,0.01915709,-0.04405874,0.0447322,0.06237492,-0.02923687,0.01482213,0.01084699,0.03915911,0.02862986,-0.03026428,0.01122334
2015-45,-0.0215721,0.00543478,0.05172414,-0.04977812,-0.05014281,0.03398301,-0.00816727,-0.01743519,-0.0469428,-0.08590103,0.0,-0.00223964
2015-44,-0.00869313,-0.01068702,0.03753158,-0.0365634,0.00182094,0.02429467,-0.01229121,-0.02613357,-0.06096294,-0.05185825,-0.00082781,-0.01523395
2015-43,-0.00466065,-0.00605373,0.0341074,-0.0373732,-0.02064986,0.02073491,-0.00754954,0.00180383,-0.0524032,-0.02739726,-0.02262443,-0.02473118
2015-42,0.02265276,0.0307393,-0.04987792,0.05282738,0.02076875,-0.0334525,0.0078964,0.00089969,-0.01248357,0.0292851,0.0141844,0.00432432
2015-41,0.00328064,-0.001554,-0.02106354,0.0160149,0.02771583,-0.01218583,0.00253325,-0.01148664,-0.02768482,-0.02186235,-0.01211143,0.01314348
2015-40,0.05116133,-0.01049767,-0.06927808,0.07012678,0.05929648,-0.04873909,0.00445293,0.04734411,0.16720488,0.18173346,0.07789382,0.04853273
2015-39,0.06329538,0.02323651,-0.10993772,0.11402482,0.03684971,-0.06906257,0.02730951,0.01191634,0.06535433,0.08562368,0.001396,0.01393728
2015-38,-0.04424505,-0.00124327,0.06513761,-0.06783145,-0.06571816,0.04348843,-0.02459823,-0.02705202,-0.05458362,-0.09383378,-0.05458515,-0.06524064
2015-37,0.02447336,0.00927879,0.00030665,-0.0093401,-0.00166667,-0.00117426,0.03418231,0.00023143,0.00820513,0.00615655,0.00835532,-0.01781971
2015-36,-0.00185414,-0.01167153,-0.00312012,0.00318916,0.05485232,0.00808369,0.01622718,0.00909727,-0.0112628,0.00433276,0.01359966,0.00421053
2015-35,-0.0326087,-0.04269294,0.1168625,-0.11759082,-0.07990941,0.07341222,-0.05617619,-0.01798725,-0.04487389,-0.05570061,-0.03372681,-0.03125
2015-34,0.06011107,0.03147293,-0.12169463,0.14154764,0.10466761,-0.08866117,0.02829561,0.08115442,0.03076403,0.10769231,0.03431798,0.02051836
2015-33,-0.07310628,-0.06352851,0.20315434,-0.18112205,-0.09306213,0.12944984,-0.1067513,-0.04986643,0.00900032,-0.04584041,-0.08433253,-0.07163886
2015-32,-0.02418208,-0.02372881,0.06596943,-0.06478791,-0.02947539,0.04276409,0.01447091,0.01906685,-0.01794145,-0.04196933,-0.02834951,-0.01360544
2015-31,0.01158078,0.00266667,0.00466019,-0.0031598,-0.00882515,-0.00082713,-0.00956938,-0.00624164,0.00621321,0.01013514,0.012749,0.0110664
2015-30,0.0143906,0.00841622,-0.06332357,0.0645777,0.04609218,-0.04561124,-0.03380526,0.02654462,0.01098191,0.02538071,0.01104536,0.01495513
2015-29,-0.01550388,-0.00558243,0.07271997,-0.07187184,-0.04361702,0.04902239,-0.00563798,-0.01259669,-0.05913661,-0.06727135,-0.00614439,-0.025
2015-28,-0.00771649,0.0074239,-0.03649635,0.03372986,0.01642036,-0.02095396,0.01961376,0.00288121,0.00545037,-0.01450326,0.00829563,0.01943635
2015-27,-0.01151362,-0.00152149,-0.08295573,0.07131201,0.07807896,-0.05694409,-0.00417039,-0.01806311,-0.04621622,-0.0243553,0.02561205,-0.01156069
2015-26,0.00862549,0.00633383,-0.01709091,0.01430793,-0.00253879,-0.0058464,0.0276775,0.0,-0.03156019,-0.03351206,0.01315295,-0.01221805
2015-25,0.00108137,-0.00399419,0.01993491,-0.02150538,-0.01914618,0.01775487,-0.00642899,0.0,-0.04954429,-0.00262812,-0.00844476,-0.00376648
2015-24,-0.00081922,0.01152416,-0.02102891,0.01210153,0.00964453,0.00110803,0.01270686,0.01257862,0.01597901,-0.02415766,0.01058008,-0.00382409
2015-23,0.00875034,0.0093985,-0.03133159,0.0293242,0.02924296,-0.02537797,0.01016746,0.00429369,-0.00883105,0.01802962,0.0036245,0.00382775
2015-22,-0.02154255,-0.00074599,0.03405573,-0.0380613,-0.00053836,0.02542139,-0.00832838,0.01464255,-0.03746333,0.02397926,-0.00144613,-0.0206379
2015-21,-0.00608144,-0.01176903,0.00314095,-0.00604527,-0.02898185,0.00674726,0.00388176,-0.00407463,-0.00315956,-0.01877347,-0.00179727,-0.00184843
2015-20,0.0020915,0.00815721,0.0087573,-0.01131877,-0.00998004,0.00581734,-0.0026393,0.00633847,-0.02748775,-0.05453502,-0.01734104,0.00183655
2015-19,0.00052507,0.0314871,-0.05868358,0.05978186,0.04156863,-0.0338696,0.01885099,0.0165378,0.00918215,0.02130109,0.02209182,0.01297498
2015-18,0.00839675,-0.00678222,-0.02842479,0.01865569,-0.01185771,-0.01637493,-0.00089499,-0.00957243,0.01455889,-0.01237345,0.02060775,0.00646353
2015-17,-0.02124352,-0.01171137,0.02025932,-0.02166355,0.01591311,0.01087268,-0.00059934,-0.00987395,0.01044909,0.04917062,0.00839454,-0.00277778
2015-16,0.01996274,0.0146379,-0.05807419,0.05934889,0.05661882,-0.03228432,0.00091213,0.00770218,0.00747113,0.05927835,0.05754885,0.02887392
2015-15,0.00508974,-0.01142857,-0.01109467,0.00581311,0.03245875,0.00737907,0.00399877,0.01499022,-0.00731383,0.04056795,0.03416605,-0.00753296
2015-14,0.0061008,0.02393822,-0.01483129,0.01758465,0.00373134,-0.01348072,0.00215186,0.01703917,0.01459531,0.00200535,0.00073099,0.01724138
2015-13,-0.00904737,0.00904799,0.00683453,-0.00446296,-0.00138966,-0.00079281,0.00604326,0.0,0.01741123,-0.01016949,0.00750469,0.01371205
2015-12,-0.01700319,-0.00898438,0.03979174,-0.04078702,-0.04205483,0.03058187,-0.01015551,0.00807196,-0.04669431,-0.03856383,-0.01338788,-0.02321083
2015-11,0.00909091,0.01105845,-0.08766667,0.08537938,0.06222739,-0.05821573,0.00392029,0.02895112,0.05839416,0.05381818,0.06213817,-0.01062802
2015-10,0.00027152,-0.01797577,0.03231179,-0.03932054,0.00979263,0.02997481,-0.01468668,-0.00727358,-0.0583423,-0.06097561,-0.01611047,-0.02919021
2015-09,-0.01614639,-0.01628538,0.06428824,-0.06505027,-0.06298166,0.03970742,-0.00162707,-0.00778567,-0.06445819,-0.04865557,-0.01962264,-0.03754579
2015-08,-0.00269469,0.003108,-0.00938804,0.01174168,0.02981778,-0.007768,0.00754841,0.00252525,-0.00749064,0.04774536,0.0,0.01680672
2015-07,0.02760144,0.01379582,-0.05698101,0.05072577,0.04512791,-0.03476071,0.00263244,0.02522775,0.0103565,0.00911458,0.01641908,0.02473834
2015-06,0.04082806,0.02383838,-0.0764526,0.07347701,0.02550255,-0.05050024,0.01503006,0.01836192,0.02911831,0.03169252,0.03941487,0.02929687
2015-05,0.01619902,0.00120337,-0.02238355,0.01972556,0.03662665,-0.01836591,0.01314902,0.0285289,0.02721519,0.06442167,0.02978899,0.00492611
2015-04,-0.01807229,0.01392301,0.04857316,-0.04725738,-0.01846247,0.02865262,-0.00067002,-0.02409639,-0.03087836,-0.02262774,-0.00165221,0.0
2015-03,0.01284297,0.0008285,-0.01315037,0.01806152,0.02823604,-0.01503074,0.00475059,0.00614553,0.01087184,-0.01869159,0.0,0.01007049
2015-02,0.00266667,-0.00332226,-0.06264869,0.06433647,0.04336312,-0.04301773,-0.00033512,0.00394186,-0.01382869,-0.10540013,0.0,-0.00506073
2015-01,0.02360775,0.0104734,-0.02360571,0.02875587,-0.01957094,-0.01980831,0.00714043,-0.00387315,0.07847341,0.01024328,-0.04290969,0.04550265
2015-00,-0.02288528,-0.00707744,0.05968833,-0.05567929,-0.02321319,0.04218131,-0.00369004,-0.00469484,0.01438077,0.02406586,-0.01131313,-0.00521921
2014-51,0.01464558,-0.00539643,-0.01686391,0.01202778,-0.20170888,-0.00887229,0.01354096,0.00306676,-0.01341438,0.01141408,0.00764588,0.01048218
2014-50,0.03139149,0.01090604,-0.11720569,0.1214272,0.07973641,-0.0799487,0.02461859,0.05133929,0.02622042,0.06746827,0.01891447,0.04730473
2014-49,-0.03247863,0.00082953,0.12136961,-0.11263959,-0.07570886,0.07995227,-0.03924177,-0.02823642,-0.05080545,-0.04655493,-0.03252351,-0.02330508
2014-48,0.01191827,-0.00570962,-0.00062676,-0.0023622,-0.20089955,-0.00096923,0.00066445,0.01064087,-0.01129608,0.0,0.00039246,0.00943396
2014-47,0.01703233,-0.01193792,0.00347442,-0.00921299,0.02565598,0.01053663,0.00853298,-0.01708002,-0.02895238,-0.0375,0.0070285,-0.02419355
2014-46,0.01414677,0.00596659,-0.03451381,0.02944544,0.01509322,-0.02331057,0.00131883,0.01916627,0.04113924,0.02072539,0.00996016,0.01932859
2014-45,0.01487652,0.0092,-0.00989802,0.01079843,0.00059471,-0.00823529,-0.00097847,-0.02473417,-0.01447038,0.01405975,0.00682731,0.02279793
2014-44,-0.00534442,-0.02893381,0.0325228,-0.03483705,-0.00819432,0.01971028,-0.03019708,-0.0268548,0.00272321,-0.01337209,0.00850547,0.00731452
2014-43,0.03619632,0.02933985,-0.08983051,0.09421658,0.06435795,-0.06162211,-0.00348432,0.0118008,-0.0093367,0.00701344,0.03697684,0.02118644
2014-42,0.00584436,0.00775827,-0.05604958,0.05475763,0.06597671,-0.03772757,0.0144,0.02765088,0.01005025,0.00869061,0.02071251,0.02027748
2014-41,0.01294601,-0.00127986,-0.01278372,0.01150705,-0.01119284,-0.01471529,-0.00356218,0.01587689,0.00928613,0.01405152,0.01314116,-0.00429185
2014-40,-0.04632635,-0.02765167,0.13096982,-0.12708435,-0.06382979,0.08443517,-0.04065798,-0.05293049,-0.01188422,-0.05484765,-0.05618861,-0.03444676
2014-39,-0.02428448,-0.00701031,0.07140659,-0.06921899,-0.05867419,0.04734439,-0.01513775,-0.03146315,-0.04067923,-0.04542996,-0.02917466,-0.01954733
2014-38,-0.00789622,-0.00040568,0.03416557,-0.04347206,-0.03194975,0.02792453,0.00298775,0.00301854,-0.02132273,0.00053419,-0.01237345,-0.00505051
2014-37,-0.00223651,-0.00442834,-0.00630182,0.00438039,0.00887574,-0.00278059,-0.00266036,0.00214179,-0.03814485,-0.02754131,0.00483271,0.00398804
2014-36,-0.00304288,-0.01071429,0.0145664,-0.01509068,-0.00158814,0.0087001,-0.00871333,-0.02256729,-0.04056238,-0.00931373,-0.0109529,-0.01757812
2014-35,0.01025215,-0.00078616,-0.00484094,0.00608355,0.00682415,-0.00545313,-0.00345324,0.00186335,-0.00760149,0.0093046,0.01519644,0.00195122
2014-34,-0.00606395,-0.01278574,0.00623485,-0.01227077,-0.01354519,0.00624675,0.00659593,0.00768592,-0.00221835,-0.02238095,-0.00751611,-0.00769971
2014-33,0.0,-0.0118683,0.0051247,-0.00438416,0.00237906,-0.00025681,0.00690846,0.00167856,-0.03412917,-0.00901328,0.02082572,-0.00288184
2014-32,-0.00027917,0.0015456,-0.02214984,0.02893983,0.03526798,-0.01621756,0.00817996,0.00739801,-0.01164037,-0.01511573,0.00369413,0.0
2014-31,-0.01325601,-0.01622248,0.05491525,-0.0521119,-0.04279638,0.03824435,-0.01798144,-0.02849361,-0.01169951,-0.03934126,-0.01197388,-0.00585938
2014-30,-0.0190528,-0.02769347,0.07536964,-0.07889344,-0.05023984,0.04672153,-0.02571348,-0.03772819,-0.05357669,-0.0388521,-0.02575865,-0.02963671
2014-29,-0.00539374,0.01306687,-0.02016272,0.01428571,0.01525553,-0.01446607,0.00856409,0.0183543,0.03050276,0.03293687,0.00460829,0.01154957
2014-28,-0.00535475,0.00076511,0.00433683,-0.00178822,-0.00731954,0.00160128,-0.00796359,0.00433526,-0.00572135,-0.02379883,0.00639886,0.00095602
2014-27,-0.0120064,-0.00383289,0.0488527,-0.04968405,-0.0377312,0.03723838,-0.00933522,-0.02067131,-0.02110414,0.00225327,-0.0266436,-0.02629108
2014-26,0.01861343,0.01278574,-0.04043716,0.04070131,0.02568579,-0.02877118,0.01395216,0.00814332,0.02564511,0.06210881,0.02058618,0.00093809
2014-25,0.00814332,-0.01046106,0.02449889,-0.01752221,-0.01191067,0.01005162,-0.00142167,-0.0086781,-0.00987616,-0.01429252,-0.00936849,0.0037594
2014-24,0.01672149,0.00859711,-0.03246753,0.03256875,0.02026013,-0.02082221,0.01704217,0.0072566,0.02408293,0.03456914,-0.00103914,0.02194656
2014-23,-0.01251701,0.00195236,0.01724138,-0.01916376,-0.0135836,0.00918671,-0.00833333,-0.01605232,0.01458435,-0.01634473,-0.00585399,-0.0094697
2014-22,0.0212766,0.00194932,-0.02715255,0.02638623,0.01733668,-0.01485805,0.00696662,0.02055352,0.00535106,0.00248756,0.01675393,0.00570885
2014-21,0.00974659,0.00394011,-0.00668308,0.00789133,0.00737538,-0.01227154,0.0120944,0.01678756,-0.00683705,-0.00991572,0.00995733,-0.00758294
2014-20,0.01804641,0.0104,-0.01928281,0.0141996,0.00961538,-0.01048593,0.01975684,0.00590219,0.00535106,0.01765003,0.02217375,-0.00094251
2014-19,-0.0005767,-0.01028481,0.00925609,-0.01284258,0.0013031,0.00722954,-0.01908169,-0.02609947,-0.01143501,-0.01005025,0.00072464,-0.00753296
2014-18,-0.02761341,-0.00833333,0.0077624,-0.0072357,-0.00156128,0.00230003,-0.01726156,-0.01333333,0.00082658,-0.00623377,-0.004329,-0.00475737
2014-17,-0.00168114,-0.00158416,-0.02750491,0.03085651,0.02739362,-0.0215323,0.01878914,0.00950021,0.00465039,0.00051361,0.00652174,0.00573066
2014-16,-0.02277092,-0.00078989,0.00652955,-0.0124533,0.00966702,0.00499376,0.00717703,0.00205973,-0.03828609,0.01302762,-0.00974729,-0.00864553
2014-15,0.01823793,0.0135837,-0.04419546,0.03915053,0.01637555,-0.02620087,0.0151699,0.0191016,0.01177446,-0.0046608,0.01212344,0.02054795
2014-14,-0.02040254,0.00482121,0.03074485,-0.03663366,-0.03736089,0.01441838,-0.02082713,-0.01724492,0.00557715,0.01165872,-0.02401434,-0.00195312
2014-13,-0.02090032,0.00561122,-0.01019758,0.00926836,0.01560818,-0.01508516,0.03480916,0.01903974,0.03906655,0.00530786,0.0606403,-0.01337154
2014-12,0.03518892,0.00765512,-0.06869336,0.06906541,0.04736245,-0.04508482,-0.01176826,0.01278558,-0.01364024,0.05328099,0.0,0.01269531
2014-11,-0.00852757,-0.01355662,0.02756141,-0.03631244,-0.01673173,0.0212917,-0.01369863,-0.00167715,0.0,-0.00767965,0.0003643,0.0029383
2014-10,-0.02808989,-0.02005505,0.09923906,-0.09146767,-0.06862483,0.06480118,-0.0212766,-0.03674219,-0.01466782,-0.03260289,-0.01116715,-0.03339695
2014-09,0.01606992,0.02132797,-0.07258548,0.07031709,0.0447885,-0.04826118,0.03499246,0.02986655,0.02548438,0.01095462,0.01012292,0.0364532
2014-08,0.01205495,0.00758483,0.00256,-0.00273973,0.0010568,0.00197677,-0.00088106,0.00960735,-0.02732898,-0.05073567,0.01170446,0.01384768
2014-07,-0.00445558,0.002,-0.00217933,0.00056022,0.00402793,0.00145773,-0.00531287,0.00677966,0.0087931,-0.02027695,-0.00073099,0.01294821
2014-06,0.0338248,0.01623377,-0.07046223,0.07641145,0.0487106,-0.04881926,0.019016,0.01185345,0.05391367,0.05732484,0.02183735,0.01497006
2014-05,0.03935116,0.0286783,-0.1278607,0.13783502,0.09520846,-0.08653846,0.0274571,0.02974473,0.01384587,0.06772908,0.05721097,0.04158004
2014-04,-0.01808786,-0.001628,0.04063701,-0.04425744,-0.02417266,0.03141126,-0.00242057,-0.01305371,-0.04757888,-0.00275179,-0.00346154,-0.01718908
2014-03,-0.03633361,-0.02628482,0.10147601,-0.10045599,-0.05270234,0.06872438,-0.02567844,-0.02848233,-0.02580753,-0.04864017,-0.03241252,-0.03491756
2014-02,0.01488764,0.00157853,-0.02570162,0.0255931,0.02559868,-0.01479915,0.00766962,0.01152074,0.02073419,0.05228758,0.01079672,0.029615
2014-01,0.01503973,-0.00039185,-0.04039523,0.03754912,0.01509745,-0.02578996,0.02003589,0.01642842,-0.03648069,-0.01452394,0.01215805,0.021
2014-00,-0.01011236,-0.00775795,0.04122461,-0.04105776,-0.02017214,0.02939068,-0.01245552,-0.012834,0.02179135,-0.0015748,-0.02082559,-0.00890208
2013-51,0.01289029,0.02120974,-0.03734559,0.0369339,0.03003337,-0.02326653,0.02855388,0.024881,0.04201681,0.03801653,0.01106026,0.00297915
2013-50,-0.00259665,0.00516693,-0.05076679,0.04963527,0.03484627,-0.03380589,0.00123115,0.01929474,-0.01864133,0.02419809,0.02244094,-0.00201005
2013-49,-0.01643991,-0.01296151,0.05879136,-0.05660089,-0.03859348,0.03818669,-0.01037851,-0.01450868,-0.0255494,-0.00503637,-0.02212733,-0.01593625
2013-48,-0.00927487,-0.01246106,0.01925761,-0.02030154,-0.02371652,0.01656456,-0.00966475,-0.00869565,-0.03128259,0.00169014,-0.03071017,0.00395257
2013-47,0.01184433,0.00426687,-0.01824818,0.01779623,0.01175812,-0.01316387,0.00575932,0.01711277,0.02338161,-0.00440529,0.02350674,-0.00098328
2013-46,0.00141123,-0.00307456,-0.00226565,0.00146778,0.00441867,0.01109314,-0.01375187,-0.01802575,-0.01438974,-0.01982851,-0.00534964,-0.01262136
2013-45,0.02224791,0.023465,-0.04080522,0.03884235,0.02761795,-0.02492212,0.02205882,-0.00107689,-0.02018843,-0.00476948,0.0,0.00878906
2013-44,-0.02284908,-0.01506373,0.02702703,-0.03063943,-0.01724625,0.01802208,0.00212895,-0.0083369,-0.00630324,-0.02161606,-0.01333841,-0.02105263
2013-43,-0.01120762,0.0,0.03432624,-0.03326071,-0.03811352,0.02383135,-0.01527403,-0.00171637,-0.03995358,-0.03183426,-0.01399395,-0.01160542
2013-42,-0.00222037,-0.00463858,-0.01602474,0.01210972,-0.00082034,-0.00796359,0.00572289,0.00171895,-0.00445251,0.01643554,0.00075103,-0.01056676
2013-41,0.00584633,0.01250977,-0.06694561,0.06777273,0.02316934,-0.04359141,0.02629137,0.02697325,0.00305188,0.01526316,0.02474865,0.02150538
2013-40,0.03292894,0.01881505,-0.05767351,0.05676127,0.03208232,-0.03831021,0.0167298,0.02803099,-0.00621535,0.01341922,0.01577287,-0.00097752
2013-39,0.00515759,0.00437202,-0.00325896,0.00275795,0.00029727,-0.00589226,-0.00435323,-0.00942973,-0.00858008,-0.00476948,0.0180433,0.01873767
2013-38,0.00483642,-0.00669291,-0.00204604,0.00127085,0.01301775,-0.00170904,0.00468604,0.0,-0.017205,-0.01487179,-0.00589623,-0.01937984
2013-37,0.01085404,0.00995619,-0.0475262,0.04247934,0.04575557,-0.0290577,0.02464789,0.01495242,0.03507328,0.00359527,0.00992457,0.0
2013-36,0.00757576,0.00241158,-0.03986333,0.03996479,0.08050566,-0.02733756,0.01792115,0.02439597,-0.03658537,-0.00873138,0.01540957,0.03252033
2013-35,0.0316687,0.00367647,-0.04168412,0.04006869,0.0,-0.02959356,0.02350937,0.0113967,0.01894198,0.01710315,0.01474926,0.01810437
2013-34,-0.03334326,-0.02481692,0.09554832,-0.0921221,-0.06326268,0.06374808,-0.025667,-0.03906999,0.00887728,-0.04251969,-0.03112033,-0.0392562
2013-33,0.00386445,0.01147071,-0.01591454,0.01213109,-0.02264753,-0.0113527,-0.00269451,0.00528719,0.02721914,0.01712146,-0.01218522,-0.00514933
2013-32,0.00088942,-0.00121114,-0.00266193,0.00088763,0.00189994,-0.00253165,-0.00901202,0.01085384,0.00068634,-0.00262881,0.04676871,-0.022
2013-31,-0.00088522,0.00980793,-0.02090669,0.01248217,0.01562998,-0.00874126,0.00739744,-0.01151355,0.0139207,0.05577689,-0.00084962,0.028125
2013-30,0.03407362,0.00865979,-0.06456954,0.07117031,0.0457408,-0.04510022,0.01910611,0.02871998,0.01560818,-0.0095613,0.01816609,-0.1
2013-29,-0.00331825,-0.00446429,0.01371625,-0.01151316,0.00587084,0.00551226,0.0,-0.01232777,0.0210507,0.00835189,0.01661565,-0.01298701
2013-28,0.0045565,0.00245198,-0.02524631,0.02530923,0.01725282,-0.01739774,0.0,0.00511447,-0.00428625,0.01086335,0.05627907,-0.01736746
2013-27,0.03965736,0.02439024,-0.08484288,0.08595388,0.06628449,-0.05995865,0.0335689,0.0437452,0.04095294,0.05218956,0.01799242,0.03326996
2013-26,0.01646755,-0.0120783,-0.00415462,-0.00748343,0.01527828,0.00187138,0.0,-0.00996169,-0.02771896,-0.0443038,-0.00658514,-0.00661001
2013-25,0.05149331,0.02052159,-0.08150931,0.06944444,0.07340882,-0.04947502,0.0,0.02201592,0.02209395,0.02333932,0.00900901,0.02105263
2013-24,-0.03710938,-0.02662843,0.13020732,-0.13068071,-0.09253631,0.08858725,0.008981,-0.03229876,-0.05495709,-0.09538621,-0.08184589,-0.03949731
2013-23,-0.03591863,-0.00536968,0.02567028,-0.02956248,-0.00760719,0.01480176,0.0,-0.00584647,-0.01751851,-0.0118863,-0.02119377,-0.00975177
2013-22,-0.0079694,-0.00287474,-0.00302858,-0.00473093,-0.00652697,0.0,-0.00656985,-0.0132932,-0.00250358,-0.01062753,-0.01154833,-0.0043592
2013-21,-0.02177294,0.00247117,0.07519551,-0.07338262,-0.00787919,0.04819498,-0.00748809,-0.00923154,-0.00236794,-0.02107376,0.00513919,-0.00432526
2013-20,-0.02305296,-0.0169697,0.09849312,-0.08840998,-0.06261624,0.06551991,-0.02951907,-0.03304982,0.00072913,-0.01737835,0.01809565,-0.01538462
2013-19,0.05038117,0.0,-0.01583281,0.01770687,0.00538657,-0.01210745,-0.00724399,0.01407743,-0.03426956,-0.03338171,0.0,0.00171969
2013-18,0.01816313,0.0052589,-0.01330838,0.00705716,0.00254453,-0.00075005,-0.01137472,0.01221374,-0.00155039,0.00964785,0.04314607,0.01114923
2013-17,-0.00240467,0.00695581,-0.03747733,0.0333696,0.0210356,-0.02422463,0.02806549,0.01893154,-0.00473293,0.04385081,-0.0031362,-0.00343643
2013-16,0.03970856,0.02150084,-0.08222104,0.08577878,0.07056738,-0.05595943,0.02359781,0.03458445,0.03186969,0.04646251,0.00824553,0.0096831
2013-15,0.00296516,0.00466893,0.00070299,-0.01071723,-0.02211302,0.00538811,-0.01146231,-0.01276596,0.01643738,-0.01142264,0.0,0.00442478
2013-14,0.03140187,0.00542797,-0.07237865,0.07347109,0.04319886,-0.03893952,0.00623485,0.01239451,-0.00461057,0.00335089,0.02584586,-0.0143339
2013-13,-0.00826136,-0.00619835,-0.0282064,0.03034244,0.02488108,-0.02176717,-0.00069228,-0.01517927,-0.04859255,-0.01794145,0.00047015,-0.01677852
2013-12,-0.01600582,-0.00243408,-0.01877537,0.01311337,-0.005743,-0.00785469,0.01237539,0.00440072,0.01331195,0.00845865,-0.0277525,-0.00166806
2013-11,-0.00395968,0.00283286,-0.00834783,0.00553052,-0.01523018,-0.00533067,0.00898721,-0.00436793,-0.02396413,-0.02595078,-0.0178731,-0.01384365
2013-10,-0.00988003,-0.0004042,-0.01746956,0.01570997,0.01510892,-0.01079076,0.00492784,0.00384615,-0.02068655,0.00087758,0.0,-0.00722311
2013-09,0.03863135,0.02092737,-0.05120133,0.05274397,0.03717201,-0.03604914,0.0,0.02246017,0.01251131,0.03381425,0.02434626,0.01061224
2013-08,0.0255543,0.01622296,-0.05268051,0.05479452,0.01487542,-0.03634957,0.00353232,0.01178936,-0.01482774,-0.01347826,-0.05224525,0.01902399
2013-07,-0.02083333,-0.01019992,0.02765921,-0.03293107,0.00212691,0.02232512,-0.00771118,-0.01187168,-0.05248918,-0.04887984,0.0,-0.03377848
2013-06,-0.01487252,0.00415282,0.00198085,0.0,0.00216841,0.0045205,-0.00601983,0.00308325,-0.02972371,-0.00992063,0.00864678,-0.01091193
2013-05,0.02695811,-0.00372671,-0.00788177,0.00700637,0.00180375,-0.00578964,0.00929235,0.00674974,0.04058442,0.0043755,0.00260078,0.00548589
2013-04,0.01651376,0.01239157,-0.03945397,0.03708333,0.02965345,-0.02646963,0.00677845,0.00025119,0.02150685,0.01389992,-0.01980198,0.00703125
2013-03,0.00662739,-0.00452303,-0.04478577,0.03988908,0.03060109,-0.02976759,-0.00106914,0.00278059,-0.01710526,-0.01807692,0.01004184,-0.00231125
2013-02,-0.00036443,0.00660884,-0.00644226,0.00171563,0.00545455,-0.00444868,-0.01057828,-0.00252525,0.00804182,-0.01215805,0.00722482,-0.00542215
2013-01,0.02257336,-0.0004122,-0.04081318,0.04345878,0.02735107,-0.03005086,0.02087833,0.01382135,0.03600283,0.00417774,0.01817395,0.03020668
2013-00,0.02257077,0.0198145,-0.03443091,0.03337143,0.02324695,-0.02056359,0.02474151,0.02115987,0.03985932,0.03814064,0.01310044,0.02439024
