Name,SR_month,Omega_month,RisknessR_month
FTRI,0.18620594625982984,0.26436494592516663,10.137930003710059
FTAG,0.1611172186609591,2.5587237361985053,6.400355330379407
IDMO,0.09276010056423066,0.12017369708561695,4.572243712335359
FLM,0.07841094940924283,0.08315252950026092,3.6566637402928244
CROP,0.026707961312368536,0.03262713400352293,1.847697737424971
FDTS,0.04138518076900433,0.04196567834177221,1.7128849271431756
EFO,0.041338754291259515,0.0476012275947768,1.2570305572223126
DZK,0.05173639012922487,0.055637153934778104,1.075193633672343
SOIL,-0.051939026760885666,-0.05966352468143672,-2.4551975132594213
CARZ,-0.05840790982610897,-0.061049531506378464,-2.633127875139784
DPK,-0.1570229811887428,-0.20561009279122633,-3.069576907458711
EFU,-0.17106375494488307,-0.22693717134271824,-5.006668446801032
