Week,ADRE,BBRC,BICK,BKF,DBEM,DEM,DGS,DVYE,EDC,EDIV,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMIF,EUM,EWEM,EWX,FEM,FEMS,HILO,IEMG,PIE,PXH,SCHE,SPEM,TLTE,VWO
2018-09,0.02132003,0.00485699,0.01768752,0.02644809,0.02528445,0.0156044,0.01603555,0.006027,0.09690255,0.01125866,-0.09258884,0.01332985,0.01167472,0.03221704,0.0465374,0.01424172,0.06468023,-0.06305138,-0.00126103,-0.03141361,0.00948821,0.01253918,0.01618578,0.01069022,0.00909682,0.03089689,0.02333495,0.01743679,0.02268699,0.02109053,0.02264278,0.02126736
2018-08,-0.04049026,-0.02123142,-0.02777778,-0.04683253,-0.03467972,-0.03877119,-0.0257422,-0.02793427,-0.11974065,-0.02515546,0.12320852,-0.03856819,-0.02438065,-0.0409202,-0.04523935,-0.02059539,-0.08132963,0.08216489,-0.03294335,0.04113733,-0.03318335,-0.01998079,-0.04062288,-0.03299663,-0.02506427,-0.03788651,-0.03198495,-0.0422771,-0.04094166,-0.03799354,-0.03864971,-0.03730092
2018-07,0.01383929,0.022319,0.02785972,0.02200647,0.01368159,0.02096528,0.01554404,0.01833534,0.05166766,0.02530541,-0.05298913,0.02685089,0.01282051,0.01777499,0.01671159,0.01498559,0.03348462,-0.03426295,0.01145866,-0.01707892,0.01086335,0.01233359,0.02313354,0.02303397,-0.00765306,0.01743679,0.02188716,0.02423193,0.01855093,0.01915709,0.01976881,0.01634057
2018-06,0.03236994,0.02998334,0.05227427,0.04855024,0.04256234,0.033921,0.04328063,0.04128326,0.15475307,0.04469106,-0.14398882,0.03524348,0.02944785,0.05070423,0.06228956,0.03880244,0.10143057,-0.09684574,0.0294397,-0.04883589,0.02346466,0.03373494,0.04896627,0.04849216,0.04313725,0.04722422,0.05273834,0.04237288,0.04043321,0.04296257,0.0383693,0.04381673
2018-05,-0.02690378,-0.01218162,-0.03903407,-0.03598234,-0.02825812,-0.02097746,-0.01108033,-0.01924026,-0.072925,-0.00304507,0.04132999,-0.02326825,-0.02018571,-0.01921002,-0.02555556,-0.01412319,-0.04785654,0.03676289,-0.00976686,0.01878201,-0.00613497,-0.01838897,-0.03495007,-0.03921569,-0.04375396,-0.01795332,-0.027,-0.02689594,-0.0190991,-0.02248366,-0.02751055,-0.02291254
2018-04,-0.03565365,-0.01862693,-0.03527228,-0.0455102,-0.03288431,-0.03098651,-0.03193465,-0.0263957,-0.12693032,-0.02486268,0.13631616,-0.0381071,-0.02430556,-0.0436255,-0.04608295,-0.03752277,-0.08820866,0.08807549,-0.03026706,0.04545455,-0.00769231,-0.03756307,-0.02540107,-0.03430722,-0.00692695,-0.04220671,-0.02642756,-0.03024027,-0.03691275,-0.0361593,-0.03187759,-0.03835111
2018-03,0.0467453,0.01485411,0.04218205,0.02852418,0.02196486,0.02252922,0.02090332,0.02285041,0.08017861,0.02535704,-0.07742657,0.04064417,0.01789883,0.02678751,0.0333507,0.01904762,0.05317578,-0.05145414,0.03169333,-0.02550091,0.02078714,0.01178451,0.02469553,0.01812081,0.01314143,0.02535684,0.01030445,0.02851153,0.02298074,0.02493827,0.02733301,0.02270851
2018-02,0.01942832,0.00813008,0.01440461,0.02988605,0.01712887,0.02683678,0.02140791,0.02415813,0.0666104,0.02175884,-0.06609107,0.01745701,0.01949085,0.02278848,0.02068966,0.0128972,0.04805246,-0.04464993,0.01467441,-0.02299528,0.01446398,0.01827274,0.02384292,0.01645423,0.00317058,0.0222721,0.02034884,0.02829778,0.0262605,0.02604699,0.01992032,0.02539479
2018-01,0.00022416,0.01279199,0.01648885,0.01535135,0.00614502,0.01493535,0.00637435,0.00979192,0.023066,0.01133231,-0.02512053,0.01201358,0.00924437,0.00769391,0.00210194,0.0114554,0.01198782,-0.01415836,-0.00965892,-0.00763807,0.01234568,0.00688863,0.01016118,0.00438192,0.0044843,0.00831169,0.006238,0.017249,0.00880902,0.00949205,0.00582363,0.01268544
2018-00,0.01721368,0.02508552,0.01646904,0.0265388,0.02095557,0.02140255,0.02032761,0.01795511,0.06806442,0.01466459,-0.06562663,0.02578566,0.01636661,0.02340924,0.0166309,0.02244389,0.04539852,-0.04477239,0.01287554,-0.0212766,0.01692442,0.02134743,0.02946526,0.02556213,0.00259403,0.02159674,0.03371344,0.02352941,0.0253073,0.02123755,0.0121519,0.02468048
2017-52,0.00666508,0.01765745,0.0172295,0.00230309,0.01341411,0.01663543,0.02329859,0.018351,0.04167364,0.01694373,-0.04023309,0.00332594,0.01263158,0.01407212,0.01629213,0.0319936,0.03138421,-0.02782975,0.00849057,-0.01334074,0.01864101,0.02209161,0.01733233,0.03225006,0.0167336,0.01539025,0.02201741,0.01310248,0.0096475,0.00892374,0.0248765,0.00950441
2017-51,0.00622904,-0.00176678,0.00520111,0.01968135,0.0087108,0.01328273,0.0172629,0.00284605,0.0318076,0.01357905,-0.03184237,0.01208884,0.00763359,0.01088405,0.01698754,0.01410437,0.02341999,-0.02175905,-0.001909,-0.0110011,0.00914634,0.01723784,0.00570994,0.01027827,0.02247956,0.01222449,0.01342975,0.01716738,0.01698113,0.01594283,0.00176585,0.0168164
2017-50,-0.00048379,0.01811594,-0.00209132,-0.00866714,-0.00525164,0.01019913,0.0119403,0.00895208,0.0,0.01945003,0.0,-0.00198469,0.01257044,0.0,-0.01408451,0.00964103,-0.00342505,0.0,0.00580271,0.0,0.00684292,0.00791997,-0.00114943,0.00843343,0.01241379,0.0003746,-0.00517866,0.00678952,0.00190985,0.0,0.00196956,0.0
2017-49,0.00537897,-0.00179964,-0.01040583,0.00308422,-0.00088067,-0.00605034,-0.01040561,-0.00811518,-0.00171295,-0.00100604,0.0,0.00200746,-0.00086881,0.00022578,0.00687285,-0.01425662,-0.00506446,0.0,-0.01399046,0.0,0.00218955,-0.00646507,-0.00115562,-0.00972116,0.0,-0.00244269,-0.01342975,-0.00628019,-0.00344828,-0.00139392,-0.00839136,-0.00140351
2017-48,-0.02645253,-0.00239234,-0.02448147,-0.03901437,-0.02197329,-0.00962464,-0.00401182,-0.01243523,-0.07392507,0.0026927,0.07300717,-0.03533959,-0.00948685,-0.0249283,-0.03045404,-0.00725806,-0.05064821,0.05074143,-0.0028754,0.02545656,-0.01204819,-0.00702915,-0.01529637,-0.01241135,-0.01087695,-0.02172312,-0.01573604,-0.01857143,-0.02403305,-0.02184002,-0.01410935,-0.02383135
2017-47,0.0212917,0.01382212,0.01458616,0.01396201,0.00639932,0.01875304,0.01424017,0.00906501,0.04038462,0.01807024,-0.04070087,0.01916134,0.00953206,0.01388583,0.01430143,0.01428571,0.02783585,-0.02750809,0.01286587,-0.01274238,0.00432099,0.01123362,0.01732769,0.01193802,0.01800554,0.01214351,0.01376147,0.0192123,0.01319261,0.0109499,0.01523742,0.01193208
2017-46,0.00810875,0.01534684,0.0226402,0.00602968,0.00430293,0.00170358,0.0051304,0.00730498,0.03893587,0.01349948,-0.04231856,0.00389864,0.00961118,0.01347104,0.01451703,0.01033485,0.02594742,-0.03318486,-0.00288,-0.01412276,0.00903145,0.0056509,-0.00727134,-0.00404449,0.00558659,0.01254917,0.0177268,0.00434993,0.01032505,0.01026922,0.00391529,0.00813197
2017-45,-0.01196621,-0.0042709,-0.01579128,-0.00368919,-0.0017138,-0.00961076,-0.0105552,-0.01335388,-0.03633451,-0.01089547,0.03595777,-0.00660975,-0.00736249,-0.01217353,-0.00665557,-0.0138634,-0.02345392,0.01921757,-0.02417106,0.01212789,-0.01436869,-0.01318772,-0.01321253,-0.02089993,-0.00554401,-0.01035886,-0.00052466,-0.00905193,-0.00982244,-0.00851648,-0.00123762,-0.01032821
2017-44,0.0120308,0.00491703,0.01478353,0.01137171,0.01354303,0.00024219,0.00640478,0.00025873,0.03214799,0.0,-0.03080154,0.01104503,-0.00173686,0.01063108,0.02175157,0.01178904,0.01868512,-0.01980198,-0.00558486,-0.01078167,0.00896722,0.0041684,-0.00304067,0.00597163,-0.00969529,0.0109558,0.0042735,-0.0033557,0.00537428,0.00474066,0.00931232,0.00535881
2017-43,-0.0028715,-0.003663,0.0059503,0.00779037,0.0061082,0.00169082,0.00042391,0.00076963,0.01574381,-0.00573743,-0.0192697,0.00226822,0.00389779,0.00542373,0.00458716,0.00724488,0.00482038,-0.01098901,0.0046225,-0.00539665,-0.00920528,0.0052105,-0.00524738,0.0,-0.01243094,0.00623347,-0.00265393,0.0081262,0.00498084,0.00390407,0.00446269,0.00745052
2017-42,-0.01031411,-0.00659868,-0.00822481,-0.0113164,-0.00388601,-0.00853081,-0.01372712,-0.01360202,-0.02563229,-0.02076467,0.02625552,-0.01409619,-0.00853971,-0.00800712,-0.00452489,-0.00718096,-0.0159296,0.0179301,-0.00213806,0.00822368,0.002442,-0.00495356,-0.01174743,-0.00171443,-0.00615174,-0.00725987,-0.01253264,-0.0084507,-0.00903955,-0.00851882,-0.00335748,-0.00710195
2017-41,0.01820359,0.01334142,0.01906412,0.01578699,0.0157964,0.02305266,0.02285714,0.02416452,0.07058931,0.03290366,-0.06785605,0.01607898,0.02001741,0.02319763,0.02901915,0.02410901,0.0494679,-0.04611388,0.0145601,-0.02356722,0.01486989,0.02020202,0.00923873,0.01235483,0.0281294,0.02283105,0.02623126,0.02598653,0.02233346,0.02395041,0.01797268,0.0217493
2017-40,0.01163919,0.00061013,0.01332866,0.02601156,0.0169265,0.0122489,0.0160188,0.01349248,0.0512943,0.00853534,-0.05365218,0.01403609,0.00700219,0.0180472,0.02612827,0.01076858,0.03310063,-0.03537045,0.00588417,-0.01686874,0.0027959,0.00974783,0.02711864,0.01143994,0.00780142,0.01701141,0.02611534,0.01803119,0.01759875,0.01624857,0.01795529,0.01754802
2017-39,0.01005148,-0.01212856,0.01213419,0.01097293,0.00448833,0.00664861,0.01122141,0.00651551,0.00928164,0.00170474,-0.01149507,0.00778771,0.00262009,0.00465008,0.00358852,0.01312675,0.00911189,-0.00829359,0.00123954,-0.00419727,-0.00123993,0.00770878,0.01650672,0.00633072,-0.01539538,0.00563983,0.00329308,0.00195122,0.00471143,0.00600686,0.00699429,0.00500835
2017-38,-0.00995497,-0.00179319,-0.01102308,-0.00943174,-0.00747581,-0.01108167,-0.00729927,-0.01233635,-0.02467474,-0.01363485,0.02275605,-0.01233184,-0.00855432,-0.00793471,-0.01206203,-0.01158461,-0.01547344,0.01523727,-0.00669507,0.00806018,-0.00274307,-0.01304348,-0.00480591,-0.01890404,-0.01430518,-0.00795605,-0.00423953,-0.00999049,-0.00803366,-0.00831947,-0.00787543,-0.00697188
2017-37,0.00214337,0.00357143,0.01582835,0.00765001,0.00756901,0.00168188,0.00926511,0.00176411,0.00582825,-0.0066313,-0.00747762,0.00905746,-0.00256082,0.00227998,0.00640279,0.00811823,0.00678204,-0.00430663,0.00732154,-0.00213789,-0.00151791,0.0037298,0.0204468,0.00965484,0.00274537,0.00247619,0.01571816,-0.00189753,0.00114943,0.00306748,0.00594273,0.00023223
2017-36,0.00808427,0.00662651,0.00937275,0.00807834,0.00679656,0.00340467,0.00772201,0.00356234,0.02100678,0.00066578,-0.01930105,0.01015965,0.00560345,0.00721434,0.01077844,0.00910053,0.01228412,-0.0154703,0.01813634,-0.00732601,-0.00152253,0.00652769,0.00973141,0.00515211,0.02758133,0.00719285,0.00440529,0.00627413,0.0046729,0.00453386,0.00567662,0.00566974
2017-35,0.01465559,0.00419162,0.01737871,0.01552106,0.00495272,0.01268602,0.01544822,0.01362468,0.02477606,0.01131824,-0.02397359,0.0272997,0.00299529,0.00857077,0.01692866,0.01690201,0.01601831,-0.01563151,0.02229899,-0.0084122,0.00336083,0.01559496,0.01854043,0.02823709,-0.00422535,0.00930593,0.01729911,0.01112724,0.00857032,0.01079852,0.01567109,0.00970644
2017-34,0.02153999,0.02006079,0.03097015,0.02932996,0.01412944,0.02719033,0.02273741,0.01969538,0.07304454,0.02004757,-0.07075742,0.02014432,0.01881015,0.02508282,0.0296846,0.02100197,0.04928338,-0.05143541,0.0149159,-0.02470407,0.02025553,0.01722634,0.02713649,0.02864652,0.03050109,0.02415842,0.02974828,0.03089188,0.02595847,0.02349869,0.02301018,0.02449079
2017-33,0.01029375,-0.0018226,0.00225904,0.00716662,0.00643087,0.00228253,0.00631342,0.00185283,0.01650648,0.00548885,-0.01932729,0.00639464,0.00087758,0.00717532,0.01381042,0.00794527,0.01778631,-0.01173939,0.00569801,-0.00611309,-0.00623636,0.00617692,-0.00040984,0.01366193,0.00363901,0.0068,0.00462161,0.00351759,0.00281237,0.00704432,0.00323563,0.00586941
2017-32,-0.02768251,-0.01094225,-0.03829322,-0.03136763,-0.02358277,-0.02799802,-0.0249283,-0.02234347,-0.09090909,-0.01960122,0.09375539,-0.02623733,-0.01857451,-0.03023201,-0.03803681,-0.03376344,-0.054137,0.06156034,-0.02616007,0.02959502,-0.0160593,-0.0292851,-0.02861749,-0.024268,-0.00720981,-0.0307361,-0.02944507,-0.02610837,-0.02722968,-0.02481246,-0.02723373,-0.0268843
2017-31,0.0,0.00367422,0.0,0.00662927,0.00503432,0.00778894,0.00511225,0.01215003,0.01184091,-0.00406918,-0.01238111,0.00485143,0.00742358,0.00355198,0.0062461,0.00216497,0.00893306,-0.00496919,0.0006215,-0.00410678,0.01064496,0.01071272,0.00285132,0.01321111,0.00877835,0.00395804,0.00056948,0.00850425,0.00760608,0.0079063,0.00357009,0.0053515
2017-30,0.01619843,0.00488699,-0.00147929,0.00801862,0.00367478,0.00327456,-0.00066563,0.00237906,-0.00232629,-0.00638012,0.00083294,0.01451513,0.00131004,-0.00023702,-0.00810979,0.00043403,-0.0005022,0.00099285,-0.0101476,0.0,-0.0031211,-0.00174749,0.00743802,0.01317234,0.00146735,0.0,0.00460299,0.00554715,0.00281237,0.00470727,-0.00319249,0.00440421
2017-29,0.01078859,0.01114551,0.01855358,0.00920084,0.00787402,0.00736227,0.01330627,0.00692964,0.02718589,0.00952381,-0.02932598,0.00749532,0.00352268,0.00959923,0.01080737,0.01121126,0.01797407,-0.01723136,0.01434362,-0.00963001,0.01008827,0.00528053,0.01380753,0.01025783,0.00745712,0.00983541,0.01411765,0.0040568,0.00608766,0.00564133,0.00626662,0.00717289
2017-28,0.04062666,0.03111111,0.04568728,0.04990403,0.03138374,0.04404008,0.03535706,0.03262956,0.142147,0.04138663,-0.13008061,0.04274611,0.02893309,0.04596553,0.05389222,0.02283412,0.09683271,-0.08838204,0.04131698,-0.04474708,0.02440612,0.02794051,0.04690925,0.03362781,0.03458878,0.04357798,0.04520464,0.04766949,0.04214075,0.04313001,0.03877791,0.03938619
2017-27,-0.00481541,-0.00571429,-0.00592417,-0.00796703,-0.00712251,-0.01358057,-0.01037584,-0.0106267,-0.03512881,-0.01192146,0.03451814,-0.00392285,-0.00585586,-0.01195815,-0.00268276,-0.00291414,-0.02687725,0.0258157,-0.00032584,0.01072125,-0.00424421,-0.00315529,-0.00220751,-0.00428204,-0.02039275,-0.01060071,-0.01451906,-0.01002639,-0.00757895,-0.00800739,-0.0039185,-0.00994644
2017-26,-0.00585885,0.00126422,0.00039557,-0.00821918,-0.00664137,-0.00495954,-0.00484541,-0.00462082,-0.03454982,-0.00351741,0.03231707,0.00098232,-0.00179533,-0.01212871,0.00471063,-0.00357542,-0.02007648,0.02158534,0.00558109,0.01128557,0.0016372,-0.00314819,0.00402685,-0.00372173,0.0,-0.00971677,-0.01258238,-0.00686016,-0.01005446,-0.00949755,-0.00039193,-0.00788002
2017-25,0.00295302,-0.00441362,-0.00596421,-0.0019321,0.00191939,0.00158562,0.0006967,0.00246508,0.0041376,0.00142045,-0.00829689,0.00131796,0.0,0.00150188,0.00340832,-0.00201432,0.00335149,-0.00531256,-0.00164799,-0.00194175,-0.00620712,-0.0009058,-0.00316313,0.00202546,-0.00989346,0.00146138,0.00547445,-0.00372936,-0.00253593,-0.00061862,-0.00411361,-0.00102643
2017-24,-0.0099973,0.00698856,0.00040258,-0.00804438,-0.00290698,-0.00792602,-0.00186176,-0.00572675,-0.01214234,-0.00284596,0.00883227,-0.01673228,-0.0049505,-0.0040282,0.00276434,-0.00157233,-0.01056933,0.00594718,0.0076769,0.00337838,-0.01104972,-0.00113482,-0.01171699,0.0017452,0.0,-0.00356843,-0.00854179,-0.00586667,-0.00254994,-0.00342253,-0.00335107,-0.00180505
2017-23,0.00836707,-0.00379507,0.0,0.00526024,-0.00433109,-0.0091647,-0.00254866,-0.00837385,-0.01006672,-0.01788846,0.00628559,0.00065317,-0.00493052,-0.00224831,0.01247401,0.00426774,-0.01314333,0.00712758,-0.00330797,0.00194458,-0.00805932,0.0002266,0.00135379,-0.00058106,-0.01134644,-0.00249896,-0.00362976,-0.00949367,-0.0075662,-0.00586963,-0.0027408,-0.00485809
2017-22,-0.00108225,0.00831734,0.00317083,-0.0016538,-0.00048077,0.00499606,0.00865497,-0.00162075,0.01579385,0.00424628,-0.0158006,-0.00940032,0.00996828,0.00577164,0.00347222,0.00679964,0.00765803,-0.0114598,0.00936142,-0.0053243,0.01344703,0.01099656,0.00135931,0.01418021,0.00304878,0.00586265,0.00796569,-0.00052715,0.00210615,0.00340663,0.0088635,0.00333504
2017-21,0.00869329,0.00771208,0.01566265,0.01285634,0.01313869,0.01248008,0.01350711,0.01352097,0.03727085,0.01794688,-0.03757155,0.00586128,0.01005025,0.01340754,0.00761246,0.01097143,0.0191164,-0.02581875,0.0200612,-0.012482,0.00391389,0.0038964,0.01908752,0.00236477,0.00915332,0.01075496,0.01810237,0.01549145,0.01277139,0.00967541,0.01012708,0.01061077
2017-20,-0.01869159,-0.00387847,-0.01969279,-0.02297593,-0.0062711,-0.01747522,-0.0075188,-0.00658798,-0.03856071,-0.00713776,0.03096139,-0.02852615,-0.00319635,-0.01176176,-0.02306649,-0.02005795,-0.02768933,0.02190039,-0.03008502,0.01163919,0.00888158,-0.00882952,-0.01287948,-0.01618965,-0.03244838,-0.01127349,-0.01414514,-0.02541494,-0.01758794,-0.0132839,-0.01217596,-0.01503568
2017-19,0.02960708,0.01850628,0.04589474,0.03159693,0.01673228,0.01311212,0.01003344,0.01909576,0.0785054,0.01128093,-0.07516324,0.03274892,0.01401214,0.02593361,0.01958042,0.00862069,0.05109164,-0.04976187,0.02219233,-0.02571295,0.02253616,0.0073614,0.02132701,0.02402135,0.01739788,0.02239931,0.01382778,0.02641509,0.02603037,0.02399232,0.01853344,0.02423604
2017-18,0.00083869,0.00929615,-0.00377517,-0.01347179,-0.00393507,-0.01211164,-0.00355366,-0.00748544,-0.008257,-0.01499464,0.00619374,-0.00953634,-0.0009311,-0.00258598,-0.01041667,-0.00383487,-0.01095972,0.00494723,-0.00665557,0.00234192,0.00439189,-0.00318834,-0.02388608,-0.00700935,0.00304183,-0.00150538,-0.00622665,-0.01370585,-0.00429369,-0.00947568,-0.00401043,-0.00701846
2017-17,-0.00168492,0.00466045,0.01282599,0.00681238,0.01402806,0.0047758,0.00717703,0.0047433,0.01610971,-0.00747065,-0.01862102,0.00699068,0.00327715,0.00522876,0.0270073,0.00524037,0.01527295,-0.01192971,-0.00228908,-0.00463822,0.01650619,0.00900485,0.00324374,0.01168014,-0.00152788,0.00652458,0.00629327,0.00478723,0.00345871,0.00350542,0.00831474,0.00445609
2017-16,-0.00567215,-0.00603217,-0.00805768,-0.00912461,-0.0035229,-0.01090136,-0.00953516,-0.01003344,-0.01984505,-0.00863309,0.01635856,-0.01201602,-0.00654818,-0.00658588,-0.00508351,-0.00478905,-0.01310515,0.01093849,-0.02347267,0.00597976,0.0,-0.00532901,-0.01290323,-0.01397977,0.0,-0.00503723,0.00381922,-0.01490948,-0.00911854,-0.01022364,-0.00790754,-0.00971639
2017-15,-0.00509482,0.00404585,-0.02178467,-0.00943666,-0.00352467,0.00187819,0.00457942,0.00083963,-0.0039019,0.01920236,0.00227906,-0.01433811,0.00377537,-0.00186022,0.0,-0.00091743,-0.00093226,0.00311915,0.0016276,0.00045558,0.00205269,-0.00485999,-0.00461467,-0.00474074,0.01409554,0.00022095,0.00903226,-0.00749064,-0.00175055,-0.00321337,-0.00306623,-0.00079386
2017-14,-0.00254094,0.00407056,0.00378469,-0.00481859,0.00050277,-0.00873709,-0.00453028,-0.00608912,-0.01874831,-0.01014493,0.01881989,-0.00759577,-0.0028222,-0.00604945,0.04321456,-0.0025,-0.01055207,0.01176845,-0.00517799,0.00598802,0.00343171,0.00277585,-0.00952813,0.00147885,-0.00695518,-0.00503172,-0.01017165,-0.00689655,-0.00217391,-0.00160051,-0.00526529,-0.0015777
2017-13,0.00084626,-0.01946309,-0.01409619,-0.00028596,-0.00603622,-0.01312336,-0.00641787,-0.00665004,-0.02623829,-0.02850106,0.02543507,0.00166667,-0.0070159,-0.00787402,0.0,0.00137457,-0.02190332,0.01821668,0.00424975,0.00831025,-0.00792284,0.00046587,-0.00999092,0.00178359,-0.01299694,-0.0078637,-0.0194114,-0.00900424,-0.00955691,-0.01116427,-0.00445886,-0.00919118
2017-12,-0.01285275,0.00270636,-0.00330579,-0.01100762,-0.0005015,0.00052329,0.00354694,-0.00082759,-0.0108881,0.00313808,0.00842546,-0.01447845,-0.00696702,-0.00339071,0.0,0.00320146,-0.01593922,0.0063117,0.00427491,0.00325128,0.0,-0.00507497,-0.00224517,0.0,0.01395349,-0.0039071,0.0031211,-0.00681699,-0.00473934,-0.00444586,-0.00261202,-0.00417101
2017-11,0.015553,0.03867792,0.02790897,0.01563405,0.01532176,0.03036876,0.02641233,0.02523391,0.07457677,0.03111433,-0.07883322,0.0148198,0.02936928,0.02460124,0.0,0.02403959,0.04334515,-0.05127436,0.02510176,-0.02595078,0.02739726,0.02265141,0.02267469,0.0324159,0.02299762,0.02542754,0.03392042,0.01343364,0.0245098,0.02163225,0.01907526,0.02371328
2017-10,-0.00465116,-0.0056101,-0.02179487,-0.00673302,-0.00616967,-0.0111413,-0.00492005,-0.01135396,-0.01761194,-0.00799709,0.01461581,-0.01643192,0.0,-0.00518135,0.0,0.0,-0.01936534,0.01090641,-0.00374659,0.00577008,-0.01157083,-0.00598086,-0.01533457,-0.01463861,-0.01182965,-0.0052166,-0.02,-0.02137894,-0.00940018,-0.01053671,-0.00376884,-0.00892374
2017-09,-0.01060476,0.00140449,-0.00809199,-0.00261932,-0.00307692,-0.00431616,0.00246548,0.00626959,-0.01354535,0.00363769,0.00682267,-0.0036557,-0.00097135,-0.00461706,0.00227964,-0.00308642,-0.0081473,0.00518135,0.01515152,0.0035603,-0.00347947,0.00119732,0.00512343,0.01049059,-0.01094605,-0.00316599,-0.00064558,-0.00211864,-0.00178571,-0.00131579,0.00188324,-0.00243178
2017-08,-0.01187447,-0.00490884,-0.01505017,-0.01375358,-0.01268392,-0.00721539,0.00295494,-0.00621118,-0.02569563,0.00218579,0.02449276,-0.01981163,-0.00289995,-0.0085906,0.0,-0.00237192,-0.02199019,0.01575519,-0.01055499,0.00765077,-0.00899343,-0.00428266,-0.01506849,-0.00702719,-0.00858704,-0.00693357,0.00258732,-0.02121055,-0.00882223,-0.00943089,-0.0020842,-0.00774366
2017-07,-0.00400687,-0.01051893,0.00979557,0.00232626,0.0,0.00188527,0.00222938,0.02168884,0.00058789,0.00145879,-0.00419296,-0.00722496,-0.00097466,0.00108696,-0.00529101,-0.00143575,0.00097577,-0.00221729,0.00034317,-0.00088928,-0.00105042,0.00071805,-0.00777676,0.00969356,0.00630915,0.00090477,0.00653168,0.00211082,0.00267618,0.0,-0.00565327,0.00269978
2017-06,0.02149588,0.00848656,0.01953973,0.02241482,0.01716069,0.01958081,0.02115189,0.02206321,0.04306072,0.01867065,-0.04319884,0.01987871,0.01137488,0.01494189,-0.01347305,0.0144043,0.02718577,-0.02839612,0.02950587,-0.01441048,0.00460829,0.01709819,0.02651515,0.02511269,0.01518785,0.01381534,0.00930233,0.02453653,0.01779197,0.01579832,0.01064963,0.01877416
2017-05,0.00620934,0.01289398,0.01371681,0.01454986,0.00363259,0.00832178,0.02124903,0.0120048,0.03967365,0.01353892,-0.03840851,0.00745763,0.01401401,0.01285994,0.01303681,0.02822178,0.02980703,-0.02635248,0.01396348,-0.012527,0.00826446,0.02780561,0.00762268,0.03032301,0.00966184,0.01445558,0.01416049,0.00490463,0.01057471,0.01709402,0.01427644,0.0125488
2017-04,0.01126928,0.00933238,0.01150442,0.0187174,0.01145237,0.0136948,0.00493506,0.0087402,0.03961368,0.00754432,-0.04116612,0.0208547,0.00654253,0.01381449,0.01803922,0.00601353,0.02444561,-0.02715677,-0.00107411,-0.0137045,0.00939986,0.01364325,0.01833092,0.01536919,0.00808407,0.01079559,0.00404858,0.01139447,0.01484919,0.01827586,0.01197735,0.012644
2017-03,0.004828,0.00217865,-0.00534045,0.00093023,-0.00314961,-0.00813236,0.0,-0.00091884,-0.01994302,-0.00267074,0.02052786,-0.00344234,-0.00405063,-0.00653781,0.0,-0.00400701,-0.01967039,0.01280323,0.00218103,0.00636943,0.00145507,-0.00178435,0.00196367,-0.00067797,-0.00488599,-0.0049763,-0.00068446,0.00220994,-0.00140713,-0.00277104,-0.00241811,-0.00481996
2017-02,0.01355932,0.00072202,0.03342491,0.02021478,0.01542553,0.01963574,0.02262931,0.03549921,0.0655154,0.03142184,-0.06416511,0.01364591,0.01644399,0.02147417,0.0,0.02510889,0.03796535,-0.04303438,0.00583729,-0.02162162,0.00917431,0.01952108,0.02320888,0.03405899,0.01744186,0.02129204,0.01810585,0.02951192,0.01761066,0.01655513,0.02328706,0.01553063
2017-01,0.01771031,0.01397059,0.006539,0.01833387,0.0096463,0.01236698,0.0147139,0.01022691,0.0418441,0.01274393,-0.03988159,0.01641099,0.01139306,0.01441176,0.03228477,0.01661475,0.03354179,-0.02818674,0.00994109,-0.0131309,0.02392523,0.01025237,0.01635992,0.00957107,0.01173512,0.01569397,0.01625442,0.0103211,0.01691638,0.01752504,0.01381966,0.0154519
2016-52,0.0,0.01346298,0.00572792,0.01454545,0.0143093,0.01566194,0.01251043,0.01705477,0.05117872,0.01972873,-0.0503955,0.00586295,0.01368421,0.01694915,0.03159693,0.01136063,0.03029695,-0.03308039,0.01918014,-0.01673307,0.01258581,0.01048105,0.01259843,0.0118322,0.01199657,0.01637692,0.00643777,0.01423488,0.01686508,0.01355311,0.01910976,0.01647693
2016-51,0.00194616,-0.00299625,-0.00143472,-0.00696286,-0.01041667,-0.00824257,-0.0041632,-0.00262467,-0.02232855,-0.00123711,0.02040692,0.00520833,-0.01196048,-0.00694235,-0.01844091,-0.0078637,-0.02216066,0.01358113,-0.00600826,0.00678643,-0.00153081,-0.00588865,-0.00422386,0.00179856,-0.00689655,-0.00752823,-0.01000715,0.00540541,-0.00645161,-0.00695461,-0.00787584,-0.00598444
2016-50,-0.02416065,-0.01907557,-0.03066914,-0.02158505,-0.01666667,-0.01866743,-0.00958117,-0.02107953,-0.068865,-0.01773478,0.06307246,-0.02055536,-0.01732043,-0.02170725,-0.01317957,-0.01289657,-0.04388774,0.04366428,-0.01001484,0.02174805,-0.017177,-0.01182344,-0.02259887,-0.00886839,-0.00761421,-0.018591,-0.01331465,-0.03337169,-0.02311026,-0.02141328,-0.01658337,-0.02066958
2016-49,0.02451449,0.01638124,0.01893939,0.01680129,0.02134647,0.02532391,0.01826231,0.0240807,0.06684441,0.02978899,-0.0655805,0.0208562,0.02073613,0.02142857,0.0,0.01754845,0.04792271,-0.04424132,0.02097378,-0.02301171,0.0240183,0.015625,0.02135417,0.02074392,0.0248927,0.02007435,0.01905434,0.02053991,0.02150538,0.01837176,0.0162844,0.0191289
