Week,ADRE,BBRC,BICK,BKF,DBEM,DEM,DGS,DVYE,EDC,EDIV,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMIF,EUM,EWEM,EWX,FEM,FEMS,HILO,IEMG,PIE,PXH,SCHE,SPEM,TLTE,VWO
2019-11,-0.02646776,-0.01085645,-0.04335364,-0.03625998,-0.02005231,-0.02643369,-0.02411407,-0.03186573,-0.07809137,-0.03252033,0.07728781,-0.03756994,-0.02258727,-0.02594123,-0.03353659,-0.03005881,-0.0535315,0.05141326,-0.03885135,0.02690829,-0.02260762,-0.02390438,-0.02960654,-0.03453947,-0.026038,-0.02630074,-0.02112676,-0.0369357,-0.02810482,-0.02436998,-0.0244128,-0.02792646
2019-10,0.01722441,0.002442,0.00694952,0.01574248,0.01206434,0.01333027,0.01351062,0.012444,0.04581236,0.01305732,-0.04682713,0.01673985,0.01000417,0.0155587,0.019375,0.01000667,0.02714305,-0.03190014,0.01163587,-0.01550802,0.01229508,0.01127142,0.0188755,0.01778656,0.0181686,0.01604697,0.01262019,0.01779859,0.01401869,0.01560726,0.01302378,0.01456543
2019-09,-0.0229064,-0.01757576,-0.01332346,-0.02317333,-0.01380846,-0.0138058,-0.01331615,-0.01455353,-0.06466395,-0.01391965,0.06340819,-0.01771381,-0.00584551,-0.0213866,-0.01008827,-0.00804649,-0.0413394,0.04364987,-0.01811966,0.02198391,-0.0166405,-0.00882353,-0.02222222,-0.01743042,-0.01885424,-0.01875733,-0.01497903,-0.01963534,-0.01792673,-0.01533655,-0.02642429,-0.01677048
2019-08,-0.01167599,-0.02942908,-0.01225667,-0.01636661,-0.01619965,-0.02030686,-0.01588646,-0.02229222,-0.07083432,-0.02434515,0.07391714,-0.0128591,-0.02233049,-0.02366728,-0.01363918,-0.00799645,-0.05152747,0.04976936,-0.0307032,0.02523313,-0.01937865,-0.01142473,-0.01717408,-0.02236951,-0.0240113,-0.02295772,-0.01713948,-0.02105263,-0.01915709,-0.01705817,-0.02137461,-0.01724953
2019-07,0.00921085,0.00838323,0.01064611,0.01881331,0.01075269,0.01268158,0.0099438,0.00441068,0.04497117,0.01128881,-0.04296619,0.01741573,0.01197358,0.01461575,0.01582278,0.00653006,0.02706061,-0.03037975,0.0083167,-0.01549145,0.01094434,0.00545207,0.01274393,0.01472671,0.01822157,0.01530312,0.01444913,0.01211556,0.01495474,0.01516018,0.01361573,0.01359223
2019-06,0.01092757,-0.00180832,0.00710546,0.00194269,0.00453721,0.00255814,0.00812116,0.0002454,0.00381027,0.00126263,-0.00466893,0.00796813,0.00124844,0.00166587,0.00318066,0.00754113,-0.00196381,-0.00135993,0.00473934,-0.00211752,0.00346894,0.00460299,0.00402901,0.00721709,0.00445434,0.00217692,0.00425791,0.00707881,0.00079271,0.00346821,0.00673206,0.0029513
2019-05,-0.012,-0.00477897,-0.02218182,-0.01340996,-0.00894454,-0.01433447,-0.00606849,-0.01110575,-0.05056249,-0.01267388,0.0480467,-0.01781241,-0.00901639,-0.01564324,-0.009375,-0.00607151,-0.03355886,0.03406955,-0.0170227,0.01620746,-0.01785714,-0.00972631,-0.01382306,-0.01352113,-0.01528384,-0.01534279,-0.00956938,-0.0202113,-0.01325536,-0.01699717,-0.01302378,-0.01398264
2019-04,0.03357438,0.01148036,0.03190691,0.03736921,0.01273885,0.02307155,0.0240267,0.0219428,0.06965306,0.02260597,-0.06954536,0.03399597,0.01749271,0.02394636,0.02695764,0.02184913,0.04837103,-0.04685408,0.01727057,-0.02419779,0.01985503,0.02040816,0.03265306,0.02947184,0.01846381,0.02411319,0.03405573,0.02691218,0.02476038,0.02561118,0.02720031,0.02222771
2019-03,0.02779234,0.0207697,0.04434072,0.03198781,0.02366589,0.02981159,0.03359232,0.03818737,0.09971671,0.02488832,-0.09254948,0.02478134,0.02555366,0.03355376,0.01928021,0.02735562,0.06465965,-0.06307266,0.02607204,-0.03089598,0.010133,0.02695035,0.02875,0.0334728,0.02466368,0.03154253,0.02948557,0.02735125,0.02803738,0.02451994,0.03257847,0.0283991
2019-02,0.03020751,0.01414514,0.03960784,0.03515525,0.02294007,0.02286952,0.02162411,0.02150538,0.08937975,0.01404853,-0.08308383,0.03242925,0.0184312,0.02871998,0.02477184,0.00909939,0.05899302,-0.0582969,0.01363327,-0.02899288,0.02035541,0.01658768,0.02869198,0.02168022,0.02022472,0.02816033,0.01565435,0.02128689,0.02543068,0.02533532,0.0277666,0.02663623
2019-01,0.03362927,0.01495327,0.03510172,0.02314694,0.01798391,0.02001464,0.02345766,0.02426931,0.06943385,0.01986324,-0.06694111,0.02634731,0.01297017,0.02388135,0.0151117,0.01389543,0.04076552,-0.04353989,0.03652482,-0.02305764,0.01606031,0.01528541,0.02018033,0.007922,0.01053424,0.02252346,0.01011378,0.02164289,0.02164863,0.01995163,0.02502564,0.02161606
2019-00,0.02800887,0.021181,0.0137931,0.0239936,0.00478698,0.02047441,0.01985646,0.03171191,0.04326923,0.02881072,-0.05257853,0.03427859,0.01098901,0.01612903,0.01670007,0.01554652,0.03340326,-0.03703704,0.02565029,-0.01720747,0.02905405,0.01855016,0.01622096,0.0111836,0.01605505,0.01463415,0.01606684,0.02781993,0.01954951,0.0210136,0.01397289,0.01972127
2018-51,0.03430532,0.01698236,0.0526763,0.02593503,0.01945525,0.01854204,0.01701921,0.01836623,0.08169207,0.02857143,-0.07723641,0.02816901,0.0071048,0.02830189,0.02535984,0.01776156,0.05302138,-0.05190953,0.02203452,-0.0264296,0.01925722,0.02146244,0.01744966,0.01201011,0.01079414,0.02672751,0.01564537,0.02909091,0.02832244,0.02851711,0.0271026,0.02281879
2018-50,-0.02893359,-0.01358344,-0.02641203,-0.02246894,-0.0096432,-0.01197306,-0.0103167,-0.02005348,-0.03152279,-0.00812183,0.02907649,-0.03271605,0.00176835,-0.00925926,-0.01208054,-0.00864969,-0.021817,0.01940442,-0.00182282,0.00978953,-0.01015572,-0.01540719,-0.0127193,-0.02685383,0.0015444,-0.00960717,-0.00959693,-0.01118454,-0.01195559,-0.01274083,-0.00774221,-0.01080369
2018-49,0.0065182,0.00255591,0.00828844,0.01509934,0.00909962,0.00323222,0.00884744,0.00372936,0.0251046,0.00505561,-0.02855728,0.01108716,0.00439367,0.00925926,-0.00066667,0.01644498,0.01831146,-0.01955896,0.00988287,-0.00978474,-0.00301306,0.01249082,0.00701447,0.00578739,0.01396431,0.01004059,0.00380711,0.01272265,0.01369863,0.01305564,0.01066946,0.01427439
2018-48,-0.04487179,-0.02283951,-0.04815534,-0.0468711,-0.03356322,-0.03648069,-0.03864624,-0.02857143,-0.14212926,-0.03364607,0.15841195,-0.03890825,-0.021003,-0.04843788,-0.03603034,-0.04418498,-0.09456163,0.10308389,-0.01612903,0.05090909,-0.03427093,-0.04343786,-0.03921569,-0.03593161,-0.03621582,-0.04773414,-0.04068002,-0.04264494,-0.04683084,-0.04292855,-0.04103586,-0.04586241
2018-47,0.03318047,0.00951777,0.03265306,0.03396029,0.01277804,0.01333333,0.01901593,0.01491742,0.05877034,0.01366667,-0.05978167,0.03624733,0.01099868,0.02119606,0.02448709,0.0172822,0.04173805,-0.03964321,0.01729849,-0.01993024,0.01640442,0.02342995,0.0224622,0.02334041,0.01219512,0.01844864,0.01065831,0.02602603,0.02185792,0.02389706,0.01334976,0.02128764
2018-46,-0.01603421,-0.00816583,-0.01806503,-0.01141671,-0.01135289,-0.01705653,-0.01417434,-0.00976511,-0.04917546,-0.00538902,0.0425495,-0.01852959,-0.01476977,-0.01509434,-0.02268308,-0.00355282,-0.04377002,0.02662428,-0.00184434,0.01447828,-0.0016518,-0.01033654,-0.01611535,-0.0074162,-0.01431801,-0.01504702,-0.01557632,-0.01970443,-0.01466276,-0.01614377,-0.0126634,-0.01315789
2018-45,0.04090537,0.03155184,0.05399835,0.05521142,0.03228916,0.03449138,0.04010695,0.0280399,0.13146448,0.0426787,-0.12153993,0.03590058,0.02604857,0.04216244,0.02917772,0.04252199,0.08296801,-0.08286464,0.0265818,-0.04174757,0.0334912,0.03310446,0.03916449,0.03451408,0.02760736,0.04214147,0.02911392,0.03220936,0.04572908,0.04525456,0.04222689,0.04333954
2018-44,-0.02096436,-0.0204461,-0.04291845,-0.03041237,-0.0163781,-0.02481928,-0.01792453,-0.01877934,-0.08684619,-0.01513623,0.08192901,-0.02725926,-0.00821089,-0.02752976,-0.02239283,-0.01938993,-0.05325973,0.05572504,-0.02316323,0.0273003,-0.01897285,-0.01710214,-0.0263048,-0.01213736,0.00745156,-0.02682071,-0.02801462,-0.02569074,-0.02770885,-0.02501507,-0.01772616,-0.02755805
2018-43,0.06505421,0.03434867,0.07550336,0.08637503,0.0664004,0.05725289,0.05963764,0.05864369,0.23198041,0.05720415,-0.20068172,0.07136061,0.04025328,0.07425214,0.04127199,0.06760204,0.16141457,-0.13808114,0.0359955,-0.06941839,0.03000341,0.06318471,0.06258382,0.06839246,0.04031008,0.07330076,0.05989583,0.05727554,0.07346394,0.07159054,0.06495764,0.07288229
2018-42,-0.0289666,-0.01006289,-0.03592578,-0.02904674,-0.03230404,-0.02399802,-0.03067338,-0.02461868,-0.10666667,-0.01494612,0.1048294,-0.02294686,-0.01449275,-0.03568717,-0.02729045,-0.03652968,-0.07629344,0.06981678,-0.02006567,0.03553801,-0.02428476,-0.02618057,-0.03402807,-0.045142,-0.03370787,-0.03494001,-0.03401361,-0.02325581,-0.03044397,-0.03058387,-0.02997106,-0.02804718
2018-41,-0.01694473,-0.00808961,-0.00239521,-0.00908362,0.00047939,-0.00643724,-0.00384708,0.0,-0.01724138,-0.00347102,0.00352847,-0.01145614,-0.00653595,-0.0048383,-0.00967742,-0.00192077,-0.01786824,0.00436433,0.00260514,0.00244978,-0.01095618,-0.00806058,-0.01398898,0.00120882,0.00377074,-0.00296296,-0.00371747,-0.0049554,-0.00468085,-0.00527459,0.0014547,-0.00631579
2018-40,-0.02645637,-0.00558659,-0.02608019,-0.00861844,-0.02313744,-0.02138395,-0.03132251,-0.0171278,-0.05340472,-0.01121686,0.04005501,-0.00859769,-0.02379941,-0.01489203,-0.01462174,-0.03008396,-0.03162406,0.02808765,-0.02701729,0.01508296,-0.01410761,-0.02687277,-0.01208837,-0.02412474,0.00300526,-0.01648465,-0.02814371,-0.01263977,-0.01040366,-0.01544518,-0.02456706,-0.0143811
2018-39,-0.02871998,-0.03243243,-0.02112135,-0.03979849,-0.03921569,-0.04594533,-0.0464191,-0.02289282,-0.14290793,-0.04041721,0.15589804,-0.02793946,-0.03282725,-0.04847482,-0.04857316,-0.04343932,-0.09861986,0.10277717,-0.02095915,0.05005269,-0.03272958,-0.04594041,-0.03758497,-0.04703247,-0.0620155,-0.04701023,-0.04496301,-0.03458077,-0.04697452,-0.04423749,-0.03912454,-0.04565538
2018-38,0.0138191,0.00544465,0.0159409,0.00838628,0.0,0.01642421,0.00421941,0.00499081,0.01080043,0.00491965,-0.01288308,0.01448419,0.02747253,0.00403705,0.00489596,-0.00288632,0.00906999,-0.00672597,0.01154401,-0.00419948,-0.00600886,-0.00250398,0.00120289,0.00564175,-0.0132128,0.00494071,-0.00791408,0.01251203,0.00683554,0.00556043,0.00252869,0.00469716
2018-37,0.02676523,0.01771533,0.02750491,0.04217652,0.02957234,0.03281853,0.02806065,0.0232496,0.11886204,0.04009514,-0.10899623,0.0304492,0.02586938,0.03979492,0.04262087,0.01272037,0.07504288,-0.07441574,0.02044542,-0.03779367,0.01257253,0.01506849,0.0594391,0.02907311,0.01932713,0.03539644,0.04171495,0.03718394,0.03874691,0.03349282,0.02982107,0.0340823
2018-36,0.0174538,0.01662562,0.01772351,0.01654412,0.01831502,0.02342787,0.01808194,0.01761995,0.05740666,0.01825069,-0.05480167,0.01859756,0.01587302,0.0199852,0.02049968,0.01669298,0.04109191,-0.03793657,0.02265973,-0.0182002,0.0081248,0.01612532,0.01271725,0.01813396,0.02119883,0.01881391,0.00868056,0.01812689,0.01790175,0.01752795,0.01684717,0.01888719
2018-35,-0.00604534,-0.00367422,-0.00735294,-0.01853262,-0.00890869,-0.01568154,-0.01733719,-0.01117616,-0.05505825,-0.01724721,0.05673222,-0.00981851,-0.00383468,-0.01822542,-0.02338462,-0.01622096,-0.03609313,0.03428571,-0.00622483,0.01818182,-0.00485123,-0.01782531,-0.01237624,-0.01881494,-0.01083815,-0.01847804,-0.03406593,-0.00791296,-0.01499797,-0.01385205,-0.01657566,-0.01539608
2018-34,-0.00711656,-0.02847182,-0.00906687,-0.02117819,-0.00738809,-0.01399254,-0.01055807,-0.00130344,-0.05571273,-0.00817795,0.05248735,-0.01295337,-0.01448076,-0.01868943,-0.02202381,-0.00747384,-0.03588183,0.03355398,-0.00964975,0.01780896,-0.01934477,-0.0084562,-0.01002406,-0.01595026,0.00769769,-0.01476793,-0.01534392,-0.01148875,-0.02021773,-0.01919819,-0.01153119,-0.01951916
2018-33,-0.00175527,0.01745936,-0.00991609,0.00875876,0.0188764,0.02146647,0.01866667,0.00903775,0.06455513,0.02205633,-0.06783164,-0.00263004,0.01784197,0.022983,0.02420857,0.01441678,0.0476386,-0.04384664,0.00989736,-0.02288092,0.02457956,0.01220324,0.01818182,0.0193115,0.01708185,0.02103592,0.02830189,0.0152409,0.01890587,0.01895044,0.02061054,0.01597837
2018-32,-0.007996,0.00182593,-0.00875857,-0.01707076,-0.00895255,0.00388067,-0.00177423,0.00884008,-0.02393203,0.00203597,0.01601055,-0.0049795,0.00987124,-0.00621266,-0.00984615,0.00526894,-0.01315611,0.01145767,-0.01190906,0.00520291,0.00129074,-0.00265722,-0.00865979,0.00111857,-0.01079137,-0.00515362,-0.02871073,0.00049261,-0.00841346,-0.0104227,-0.00135685,-0.00808031
2018-31,-0.01914687,-0.01235294,-0.0007516,-0.00825644,-0.00264317,-0.02469711,-0.01010753,-0.02706186,-0.04904721,-0.0146771,0.04563287,-0.02812148,-0.01173021,-0.01550208,-0.00060423,-0.01959545,-0.02772126,0.02979684,-0.0140647,0.01557465,-0.03199016,-0.01137583,-0.01829026,-0.01890812,-0.01736111,-0.01611047,0.0015932,-0.02328897,-0.01630435,-0.01352875,-0.01352621,-0.01471635
2018-30,-0.00739504,-0.00058617,-0.00073233,-0.01518747,-0.00612691,-0.00346021,-0.00910438,-0.00102249,-0.02991058,-0.0098789,0.027513,-0.00886918,-0.00908715,-0.00909918,-0.0112626,0.00293747,-0.01784835,0.02053676,-0.00552677,0.00983069,0.00367872,-0.00615189,-0.02042389,-0.01553599,-0.00069396,-0.00812547,-0.02659847,-0.00375587,-0.00917431,-0.01054677,-0.00926612,-0.00817757
2018-29,0.02173913,0.02054381,-0.00437158,0.0204918,0.01417811,0.0249584,0.02136844,0.0212153,0.06989189,0.02691172,-0.06860158,0.01915493,0.0164557,0.02347745,0.0245509,0.03056393,0.05096277,-0.04720552,0.01933896,-0.02193686,0.01860612,0.0233564,0.03049505,0.0310757,0.02066999,0.02335006,0.03005181,0.02414293,0.02384676,0.02385009,0.02724328,0.02242366
2018-28,0.00899805,0.00609013,0.02020958,-0.00048042,0.00309872,0.0102994,0.00280414,0.00498034,0.02098819,0.01590457,-0.02342961,-0.00084104,0.01062473,0.00814711,-0.00882353,0.00192143,0.01497696,-0.01709212,0.00956429,-0.00747863,-0.00379387,0.0054019,0.00318471,0.00748263,-0.00213371,0.00733308,-0.00205339,0.01320939,0.01060904,0.0076945,0.00379795,0.00839329
2018-27,-0.00193424,-0.00483384,-0.00220913,-0.00498457,-0.00482033,-0.00710227,0.00064475,-0.00778816,-0.02404957,-0.00848287,0.01775272,-0.00166945,0.00255102,-0.00780891,-0.00234742,0.0012728,-0.02058383,0.01662113,0.00141894,0.00756757,-0.00657277,0.00366221,-0.01208577,-0.00290084,0.0129683,-0.00744133,0.01074719,-0.00724988,-0.00543901,-0.00535211,-0.00752021,-0.00498221
2018-26,0.02119701,0.0211049,0.01210745,0.01221896,0.00492611,0.01119494,0.00021753,0.02222817,0.03122507,0.00400267,-0.03310371,0.01635112,0.01307759,0.01182872,0.01451028,0.00625,0.01756703,-0.02102553,0.02595029,-0.01154856,0.0195701,-0.00173875,0.00842697,0.00350216,0.00444774,0.01118524,-0.01950719,0.01701702,0.01484751,0.01336044,0.00710718,0.01222494
2018-25,-0.00099157,0.00556242,0.00558867,-0.0045706,0.00267142,0.00460829,-0.00748823,-0.00026525,-0.00418917,-0.00165948,-0.00334251,-0.00142735,-0.00858369,0.0,-0.00178359,-0.01035065,0.00323625,-0.00305744,-0.0010803,-0.00158983,0.00608389,-0.00407638,-0.0117096,-0.00453575,-0.00575954,0.0,0.01769912,0.00148662,0.00278441,0.0,0.00037857,-0.00072499
2018-24,-0.01524172,-0.00730816,-0.02447676,-0.01184119,-0.00611621,-0.00311303,-0.01805354,-0.00497512,-0.03532303,-0.00488599,0.03116446,-0.01269666,-0.01013514,-0.01051909,-0.02382303,-0.01751494,-0.02028772,0.0206044,-0.0087535,0.01194354,0.00759013,-0.01711185,-0.00949487,-0.01763028,-0.01137171,-0.01136364,-0.0359252,-0.00828057,-0.01160991,-0.01094276,-0.02031107,-0.01433945
2018-23,-0.01430246,-0.02061249,-0.01863354,-0.01696449,-0.00978723,-0.02709529,-0.02179564,-0.02173364,-0.06691176,-0.02065081,0.07070944,-0.01278564,-0.01849568,-0.02381477,-0.01831299,-0.0187363,-0.04530336,0.04639175,-0.0261194,0.02248454,-0.02797203,-0.01944501,-0.02842566,-0.02648014,-0.02592087,-0.02210449,-0.02314596,-0.01561761,-0.01915133,-0.01741971,-0.02723599,-0.01870011
2018-22,-0.00745399,-0.00235571,0.00349528,-0.00652272,-0.00548755,-0.01509349,-0.00694307,-0.00452375,-0.03168545,-0.01381215,0.02748312,-0.0070062,0.00123406,-0.01004148,-0.00274876,-0.01295896,-0.02386528,0.01702128,-0.02078445,0.00965909,0.00396825,-0.00182002,-0.00217944,-0.00248694,-0.00752909,-0.0081448,-0.0084666,-0.01301115,-0.01038961,-0.00753701,-0.00645612,-0.01059036
2018-21,0.02123552,0.00476474,0.01279772,0.02374854,0.0116782,0.02111859,0.01894866,0.02721801,0.06075039,0.02116904,-0.0607323,0.0214425,0.00249273,0.02162649,0.02715194,0.02849117,0.04128986,-0.04181348,0.01822558,-0.02037445,0.01142328,0.01651528,0.02220549,0.01294745,-0.02038043,0.02148328,0.01849148,0.01770335,0.01913509,0.02141268,0.01770703,0.02139535
2018-20,-0.00887021,0.00117994,-0.00486449,-0.00702311,-0.00803723,-0.00429864,0.0,-0.0056051,0.00336578,0.00154416,-0.00489625,-0.00518701,-0.00285365,0.00176328,-0.00282965,0.00158604,-0.00102728,-0.00293902,-0.00960901,-0.00112486,-0.00456899,0.0051083,-0.02159827,-0.00625626,0.01939058,0.00182983,-0.00431034,-0.01515847,-0.00261487,-0.00407498,-0.00192915,-0.0013624
2018-19,-0.03326544,-0.03021665,-0.02789116,-0.02354509,-0.01005025,-0.02139037,-0.01762027,-0.01319797,-0.08565401,-0.03447242,0.08701072,-0.02761551,-0.01295547,-0.02927879,-0.02395543,-0.00907477,-0.05490451,0.05704784,-0.0247117,0.02817711,-0.0376914,-0.01400447,-0.01398852,-0.01592832,-0.03683858,-0.02630166,-0.03125,-0.03308002,-0.0298725,-0.02976349,-0.01776168,-0.02820342
2018-18,0.01668211,0.00057143,0.03031359,0.02910174,0.02365591,0.02543538,0.01571313,0.01107106,0.07734453,0.01649863,-0.07676444,0.01849837,0.0036855,0.0270031,0.02880184,0.01152394,0.05537086,-0.05039981,0.00801871,-0.02574147,0.01009501,0.00734244,0.02594514,0.0179565,-0.0013541,0.02496787,0.0265748,0.02862419,0.02551595,0.02207084,0.01860628,0.02278423
2018-17,0.0,-0.00673023,-0.02721088,-0.00636219,-0.00682012,-0.00609206,-0.0015949,-0.00254972,-0.03241223,-0.00661853,0.03152069,-0.00245298,-0.01004016,-0.01045069,-0.00456621,-0.00509404,-0.02495032,0.02376188,-0.01303781,0.01023309,-0.02079122,-0.00564858,-0.01482821,-0.0199213,-0.02427512,-0.01065559,0.0054321,-0.01084991,-0.00848708,-0.00886144,-0.00896397,-0.01034405
2018-16,0.00280833,-0.01419214,0.0091868,0.00891021,0.00255864,0.00721208,0.0015829,0.00329782,0.02154648,-0.00297708,-0.02422643,0.00988197,0.0040032,0.00806276,-0.00456621,-0.001168,0.01537611,-0.01846307,0.01660697,-0.00852273,-0.00057323,-0.00520104,0.00833032,-0.00629235,-0.0046729,0.0068654,-0.00342969,0.00723654,0.00478821,0.00401391,0.00552677,0.00336172
2018-15,0.00233209,-0.01397849,0.00168294,-0.00113507,-0.00212585,-0.00178213,-0.01221877,-0.00476071,-0.0243136,-0.00643275,0.02158635,0.01638434,-0.00831354,-0.00772201,-0.02060134,-0.01033097,-0.01343508,0.01284027,-0.01063487,0.00750577,0.01602748,-0.01410935,-0.00642628,-0.014633,-0.01048493,-0.00800142,-0.01102589,-0.00044883,-0.00941006,-0.00658935,-0.00462012,-0.00948181
2018-14,0.01038226,0.00600437,0.01050136,0.00932666,0.01202233,0.01470256,0.01138148,0.00632751,0.02674161,0.00892326,-0.03032508,0.00925926,0.00878594,0.00932148,0.00449186,0.00774293,0.00301594,-0.01864919,0.00777958,-0.01027397,0.00547235,0.01270598,0.01153153,0.00354442,0.00065531,0.00989031,0.01563263,0.01452565,0.01023018,0.0103751,0.00618982,0.0091314
2018-13,-0.01124912,0.00662617,-0.01311365,-0.00631342,-0.00172936,-0.008,-0.00039185,-0.00543747,-0.02230204,-0.01442449,0.0174963,-0.00598965,0.01054339,-0.00711054,-0.0106383,0.00684932,-0.01308957,0.01118454,-0.00289948,0.00689259,0.00966325,0.00359138,-0.00392017,0.00402272,-0.00330469,-0.00483784,-0.00633837,-0.00623608,-0.00255288,-0.00502912,0.00189394,-0.0028844
2018-12,-0.00364631,0.00383982,0.00863214,-0.00942156,-0.0021097,-0.0010917,-0.00057792,0.00171024,-0.01155257,-0.00606061,-0.79896557,-0.00504916,0.00481348,-0.00253271,-0.00915455,0.00621118,-0.00735218,0.00396825,0.00542611,0.00175747,-0.00231616,0.00315333,0.00247437,-0.00299401,0.00456919,-0.00122915,-0.00381679,-0.00218627,-0.00886525,-0.00491973,0.00474335,-0.0037029
2018-11,-0.02819125,-0.01537617,-0.02188112,-0.03815305,-0.03699086,-0.01718062,-0.02632598,-0.02008327,-0.11171952,-0.01112412,0.10620531,-0.02534988,-0.01367659,-0.03672613,-0.06022187,-0.03210832,-0.07443992,0.07241379,-0.01952625,0.03642773,0.00695451,-0.02618626,-0.03208745,-0.02384259,-0.0019544,-0.03533322,-0.0225853,-0.02237824,-0.03326256,-0.03349652,-0.03552189,-0.03234911
2018-10,-0.00987275,-0.01609442,-0.01273885,-0.00530335,-0.01346389,-0.01252429,-0.00553435,-0.01083293,-0.03961236,-0.01519931,0.04168305,-0.01487561,-0.00516078,-0.01311207,-0.00733753,-0.00890995,-0.02790968,0.02892102,-0.01074589,0.01324503,-0.00423849,-0.00718307,-0.00691563,0.00183528,-0.01532567,-0.01230349,-0.0056899,-0.02045164,-0.01381693,-0.01431441,-0.00926079,-0.01524778
