Month,ADRE,BBRC,BICK,BKF,DBEM,DEM,DGS,DVYE,EDC,EDIV,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMIF,EUM,EWEM,EWX,FEM,FEMS,HILO,IEMG,PIE,PXH,SCHE,SPEM,TLTE,VWO
2015-03,-0.04109589,-0.00470588,-0.03898379,-0.01324308,0.0,-0.02858684,-0.00871795,-0.03902715,-0.05082682,-0.03023098,0.01968881,-0.04487875,-0.01308901,-0.01335827,-0.03587699,-0.00070208,-0.03074343,0.01436526,-0.00786112,0.00800961,-0.02291597,-0.01424711,-0.0109127,-0.00410818,-0.02773498,-0.01282628,0.00465658,-0.03383897,-0.02170062,-0.02064897,-0.01531162,-0.01894849
2015-02,0.02326284,0.01680672,0.01335708,0.04268293,0.0221998,0.04446309,0.0129668,0.02070751,0.06867509,0.01370332,-0.08237072,0.0458302,0.01581028,0.02571819,0.0167264,0.02008128,0.05028339,-0.05560831,0.00621118,-0.02695313,0.02826975,0.02209945,0.03481823,0.01521965,0.04143426,0.02489053,0.02311796,0.03104478,0.02402539,0.02238557,0.01937046,0.02821918
2015-01,0.00184559,-0.02704327,0.01087449,0.00872818,-0.00510725,-0.00873732,0.01604278,0.0105789,0.00813474,-0.00861178,-0.04145709,0.00495994,0.00809717,0.00644619,-0.01363367,0.01906412,0.01594358,-0.02476873,0.02064298,-0.0106383,0.00309598,-0.00253357,-0.00259202,-0.00279135,-0.02755906,0.00922204,0.02652684,-0.00242718,0.0079033,0.01033058,0.0063234,0.00957207
2014-12,-0.05249495,-0.0443686,-0.03650587,-0.02897676,-0.01856498,-0.05574637,-0.02607798,-0.04720911,-0.07870653,-0.04137931,0.05870131,-0.08544634,-0.01097936,-0.02297297,-0.03030303,-0.01716634,-0.05287583,0.03935675,-0.02384842,0.02118478,-0.02669743,-0.01535033,-0.06379894,-0.02505078,-0.04630321,-0.02623175,-0.03925015,-0.04357798,-0.02430243,-0.02824859,-0.03346457,-0.0291813
2014-11,-0.00725244,-0.02974581,0.00767591,-0.00088365,0.00949525,-0.03083144,-0.00585391,0.0033067,-0.02848843,-0.00709677,0.00297422,-0.02274975,-0.01234043,-0.00712025,0.01052049,-0.00473934,-0.0167157,0.00550721,0.00095633,0.00360433,0.00227568,-0.01110039,-0.01223529,-0.00892267,-0.01746725,-0.00646744,-0.00860585,-0.00335946,-0.00176289,-0.01131222,-0.0034188,-0.00449023
2014-10,0.03778987,0.00216333,0.03943909,0.04627093,0.02453988,0.00988343,-0.00453629,0.00467933,0.09861557,0.01603928,-0.11382221,0.03790186,0.01981051,0.03547252,0.04453682,-0.00658824,0.06730364,-0.07608696,0.0369281,-0.03656165,0.02269737,-0.0016835,0.01917546,-0.03180212,-0.00145138,0.02498297,0.02524956,0.0203966,0.04385564,0.03324468,0.02516269,0.04211102
2014-09,-0.10025126,-0.03417918,-0.09682417,-0.09553283,-0.04908566,-0.06812369,-0.05882353,-0.07945205,-0.21837726,-0.07901746,0.24721755,-0.10771042,-0.06479652,-0.07620681,-0.10141881,-0.04788979,-0.15077453,0.16095548,-0.08355321,0.07692308,-0.0663863,-0.05999108,-0.06584723,-0.06065133,-0.06123822,-0.07230164,-0.065662,-0.10169492,-0.07822149,-0.06953339,-0.06987856,-0.07355865
2014-08,0.06533477,0.02230483,0.02802242,0.03659218,0.02419753,0.01601507,0.02516779,0.01460589,0.06445572,0.01467505,-0.07242953,0.05482456,0.03084416,0.02276708,0.0,0.02742189,0.03871352,-0.04914122,0.04511743,-0.0254591,0.01098566,0.01860676,0.01547988,0.033139,0.02268041,0.02526539,0.06425703,0.040625,0.03420265,0.03422053,0.03161975,0.03212542
2014-07,0.03292411,0.00912997,-0.00995223,0.02233038,0.01867744,-0.00984298,-0.00481812,0.00228949,0.00566595,-0.01160714,-0.02150859,0.00157233,0.00488202,0.00404142,0.04350251,-0.00717167,0.00413525,-0.01222636,0.00186451,-0.00660338,0.00773515,-0.01796945,0.00582176,0.0231467,-0.02363268,0.0017149,-0.00745841,0.01216931,0.00647948,0.00961538,0.0002035,0.00467532
2014-06,0.03591241,-0.01342642,0.04077343,0.03325416,0.00765697,0.02986887,0.02081784,0.00822622,0.06039277,0.02227647,-0.06359657,0.03985507,0.02192243,0.02108826,-0.01035987,0.00801649,0.03195297,-0.04295551,0.02927928,-0.022,0.01896933,0.02886406,0.03583062,0.00343857,0.01031637,0.02029113,0.01525822,0.02686404,0.02548055,0.03088675,0.02978813,0.02664155
2014-05,0.01365796,0.01976936,0.04269366,0.04563926,0.01516736,0.0186428,0.00722291,0.00569064,0.08016317,0.00833848,-0.08697135,0.04564315,0.01446809,0.02846402,0.03993155,0.0206379,0.0617639,-0.05884156,0.02005919,-0.02978723,0.03041203,0.03540252,0.0170859,0.03912059,0.03876525,0.026806,0.02951807,0.03758542,0.02262235,0.02987637,0.03320313,0.03037058
2014-04,0.01322513,0.01057318,-0.01864701,-0.01446599,-0.00417537,0.00424788,-0.00074888,0.02685456,-0.01484544,0.03024514,0.00078373,-0.00790378,0.01217921,-0.00374933,-0.00226629,-0.00839552,-0.00802612,0.00152999,0.00364359,0.00154739,0.00820749,-0.01293413,-0.01225259,-0.03095685,0.0021645,-0.00068182,-0.01015532,0.00515169,-0.00184758,-0.00103164,0.00217155,-0.00055726
