Month,ADRD,ADRU,DBGR,DFE,EDEN,EFNL,EIRL,ENOR,EPV,EUFN,EWD,EWG,EWGS,EWI,EWK,EWL,EWN,EWO,EWP,EWQ,EWU,EWUS,EZU,FDD,FEP,FEU,FEZ,FGM,FKU,FSZ,GREK,GXF,HEDJ,IEUS,IEV,NORW,UPV,VGK
2016-05,-0.00984683,-0.00941828,0.013947,0.01065891,0.01866423,-0.00472175,0.01112836,-0.02552323,0.01897568,-0.00903614,-0.0284658,-0.02262626,0.01786613,-0.03882657,0.01128936,-0.01251303,-0.00213858,-0.05437666,-0.0334873,-0.01205857,-0.01704158,0.0155543,-0.04419384,-0.01957295,-0.00496983,-0.01229796,-0.01432665,-0.01914414,0.00770108,-0.02027721,0.07210884,-0.01342282,0.01946322,0.00748188,-0.01583043,-0.0225641,-0.02367326,-0.01318102
2016-04,0.04367816,0.04778555,0.02250958,0.00687758,0.00628814,0.01659751,-0.01336074,0.09977578,-0.07387508,0.06225931,0.02516203,0.02815126,0.0,0.05525362,0.01029056,0.03527273,0.00959442,0.02878684,0.0675453,0.03234501,0.05001799,0.02124563,0.03400064,0.04686036,0.01866764,0.04946077,0.03695073,0.01585928,0.02053991,0.01501976,0.03370787,0.02702703,0.01929126,0.01605175,0.03962901,0.0976431,0.07035886,0.03483841
2016-03,0.03337237,0.02190645,0.01884058,0.06957251,0.0435205,0.04174099,0.05811404,0.04814385,-0.08541147,0.02877698,0.05178643,0.06147722,0.07269746,0.04435107,0.05246321,0.02407407,0.04537205,0.08594918,0.0539258,0.03839038,0.02747253,0.05019655,0.04788639,0.04054054,0.05234796,0.02801969,0.04401651,0.05828502,0.05166616,0.05153782,0.14054927,0.0372807,0.00942211,0.05368448,0.03489043,0.05263158,0.09439166,0.04147902
2016-02,-0.04238259,-0.02748538,-0.03621439,-0.02079832,-0.02897431,-0.04093772,-0.04551504,0.0255164,0.05290923,-0.05410567,0.00951199,-0.03924162,-0.02195992,-0.06255666,-0.04806492,-0.02695716,-0.02829758,-0.00456969,-0.0490279,-0.02497687,-0.03270349,-0.03413174,-0.03992147,-0.01653696,-0.02722393,-0.0413716,-0.03884157,-0.01500469,-0.05145747,0.00028297,-0.1037037,-0.02030735,-0.03138732,-0.01807536,-0.02961472,0.0207824,-0.06728193,-0.03138273
2016-01,-0.03768433,-0.04206394,-0.04666057,-0.05209377,-0.02668433,-0.0111261,-0.06174395,-0.04034582,0.07547484,-0.09382151,-0.04209284,-0.04823826,-0.06155844,-0.10873943,-0.04311377,-0.04975473,-0.00364299,-0.07692308,-0.05466879,-0.0221519,-0.03273495,-0.07478992,-0.03679245,-0.03204524,-0.0558598,-0.04243937,-0.04067686,-0.05286738,-0.07690164,-0.05631537,-0.12301587,-0.02230483,-0.01954397,-0.05927526,-0.03916161,-0.05909091,-0.08355941,-0.04157253
2015-12,-0.02858628,-0.03957784,-0.05889777,-0.00535821,0.00207665,-0.02260813,0.02649859,-0.08704772,0.06074936,-0.04238197,-0.0392302,-0.03970126,0.00284018,-0.04583333,0.01447527,-0.00103806,-0.03250975,-0.01631543,-0.06649522,-0.03890552,-0.06050748,-0.02029221,-0.04235782,-0.01555352,-0.02316602,-0.03877276,-0.04560657,-0.01238123,-0.03617639,0.02235991,-0.08241082,-0.01888719,-0.08027311,-0.01361183,-0.03789859,-0.08586387,-0.04885913,-0.0339858
2015-11,-0.025941,-0.02346194,0.03014643,-0.01680838,0.02988596,-0.0029703,0.01023353,-0.004772,0.04070962,-0.03528173,-0.00222552,-0.00973899,-0.02434077,-0.03763244,0.00365408,-0.03816538,-0.0254022,-0.02555481,-0.04341637,-0.03677686,-0.02592,-0.00647075,-0.0212271,-0.03211418,-0.02316736,-0.02485913,-0.02497027,-0.00491188,-0.02653486,-0.03198741,-0.20158888,-0.00613811,0.02484005,-0.00351453,-0.02489094,-0.0063762,-0.04545455,-0.02391534
2015-10,0.0678337,0.06536313,0.12328094,0.03694479,-0.00807882,0.08027358,0.0161987,0.0399556,-0.11719128,0.04403567,0.0436307,0.10533217,0.043607,0.03790199,0.05870841,0.03866432,0.07433056,0.06204906,0.05151515,0.07187781,0.06211393,0.0395401,0.07543582,0.06040268,0.07158921,0.06214489,0.08553706,0.07476341,0.04917582,0.06135143,0.12922002,0.02595339,0.11254495,0.05948233,0.06055601,0.03543743,0.12594187,0.0591971
2015-09,-0.02299465,-0.02723312,-0.02647754,-0.01841244,-0.00434611,-0.0148989,-0.01406582,-0.03585008,0.01640958,-0.02665941,-0.02161547,-0.03672788,0.0152547,-0.00681818,-0.00908501,-0.01591145,-0.01847679,-0.01709402,-0.04661326,-0.01416556,-0.0017188,-0.01191466,-0.02287481,0.00674374,-0.02201027,-0.00983837,-0.02691577,-0.03630862,0.00055218,-0.02678078,0.0647482,-0.01412134,-0.01908714,-0.01029412,-0.01545134,-0.02847755,-0.04297994,-0.01386404
2015-08,-0.07474844,-0.07269155,-0.09991742,-0.03689395,-0.04930491,-0.06127771,-0.01553349,-0.06123457,0.14594487,-0.07414634,-0.04902998,-0.07666291,-0.0271388,-0.04410727,-0.05924596,-0.0659514,-0.08222491,-0.04660453,-0.06791955,-0.06803543,-0.07442573,-0.03582636,-0.07244755,-0.06343612,-0.05892256,-0.07856694,-0.07714204,-0.06981236,-0.04367934,-0.05134788,-0.03189066,-0.05760922,-0.1082871,-0.03076217,-0.07093933,-0.06508876,-0.13959445,-0.07033145
2015-07,0.02686859,0.02502503,0.01351351,0.02142717,0.03894594,0.03293011,0.05116528,-0.02406796,-0.05349099,0.0239521,-0.00350018,0.00724361,0.02409639,0.02569671,0.02268547,0.03626266,0.02027307,0.01685772,0.02196688,0.03336113,0.01358025,0.00078329,0.02238806,0.01697945,0.0085237,0.02778675,0.02431878,-0.00830565,-0.00025517,0.02347046,-0.08333333,0.01361868,0.02495379,0.00690926,0.01869392,-0.01806084,0.03339925,0.02168525
2015-06,-0.0229775,-0.02689487,-0.0399177,-0.02368117,-0.01540832,-0.02364532,0.00403877,-0.0162037,0.04639876,-0.01142573,-0.02956342,-0.02218045,-0.01450805,-0.03092784,-0.00309598,-0.04723178,-0.01483313,-0.0343461,-0.01823607,-0.02537863,-0.03751116,-0.00026192,-0.02290076,-0.01410935,-0.02443924,-0.02893992,-0.02136876,-0.01102232,-0.0176723,-0.03435989,-0.17568767,-0.04041353,-0.04278267,-0.01136891,-0.02825134,-0.01387604,-0.05357143,-0.02686326
2015-05,-0.00237192,0.00488759,-0.01141459,0.01142525,-0.00172678,0.00362677,-0.00133761,-0.03926702,0.00177061,-0.00147348,-0.00647359,-0.02945455,-0.0007874,0.00391042,0.0124533,0.01005025,0.00700453,-0.01609788,-0.04,-0.02117459,0.00592768,0.05526533,-0.01800055,-0.00952381,0.00772849,-0.00527295,-0.02421171,-0.00710188,0.04663487,-0.01756147,-0.0234375,-0.00093897,-0.00072124,0.01909477,-0.00529228,-0.03502627,-0.01396017,-0.00519273
2015-04,0.03455084,0.02978294,-0.05661851,0.05369953,0.03569996,-0.01729201,0.04248734,0.11908248,-0.06449275,0.02020202,0.01670727,-0.01594781,0.02001623,0.01875,0.02511269,0.02784147,0.02737382,0.05346127,0.01960784,0.03432398,0.05969211,0.0600408,0.01248581,0.02491103,0.02679193,0.03581801,0.01178838,-0.00357536,0.05756396,0.03307087,0.13293651,0.01438849,-0.03527337,0.05397376,0.03177383,0.11960784,0.0723992,0.03221114
2015-03,-0.02520601,-0.02379772,0.03838301,-0.02060606,0.03233935,-0.0221865,-0.02738589,-0.04781997,0.03637371,-0.00407747,-0.03459859,0.00073153,-0.021931,-0.00849022,-0.03020768,-0.00297422,-0.02187631,-0.03036437,-0.00820749,-0.01949399,-0.05864841,-0.04144497,-0.01244696,-0.04522184,-0.02725724,-0.02507937,-0.01203438,-0.01126064,-0.04974861,-0.00105792,-0.13508921,-0.00527325,0.02419502,-0.02240623,-0.02413793,-0.04618285,-0.04843183,-0.0257616
2015-02,0.05945669,0.05148206,0.05086207,0.0756156,0.07130045,0.05463183,0.09808102,0.00185701,-0.10124275,0.0530303,0.06540386,0.03614916,0.05347594,0.07355865,0.03464052,0.0409216,0.06036036,0.09763314,0.06300315,0.04644097,0.04945227,0.09703092,0.04941947,0.0353045,0.05597689,0.04556036,0.04563194,0.04195402,0.07859388,0.06081839,0.1043398,0.05449041,0.05841393,0.07941099,0.04862907,0.00747664,0.09868729,0.04874383
2015-01,0.00311688,-0.00209534,0.0842456,0.00976909,-0.00561041,0.01476141,-0.02020821,0.00434573,-0.03245023,-0.02773333,0.03109959,0.02838864,0.00801833,0.00606551,0.01891892,0.0069808,0.00822293,-0.05571429,-0.06714944,0.01748095,0.0098852,-0.00576631,0.00850805,0.02463504,0.01667284,0.00575101,0.00183655,0.01694915,0.01920838,-0.00621118,-0.2356186,0.03074518,0.0775699,-0.00264131,0.0095037,0.00096712,0.03289151,0.0103138
