Week,ADRD,ADRU,DBGR,DFE,EDEN,EFNL,EIRL,ENOR,EPV,EUFN,EWD,EWG,EWGS,EWI,EWK,EWL,EWN,EWO,EWP,EWQ,EWU,EWUS,EZU,FDD,FEP,FEU,FEZ,FGM,FKU,FSZ,GREK,GXF,HEDJ,IEUS,IEV,NORW,UPV,VGK
2018-19,-0.00875274,-0.00405588,0.00823487,-0.01451589,-0.02594167,-0.00399061,0.0002096,0.00648415,0.01136755,-0.0242915,0.00030769,-0.00649752,-0.00746037,-0.04775194,-0.01040119,-0.00385986,-0.01106195,-0.02377049,-0.03114504,-0.0049922,0.0028393,0.00980169,-0.01217271,-0.01087745,-0.00373042,-0.00376812,-0.00984737,-0.01212595,0.00786434,0.00269854,-0.0671414,-0.01308074,0.00676715,-0.00668151,-0.00683615,0.00505051,0.0,-0.00619515
2018-18,0.01741849,0.01649107,0.00395257,0.00996629,0.0189157,0.02194656,0.01909052,0.01926572,-0.02563238,0.01455207,0.03352309,0.00527786,0.00514099,-0.01377832,0.0054672,0.00627803,0.00736707,0.01405539,0.01642392,0.0088189,0.01854535,0.01624507,0.00717261,0.00659341,0.01458386,0.01055718,0.00470064,0.00728203,0.02595766,0.01326829,0.01829268,0.02404068,0.0093081,0.01246322,0.01189446,0.01747997,0.02712832,0.01254137
2018-17,-0.0013369,-0.00547945,0.01952837,0.00191514,0.01430093,-0.00900901,0.00667384,0.00328947,0.0,-0.00990099,0.00095602,0.01198738,0.01160941,0.01240695,-0.00688976,0.00090334,-0.00540197,-0.01108374,0.00559876,0.0,-0.00490479,-0.00785219,0.00464684,-0.00728332,0.00609137,-0.00146585,0.0,0.01262272,-0.00327044,-0.00274564,-0.03646833,0.0027972,0.01117406,0.00243605,0.00043309,0.00735294,-0.00937058,0.0101204
2018-16,0.00311249,-0.00136737,0.00073719,-0.01315789,-0.00344931,0.00261407,-0.0107868,0.00254176,0.00169722,-0.01368049,-0.01661538,-0.00592269,-0.01447471,-0.01220256,-0.01304978,-0.00239091,0.00158078,-0.00967352,-0.00831025,0.00376766,0.00230814,-0.00662857,-0.00230521,0.00511322,0.00101087,0.00058394,-0.00172669,-0.00891972,-0.00400501,-0.00485625,0.00678952,-0.00779102,0.00347826,-0.00945017,-0.00172154,0.00145666,-0.02851254,-0.00294321
2018-15,-0.00265487,0.00227583,0.00895522,0.00537478,-0.00358262,0.0163974,0.01342425,0.00876872,-0.00711864,0.00848593,0.02623262,0.00186741,0.00388802,0.01146576,-0.002405,-0.00356612,-0.01493466,0.00486224,0.00432633,0.00694225,0.00231214,-0.00113817,0.00485213,0.00440529,0.00428319,-0.00204141,0.00645161,0.00796813,0.0070458,0.00845292,0.01773399,0.00783049,0.00896717,0.00396894,0.00366695,0.00879121,0.0413164,0.00295241
2018-14,0.00850873,0.00550711,0.01357978,0.0184414,0.00044863,0.01701183,0.00303359,0.03357224,-0.03107622,0.01595987,0.00191205,0.01774398,0.02296651,0.01517547,0.0014437,0.00599161,0.01489227,0.01823456,0.01101668,0.01220295,0.02149588,0.02660075,0.01409443,0.01041667,0.02090323,0.01238208,0.01261034,0.02132413,0.02770585,0.00157511,0.00929752,-0.0073903,0.008402,0.02281167,0.01378556,0.03487491,0.02193383,0.01500706
2018-13,0.02583026,0.01995249,0.02636681,0.01240545,-0.00839329,-0.00223602,0.00263505,0.01390498,-0.04240173,0.0088249,-0.01079023,0.01687216,0.00617284,0.02860901,-0.00048544,-0.00030221,0.01197024,0.01116164,0.01191243,0.02118504,0.02585945,0.0214613,0.01734522,0.02068966,0.00887728,0.01975084,0.01974026,0.01139424,0.02003163,-0.0070936,0.03128371,-0.00467071,0.01701073,0.00769644,0.01524322,0.01241272,0.04926299,0.01517067
2018-12,0.00825309,0.01084906,0.01549787,-0.01018901,0.00074162,-0.00172075,0.00742358,-0.00338855,-0.00224503,-0.00591178,0.00219367,0.00256328,-0.01666929,0.00390244,-0.00382226,0.0059988,0.00095908,-0.01527331,0.00415468,0.00130804,0.00362538,-0.00874911,0.00214286,0.01148545,-0.00231184,0.00753693,0.00591868,-0.00081334,-0.00750712,0.00488663,-0.01966874,0.00137868,0.01979045,-0.01019511,0.0044405,-0.00605602,0.00503262,0.00142781
2018-11,-0.02044525,-0.03267372,-0.0321726,-0.02231356,-0.0132342,-0.02413457,-0.01872579,-0.00726022,0.05635179,-0.04281891,-0.03898097,-0.0335019,-0.02631579,-0.02473498,-0.03242481,-0.03161004,-0.02968109,-0.01697656,-0.03573688,-0.03101777,-0.0205376,-0.01508011,-0.03243243,-0.02362805,-0.02203433,-0.02834129,-0.03669957,-0.01888708,-0.0156772,-0.02214093,-0.04106776,-0.02815622,-0.03382114,-0.02353146,-0.02944408,-0.0076746,-0.03363188,-0.02848045
2018-10,-0.0075859,-0.00552995,-0.00409989,-0.01590745,-0.00781365,-0.01368547,-0.01658516,-0.01005587,0.01531802,-0.00573698,0.0,-0.00932546,-0.01329212,0.0,-0.0214808,-0.00845235,-0.00688576,-0.01802885,-0.00345044,-0.00384492,-0.00448029,-0.00516796,-0.0058126,-0.00676692,-0.00483953,-0.00472116,-0.00025119,-0.01144578,-0.00792029,-0.01253799,-0.03808594,-0.00805009,-0.00385233,-0.00844973,-0.00434783,-0.01121076,-0.01221484,-0.00629591
2018-09,0.00675371,0.00790698,0.02019048,0.02335614,0.01287618,0.02458815,0.02431083,0.02358311,-0.033034,0.01074306,0.02908068,0.0161802,0.02763137,0.03646006,0.02008407,0.01003246,0.01948259,0.0238193,0.00729233,0.01761827,0.01360339,0.02672123,0.01658768,0.00529501,0.02192067,0.01105468,0.01480347,0.01373795,0.02010969,0.0178191,0.02738337,0.01773533,0.02146134,0.02720484,0.01480663,0.02056359,0.03872054,0.01728131
2018-08,-0.03894967,-0.04138245,-0.04570586,-0.03654485,-0.04013861,-0.03736316,-0.03306314,-0.02831595,0.0768969,-0.03411054,-0.04883164,-0.044,-0.04324911,-0.03137004,-0.0192926,-0.04145226,-0.03098592,-0.00902379,-0.03524364,-0.03165559,-0.03805621,-0.02769886,-0.03341014,-0.03095063,-0.04127863,-0.03845042,-0.03640416,-0.04632746,-0.03736655,-0.04603293,-0.03746398,-0.04370629,-0.03693091,-0.03318928,-0.03602831,-0.02103681,-0.07670851,-0.03696666
2018-07,0.01027703,-0.00728597,0.00408466,0.00700117,0.02053571,0.00361707,-0.00913533,0.02291826,-0.01328904,0.00610288,0.00485437,0.00528114,0.00344234,0.00548741,0.01221231,0.00404391,0.00698413,0.00496073,0.00185759,0.0096494,0.00771742,0.0076118,0.00747489,0.01123596,0.00843127,0.00763583,0.00704048,-0.00515464,0.00588988,0.0075959,0.00579151,0.00936664,0.01217335,-0.00260643,0.00739291,0.02380952,0.01779615,0.00647079
2018-06,0.02209197,0.06240929,0.01393597,0.02662898,0.03523159,0.05023863,0.02617348,0.02926258,-0.0497912,0.02161447,0.03188854,0.02265576,0.03300224,0.0273794,0.0179754,0.0251315,0.02461937,0.00866694,0.01091363,0.03091088,0.02745098,0.03713657,0.02414773,0.02355623,0.03158444,0.02585438,0.02372449,0.03266788,0.04429029,0.03453598,0.02812803,0.03652968,0.01757845,0.03228108,0.02626352,0.03534957,0.06451613,0.0261194
2018-05,-0.00944669,-0.04038997,-0.00609524,0.00226757,0.00607761,-0.01328654,0.01307334,-0.01883091,0.01429479,-0.01147903,-0.00839291,-0.0119836,-0.00339367,-0.00032841,-0.00806069,-0.01972158,-0.01675258,-0.01648805,-0.02047146,-0.01513656,-0.00757117,-0.03003148,-0.0151551,-0.00152905,-0.00762355,-0.01361753,-0.01853262,-0.00772201,-0.04226831,-0.01594008,0.00394477,-0.01677244,-0.00049727,-0.00432588,-0.0123593,-0.01265823,-0.06132417,-0.01033316
2018-04,-0.03219064,-0.02833834,-0.04457704,-0.02607233,-0.05181871,0.00885173,-0.02694427,-0.02188427,0.0625,-0.02722772,-0.02279942,-0.03838325,-0.03325416,-0.02656489,-0.0188172,-0.02113643,-0.02268603,-0.02875767,-0.02918232,-0.02606562,-0.03209601,-0.02461052,-0.02759382,-0.02365591,-0.03335768,-0.03262956,-0.03155168,-0.03632279,-0.02623113,-0.01600873,-0.01444043,-0.03071672,-0.03212355,-0.02886701,-0.02976801,-0.02156134,-0.0600316,-0.02915838
2018-03,0.00752508,0.00901675,-0.00967185,0.01259975,0.00301941,-0.00024528,0.01333881,0.0047759,-0.01975851,0.01242751,0.00201149,0.00231014,0.00859514,0.01224365,0.0185941,0.02477039,0.00512511,0.00342857,0.01448016,0.01168512,0.00723026,0.00703267,0.00837743,0.01444043,0.00558252,0.01182944,0.00966525,-0.00552893,0.01043219,0.01888522,0.02667893,-0.00169924,-0.00122605,0.0103731,0.01026694,0.00220588,0.01333545,0.01027511
2018-02,0.01148447,0.00962801,0.02337938,0.00667329,0.01721601,0.01401401,0.02131661,0.00632911,-0.01772421,0.012309,0.01259889,0.01985185,0.01834723,0.01633166,0.00273723,0.00673212,0.02230483,0.0129007,0.00029386,0.00779545,0.00620943,0.00275229,0.01258993,0.00438917,0.01212571,0.0106264,0.01300265,0.0161563,0.00453172,0.00961361,0.00187441,0.01085541,0.01799405,0.00543663,0.01023392,0.00597461,0.02098705,0.01061857
2018-01,0.01639344,0.0169265,-0.01046755,0.01524741,0.00118273,0.01786626,-0.00062138,0.02588504,-0.03371935,0.04658385,0.02816901,0.00837571,0.01798893,0.04061579,0.02589454,0.00820368,0.01322835,0.02739726,0.02954615,0.02042119,0.02100719,0.00744186,0.0199954,0.0255447,0.0197119,0.01733447,0.01743615,0.01584272,0.02452879,0.01222954,0.03179191,0.0217681,-0.00046707,0.01642462,0.01870748,0.0259542,0.02005098,0.01784795
2018-00,0.01804577,0.02036199,0.03374456,0.01742568,0.01198143,0.02154166,0.01589293,0.03537736,-0.04616896,0.01664417,0.02696905,0.03200985,0.03018331,0.04012241,0.02564103,0.01606887,0.01920615,0.03221809,0.0321674,0.03047182,0.00665509,0.01009627,0.03212851,0.01904037,0.02537545,0.02023706,0.03206261,0.03569316,0.01122422,0.02582884,0.01567091,0.02263468,0.03250201,0.02076003,0.02188042,0.03788477,0.04676387,0.02221445
2017-52,0.00178094,0.00228728,-0.00430262,0.0156344,0.01529286,0.00553214,0.00786732,0.02189781,-0.01657106,0.00045372,-0.00184957,-0.00247448,0.01499104,-0.01149814,0.01382716,0.0122449,0.00258065,0.00421763,-0.0050267,0.0,0.0142138,0.01658654,-0.0021322,0.00693909,0.0132626,0.00174672,-0.00679929,0.0082115,0.01955008,0.01412319,0.01619433,0.00274725,-0.01144128,0.01295896,0.00350186,0.0195122,0.01920638,0.00637845
2017-51,0.00044623,0.00137426,-0.01659605,0.00772962,0.01205192,0.00903775,0.0083709,0.01403219,-0.00286624,-0.00090703,0.00650155,-0.01070991,0.00524075,0.00203735,0.00098814,-0.00636574,-0.00385728,0.0193382,0.00252048,-0.0013132,0.0080573,0.0121773,-0.003305,-0.00154083,0.00266028,-0.00232964,-0.00725726,0.00463056,-0.00080343,-0.0077912,0.02601457,0.00692521,-0.00880642,0.01129944,-0.00021882,0.01496259,-0.00686788,0.00159631
2017-50,0.00271003,0.00559701,-0.00035765,-0.0030567,-0.00466781,-0.00080515,0.00367647,-0.0024948,0.00531084,-0.00457875,-0.01368585,-0.00278897,-0.000166,-0.0310725,-0.0074184,0.0073551,-0.00356218,-0.01966783,-0.01446086,-0.01020072,0.00424242,0.00222497,-0.01018475,-0.00540541,-0.00698174,-0.00058841,-0.0082998,-0.00570033,-0.00244831,0.00952948,0.05816555,-0.00465549,-0.00317309,-0.00184026,-0.00441501,-0.00250627,-0.01442841,-0.00340258
2017-49,0.0040965,0.0,0.00971573,0.00061143,-0.00202745,-0.0045491,0.01245629,-0.01025851,-0.00496278,0.00414747,-0.00495817,0.0024837,0.00149925,0.01663837,-0.00492126,-0.00234811,0.00720839,-0.00869187,0.00568541,0.00065833,0.00673401,-0.00172669,0.00499524,0.0,0.00026918,0.00206673,0.00125818,-0.00747777,0.0013624,-0.00157978,-0.00448934,0.00046533,0.00430622,0.00202989,0.0022168,-0.01072607,-0.00073937,0.00287563
2017-48,-0.00180587,-0.00697674,-0.00576577,0.0062922,0.0106851,-0.00528961,-0.00306212,-0.00769231,-0.00031133,0.0041686,-0.01435115,-0.00526805,-0.00707004,0.00169952,-0.00440098,0.00616378,-0.00650618,0.01228609,0.00794913,-0.0042707,0.00490497,0.00371655,-0.00379777,0.01169135,-0.00107411,-0.00088209,-0.00576441,-0.00060643,0.00713893,0.00652174,0.04545455,-0.00416089,-0.00509554,0.00590188,-0.00022129,-0.00571895,-0.00221321,0.00071852
2017-47,0.01925722,0.01746107,0.00071891,0.02153222,0.00877056,0.0108523,0.00527009,0.01707317,-0.0366889,0.01825843,0.01982652,0.01787394,0.0238335,0.02763385,0.0203575,0.01716992,0.0187747,0.02629234,0.02075227,0.02647453,0.01359283,0.01562106,0.01998074,0.02060222,0.01930397,0.02058473,0.02214868,0.02740864,0.00910094,0.01410689,0.03113772,0.01488372,0.00430279,0.02211394,0.01813704,0.01722724,0.01925643,0.01871706
2017-46,-0.00045914,0.00380228,-0.01002865,-0.00062471,0.01680406,0.00693888,0.01727232,-0.0281411,-0.01107784,0.00375059,-0.01187938,0.00125668,0.02287975,-0.00753167,0.00049702,0.00690069,-0.00197433,-0.00964912,0.00615086,0.00572391,0.00185989,0.00663604,0.00216972,-0.00314465,0.00658798,0.00179641,0.00254712,0.01220282,0.00753138,0.00804505,-0.0141844,-0.00555298,-0.00841804,0.00965909,0.00291938,-0.02631579,0.0094376,0.00292024
2017-45,-0.01175938,-0.01258155,-0.02202797,-0.02238693,-0.02808303,-0.02463054,-0.01224847,-0.01746217,0.03513174,-0.0018596,-0.01988131,-0.01785714,-0.02275389,-0.01408451,-0.02132816,-0.01332544,-0.00910865,0.00043802,-0.01557533,-0.0180624,-0.01215436,-0.0137965,-0.01676901,-0.00852053,-0.0204461,-0.01440329,-0.0198906,-0.01853759,-0.02222817,-0.01144662,-0.03820225,-0.02251238,-0.02513493,-0.02068082,-0.01605807,-0.01795472,-0.03325416,-0.01695218
2017-44,0.00963303,0.0070688,0.02029192,-0.00151653,-0.01956947,0.00892623,0.00617284,0.00828402,-0.0062054,-0.00874367,0.00119119,0.01529338,0.00640054,0.01256367,0.00585366,0.00805489,0.00489237,-0.0043573,-0.00692477,0.00164312,0.00153139,0.00198807,0.0054567,-0.00310078,0.00670062,0.00800237,0.00549725,0.01170569,0.00189343,0.00655282,0.03103448,-0.00630347,0.01106091,0.00276091,0.0042054,0.00714286,0.01376744,0.0046687
2017-43,-0.00687758,-0.01356408,0.01923077,-0.00607533,-0.00710077,-0.03670186,0.00667557,-0.00514444,0.00741198,-0.00459559,-0.01290323,0.0066267,0.00374851,0.00034223,-0.01161665,-0.01446281,-0.00260417,-0.00349345,-0.00290323,0.0066357,-0.00610874,-0.00075415,0.00191296,-0.00775795,-0.00349462,-0.00680272,0.00201461,0.00936968,-0.01025088,0.00159458,0.00692841,-0.01982379,0.01264622,-0.00148368,-0.00575476,-0.00636436,-0.01636029,-0.00431655
2017-42,-0.00727273,-0.0069541,-0.00253073,-0.01017051,0.0028636,0.00635324,-0.00022163,-0.00546875,0.00879397,0.00411523,0.00941453,-0.00438459,-0.01492537,-0.00507958,-0.0028777,-0.01134051,-0.00773694,0.0030581,0.00479693,0.0,-0.00725953,-0.01117457,-0.00309009,0.00232198,-0.00560748,-0.00702576,-0.00225169,-0.0115304,-0.01261406,-0.01163479,-0.02185792,0.01015901,-0.00204886,-0.00934237,-0.00417491,-0.00548589,0.00110092,-0.00463872
2017-41,0.01105991,0.01312705,0.00582454,0.01440049,-0.00317604,0.00382848,0.01114579,0.02104845,-0.02589396,0.00183066,0.00058772,0.01170145,0.0170911,0.00783379,0.01605058,0.01379108,0.01769912,0.02048998,0.00956938,0.007,0.01779687,0.02346707,0.01030681,0.0125,0.02014154,0.01004431,0.00831234,0.01711596,0.02573227,0.01914639,0.03280543,-0.00220459,0.0050665,0.01746563,0.01309947,0.0199362,0.02691086,0.01279279
2017-40,-0.00184332,-0.00328022,0.00437477,0.0003028,0.00105788,0.00282776,-0.00022163,-0.00198886,0.00463822,0.00274098,0.00915805,0.00380711,-0.00272665,-0.01606964,0.0083211,-0.00087694,-0.00294214,0.0,-0.00825921,0.00200133,-0.0030656,-0.00756048,-0.00023952,-0.00773994,-0.00054333,0.00147842,0.00075529,-0.00042726,0.00274952,-0.00159713,-0.00679502,0.00265722,0.002692,-0.00240652,-0.00066534,0.0,-0.01842299,-0.00036004
2017-39,0.01068773,0.01090564,0.01982049,0.01207213,0.00227342,0.013233,0.02530502,-0.00707825,-0.0200791,0.02175926,0.01102503,0.01804124,0.01226888,0.0077389,0.01541522,0.0070713,0.01561462,0.00717811,0.01520431,0.0094086,0.00615385,0.00937896,0.01379811,0.01332288,0.01179698,0.01161406,0.0129672,0.00989035,0.00608575,0.01043339,0.02961276,0.00044425,0.01744468,0.01158662,0.0098346,-0.01024429,0.01938276,0.00978793
2017-38,0.00931532,0.00520587,0.0044927,0.00565749,0.01050228,-0.00510986,0.00315386,0.01969453,-0.00857843,0.01105481,0.00835322,0.00287816,0.01141671,0.0080402,-0.00932744,0.00029455,-0.00588813,0.00311665,-0.00186509,0.01008742,0.00863931,0.00279543,0.00288184,0.00234742,0.00409054,0.00566319,0.00328532,0.00468185,0.00526754,-0.00477232,0.04222222,0.01071907,0.00274592,0.00540742,0.00467914,0.02019386,0.0134882,0.00506238
2017-37,-0.0037192,-0.00142045,0.00376648,0.00260976,-0.0183652,-0.00025681,0.00226244,0.00895037,0.00121877,0.00932836,0.00903887,0.00257069,-0.0024314,0.00168805,-0.00293542,-0.00147016,0.00230339,0.00313199,-0.00434513,0.00405817,0.00185529,0.0084724,0.00313858,0.00235294,0.0005478,0.00359066,0.00458482,-0.00149127,0.00416667,-0.00059607,-0.04840371,-0.00134348,0.00357665,0.00656045,0.00223764,0.00817661,0.01161905,0.00199601
2017-36,0.01719198,0.01357247,0.01634877,0.0129647,0.00902555,0.01758069,0.01916859,0.00244998,-0.03293846,0.01199616,0.00978593,0.02668446,0.02444285,0.01420651,0.02112676,0.01469706,0.01720067,0.0146052,0.00603175,0.01911714,0.01548673,0.01413243,0.01913519,0.01534733,0.01627385,0.01873464,0.02075125,0.03084091,0.00648253,0.01856385,0.01678909,0.01093892,0.01018194,0.01706943,0.01649863,0.00328407,0.03632057,0.01655198
2017-35,0.00571701,0.00877193,0.00232558,0.01247631,0.007157,0.00416992,0.00955043,0.02341137,-0.00812301,-0.00420168,0.01105651,-0.0082481,0.00740741,-0.00103128,-0.00050251,-0.00029904,0.00369499,0.0077661,0.0,0.00103663,0.01077313,0.01404718,-0.0014782,-0.00637959,0.01043724,0.00336597,-0.00026042,0.00265722,0.01363636,-0.00223623,-0.04215686,0.00681508,0.00985633,0.00925926,0.00365631,0.02097315,0.01104536,0.00389827
2017-34,0.00770342,0.00687285,0.01130604,0.00619638,0.02280537,0.01688654,0.00609756,0.02296895,-0.02129472,0.00847059,0.02358491,0.01815126,0.01615568,0.0108127,0.00655242,0.00812274,0.00878378,0.02802429,0.00847724,0.01189227,0.00928892,-0.00344645,0.01297729,0.00239808,0.0122577,0.01145511,0.01477963,0.01463305,0.00371641,0.01000204,0.02119072,0.02000931,0.00433695,0.01049971,0.01132686,0.01962457,0.02382876,0.01201652
2017-33,-0.00715308,-0.00439883,-0.0007719,-0.00523145,-0.0070159,-0.00629591,0.00188235,-0.00296359,0.0108945,-0.01067781,-0.01272107,-0.0026729,0.00294551,0.00105079,-0.00251889,-0.00839077,-0.00403226,-0.01466544,-0.01274479,-0.00452646,-0.01268231,-0.00687285,-0.00372578,-0.00557769,-0.00512091,-0.01224365,-0.00445726,0.00542864,-0.00483642,0.00226291,-0.00804829,-0.01513761,-0.00298408,-0.00252525,-0.00780533,-0.0042517,-0.01726533,-0.00671642
2017-32,-0.02799813,-0.02710414,-0.02108896,-0.02505837,0.00234485,-0.02215924,-0.01704015,-0.02334306,0.0461402,-0.03927765,-0.01842752,-0.01952996,-0.02152499,-0.02690583,-0.02382134,-0.02124521,-0.02310994,-0.03494624,-0.03916211,-0.02535984,-0.02816465,-0.01690507,-0.0249694,-0.02120974,-0.02625698,-0.02496241,-0.02681795,-0.01794124,-0.02899359,-0.02303496,-0.01598402,-0.00594966,-0.02840353,-0.02977099,-0.02458831,-0.0217938,-0.05215724,-0.02440367
2017-31,0.0037594,0.00863309,0.01591615,0.00595145,-0.0037424,0.01492928,-0.00255339,0.00041911,-0.02228654,0.01329056,0.00867142,0.01136364,0.01391982,0.01794511,0.00648379,0.00981267,0.00701403,0.0109539,0.01357187,0.01712089,0.00749532,0.00026042,0.01491054,0.01031746,0.0096181,0.01063183,0.01464818,0.01619895,0.00589888,0.01227245,0.03186023,0.00229779,0.01607025,0.00306631,0.00957592,0.00084317,0.01532115,0.00964034
2017-30,0.0114177,0.00726392,-0.00690449,0.0082579,0.01615225,0.0,0.0108593,0.03115534,-0.0139165,0.01730589,0.00527786,0.0033557,0.01439121,0.01037938,0.025154,-0.01003542,0.01118644,0.03063148,0.02013212,0.00666901,0.00663298,0.01890309,0.00953337,-0.00317209,0.00715308,0.00152439,0.01084082,0.0151374,0.01809825,-0.01159479,-0.0254902,0.01633224,0.0,0.00836088,0.00644122,0.02872063,0.02173476,0.0065494
2017-29,0.00095238,0.00484731,-0.02613891,0.01172126,0.01257161,-0.01051552,-0.00116414,0.00873362,-0.00457143,-0.00328022,-0.02291918,-0.0089582,0.00075486,0.00615496,0.00978877,0.00771284,0.01897206,0.00948317,-0.00251572,0.00070028,0.00409965,0.00536193,-0.00050025,-0.00472441,-0.00028547,0.00487805,0.00105764,-0.00826636,-0.00172265,0.01087403,-0.00488281,-0.01772727,-0.01602979,0.00842642,0.00045893,0.00703606,-0.00494462,0.00205492
2017-28,0.01737452,0.01519608,0.01662887,0.02185703,0.01901821,0.02039749,0.00961538,0.0496981,-0.04258242,0.01227573,0.02896764,0.02296521,0.03184216,0.02441731,0.02699841,0.0126164,0.02255109,0.01792636,0.0204669,0.02142857,0.02184388,0.01943608,0.02244325,0.02014504,0.02395559,0.01983266,0.02096774,0.02754237,0.02047981,0.01291129,0.02908726,0.02901263,0.01574029,0.02179564,0.02034136,0.04465116,0.05106471,0.02132927
2017-27,-0.00770342,-0.00832925,-0.00302115,0.00378975,0.0034353,0.00955161,0.00378698,-0.00463822,0.00219178,0.011956,0.00497977,0.0010166,0.00854871,0.00335946,0.00053135,-0.0080597,0.00355492,0.00688976,0.00095785,-0.00143113,-0.0044757,-0.00895279,0.00153767,0.00242131,0.00472255,-0.00739827,0.0,0.00212565,0.00205098,-0.00146046,0.01330604,0.00282619,-0.00425462,0.00704651,-0.00163781,-0.00745573,-0.00144509,-0.00095329
2017-26,0.00048286,0.0,-0.02986726,0.00940749,-0.00651148,-0.00608144,0.00399812,0.02390057,-0.0005481,0.02791625,0.01326595,-0.01007049,-0.00669687,0.00378072,0.00105988,-0.0044603,-0.00353607,0.03088608,0.00971188,-0.00745474,0.00546448,0.00737907,-0.00484941,0.00080775,0.00503256,-0.00338774,-0.00830209,0.00047405,0.01336105,-0.0041658,0.02439024,0.00379687,-0.03407101,0.00420842,-0.00140252,0.02497598,-0.0035299,0.00019066
2017-25,-0.00481464,-0.00490436,-0.01459321,-0.00686611,0.00032489,-0.01355932,-0.008829,-0.01033835,0.0166205,-0.01873767,-0.0037724,-0.01031271,-0.00724354,-0.00642722,-0.01827676,0.00149656,-0.00809574,-0.02238806,-0.02033683,-0.00566773,-0.01524778,-0.01342282,-0.01189572,-0.01042502,-0.01168907,-0.00614817,-0.00826667,-0.00662879,-0.0157251,-0.0088605,-0.00734523,-0.00801509,-0.01295623,-0.0019988,-0.00768156,-0.01133144,-0.02531389,-0.00833965
2017-24,0.00290698,-0.01030928,0.00370508,0.01041322,0.00643246,0.01115834,0.01636622,-0.0120874,-0.01327913,0.00198413,0.00636335,0.00336134,0.01092571,0.00455235,0.00630915,0.01496183,0.00212993,-0.01384083,-0.00159185,0.00862379,0.00608195,0.01887309,0.00357873,0.00322581,0.00471698,0.00465549,0.00295858,-0.00333175,0.00646488,0.01534258,0.03501094,0.00095012,0.00336862,0.01557128,0.00493073,-0.01121495,0.00831947,0.00670113
2017-23,-0.00909091,-0.01501211,-0.00294118,-0.01325145,-0.01026226,-0.00473684,-0.01576629,-0.01478743,0.02467059,0.00445765,-0.00157381,-0.00763359,-0.01880276,0.00953107,-0.01388889,-0.01585877,-0.00315679,0.00938272,0.00285171,-0.00812147,-0.01598746,-0.02382213,-0.00529902,-0.00953895,-0.00523104,-0.01310976,-0.00662427,-0.0072787,-0.02085119,-0.00740893,-0.01948052,-0.00424528,-0.00396134,-0.01674877,-0.01063338,-0.01207057,-0.00788995,-0.01036172
2017-22,0.01352657,0.01372549,0.01831091,0.01367633,0.03213389,0.02330565,0.02360718,-0.0073193,-0.03316886,0.01046859,0.01810098,0.02817379,0.02807775,0.01915709,0.02085506,0.01807229,0.01734513,0.01392342,0.0144,0.01998572,0.00756859,0.01172708,0.02175026,0.01358913,0.01583113,0.01476469,0.02094522,0.02590549,0.0057241,0.01603499,0.03551609,0.0210325,0.01472471,0.0153112,0.01611397,-0.00735971,0.03628118,0.01693625
2017-21,-0.00095923,-0.00097466,-0.00186637,0.00277823,-0.00016745,0.01789588,-0.00117925,-0.01256169,0.0063818,-0.00639764,0.00670498,-0.0074199,0.01199041,-0.01225854,-0.00312012,-0.00448163,-0.00281393,0.00891089,0.00513479,-0.00319489,-0.01031572,-0.00924214,-0.00203562,-0.00079872,-0.00117405,-0.00671961,-0.00612191,-0.00144231,-0.00994036,0.00583942,-0.02470462,0.00576092,0.00689987,0.00079745,-0.00556457,-0.0135257,-0.00811194,-0.00416194
2017-20,0.00775194,0.00835381,-0.0125415,0.00662142,0.00253807,0.00850714,-0.00047393,0.01694139,-0.02022654,0.00049237,-0.00063898,0.00714772,0.01177904,0.01440485,0.0,0.01463415,0.00713521,0.02568053,0.0083682,0.00681492,0.01685215,0.01369128,0.0071887,0.00892857,0.00592768,0.01176471,0.00697799,0.00413324,0.01177822,0.00847637,0.00327869,0.00241429,-0.01729016,0.00604961,0.01056834,0.01657459,0.02321244,0.01035078
2017-19,0.00391581,0.01096163,0.00296846,0.00434274,0.00392491,-0.00055432,-0.00545153,0.02113668,-0.01160338,0.0,0.0048216,0.00309278,0.01224829,0.00692308,0.00312989,0.00553846,0.0010772,0.00845219,-0.01660811,0.00217155,0.01492537,-0.00799148,0.00207308,0.00328138,0.00269461,0.00785176,0.00054083,0.00419029,-0.00115274,0.00688913,0.02927928,0.00831296,-0.00298273,0.00264389,0.00737744,0.01984877,-0.00502723,0.00679084
2017-18,0.02401201,0.03224156,0.02334337,0.02197431,0.03558967,0.04007959,0.03748783,0.0219152,-0.06316321,0.04487506,0.02269044,0.03397548,0.03193064,0.05655836,0.04875406,0.0323188,0.03200883,0.02907916,0.0583361,0.0472119,0.01742275,0.00592513,0.04309657,0.03807107,0.03017373,0.0340836,0.04333333,0.03699044,0.00928613,0.0255347,0.09036145,0.03688933,0.03293702,0.02349062,0.03083273,0.02309913,0.06731837,0.03349187
2017-17,0.00554995,0.00773196,-0.00075643,0.01903114,0.02563643,0.02002322,-0.00388632,0.00334928,-0.012364,0.00154083,0.01660027,0.00070547,0.01444277,-0.00361446,0.00765864,0.01307815,-0.00110906,0.02379635,-0.00133023,0.00261976,0.0029703,0.01784734,-0.00213732,0.0,0.01301115,0.00324254,-0.00334076,-0.00177036,0.01086318,0.0270453,0.0393401,0.01836735,0.00453662,0.02007608,0.00440744,0.00096339,0.02200544,0.00479808
