Week,ADRD,ADRU,DBGR,DFE,EDEN,EFNL,EIRL,ENOR,EPV,EUFN,EWD,EWG,EWGS,EWI,EWK,EWL,EWN,EWO,EWP,EWQ,EWU,EWUS,EZU,FDD,FEP,FEU,FEZ,FGM,FKU,FSZ,GREK,GXF,HEDJ,IEUS,IEV,NORW,UPV,VGK
2019-11,-0.01981567,-0.02469711,-0.0279178,-0.02151434,-0.00831895,-0.03320942,-0.03462898,-0.01817479,0.04696306,-0.04667016,-0.02005823,-0.03115942,-0.01826818,-0.0125493,-0.02051836,-0.01612903,-0.02440633,-0.01578688,-0.03333333,-0.03087649,-0.01904762,-0.02017146,-0.02789754,-0.02346707,-0.02456933,-0.02002391,-0.03079807,-0.01907032,-0.02194861,-0.01262156,-0.03907204,-0.0212766,-0.02661303,-0.01902913,-0.02177364,-0.01929012,-0.0468389,-0.0232686
2019-10,0.02612827,0.04013705,0.0101841,0.02485856,0.02743061,0.0308404,0.02918288,0.03380282,-0.05504857,0.03217012,0.03287487,0.0165868,0.01739618,0.02075612,0.01948775,0.02409988,0.03621455,0.03621314,0.02698913,0.03119643,0.02609764,0.03846154,0.02586207,0.0266876,0.02523934,0.02589396,0.02792369,0.01815102,0.03175041,0.02209945,0.03994845,0.03514685,0.0247305,0.0289942,0.02570694,0.0329582,0.04855876,0.02644004
2019-09,-0.00900901,-0.01208897,-0.00861057,-0.02840336,-0.01364804,-0.02857865,-0.02582496,-0.01559376,0.04041916,-0.03418803,-0.02486737,-0.01753745,-0.02733945,-0.01143489,-0.02782324,-0.01381295,-0.02424242,-0.0480198,-0.01732502,-0.01660454,-0.00798771,-0.02934422,-0.01784329,-0.00782473,-0.02125826,-0.00831025,-0.01427003,-0.02119552,-0.01549334,-0.02109,-0.01660281,-0.03010033,-0.00885096,-0.02478851,-0.01371455,-0.01201923,-0.02889035,-0.01592954
2019-08,-0.00047281,0.00194269,0.018636,0.02087611,0.00843745,0.02111226,0.02772326,-0.00631164,-0.02466236,0.02947598,0.00830565,0.01807451,0.01520208,0.02054539,0.03494927,0.0089829,0.00404313,0.01553885,0.01428571,0.01475129,0.00461823,0.02714696,0.01701125,0.01262826,0.01450537,0.00868486,0.01525659,0.01653091,0.010079,0.00525652,0.02960103,0.00763359,0.01602564,0.0194,0.0109993,-0.00395257,0.03395131,0.01208916
2019-07,0.00427757,0.0063788,0.0079968,0.00500259,0.0037551,-0.00309677,0.00590551,0.00118906,-0.00755375,-0.0010989,-0.00691472,0.00782998,0.00018601,0.00112909,-0.00949721,0.00966608,0.00305603,-0.00149925,0.00279623,0.00693001,0.00216116,0.00789889,0.00500923,-0.01251956,0.00437318,0.00499532,0.00728087,0.0053424,0.00882515,0.01977219,0.00263158,-0.0028626,0.00547945,0.00423216,0.00400283,0.0,0.00791855,0.00399088
2019-06,0.02293802,0.00800801,0.02757202,0.01865672,0.02601544,0.00704225,0.01055276,0.03739094,-0.05069501,0.02653868,0.03024125,0.02969533,0.03416812,0.03317721,0.02072539,0.02659414,0.03304042,0.0173028,0.02344877,0.03206052,0.02285714,0.01223824,0.02857921,0.01201923,0.02380235,0.03033237,0.02744871,0.0219069,0.01193521,0.01524722,0.0136612,0.02230844,0.02903119,0.02206954,0.02719767,0.04340568,0.05246691,0.02627966
2019-05,-0.00726744,-0.00398804,-0.02264456,-0.02387956,-0.0076705,0.00130719,-0.01143425,-0.02843412,0.02507042,-0.01447661,-0.02097204,-0.0339299,-0.03222784,-0.02104055,-0.01915493,-0.00330033,-0.00244841,-0.01645065,-0.0194415,-0.01699717,0.0,-0.02355744,-0.01974386,-0.01025237,-0.02549077,-0.00511673,-0.01675185,-0.03733844,-0.00785193,-0.01306769,-0.01216216,-0.00096805,-0.01037891,-0.0199268,-0.01220388,-0.02813505,-0.01723335,-0.01332818
2019-04,0.01229105,0.01930894,-0.00923695,0.00279232,0.02075183,-0.01349598,0.00772875,0.02093596,-0.02348443,-0.01045105,0.01841118,-0.004456,0.0018843,0.00309119,0.01720183,0.00484408,0.01426534,0.01162203,-0.0111576,0.02466449,0.02998696,0.00563607,0.00890688,0.01200961,0.01011905,0.02060844,0.01235277,0.00581677,0.02067183,0.0,0.01527778,0.01771654,0.01103494,0.00492712,0.01362199,0.01719902,0.02891278,0.0141426
2019-03,0.01390268,-0.00306748,0.02384868,0.01918977,-0.00575491,0.03049589,0.01752158,0.00081301,-0.03246408,0.02290503,0.00993831,0.02941176,0.03919657,0.02083333,0.01860465,0.00425403,0.03235294,0.02208526,0.02377573,0.02410979,0.00980392,0.01546811,0.02539332,0.01462226,0.0230303,0.01088032,0.02317395,0.02710768,0.01413733,0.00451807,0.01414427,0.00297177,0.01968437,0.01872659,0.01724138,-0.00405844,0.03170732,0.0173031
2019-02,0.01490313,0.01644399,0.03167987,0.01050383,0.00699062,0.02015587,0.01688411,0.01378751,-0.03779528,0.02364865,0.02212236,0.02338957,0.02675386,0.01732966,0.01223063,0.01986553,0.02119747,0.02805195,0.01820128,0.01412114,0.01942707,0.01961868,0.01830283,0.01712887,0.02546012,0.01551155,0.01679434,0.03047859,0.02635475,0.02493495,-0.03026135,0.01785714,0.02602551,0.01661759,0.02033226,0.02042484,0.03509209,0.01920384
2019-01,0.009995,0.01768071,0.01392405,0.02448313,0.01257007,0.01798855,0.01263864,0.00859247,-0.03312789,0.01722158,0.01180966,0.0124031,0.01513643,0.00912336,0.02364066,0.02657911,0.01459581,0.00413864,0.00716332,0.01236418,0.02036048,0.03074295,0.01259446,0.01567657,0.02279825,0.01362126,0.00978358,0.01922091,0.03754579,0.02513345,0.01251739,0.00892414,0.01901273,0.0213858,0.01631117,0.00900901,0.0270202,0.01762204
2019-00,0.02835052,0.02287234,0.02103004,0.01935363,0.02147509,0.02362869,0.03971899,0.04640069,-0.03406028,0.02654867,0.00885269,0.01617357,0.01888359,0.02850062,0.02141983,0.01649746,0.00684411,0.03812636,0.02945563,0.00339367,0.02078365,0.0228013,0.01426127,0.01767677,0.02261712,0.0192178,0.01536607,0.02096603,0.01316614,0.01688341,0.02608696,0.016811,0.0196669,0.02225684,0.01712679,0.04592721,0.02982317,0.01675631
2018-51,0.03529412,0.01339764,0.02972493,0.03106682,0.01873199,0.03539047,0.02599558,0.02324542,-0.05716899,0.03052503,0.03844718,0.03232406,0.036567,0.03608247,0.01249219,0.03089057,0.03037475,0.04285714,0.01865956,0.02973396,0.02871148,0.0247858,0.0310192,0.01718213,0.02835223,0.03237034,0.0328125,0.03192953,0.02090032,0.03457258,0.00147493,0.03163539,0.02595504,0.03263134,0.02955925,0.02327663,0.05204253,0.02996575
2018-50,-0.0335707,-0.02267932,-0.01617021,-0.01713633,-0.03871301,-0.03169705,-0.01975643,-0.03873684,0.04050756,-0.02186761,-0.02719141,-0.01694247,-0.01578401,-0.02214022,-0.03081571,-0.02630745,-0.03516648,-0.05791711,-0.03576642,-0.02551595,-0.01335159,0.00578739,-0.02490801,-0.01512605,-0.02479871,-0.02151984,-0.0245509,-0.01905266,0.00159541,-0.01799308,-0.0472879,-0.03297818,-0.02136228,-0.02126707,-0.02266938,-0.03908241,-0.0447604,-0.02252997
2018-49,0.00608828,0.01886792,0.00889077,-0.00187512,0.00396006,0.02044293,-0.00907393,-0.0066335,-0.012364,0.00469484,0.01391863,0.0035308,0.0012215,0.00820008,0.00119474,-0.00374181,0.00407558,0.00420831,0.01893799,0.00486527,0.00648464,0.00059737,0.0053642,0.0033389,0.00223499,0.00167336,0.00628366,0.01154553,0.00823306,-0.00315244,-0.00679348,0.01881037,0.01137358,-0.00286533,0.00481744,-0.00746888,-0.0007732,0.00452396
2018-48,-0.03506244,-0.03384769,-0.05877681,-0.04062886,-0.00529552,-0.03677472,-0.05082624,-0.03402425,0.09489655,-0.0625,-0.0551817,-0.05938416,-0.05655722,-0.04793453,-0.05014085,-0.0390462,-0.04594879,-0.05455431,-0.03987297,-0.04539007,-0.04508857,-0.04155047,-0.04932018,-0.02815768,-0.04193062,-0.04604636,-0.05011325,-0.0638246,-0.04034411,-0.03653264,-0.03238342,-0.02621167,-0.05437118,-0.05237113,-0.04607631,-0.0375881,-0.07319347,-0.04571095
2018-47,0.00784314,0.00302572,-0.00440352,-0.00248139,-0.01255727,-0.01673525,-0.01103864,0.00886025,-0.00107672,-0.01252041,0.00865351,-0.00813008,0.00173913,-0.00159299,0.00917431,0.00758495,0.00354736,0.01392342,-0.00391738,0.00323044,-0.0112504,-0.02117712,-0.00215517,-0.0032,-0.01001214,0.00289203,0.00114877,-0.00345764,-0.02652288,-0.00198588,0.05316092,0.03553038,0.00117076,-0.00687071,-0.00169533,0.00645161,0.0087223,-0.00274833
2018-46,-0.01459854,-0.01407743,-0.00283861,-0.0096171,-0.00805622,-0.0389817,-0.00677711,-0.044957,0.0230563,-0.02136986,-0.01666667,-0.01447124,-0.01119907,-0.01573215,-0.02036199,-0.00183936,-0.01380042,-0.02731707,-0.02140564,-0.01890831,-0.01034594,0.0,-0.01641992,-0.00963855,-0.02265177,-0.0106383,-0.0157774,-0.01399804,-0.00382241,-0.00333853,-0.0348675,-0.01957831,-0.00707666,-0.00857741,-0.01239368,-0.04313725,-0.03745583,-0.01241135
2018-45,-0.00097229,0.00503525,0.0020024,-0.00439986,-0.01653171,0.01262084,-0.00345168,-0.00461007,-0.00893341,0.00549149,0.00721649,0.02210566,0.00171789,0.01177904,0.03585888,0.00274223,0.01461676,0.00676983,0.02134588,0.01179414,-0.00257152,-0.01669809,0.01733947,0.0008,0.00209455,0.01035599,0.01587302,0.01077903,-0.01925287,0.00043995,0.00957592,0.00197922,0.00552579,-0.00596217,0.00900243,-0.00539291,-0.00163896,0.0072763
2018-44,-0.0004787,-0.00442696,-0.00196773,-0.00798776,0.02365152,-0.0096732,-0.00813787,-0.01880531,0.00760135,0.00538793,-0.00703047,-0.00686664,0.00222263,-0.00632661,0.00056657,0.00360685,0.0105671,-0.00188413,0.01798561,-0.00348918,-0.00188976,-0.0036544,-0.00158688,0.016,-0.00262085,-0.00158278,-0.00084555,-0.00593542,-0.00195859,0.00236001,0.02452316,0.00986193,0.0,0.000199,-0.0007148,-0.02149741,0.04386168,-0.00134564
2018-43,0.02574257,0.03120205,0.03486015,0.0449876,0.03708863,0.04217687,0.03586446,0.02915228,-0.0697065,0.04350251,0.04651976,0.03309781,0.06058846,0.02872168,0.03135889,0.02976744,0.04709345,0.04722086,0.03111111,0.02982393,0.03338789,0.06619061,0.03268864,0.01468189,0.04465902,0.02349103,0.02901073,0.04747774,0.04028021,0.05439609,-0.0148248,0.03575077,0.03794223,0.04986551,0.03275055,0.02452107,0.01245301,0.03480509
2018-42,-0.03269231,-0.03783784,-0.02808544,-0.02804709,-0.03975741,-0.01088977,-0.01714846,-0.03211517,0.05715871,-0.03104575,-0.03866846,-0.033213,-0.04310026,-0.01520608,-0.05632247,-0.02183141,-0.02712348,-0.05784359,-0.01284875,-0.02343477,-0.0261563,-0.03773585,-0.02679045,-0.0232,-0.03501605,-0.02735369,-0.02403846,-0.04064272,-0.01964183,-0.0287071,0.01617251,-0.02862784,-0.01868372,-0.03545673,-0.02707884,-0.03254438,-0.0793544,-0.02749274
2018-41,-0.00380409,0.00049164,0.00078927,-0.00596964,0.01290761,-0.00288411,-0.02407054,-0.00323625,-0.00195969,-0.01383715,-0.00961538,-0.0081938,0.01301841,-0.01177394,-0.00054885,0.01385895,0.00744681,-0.00688389,-0.00716589,-0.00276625,-0.00316156,0.00078802,-0.00549451,0.01448109,-0.00460167,0.00412961,-0.00612643,0.01398767,-0.00938567,0.00325098,-0.02781457,0.0019685,0.00252101,-0.00138944,-0.00237699,-0.00144509,-0.00712219,-0.00096006
2018-40,-0.02659823,-0.02067308,-0.03611218,-0.02665789,-0.01803306,-0.02637586,-0.03641777,-0.02168503,0.05983924,-0.02734778,-0.03565743,-0.02951389,-0.03543307,-0.02596411,-0.02471789,-0.03388823,-0.02825637,-0.03136201,-0.03071553,-0.03294509,-0.02766677,-0.02824716,-0.03245436,-0.0220299,-0.03911846,-0.0262995,-0.02849389,-0.02618884,-0.02767017,-0.03295786,-0.01595745,-0.03015797,-0.03733635,-0.03896598,-0.03114187,-0.0170697,-0.06473772,-0.02996464
2018-39,-0.01950998,-0.01728164,-0.02114243,-0.02274173,-0.04937122,-0.02872444,-0.01167228,-0.02751032,0.05301821,-0.01210898,-0.0324159,-0.02374582,-0.04480618,-0.01510685,-0.00996329,-0.02361071,-0.02790698,-0.00486941,-0.01514109,-0.02914798,-0.01648681,-0.02056617,-0.02451581,-0.01006192,-0.03466387,-0.01750151,-0.02312746,-0.04086022,-0.03132403,-0.04051131,-0.05204461,-0.03828624,-0.0223622,-0.02986706,-0.02146691,-0.02541209,-0.0254902,-0.02356963
2018-38,-0.00992332,0.00787037,-0.00963677,-0.0245685,-0.01651376,-0.01308901,-0.01426377,0.00484429,0.02647059,-0.02918288,-0.00906344,-0.02138861,-0.02412824,-0.04175439,-0.03002545,-0.00487665,-0.01636661,-0.0288172,-0.03101034,-0.00950872,0.00059934,-0.00892857,-0.01852743,-0.00915332,-0.01650761,-0.00688417,-0.0160414,-0.02402023,0.00157895,-0.01955091,-0.00857843,-0.00853933,-0.00659962,-0.01881046,-0.01083352,0.00276243,-0.03023963,-0.01244666
2018-37,0.02404068,0.02913085,0.02375566,0.00907668,0.01140743,0.02638651,0.01121126,0.01989343,-0.04436753,0.03612644,0.03364486,0.03067071,0.00263374,0.02793696,0.01542416,0.01380104,0.020286,0.01927289,0.03029272,0.03061889,0.02483901,0.00265572,0.02832512,0.01392111,0.01462905,0.02751452,0.03297872,0.00294303,0.00476821,0.00677769,0.03237858,0.02065168,0.02642114,0.00914634,0.02595937,0.02357143,0.040732,0.02338227
2018-36,0.01365348,0.00915663,0.01024668,0.01133823,-0.00870761,0.01115518,0.00310284,0.02322153,-0.02173913,0.00712106,0.00698856,0.01192098,-0.00311936,-0.00398262,0.012023,0.01338766,0.00133245,0.0223914,0.00795297,0.01524188,0.00773515,0.00582807,0.0104712,-0.00928074,0.01357827,0.01113861,0.01132992,0.01170213,0.01946472,0.01057994,-0.03864734,0.00418216,0.00868167,0.01350611,0.00936715,0.02965159,0.01717519,0.00971942
2018-35,-0.02318034,-0.01819052,-0.02014174,-0.01272669,-0.01344614,-0.02636075,-0.0172301,-0.01975128,0.0400125,-0.0152207,-0.01603774,-0.02542656,-0.02953586,-0.01325967,-0.01765317,-0.00927267,-0.0284128,-0.01731794,-0.02806297,-0.02064897,-0.01654919,-0.00950756,-0.02387398,-0.00853375,-0.01920547,-0.01836547,-0.02474062,-0.02531381,-0.0134662,-0.01927525,-0.00986436,-0.01470588,-0.02167379,-0.01771831,-0.01899593,-0.01838235,-0.02635229,-0.01834696
2018-34,-0.02027027,-0.02497687,-0.01346434,-0.01352612,-0.01028807,-0.00525687,-0.01159794,-0.01331893,0.03251232,-0.02390438,-0.00747897,-0.0207321,-0.01441013,-0.03359827,-0.02944112,-0.00200918,-0.01467305,-0.01272488,-0.03089701,-0.01905972,-0.02028035,0.00701669,-0.02101242,-0.01525553,-0.01233616,-0.01934524,-0.0251411,-0.01864991,-0.00789058,-0.00646757,-0.03624009,-0.01534989,-0.01527542,-0.00835704,-0.0180577,-0.01369863,-0.02638573,-0.01665485
2018-33,0.00640732,0.0099197,0.00630798,0.01842653,0.02793125,0.02977233,0.01848185,0.02522255,-0.03127903,0.01747174,0.01476252,0.02255892,0.02358179,0.02427184,0.01173469,0.00935126,0.01745143,0.02557078,0.0265884,0.02439024,0.00242204,0.00854075,0.02404561,0.01325019,0.01801802,0.01249238,0.02424727,0.02497354,0.00776231,0.02095164,0.03473054,0.02588235,0.00343965,0.01704858,0.0147192,0.02154532,0.0320577,0.01622607
2018-32,0.00323326,-0.0131951,-0.00889218,-0.00480769,0.0052599,0.00050633,0.01743796,-0.0088659,0.01112141,-0.00869565,0.00387347,-0.00540906,-0.01234162,-0.0256975,0.00514668,-0.00088158,-0.00952694,-0.00362812,-0.00688705,-0.0042961,-0.01056126,-0.00220859,-0.00595829,0.0,-0.01267829,-0.00214002,-0.00480641,0.00470588,-0.01333689,-0.00235202,-0.00835322,0.01,-0.00437295,-0.00569539,-0.00611967,-0.00963677,-0.06804901,-0.00620551
2018-31,-0.02071139,0.0,-0.01129326,-0.01782643,-0.03305288,-0.02019207,-0.03200859,-0.01054162,0.03751617,-0.02475248,-0.01829653,-0.02780504,-0.01491569,-0.03485915,-0.02105263,-0.01305104,-0.02861685,-0.03972366,-0.03209795,-0.02542646,-0.00775888,-0.01535877,-0.02767084,-0.01609195,-0.02065049,-0.0196487,-0.03014687,-0.02195734,0.00026123,-0.0079442,-0.03023516,-0.02420857,-0.0133497,-0.00973148,-0.01972081,-0.00657414,0.00798024,-0.01927195
2018-30,-0.01062417,-0.01771922,-0.01259899,-0.01350107,-0.01349765,-0.01236963,-0.00406156,-0.00901226,0.02709936,-0.01499758,-0.01146931,-0.01917546,-0.01104177,-0.02230611,-0.01572482,-0.0017306,-0.00253325,-0.00385439,-0.01745878,-0.00604326,-0.01084408,-0.02170362,-0.01206815,-0.0090566,-0.0132181,-0.01141352,-0.01517451,-0.01990152,-0.01921599,-0.00540541,0.00334448,-0.01053596,-0.00152718,-0.01397983,-0.01069169,-0.01154401,0.02026776,-0.01071115
2018-29,0.01347709,0.01564657,0.01872247,0.00698324,0.01568335,-0.00485319,-0.00211461,0.01882614,-0.01663405,0.01237011,0.01652893,0.01461039,0.01113981,0.0111576,0.00396629,0.0167894,-0.00252685,0.01978892,0.00523903,0.01323862,0.00383368,0.00235018,0.00933238,0.00380807,0.01549987,0.01367826,0.01179185,0.01439299,0.00282922,0.01057372,-0.00225479,0.00552741,0.01125154,0.00643777,0.01016575,0.01476015,0.01261533,0.00906183
2018-28,-0.00045167,0.00974478,-0.00110294,-0.00569318,0.01405683,0.00194505,-0.0189032,-0.00073719,-0.00907323,-0.00248016,0.01095361,-0.00064956,0.00664721,-0.00103734,0.00149328,0.01584928,0.02028332,0.00707651,-0.00163881,-0.00415734,-0.00117336,-0.00746443,0.00095671,-0.0015186,-0.00256937,0.00687799,0.00153925,0.0120431,-0.00917431,0.00274671,-0.01648352,0.01405152,0.00293708,-0.00373002,0.00287356,-0.00147167,-0.00209764,0.00284596
2018-27,-0.00850112,-0.01237397,-0.00073638,-0.00978593,0.01408235,-0.01110307,0.00939653,-0.03568905,0.01179941,-0.02051783,-0.01346154,-0.00616483,-0.0022902,-0.01262799,-0.00249004,-0.0017991,0.00259235,-0.00486941,-0.02657701,0.00096154,-0.0057971,-0.00256112,-0.00500715,-0.00975976,-0.00154281,-0.00504451,-0.00866684,-0.00339127,-0.00303567,-0.00373281,-0.00440044,-0.00559441,0.00248139,-0.0067352,-0.00440335,-0.03056148,-0.00133308,-0.00478384
2018-26,0.01895515,0.02374169,0.01807229,0.01436826,0.02031176,0.01509901,0.01621852,0.02609335,-0.05180871,0.02478503,0.02046205,0.0274891,0.02485207,0.03005658,0.02614044,0.02250308,0.01688183,0.01308664,0.04615903,0.02748344,0.01664685,0.01238685,0.0275998,0.02943455,0.02576361,0.02851886,0.03063111,0.02728066,0.00976864,0.01872358,0.01343785,0.01876805,0.01856259,0.01635174,0.02405264,0.02880355,0.03815737,0.02336193
2018-25,0.00738689,-0.00283822,-0.00374532,-0.01532332,-0.01668727,0.00369004,-0.00464233,0.00883652,-0.00870376,-0.00200501,-0.00098296,-0.00398671,-0.01392573,0.00493305,-0.00356415,0.00866873,-0.00426369,0.00539811,-0.00167616,-0.00032906,0.0121915,-0.02836062,-0.00097967,0.00542215,-0.00574113,0.00705089,0.0005259,-0.01543078,-0.00125849,0.00239378,-0.03779698,-0.00333175,0.0034965,-0.00465699,0.0033906,0.00737463,-0.03651154,0.00290539
2018-24,0.00500911,0.01221805,-0.01837176,-0.01007216,0.00897277,-0.01010344,-0.0006263,-0.00323392,0.00418141,-0.00049358,-0.00738363,-0.01826923,-0.02206588,-0.00827872,0.00355691,0.00832306,-0.00451031,-0.00750552,0.00333333,-0.01413428,0.00350775,-0.0018412,-0.01124133,0.0,-0.01143583,0.00423344,-0.00823681,-0.02440025,-0.00395159,-0.00936951,0.01216814,-0.0018859,-0.0150955,-0.00722212,-0.00288696,-0.00575954,0.004561,-0.00321142
2018-23,-0.01773836,-0.01783265,0.01366415,-0.01849406,-0.00504125,-0.0154386,-0.00205888,-0.02105263,0.02518469,-0.02716873,-0.01222187,-0.00094637,-0.0145951,-0.01119403,-0.00946687,-0.00876133,-0.01575796,-0.0230081,-0.0206852,-0.00756859,-0.01827527,-0.02001799,-0.00704722,-0.01504891,-0.01418263,-0.01125926,-0.00555836,-0.0086711,-0.02525012,-0.00269076,-0.0154185,-0.01020882,0.00968486,-0.01567884,-0.01131173,-0.02111189,-0.00241905,-0.01205872
2018-22,0.0044964,-0.00138376,0.0,0.00729818,-0.0126044,0.01041174,0.0087701,0.02734233,-0.00491481,-0.00483325,0.0044586,0.00672215,0.0081249,-0.02370319,-0.00700701,-0.00425532,0.01026299,0.01798246,0.01161633,0.00255021,0.00490479,0.00684463,0.00357313,-0.00603318,0.0073362,-0.00059737,0.00205023,0.0,0.01194248,0.00505935,-0.01741023,-0.00187178,-0.00185644,0.00629041,0.00154049,0.02256186,-0.00444609,0.002477
2018-21,0.01701149,0.01279015,0.00880411,0.02755118,0.03419886,0.02995335,0.02750913,0.03216042,-0.04144593,0.03303303,0.01820546,0.02002626,0.01931893,0.05272662,0.02857143,0.00704225,0.01873151,0.02094474,0.03539209,0.02656609,0.01880141,-0.00092593,0.025534,0.02089783,0.03037444,0.02079511,0.02562748,0.0206379,0.02304609,0.01424614,0.08293839,0.0264805,0.01272784,0.02810304,0.02163624,0.03023432,0.044957,0.02340773
2018-20,-0.02591129,-0.02532791,-0.0155477,-0.02118954,-0.01515152,-0.02588016,-0.00499168,-0.04950495,0.04937845,-0.0316659,-0.02984166,-0.02842138,-0.01791835,-0.04204694,-0.01195219,-0.01601899,-0.01263823,-0.04177109,-0.03604173,-0.02054155,-0.02725485,-0.01307484,-0.026097,-0.0255102,-0.02623113,-0.02694871,-0.0284583,-0.0232604,-0.01499758,-0.01417625,-0.03172867,-0.02722323,-0.01079355,-0.01577233,-0.02544366,-0.0455192,-0.05026362,-0.02459157
