Name,SR_month,Omega_month,RisknessR_month
PSL,0.20955673633562594,0.2763426077639281,12.922463222576958
VDC,0.1568031154040098,0.223017249334479,9.424565016945007
XLP,0.1530238737674264,0.22257719731624945,9.017841865847176
RHS,0.1414113953010435,0.21634603701245686,8.171206990021053
KXI,0.12530636673647116,0.17644142341426192,8.16216760853867
PSCC,0.1938062202435097,0.24141586293620976,7.925828589127943
IYK,0.10241012545769042,0.16783815315454978,6.634914534175076
UGE,0.12138407290796172,0.20426213974235777,3.954374348884385
PBJ,0.0553806443760399,0.07813751849324498,3.36445685968826
FXG,0.011112466204579011,0.01703711924724555,0.6542321939463559
ECON,-0.06488678915597428,-0.092859630287557,-3.2306161631822827
SZK,-0.2164531525051355,-0.30229079946393894,-6.179703253324316
