Week,ECON,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,XLP
2018-36,0.0134073,0.00632111,0.01464328,0.00484555,0.0030003,0.00176908,0.0115942,0.0016269,-0.02040816,0.03931786,0.00402183,0.00374602
2018-35,-0.00907441,0.00724329,0.00404197,-0.00020329,0.00241619,0.00569327,-0.00207699,0.01677694,-0.02130493,0.01053135,0.01137109,0.01236682
2018-34,-0.0343075,-0.00211864,-0.01408926,-0.01021021,0.00363636,-0.00188791,-0.00179732,-0.00070727,0.01986301,-0.02916858,-0.00441677,-0.00566786
2018-33,0.00956522,-0.01252087,-0.0120603,-0.01053468,0.00271903,0.00118022,0.00138908,-0.01902341,0.02312544,0.00630631,-0.01518933,-0.01691135
2018-32,-0.01209503,0.03511814,0.0142528,0.02447481,0.01692829,0.02310592,0.00975265,0.03449653,0.01373626,0.03185758,0.03217257,0.03339731
2018-31,-0.03052805,-0.01915301,-0.01439571,-0.01738609,-0.00551978,-0.01217184,-0.01694915,-0.02143136,0.02752294,-0.03417266,-0.01884477,-0.02030839
2018-30,-0.01175041,0.02848379,0.02186166,0.00702811,0.0180798,0.01608579,0.02372445,0.0249059,-0.03077975,0.02058961,0.02048184,0.01820621
2018-29,0.01727684,0.01157458,-0.00034008,0.00933442,-0.00969991,0.0213957,-0.00307778,0.01294184,-0.00204778,0.00766551,0.01409501,0.01614472
2018-28,-0.01053912,-0.0096941,0.00595036,0.01059063,0.00726832,0.00398208,0.00562272,-0.00056352,-0.00684932,0.01303235,0.00701807,0.00700798
2018-27,-0.00441767,-0.00319829,0.00827292,0.00552486,-0.00120048,-0.00528385,-0.00027906,0.0083011,0.00542373,0.0144657,0.0113423,0.01374975
2018-26,0.02964509,0.02731643,0.01330109,0.01680847,0.02663809,0.03219341,0.01992883,0.02493212,-0.03491436,0.04148577,0.01951368,0.01934969
2018-25,-0.00453983,-0.01722305,0.00181066,0.00228358,-0.01137044,-0.01220423,0.00814868,-0.00801036,-0.00792079,0.02133781,-0.00678119,-0.00689248
2018-24,-0.00883179,0.02471566,-0.00342847,0.01578283,0.01665657,0.00163091,-0.00811643,0.01823003,0.00401606,-0.00916784,0.01599016,0.0167002
2018-23,-0.00985804,0.01606868,0.01185873,0.00522466,0.01345977,0.02467212,0.01006521,0.01646159,-0.02341137,0.01364706,0.01369336,0.01346192
2018-22,0.00118343,0.01168802,0.02149491,0.00572276,0.00123495,0.00826772,0.01821336,0.01276053,-0.03640929,0.04254254,0.01486784,0.01522007
2018-21,0.02319902,-0.0067446,0.00555705,-0.00042662,-0.00248756,0.01688277,0.00892204,-0.00681547,-0.00857318,0.01757106,-0.00134621,-0.00227602
2018-20,0.01414141,-0.00089586,0.00295196,0.00233744,-0.00402851,0.02319481,-0.01198902,0.0063302,-0.00681537,0.00203926,0.00237624,0.00269095
2018-19,-0.03095611,-0.00802676,0.00505689,-0.0038249,0.00062073,0.02560801,0.01669375,-0.00528785,-0.00425015,-0.00128866,0.00167357,0.00041589
2018-18,0.00472255,0.01035803,0.00479812,0.00341224,0.00873362,0.0153979,0.01203924,0.00264641,-0.01204094,0.00727273,0.0039968,0.00333681
2018-17,-0.01317319,-0.02677788,-0.00674097,-0.0146689,-0.01447936,-0.01886525,-0.00178412,-0.02086463,0.05548628,-0.02557545,-0.01341176,-0.01510512
2018-16,0.00775795,0.01633194,0.00267929,0.01417989,0.01704898,0.01967023,0.00401666,0.013918,-0.01292308,-0.00786602,0.00690467,0.00673882
2018-15,-0.00984848,-0.02521008,-0.04977068,-0.03572153,-0.01504452,-0.02,-0.0166302,-0.04155907,0.10177596,-0.07857469,-0.04674432,-0.05017435
2018-14,0.00609756,0.00065445,0.00584997,-0.00407,0.00594121,-0.00327123,0.00988172,-0.01107787,-0.00201613,0.0002317,0.00394268,0.00373428
2018-13,0.0127907,0.02184574,0.02890736,0.01918665,0.02435897,0.04315696,0.0164312,0.02121641,-0.08869457,0.06008902,0.02237708,0.02105897
2018-12,-0.00981873,0.01438053,0.01407712,0.02371459,0.00725095,0.00931451,0.01029991,0.0184727,-0.03441683,0.03046422,0.02065829,0.02015968
2018-11,-0.03292181,-0.03475239,-0.0392592,-0.02927231,-0.03239875,-0.01672384,-0.02671243,-0.03673206,0.08266129,-0.04554913,-0.03477146,-0.03553993
2018-10,-0.03202591,-0.01677639,-0.01770132,-0.01531949,-0.00675676,-0.00799327,-0.01163304,-0.01647226,0.03687943,-0.02664337,-0.01717936,-0.01748052
2018-09,0.02292052,0.00148873,0.01375295,0.01121991,0.01620948,0.01857184,0.03272451,0.00237718,-0.0308642,0.0265109,0.00701625,0.00725883
2018-08,-0.032097,-0.0135278,-0.02463299,-0.02428743,-0.02023919,-0.01193386,-0.0188253,-0.0134006,0.07351892,-0.06053374,-0.01650407,-0.01723158
2018-07,0.02119883,-0.00084944,0.0033588,0.00345178,-0.00430902,-0.02286932,0.00950337,-0.00559628,-0.00827016,-0.01120141,-0.00044264,0.00019059
2018-06,0.04018025,0.03614719,0.01668774,0.0230002,0.03753519,0.03360858,0.03170617,0.03066603,-0.04511278,0.02783915,0.02561066,0.02461832
2018-05,-0.02122115,-0.01053763,-0.00771513,-0.01616488,-0.0068836,0.02323529,-0.01888854,-0.00096339,0.02453988,-0.01695293,-0.01291037,-0.01294006
2018-04,-0.04166667,-0.04345214,-0.02620261,-0.02283539,-0.03212617,-0.04725693,-0.02297297,-0.03858545,0.05714286,-0.05596059,-0.03430496,-0.03435452
2018-03,0.01302262,0.00904523,-0.00157878,0.00607441,0.01352543,0.0032538,0.00606244,0.00824072,0.00465477,-0.00858537,0.0042597,0.00407368
2018-02,0.01391788,0.01992528,0.01930221,0.01334623,0.01961376,0.00918941,0.01592455,0.0164899,-0.02901786,0.02723024,0.01991104,0.01965066
2018-01,0.00695652,0.00083385,-0.00401671,-0.00464217,-0.00751654,-0.00465881,0.00015437,-0.01432731,0.0,-0.009889,-0.00746374,-0.00725821
2018-00,0.01910152,0.00567823,0.00920195,0.00877706,0.0,-0.01958665,0.00264633,0.00603482,-0.01978022,0.01680498,0.00553938,0.00695971
2017-52,0.01235914,-0.00586019,-0.00227162,0.00253165,-0.00029922,-0.00013488,-0.00123648,-0.00253398,-0.00515844,0.00061792,-0.00183396,-0.00181686
2017-51,0.01701183,-0.00020969,-0.00145974,-0.00214592,-0.00209581,0.01268239,-0.00015418,0.00471662,0.00593032,-0.01145429,0.00113178,0.0003643
2017-50,0.00074794,-0.01230448,0.01250617,0.00412736,-0.00449775,-0.00068729,0.00280855,0.01026083,-0.02066999,0.02794242,0.01044947,0.01290798
2017-49,-0.01883309,0.00437865,-0.00098717,0.00216791,-0.00297974,-0.01993311,0.00514901,-0.00148403,0.00357654,-0.00274783,-0.00306552,-0.00239102
2017-48,-0.01746089,0.04175824,0.01667368,0.01061274,0.0286783,0.03795147,0.01717496,0.02942619,-0.01303155,0.03028963,0.02592894,0.02531887
2017-47,0.00036062,0.00110278,0.0039753,0.01049233,0.00125313,0.01057898,-0.0016,-0.00212592,0.0020436,0.00668151,0.00103604,0.00133511
2017-46,0.02411874,0.01888065,0.00408372,0.00424843,0.01276324,0.02897911,0.01539217,0.01050368,-0.01732179,0.00946586,0.00595548,0.00305752
2017-45,-0.01464665,0.02831941,0.01921397,0.01502367,0.00095908,-0.02866515,0.01009098,0.03853798,-0.03630573,0.04163693,0.0291718,0.03254614
2017-44,-0.00222635,-0.00182941,-0.00518179,0.00597938,0.00887762,0.0097803,-0.00148417,0.01183381,0.00846354,-0.00741256,0.00791151,0.00931246
2017-43,-0.00621345,-0.01369248,-0.00443497,-0.00915378,-0.01184908,0.02070541,-0.00341908,-0.01418799,0.00264375,-0.01083277,-0.01209799,-0.01413907
2017-42,-0.02254315,-0.00447227,-0.01018347,-0.01380276,-0.00279938,-0.00353107,-0.00372771,-0.00963795,0.02240326,-0.01829806,-0.01200979,-0.01261227
2017-41,0.01792757,0.0138322,0.01202866,0.0224444,0.01447907,0.01755889,0.00113895,0.01817561,-0.0173449,0.02508475,0.01751076,0.01691291
2017-40,0.02609335,0.00179978,0.00788346,0.0,-0.00062461,-0.01424382,-0.00535801,0.00016932,-0.02159686,0.01273885,-0.00082601,-0.00135528
2017-39,0.0,-0.0015681,0.00085874,-0.00285249,0.00313775,0.01590258,0.02172823,0.00194635,0.0,0.00045683,-0.00425754,-0.00614675
2017-38,-0.00432588,-0.02670169,-0.01676261,-0.01883013,-0.00807955,0.00518508,-0.00743187,-0.03188334,0.02779661,-0.0296544,-0.02321481,-0.02490096
2017-37,0.00691412,0.00418502,0.00246264,-0.00419664,0.00882168,0.01821682,0.00348548,0.00530812,-0.02317881,0.00515002,0.00272861,0.00246212
2017-36,0.00444609,0.00199291,0.00094315,0.00890688,0.00445576,0.00389222,-0.00779824,0.00309727,-0.00853578,0.00458821,-0.0004451,0.00076278
2017-35,0.01453055,0.01657335,0.01185224,0.00650539,0.01412067,0.020697,0.00748379,0.00871404,-0.00591327,0.01646568,0.00876733,0.00847458
2017-34,0.01161484,-0.01035699,-0.00489733,-0.00604717,-0.01072555,0.006886,-0.00774683,-0.02051409,0.00329598,-0.00934793,-0.01268811,-0.01307561
2017-33,-0.00337079,-0.00660502,-0.01182878,-0.00523982,-0.01091363,-0.02495517,-0.00999181,-0.00329299,-0.00461437,-0.01902843,-0.00501105,-0.00341168
2017-32,-0.02673993,-0.00895001,-0.00858771,-0.0122318,-0.0118196,-0.00601866,-0.00230036,-0.00568556,0.01675603,-0.01522274,-0.00596334,-0.00549242
2017-31,0.00259163,-0.00658039,-0.00221824,0.00464834,0.00597484,-0.01529779,0.01835944,-0.00586196,0.00199601,-0.00022472,-0.00677617,-0.00550285
2017-30,0.00407558,0.00643301,-0.00059514,0.00485732,0.00189454,0.01102719,-0.01080991,0.01177945,-0.00404313,-0.00935829,0.00629583,0.00803059
2017-29,0.00711344,0.00715084,0.00759127,0.00810701,0.01669342,0.02658267,0.00923749,0.004948,-0.01658925,0.01615436,0.00714286,0.00555768
2017-28,0.0411012,0.01984942,0.00835055,0.01690722,0.01802688,0.02019246,0.01898085,0.01267007,-0.01760104,0.0195178,0.01023557,0.01086113
2017-27,-0.0158179,-0.00807718,-0.00649073,-0.00775194,-0.0090527,-0.01495955,-0.0011923,-0.01093398,0.01264138,-0.03122212,-0.00749147,-0.00707592
2017-26,-0.02126852,-0.00933333,-0.01022737,-0.01424273,-0.00641643,-0.00412214,-0.00773499,-0.01527846,0.01280323,-0.02341869,-0.01381377,-0.01394385
2017-25,0.0045977,-0.0129813,-0.00690061,-0.01139316,-0.01392405,-0.0127666,-0.01084418,-0.01301025,0.01158828,-0.0035219,-0.01297478,-0.01288515
2017-24,-0.00689655,-0.00176835,0.00544403,0.00140675,-0.02750309,-0.03869743,0.00369872,-0.00697542,0.0173913,0.00998225,-0.00557527,-0.00485437
2017-23,-0.02050708,-0.00812651,-0.00935998,-0.01968892,-0.00765462,0.00782634,-0.01149042,-0.01100578,0.01424695,-0.02008295,-0.01080578,-0.01144123
2017-22,0.0026296,0.01581292,0.01325693,0.01358913,0.01421947,0.02462462,0.0193505,0.0133594,-0.03344262,0.02669957,0.01379711,0.01404757
2017-21,0.02012913,0.00355082,0.01627644,0.00967742,0.00773036,-0.01057579,0.01409407,0.0076192,-0.0094518,0.03987802,0.01539822,0.01520623
2017-20,-0.00644672,-0.00556297,-0.0020126,0.00942044,-0.00556758,-0.0097417,-0.00798234,0.00323437,-0.0031407,-0.00471476,0.00118756,0.0038373
2017-19,0.03475513,-0.00377526,-0.00184162,0.00267765,-0.00525015,-0.01346407,-0.00544774,-0.00290047,-0.01485149,0.00307619,-0.00400802,-0.00440782
2017-18,-0.00196464,-0.01506221,0.00308642,0.01230705,-0.00975907,-0.01950585,-0.00393297,0.00616461,0.00810979,0.00644238,0.00357302,0.00461894
2017-17,-0.00628684,-0.00195228,-0.00618898,-0.0051792,-0.00511894,0.00635196,-0.00575783,-0.00568463,0.0133418,-0.01100703,-0.00501068,-0.00571864
2017-16,-0.0063593,0.00638064,-0.00254542,-0.00626305,0.01071975,0.02011834,0.00171233,8.309e-05,0.00685786,-0.00945626,-0.00355635,-0.00421375
2017-15,0.00567951,-0.00332447,-0.00229338,0.00337909,-0.004597,0.00238949,-0.00873437,-0.00183762,-0.01353846,-0.00783848,-0.00029817,-0.00038565
2017-14,0.00406339,0.00111932,-0.0027332,0.0,0.00460688,-0.00689139,0.00483843,0.00311684,0.00681537,-0.00309893,0.00262388,0.00388274
2017-13,-0.00970481,0.00765077,0.00017586,-0.00442571,0.00892582,0.01314217,0.00586611,-0.00092313,-0.01867995,0.00784593,0.0,-0.00135501
2017-12,-0.0123506,-0.0024592,-0.01026891,-0.00042221,-0.00459982,-0.00673451,-0.00685518,-0.00631282,0.01517067,-0.02725173,-0.00631454,-0.00710445
2017-11,0.02689284,0.01081568,0.00683731,0.01088581,0.016739,0.02511101,0.0174216,0.00542934,-0.01565435,0.01877053,0.00643279,0.00328185
2017-10,-0.00542571,-0.00224316,0.00378888,0.00300687,-0.00185357,-0.00199081,0.00562687,0.00150464,-0.00247831,0.01724138,0.00217424,0.00290585
2017-09,-0.00540091,-0.00066756,0.00805738,0.00021445,-0.0018388,-0.00962551,0.0102673,0.00451015,-0.00493218,0.01951807,0.0013461,0.00193237
2017-08,-0.00456053,0.00022193,-0.00035351,0.00818436,-0.0051313,-0.0187731,-0.00053201,0.00049784,-0.00855746,-0.00860215,0.00418566,0.00599961
2017-07,-0.00126689,0.01058559,0.0129178,0.01603691,0.00858632,0.01360544,0.00721501,0.01169591,-0.02066116,0.01574213,0.01508538,0.01566839
2017-06,0.01801029,0.02414348,0.01832244,0.01314324,0.01900904,0.0341668,0.0233972,0.01987213,-0.03479749,0.03357438,0.01674455,0.01714747
2017-05,0.02095155,0.00045579,0.00609925,0.01483146,0.01029641,0.01509023,0.01217488,0.01516736,-0.01295045,0.00259403,0.01089171,0.01259651
2017-04,0.00961959,0.00226347,0.00407407,-0.00044813,-0.00557448,-0.00321494,0.01060662,-0.00121665,-0.01121705,0.00761555,-0.00249961,-0.0034399
2017-03,-0.00487157,-0.00758421,0.00764997,0.00496502,-0.00337942,-0.01225972,0.00279746,0.00348129,-0.00883978,0.02011963,0.00525325,0.00630979
2017-02,0.01349528,0.00225734,-0.00094144,-0.00022717,-0.00733272,-0.02204021,-0.00373413,-0.00175948,0.02493075,0.00327332,-0.00379567,-0.0034965
2017-01,0.00995475,-0.00022447,0.00810632,0.00845328,-0.00786449,-0.00574882,0.00075019,0.00262513,-0.03320836,0.0243103,0.00291476,0.00430328
2016-52,0.0200747,-0.00651393,-0.00649595,-0.00136861,-0.00545785,-0.00822079,-0.0098936,-0.00836966,0.00979858,-0.00407056,-0.00612726,-0.00653862
2016-51,-0.00841515,0.00045055,0.00188697,0.00045673,0.00365631,0.00801782,0.01096616,0.00026194,0.00433604,0.01151631,-0.00125539,-0.00183524
2016-50,-0.02938517,0.00497625,-0.00404135,0.00068697,0.01046798,0.01055807,0.00208531,0.00544576,0.01634877,-0.01777538,0.0038671,0.00348575
2016-49,0.02387511,0.0386236,0.03074685,0.02253521,0.03438395,0.03734568,0.02970874,0.02932923,-0.0677452,0.05870561,0.0285947,0.027719
2016-48,-0.02308737,-0.00562324,-0.01708089,-0.01301115,-0.02359232,-0.00799373,-0.03043561,-0.01966192,0.03586279,-0.03355894,-0.01511983,-0.01481945
2016-47,-0.00364133,0.00140154,0.00879737,0.00537634,0.00504732,0.01975972,0.0074684,0.0093416,-0.01319797,0.01678998,0.00632193,0.00758693
2016-46,0.01772388,0.00849457,0.00528169,-0.00047004,0.014062,0.0079277,0.00598109,0.00308111,-0.0109945,0.01877383,0.0033579,0.0010618
2016-45,-0.09243697,-0.03644281,-0.02721411,-0.04307074,-0.02014479,0.03356039,-0.0216491,-0.03649891,0.05502646,-0.05391352,-0.03445006,-0.03695386
2016-44,-0.04265997,-0.02941176,-0.02059518,-0.01795213,-0.02270577,-0.02921865,-0.02757593,-0.02713716,0.04331551,-0.04158739,-0.02316997,-0.02252435
2016-43,-0.03149284,-0.00045321,-0.00423729,-0.00397176,-0.00535096,-0.02437851,-0.02223437,0.00252701,0.01129032,-0.02334317,0.0014181,0.00183411
2016-42,0.02268908,0.00526316,0.00275639,-0.00176717,-0.00221239,-0.02058917,0.00367918,8.756e-05,-0.00472937,-0.00627729,0.00150925,0.0020555
2016-41,-0.03204868,-0.0099435,-0.00733221,-0.0067804,-0.00627746,-0.0069215,-0.00747085,0.00069802,0.00373333,-0.01134828,-0.00031631,0.000819
2016-40,-0.0040783,-0.01306012,-0.00923249,-0.01867754,-0.01410658,-0.00664242,-0.00637639,-0.01167719,0.01465798,-0.01665785,-0.00955963,-0.01033435
2016-39,0.00871369,0.01089424,0.00730064,0.00603448,0.00471106,0.00794407,0.0032763,0.00685229,-0.01504567,0.01111111,0.00690467,0.00607656
2016-38,0.02262254,0.00932878,0.01012184,0.01784548,0.00627549,0.01927092,0.01134077,0.01218875,-0.02869288,0.01800371,0.01188976,0.01260931
2016-37,-0.02105698,-0.01501905,-0.01243043,-0.01609442,-0.01024527,-0.01012658,-0.01070004,-0.01145268,0.03695532,-0.02765458,-0.01151124,-0.01064257
2016-36,-0.04854755,-0.04812257,-0.04108844,-0.03403361,-0.04263683,-0.03526332,-0.03885553,-0.04717846,0.04545455,-0.06887883,-0.04034035,-0.04081633
2016-35,0.00487805,0.00194679,0.0001818,0.01021711,0.00608088,0.00399631,-0.00456942,-0.00233081,0.00284414,0.01665405,0.00382117,0.00335438
2016-34,-0.01966292,-0.01416917,-0.00482037,-0.01056859,-0.01060285,-0.00216016,-0.00718039,-0.01419845,0.0011325,0.00477507,-0.01109338,-0.0125441
2016-33,-0.01144436,-0.00556388,-9.089e-05,-0.00147742,-0.00030404,-0.00293074,-0.00730562,-8.275e-05,-0.00056754,-0.00475475,-0.00212491,-0.00039239
2016-32,0.0199187,0.004719,0.00677966,0.01803736,0.00364742,-0.01033435,0.00559636,0.00832986,-0.01066816,0.01116185,0.00840786,0.01028074
2016-31,0.00955943,-0.002776,-0.00346494,-0.00362628,-0.00753239,-0.00197179,-0.00521467,-0.00430892,-0.01103753,-0.01007811,-0.00220851,-0.00314961
2016-30,0.01216443,-0.00295983,-0.0085771,-0.00296988,-0.00922894,0.0255933,0.00612423,-0.01307617,0.03602058,-0.02217295,-0.01153585,-0.01341629
2016-29,0.00589226,0.00276184,-9.038e-05,-0.00464527,0.00388872,-0.00231803,0.00210194,-0.00081726,-0.0034188,0.00148221,-0.0026298,-0.00251889
2016-28,0.0226087,-0.00317393,0.00326146,-0.00294923,0.00480914,-0.00278121,-0.00069893,8.155e-05,-0.02326901,0.0049554,0.00112672,0.0
2016-27,0.02150538,0.02531372,0.0176476,0.00467687,0.01579587,0.02415766,0.00878735,0.00878489,-0.03026968,0.00336613,0.01139212,0.00878735
2016-26,0.09841575,0.0477808,0.0509937,0.05016722,0.04389313,0.05035614,0.04152122,0.04118758,-0.09670987,0.12032009,0.03897338,0.03580146
2016-25,-0.02643573,-0.00866474,-0.026365,-0.01941959,-0.00598991,-0.00586893,-0.01384643,-0.00588938,0.02462022,-0.03164387,-0.01008049,-0.01004823
2016-24,0.00185615,0.00425913,0.00435317,0.00154594,0.00605481,0.01531547,0.00181752,0.00188793,0.00632578,0.00593472,0.00259251,0.0020202
2016-23,-0.0331565,0.00488238,0.00555922,-0.00802255,0.00857143,-0.0029407,0.0003592,0.01179002,-0.00315292,0.0146941,0.00959572,0.00950647
2016-22,0.03264368,0.01459362,0.00856653,0.0170053,0.01154957,0.0069594,0.01038441,0.01466097,-0.01128784,0.02198406,0.01558878,0.01709226
2016-21,0.03785338,0.01420839,0.01924193,0.01879615,0.01875202,0.00819809,0.01924144,0.01758727,-0.02788845,0.04605821,0.01544308,0.0151641
2016-20,-0.02000931,-0.02507699,-0.02221802,-0.02076503,-0.03590384,-0.01082612,-0.02812331,-0.02743378,0.04291624,-0.04916711,-0.02484619,-0.02631579
2016-19,0.00237417,0.00199203,-0.00246445,-0.00460022,-0.00590796,-0.01097257,0.00163191,-0.00094868,-0.02211934,0.00921909,-0.00504891,-0.00547002
2016-18,-0.04089888,0.00290568,-0.00161199,-0.00504165,0.00347771,-0.00549634,-0.00127598,0.00340255,0.0,-0.01867894,0.00542611,0.00635506
2016-17,0.01086957,0.01675465,0.00191663,-0.00132949,0.00613497,0.04916873,0.0092885,0.00835704,-0.01982161,0.00470914,0.00266753,-0.00041459
2016-16,-0.00888889,-0.01633023,-0.01541663,-0.01855895,-0.02415766,-0.00793791,-0.0229969,-0.02378038,0.04722366,-0.03612834,-0.02264961,-0.02582351
2016-15,0.03400735,-0.00204313,0.007279,0.00819854,0.00063816,0.00966184,-0.00091358,-0.00105088,0.0,-0.00054496,0.00159719,0.0002045
2016-14,-0.01954545,0.00271064,-0.00237417,-0.00044082,-0.00094787,-0.02606429,-0.00199203,-0.00389948,0.00356415,-0.0056926,-0.00347689,-0.00424586
2016-13,0.02772643,0.01898879,0.02178523,0.0147519,0.02745478,0.02996255,0.01829491,0.02195767,-0.03346457,0.0432357,0.02305708,0.01938144
2016-12,-0.02434626,-0.01116427,-0.01279969,-0.00824972,-0.01635664,-0.01847247,-0.01110302,-0.00782624,0.02938197,-0.01968827,-0.00802761,-0.00699876
2016-11,0.03831599,0.01172953,0.01406674,0.01036737,0.0025641,0.02935278,0.00988287,0.00868179,-0.03360935,0.03590767,0.01014199,0.0095654
