Week,ECON,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,XLP
2016-10,0.00474608,0.0139795,0.01187788,0.01667809,0.01236979,0.00994755,0.00569434,0.01610002,-0.01298077,0.02910361,0.01406019,0.01412013
2016-09,0.08633094,0.01915799,0.03199839,0.02825782,0.0095082,0.02167819,0.01352854,0.01660015,-0.04651163,0.0384498,0.02317798,0.02205095
2016-08,-0.04311199,0.01558379,0.00584501,-0.00783952,0.0132626,0.02562112,0.01495607,0.00491938,-0.01767906,0.01598524,0.00259067,0.0
2016-07,0.01966874,0.00508598,0.01153688,0.00582479,0.00668449,0.01949586,0.00739196,0.00893515,-0.03353396,0.07041779,0.00871847,0.00734341
2016-06,-0.01091476,0.00494438,0.00779029,0.00188546,0.01205234,0.00583736,0.01571401,0.01637172,-0.00041203,-0.00469484,0.00947541,0.01145122
2016-05,-0.0115636,-0.0326969,-0.03198057,-0.02700847,-0.05031036,-0.03321033,-0.04851503,-0.02743623,0.07796305,-0.07136294,-0.0239772,-0.02547089
2016-04,0.07944176,0.04055416,0.04068297,0.04453539,0.03712534,0.030006,0.04091874,0.04000769,-0.06801319,0.0394607,0.04001747,0.03927695
2016-03,0.01395598,0.00701579,0.01204947,0.01089061,0.00715015,0.0154,0.00984366,0.0093126,-0.03136309,0.02081235,0.00829694,0.00847458
2016-02,-0.03161222,-0.03174219,-0.02749818,-0.02368421,-0.03023256,-0.02179837,-0.03381282,-0.02491271,0.04541667,-0.05302537,-0.02443221,-0.02379379
2016-01,-0.05766387,-0.01675844,-0.03449667,-0.02723005,-0.01807427,-0.01208106,-0.01503341,-0.01717219,0.11533052,-0.04764832,-0.01889523,-0.01661929
2016-00,-0.02069614,-0.00867933,-0.00582371,-0.00825688,-0.01145767,-0.00545215,-0.00935757,-0.00658496,-0.00698324,-0.00146199,-0.00626148,-0.00600858
2015-51,0.01234568,0.01860243,0.01725003,0.0201358,0.02204929,0.01995439,0.01366867,0.0185168,-0.0367713,0.04998476,0.01936964,0.0194408
2015-50,0.01109503,0.00120598,-0.000909,-0.0053902,-0.00325839,0.01080664,0.00073611,-0.00421072,-0.02670753,0.01801242,-0.00512952,-0.0054933
2015-49,-0.06863197,-0.01456543,-0.02872655,-0.02775866,-0.02477764,-0.03706449,-0.0279921,-0.01715027,0.04880295,-0.06346885,-0.02267172,-0.02171081
2015-48,-0.01344688,0.01036644,0.0099681,0.00975836,0.00382287,-0.02585743,0.00813743,0.01841197,-0.00590909,0.00744491,0.01597389,0.02066667
2015-47,-0.03415478,0.0195122,0.00726296,0.00417053,0.0146171,0.0147961,0.01411254,0.01549269,-0.00727603,-0.0297885,0.01039876,0.00909293
2015-46,0.03809951,0.0024888,0.01754744,0.01009864,0.00746996,0.00959233,0.01500834,0.00833906,-0.03986429,0.03853383,0.00865612,0.00902935
2015-45,-0.02264654,-0.0320764,-0.02520415,-0.01550023,-0.03526048,-0.02097649,-0.0219539,-0.01826707,0.02937308,0.00701647,-0.02145774,-0.02090357
2015-44,-0.00130321,-0.02052996,-0.01575423,-0.01629562,-0.02186634,0.00252799,-0.00018132,-0.01810213,0.00712061,-0.02850426,-0.01971569,-0.01991247
2015-43,-0.01992204,-0.00263599,-0.00862914,-0.0120784,0.0,0.00255009,-0.00290803,-0.01268459,0.00782689,-0.01897642,-0.01243802,-0.0151778
2015-42,0.01680672,0.01617186,0.01361964,0.01570076,0.01405811,0.01652589,0.01046063,0.01801456,-0.02992407,0.03238265,0.01704739,0.01784141
2015-41,0.01329198,-0.00410133,0.00834842,0.01028999,-0.00219436,-0.00928454,-0.00838957,0.00192753,0.01669596,0.014835,0.00179918,0.00088574
2015-40,0.02708804,0.0014549,0.01824892,0.01280531,0.0176,0.00479351,0.01432558,0.01485681,-0.11888112,0.04378396,0.0172805,0.01647484
2015-39,0.06893156,0.02772831,0.02556697,0.03001737,0.02166667,0.01288214,0.01966834,0.02384592,0.03539823,0.02760524,0.02234332,0.0230101
2015-38,-0.03828413,-0.01535088,-0.00406758,-0.00511696,-0.00225879,0.00935804,-0.00890538,-0.00299551,0.00647773,-0.02994792,-0.00258191,-0.001155
2015-37,0.01168224,0.00171443,0.01792765,0.01946108,0.00950197,0.00726716,0.006574,0.01200651,-0.08198614,0.03464674,0.0100662,0.01129678
2015-36,-0.00326036,-0.00170565,-0.01117083,-0.00665845,-0.00488759,-0.01072437,-0.00557517,-0.00795809,0.00893204,-0.016515,-0.00896057,-0.00814522
2015-35,-0.04227273,-0.01705653,-0.01818566,-0.02234225,-0.00788695,0.01604485,-0.01479124,-0.01054981,0.03925456,0.00934891,-0.01485282,-0.0168185
2015-34,0.06631171,0.03822938,0.04140197,0.03176204,0.0313977,0.03506311,0.03315982,0.02792484,-0.05790064,0.12305411,0.03325942,0.03654725
2015-33,-0.05921053,-0.05968779,-0.04864865,-0.05134135,-0.063458,-0.04199182,-0.05209995,-0.04405371,0.08220339,-0.07958271,-0.04937224,-0.04886639
2015-32,-0.04450915,0.00463177,-0.00707171,-0.01367054,0.01404933,0.01323251,0.00446748,0.0007734,0.02297356,-0.02474956,-0.0028794,-0.00373134
2015-31,-0.00586019,-0.00232342,0.00201106,-0.00457666,-0.00743264,0.00849858,0.01032796,-0.00222308,-0.03018707,0.00450992,-0.0038993,-0.00438693
2015-30,0.0215736,0.02906146,0.01686599,0.01943339,0.03176131,0.02763285,0.04054566,0.02530394,-0.0249584,0.03007752,0.01396191,0.01335708
2015-29,-0.03942652,-0.01426567,-0.010886,-0.01356946,-0.01485461,-0.02987599,-0.01213139,-0.00656477,-0.01313629,-0.02398801,-0.0113994,-0.00969377
2015-28,0.00398248,0.00210773,0.0015176,0.01212404,-0.00500626,-0.00743771,0.00357412,0.00325283,0.00536525,0.01564897,0.0068646,0.00845948
2015-27,0.00080645,0.01294033,0.00576606,0.02702051,0.01865552,-0.00018664,0.01075682,0.01915864,0.38853868,-0.01630094,0.01925455,0.02181401
2015-26,0.02096774,0.00696111,0.01258843,0.00481928,0.00354267,-0.0051651,0.00425121,0.00773773,0.0,0.00663927,0.01006682,0.01043115
2015-25,-0.00898438,-0.01162791,-0.0061816,-0.00796626,0.00158529,-0.00308306,0.0,-0.00576541,0.0,-0.0100091,-0.00782745,-0.00859729
2015-24,0.00999201,0.03105441,0.02629657,0.01924465,0.02960526,0.0196624,0.03349094,0.02983086,0.0,0.06444301,0.02688172,0.02634033
2015-23,0.01848875,0.01503395,0.00939261,0.00845002,0.01286704,0.0161563,0.00950119,0.00769862,-0.02294304,0.01286587,0.0108764,0.01028518
2015-22,-0.02616166,-0.0227004,-0.01614064,-0.01803512,-0.01007802,-0.00299345,-0.01117647,-0.02225564,0.02764228,-0.02880401,-0.02366968,-0.02439024
2015-21,-0.015,-0.00189081,-0.00153988,0.0,0.00195122,0.00301432,0.00591017,-0.00030012,0.00408163,0.00720551,-0.00122581,-0.00159308
2015-20,-0.00225056,0.00496689,-0.00385396,-0.00533643,-0.00735059,-0.00570482,-0.0017561,-0.00158494,0.00541441,0.0021335,-0.00638812,-0.00672797
2015-19,0.02359209,0.018081,0.01209388,0.01569822,0.01370757,0.03603953,0.01706349,0.01564067,-0.03216727,0.00893683,0.0162972,0.01589464
2015-18,0.01024279,-0.00409244,0.00700165,0.00893067,0.0,0.00670744,0.00780937,0.00180433,-0.02470588,0.03113088,0.00464872,0.00591447
2015-17,-0.02634508,-0.00337268,-0.00329252,-0.00794578,-0.01433692,-0.0255052,-0.01728201,-0.00210421,0.03616416,-0.00819156,-0.00367872,-0.00227324
2015-16,0.02622577,-0.00311526,-0.00438999,0.00491803,0.00520494,-0.00448081,-0.00348567,-0.00059821,-0.00163066,-0.01655934,-0.00130537,-0.00090355
2015-15,-0.01887491,-0.01535191,0.00010268,0.00023474,-0.01768489,-0.01548587,-0.02045889,-0.00930233,-0.0016129,-0.00716065,-0.0070215,-0.00630631
2015-14,0.02130841,0.00023557,0.00235415,0.00398313,-0.0003199,-0.01429388,0.00285442,0.00098571,-0.01045016,0.00370828,0.00051818,0.00157197
2015-13,0.03578451,-0.0014218,0.0008261,0.00094742,0.00096339,0.00946311,0.00095584,0.00109431,0.00624756,-0.00471254,-0.00104393,-0.00135624
2015-12,-0.00119379,-0.00666984,-0.00642088,-0.0113368,0.00392413,-0.01724138,-0.00325983,0.00302176,0.02519685,0.00584036,-0.0048951,-0.00635209
2015-11,0.03683775,0.01350048,0.01155705,0.01079137,0.01836394,0.03115578,0.01303248,0.00836052,0.01780063,0.00623155,0.00893805,0.00755495
2015-10,-0.02365416,-0.01081731,-0.01752556,-0.01878716,0.00336814,-0.00540108,-0.0009829,-0.01755271,-0.02847114,-0.0232483,-0.01411059,-0.01528982
2015-09,-0.02837998,-0.0229206,-0.03120236,-0.02122201,-0.01930759,-0.02668236,-0.0249613,-0.02428147,0.35535308,-0.05599274,-0.0251317,-0.02679768
2015-08,-0.00155703,0.0071736,0.00553619,0.00705053,0.00402955,-0.00196502,0.00213966,0.00639552,-0.31045242,0.00216853,0.00460589,0.00539811
2015-07,0.00469667,0.01015965,0.00743264,0.00758833,0.01638785,0.00714144,0.01765523,0.00686314,0.43641457,0.00663927,0.00209607,0.00180791
2015-06,0.00915241,0.02508071,0.020522,0.01153846,0.00896861,0.00239617,0.02358682,0.01423889,-0.31058282,0.04129794,0.01615337,0.01631059
2015-05,0.00638978,0.01652893,0.01100529,-0.00191296,0.01283385,0.01817081,0.00550683,0.01351491,-0.02837939,0.05441478,0.01068662,0.00990099
2015-04,-0.02742947,-0.03546272,-0.02875599,-0.01638177,-0.03300775,-0.04074505,-0.03000199,-0.03043831,-0.26679389,-0.06282051,-0.03398397,-0.0328977
2015-03,0.02873331,0.01187531,0.00598048,0.01105503,0.00990099,0.00923016,0.01013993,0.00695297,-0.02674358,0.0103795,0.00402837,0.00361827
2015-02,0.00528455,0.00976954,0.0,0.01813281,0.00446889,0.00617161,0.01784973,0.01005807,0.01487779,-0.0254902,0.00654809,0.00639854
2015-01,0.04298357,0.02914856,0.0191178,0.02131929,0.02550664,-0.00374458,0.01912166,0.02412812,-0.05427209,0.03020134,0.0232684,0.0228385
2015-00,-0.01508972,-0.02322708,-0.02078594,-0.0188862,-0.02028398,-0.0208413,-0.02732794,-0.02110872,0.01859956,-0.04588608,-0.0202454,-0.01951441
2014-51,0.00657084,0.00595091,0.009071,0.00606208,0.00441876,0.00114789,0.00712976,0.00494081,-0.25069417,0.02108626,0.00784072,0.00752051
2014-50,0.05478261,0.032876,0.02816445,0.03194969,0.03214412,0.04188482,0.0370134,0.03367543,-0.02695829,0.04706286,0.03059449,0.02912621
2014-49,-0.05212121,-0.01819101,-0.02250131,-0.02572191,-0.01102688,-0.00397219,-0.02390274,-0.01277219,-0.02435312,-0.01203252,-0.01619252,-0.01710587
2014-48,-0.01099333,0.00505945,0.0,-0.00887503,0.00380623,0.01586345,0.01851852,-0.00478668,0.04702572,0.0096432,-0.00115865,-0.00253106
2014-47,-0.01852552,0.02,0.01467044,0.01283293,0.01563586,0.00318916,0.01147986,0.01811289,-0.0390625,0.03407984,0.01685596,0.0181522
2014-46,0.02732871,-0.00204604,0.00899661,0.00928414,0.0,0.00542932,0.00314334,0.00337268,-0.00811808,0.02456024,0.00880857,0.00749941
2014-45,0.01981352,-0.00564682,0.0,0.0012273,-0.00210011,-0.0093254,-0.00147121,-0.00529157,-0.02832556,0.0098172,-0.00309513,-0.0039953
2014-44,-0.01192308,0.01945321,0.01035822,0.00845771,0.01457001,-0.00198295,0.00702128,0.01552393,-0.00747331,0.02661597,0.01504178,0.01802451
2014-43,0.05932203,0.02685838,0.02201815,0.02332066,0.03800738,0.05635868,0.02768622,0.01641512,-0.03543706,0.03818444,0.01783512,0.01493634
2014-42,0.01215559,0.01712234,0.0164211,0.00614597,0.01764264,0.0,0.02713704,0.01766824,-0.06010756,0.04257724,0.01407229,0.01418969
2014-41,0.00609508,-0.003367,0.00423972,-0.00309917,-0.00794251,-0.00294179,0.00622263,-0.00792932,0.00444868,-0.01402046,-0.00640777,-0.00801603
2014-40,-0.03301887,-0.01280654,-0.01433333,-0.00863163,-0.0117777,-0.00270552,-0.01953385,-0.00167485,-0.02476681,-0.02154071,0.00201536,0.00322261
2014-39,-0.00279664,0.01237283,0.00368221,-0.00456621,0.00817236,0.00649351,0.0,0.00347612,0.04856661,0.00439078,0.0059915,0.00774806
2014-38,-0.0112534,-0.00492881,-0.00287897,-0.0122225,-0.0147167,-0.00522575,-0.0090209,-0.00891266,0.0,-0.00435414,-0.00471154,-0.0054672
2014-37,0.0,0.00325998,0.00932608,0.00199302,0.00772059,0.01237416,0.00416301,0.00942444,-0.02097902,0.01121563,0.00919029,0.00976954
2014-36,-0.02743789,-0.00217155,-0.00475559,-0.00796416,-0.00659582,0.00522575,0.00351803,-0.00626749,-0.00502176,-0.01111908,-0.00377212,-0.00401103
2014-35,0.00885282,0.00244432,0.00242585,0.00447094,-0.00255848,-0.00809465,-0.00241705,0.0041387,0.0,0.01551786,0.00804888,0.00954534
2014-34,-0.00183284,0.00273,0.00099502,-0.00371747,0.00775767,0.00314663,0.00444543,0.00190925,0.0037037,0.00684932,0.00155325,0.00100604
2014-33,-0.00878156,0.00413907,0.00234088,-0.00273973,-0.00186637,0.00296925,0.00784577,0.00486921,-0.01348241,0.00807043,0.00254428,0.00126614
2014-32,-0.00256881,0.0080825,0.00689811,0.00834387,0.0167619,-0.0057557,0.0177747,0.01241094,0.00480461,0.00449775,0.00663695,0.00770021
2014-31,-0.01900585,-0.00112931,0.01082077,0.00127518,0.01527016,0.0246941,0.01277502,0.00843091,-0.00703794,0.0218494,0.00531968,0.00598024
2014-30,-0.02682131,-0.03388904,-0.02757767,-0.0266103,-0.03273696,-0.02531646,-0.02700208,-0.02730804,0.05692109,-0.05893254,-0.02389851,-0.0244337
2014-29,0.00920132,0.01459653,-0.00480608,-0.00616979,0.0072381,0.00021758,0.00322209,-0.00170396,0.00686499,-0.00549048,-0.00282816,-0.00428535
2014-28,0.00147601,-0.01372443,-0.008831,-0.00416259,-0.00377074,-0.01999579,-0.01197469,-0.0099586,0.01576123,-0.01815593,-0.00569114,-0.00474407
2014-27,0.00074239,-0.00403117,0.00033241,-0.0024558,-0.0003775,-0.01338352,-0.00361419,0.00033651,-0.00132846,-0.00035932,0.00145349,0.00226017
2014-26,0.01733233,0.00729139,0.01219649,0.0111276,0.01068702,0.01944621,0.00977495,0.01008042,-0.03058596,0.01933601,0.01029109,0.01041931
2014-25,0.01142857,-0.00107846,-0.00267887,-0.00639764,0.0,-0.00276008,0.00320586,-0.00451213,0.02171053,-0.00951684,-0.00613198,-0.00706001
2014-24,0.00915332,0.01884216,0.01410358,0.01265195,0.02255932,0.00531689,0.0172053,0.01778791,-0.0370605,0.0310745,0.01482718,0.01450013
2014-23,-0.00226672,-0.00599782,-0.01064426,-0.00569589,-0.01003861,-0.01039677,-0.00949734,-0.00715665,0.02168285,-0.03009174,-0.00975705,-0.00986094
2014-22,0.01424721,0.01238305,0.00938489,0.00223325,0.01159644,0.01053763,0.01703739,0.00718522,-0.01469649,0.02073125,0.00785932,0.00660737
2014-21,-0.0076599,0.01907433,0.00957047,0.00699126,0.01443621,0.00496653,0.01028954,0.01525835,-0.03365236,0.01791841,0.01480672,0.01439959
2014-20,0.00266667,0.00255682,0.0058749,-0.00099751,0.00477517,0.00970874,0.00193986,0.00104676,-0.01069029,0.01089918,0.0024,0.00206718
2014-19,0.00842589,0.00456621,-0.00845811,0.00324351,-0.00515873,-0.02959603,-0.01039652,-0.00150655,0.01019778,-0.02432432,-0.00723417,-0.00615069
2014-18,0.01382853,0.01640785,0.00496536,0.00936946,-0.0107228,-0.02246706,-0.01076058,0.00775558,-0.00455235,0.00828076,0.007506,0.0093216
2014-17,0.00831354,0.01517406,0.00277425,-0.00378406,-0.01174628,-0.00363948,0.01306706,-0.00303774,-0.00635593,0.00707825,-0.0018964,-0.00206239
2014-16,-0.02461538,-0.00565308,-0.00255814,0.00025543,-0.00430866,-0.01089511,-0.0140572,-0.00189103,0.00358209,-0.00675676,0.00192152,0.0031389
2014-15,0.00539499,0.01725182,0.02102387,0.01371636,0.01354042,0.0079707,0.02567938,0.0124536,-0.046167,0.0448505,0.01416402,0.01245363
2014-14,0.01249512,-0.01883971,-0.01212763,0.00156454,-0.01381215,-0.01324503,-0.01763841,-0.01213419,0.01942592,0.0,-0.00626283,-0.00557769
2014-13,0.00512013,-0.00853946,-0.00293118,-0.0039093,-0.01276596,-0.00971899,-0.02404526,-0.0023753,-0.02835864,0.02057281,-0.00430416,-0.00238663
2014-12,0.02923264,0.00866189,0.00343887,0.0176,0.00157109,-0.00321474,-0.00665874,0.00709903,-0.00143021,0.01622296,0.00644156,0.00672224
2014-11,0.0078125,-0.00207346,-0.00283654,-0.00293177,0.00156067,0.00234942,0.0016572,-0.00083682,-0.00285633,0.0196735,-0.00269123,-0.00267953
2014-10,-0.01426243,-0.00853694,-0.01119095,-0.01711878,0.00196696,0.00455137,-0.01337714,-0.00406747,0.01596053,-0.02090164,-0.00311721,-0.00295619
2014-09,0.02235099,0.01464873,0.01553537,0.01659973,0.01964715,0.0257606,0.01432665,0.01608187,-0.03975364,0.03445342,0.01381274,0.01280654
2014-08,0.00657895,0.00389455,0.01045171,0.00640342,0.0068109,0.01365264,0.01051877,0.00622787,-0.0028082,0.02260128,0.01231292,0.01429357
2014-07,0.0062474,0.0174472,0.00375303,0.00161551,0.01181263,0.00090151,0.01124145,0.00669062,-0.0204918,0.00601375,0.00042658,0.0
2014-06,0.04376083,0.0210295,0.01644172,0.01391162,0.03062081,0.02770083,0.03205452,0.01897293,-0.0332981,0.02776534,0.01793431,0.01815135
2014-05,0.03553976,0.02926829,0.03304105,0.03306019,0.03308663,0.00816422,0.023496,0.02275091,-0.06612184,0.05579196,0.02686734,0.02647482
2014-04,0.0109075,-0.00379027,-0.01139706,-0.02173322,-0.00799663,-0.00045548,-0.00974513,-0.00540405,0.02544189,-0.02269693,-0.01258606,-0.01333333
2014-03,-0.05295567,-0.03153705,-0.02184292,-0.02122579,-0.02175698,-0.02037652,-0.01863659,-0.01717321,0.03259053,-0.04626928,-0.01852047,-0.01766304
2014-02,0.00122649,-0.00642398,-0.00131532,0.00080278,-0.00205846,0.00966944,-0.01145224,-0.00074221,0.0,0.00504838,-0.00399621,-0.00217746
2014-01,0.00732303,0.02014255,0.00523124,-0.00132802,0.01521382,-0.00373791,0.00827653,0.00837081,0.00507185,0.01120332,0.00461409,0.00462208
2014-00,-0.03247261,-0.00733272,-0.01207786,-0.01384897,-0.00890328,-0.01756641,-0.00861244,-0.0090965,-0.00345722,-0.0105178,-0.01278087,-0.01362543
2013-51,0.00953516,0.00399877,0.0084243,0.01166799,0.00529963,-0.00064572,0.0045706,0.00719603,-0.02059238,0.00912106,0.00770914,0.00782937
2013-50,-0.00160321,0.01808544,0.00959463,0.00939597,0.01955075,0.00908688,0.01617251,0.01598087,-0.01582454,0.01558551,0.01490171,0.01450068
2013-49,-0.01895735,-0.02091021,-0.01990577,-0.02367175,-0.02531646,-0.03713243,-0.02494005,-0.02451645,0.04212034,-0.04430894,-0.02275313,-0.02219845
2013-48,0.00159681,0.00963631,0.01013473,0.00185136,0.00244998,0.01707157,0.00629388,0.0066093,-0.01630129,0.01327801,0.00867384,0.00702703
2013-47,0.01392204,0.00372439,0.00463073,-0.00393185,-0.00121753,0.02330744,0.00580973,0.0024975,-0.01994382,0.00328812,-0.00051948,-0.00161031
2013-46,-0.01891892,0.00965431,0.0,-0.00338895,0.02016461,0.00528402,0.00828057,0.00311798,-0.00308815,-0.01066011,0.00093371,-0.000803
2013-45,0.03305119,0.02795426,0.02156107,0.01267829,0.01361948,0.0043956,0.01502833,0.01868215,-0.01137287,0.03875639,0.01894537,0.01848328
2013-44,-0.03841721,-0.01720363,-0.00419564,-0.00368712,-0.00857493,-0.00306145,-0.00541072,-0.00388959,0.00846532,-0.01354784,0.00157762,0.00271739
2013-43,-0.01520913,-0.01178295,-0.00216242,-0.00837696,-0.01496764,-0.01172638,-0.00754625,-0.00709573,-0.00543183,0.00852878,-0.00231214,-0.00135833
2013-42,-0.00339879,0.02303263,0.01339889,0.01417112,0.01615576,0.01397516,0.0159601,0.01677981,-0.03672097,0.02892746,0.01665585,0.0150838
2013-41,0.00340136,0.01553398,0.01735331,0.02630137,0.00497925,0.02038967,0.01616162,0.01944408,-0.04702351,0.01832341,0.01787477,0.01845018
2013-40,0.01969112,0.02115702,0.01257303,0.01644829,0.01601349,0.01689033,0.01985048,0.02150969,-0.0329697,0.01694118,0.02126223,0.0224359
2013-39,0.02421875,0.00727273,-0.00012628,-0.00468836,0.0,-0.00253048,0.0,0.00428552,-0.0082846,0.00797373,-0.00011198,0.00029053
2013-38,-0.02790347,-0.00783546,-0.00746919,-0.00839881,-0.00415282,-0.00794913,-0.01132645,-0.01218394,0.01568032,-0.00364133,-0.01400744,-0.01388889
2013-37,0.01157854,0.00553385,0.00759368,0.01286966,0.00872455,0.01571528,0.01039554,0.00616151,-0.01607233,0.00545455,0.00515012,0.00368168
2013-36,0.02362835,0.014,0.01179754,0.01654051,0.00759814,0.01650943,0.01221731,0.01503356,-0.01612127,0.02323376,0.01673593,0.01656014
2013-35,0.04239829,0.01259789,0.01139454,0.00512237,0.00687581,0.00192539,0.00897571,0.00928835,-0.02224824,0.02149487,0.00683839,0.00736811
2013-34,-0.01059771,-0.01403743,-0.01153255,-0.01740595,-0.01061121,-0.02890038,-0.01435282,-0.00850547,0.04255319,-0.0253225,-0.00734297,-0.00585652
2013-33,0.0,0.00864362,0.00999872,0.00027886,0.01049098,0.04141291,0.00597092,0.0024061,-0.00095808,0.01398939,0.00415404,0.00261097
2013-32,-0.01915403,-0.02491103,-0.02898192,-0.01557803,-0.02957861,-0.03426426,-0.02606516,-0.0271182,0.05725868,-0.05445545,-0.02900598,-0.02807412
2013-31,0.006,-0.00451031,-0.00308528,-0.00541565,-0.00522928,-0.02073733,-0.01092896,-0.00012913,0.00484818,-0.00356189,-0.00721516,-0.00501393
2013-30,0.02022654,0.01679842,0.0150263,0.01736973,0.0168447,0.00586304,0.00882501,0.00914794,-0.02778467,0.01920439,0.00957771,0.00758214
2013-29,0.0019976,0.0039801,-0.00361281,-0.00654664,0.00246812,-0.00233427,-0.00352024,-0.00623782,0.0122684,-0.00999546,-0.00388895,-0.00418527
2013-28,-0.0056,0.01281619,0.00287392,0.00273673,0.01039069,0.00780326,0.00866242,0.00889819,-0.00789149,0.00045641,0.00815927,0.00729108
2013-27,0.01867995,0.02321552,0.02696456,0.02363534,0.02518139,0.03759584,0.02760978,0.02656777,-0.04385758,0.04814636,0.0261511,0.02475533
2013-26,-0.02677485,0.00280112,0.00220065,-0.00649901,0.00475162,0.01214882,0.0,-0.00367747,0.00254571,-0.00784314,0.00192156,0.00174723
2013-25,0.07970057,0.01770231,0.02490293,0.01415776,0.02920036,0.01513965,0.01162162,0.01508651,-0.0696634,0.04834472,0.01232719,0.01007407
2013-24,-0.06105006,-0.03726708,-0.03508323,-0.03707803,-0.03402239,-0.02212052,-0.03018373,-0.03725962,0.07844523,-0.07352235,-0.03196448,-0.03337136
2013-23,0.00698152,0.00913242,-0.00025767,-0.00417595,0.0026121,-0.00177665,0.00476695,0.00216129,-0.01485263,0.00876766,0.00033576,0.00057587
2013-22,-0.02059406,0.00816761,0.00557284,0.00419229,0.00571429,-0.00307535,0.00481412,0.00982533,-0.01860254,-0.01779535,0.00597183,0.00462829
2013-21,-0.03200926,-0.02190542,-0.03295039,-0.03741866,-0.01605903,-0.01404853,-0.02270355,-0.03492063,-0.00070208,-0.05164319,-0.03884451,-0.04122266
2013-20,-0.02015976,-0.00935227,-0.00568828,-0.00512406,0.00439367,-0.00412477,0.0002635,-0.00291314,0.03688425,-0.00931099,0.00120919,0.00451467
2013-19,0.00228833,0.02203568,0.02075593,0.00811249,0.02362907,0.03622802,0.02025047,0.02238906,-0.03364486,0.03247373,0.0172949,0.01732955
2013-18,0.01189563,0.02113938,0.01167921,0.00081257,0.01358081,0.00535762,0.00647598,0.00392263,0.0,0.02205882,0.00873754,0.00543634
2013-17,0.02438065,0.00427807,0.00859823,0.00568643,0.00725953,-0.00505454,0.00836256,0.01084305,-0.02240143,0.00695479,0.00559034,0.00513992
2013-16,-0.0059125,-0.00886525,0.00579176,0.00218579,0.0004562,0.03463563,0.00135391,-0.00405954,-0.02787456,0.03343621,-0.00312989,-0.00541311
2013-15,0.02545455,0.02405248,0.02104127,0.01357717,0.01865672,0.00390298,0.01522702,0.02679811,-0.00991807,0.0266876,0.02269861,0.02368421
2013-14,0.00752773,0.01747361,0.01554335,0.01413917,0.01486298,0.01312116,0.02228412,0.01926298,-0.03233256,0.04012672,0.01522959,0.01489051
2013-13,-0.00755467,-0.01936872,-0.00726197,0.00027941,-0.0124424,-0.01212789,-0.00946021,-0.00974388,0.02036532,-0.02309711,-0.00311491,-0.0023571
2013-12,0.02933985,0.0170847,0.0142663,0.01356315,0.02051282,0.00383667,0.01491277,0.01423137,-0.03387424,0.0192205,0.01295669,0.01282434
2013-11,-0.01243482,0.02265973,0.01432902,0.01542416,0.02089269,0.01502504,0.02212644,0.01900101,-0.01851483,0.02575342,0.02315588,0.02411477
2013-10,-0.02262973,0.01774254,0.00068597,0.00256556,0.01052632,0.01750918,0.00548657,0.00636666,-0.01423488,0.00382723,0.00107245,0.00030441
2013-09,0.02259215,0.02276235,0.01054384,0.00893372,0.01745878,0.01670026,0.00961819,0.00349447,-0.01824534,0.01687289,0.00491018,0.00275061
2013-08,0.01279488,0.027833,0.0165981,0.01623377,0.02705411,0.02452719,0.00916617,0.01532738,-0.00524934,-0.00677583,0.01319648,0.01278852
2013-07,-0.01778121,0.0019685,-0.00292438,0.00407569,-0.00442696,-0.01344009,-0.00322865,0.00785767,0.01584541,-0.01248581,0.00460439,0.00712515
2013-06,-0.00271108,0.00922953,0.00892731,0.0017741,0.02114804,0.00463499,0.01047591,0.01889956,-0.01306945,0.01283547,0.00405704,0.00345477
2013-05,0.00233372,0.01214575,0.01816609,0.01195815,0.01174068,0.02311796,0.01729369,0.01576263,-0.02635884,0.03429603,0.01610286,0.01790281
2013-04,0.01770956,0.00565885,0.00459242,0.00952948,0.00101061,0.00798817,0.00880121,0.00694337,-0.00182149,0.00239664,0.00999875,0.01023672
2013-03,0.00784314,0.01013788,0.00999565,0.01357876,0.00866021,0.01076233,0.00458015,0.00481142,-0.02313167,0.00731261,0.00781545,0.00741935
2013-02,0.00789266,0.02677824,0.01172505,0.01252291,0.01932115,0.02385321,0.02026185,0.01406225,-0.01818182,0.03272498,0.01315285,0.01241424
2013-01,-0.01175549,0.00804744,0.01296379,0.00925355,0.00844773,0.00488998,0.00567286,0.00383019,-0.00879121,0.00952986,0.00893088,0.0099272
2013-00,0.01224812,0.02853437,0.02958219,0.01686973,0.02912621,0.03926457,0.02769726,0.02916735,-0.0470265,0.08402204,0.02786582,0.02596965
