Week,AAXJ,ACWX,ADRA,AIA,AXJL,CHIQ,CWI,DNL,EEMA,FPA,IEMG,REMX,VEU,VXUS
2016-32,0.01511607,0.01641908,0.01815373,0.00414938,0.00360101,0.03467153,0.0159322,0.01345866,0.01572565,0.00468637,0.01572927,-0.0033557,0.01614458,0.01420064
2016-31,0.00986482,0.00552196,0.00234283,0.00551876,0.0021842,0.00646353,0.00409976,0.0060436,0.00940499,0.00435414,0.01410506,0.02274294,0.00218447,0.00415512
2016-30,0.01446319,0.01701223,0.0164,0.01272438,0.01447393,0.01503759,0.0183518,0.01328397,0.01448141,0.0335175,0.0162762,0.00273973,0.01744472,0.01848818
2016-29,0.00239852,-0.00211416,-0.00199681,0.00271186,-0.00018454,0.00280374,-0.00137883,0.00304745,0.00097276,-0.0010981,0.0,-0.03650587,-0.0026908,-0.0006993
2016-28,0.02221378,0.0175486,0.01664637,0.02762819,0.02276608,0.01628352,0.01831631,0.01596806,0.01934583,0.02528302,0.02395361,0.00852459,0.01698302,0.01809955
2016-27,0.01084431,0.01022664,0.01522199,0.0097782,0.01101875,0.00589971,0.01009009,0.01226437,0.01142391,-0.00653595,0.01496388,0.02,0.01100307,0.01096758
2016-26,0.06536347,0.06257209,0.03891561,0.05828373,0.05914523,0.06701031,0.06478343,0.06540284,0.07041649,0.06753458,0.07334963,0.06969697,0.06323372,0.06045212
2016-25,-0.02283914,-0.04567568,-0.02404643,-0.02328373,-0.01810311,-0.01988072,-0.0469467,-0.03753653,-0.0203193,-0.02527216,-0.0274223,-0.04483986,-0.04451113,-0.04683785
2016-24,0.00340818,0.00221545,0.00511509,0.00245158,-0.00300661,0.00402414,-0.00036101,0.0009187,0.00444162,-0.00748326,0.00506937,0.01440922,0.00307692,0.00243784
2016-23,-0.01782946,-0.02760818,-0.00791007,-0.00785527,-0.01172104,-0.02859867,-0.02667129,-0.0204399,-0.02002043,-0.00655611,-0.01833678,-0.0454854,-0.02704031,-0.02803083
2016-22,0.01431696,0.01026472,-0.0033195,0.01990172,0.01749447,-0.00670498,0.01021127,0.01617312,0.01817802,0.01266324,0.02208622,0.03620565,0.0089955,0.01118249
2016-21,0.02908416,0.02426917,0.02687713,0.02998462,0.01873585,0.02197802,0.02520706,0.02346654,0.02797658,0.0149314,0.02566903,0.03533026,0.02503832,0.02430724
2016-20,-0.01123137,-0.00845608,-0.00467091,-0.00282196,0.0006192,-0.02588686,-0.00677362,-0.01123853,-0.00798619,-0.01117318,-0.01078167,-0.02180451,-0.00683198,-0.00864346
2016-19,-0.00902564,-0.00467418,0.00941378,-0.01762002,-0.00980993,-0.01454898,-0.0043088,-0.00668357,-0.0134112,-0.00757576,-0.00271739,0.02336449,-0.0048457,-0.00412521
2016-18,-0.03607136,-0.03128314,-0.01671542,-0.03422983,-0.03219474,-0.03597786,-0.03185596,-0.03162584,-0.03707539,-0.03771429,-0.03863988,-0.03727599,-0.02931757,-0.03019663
2016-17,-0.01297947,-0.0061008,-0.03541247,-0.01616405,-0.02166763,-0.02160216,-0.00794199,0.00112461,-0.00721055,-0.01652893,0.00102907,-0.02635328,-0.00884521,-0.00771569
2016-16,-0.00917431,0.00905459,0.02531646,-0.00429287,0.00289184,-0.00089445,0.00831601,0.00269663,-0.00868687,-0.00705533,-0.00559796,0.07342922,0.00912454,0.00891809
2016-15,0.02363135,0.03042035,0.04460493,0.02843016,0.027,0.03914259,0.0294752,0.01489459,0.02303861,0.01558935,0.02247778,0.03993735,0.02966752,0.02796013
2016-14,-0.01061529,0.0,-0.0084246,-0.00938272,-0.00701122,0.0056926,0.00036049,-0.00023079,-0.01776492,-0.00190331,-0.00943149,-0.01278977,-0.00128107,0.002442
2016-13,0.01606505,0.00387812,-0.00627878,0.01139178,0.01041875,0.02601156,0.00505415,0.0193338,0.01479783,0.00304298,0.02009519,0.05053853,0.00332821,0.00243724
2016-12,-0.01695906,-0.01965602,-0.02748154,-0.01710237,-0.01985063,-0.03168686,-0.01957295,-0.02019738,-0.02029104,-0.01388889,-0.02104443,-0.03508772,-0.01894418,-0.02019231
2016-11,0.02644231,0.01019846,0.00788709,0.02933066,0.02203084,0.01821668,0.01260807,0.01302629,0.02619349,0.02625483,0.03008327,-0.00639488,0.01202046,0.01168736
2016-10,0.01069843,0.01733781,0.01474926,0.01653944,0.00683554,0.00677638,0.01715328,-0.00519358,0.00870119,0.01202483,0.01323966,-0.02239382,0.01684811,0.01674464
2016-09,0.07287188,0.05861456,0.07429086,0.06851902,0.07261366,0.05065856,0.05948243,0.06326889,0.06172561,0.05699057,0.08008154,0.13285458,0.05756579,0.06023468
2016-08,-0.02217061,-0.01194291,-0.01827909,-0.01721854,-0.02586207,-0.04081633,-0.0121673,-0.01755253,-0.02382012,-0.0177205,-0.02879954,0.04567079,-0.01215559,-0.01003086
2016-07,0.0047681,0.01164875,0.01447309,0.00353069,0.03087517,0.02561475,0.0116777,0.01867008,0.00892449,0.00995438,0.00943396,0.03158934,0.01162147,0.01131281
2016-06,-0.00485651,-0.0102626,-0.02603929,-0.00111514,-0.00177384,0.01626898,-0.00866142,-0.0080207,-0.00903405,-0.00295608,-0.01071429,-0.02514507,-0.01006711,-0.01299046
2016-05,-0.01333047,-0.02173283,-0.03686036,-0.0125136,-0.00694746,-0.03465851,-0.02192817,-0.02431762,-0.01309846,-0.02165033,-0.00988947,0.02683897,-0.02359249,-0.01890166
2016-04,0.03666888,0.03931573,-0.00526778,0.02865974,0.0308311,0.00101729,0.037544,0.05080771,0.03860465,0.01910017,0.05602923,0.0040201,0.03976641,0.04131356
2016-03,0.0068072,0.01591592,-0.00563014,0.00418644,0.01792603,-0.00099305,0.01131928,0.0080415,0.00925926,0.00598291,0.01428137,0.01425662,0.01528627,0.01318913
2016-02,-0.0360302,-0.0331087,-0.03389831,-0.04041507,-0.03694636,-0.04567541,-0.03353659,-0.02007722,-0.04064487,-0.032,-0.03861004,-0.05728155,-0.03569497,-0.03651324
2016-01,-0.05274995,-0.05198777,-0.04991948,-0.0518269,-0.05488959,-0.07091562,-0.05072464,-0.03910068,-0.04654687,-0.04963971,-0.05441795,-0.06601249,-0.051888,-0.05040372
2016-00,-0.01118744,-0.00945435,-0.00708941,-0.02312423,-0.00852965,-0.00343938,-0.01126761,-0.00541049,-0.01833539,-0.02276235,-0.01375034,0.00530504,-0.00875876,-0.00858164
2015-51,0.01501086,0.02031851,0.01705491,0.01707921,0.03283458,0.01375752,0.02368988,0.02569645,0.02007948,0.01977511,0.01607192,0.08787011,0.02321429,0.02184466
2015-50,0.0182704,0.00500278,0.02403259,0.0169363,0.01667018,0.01223776,0.00726216,-0.0012089,0.02590674,0.02197363,0.01818182,-0.08730159,0.0046344,0.00639449
2015-49,-0.04279545,-0.03983957,-0.0601072,-0.04146341,-0.04344296,-0.05661948,-0.03983229,-0.04161823,-0.04464845,-0.03308965,-0.05294276,-0.04924875,-0.03923516,-0.04004739
2015-48,0.00330354,0.00212089,0.02305246,0.00581395,0.01576713,0.0,0.0,0.00980163,0.0004111,0.00114199,-0.00211138,0.0008071,0.00098449,0.0030581
2015-47,-0.01576923,-0.00105736,-0.02711077,-0.01577061,-0.01532338,-0.03588907,-0.00206825,-0.01858651,-0.01359026,-0.00454201,-0.02040816,0.01901743,-0.00171737,-0.00234797
2015-46,0.02006624,0.01655099,0.0,0.0171332,0.02820045,0.03101425,0.01813743,0.02313625,0.01910828,0.02292152,0.02521671,-0.00394945,0.01584158,0.01655629
2015-45,-0.0258388,-0.01910321,-0.05124283,-0.0212766,-0.0248,-0.04376013,-0.01732502,-0.0161215,-0.02707618,-0.01653846,-0.0237722,-0.03875969,-0.01797587,-0.0199765
2015-44,-0.00112994,-0.01191093,-0.00304994,-0.00233973,-0.014355,0.01364366,-0.00915875,-0.00321322,-0.00688434,-0.00337965,-0.00683371,0.00154919,-0.01107366,-0.01217271
2015-43,-0.02818991,-0.01418623,-0.01863118,-0.01988899,-0.02905983,0.01463415,-0.01549865,-0.01828989,-0.02832202,-0.02169847,-0.02782652,-0.03071161,-0.01318313,-0.01441648
2015-42,0.01963718,0.01405152,0.01954652,0.02197802,0.01532861,0.03352892,0.01602455,0.01479085,0.01682645,0.01248581,0.01233635,0.02406015,0.01671107,0.01689815
2015-41,0.02025364,0.00782677,0.0043273,0.02639715,0.0040176,0.01949153,0.00853534,-0.00206375,0.02096934,0.0188172,0.01441214,-0.00222058,0.00874423,0.00881262
2015-40,0.03233976,0.02672368,0.02533172,0.03944773,0.04586241,-0.00596252,0.02836134,0.02962615,0.0371732,0.0159409,0.03516541,0.07244094,0.02710094,0.02624113
2015-39,0.06086773,0.04295875,0.03381849,0.05318867,0.03438819,0.10591603,0.04491018,0.04972236,0.06175033,0.02265372,0.06513735,0.01231527,0.04232804,0.04751074
2015-38,-0.03585657,-0.02656546,-0.01391731,-0.03532064,-0.02842169,-0.01646844,-0.02669039,-0.03138476,-0.03616221,-0.0344294,-0.03753994,-0.05048983,-0.02696573,-0.02578313
2015-37,0.01353262,0.00244432,0.01604938,0.01524778,0.00808244,0.02073516,0.00142399,0.00764636,0.01811208,0.01379039,0.01268898,-0.03246753,0.00354072,0.00024125
2015-36,0.01383801,0.00189394,-0.00040733,0.00661241,-0.00382756,0.01505174,0.00248668,0.00526568,0.01597927,0.01996008,0.01171662,0.0065123,0.00100654,0.0016835
2015-35,-0.04506871,-0.04188901,-0.04614767,-0.03472045,-0.04646465,-0.04450758,-0.04070175,-0.03352219,-0.04582441,-0.04827316,-0.04641803,-0.02008608,-0.03904501,-0.04174573
2015-34,0.08201001,0.05395583,0.06590621,0.07203274,0.05680851,0.06072478,0.05164835,0.05668821,0.10732054,0.09326425,0.08357432,0.10795902,0.05089587,0.05254027
2015-33,-0.07461832,-0.06377615,-0.05458681,-0.07485605,-0.04920847,-0.09623431,-0.06028486,-0.06099482,-0.08276002,-0.07695238,-0.07102708,-0.11784068,-0.06298291,-0.06289167
2015-32,-0.03517405,-0.02400784,-0.03085966,-0.03324925,-0.03631387,-0.03688853,-0.02257336,-0.03023711,-0.03512157,-0.03899417,-0.03651412,-0.03331198,-0.02459576,-0.0248366
2015-31,-0.00147792,-0.00024826,0.0,-0.00185744,-0.00695716,0.02341137,-0.00227939,-0.00723526,-0.002936,0.00858209,-0.00247097,-0.00652316,-0.00184374,0.0004415
2015-30,0.01495293,0.02170073,0.03458647,0.02501754,0.03303638,0.01337793,0.02318649,0.01946903,0.01033945,0.0274333,0.01756991,0.02289078,0.02084309,0.01924368
2015-29,-0.02534765,-0.02627737,-0.02667628,-0.02369245,-0.0332508,-0.01417323,-0.02240717,-0.03193739,-0.0156512,-0.02338327,-0.03507951,-0.03163772,-0.02623247,-0.02657161
2015-28,0.00122613,0.00710262,0.00770642,0.00512935,0.00373732,-0.00853375,0.00449871,0.00595238,0.00500278,0.0077634,0.00139632,-0.00364742,0.00637088,0.00631121
2015-27,-0.00856793,0.0144819,-0.0091878,-0.01371681,-0.00921986,0.00719424,0.01638807,0.00838349,-0.02035577,-0.01490367,-0.00698649,-0.03684211,0.01390821,0.01284038
2015-26,0.01903444,0.00812808,0.00548847,0.00605144,0.01964568,0.01003086,0.00873221,0.00870858,0.01821789,0.02997076,0.01912002,-0.00725042,0.00732768,0.00764359
2015-25,-0.01186696,-0.00689655,0.0028551,-0.01378158,-0.01359619,-0.02549162,-0.00717629,-0.0113332,-0.01296199,-0.00140895,-0.00803034,-0.0748503,-0.00641451,-0.00570101
2015-24,0.00629787,0.00461725,-0.01103203,0.00445955,0.00846141,-0.01875902,0.00477099,0.01997026,0.00732666,0.01763859,0.00819113,-0.01776284,0.00452182,0.00388098
2015-23,-0.00083808,0.00826245,0.01480679,0.00251783,0.0015382,0.00996441,0.00700414,0.00932203,-0.00422461,0.00685179,0.00225734,-0.00768861,0.00769057,0.00842333
2015-22,-0.01936331,-0.01198179,-0.01927795,-0.00975104,-0.01819101,-0.01381215,-0.01255099,-0.02264229,-0.01819118,-0.02696078,-0.0214412,0.00811456,-0.01270053,-0.01171459
2015-21,-0.02732502,-0.005458,-0.00765217,-0.0255739,-0.02572084,-0.03173531,-0.00682382,-0.00473836,-0.02511721,-0.01464578,-0.02073434,-0.00190114,-0.00728316,-0.00695909
2015-20,0.01463964,-0.0027894,0.01077137,0.01732926,0.00245902,0.04192872,-0.00121914,-0.01084773,0.0205803,0.00402145,0.00149158,-0.01774872,-0.00259965,-0.00206868
2015-19,0.01407312,0.01765952,0.01230228,0.01186822,0.01765385,0.00637845,0.01632779,0.01768652,0.00776502,0.02482149,0.0182835,0.02827521,0.01866081,0.01951731
2015-18,-0.01993721,0.00187091,-0.00963192,-0.01886418,-0.01872599,-0.01474719,0.0,0.01265306,-0.01968504,-0.01813386,-0.01116024,-0.04217926,0.00065416,0.00125052
2015-17,-0.01940692,-0.00950174,-0.02733716,-0.01670926,-0.02070819,-0.02357836,-0.01030615,-0.01533804,-0.01996105,-0.02504065,-0.01604167,0.00313339,-0.00952175,-0.00889901
2015-16,0.02298851,0.02164605,0.02897033,0.02723577,0.03028319,0.05077263,0.02401747,0.02508292,0.02481679,0.02003339,0.02574003,0.03733084,0.02198046,0.01972847
2015-15,-0.00682756,0.00262593,0.00638524,-0.01412429,-0.00917281,-0.05485232,0.00533584,-0.00432455,-0.00612786,0.00473773,-0.00064309,0.00185529,0.00378872,0.0038355
2015-14,0.03822706,0.01201634,0.01612325,0.04070013,0.02255262,0.09610984,0.00755192,0.01387738,0.03725962,0.01428086,0.02628121,0.0348892,0.01233737,0.01179245
2015-13,0.01534829,0.0058651,0.00217077,0.00968575,0.00904746,0.04270749,0.00609952,0.01699958,0.01746032,0.02649241,0.02409091,0.01429276,0.00593066,0.00654736
2015-12,-0.00782446,-0.01188743,-0.02199361,-0.00865801,-0.00649462,0.01939292,-0.01496339,-0.0183583,-0.01767409,0.02176279,-0.01591995,-0.02284881,-0.01400181,-0.01447084
2015-11,0.02422025,0.02910186,0.02633504,0.02145543,0.0234102,0.0419214,0.02924745,0.03149606,0.02446095,0.0342772,0.02962615,-0.00693413,0.02797203,0.02811245
2015-10,-0.01563043,-0.0145,-0.00919456,-0.0097843,-0.01479805,-0.01127493,-0.01504251,-0.02313514,-0.01878952,-0.02214839,-0.02097413,-0.02880461,-0.0144052,-0.01444444
2015-09,-0.02454299,-0.02436647,-0.01366415,-0.02455454,-0.03075883,-0.02449324,-0.0242579,-0.02933166,-0.02542373,-0.0127924,-0.03060306,-0.04219409,-0.02316076,-0.02302846
2015-08,0.00978205,0.00589536,0.007249,0.00848404,0.00765306,-0.01256281,0.00739788,0.00714736,0.01618414,0.01807664,0.01068182,0.00141443,0.00617143,0.00656024
2015-07,0.00222032,0.01062253,0.02416697,0.00244771,0.00169492,-0.00166251,0.01131953,0.00886637,0.00537249,0.01672727,0.00203344,0.00520833,0.01220074,0.01011879
2015-06,0.01821968,0.02406891,0.030326,0.01447636,0.01981734,0.03237095,0.02393617,0.01960362,0.01948288,0.00769795,0.02141377,0.06129686,0.02411348,0.02303003
2015-05,-0.00189655,0.00610066,0.0317092,-0.00583221,0.00882506,0.00173762,0.00599201,0.00151581,0.00400437,-0.00761974,0.00253515,0.02428941,0.00640721,0.00520833
2015-04,-0.03271186,-0.02070184,-0.03579418,-0.03402399,-0.02395726,-0.01030043,-0.0237467,-0.01994852,-0.04148201,-0.00329308,-0.03678628,-0.03524673,-0.0204947,-0.01959901
2015-03,0.03011204,0.01160392,0.02874665,0.03179256,0.02922423,0.03094607,0.01245372,0.01845343,0.03308215,0.01608679,0.03071911,0.01603725,0.01130351,0.00919118
2015-02,0.01613475,0.01628151,0.01957713,0.01050468,0.00980217,-0.01475694,0.0188744,0.017713,0.01393016,0.01095166,0.01151316,-0.02897814,0.01888644,0.01803701
2015-01,0.02352515,0.01003963,0.00865801,0.02334267,0.02059621,0.01665206,0.01106883,0.02022268,0.01998492,0.0273224,0.02977906,0.00399401,0.01036525,0.01252067
2015-00,-0.00533903,-0.0180203,-0.01110686,-0.01142596,-0.01303276,-0.00262467,-0.01565623,-0.01709776,-0.01004277,0.00665883,-0.0084408,0.01239465,-0.01544677,-0.01389838
2014-51,0.00231646,0.0035506,0.00192234,0.00759144,0.00459445,0.02661934,0.00599002,-0.00284651,0.00093284,0.00274617,0.00163743,0.00498753,0.00522565,0.00752566
2014-50,0.0200552,0.03843096,0.03538767,0.02302944,0.03010713,0.00267618,0.03929068,0.0416,0.02005399,0.01642628,0.0362923,0.05364583,0.03971209,0.03635068
2014-49,-0.03525472,-0.0400902,-0.02394527,-0.03135729,-0.02892926,-0.02756245,-0.04010519,-0.02422523,-0.0373728,-0.01542722,-0.04520295,0.0,-0.03871422,-0.0391275
2014-48,0.01434136,-0.00049493,0.01141553,0.0203987,0.01256637,0.00337838,0.00065062,-0.00470588,0.01640261,0.00668765,0.00319343,-0.00992556,0.0,0.00155763
2014-47,0.0017452,-0.00514832,0.00187547,0.00411147,-0.00874936,-0.00328947,-0.00644538,-0.00528653,0.00295312,0.00384615,-0.01153761,-0.02389878,-0.00482537,-0.00484902
2014-46,0.01268946,0.01647118,0.0106141,0.0071052,0.00863111,0.00164069,0.01641497,0.026658,0.01289479,-0.00303605,0.03088803,-0.00323326,0.01684999,0.01635305
2014-45,0.00702988,0.00373785,0.00678477,0.00706311,0.0018797,0.02396694,0.00625,0.00587595,0.00483811,0.01258101,0.00293255,0.01403181,0.00444133,0.00447628
2014-44,-0.00718542,-0.00819062,-0.01373932,-0.00733608,-0.00960384,-0.00740741,-0.00850507,-0.01356005,-0.00814966,-0.00981132,-0.01315789,-0.01115242,-0.00976063,-0.00911719
2014-43,0.02867384,0.03096447,0.05261122,0.03791804,0.03102667,0.043257,0.03042461,0.03129132,0.03368023,0.0193769,0.03107151,0.00981308,0.03255703,0.03183265
2014-42,0.00935252,0.01564905,0.003108,0.00874085,0.0140277,0.0,0.01521813,0.00640318,0.002646,0.0164751,0.00477598,-0.0147585,0.01731185,0.01653652
2014-41,0.00181785,0.00388299,-0.00707547,0.00261842,0.0042261,-0.00166667,0.0,0.01984216,-0.00724223,0.00545171,-0.00589837,0.00757238,0.00218076,0.00115768
2014-40,-0.02267047,-0.04074534,-0.02615385,-0.02911039,-0.01546481,-0.00657895,-0.0406291,-0.03265839,-0.02553588,-0.03710716,-0.03236533,-0.04553265,-0.03915171,-0.04048943
2014-39,-0.00570919,-0.02133399,-0.01180053,0.00567376,-0.0066041,-0.00497512,-0.02167583,-0.0225855,-0.00576852,-0.01641179,-0.0060241,-0.04520946,-0.02070393,-0.01977587
2014-38,-0.00539882,-0.01317365,-0.01042054,-0.00712644,-0.00883002,0.00486618,-0.01201771,-0.01032448,-0.00584582,0.00219058,-0.00824116,0.0,-0.01325843,-0.01202491
2014-37,0.0,-0.00023798,-0.0029347,-0.00851636,-0.00915294,-0.01733649,-0.00250705,-0.00062762,-0.00519248,0.00508351,-0.00255754,-0.0404384,-0.00156111,-0.0008527
2014-36,-0.02239177,-0.01080319,-0.00897666,-0.01852659,-0.025,-0.03150788,-0.01175743,-0.01367026,-0.02247387,-0.01912181,-0.03024691,-0.0448833,-0.01013439,-0.01198234
2014-35,0.01657736,0.00584249,0.00793079,0.01893856,0.01199741,0.01601831,0.00369231,0.00994819,0.0143986,0.0088433,0.01760928,-0.00566372,0.00547885,0.00501987
2014-34,-0.00332336,-0.0004674,0.00072595,-0.00622986,-0.00550518,-0.01742424,-0.00092308,-0.00575067,-0.00296788,-0.01165182,0.00062163,-0.02111932,-0.00109577,-0.00083595
2014-33,-0.00049992,0.00023518,-0.00974026,-0.0019359,0.00065147,-0.01573034,-0.00123762,-0.001657,-0.0017507,0.01017544,-0.00083368,-0.01100791,-0.00176211,-0.00168173
2014-32,0.00810127,0.00859189,0.01403768,0.00937841,0.01754093,0.00150602,0.009431,0.00293132,0.00869257,0.01325215,0.00528206,-0.00926561,0.00940018,0.00854153
2014-31,-0.01410106,-0.01651723,-0.01759531,-0.00978899,-0.00868258,-0.00977444,-0.01708605,-0.01200253,-0.0125331,-0.0074893,-0.01557567,-0.00410818,-0.01549358,-0.01772526
2014-30,-0.0108623,-0.02543353,-0.01306241,-0.00543006,-0.00826037,-0.00832073,-0.02466504,-0.02314625,-0.01438092,0.00035932,-0.02160366,-0.03219316,-0.02559653,-0.02605459
2014-29,0.01386511,0.00583022,0.01520208,0.01650312,0.00873656,0.02647975,0.00583359,0.0,0.01003944,0.00655499,0.00929054,0.02696078,0.00546687,0.00562734
2014-28,0.00085881,-0.00023234,0.00110824,0.00134559,0.00202566,-0.00920952,0.00214592,-0.0081367,0.00216255,0.00328827,-0.00148054,-0.00313917,0.0,-0.0008316
2014-27,-0.00957429,-0.01316093,-0.01003344,-0.00402955,-0.00339098,-0.01750381,-0.01339422,-0.00973236,-0.00450369,-0.00655022,-0.00445387,-0.01641635,-0.01472818,-0.0136251
2014-26,0.02219504,0.01442531,0.01310371,0.01971895,0.01828532,0.02730109,0.01440834,0.01294432,0.02207506,0.01738166,0.01988759,0.02313167,0.01441048,0.01393221
2014-25,0.01311359,-0.00209011,-0.00265655,0.01822376,0.00711435,0.02154828,-0.0039804,-0.00020555,0.01101363,0.00707372,0.00651466,0.01149013,-0.00196335,-0.00166251
2014-24,-0.00211566,0.01007734,0.01894818,-0.0032,0.00156087,0.00238663,0.01021356,0.0070306,-0.00055939,-0.00259933,0.00325945,0.00733945,0.00900703,0.00984293
2014-23,-0.00315845,-0.00419776,-0.00537016,-0.00431426,-0.00534299,0.01117318,-0.00554358,-0.00062009,-0.00092421,-0.0033284,-0.00215843,-0.02131503,-0.00371829,-0.00333611
2014-22,0.01067426,0.01203682,0.02035225,0.00113688,0.00399098,-0.0071885,0.00933416,0.00811993,0.0076464,0.00933881,0.01852669,0.00292719,0.01040053,0.01096815
2014-21,0.00071544,0.00023646,0.0146709,0.00436681,0.00052393,-0.00080451,-0.00124688,0.0,-0.00205954,0.00941974,-0.00352734,-0.02736318,0.00066637,0.00042391
2014-20,0.00697924,0.00548664,0.00358138,0.00552613,0.0036662,0.0,0.00597109,-0.00333264,0.00806754,0.01097238,0.00527473,0.00542888,0.00628084,0.00642398
2014-19,0.02043423,0.00214797,0.00039714,0.01472651,0.01857092,0.0008058,0.00157134,0.01056412,0.02367661,0.01714939,0.01337196,-0.02772903,0.00067265,-0.00149573
2014-18,-0.00166574,0.0,0.0044337,0.00214184,0.0051832,-0.03426295,0.00190235,-0.00128096,-0.00038858,0.00580046,0.00613776,-0.03532236,0.00067843,0.0
2014-17,0.00594023,0.00994904,0.02336066,0.00332384,0.00644238,0.01286174,0.01217558,0.00449968,-0.00426687,0.00540958,0.00891021,-0.00549639,0.01164649,0.01044386
2014-16,-0.01895735,-0.00629083,-0.01330645,-0.02216519,-0.01419698,-0.02750191,-0.00544174,-0.01214575,-0.02159786,-0.01571483,-0.02091768,-0.00101937,-0.00614754,-0.00758068
2014-15,0.00036304,0.01126071,-0.00440529,-0.00301764,0.00498931,-0.0015163,0.01363194,0.01159296,0.00747699,0.00693642,0.00677048,-0.00877489,0.01082201,0.00920447
2014-14,0.01910946,-0.00635231,-0.00282258,0.0147024,0.01556561,0.01712062,-0.00614489,-0.00107782,0.01031329,0.0183953,0.0095498,0.03423932,-0.00620404,-0.00655881
2014-13,0.00953271,0.00244439,0.00561798,0.01685529,0.00381471,-0.00695518,0.00323415,-0.00064544,0.00882526,0.00470404,0.00711989,0.01172708,0.00229568,0.00371747
2014-12,0.0267668,0.02522068,0.03017776,0.03491019,0.03274986,0.01822504,0.02601734,0.02327128,0.03292929,0.02108309,0.03245823,0.01696751,0.02561062,0.02319297
2014-11,-0.00828516,-0.00852344,-0.01383238,-0.01309494,-0.01159529,0.0055205,-0.00664231,-0.00199689,-0.01645925,-0.00490396,0.00288739,0.0,-0.00895593,-0.00828853
2014-10,-0.02152791,-0.02666008,-0.00760608,-0.02434178,-0.00842223,-0.03435115,-0.02646194,-0.01847778,-0.01575903,-0.03253012,-0.02003339,-0.02805398,-0.02664504,-0.02475138
2014-09,0.01284017,0.02153769,0.01554404,0.01370546,0.01714393,-0.00224888,0.0212272,0.02516854,0.01902664,0.01129944,0.01930502,0.01950355,0.02141176,0.0212909
2014-08,0.00823439,-0.00147203,0.00119095,0.00395942,-0.00240919,0.00527903,0.0,0.0041841,0.00860516,0.00162734,-0.00023781,0.0020957,0.00069252,0.00065963
2014-07,0.00384098,-0.00074166,-0.00865801,0.00223325,0.00467202,-0.00745156,-0.00065531,0.00088988,0.0080694,0.00081867,0.00358081,-0.00833912,-0.00139373,0.00044287
2014-06,0.03683898,0.02862986,0.00850547,0.04241645,0.03523296,0.04021655,0.02670723,0.03337937,0.03939962,0.05112652,0.03228963,0.0478955,0.02565332,0.0253078
2014-05,0.02824289,0.0413245,0.04031919,0.0221585,0.03162055,0.03500398,0.03925692,0.0426902,0.03438031,0.04598738,0.04013125,0.02289513,0.04044665,0.04041598
2014-04,0.00297089,-0.01002571,-0.00976801,-0.00608982,-0.0077235,0.01014041,-0.01088435,-0.00465008,0.01065831,-0.01716002,0.00494315,0.00108225,-0.01013025,-0.00851162
2014-03,-0.03502094,-0.03359684,-0.03713733,-0.0415856,-0.0345859,-0.0513573,-0.03398693,-0.02747375,-0.02602906,-0.05617056,-0.03850697,-0.02749739,-0.03449873,-0.03337017
2014-02,0.00495994,0.00397812,0.01448141,0.00833333,-0.00428146,-0.0080292,0.00794702,0.00067431,-0.00602047,0.00246508,0.00094429,0.03670385,0.00678363,0.00669942
2014-01,0.01341253,0.01048427,-0.00693642,0.0046398,0.01083505,0.01319648,0.01298701,0.00698198,0.00644641,0.01688633,0.01350391,-0.01612903,0.01220657,0.01165658
2014-00,-0.03026947,-0.01494732,-0.01142857,-0.04200511,-0.02228261,-0.00576369,-0.01569653,-0.01498788,-0.03088207,-0.01965503,-0.02783482,0.00527797,-0.01635945,-0.01388583
2013-51,0.00937559,0.01369863,0.00933126,0.01197183,0.00807043,0.01164483,0.01262458,0.01526375,0.01316565,0.01059927,0.01133472,0.03397881,0.01006083,0.01165397
2013-50,-0.00969245,0.01144456,0.08971646,-0.00981079,-0.00202132,-0.01853172,0.01153324,0.00637233,-0.00742623,-0.00082102,-0.00717095,-0.02374955,0.01171128,0.01004108
2013-49,-0.02931003,-0.01982932,-0.04664611,-0.02711324,-0.03186538,-0.02445842,-0.01973904,-0.02233639,-0.03720664,-0.01316331,-0.02292849,-0.04227813,-0.02028302,-0.01871477
2013-48,0.01149212,-0.004,0.00038329,0.00159963,0.00592885,0.00420757,-0.00466045,-0.00447127,0.00908915,0.00822707,0.01220636,-0.01567291,0.00070838,-0.00269845
2013-47,0.02504673,0.00598653,-0.00114723,0.02034612,0.01513786,0.02411348,0.00464037,0.00223814,0.02467685,0.01215559,0.0167739,0.00948831,0.00727187,0.00582698
2013-46,-0.01260504,-0.00272345,-0.01656003,-0.0034626,-0.02223779,-0.00964852,-0.00263418,-0.01343612,-0.01795264,-0.01741195,-0.01190744,-0.01898527,-0.00279265,-0.00378451
2013-45,0.02443645,0.0161331,0.02329193,0.02100239,0.01522752,0.04628949,0.01507538,0.01303078,0.02486573,0.02155348,0.02866465,-0.00321958,0.01634684,0.01540204
2013-44,-0.02451613,-0.01492166,-0.02283105,-0.01941066,-0.01321586,-0.03460452,-0.01159708,-0.02028666,-0.03074246,-0.01035857,-0.03378076,-0.02964119,-0.01284747,-0.01273743
2013-43,0.00388601,-0.01184893,0.00574053,0.00992439,-0.00386168,0.01734104,-0.00954575,-0.02423718,0.00428016,-0.00277778,-0.01156069,-0.02024291,-0.01067781,-0.01110124
