Week,AAXJ,ACWX,ADRA,AIA,AXJL,CHIQ,CWI,DNL,EEMA,FPA,IEMG,REMX,VEU,VXUS
2019-11,-0.01972943,-0.02030782,-0.01181354,-0.01735323,-0.01276722,-0.01898347,-0.01949318,-0.01091039,-0.01547531,-0.00524246,-0.02630074,-0.03441802,-0.02013025,-0.02020587
2019-10,0.01340058,0.01618194,0.0,0.01357616,0.0107267,-0.00248911,0.01650541,0.01943528,0.01475015,0.01131071,0.01604697,0.0,0.01696627,0.01656597
2019-09,-0.02168294,-0.01718138,-0.01921845,-0.02401316,-0.01208459,-0.04329268,-0.01616104,-0.02030825,-0.02253944,-0.02188827,-0.01875733,-0.02885822,-0.01647248,-0.01667313
2019-08,-0.01892121,-0.00173348,0.01402022,-0.0203062,-0.01688389,0.0,-0.00282247,-0.00217667,-0.0208026,-0.02208,-0.02295772,-0.01840491,-0.00120096,-0.00270375
2019-07,0.01699346,0.00745451,0.00524418,0.01636093,0.01282825,0.03183886,0.00770988,0.01105787,0.01763454,0.01104972,0.01530312,0.02855246,0.00790113,0.00782014
2019-06,0.00102654,0.02113785,0.00726312,0.00184008,0.00845114,0.01128069,0.02050381,0.02174735,-0.00092081,0.00864074,0.00217692,0.03044983,0.02035729,0.01983968
2019-05,-0.00828368,-0.01349558,-0.01739416,-0.01323408,-0.00899253,-0.00402414,-0.01154401,-0.0152928,-0.00926629,-0.00768974,-0.01534279,-0.02931152,-0.01389173,-0.01516644
2019-04,0.0196487,0.01556157,0.00766156,0.01742514,0.01510668,0.03049203,0.01705381,0.02197172,0.02412451,0.0229688,0.02411319,0.02026555,0.015625,0.01463806
2019-03,0.03319628,0.02150538,0.02834965,0.0403423,0.02931804,0.05183585,0.02029245,0.0204042,0.03202677,0.02596953,0.03154253,0.0162086,0.0206882,0.02097333
2019-02,0.03352387,0.02469991,0.01556157,0.03897491,0.02552577,0.05886736,0.02314397,0.02908587,0.03019971,0.01356994,0.02816033,0.00546075,0.0246861,0.02318424
2019-01,0.02280894,0.01824135,0.02663438,0.02651037,0.0193433,0.03193916,0.01609475,0.01433406,0.01797973,0.01912181,0.02252346,0.02277433,0.01829925,0.01745999
2019-00,0.00157406,0.01763584,0.00210822,-0.0034358,0.00658003,0.01002313,0.0195713,0.0138043,0.00608053,0.02030269,0.01463415,0.04646018,0.01937472,0.01912046
2018-51,0.02559562,0.02999754,0.02194245,0.02236186,0.02299815,0.021875,0.02944,0.0298382,0.03648649,0.01603281,0.02672751,0.02043906,0.02995235,0.03050252
2018-50,-0.01322002,-0.02681538,-0.05221573,-0.00456121,-0.01624282,-0.03391108,-0.02653502,-0.02938197,-0.00842418,-0.02818937,-0.00960717,-0.09029192,-0.02647123,-0.02662722
2018-49,0.01150512,0.00377358,0.00587422,0.00090563,0.00491562,0.02102102,0.00399263,0.00160481,0.00889914,0.0164054,0.01004059,-0.0139165,0.00391986,0.00357518
2018-48,-0.05066112,-0.0451195,-0.01139792,-0.0529019,-0.03918813,-0.05944056,-0.04504505,-0.05188411,-0.05135764,-0.04540764,-0.04773414,-0.08690546,-0.04554823,-0.04499303
2018-47,0.01449052,0.00684619,0.02367879,0.01014957,0.005939,0.00656934,0.0077381,0.00796581,0.01267447,0.00141844,0.01844864,0.03245943,0.00568301,0.00691338
2018-46,-0.0105919,-0.01165714,-0.01885522,-0.01193274,-0.00740741,-0.00593032,-0.01102832,-0.00313418,-0.01214575,-0.00570613,-0.01504702,-0.04705882,-0.01139962,-0.0114053
2018-45,0.0470154,0.0163331,0.00951734,0.03849696,0.02089069,0.05448964,0.01862981,0.00369794,0.0457429,0.02592187,0.04214147,0.01060071,0.0170068,0.01558335
2018-44,-0.02537521,-0.00607698,-0.01308286,-0.02604997,-0.00954806,-0.05316092,-0.00558988,-0.01308901,-0.0209205,0.00898957,-0.02682071,0.00291545,-0.00478867,-0.00621616
2018-43,0.07403718,0.04299812,0.03539209,0.07677689,0.0415,0.11722488,0.04114216,0.06531666,0.08184498,0.06060606,0.07330076,0.13222591,0.04280748,0.04484493
2018-42,-0.04216301,-0.03122172,-0.03207484,-0.05606813,-0.03534704,-0.0465288,-0.03159138,-0.03721897,-0.0437837,-0.0513181,-0.03494001,-0.04158908,-0.03335418,-0.03381643
2018-41,-0.00237379,-0.00158014,-0.01003009,0.00107759,0.00257732,-0.01876877,-0.00205943,0.00151745,-0.00574901,0.00423878,-0.00296296,-0.03117359,-0.0014547,-0.00040177
2018-40,-0.01839362,-0.03075916,-0.0275974,-0.02386305,-0.02134003,-0.01949458,-0.02850627,-0.03194419,-0.02151394,-0.03835709,-0.01648465,-0.05444126,-0.03052209,-0.03157691
2018-39,-0.05615551,-0.03037334,-0.04653313,-0.05702681,-0.04269663,-0.06066667,-0.02894157,-0.04084137,-0.0599223,-0.0394822,-0.04701023,-0.0199115,-0.02971451,-0.02868391
2018-38,0.00230448,-0.0033741,0.01153367,0.00179621,0.00375432,0.00467914,-0.00055188,-0.0052521,0.00135014,0.00194301,0.00494071,-0.00824176,-0.00271897,-0.00224845
2018-37,0.03721205,0.02911365,0.02349952,0.03790431,0.01835143,0.07789474,0.02788732,0.01859394,0.03610386,0.01391586,0.03539644,0.0928019,0.02779432,0.026965
2018-36,0.02312053,0.01486664,-0.0356925,0.02217295,0.01696762,0.00627615,0.01370254,0.01519757,0.0165098,0.02439024,0.01881391,0.01735488,0.01570048,0.01414729
2018-35,-0.02716298,-0.01807229,0.0,-0.03317536,-0.0178626,-0.04302477,-0.01630588,-0.02266737,-0.02607659,-0.04368622,-0.01847804,-0.03979534,-0.01821782,-0.01828571
2018-34,-0.01469559,-0.0142468,0.00706605,-0.00978819,-0.00210495,-0.01324921,-0.01449275,-0.01283807,-0.01088218,-0.01891551,-0.01476793,-0.0374933,-0.01388889,-0.01410019
2018-33,0.01879971,0.01158798,0.00631114,0.02278776,-0.00168557,0.00983607,0.01036124,0.01211376,0.02119982,0.00576369,0.02103592,0.01295775,0.01107157,0.01236917
2018-32,-0.00520457,-0.0017234,-0.00658307,-0.00794834,0.0052976,-0.02824134,0.00028137,0.00408453,-0.00601052,0.00711284,-0.00515362,-0.01511758,-0.00277613,-0.00190767
2018-31,0.00071164,-0.01537489,-0.01225866,0.00394024,-0.00552571,0.00702875,-0.01513067,-0.01291899,0.00162626,-0.00573066,-0.01611047,-0.01243916,-0.01608839,-0.01583458
2018-30,-0.0139821,-0.00831947,-0.01678657,-0.01660755,-0.00882129,-0.03545232,-0.00652706,-0.00895163,-0.01449906,-0.01193093,-0.00812547,-0.03855911,-0.0080352,-0.00864129
2018-29,0.01943814,0.01348788,0.0123494,0.01815505,0.01578459,0.00547112,0.01294409,0.00903091,0.0213959,0.01697086,0.02335006,-0.01681503,0.01493116,0.0141791
2018-28,0.00581066,0.00570825,-0.00030303,0.01095129,0.00357198,-0.02002356,0.00469613,0.00679561,0.00530817,0.00222646,0.00733308,-0.02692308,0.00525088,0.00579764
2018-27,-0.00644348,-0.00482889,-0.00452489,-0.01079948,-0.005378,-0.00923254,-0.00493421,0.00069845,-0.0051013,-0.00345477,-0.00744133,0.01483964,-0.00502415,-0.00501393
2018-26,0.00458716,0.01660198,0.01427685,0.0028002,0.01486636,-0.00527241,0.01745004,0.01522479,0.00312593,0.00509068,0.01118524,-0.00441393,0.01587617,0.01427756
2018-25,-0.00479008,0.0029985,0.00981595,0.0060418,0.00863016,-0.01643991,0.00391608,-0.00212202,-0.00263775,-0.0104551,0.0,0.01124694,0.00236407,0.0032124
2018-24,-0.01758451,-0.00608221,-0.025,-0.01782616,-0.00368494,-0.03094984,-0.00766284,0.00350079,-0.02063313,-0.01205909,-0.01136364,-0.0246397,-0.00578927,-0.0062963
2018-23,-0.02612577,-0.01435603,-0.01186343,-0.03194214,-0.02335962,-0.01930099,-0.01577118,-0.01134996,-0.02467285,-0.04091559,-0.02210449,-0.04372792,-0.01472532,-0.01519812
2018-22,-0.00131441,0.00082457,0.00963785,0.00196197,0.01182458,0.01425554,0.00107672,0.0025992,0.00040972,-0.00057703,-0.0081448,-0.01309472,0.00037943,0.00163815
2018-21,0.01893171,0.01494422,0.0200486,0.01440074,0.00420863,0.01956522,0.0162177,0.01432614,0.01922807,0.0172619,0.02148328,0.01580334,0.01745201,0.0184186
2018-20,0.00239394,-0.01683912,-0.01609599,-0.00272562,-0.01480823,0.00053879,-0.01615466,-0.00501904,0.00416089,-0.01013318,0.00182983,-0.08290155,-0.0164486,-0.01597272
2018-19,-0.02192752,-0.01230583,-0.02866972,-0.02026723,-0.014018,-0.01883746,-0.01287103,-0.01224983,-0.02116619,-0.01665709,-0.02630166,0.00648824,-0.0124489,-0.01107736
2018-18,0.02676399,0.01497743,0.02484286,0.0355204,0.01604198,0.02216066,0.01497326,0.01326121,0.02542849,0.01999412,0.02496787,0.01665313,0.01511145,0.01525331
2018-17,-0.0046829,-0.00082001,-0.00029922,-0.00883204,-0.00297442,0.01015228,-0.00080085,0.00087321,-0.00472091,-0.00088002,-0.01065559,-0.00286533,-0.00056561,0.00018132
2018-16,0.00820003,0.0026574,0.0,0.0102808,0.0093472,0.00282646,0.00346759,0.00944717,0.00767942,0.01172677,0.0068654,-0.01328502,0.00282592,0.00235124
2018-15,-0.00980262,0.000204,-0.00180777,-0.00877724,0.00388002,-0.01875345,-0.00053191,-0.01746276,-0.01494789,-0.01610121,-0.00800142,-0.00198807,-0.00018779,-0.00054064
2018-14,0.01083467,0.01073493,0.01666162,0.01438188,0.00765191,0.00995575,0.0105093,-0.00171733,0.00761562,-0.00144175,0.00989031,0.03572912,0.01007413,0.010031
2018-13,-0.00938589,0.00606314,-0.0030553,-0.00646452,-0.02224877,0.00168539,0.00738108,0.0145614,-0.00723327,-0.00493039,-0.00483784,-0.00786098,0.00654854,0.00703183
2018-12,-0.00262467,0.00289436,-0.00179748,-0.00433224,0.00631104,-0.01300108,0.00323537,0.01251521,-0.00783996,0.00085592,-0.00122915,-0.02084972,0.00399772,0.00365698
2018-11,-0.04320747,-0.0286944,-0.02469136,-0.05344296,-0.02852474,-0.04986737,-0.02700535,-0.01452533,-0.04485806,-0.04061625,-0.03533322,-0.06412674,-0.02813444,-0.02705156
2018-10,-0.00332481,-0.0072566,-0.00858861,0.00276645,-0.00873999,-0.01956746,-0.00893092,-0.00478632,-0.00184794,-0.00608407,-0.01230349,-0.01219963,-0.00817236,-0.00767857
2018-09,0.0372489,0.01850709,0.01971748,0.04441392,0.02385954,0.05400982,0.01850858,0.02152231,0.03421377,0.02257973,0.03089689,0.0089955,0.01818182,0.01821162
2018-08,-0.0370465,-0.0362117,-0.04349054,-0.03673888,-0.03351712,-0.04904491,-0.03661387,-0.03995936,-0.03575198,-0.02365887,-0.03788651,-0.03190718,-0.03576013,-0.03544974
2018-07,0.0158543,0.01095335,0.01354467,0.0160492,0.01020861,0.02884615,0.01085518,0.0030896,0.01527646,0.01918122,0.01743679,0.03850553,0.01102598,0.0129613
2018-06,0.04794799,0.03106233,-0.00819912,0.06460149,0.03125944,0.05895692,0.02915767,0.03683468,0.04782487,0.03436123,0.04722422,0.04825949,0.03033193,0.02838308
2018-05,-0.02524713,-0.01367026,-0.0372617,-0.02793982,-0.04589193,-0.04224569,-0.01749664,-0.0119403,-0.03211639,-0.02796195,-0.01795332,-0.0450627,-0.01617507,-0.01283226
2018-04,-0.04449678,-0.0314126,-0.02071409,-0.04148906,-0.03161724,-0.03571429,-0.03039437,-0.02599967,-0.05074399,-0.03069818,-0.04220671,-0.05921748,-0.03070643,-0.03036506
2018-03,0.02197528,0.01411173,0.01606203,0.02254128,0.01884921,0.02003163,0.01667509,0.00872141,0.02511269,0.01314708,0.02535684,0.02963498,0.01388642,0.0147336
2018-02,0.01930946,0.01199607,-0.00083011,0.02105728,0.01004737,0.01397849,0.01129944,0.01770359,0.01890784,0.00359513,0.0222721,-0.04244955,0.01085973,0.01044205
2018-01,0.00834189,0.01231625,0.00450324,0.00579495,0.01108518,0.00532481,0.01299714,0.0,0.0063358,0.00502372,0.00831169,0.01925096,0.01300843,0.01338971
2018-00,0.01964894,0.02109533,0.02981584,0.02125076,0.01821413,0.00538503,0.02200424,0.02296667,0.02123056,0.01486139,0.02159674,0.03899417,0.02037764,0.02213823
2017-52,0.01355565,0.00556816,0.00328162,0.01687697,0.01407811,0.01112347,0.00700809,0.01261609,0.01503654,0.02359882,0.01539025,0.03658067,0.00627496,0.00548346
2017-51,0.01243679,0.00414079,-0.00059418,0.00966107,0.00670834,0.03098107,0.00351636,0.0022819,0.00704126,0.00029516,0.01222449,0.03764517,0.00381825,-0.00473244
2017-50,-0.0036961,-0.00062775,0.00030276,-0.0055582,0.00724414,0.00057904,-0.00327243,-0.00405501,-0.00212254,0.01227177,0.0003746,0.01643489,-0.00057904,0.0
2017-49,0.0042865,0.00231433,0.00549954,-0.00255143,-0.01304081,0.00472255,0.00164384,0.00230088,0.000999,-0.00570399,-0.00244269,-0.05533118,0.00213344,0.0014782
2017-48,-0.02397952,-0.00583455,-0.03098259,-0.03753639,-0.01035008,-0.02132565,-0.00516445,-0.00789474,-0.02159376,-0.02348107,-0.02172312,-0.00564061,-0.00423647,-0.00293686
2017-47,0.01506186,0.01660013,0.01651156,0.01728093,0.01669219,0.00056786,0.01671691,0.01844953,0.01247401,0.02224859,0.01214351,0.0440806,0.01651447,0.01629328
2017-46,0.00776673,0.00274435,0.00422833,0.00775314,-0.00578739,0.00345224,0.00358028,0.00537346,0.01084507,0.00177725,0.01254917,-0.04955681,0.00253708,0.00372301
2017-45,-0.00596206,-0.00938478,-0.00120192,0.00124727,0.0,0.01168907,-0.00951345,-0.00972419,-0.0022431,-0.01045904,-0.01035886,0.05139006,-0.00867052,-0.00863494
2017-44,0.01751703,0.00738241,0.01689189,0.02013423,0.01105821,0.02422774,0.00798238,0.00517395,0.01833548,0.02395927,0.0109558,-0.00383959,0.00760086,0.00817692
2017-43,0.00793872,0.00147992,0.00338983,0.01484589,0.0010751,-0.01702877,0.00165517,-0.00125022,0.01125379,-0.00029647,0.00623347,-0.00506116,0.00175816,0.00074419
2017-42,-0.00687758,-0.00461506,-0.00552147,-0.0063857,-0.00380402,-0.01382488,-0.00519694,-0.00655563,-0.00583879,-0.00059506,-0.00725987,-0.01047779,-0.00465116,-0.00480148
2017-41,0.01982007,0.01750267,0.0190387,0.02107499,0.02369447,-0.00746697,0.01697746,0.02062602,0.01918605,0.01657625,0.02283105,0.00553191,0.01854409,0.01917654
2017-40,0.01488053,0.00471496,0.00094103,0.0184416,0.001875,0.03935599,0.0047486,0.0045438,0.02048389,0.01130461,0.01701141,0.0392936,0.0037594,0.00396301
2017-39,0.00883674,0.00559862,0.00574346,0.00537003,0.00504811,0.03167702,0.00589722,0.00291598,0.00704225,0.00834621,0.00563983,0.05068043,0.00517104,0.00435936
2017-38,-0.0113876,0.00214087,-0.00407141,-0.00838127,-0.01079414,0.0006006,0.00139548,-0.00323044,-0.01407021,-0.01822528,-0.00795605,-0.02770331,0.00158134,0.00094251
2017-37,0.00227434,0.00107319,0.00694006,-0.00132758,-0.00848111,0.02311056,0.0,0.00126103,0.0051592,-0.00180126,0.00247619,-0.02463704,0.00118977,0.00075572
2017-36,0.00755155,0.01338894,0.00063898,0.00816049,0.00895101,0.01741935,0.01200686,0.01065981,0.01088765,0.00365742,0.00719285,0.0622871,0.01377355,0.01371716
2017-35,0.00881121,0.00613228,0.00606254,0.00454469,0.00561622,0.02823375,0.00599315,0.01032829,0.00763245,0.00914634,0.00930593,0.08534031,0.00565771,0.00578481
2017-34,0.02340989,0.01329787,0.01096774,0.02522306,0.02046969,0.01716172,0.0132948,0.01722846,0.02521394,0.02204284,0.02415842,0.02139037,0.01267894,0.01229028
2017-33,0.00118396,-0.00199247,-0.00226025,-0.00137575,0.00175355,0.00932091,-0.00317369,0.00244637,0.02717224,-0.00277606,0.0068,-0.02107482,-0.00265523,-0.00350604
2017-32,-0.03161711,-0.02351404,-0.02475405,-0.03303,-0.01710877,-0.01726428,-0.02357955,-0.0134504,-0.03186532,-0.03128797,-0.0307361,-0.05963303,-0.0239196,-0.0224482
2017-31,0.00497731,0.00614305,-0.00574163,0.00374341,0.00189125,-0.00467602,0.00572574,0.00564972,0.00318665,0.0021348,0.00395804,0.00846561,0.006691,0.00637928
2017-30,-0.002779,0.00441404,0.01884953,-0.00662702,0.00126763,0.00066534,0.00490337,0.00283607,-0.00288272,-0.00340663,0.0,0.04090909,0.0040783,0.00388802
2017-29,0.00935273,0.00666371,0.00951444,0.01331949,0.006238,0.00472973,0.00551204,0.00874525,0.00971922,0.01032864,0.00983541,0.03064231,0.00676923,0.00724496
2017-28,0.04198062,0.02614825,0.02718121,0.04566703,0.03501562,0.03606103,0.02673797,0.03128055,0.04179962,0.03675048,0.04357798,0.01939394,0.02602308,0.02602082
2017-27,-0.00950629,-0.00431524,-0.0080591,-0.01109918,-0.01385493,0.0070028,-0.00798817,-0.00798442,-0.01002865,-0.00420032,-0.01060071,0.06028834,-0.00544503,-0.00558994
2017-26,-0.01409732,-0.00136054,-0.00471222,-0.01447996,-0.00438953,-0.01737318,-0.00088757,-0.00560495,-0.01261233,-0.01771591,-0.00971677,0.02915254,-0.0010469,-0.000998
2017-25,0.00275989,-0.00498076,0.00714043,0.00268384,-0.00310559,0.00279916,-0.00502067,-0.00038911,0.00478927,-0.0069335,0.00146138,-0.01483479,-0.00501253,-0.00537634
2017-24,-0.0027825,0.00273848,-0.00675447,0.00163607,0.00414182,-0.004954,0.00446828,0.00394244,-0.00048512,-0.0056872,-0.00356843,-0.00067568,0.00442385,0.00401606
2017-23,0.00230769,-0.00677813,0.02046385,-0.00323858,-0.01063656,0.01210826,-0.00647821,-0.01201783,-0.00016023,-0.00312891,-0.00249896,-0.00803213,-0.00811993,-0.00715279
2017-22,0.01087294,0.01484696,0.00925926,0.02561268,0.0065757,0.02936858,0.01459202,0.01276763,0.01343912,0.01458928,0.00586265,-0.0151715,0.01516747,0.01567839
2017-21,0.00906675,0.0002281,0.00447043,0.00830871,0.00296785,0.00442478,-0.00118871,0.00473279,0.01007147,0.00961538,0.01075496,0.01192053,0.00084193,0.0014059
2017-20,-0.00015676,0.00298234,0.00693481,-0.00536838,-0.00181698,0.00373972,0.00388872,-0.00335306,0.0,0.00719189,-0.01127349,0.00132013,0.00253646,0.00181342
2017-19,0.02194964,0.00674105,0.01335207,0.01769743,0.0077246,0.01750381,0.00726832,0.0086,0.01676165,0.01364847,0.02239931,0.02185792,0.00642261,0.00591837
2017-18,-0.00242483,0.01573139,-0.00280308,0.00616808,-0.00485356,-0.01509434,0.01530925,0.00864495,-0.00202361,-0.00806452,-0.00150538,-0.00934579,0.01689043,0.01525144
2017-17,0.01264575,0.00283688,0.01755643,0.02228303,-0.00202361,0.00539707,0.00308261,0.00447064,0.01271041,0.00203321,0.00652458,0.00067613,0.00348584,0.00207469
2017-16,-0.00346535,-0.00144613,0.00467963,-0.00801251,-0.00576174,0.00623053,-0.00282663,-0.00370752,-0.0006924,-0.0087927,-0.00503723,-0.01260783,-0.00266193,-0.00253593
2017-15,-0.00115971,-0.00314846,-0.00862689,0.00098078,-0.00033881,-0.00234375,-0.00315457,0.00605807,0.00052047,0.00648907,0.00022095,-0.02373316,-0.00267738,-0.00276184
2017-14,-0.00410644,-0.00505415,-0.0078264,-0.00948326,-0.00016872,-0.00617284,-0.00533082,-0.00249428,-0.00275292,-0.01274313,-0.00503172,0.01163542,-0.00531797,-0.0046492
2017-13,-0.00608453,-0.00216294,-0.00035423,0.00058754,0.00826865,-0.00849421,-0.00281426,-0.00186645,-0.00824601,0.0239071,-0.0078637,0.012394,-0.00243201,-0.00252898
2017-12,-0.00442188,-0.00024079,-0.01322659,-0.00701208,-0.00686767,0.00230238,-0.00125196,0.0026943,-0.00068505,-0.00203804,-0.0039071,-0.02896725,0.0,0.00063358
2017-11,0.02666893,0.01542228,0.02549372,0.02698316,0.02585459,0.0172956,0.0146357,0.02668659,0.02497343,0.02455279,0.02542754,0.01526718,0.01576222,0.01503436
2017-10,0.00293205,0.00123365,-0.00357782,0.00370599,-0.00751223,0.01286174,0.0028911,-0.00364026,0.00126035,0.00638751,-0.0052166,-0.05173463,0.00181612,0.00238095
2017-09,-0.00787536,0.0054415,0.00927578,-0.00796406,-0.0066041,0.00887097,0.00449871,-0.0059727,-0.00877979,-0.02725078,-0.00316599,-0.02815249,0.00477924,0.00433651
2017-08,-0.00068224,-0.00564833,-0.00421348,-0.00485633,-0.00431109,-0.00721732,-0.00479846,-0.00381841,0.00125022,-0.00068776,-0.00693357,-0.01596351,-0.0070009,-0.00688616
2017-07,0.00275767,0.0024728,-0.00599225,0.00928026,-0.00156196,-0.00486618,0.00064371,0.00063993,0.00017979,0.00069857,0.00090477,0.01585437,0.00250227,0.00108342
2017-06,0.0113696,0.00977444,0.0,0.004158,0.01593484,0.02600671,0.00912349,0.01392515,0.0081729,0.01206958,0.01381534,0.00362319,0.00899446,0.01010989
2017-05,0.01275239,0.01057935,-0.00252071,-0.00393864,0.0117668,-0.00170648,0.01047463,0.00895001,0.01460799,0.02207745,0.01445558,0.03378378,0.01159017,0.0117153
2017-04,0.01542324,0.00984848,0.01202624,0.01384228,0.01132075,0.00943396,0.00952068,0.01409381,0.02053117,0.0131291,0.01079559,0.02913825,0.00953488,0.00908487
2017-03,-0.00451101,-0.00252972,0.00146574,-0.0023246,-0.00665707,0.01219512,-0.00164474,-0.00177817,-0.00980392,-0.01155652,-0.0049763,0.00125865,-0.0018622,-0.00222124
2017-02,0.02098288,0.01330263,0.01783724,0.02464332,0.01591366,0.02146691,0.01532822,0.00491181,0.01591563,0.02579439,0.02129204,0.02439024,0.01223242,0.01370171
2017-01,0.01915133,0.01556824,0.0220281,0.01339776,0.01850121,0.01183971,0.01416049,0.01039078,0.01569859,0.01402046,0.01569397,0.02813128,0.01720841,0.01640465
2016-52,0.01111963,0.00498165,-0.01024279,0.01101124,0.00626781,0.01403181,0.00477816,0.01240239,0.01144578,0.00078339,0.01637692,0.00889802,0.00435203,0.00646801
2016-51,-0.01232695,0.00078678,-0.02331606,-0.01178563,-0.01318516,-0.01660517,0.0,-0.00045945,-0.0170432,-0.00390778,-0.00752823,-0.00811359,0.00024195,-0.00046189
2016-50,-0.01850824,-0.01087519,-0.00258398,-0.01503268,-0.01896171,-0.01891892,-0.0111261,-0.01198824,-0.02265686,-0.02582605,-0.018591,-0.03979126,-0.00957167,-0.0109539
2016-49,0.01299425,0.02297333,0.03174603,0.00978048,0.0178273,0.00792952,0.0223291,0.01901925,0.01695906,0.01974448,0.02007435,0.04161074,0.02389078,0.0234502
2016-48,-0.00148644,0.00160043,-0.00037936,0.0110205,-0.00167193,-0.01223776,0.00208333,-0.00574317,-0.00234512,-0.01977186,-0.00792864,-0.01447368,0.00345083,0.00399436
2016-47,0.01168268,0.00373533,0.00802446,0.01526718,0.01100778,0.0088574,0.00452646,0.004869,0.01073345,0.01036468,0.00677201,0.04818436,0.00344998,0.00423131
2016-46,0.00838415,-0.00348806,0.01628538,0.00888383,0.00419527,0.02367942,-0.00350263,0.00751527,0.00724055,-0.00690979,0.01073894,-0.01403509,-0.00470413,-0.00283755
2016-45,-0.05720905,-0.02139316,0.00347356,-0.04628633,-0.04095377,-0.03144105,-0.02277362,-0.0472913,-0.05410483,-0.03905674,-0.06872933,0.04249084,-0.01881331,-0.02026249
2016-44,-0.02181298,-0.02290474,-0.0274024,-0.02116174,-0.01718779,-0.0237467,-0.0240027,-0.02900461,-0.02632074,-0.01579721,-0.0321437,-0.01322557,-0.02257445,-0.02270122
2016-43,-0.0227392,-0.00980392,-0.00261097,-0.02116513,-0.02032009,-0.02544529,-0.00938023,-0.02076125,-0.01402473,-0.02377522,-0.02208275,-0.01253687,-0.00952835,-0.00999773
2016-42,0.01464286,0.01546932,0.01246224,0.01539119,0.00854856,0.01911381,0.01602455,0.01579294,0.01259872,0.00469653,0.01976661,0.01812689,0.01401982,0.01360387
2016-41,-0.03407331,-0.02073733,-0.00817844,-0.03696099,-0.02679831,-0.03093645,-0.01835169,-0.01989305,-0.03160189,-0.03115156,-0.03067343,-0.03005865,-0.0193991,-0.01918303
2016-40,-0.00155844,-0.00588536,0.00111649,0.00750156,0.00321371,0.01633706,-0.00732845,-0.01529962,-0.00218221,-0.01045661,-0.00069767,-0.01470588,-0.00661001,-0.00697727
2016-39,0.01090973,0.00876967,0.00074488,0.01785335,-0.00972247,0.01399825,0.00805369,0.00946644,0.01638734,0.0309019,0.01087728,0.02773613,0.00857347,0.00862265
2016-38,0.01535475,0.02323153,0.03436426,0.01556835,0.01734843,0.01300954,0.02346939,0.01838633,0.02030551,0.02411399,0.02000476,-0.03010753,0.02316043,0.02205882
2016-37,-0.00601238,-0.02259307,-0.01836582,-0.00745951,-0.00932529,-0.00342759,-0.0246996,-0.01714898,-0.00430954,-0.0198987,-0.01043891,0.01094891,-0.0250947,-0.02459386
2016-36,-0.02762431,-0.02546005,-0.01742677,-0.02432432,-0.02603424,-0.00767918,-0.02491803,-0.0293378,-0.03062149,-0.02574048,-0.03664439,-0.03034483,-0.02400373,-0.02246441
2016-35,0.01320485,0.01341243,0.01144165,0.01012277,0.00108893,0.02139037,0.01309164,0.00578654,0.00671266,0.00400146,0.00949893,-0.00685401,0.01263409,0.00998412
2016-34,-0.00196886,-0.00873362,-0.00644183,-0.00238198,-0.00307025,0.00539568,-0.01001335,-0.01363152,0.00150235,-0.00181488,-0.00782918,-0.02439024,-0.00901756,-0.0083578
2016-33,-0.00912761,-0.00535578,0.0018875,-0.00171895,-0.00906667,-0.02782609,-0.00431177,-0.01445329,-0.00849492,-0.01212986,-0.00743322,0.01688049,-0.00471476,-0.00493827
