Week,AADR,COPX,ECON,EDC,EEM,EEMS,FAN,FLN,FM,FONE,FPA,GDXJ,HILO,ICLN,IEMG,KOL,LIT,PBD,PICK,SIL,SLVP,SLX,SOCL,SOIL,TLTE
2017-43,-0.01218239,-0.03125,-0.00621345,0.01574381,0.00542373,0.00724488,-0.01085271,-0.01080319,0.00595041,-0.01097394,-0.00029647,-0.0291882,-0.01243094,0.01681614,0.00623347,0.0,-0.01287208,-0.00551181,-0.01315789,-0.04528986,-0.03361345,-0.00424152,0.03217503,0.00201207,0.00446269
2017-42,-0.0048951,-0.0303263,-0.02254315,-0.02563229,-0.00800712,-0.00718096,-0.00231125,-0.00728266,-0.00461741,-0.01145631,-0.00059506,-0.01984009,-0.00615174,-0.00112233,-0.00725987,-0.0036846,-0.01193634,0.0,-0.01583199,-0.00933735,-0.01016636,0.00571429,-0.02060568,-0.0059761,-0.00335748
2017-41,0.0104833,0.01884523,0.01792757,0.07058931,0.02319763,0.02410901,0.01626646,0.01099908,0.0053068,0.02222222,0.01657625,-0.01006036,0.0281294,0.01925255,0.02283105,0.00967982,0.01988017,0.01516361,0.02897574,0.0,-0.00540541,0.04963617,0.01551615,0.02453988,0.01797268
2017-40,0.01716971,0.04609635,0.02609335,0.0512943,0.0180472,0.01076858,0.0,0.02607076,0.00530504,0.008,0.01130461,0.02931499,0.00780142,0.00795455,0.01701141,0.02053232,0.03597527,0.0064154,0.01895735,0.02535125,0.02037037,0.00306513,0.01313682,-0.00504541,0.01795529
2017-39,0.02641369,0.02229846,0.0,0.00928164,0.00465008,0.01312675,0.01268834,-0.00140121,0.01465077,0.01268672,0.00834621,-0.03882657,-0.01539538,0.00114416,0.00563983,0.00996169,0.03911765,0.00488998,0.01527247,-0.02658303,-0.03173164,0.01895236,0.02010547,0.00101215,0.00699429
2017-38,0.00915751,-0.01404959,-0.00432588,-0.02467474,-0.00793471,-0.01158461,0.00474684,-0.00319489,0.00201681,0.00545234,-0.01822528,-0.0058292,-0.01430518,0.0,-0.00795605,-0.00601956,-0.04079956,-0.0024077,-0.01378615,0.00669507,-0.00367309,-0.03464725,-0.00414277,-0.00201005,-0.00787543
2017-37,0.01003158,-0.04480571,0.00691412,0.00582825,0.00227998,0.00811823,-0.01859024,0.01520737,0.00235452,0.01455216,-0.00180126,-0.01790711,0.00274537,0.00896861,0.00247619,-0.04025881,0.05241461,0.0180624,-0.0313828,-0.02438316,-0.02884615,-0.01844467,0.00319795,0.01354167,0.00594273
2017-36,0.01433212,-0.02646944,0.00444609,0.02100678,0.00721434,0.00910053,0.00868878,0.0108593,0.01028454,0.0018595,0.00365742,-0.01182478,0.02758133,0.00453001,0.00719285,0.00657414,0.02078086,0.01096121,0.00330251,-0.00790291,-0.00854701,-0.0027666,0.01382488,0.02486486,0.00567662
2017-35,0.0286215,0.02811881,0.01453055,0.02477606,0.00857077,0.01690201,-0.00935308,0.08217771,-0.00479616,0.02427286,0.00914634,0.02880776,-0.00422535,0.01942857,0.00930593,0.01747997,0.03262956,0.00679117,0.02916527,0.00288934,0.01869991,0.04139547,0.03686168,0.00977199,0.01567109
2017-34,0.0064884,0.04431438,0.01161484,0.07304454,0.02508282,0.02100197,0.01104101,0.02953586,0.01464946,0.01542086,0.02204284,0.00118624,0.03050109,0.01276102,0.02415842,0.03539157,0.03395978,0.00855432,0.03517938,0.00845411,0.01499531,0.04468665,-0.00067272,0.01425439,0.02301018
2017-33,0.00395883,0.01862278,-0.00337079,0.01650648,0.00717532,0.00794527,-0.003125,0.01178361,-0.0066156,-0.01627907,-0.00277606,0.01034063,0.00363901,-0.00114679,0.0068,0.00304414,0.00431894,-0.00679117,0.00458231,-0.00876928,-0.00469925,-0.00081301,0.00406366,-0.01294498,0.00323563
2017-32,-0.02863392,-0.05938144,-0.02673993,-0.09090909,-0.03023201,-0.03376344,-0.01472868,-0.0225959,0.00536481,-0.02718971,-0.03128797,0.04399376,-0.00720981,-0.0259301,-0.0307361,-0.0260223,-0.03766234,-0.02008368,-0.03869863,0.0366005,0.02980769,-0.04347826,-0.03807615,-0.03444676,-0.02723373
2017-31,0.01141692,-0.00621891,0.00259163,0.01184091,0.00355198,0.00216497,0.01178319,0.02166847,0.00179662,-0.0031185,0.0021348,-0.0367713,0.00877835,0.00803674,0.00395804,0.01447068,0.04861349,-0.00168067,-0.00417246,-0.05412522,-0.0541028,-0.00821192,0.00410818,0.0021164,0.00357009
2017-30,-0.00989899,0.06657609,0.00407558,-0.00232629,-0.00023702,0.00043403,-0.00078493,0.00271887,0.01226109,-0.01713936,-0.00364853,0.0359022,0.00146735,0.0034642,0.0,0.01167315,-0.00239808,0.00762712,0.03353992,0.03109903,0.02682701,-0.00268097,-0.01768435,0.0,-0.00319249
2017-29,0.01091658,-0.0063234,0.00711344,0.02718589,0.00959923,0.01121126,0.01499605,0.0054615,-0.01005747,0.00492106,0.01044868,0.01166002,0.00745712,0.02240566,0.00983541,0.01826847,0.0038115,0.00853242,-0.01013025,0.01137044,0.01848429,-0.01199041,0.01402668,0.0031881,0.00626662
2017-28,0.03143585,0.05577299,0.0411012,0.142147,0.04596553,0.02283412,0.02329317,0.04420207,0.01532847,0.01628053,0.03672048,0.01066165,0.03458878,0.02536232,0.04357798,0.04315353,0.02963227,0.02617801,0.04066895,0.02467208,0.01913876,0.03052164,0.04906877,0.03402854,0.03877791
2017-27,0.00042863,-0.00639764,-0.0158179,-0.03512881,-0.01195815,-0.00291414,-0.0039968,0.00351494,-0.00328707,0.00357068,-0.00412437,-0.02749141,-0.02039275,-0.00361446,-0.01060071,-0.01401484,0.01091703,-0.01037165,-0.00038402,-0.03865031,-0.03947368,-0.01226994,0.0003614,-0.01208791,-0.0039185
2017-26,0.01090513,0.05669291,-0.02126852,-0.03454982,-0.01212871,-0.00357542,0.00564972,-0.00117786,-0.00256975,-0.03329949,0.00031636,-0.01072386,0.0,0.0,-0.00971677,0.01870748,-0.01082642,-0.00172712,0.04940305,-0.01584507,-0.00993677,0.05371531,-0.02279102,-0.00879121,-0.00039193
2017-25,-0.02584918,0.00157812,0.0045977,0.0041376,0.00150188,-0.00201432,-0.01281025,-0.02170088,-0.01094092,-0.00855049,-0.0069335,0.05357696,-0.00989346,0.00614251,0.00146138,0.00258398,-0.00827041,0.01496479,0.0,0.04901065,0.04793233,0.01488909,0.01998572,-0.01199564,-0.00411361
2017-24,-0.00582776,-0.05236657,-0.00689655,-0.01214234,-0.0040282,-0.00157233,-0.01103231,-0.00116686,-0.00402341,0.00227414,-0.0056872,-0.01677149,0.0,-0.0036855,-0.00356843,-0.00772532,-0.00644007,-0.00088339,-0.03804565,-0.0330339,-0.02702703,-0.046811,-0.00651702,-0.01849837,-0.00335107
2017-23,-0.01161072,0.04338735,-0.02050708,-0.01006672,-0.00224831,0.00426774,-0.00856698,-0.00406268,0.00145613,0.01826765,-0.00312891,0.02225008,-0.01134644,-0.01452785,-0.00249896,0.00780572,-0.00106157,0.0,0.02320847,0.00689655,0.01165919,0.02299881,-0.02210526,0.00328947,-0.0027408
2017-22,0.00959284,-0.03169014,0.0026296,0.01579385,0.00577164,0.00679964,0.00628437,-0.00632911,-0.00543281,0.01138716,0.01458928,0.01245211,0.00304878,-0.00120919,0.00586265,-0.01459227,0.00141293,0.00974314,-0.01593625,-0.00200976,-0.00178571,-0.02083945,0.00141093,-0.00109769,0.0088635
2017-21,0.01457351,-0.0005,0.02012913,0.03727085,0.01340754,0.01097143,0.0015674,0.03850782,0.00617733,0.00964158,0.00961538,-0.03671117,0.00915332,0.01719902,0.01075496,-0.00085616,0.02384393,0.00355556,-0.00988924,-0.01988401,-0.01722653,0.00356083,-0.00314795,0.0,0.01012708
2017-20,-0.03362211,0.01840491,-0.00644672,-0.03856071,-0.01176176,-0.02005795,0.00632411,-0.08324266,-0.00216998,0.00445104,0.00719189,-0.00460264,-0.03244838,-0.02043269,-0.01127349,0.00518583,-0.0010846,-0.00445236,0.01782098,0.02050698,0.01509769,-0.00825959,0.018385,0.01550388,-0.01217596
2017-19,0.02185445,0.02231668,0.03475513,0.0785054,0.02593361,0.00862069,0.00159109,0.05241935,0.01658069,0.0116229,0.01364847,0.07363184,0.01739788,0.00981595,0.02239931,-0.02695872,0.01557864,0.00269784,-0.00082001,0.07206378,0.06628788,-0.00060295,0.00700332,-0.00670391,0.01853344
2017-18,0.00985433,-0.07643928,-0.00196464,-0.008257,-0.00258598,-0.00383487,0.02333065,-0.00623583,0.00965466,0.00438596,-0.00806452,-0.03400706,0.00304183,0.02219482,-0.00150538,-0.04987932,-0.00515654,0.01270417,-0.03194006,-0.01579261,-0.01860465,-0.04249857,0.01998492,-0.00442478,-0.00401043
2017-17,0.00064309,0.00686948,-0.00628684,0.01610971,0.00522876,0.00524037,0.0231405,-0.0039886,-0.00258207,0.01221408,0.00203321,-0.04355609,-0.00152788,-0.00618047,0.00652458,-0.01513944,-0.00220994,0.00734619,-0.0074539,-0.0168235,-0.02758007,-0.01440678,0.04014308,0.01569507,0.00846433
2017-16,-0.0010917,-0.02684564,-0.0063593,-0.01984505,-0.00658588,-0.00478905,-0.01748543,-0.03944444,-0.00036969,0.00545083,-0.0087927,-0.04422809,0.0,-0.01719902,-0.00503723,-0.02419984,-0.00111899,-0.00278552,-0.00396354,-0.04622413,-0.04614094,0.01759015,0.01634655,-0.01677852,-0.00805964
2017-15,-0.01763553,-0.05034325,0.00567951,-0.0039019,-0.00186022,-0.00091743,-0.00168067,-0.032382,0.00369686,-0.00067705,0.00648907,-0.00218639,0.01409554,-0.01108374,0.00022095,-0.03921569,-0.02232796,0.0,-0.04130019,0.03635362,0.02827763,-0.06347898,-0.00574006,-0.00555556,-0.00284437
2017-14,-0.00217155,0.0162715,0.00406339,-0.01874831,-0.00604945,-0.0025,0.00419815,-0.01407688,0.02301018,-0.01350155,-0.01274313,-0.00192097,-0.00695518,-0.00616523,-0.00503172,0.0393391,0.02365753,-0.00652985,0.00115385,0.01390047,0.0078125,-0.00435256,-0.01097561,-0.00553097,-0.00543369
2017-13,0.00853952,0.01701323,-0.00970481,-0.02623829,-0.00787402,0.00137457,0.01100762,0.00493692,-0.00985595,0.00554816,0.00536553,-0.02612245,-0.01299694,0.00995025,-0.0078637,0.00724055,0.03954581,0.01124649,0.01672501,-0.01413134,-0.01126516,0.01870702,-0.000409,0.01114827,-0.00463243
2017-12,0.00283719,-0.04096171,-0.0123506,-0.0108881,-0.00339071,0.00320146,0.00254885,-0.02653928,-0.00640301,0.0,-0.00200133,-0.01746248,0.01395349,-0.02065614,-0.0039071,-0.00398406,-0.00505247,-0.01021356,-0.04174295,0.01229274,0.01341682,-0.07240854,-0.00245801,-0.00663717,-0.00259585
2017-11,0.01522274,0.05755732,0.02689284,0.07457677,0.02460124,0.02403959,0.01293103,0.00763359,0.01266795,0.0220605,0.02480193,0.00361513,0.02299762,0.01101591,0.02542754,0.04649197,0.02327448,0.01416431,0.04738059,0.02846975,0.02299908,0.03663393,0.0120282,0.00890869,0.0191634
2017-10,-0.01625835,-0.06511001,-0.00542571,-0.01761194,-0.00518135,0.0,-0.00172563,-0.03113258,0.00579598,0.00576568,0.00627178,0.03789474,-0.01182965,-0.00735294,-0.0052166,-0.02655602,-0.00725806,-0.00378072,-0.04465291,-0.00391331,-0.00654818,-0.05097025,0.00335008,-0.00223464,-0.00374532
2017-09,0.01661801,0.00879894,-0.00540091,-0.01354535,-0.00461706,-0.00308642,0.01305483,0.00213333,-0.00194326,0.00945572,-0.00931356,-0.01968941,-0.01094605,0.00121655,-0.00316599,0.0033389,0.01507128,-0.00561272,0.01194476,-0.01918736,-0.02789887,-0.00830816,-0.0045738,0.00223214,0.00187149
2017-08,-0.0215859,-0.05299918,-0.00456053,-0.02569563,-0.0085906,-0.00237192,-0.0220339,-0.03250774,-0.01367781,0.00370542,-0.00068776,-0.01724988,-0.00858704,-0.0202864,-0.00693357,-0.02196908,-0.01907032,-0.01297498,-0.05786874,-0.01715623,-0.02081665,-0.05973025,-0.00990099,-0.03125,-0.00207125
2017-07,-0.0042241,-0.05758539,-0.00126689,0.00058789,0.00108696,-0.00143575,0.00512383,0.01493333,0.00495238,0.0,0.00069857,-0.00048709,0.00630915,0.01595092,0.00090477,-0.003314,-0.01963094,0.00948767,-0.02278304,-0.01525941,-0.01569859,-0.01311953,0.02637176,-0.01896733,-0.00561798
2017-06,0.0102296,0.05240733,0.01801029,0.04306072,0.01494189,0.0144043,0.01038062,0.02820796,0.00490566,0.00470478,0.01206958,-0.01140956,0.01518785,0.02151899,0.01381534,0.01524132,-0.00901961,0.01356589,0.03001112,-0.00921315,-0.01077752,0.06076017,-0.00847458,0.00429185,0.01079594
2017-05,0.02331487,0.01381096,0.02095155,0.03967365,0.01285994,0.02822178,0.01740644,0.00999445,0.01757738,0.02557298,0.02207745,0.06867305,0.00966184,0.02432778,0.01445558,0.00673968,0.00993246,0.01461988,-0.00986482,0.05940323,0.05668359,-0.01131579,0.02175805,0.01074114,0.01418745
2017-04,-0.0031927,0.05248991,0.00961959,0.03961368,0.01381449,0.00601353,0.0095986,0.0,0.01506955,0.02652259,0.0131291,-0.02808691,0.00808407,0.00381679,0.01079559,0.02649573,0.0155193,0.0097371,0.02895323,-0.02586434,-0.01972062,0.01483989,0.00129032,0.01400862,0.01190219
2017-03,-0.00139018,0.00459137,-0.00487157,-0.01994302,-0.00653781,-0.00400701,0.00706714,0.00848416,-0.00393236,0.00570578,-0.01155652,-0.02360117,-0.00488599,-0.00757576,-0.0049763,-0.00936968,0.01172665,-0.00097371,0.00758438,-0.01104526,-0.01174497,0.00692226,-0.00610022,0.00326797,-0.00262123
2017-02,0.02342816,0.08313077,0.01349528,0.0655154,0.02147417,0.02510889,0.00625559,0.03260225,0.03568499,0.01309612,0.02579439,0.01956947,0.01744186,0.01423027,0.02129204,0.04565408,0.03689884,0.00391389,0.07218167,0.02233531,0.02014011,0.06029868,0.01322168,0.01219512,0.02336449
2017-01,0.02483403,0.03638201,0.00995475,0.0418441,0.01441176,0.01661475,0.00631769,0.01627486,0.03080169,0.012003,0.01402046,0.05228563,0.01173512,0.01851852,0.01569397,0.02146691,0.02648441,0.01881188,0.00775827,0.047804,0.05297398,-0.00139978,0.04465116,0.01818182,0.01373255
2016-52,0.00737351,-0.00775595,0.0200747,0.05117872,0.01694915,0.01136063,0.01657459,0.02182891,0.00818613,0.0,0.00076923,0.06370722,0.01199657,0.00398936,0.01637692,0.0,0.0,-0.00298211,-0.00041719,0.03524804,0.04276986,-0.03103159,-0.01205378,0.00805524,0.01910976
2016-51,0.01738905,-0.00258665,-0.00841515,-0.02232855,-0.00694235,-0.0078637,0.00559701,0.0182704,-0.00386764,-0.00024576,-0.0038373,0.00671853,-0.00689655,-0.0106383,-0.00752823,-0.01604278,-0.01464255,0.0,-0.00457952,-0.00566478,-0.00728408,0.00427472,-0.01017576,0.02251185,-0.00787584
2016-50,-0.01981937,-0.09070191,-0.02938517,-0.068865,-0.02170725,-0.01289657,-0.0027907,-0.03218256,-0.00429369,0.01216485,-0.02609993,-0.12716584,-0.00761421,-0.01726428,-0.018591,-0.04074703,-0.02164686,-0.00200602,-0.06982068,-0.09750975,-0.09474672,-0.04958897,-0.02286996,-0.02739726,-0.01658337
2016-49,0.01391348,0.02389878,0.02387511,0.06684441,0.02142857,0.01754845,-0.00645756,0.01891253,-0.00553427,0.03367609,0.01976435,-0.03955979,0.0248927,0.00795756,0.02007435,-0.01985112,0.03052769,0.01314459,0.01987529,-0.04221252,-0.03825137,0.01198083,0.01794527,0.04255319,0.0162844
2016-48,-0.02992827,-0.01624462,-0.02308737,-0.02376878,-0.00744491,-0.00700571,0.0,-0.04726225,-0.01443737,-0.01168699,-0.00190114,0.0078219,-0.01859679,-0.02480418,-0.00792864,-0.01327801,0.01648107,-0.01309164,-0.01376869,0.02201071,0.02147526,-0.01458671,-0.02815662,0.01581509,-0.00457457
2016-47,0.01440485,0.08035251,-0.00364133,0.02768987,0.00935425,0.00156658,0.00841121,-0.00525394,-0.00250104,0.01150307,0.01036468,-0.041429,-0.00425532,0.01754386,0.00677201,0.04238754,0.01360544,0.01952724,0.05835765,-0.04312115,-0.04625347,0.07443082,0.00221337,-0.00362757,0.00161663
2016-46,0.02715529,-0.0309119,0.01772388,0.02537438,0.00829493,0.00315292,-0.00842697,0.01702128,0.01305263,0.0175255,-0.00690979,-0.01241672,0.01212121,0.00405954,0.01073894,-0.04797353,0.01437848,0.00206825,-0.04489796,-0.01813857,-0.00938086,-0.03603344,0.01412301,0.00741656,0.00798122
2016-45,-0.04796044,0.11474469,-0.09243697,-0.20588235,-0.07217662,-0.05647176,-0.07394669,-0.10032715,0.00934579,-0.0025974,-0.03905674,-0.13989362,-0.07753797,-0.07768187,-0.06872933,-0.00409836,-0.03733333,-0.03781095,0.07177455,-0.13533058,-0.14470493,0.08186196,-0.01748252,0.02515723,-0.04252004
2016-44,-0.02679006,-0.00717274,-0.04265997,-0.09618493,-0.03263337,-0.03449975,-0.03231293,-0.05815832,-0.00128755,-0.02630248,-0.01579721,0.02211814,-0.03557312,-0.05642257,-0.0321437,-0.0042517,-0.00673854,-0.02465483,-0.02108569,0.01313756,0.01450443,-0.01060305,-0.03287197,-0.03685504,-0.0289823
2016-43,-0.00895884,0.02554517,-0.03149284,-0.06348228,-0.02204856,-0.00956351,-0.00929839,-0.01511063,0.00340861,-0.00902256,-0.02377522,-0.02577454,-0.0188383,-0.02585194,-0.02208275,0.00171233,-0.01996451,-0.02025072,0.00914077,-0.01983514,-0.01615509,-0.00632701,-0.02506266,-0.00245399,-0.01575837
2016-42,0.03986879,0.02924348,0.02268908,0.06151811,0.02059497,0.01486252,0.01284247,0.04131296,-0.00466695,0.00434006,0.00469653,0.08012032,0.01923077,-0.00469484,0.01976661,0.01659389,0.02930403,0.00580833,0.0341394,0.04814815,0.05241265,0.05700036,0.01407249,0.03286979,0.01115076
2016-41,-0.00527506,-0.01449275,-0.03204868,-0.09576372,-0.03181189,-0.03415925,-0.01189465,0.01091954,-0.01533997,0.0,-0.03115156,-0.01452055,-0.01740506,-0.01045296,-0.03067343,-0.00887311,-0.03275786,-0.0179754,-0.03720717,-0.025417,-0.02074689,-0.03431542,-0.03849304,-0.01724138,-0.01884725
2016-40,-0.00425213,-0.01441103,-0.0040783,-0.00352707,-0.00055897,-0.00169205,-0.01998335,0.00349854,-0.00373134,0.00024931,-0.01045661,-0.12521274,-0.00472441,-0.01160093,-0.00069767,0.0411985,-0.01319842,-0.0094162,0.0,-0.10878362,-0.11351755,-0.00035398,-0.02673583,-0.00611995,0.00285652
2016-39,0.01575203,0.01458465,0.00871369,0.02878739,0.01023309,0.01370869,-0.00498753,0.01451906,0.01257334,-0.005455,0.01235004,-0.01274186,0.00965406,-0.00692042,0.01087728,0.03222656,0.02011623,0.00376648,0.02570205,-0.01598703,-0.01450326,0.03071298,0.00566802,0.00618812,0.01044212
2016-38,0.03982301,0.04123037,0.02262254,0.06502463,0.02262314,0.01620427,0.01342282,0.02980535,0.01793339,0.04998698,0.02404019,0.02240229,0.02905569,0.0174216,0.02000476,0.05015353,-0.00663423,0.01320755,0.05817452,0.02973802,0.04002965,0.05453149,0.0368355,0.00246305,0.0206047
2016-37,-0.01537673,-0.01294498,-0.02105698,-0.04205607,-0.01226119,0.00198364,-0.0231405,-0.02707475,-0.01646264,-0.01462288,-0.01989343,-0.05618744,-0.00325998,-0.04176072,-0.01043891,0.0,-0.00044072,-0.01872659,-0.03636364,-0.06251405,-0.05583039,-0.0527881,0.00504414,-0.03117506,-0.01093018
2016-36,-0.03085345,-0.03089533,-0.04854755,-0.11497599,-0.0394374,-0.03337335,-0.0122449,-0.05492639,-0.00385604,-0.01289181,-0.02562327,-0.09972121,-0.04439252,-0.02219756,-0.03664439,-0.0406746,-0.0387729,-0.0174954,-0.0354067,-0.0767258,-0.0761523,-0.06168026,-0.02975207,-0.02206736,-0.03027003
2016-35,-0.00100125,-0.00949968,0.00487805,0.02819818,0.00995733,0.00789539,0.0108969,0.07687577,0.0078329,0.00841193,0.00428725,0.0229079,0.00399042,0.00803674,0.00949893,0.02878465,0.0185022,0.01329535,-0.01065891,-0.00179695,0.00426743,-0.01249554,0.01806452,0.02145411,0.0015559
2016-34,-0.00622975,-0.03361858,-0.01966292,-0.02739075,-0.00909091,-0.00935961,-0.00167504,-0.01869159,-0.01921435,-0.00861414,-0.00213828,-0.07778738,-0.02650039,-0.008,-0.00782918,-0.00321888,-0.00438404,-0.00378788,-0.02298851,-0.08199458,-0.07875579,-0.03181336,0.00130208,-0.02810304,-0.00422692
2016-33,-0.00495909,0.00795594,-0.01144436,-0.02139037,-0.00695797,-0.00580552,0.00507185,-0.025,-0.00211775,0.00203097,-0.01225919,-0.01805354,-0.01003086,0.01148106,-0.00743322,-0.03215768,-0.00737527,0.00759734,0.01151079,-0.03315676,-0.02983219,-0.01243523,-0.01743197,-0.01664685,-0.00654879
2016-32,0.00929882,-0.00183824,0.0199187,0.04914873,0.016,0.00589536,0.0042735,0.00428397,0.00894378,0.00180134,0.00460177,0.01685985,0.01100629,-0.0194508,0.01572927,-0.01644399,-0.00689953,-0.01225259,-0.01569187,0.02821762,0.03696498,-0.04226312,0.04198646,0.00970874,0.01252236
2016-31,-0.00025082,-0.01102941,0.00955943,0.04077802,0.01341499,0.01527291,0.00687285,0.04795396,0.00684346,0.00753051,0.00427503,-0.02993141,0.01199041,0.00698487,0.01410506,0.02010582,0.01927289,0.00858779,0.01810176,-0.02169065,-0.0104712,0.02999651,0.01932812,0.01886792,0.01645338
2016-30,0.0,0.05934907,0.01216443,0.0494398,0.0168689,0.01210898,0.01829268,0.03298836,0.01070205,0.00920568,0.0335175,0.1447241,0.01624695,-0.00116686,0.0162762,0.03264418,0.00043422,0.00577478,0.04984741,0.11348006,0.11847988,0.06334183,0.01354507,0.00248447,0.01836355
2016-29,-0.00651956,-0.024,0.00589226,-0.00310078,-0.00117062,0.0088855,0.00611354,0.00255754,-0.02627189,-0.00105988,-0.0010981,-0.06039539,-0.00644641,0.0129717,0.0,-0.00756757,-0.0290404,0.0,-0.03079179,-0.04580958,-0.04,-0.03056922,0.00234632,-0.01444043,0.00462
2016-28,0.00570096,0.04881182,0.0226087,0.07375806,0.02481089,0.0069213,0.00879507,0.03893443,0.01923899,0.02835903,0.02528302,-0.01958697,0.01818182,-0.00353357,0.02395361,0.05040092,0.02068966,0.00389484,0.04910486,-0.01459854,-0.01434426,0.05331842,-0.0075365,0.04447268,0.01986755
2016-27,0.00679916,0.0155091,0.02150538,0.04534314,0.01645452,0.01460235,0.00720721,0.02325581,0.01295337,0.01169916,-0.00653595,0.05707814,0.01361702,0.02442002,0.01496388,0.03610108,0.00610288,0.02224469,0.02767227,0.04913619,0.05128205,0.04408818,0.02476931,0.02210663,0.01185006
2016-26,0.03006919,0.11883408,0.09841575,0.24008549,0.0765206,0.07229581,0.07203791,0.09111617,0.04436557,0.05340376,0.06753458,0.08614137,0.07430618,0.07692308,0.07334963,0.09702458,0.08834586,0.07120085,0.0994152,0.15083945,0.14382979,0.13436123,0.06214689,0.04078947,0.06575273
2016-25,-0.01862197,-0.05187713,-0.02643573,-0.09404001,-0.02823087,-0.02585752,-0.04192685,-0.00518135,-0.01348999,-0.02812242,-0.02527216,0.02340094,-0.03009458,-0.03345725,-0.0274223,-0.0139417,-0.04700302,-0.03972195,-0.05576408,0.01885776,0.02189142,-0.06722689,-0.01183432,-0.02366127,-0.02226027
2016-24,-0.00724249,0.00635145,0.00185615,0.01568368,0.00610344,-0.0026738,0.01642336,0.01005414,0.01096972,-0.01007557,-0.00748326,0.00634249,0.00087873,0.01032258,0.00506937,0.02393617,0.00396301,0.00101215,0.01741573,0.00385356,0.00089047,0.01924686,0.00351229,-0.02096178,0.00175
2016-23,-0.02705488,-0.04551539,-0.0331565,-0.06147135,-0.02078164,-0.01380928,-0.00354925,0.01227936,-0.04691358,-0.01551443,-0.00655611,0.03315977,-0.01628106,-0.04659498,-0.01833678,-0.02067183,-0.00345572,-0.04459203,-0.04117647,0.02835271,0.03302752,-0.01501014,-0.03034901,-0.0167264,-0.01094891
2016-22,0.00052798,0.03684971,0.03264368,0.06679764,0.02309173,0.01737503,0.02293578,0.0424,0.01351351,0.01285634,0.01266324,0.12308174,0.02218279,0.02236025,0.02208622,0.05710306,0.01292911,0.0146771,0.01748449,0.1032197,0.10285132,0.05344523,0.00101937,0.0,0.02184832
2016-21,0.03667745,0.01224784,0.03785338,0.08717459,0.02874133,0.01444535,0.03444976,-0.00708661,0.01581873,0.03396226,0.0149314,-0.09125475,0.01170117,0.01139241,0.02566903,0.03623188,0.02299908,0.01191658,0.01997717,-0.0710675,-0.06423778,0.01616524,0.03759398,0.0136646,0.02261048
2016-20,0.00910064,-0.01417434,-0.02000931,-0.04291553,-0.01365854,-0.00352208,-0.0038059,-0.04609665,0.00600601,0.00620201,-0.01117318,-0.03170189,-0.01068566,-0.01498127,-0.01078167,-0.01849218,0.00324525,0.0020202,-0.0228158,-0.03213773,-0.03863845,-0.03883072,-0.00267523,-0.01481481,-0.01856964
2016-19,-0.00134264,-0.00144718,0.00237417,-0.01597592,-0.0042609,-0.00243704,-0.00760456,0.01207547,-0.01285898,-0.0089153,-0.00757576,0.0652108,-0.03149606,-0.00878294,-0.00271739,-0.01282051,0.02739068,-0.00805639,-0.00737798,0.08031746,0.07560484,-0.01993932,0.01816181,0.00124844,-0.00177395
2016-18,-0.01864496,-0.09409594,-0.04089888,-0.12733645,-0.04273769,-0.03146944,-0.01955307,-0.03777619,0.00388098,-0.03591954,-0.03771429,-0.00613839,-0.02640545,-0.02986858,-0.03863988,-0.05739796,-0.00189663,-0.03554275,-0.08735969,-0.01809691,-0.02094718,-0.07320699,-0.00542594,-0.04363208,-0.03413217
2016-17,-0.00608788,0.0941255,0.01086957,0.00465658,0.00216651,-0.00441903,0.01812977,0.04927134,0.01178525,-0.02185637,-0.01652893,0.15670693,0.0042517,0.00357995,0.00102907,0.01965924,-0.01222379,0.00193611,0.0343261,0.12894907,0.13645621,0.05238468,-0.00163399,-0.01629802,-0.00291829
2016-16,-0.00130548,0.07272727,-0.00888889,-0.01626472,-0.00550459,-0.00902527,-0.00664767,-0.00546822,0.00745287,0.00309336,-0.00705533,0.03282418,-0.00252951,0.00472255,-0.00559796,0.03466667,0.016,-0.00095785,0.04249872,0.07079343,0.07534984,0.0233627,-0.00646552,0.02380952,0.0
2016-15,0.00855844,0.07525213,0.03400735,0.07239911,0.02262017,0.01472909,0.01949318,0.04332386,0.02376682,0.00621118,0.01558935,0.00163239,0.03141361,0.02055623,0.02247778,0.06231884,0.03942116,0.01573255,0.0832396,0.02578594,0.03611738,0.07807309,0.02392877,0.01349693,0.02727498
2016-14,-0.00399361,-0.03760553,-0.01954545,-0.03530128,-0.01070192,-0.00079239,-0.00775946,-0.02379236,-0.01411557,-0.01410835,-0.00190331,0.10277136,-0.00950735,-0.01317365,-0.00943149,0.00301205,-0.00857719,-0.01277014,0.0122164,0.08350223,0.07253886,0.03675482,-0.00664452,-0.02784504,-0.00969908
2016-13,0.01700405,-0.02274395,0.02772643,0.06198176,0.02031101,0.0220608,0.04919679,0.01344657,0.00395952,0.00285959,0.00304298,0.0515748,0.01835664,0.02045728,0.02009519,0.01049475,0.01486417,0.021,0.01851852,0.01199041,0.01923077,0.03279425,0.01575689,-0.00361882,0.02601667
