Week,AADR,COPX,ECON,EDC,EEM,EEMS,FAN,FLN,FM,FONE,FPA,GDXJ,HILO,ICLN,IEMG,KOL,LIT,PBD,PICK,SIL,SLVP,SLX,SOCL,SOIL,TLTE
2018-48,-0.05185673,-0.06510934,-0.05016256,-0.14212926,-0.04843788,-0.04418498,-0.0248139,-0.01996762,-0.01013391,-0.05313906,-0.04540764,0.03563474,-0.03621582,-0.04120267,-0.04773414,-0.02914798,-0.06715468,-0.03454231,-0.0553803,0.01944685,0.02906209,-0.06750513,-0.04292845,-0.04717949,-0.04103586
2018-47,0.01120769,0.03218884,0.01007194,0.05877034,0.02119606,0.0172822,0.01694915,0.04066438,0.0122449,0.02747989,0.00141844,-0.01489203,0.01219512,0.03376019,0.01844864,-0.00153257,0.02101401,0.07002801,0.01583211,-0.00524246,0.0013587,0.00827991,0.01946472,0.00418848,0.01334976
2018-46,-0.0264574,-0.04115226,-0.00864553,-0.04917546,-0.01509434,-0.00355282,-0.00342173,-0.00599129,-0.00074488,-0.02517513,-0.00570613,-0.01201311,-0.01431801,0.00117371,-0.01504702,-0.05281941,-0.03683181,0.00271248,-0.04900938,-0.02202457,-0.03346203,-0.05844317,0.00432588,-0.0225641,-0.0126634
2018-45,-0.00328731,0.04414894,0.04726368,0.13146448,0.04216244,0.04252199,0.00084674,0.03047091,0.00373413,-0.00066637,0.02592187,0.03633611,0.02760736,0.01175088,0.04214147,0.02857143,0.02385686,-0.0258467,0.01464946,0.0568487,0.04138852,0.02309237,0.03528988,-0.011,0.04222689
2018-44,-0.02046414,-0.040857,-0.0441655,-0.08684619,-0.02752976,-0.01938993,0.0474934,-0.04781705,-0.01172161,0.01607575,0.00898957,-0.04051173,0.00745156,0.0215311,-0.02682071,-0.00561798,-0.00322165,-0.00357462,-0.02606952,-0.03026482,-0.03575832,-0.02827702,-0.03538928,0.01706827,-0.01772616
2018-43,0.04598718,0.1237402,0.09132653,0.23198041,0.07425214,0.06760204,0.03636364,0.05327414,0.03612167,0.0548041,0.06060606,0.00612613,0.04031008,0.05505762,0.07330076,0.04595997,0.09317862,0.0625,0.07664497,0.02275655,0.01756587,0.07887909,0.09210526,0.07327586,0.06495764
2018-42,-0.0607055,-0.06099436,-0.02803287,-0.10666667,-0.03568717,-0.03652968,-0.02802102,-0.01000527,-0.00150716,-0.04945295,-0.0513181,-0.0363886,-0.03370787,-0.03506651,-0.03494001,-0.03263889,-0.03114421,-0.0347667,-0.05222109,-0.0410069,-0.03909953,-0.05161134,-0.03321799,-0.08635918,-0.02997106
2018-41,0.00431389,-0.0385566,-0.00293255,-0.01724138,-0.0048383,-0.00192077,0.00794351,-0.00052854,-0.01037806,0.01134342,0.00423878,-0.00539629,0.00377074,0.01101591,-0.00296296,0.0070373,-0.01343635,0.0,-0.01974565,-0.00402253,-0.00581395,-0.01424777,-0.03018996,-0.01277014,0.0014547
2018-40,-0.03045382,-0.02280446,-0.00859189,-0.05340472,-0.01489203,-0.03008396,-0.03842869,-0.0196281,-0.01791473,-0.03592046,-0.03835709,0.0515687,0.00300526,-0.02380952,-0.01648465,-0.00907821,-0.05576801,-0.02770331,-0.02669271,0.0350803,0.036452,-0.02370336,-0.02048909,-0.0407197,-0.02456706
2018-39,-0.04655493,-0.03551661,-0.04820373,-0.14290793,-0.04847482,-0.04343932,-0.03199344,0.02854007,-0.01845935,-0.04512343,-0.0394822,0.00843727,-0.0620155,-0.01652893,-0.04701023,-0.01907357,-0.02717727,-0.0466497,-0.02831079,-0.00505051,0.01108374,-0.01820696,-0.04190296,-0.01123596,-0.03912454
2018-38,0.02692895,-0.01329056,-0.00090621,0.01080043,0.00403705,-0.00288632,-0.00967742,0.02333333,-0.01125572,-0.00222492,0.00194301,-0.01944544,-0.0132128,-0.00701754,0.00494071,-0.0122449,-0.02221546,-0.0124792,0.00285081,-0.01115242,-0.01320528,0.00746965,0.00188442,-0.00561798,0.00252869
2018-37,0.03172414,0.0901034,0.03391384,0.11886204,0.03979492,0.01272037,0.01301871,0.04145372,0.03882784,0.01995064,0.01391586,0.02008032,0.01932713,0.02860548,0.03539644,0.04061625,0.04818124,0.02214651,0.07827855,0.02478992,0.03217822,0.04546554,0.02298117,0.0093985,0.02982107
2018-36,0.02916331,0.0268083,0.0134073,0.05740666,0.0199852,0.01669298,-0.01050081,-0.0022779,0.0,0.0143213,0.02439024,0.01329282,0.02119883,-0.00238379,0.01881391,0.02631579,0.03173554,0.00865801,0.02750696,0.01303215,0.01020408,0.02702703,0.0254101,0.01550388,0.01684717
2018-35,-0.02830006,-0.01731816,-0.00907441,-0.05505825,-0.01822542,-0.01622096,-0.01605136,0.01380104,0.00623853,-0.03175554,-0.04368622,-0.01037037,-0.01083815,-0.01061321,-0.01847804,-0.01873699,-0.0220136,-0.01618399,-0.01504274,-0.00893617,0.0,0.00298063,-0.04802432,-0.02571429,-0.01657566
2018-34,-0.0096463,-0.0361949,-0.0343075,-0.05571273,-0.01868943,-0.00747384,-0.01182033,-0.04027927,-0.02403676,0.01315257,-0.01891551,-0.04079498,0.00769769,-0.00577367,-0.01476793,-0.01540522,-0.01230284,0.00340136,-0.02030789,-0.04055118,-0.04022989,-0.02214892,-0.01840309,0.0047259,-0.01153119
2018-33,0.01377838,0.02239533,0.00956522,0.06455513,0.022983,0.01441678,0.01784266,-0.00327869,-0.00140647,0.02191894,0.00576369,0.0140896,0.01708185,0.00468384,0.02103592,0.00340136,0.00940642,0.03141361,0.00839208,0.01673469,0.02497027,0.00578174,0.0248062,0.01168452,0.02061054
2018-32,-0.02280634,-0.05197216,-0.01209503,-0.02393203,-0.00621266,0.00526894,-0.00406835,-0.01687534,0.01211258,0.00062189,0.00711284,-0.07002039,-0.01079137,-0.01288056,-0.00515362,-0.01285521,-0.00032436,-0.01034483,-0.02413223,-0.0441989,-0.05797101,-0.01916627,-0.02581233,0.00294695,-0.00135685
2018-31,0.00152584,-0.01353791,-0.03052805,-0.04904721,-0.01550208,-0.01959545,-0.01515152,-0.06555724,-0.03197279,-0.01382395,-0.00573066,-0.01647287,-0.01736111,-0.02265006,-0.01611047,-0.00854701,-0.00317158,0.00769231,-0.02393872,-0.01429646,-0.01914894,-0.03541238,-0.00030048,-0.02445908,-0.01352621
2018-30,-0.0083113,-0.03753236,-0.01175041,-0.02991058,-0.00909918,0.00293747,-0.01014832,0.01530612,0.00068493,0.00654798,-0.01193093,-0.00760697,-0.00069396,-0.01664817,-0.00812547,-0.01360985,0.01048951,-0.01006711,-0.01865672,-0.00407257,0.00210526,-0.02213369,-0.0003023,0.02502406,-0.00926612
2018-29,-0.0046322,0.0311804,0.01727684,0.06989189,0.02347745,0.03056393,0.0,0.04051173,0.01453287,-0.00426309,0.01697086,0.00697306,0.02066999,0.01812005,0.02335006,0.05241661,0.0205854,0.03006873,0.04642857,-0.00475668,-0.00623053,0.0300478,-0.05825776,0.00486855,0.02724328
2018-28,0.00240296,-0.0101277,-0.01053912,0.02098819,0.00814711,0.00192143,0.00788644,0.03734212,0.00906555,0.00814498,0.00222646,-0.00591532,-0.00213371,0.00798176,0.00733308,0.00478796,-0.00346021,-0.00253807,-0.00742894,-0.01069519,-0.02215509,0.00978565,-0.00574398,0.00686275,0.00379795
2018-27,0.00405306,-0.03868797,-0.00441767,-0.02404957,-0.00780891,0.0012728,-0.00704777,0.01,0.00069493,0.00966482,-0.00345477,-0.02938531,0.0129683,-0.00899888,-0.00744133,-0.02382528,0.00185816,-0.01429773,-0.02838428,-0.03386931,-0.0311284,-0.01660601,-0.00488202,-0.01072125,-0.00752021
2018-26,0.01980198,-0.00472509,0.02964509,0.03122507,0.01182872,0.00625,0.02597403,0.03647944,0.02292264,0.01324364,0.00509068,0.03540373,0.00444774,0.01740139,0.01118524,0.02251023,0.0117237,0.01381693,0.01579626,0.02899576,0.02997003,0.02222748,0.02487423,0.0049456,0.00710718
2018-25,-0.01480385,0.00042553,-0.00453983,-0.00418917,0.0,-0.01035065,-0.00400641,-0.00229095,-0.02600068,0.00165975,-0.0104551,0.00556242,-0.00575954,-0.01934016,0.0,-0.01002004,-0.00188798,-0.0152027,0.00571066,-0.00279623,-0.00986193,-0.00559963,-0.01358846,-0.00488759,0.00037857
2018-24,-0.02249956,-0.02724359,-0.00883179,-0.03532303,-0.01051909,-0.01751494,-0.00941176,0.00172216,0.00407609,-0.0186,-0.01205909,0.00215054,-0.01137171,-0.0045045,-0.01136364,-0.02294455,-0.01256898,-0.00487409,-0.01759709,-0.00412797,0.00487805,-0.00917842,-0.01326964,-0.00671785,-0.02031107
2018-23,-0.03067797,-0.05465511,-0.00985804,-0.06691176,-0.02381477,-0.0187363,-0.00619195,-0.01126126,-0.03333333,-0.01176932,-0.04091559,-0.00943396,-0.02592087,-0.00557414,-0.02210449,-0.02515337,-0.01461814,-0.01115538,-0.04370478,-0.0240481,-0.01434034,-0.03527375,0.02357085,-0.01509434,-0.02723599
2018-22,0.01661813,0.03477921,0.00118343,-0.03168545,-0.01004148,-0.01295896,-0.01454824,-0.04343164,0.02583026,0.00972608,-0.00057703,-0.00030647,-0.00752909,-0.01847826,-0.0081448,0.01057872,0.00845411,-0.014377,0.01561119,-0.0003349,0.00096154,-0.0028169,0.00826674,0.02332362,-0.00645612
2018-21,0.01530343,0.02893236,0.02319902,0.06075039,0.02162649,0.02849117,0.02096273,0.0233463,0.00756014,0.0040008,0.0172619,0.0052356,-0.02038043,0.00749465,0.02148328,0.04953765,0.01706485,0.00397141,0.03343558,0.00801871,0.00380952,0.03130631,0.04561404,0.008867,0.01770703
2018-20,-0.02159973,-0.04915572,0.01414141,0.00336578,0.00176328,0.00158604,-0.04020468,-0.00369588,-0.02938263,-0.00118647,-0.01013318,-0.00697816,0.01939058,-0.02466598,0.00182983,-0.02798982,-0.04064801,-0.0155521,-0.04167864,-0.00493746,0.0038059,-0.03609118,-0.00377907,-0.02838221,-0.00192915
2018-19,0.01235839,-0.00188608,-0.03095611,-0.08565401,-0.02927879,-0.00907477,0.0,-0.04170905,-0.01074569,-0.01549931,-0.01665709,-0.02126385,-0.03683858,-0.01028807,-0.02630166,0.0254902,0.00900901,-0.01389961,-0.00833094,-0.01044727,-0.00943396,0.00589846,-0.01154068,0.00674374,-0.01776168
2018-18,0.00957021,0.04163394,0.00472255,0.07734453,0.0270031,0.01152394,-0.00731529,0.00555275,-0.01566997,0.0129948,0.01999412,0.01537071,-0.0013541,0.0062435,0.02496787,0.03885481,0.00941677,-0.00694981,0.03935116,0.0187747,0.02207294,0.02402597,0.02488152,0.0098912,0.01860628
2018-17,-0.0134182,0.01028888,-0.01317319,-0.03241223,-0.01045069,-0.00509404,0.00588668,-0.04380952,-0.0174618,0.01375683,-0.00088002,0.03214838,-0.02427512,-0.00416667,-0.01065559,0.02081888,0.01644431,-0.00395257,0.01674787,0.00926845,0.00577478,0.0153711,-0.01388889,0.00993049,-0.00896397
2018-16,-0.00700137,-0.0218894,0.00775795,0.02154648,0.00806276,-0.001168,0.02800908,-0.00515947,-0.01441276,0.00080241,0.01172677,0.00673813,-0.0046729,0.02008457,0.0068654,-0.03691496,-0.0088848,-0.00938233,-0.02275414,0.005923,0.00477555,0.00065631,-0.01899474,0.01196411,0.00552677
2018-15,0.0075111,0.03358063,-0.00984848,-0.0243136,-0.00772201,-0.01033097,0.0,0.02082347,-0.01617735,-0.024073,-0.01610121,0.0009009,-0.01048493,0.0116649,-0.00800142,0.01470588,0.01075269,-0.00933852,0.04432895,0.02473615,0.02380952,0.04675853,0.02261232,0.00498008,-0.00462012
2018-14,0.02585459,0.03602882,0.00609756,0.02674161,0.00932148,0.00774293,0.00752445,0.02250958,-0.00828157,0.00921569,-0.00144175,0.03605844,0.00065531,-0.00105263,0.00989031,0.02792916,0.02517306,0.007109,0.0403944,0.04513064,0.04003906,0.0427189,0.00448699,0.00502513,0.00618982
2018-13,0.00648895,0.01089588,0.0127907,-0.02230204,-0.00711054,0.00684932,0.02265625,-0.00188235,0.00119119,-0.00372768,-0.00493039,-0.00278465,-0.00330469,0.02516411,-0.00483784,-0.00479452,0.01625239,0.01462226,-0.00506009,-0.01121002,0.00393701,0.00235294,-0.00446694,0.01437372,0.00189394
2018-12,-0.01032848,-0.0120952,-0.00981873,-0.01155257,-0.00253271,0.00621118,0.00076982,-0.00231803,0.0071535,-0.01348016,0.00085592,-0.02469512,0.00456919,-0.02006336,-0.00122915,-0.00606469,-0.02189781,-0.02012384,-0.00434243,-0.00654664,-0.01077375,0.00842302,-0.03861111,-0.0160804,0.00474335
2018-11,-0.03586322,-0.04025826,-0.03292181,-0.11171952,-0.03672613,-0.03210832,-0.01472868,-0.00471476,-0.01680168,-0.04389881,-0.04061625,0.03293224,-0.0019544,-0.0192926,-0.03533322,-0.02488231,-0.04256577,-0.02846154,-0.03267176,0.03001364,0.03166496,-0.04978404,-0.05771277,-0.019,-0.03552189
2018-10,-0.02183053,0.00074488,-0.03202591,-0.03961236,-0.01311207,-0.00890995,-0.00308166,-0.02851969,-0.00088705,-0.00678028,-0.00608407,-0.01790763,-0.01532567,-0.00642398,-0.01230349,-0.02249357,-0.00774083,-0.00687023,-0.0011951,-0.01919894,-0.01398601,-0.02812027,-0.00929512,-0.03062201,-0.00926079
2018-09,0.03555181,0.01101824,0.02292052,0.09690255,0.03221704,0.01424172,0.01898734,0.0171217,0.02519496,0.03489475,0.02257973,-0.0028427,0.00909682,0.01530055,0.03089689,-0.02697616,0.05613179,0.02270948,0.0030175,0.01655405,0.01632653,-0.00992021,0.03311966,0.02534113,0.02264278
2018-08,-0.03908795,-0.0620294,-0.032097,-0.11974065,-0.0409202,-0.02059539,-0.03156274,-0.0328977,-0.0209625,-0.02280374,-0.02365887,-0.02259362,-0.02506427,-0.02250804,-0.03788651,-0.05958702,-0.06501283,-0.00996169,-0.06435224,-0.03110675,-0.03532875,-0.04665023,-0.0204461,-0.02995169,-0.03864971
2018-07,0.01907581,0.02737158,0.02119883,0.05166766,0.01777499,0.01498559,0.00625489,0.02226345,0.01224612,0.01150307,0.01918122,0.00985692,-0.00765306,0.00108578,0.01743679,0.03052503,0.03065569,-0.0053313,0.01657941,0.0,0.00201005,0.00907556,0.01284453,0.02775025,0.01976881
2018-06,0.04115014,0.07047244,0.04018025,0.15475307,0.05070423,0.03880244,0.02481986,0.03204209,0.0381869,0.03380783,0.03436123,0.02568167,0.04313725,0.05353075,0.04722422,0.0527307,0.02078522,0.0408,0.05368926,0.04177898,0.03343465,0.08505386,0.05970572,0.02553626,0.0383693
2018-05,-0.02178423,-0.04550669,-0.02122115,-0.072925,-0.01921002,-0.01412319,-0.00241935,-0.01292484,0.0210728,-0.00986193,-0.02796195,-0.05400372,-0.04375396,-0.01934016,-0.01795332,-0.04110429,0.00990396,-0.01358913,-0.00030312,-0.06169581,-0.07072692,-0.00229148,0.02621502,-0.02419355,-0.02751055
2018-04,-0.03714424,-0.05255631,-0.04166667,-0.12693032,-0.0436255,-0.03752277,-0.02945619,-0.01761518,-0.02893891,-0.01733458,-0.03069818,-0.03831188,-0.00692695,-0.02577873,-0.04220671,-0.02026636,-0.07368703,-0.03365744,-0.0670562,-0.04659162,-0.04413146,-0.06284039,-0.0197058,-0.04855275,-0.03187759
2018-03,0.00382592,0.0125854,0.01302262,0.08017861,0.02678751,0.01904762,-0.01186064,0.04477612,-0.00258695,-0.01325723,0.01314708,0.00815376,0.01314143,-0.00426439,0.02535684,0.0263789,0.01483279,-0.00592593,0.00615729,0.0033732,0.00829493,0.01263158,0.02461103,0.01315789,0.02733301
2018-02,0.01510476,-0.00462963,0.01391788,0.0666104,0.02278848,0.0128972,0.00525526,0.02336671,0.00728651,0.01132356,0.00359513,-0.03305085,0.00317058,0.00106724,0.0222721,0.00183262,-0.04170958,0.00825206,0.01391255,-0.01979604,-0.01983769,0.0091431,0.01889535,0.00474383,0.01992032
2018-01,0.01516881,0.02161383,0.00695652,0.023066,0.00769391,0.0114554,0.00765111,0.01501938,0.02618904,0.00540742,0.00502372,0.02900266,0.0044843,0.01291712,0.00831169,0.02583026,-0.00998502,0.01059002,0.0336758,0.03634669,0.02338634,0.02973262,-0.00057274,0.00093897,0.00582363
2018-00,0.02217406,0.00877835,0.01910152,0.06806442,0.02340924,0.02244389,0.0,0.02227723,0.02217431,0.03932584,0.01486139,-0.01887332,0.00259403,-0.00650759,0.02159674,0.03592423,0.02093564,0.01150307,0.00731636,-0.02380952,-0.02452316,0.02448253,0.0199765,0.02097235,0.0121519
2017-52,0.00205409,0.03735409,0.01235914,0.04167364,0.01407212,0.0319936,0.01421801,0.01439589,0.00283197,0.00369434,0.02359882,-0.00498096,0.0167336,0.01907969,0.01539025,0.01006711,0.010155,0.01652242,0.02187982,0.0046729,0.0,0.00512343,-0.01080757,0.01771654,0.0248765
2017-51,0.01158769,0.04236253,0.01701183,0.0318076,0.01088405,0.01410437,0.01443464,-0.06002928,0.01048618,-0.00690052,-0.01768116,0.0487115,0.02247956,0.0,0.01222449,0.0348675,0.00266312,0.00633914,0.03152866,0.01698718,0.01542912,0.03082524,-0.00711744,0.013,0.00176585
2017-50,0.00088121,0.03386198,0.00074794,0.0,0.0,0.00964103,0.00161812,0.00449326,-0.00126382,0.00861057,0.01204819,0.03642384,0.01241379,0.01495972,0.0003746,0.03104693,0.01217151,0.00963855,0.01786305,0.02679169,0.03245436,0.0004985,-0.00454408,0.00916497,0.00196956
2017-49,0.02789426,-0.02255319,-0.01883309,-0.00171295,0.00022578,-0.01425662,0.00903862,-0.00794834,0.01143947,-0.00452934,-0.00560142,-0.03114965,0.0,0.03080569,-0.00244269,-0.01291248,-0.02770986,-0.00724055,-0.00564035,-0.02314815,-0.02602603,0.00201918,0.02440571,-0.00915565,-0.00839136
2017-48,-0.02182012,-0.03564113,-0.01746089,-0.07392507,-0.0249283,-0.00725806,0.01236603,-0.02572816,0.00096,-0.0235876,-0.00557675,-0.02379481,-0.01087695,-0.00920598,-0.02172312,0.02496329,-0.01268834,-0.00713154,-0.01259947,-0.00936088,-0.00980392,0.00595392,-0.0560332,0.01434426,-0.01410935
2017-47,0.01475293,0.03963287,0.00036062,0.04038462,0.01388583,0.01428571,0.01163757,0.02253797,0.02465483,0.02480292,0.02224859,0.01265422,0.01800554,0.00686499,0.01214351,0.0171131,0.02550336,0.00950119,0.02942171,0.03367448,0.03115578,0.02932629,0.01938562,0.0102145,0.01523742
2017-46,0.01127618,-0.03613007,0.02411874,0.03893587,0.01347104,0.01033485,-0.00895765,0.01488095,0.01276024,0.0007764,0.00177725,0.01607818,0.00558659,-0.010181,0.01254917,-0.00737463,-0.02041885,0.00239044,-0.03365226,0.01488095,0.02121212,-0.0157563,0.0380774,-0.01008065,0.00391529
2017-45,-0.02167074,-0.0141844,-0.01464665,-0.03633451,-0.01217353,-0.0138634,-0.03464567,-0.02523047,-0.01789857,-0.00077146,-0.01045904,-0.02114618,-0.00554401,-0.02970297,-0.01035886,-0.01810282,0.0198232,-0.01254902,-0.01838117,-0.03580482,-0.04238921,-0.03703704,-0.01967415,-0.01783944,-0.00123762
2017-44,0.00017637,0.01389456,-0.00222635,0.03214799,0.01063108,0.01178904,-0.01172791,-0.02034884,0.00264725,0.01442403,0.02395927,-0.01083591,-0.00969529,-0.00661521,0.0109558,0.01634473,0.00489263,0.00316206,0.02441472,-0.03069214,-0.02694899,-0.0033121,0.0053009,0.01002004,0.00931232
