Name,SR_month,Omega_month,RisknessR_month
HILO,0.12626207202179823,0.16992021394766385,6.846186195724782
FONE,0.1447739781851329,0.12380103381334272,6.790369146387988
KOL,0.2086914723397539,0.3285086893166869,6.177690873089428
SOCL,0.15331882539341732,0.17565266533577756,5.749814978881544
IEMG,0.10703214413748904,0.12531704372379274,5.560465548984081
FLN,0.18385269387525818,0.32525470742174234,5.389837473053874
EEM,0.1047045814506243,0.12983359611986509,5.248952348830231
FAN,0.10337557196763239,0.11022688861406361,4.90991766320587
PICK,0.15794967253167125,0.20441194135481175,4.329385497207183
TLTE,0.08049297290155724,0.10089505694172123,4.033803725737537
SLX,0.1584156503261966,0.2421742692108749,3.781577848006388
COPX,0.10619171728137583,0.14521095521609967,2.1544496207789545
LIT,0.05929704737281331,0.0752176964240868,2.128386282719936
GDXJ,0.08636192793562866,0.16956622826047102,1.6570064289141102
SLVP,0.08722850204244424,0.1587430002451753,1.6188870657467838
PBD,0.03319327235391058,0.03630985503270012,1.5308594043639865
AADR,0.03292129084874084,0.039742443601810194,1.4150314772191344
EDC,0.08027958653517497,0.0982422564496869,1.341405631463267
SIL,0.06707395767190613,0.13682545176975447,1.2963683975964475
ICLN,0.0074368010474088735,0.009682104101193944,0.31536584390895217
EEMS,0.0010090164653750076,0.001136581150925823,0.05459789888407858
FM,-0.014351898051876498,-0.01601292316611141,-0.7507633891304668
FPA,-0.02805818823579203,-0.04104434305182488,-1.327280407777894
SOIL,-0.051939026760885666,-0.05966352468143672,-2.4551975132594213
ECON,-0.06488678915597428,-0.092859630287557,-3.2306161631822827
