Week,CBND,CORP,GSY,IGIB,IGSB,LQD,PFIG,QLTA,SPIB,SPLB,USIG,VCIT,VCLT,VCSH
2016-30,0.00503018,0.00627895,0.000212,0.00454007,0.00222627,0.00590868,0.00330715,0.00402658,0.00453035,0.01230159,0.00409197,0.00604341,0.01017992,0.00359664
2016-29,0.00167898,0.00350841,0.00042427,0.00138258,0.00020235,0.00206204,0.00289855,0.00343226,0.00211608,0.00675407,0.00195274,0.00309062,0.00749643,0.00293764
2016-28,-0.00767434,-0.00717213,0.00084944,-0.0037431,-0.00101071,-0.00800427,-0.00494845,-0.00681636,-0.00452352,-0.02260327,-0.01006192,-0.00738189,-0.02255027,-0.00465116
2016-27,0.00739496,0.00339227,0.00084998,0.00157604,0.0,0.00759743,0.00206954,0.0062274,-0.00030102,0.01258851,0.00505443,0.00221348,0.01106143,-0.00106171
2016-26,0.00236327,0.01412134,0.0,0.00635804,0.00324346,0.01400509,0.00291545,0.00567836,0.00302939,0.0215798,0.00926291,0.00759462,0.01717673,0.00601443
2016-25,-0.00068166,0.00315491,0.00063721,0.00319107,0.00121704,0.00458716,0.00041632,0.00512505,0.00365854,0.00123762,0.00377583,0.00514752,0.00332144,0.0021399
2016-24,0.00170765,-0.00178665,0.0,-0.00039849,0.00040584,0.0,-0.00125,-0.000409,0.0,0.00041186,0.00019845,-0.00162866,-0.00159236,0.0002677
2016-23,0.00652473,0.00242309,0.00021268,0.00380076,0.00162602,0.00746613,0.00208943,0.00555099,0.00458716,0.01123128,0.00478564,0.00554505,0.01167267,0.00228127
2016-22,0.00899032,0.00817323,0.00021272,0.0050221,0.00183187,0.01078167,0.00926706,0.00994613,0.00337527,0.01731419,0.00864495,0.01003684,0.01661422,0.0048511
2016-21,0.00590278,0.00266241,0.0,0.00100685,0.00020375,0.00214612,-0.00294118,0.00457666,-0.00245549,-0.00211595,0.00262097,0.00076462,0.00202199,-0.00121261
2016-20,-0.00929112,-0.00845487,0.00021295,-0.00320963,-0.00183001,-0.00584416,-0.00418936,-0.00927453,-0.00366972,-0.01172039,-0.00461199,-0.00784611,-0.00878404,-0.00309057
2016-19,-0.00068799,0.00063452,0.00063952,0.0,-0.00060963,0.00250255,0.00420875,0.0012366,-0.0021335,0.0041841,0.00080064,0.00227589,0.00199975,-0.00107455
2016-18,0.00833044,0.00371235,0.00021322,0.00120434,0.0006105,-9.258e-05,0.00294985,0.00289316,0.00398529,0.01613588,0.00241061,0.00317178,0.00982368,0.00215517
2016-17,0.00627834,0.00747783,0.00042689,0.00302054,0.00101874,0.00801566,0.00337981,0.0045577,0.0042958,0.0123562,0.00565086,0.00267652,0.01167513,0.00094352
2016-16,-0.00382609,0.00246121,0.00064075,-0.00060314,-0.00020362,-0.00018593,0.00042212,-0.00206484,0.00061406,0.00042409,0.00100725,0.0005091,-0.00012647,-0.00053858
2016-15,0.00104603,-0.00352188,0.0006413,0.00181269,0.00020375,0.00308037,-0.00084495,0.00352697,-0.00306466,0.00898973,0.00343365,0.00280755,-0.00228166,0.00134825
2016-14,0.00455342,0.00460385,0.0,0.00181781,0.00245098,0.00280794,0.00381679,0.00478967,0.00338462,0.00861326,0.00365038,0.00294532,0.00907232,0.0022973
2016-13,0.00352485,0.0066933,0.00021395,0.00690776,0.00245751,0.01059402,0.00554371,0.00777148,0.00246609,0.01087429,0.00942044,0.00853264,0.01608301,0.00474963
2016-12,-0.00105932,-0.00183565,0.00021409,0.00183225,0.00102417,0.00275221,-0.00341588,0.00084175,0.0,0.00839965,0.00225873,0.00064683,-0.00453016,0.00122349
2016-11,0.01036455,0.00818331,0.00085727,0.00716919,0.00246255,0.00985929,0.01078981,0.01042553,0.00779059,0.01573741,0.00869205,0.01334554,0.0102228,0.00505326
2016-10,0.00287356,0.00894929,-0.00064267,0.00287888,0.00102733,0.01116396,0.00346771,0.00642123,0.00156397,0.01318781,0.00291121,0.00433925,0.0255164,0.00287868
2016-09,-0.00214746,-0.00341786,0.0002145,-0.00123026,0.0006164,0.00107025,0.00130265,-0.00405031,-0.00497822,-0.0004562,0.00334099,0.00039406,0.0068278,-0.00136799
2016-08,0.00467794,0.00434734,0.00042937,0.00308705,0.00041118,0.0082458,0.0008707,0.00321958,0.00374883,0.0073903,0.00398323,0.00794281,0.00327869,0.00425766
2016-07,-0.0010803,0.00651319,0.00064433,0.00164982,0.00041152,0.00713295,0.01007446,0.00626079,0.00376766,0.01359587,0.00379507,0.00492676,0.0068975,0.00220113
2016-06,-0.0086145,-0.00502176,-0.00235546,-0.00287711,-0.00041118,-0.00441739,-0.00652458,-0.00300172,-0.00563204,-0.00922935,-0.00188719,-0.00502779,0.00303616,-0.00328812
2016-05,0.00036127,0.00292463,0.00064281,0.00454827,0.00123584,-0.00029592,0.00087489,0.00216357,0.00062933,0.00372787,0.00105574,0.00372936,-0.00069195,0.00096075
2016-04,0.00252799,0.00449893,0.00021441,0.00414336,0.001443,0.00643182,0.00087527,0.004765,0.00598048,0.0027946,0.00657476,0.00547397,0.00415685,0.00192308
2016-03,-0.00469314,-0.0037037,0.00042845,-0.00082799,0.00020606,-0.0007902,-0.00305277,-0.00151319,-0.00156887,-0.00232992,-0.00169384,-0.00093346,-0.00289535,-0.00013727
2016-02,-0.00072124,0.00033595,0.00064309,0.00227508,-0.00020602,-0.00108044,-0.00305011,0.00172749,0.0,0.0,-0.00337339,0.00013287,-0.00013717,0.00013725
2016-01,-0.00179727,0.00958827,0.00085782,0.00560515,0.00123737,0.00600808,0.00306078,0.00956522,0.00471254,0.01113689,0.00443506,0.00439648,0.00950021,0.00082486
2016-00,-0.00108578,-0.00157427,-0.00021427,-0.00020738,0.0018595,-0.00353149,0.00660211,-0.00260304,-0.0037653,-0.00461467,-0.00231725,-0.0014653,-0.00668851,0.00082497
2015-51,0.00217155,-0.00123665,0.00042872,0.00124481,-0.00020631,0.00275103,-0.01003053,0.00021711,-0.00062716,-0.00276625,-0.00147306,0.00267058,0.00082079,0.00261636
2015-50,0.00144404,-0.00022479,-0.00021436,0.00062267,0.00020636,0.00108268,0.0004386,-0.00021716,0.0,0.0055607,-0.0012621,-0.0013344,0.00300834,-0.00041294
2015-49,-0.00784873,-0.00379253,0.0,-0.00144449,-0.00020593,-0.00224215,-0.00348584,-0.00043113,-0.00311333,-0.00549954,0.00146628,0.00013277,0.00271186,-0.00109769
2015-48,-0.00214362,-0.00111657,0.0,-0.00165051,-0.00082338,-0.00282403,0.00043573,-0.00173235,-0.00373018,-0.00459982,-0.002096,-0.00251689,-0.00515534,-0.00123355
2015-47,-0.00178699,0.00100604,0.0,0.00144658,0.00061805,0.00165886,-0.00174444,0.00173385,0.00093371,-0.00138185,0.00252154,0.00053043,0.0014968,0.00178253
2015-46,0.00253256,0.00257934,-0.00042882,0.00020661,-0.00041186,0.00401843,0.00087642,0.00173762,0.0,0.00370714,0.00358423,0.00252525,0.01126064,-0.00164339
2015-45,-0.00325733,0.0018016,-0.0002145,0.00165734,0.00082406,0.00502463,0.01490574,0.00502293,0.00406631,0.0,0.00401776,0.00682914,0.00606061,0.00316543
2015-44,-0.00860215,-0.00536613,-0.00042891,-0.00576844,-0.00164508,-0.0073235,-0.00393529,-0.006509,-0.00528278,-0.01908224,-0.00858819,-0.00570746,-0.01181423,-0.00397206
2015-43,-0.00499287,-0.01255922,0.00042909,-0.00307819,-0.00123229,-0.00781401,-0.00216638,-0.00258565,-0.00463106,-0.00987876,-0.00457285,-0.00747345,-0.01031204,-0.0023205
2015-42,0.00502332,0.00011073,0.0,0.0,-0.00020547,0.00154814,0.0,0.00194974,0.00216651,0.00362976,0.00041658,0.00170985,0.00689562,0.00136519
2015-41,0.00682716,0.00356387,0.00064364,0.00205846,0.00102881,0.00300854,-0.0004344,0.00108483,-0.00030931,0.00319052,0.00104341,0.00396354,0.00311738,0.00122968
2015-40,0.00576784,0.00324095,-0.0006435,0.00020606,0.00020589,0.00195274,0.00174216,0.0013069,0.00062035,0.00368324,-0.00208899,0.00225524,0.00259209,0.00123153
2015-39,0.00288184,0.00526552,-0.00085727,0.00496689,0.00185567,0.00528634,0.00436681,0.00523903,0.00279677,-0.00045893,0.00652082,0.00678914,0.00724143,0.0043956
2015-38,-0.00395826,-0.00022416,0.0,-0.00103434,0.00041237,0.00078516,0.00305944,0.0,0.0,-0.00046125,0.00042194,0.00026702,0.00398735,0.00041197
2015-37,0.00360101,0.00336361,-0.00021436,0.00331469,0.00144509,0.00559701,0.00526316,0.00306346,0.00404355,0.01061375,0.00294923,0.00320085,0.00547196,0.00068672
2015-36,0.0025289,0.00056167,0.0,0.00165837,0.00020636,0.00088443,-0.00175131,-0.00087451,0.00218204,0.00323625,-0.00105396,0.0020024,0.00109649,-0.00013729
2015-35,0.00763359,0.00484289,-0.00085782,0.00436047,0.00123865,0.01167623,0.00131752,0.00878542,0.00280461,0.0158066,0.00932796,0.012532,0.01704073,0.00358324
2015-34,-0.00794511,-0.0043673,0.00021455,-0.00207297,0.00186027,-0.00295217,0.00570175,-0.00847458,0.00156104,-0.00826446,-0.00442012,-0.00615797,-0.00926809,0.00096512
2015-33,0.00578244,0.00123153,-0.00064322,0.00103713,0.0008261,0.00196657,0.00835532,0.00392413,0.00311526,0.00549451,0.00168173,0.00321414,0.00352256,0.00068871
2015-32,-0.00108108,0.00022419,-0.0006435,-0.0004152,0.00061996,9.865e-05,-0.00131234,0.0,-0.00093458,-0.00412655,0.00189633,0.0,0.00463531,0.0008277
2015-31,-0.00467458,-0.00245043,0.00021459,-0.00392724,-0.00165153,-0.00362248,-0.00825728,-0.00108814,-0.00217189,0.00182315,-0.00418498,-0.00213305,-0.00296696,-0.00466969
2015-30,0.00253073,0.00392641,0.0,0.00290276,0.00061958,0.00413834,-0.00259291,-0.00021891,0.00123993,0.00734956,0.00336913,0.00227486,-0.00013557,0.00206469
2015-29,0.00399709,0.0067766,0.00064433,0.00166286,0.00020661,0.00564972,-0.00655594,0.00706246,0.00217662,0.01070764,0.0057155,0.00456928,0.01793598,0.00068908
2015-28,0.00254453,0.00396152,-0.00042937,0.0014553,0.00041314,0.00576827,0.00526316,0.00644158,0.00342679,0.01603017,0.00594354,0.00417396,0.01593737,0.00055134
2015-27,-0.00720202,-0.00101603,-0.00085874,-0.00331263,-0.001443,-0.00748547,-0.00304745,-0.0070609,-0.00402601,-0.02352399,-0.00400928,-0.00534831,-0.01661631,-0.00068842
2015-26,-0.00036232,-0.00259184,0.00064475,0.0,0.00082542,-0.00128382,-0.0008707,-0.00044307,-0.00185816,-0.00835267,-0.00126904,-0.00066872,-0.0033264,0.00082747
2015-25,-0.00867365,-0.00462702,-0.00042955,-0.00269822,-0.00041305,-0.00574485,-0.00612423,-0.00376356,-0.00309981,-0.01076275,-0.00592718,-0.00509179,-0.01192457,-0.00179236
2015-24,0.0028954,0.00258863,-0.00021482,0.00435956,0.00124018,0.00563464,-0.00043706,0.00419982,0.00372093,0.00370714,0.00274551,0.00790885,0.00814355,0.0019321
2015-23,-0.00144613,-0.00101237,0.00021478,-0.00228074,-0.00061958,-9.882e-05,-0.00394046,-0.00286407,-0.00186104,0.00092894,-0.00126609,-0.00120643,0.00041385,-0.00096525
2015-22,-0.00754039,-0.01222766,0.00021487,-0.00762887,-0.00185644,-0.01142243,-0.00175208,-0.01157711,-0.00616903,-0.01732786,-0.00982236,-0.01087822,-0.01840823,-0.00384668
2015-21,-0.00071505,-0.00077459,0.00021492,0.0,0.0,-0.00067915,0.00261666,0.0010898,0.00030694,-0.00135135,-0.00332433,0.00079323,-0.00214305,0.00027457
2015-20,0.00251708,-0.00011123,-0.00021505,-0.00082355,-0.0004122,-9.744e-05,-0.00304878,-0.00804698,-0.00184049,-0.00227273,-0.00166493,-0.00132521,-0.00283669,-0.00233068
2015-19,0.00467458,0.0071333,0.00064544,0.0059905,0.0014436,0.0079922,0.00087298,0.0061229,0.00553846,0.01183971,0.00751409,0.00757576,0.01258968,0.0039879
2015-18,0.0,0.00377107,0.00064586,0.001853,0.00082491,0.00367967,0.0026178,0.00043478,0.00337423,-0.00936246,0.00186683,0.00118718,-0.00106369,0.00027476
2015-17,-0.01639344,-0.0142686,0.00021533,-0.00653862,-0.00041212,-0.01875355,-0.00863931,-0.01433155,-0.00880923,-0.03053763,-0.01427989,-0.0113237,-0.03045815,-0.00205592
2015-16,0.00556909,-0.00054425,-0.00043066,0.00102249,0.00061843,-0.00226629,-0.00172861,-0.00149286,0.0012147,-0.01023454,0.00020392,0.00052043,-0.0101407,-0.00054817
2015-15,0.00523743,0.00403666,0.00021547,0.00204708,0.00123788,0.00511315,0.00696258,0.004924,0.00365297,0.00426257,0.00224536,0.00536368,0.00776279,0.00178302
2015-14,-0.00069711,0.0,0.0,-0.00143354,-0.00061894,-0.00037847,-0.00086843,0.000214,-0.00273556,-0.00383959,-0.00061212,-0.0013048,0.00127518,-0.00082293
2015-13,0.00385154,0.00339987,0.00021556,0.00308578,0.00123993,0.00304096,0.00519706,0.00493774,0.00305344,0.00555793,0.00327735,0.00656944,0.00459535,0.0026142
2015-12,-0.00069979,-0.00054855,-0.00043103,-0.00041127,0.00020674,-0.0040766,-0.00302245,-0.00321543,-0.00091463,-0.00127986,-0.00123001,-0.00197006,-0.00089195,-0.0002751
2015-11,0.00917108,0.00962283,0.0004315,0.00600166,0.00144928,0.01163238,0.00827526,0.00844887,0.00644765,0.0143167,0.00806618,0.01129568,0.01830218,0.00276014
2015-10,0.00247788,0.00077786,0.0,0.00041408,0.0,0.00289519,0.0,0.00282855,0.00030741,0.0030581,0.00207512,0.00066542,0.00774787,0.00082919
2015-09,-0.01055966,-0.01082873,0.00064795,-0.003924,-0.00103541,-0.01054549,-0.00480349,-0.00929529,-0.00429843,-0.01940492,-0.00906469,-0.00634753,-0.01038826,-0.00151829
2015-08,0.00211193,0.00484635,0.00129702,0.00330237,0.00020704,0.00439099,-0.00043535,0.00583153,0.00183711,0.0094583,0.00576606,0.00263957,0.00631037,0.00179583
2015-07,0.01282051,0.00210503,0.00043234,0.00290336,0.00124352,0.00490857,0.00262352,0.00217486,0.00184559,0.00698995,0.00331469,0.00345148,0.00026055,0.00138293
2015-06,0.00282386,-0.00385081,0.0,-0.00082679,0.00020738,-0.00343708,-0.00174444,-0.00344828,-0.00367534,-0.01495726,-0.00411438,-0.00342691,-0.01097639,0.00041442
2015-05,-0.01282051,-0.01571645,-0.00086486,-0.00718391,-0.00227602,-0.02021904,-0.00476603,-0.01023018,-0.00697392,-0.02411642,-0.01478331,-0.01197917,-0.03025043,-0.00316674
2015-04,0.00908456,0.00919037,0.0,0.00701754,0.00145108,0.01338777,0.00742034,0.01009233,0.00669915,0.02118644,0.01001635,0.01066913,0.01662469,0.00511757
2015-03,0.00420021,0.00615452,-0.00086543,0.0018572,0.00103627,0.00496041,-0.00130265,0.00236356,0.00305157,0.00084746,0.00266284,0.00197915,0.00417352,-0.00124155
2015-02,0.00599225,-0.00087825,0.00064963,0.00289795,0.00041459,0.00220391,-0.0004363,0.00215889,0.00244499,0.0,0.00123355,0.00411086,0.00166219,0.00193664
2015-01,0.00355366,0.0047656,-0.00064935,0.00521159,0.00166113,0.00482346,0.00439947,0.00173423,0.00460829,0.01085069,0.0045511,0.0053376,0.00725953,0.00347415
2015-00,0.00357782,0.00907665,0.00108342,0.0039724,0.00124714,0.00506231,0.00132626,0.00547405,0.00308261,0.00835532,0.00542231,0.00551668,0.00930537,0.00139218
2014-51,-0.0043181,-0.00369914,0.00173573,-0.00208812,-0.00041571,-0.00369291,-0.00221239,-0.00218866,-0.00092365,-0.00658762,0.0,-0.00255171,-0.00433185,0.00013928
2014-50,-0.00107565,-0.00291545,-0.00086768,0.0,-0.00062357,0.00039013,0.0,0.00197325,-0.00184786,0.00888889,0.00146658,0.00040377,0.00876145,-0.00041748
2014-49,0.00650289,0.00370578,-0.00151548,0.00292826,0.00124792,0.00117451,0.0039823,0.00837189,0.00586239,0.00894055,0.00420168,0.00809717,0.01352437,0.00264477
2014-48,-0.00932903,-0.00414009,-0.00021654,-0.00561798,-0.00269486,-0.00819272,-0.00661084,-0.0039604,-0.00706171,-0.0031362,-0.00377517,-0.00443727,-0.00495182,-0.0036056
2014-47,0.00253623,0.00517843,-0.00021654,0.00501253,0.00166113,0.01040951,0.00707965,0.00707182,0.00399631,0.01761518,0.00694883,0.00810045,0.01213265,0.00152714
2014-46,-0.00937275,0.00067644,-0.00021654,0.00188363,-0.00020773,0.00365252,0.00177305,0.0,0.00154131,0.00363306,0.00359712,0.00325115,0.00365556,0.00041684
2014-45,0.0003601,0.00112486,0.00021668,0.00167329,-0.00020764,0.0,0.00044287,0.001104,0.0,0.00045269,0.00105619,0.00108181,-0.00175415,0.00097385
2014-44,0.00036023,0.00168767,-0.00021659,0.00292948,0.00041537,0.00284984,0.00088378,0.00176678,-0.00123039,0.00225023,0.00042114,0.00284129,0.00053626,0.00069541
2014-43,-0.00858369,-0.00168237,0.00065062,-0.00208333,-0.00041477,-0.00468567,-0.00308642,-0.00395517,-0.0030581,-0.00089606,-0.00376963,-0.00403063,-0.00133815,-0.00249411
2014-42,-0.01168555,-0.00590266,0.00151976,-0.0022869,-0.00062163,-0.00379747,-0.00613497,-0.00567686,-0.00091687,-0.01196809,-0.00355128,-0.00107498,-0.00691122,-0.00193664
2014-41,0.01298233,0.00313024,-0.00130124,0.001875,0.0,0.00039036,-0.00175439,0.00460022,-0.00091603,0.00538358,0.00020929,-0.00013417,-0.0013328,0.00013847
2014-40,0.01047309,0.00439783,-0.00021683,0.00481675,0.00124636,0.00541019,0.00531208,0.00353045,0.00616333,0.00765077,0.00590717,0.00717963,0.01162948,0.00320424
2014-39,0.00543872,0.00590976,0.00043384,0.00273511,0.00041597,0.01034106,0.00399645,0.0066726,-0.00061747,0.01091902,0.0063762,0.0058687,0.01286438,0.00013943
2014-38,0.00760594,-0.00260476,-0.00043346,-0.00084051,0.00020799,0.0,0.00267261,0.00022297,-0.00154369,0.00045851,0.0006383,-0.00136426,0.00316369,-0.00069686
2014-37,-0.0064632,0.0,0.0,0.00084193,0.00041606,0.0027933,0.00089166,0.00335121,-0.00092678,0.00414556,0.00170648,0.00054705,0.00845461,0.0
2014-36,-0.00434625,-0.00901815,-0.00043365,-0.0052367,-0.00103885,-0.00978164,-0.00885347,-0.00598404,-0.00522916,-0.024932,-0.00866991,-0.00814332,-0.0185914,-0.00306236
2014-35,0.00035971,-0.00168539,0.00043384,-0.00104559,0.00041563,-0.00559098,-0.00132567,0.00022134,-0.00030731,-0.00764732,-0.00358272,-0.00162338,-0.00873773,0.00125348
2014-34,0.00251618,0.00471751,0.00130237,0.00230077,0.00124792,0.00520067,0.00176991,0.00441989,0.00244948,0.00941704,0.00463841,0.00500677,0.00994089,0.00097493
2014-33,-0.00144404,0.00078864,0.00086843,-0.00125444,-0.00062331,0.00167372,-0.00176523,-0.00022124,-0.00335673,0.00909918,0.00063318,-0.00175676,0.00488202,-0.00180731
2014-32,0.0007215,0.00644068,0.0,0.00355946,0.0,0.00612769,0.00398406,0.00643301,0.00337113,0.01092896,0.00466003,0.00610335,0.00954719,0.00083426
2014-31,0.01130974,0.00124575,-0.00043412,0.00041911,0.00020777,0.00158463,0.00578292,0.00289082,0.00184049,0.00273973,0.00339992,0.00163221,0.00191283,0.00111343
2014-30,-0.00867365,-0.00248897,-0.00043384,0.00062959,0.00062396,-0.00128611,-0.00222025,-0.00288761,0.00214724,-0.00770975,-0.00190961,-0.00122349,-0.00597907,0.00097615
2014-29,0.00616836,-0.00292859,-0.00021692,0.00104932,0.00062435,0.001881,-0.00266548,0.00289468,-0.00030618,0.00684932,0.00297429,0.00067972,0.00286104,0.0004187
2014-28,0.0,0.00441276,-0.00021687,0.00063012,-0.00083126,0.00367647,0.00311526,0.00290308,0.00122737,0.00969082,0.00298253,0.00231955,0.00646848,-0.0002789
2014-27,0.00695461,0.00649351,-0.00021683,0.00442478,0.00145591,0.00769384,0.00356665,0.00515348,0.00338149,0.0097493,0.00663954,0.00561798,0.01166019,0.00223495
2014-26,-0.01235465,-0.00658119,0.0,-0.00314861,-0.00083074,-0.00843672,-0.00533096,-0.0073595,-0.00580685,-0.01333947,-0.00808683,-0.00681385,-0.01470993,-0.00209001
2014-25,0.00440367,0.00341919,0.00043384,0.00315989,0.0012487,0.00688967,0.00357143,0.00492942,0.00398895,0.00975836,0.00664523,0.00562337,0.01112811,0.00195503
2014-24,-0.00036563,0.00034243,0.00021697,0.00084335,0.00041632,0.00079936,0.00089366,-0.00067204,0.00276923,-0.00139082,-0.00064226,-0.00013721,-0.00180556,0.00097834
2014-23,0.00366972,0.00034313,0.00021706,-0.00021079,-0.00020807,0.0019019,0.00089366,0.00337079,0.00061538,0.00605496,-0.0017149,-0.00054892,0.00209001,0.0011181
2014-22,-0.00292184,-0.00251027,0.00086881,-0.00147213,-0.00041589,-0.00079856,0.0,-0.0024625,-0.00092138,-0.00232019,-0.00149605,-0.00150664,-0.00677544,0.0
2014-21,-0.00146145,0.0029633,0.0,0.00189314,0.00041563,0.00198926,0.00401965,0.00089346,0.00276074,0.00046125,0.00341807,0.00314896,0.00706567,0.0
2014-20,0.0,-0.00262049,-0.00065147,0.00084264,-0.00020781,-0.00109671,-0.00133809,-0.0015653,-0.00061331,-0.00277906,-0.00085598,-0.0001371,-0.00595568,0.00027871
2014-19,0.00552079,0.00804505,0.00021725,0.00380711,0.0012487,0.00935049,0.00717811,0.00674916,0.003698,0.01877934,0.00796727,0.00787075,0.01794476,0.00279564
2014-18,-0.00036738,0.00172255,-0.0004344,0.00084638,0.00083299,0.00110431,0.00179372,-0.00112183,0.00123419,-0.00372266,0.0045376,0.00151913,-0.00292316,0.00055968
2014-17,0.01152845,0.00541849,0.00021734,0.00382572,0.00083368,0.00929763,0.00495272,0.00743746,0.00185242,0.01694915,0.00627434,0.00834028,0.01588194,0.00182252
2014-16,0.00370782,0.00289285,0.0,0.0014881,0.00020846,0.00263158,0.00316027,0.00225632,0.00030921,0.0089877,0.00368764,0.00153054,0.01017956,0.00140351
2014-15,-0.00186081,-0.00541912,0.00021739,-0.00212044,-0.00124974,-0.00323298,-0.0018018,-0.00359874,-0.00277521,-0.0042333,-0.00367568,-0.00374324,-0.00394533,-0.00140036
2014-14,0.00186012,0.00661944,0.00065246,0.00361933,0.00104297,0.00548948,0.00451671,0.00541638,0.00278638,0.00715308,0.00696409,0.00655783,0.01245526,0.00252632
2014-13,-0.00335696,0.00337759,0.00043516,0.00128041,-0.0004171,0.00193996,0.0022686,0.00408719,-0.00092908,0.004329,0.00196549,0.00279877,0.00301898,0.00126582
2014-12,0.00718065,0.00479588,0.0,0.00128397,0.00020881,0.0036889,0.00181324,0.00159199,0.00092966,0.00193143,0.00306547,0.00422178,0.0025989,0.00112771
2014-11,-0.00451297,-0.0042061,0.0,-0.00234842,-0.0008342,0.0006164,-0.00316885,-0.00136581,-0.00247372,0.00932744,0.00021935,-0.00336653,0.00628931,-0.00196795
2014-10,0.00453343,0.0044533,0.0,0.00278194,-0.00020851,0.0062984,0.00590641,0.0061672,0.00278983,0.00989609,0.00550297,0.0070492,0.01461902,0.00014063
2014-09,-0.01008969,-0.0096478,0.0,-0.00489779,-0.00125,-0.0124211,-0.00855856,-0.00995025,-0.00339716,-0.02129719,-0.00807155,-0.01004885,-0.02135026,-0.00294571
2014-08,0.00226074,0.00739523,0.00087146,0.00363559,0.00020838,0.00823299,0.00408163,0.00731763,0.00371058,0.0137931,0.00615791,0.00690433,0.01680425,0.00238965
2014-07,0.00075672,-0.00187573,0.00087146,-0.00085488,0.0,-0.00133676,-0.00045351,0.00022857,-0.00030931,0.0004931,0.0,-0.00126689,0.0001471,-0.00084258
2014-06,-0.00716711,0.00484462,0.0,0.00064199,-0.00020851,0.00092822,-0.00226963,0.00137394,0.00154991,-0.00049432,-0.00022036,0.00056433,-0.00470796,-0.0002811
2014-05,-0.00976342,0.00070688,-0.00021791,0.0002139,0.00041719,-0.00574477,0.00045413,-0.00136986,-0.00154991,-0.01177625,-0.00132159,-0.0005637,-0.01351548,0.00112486
2014-04,0.00417933,0.00916558,0.00130919,0.00322928,0.00104493,0.01043188,0.00828729,0.00668819,0.00279503,0.00801603,0.00600801,0.00756494,0.01612903,0.00409894
2014-03,0.00190331,0.00011862,0.00021786,0.00086151,0.00083682,0.00062513,0.00091996,0.0027688,-0.00341827,0.000999,-0.00044405,0.00042759,0.00491364,-0.00070572
2014-02,-0.00419048,0.00142332,0.00043601,0.00043057,-0.00083595,0.00072886,0.00321987,-0.00184374,-0.00093226,0.00351229,0.00289468,0.00085555,0.00134088,-0.00056417
2014-01,-0.00038197,0.00669216,0.00021815,0.00280899,0.00020912,0.00261506,0.00369004,0.00464037,0.00280899,0.01069246,0.00514887,0.00502729,0.01134816,0.00268627
2014-00,-0.00076775,0.00203861,0.00021829,0.00021645,0.0,0.00083937,0.00650255,0.00373221,0.00093838,0.00409207,0.0,0.0001442,0.00288359,-0.00014148
2013-51,0.00772798,-0.0020391,0.00021834,-0.00238147,0.00146597,-0.00178571,0.00092678,-0.00488599,-0.00404984,-0.00814664,-0.0026936,-0.00158639,-0.01088106,0.00042499
2013-50,0.00968242,0.00347764,-0.00021834,0.0,-0.00020916,0.00612008,-0.00323176,0.00279981,-0.00031114,0.01546392,0.0033723,0.0025974,0.01100076,-0.00127262
2013-49,-0.00308285,-0.03292372,-0.00021834,0.00108366,-0.00104559,0.00232854,0.0,0.00023332,0.00218613,0.00414079,0.00202794,-0.00158684,0.00430108,-0.00014144
2013-48,-0.00346021,-0.00741256,0.00021839,0.00064991,-0.00062722,-0.00084728,-0.0023084,-0.00186524,-0.00311236,-0.00464636,-0.00157587,-0.00144259,-0.00107792,0.0
2013-47,0.00772798,0.0017337,0.00021848,-0.00043234,0.00083717,0.00147788,-0.00321987,0.00139762,0.00031095,0.00258398,0.00247302,0.00129627,0.00292758,0.00127262
2013-46,-0.00423892,-0.0034618,0.00021867,-0.00216076,0.00020934,-0.00232092,-0.00642792,-0.00069979,-0.00217459,-0.01127049,-0.00089888,-0.00258844,-0.00600924,0.00014146
2013-45,0.00503096,0.00675833,0.0,0.00434783,0.0,0.00844197,0.00510915,0.00635294,0.00124766,0.01678028,0.00748809,0.00856687,0.01271186,0.00184345
2013-44,-0.00846154,-0.00728576,0.0,-0.00411166,0.00020947,-0.01097394,-0.0023084,-0.00652985,-0.00310463,-0.01950719,-0.00898473,-0.01006325,-0.02370031,-0.0008501
2013-43,0.00614912,-0.00368409,0.0,-0.00086468,0.00062867,-0.00472739,-0.00321248,-0.00533767,-0.00123877,-0.00508388,-0.00558784,-0.00358423,-0.01179138,0.00028361
2013-42,0.00922367,0.00487069,0.00109529,0.00433934,0.00062919,0.00475436,0.00231054,0.00583158,0.00279503,0.00924025,0.00381851,0.00562608,0.01283226,0.00298805
2013-41,0.0156128,0.01136763,0.00043802,0.00698537,0.0021004,0.01638642,0.01210428,0.01416096,0.00783453,0.02682799,0.01090166,0.01048645,0.02332864,0.00371163
2013-40,0.00621601,0.0,0.00065746,0.00196507,0.00105108,0.00042726,0.00046404,-0.00046959,-0.00093897,-0.00365154,0.00022665,-0.00043573,0.00109051,0.00128516
2013-39,-0.00349108,0.00269637,-0.00021915,0.00043697,0.0,0.00160754,-0.00324525,0.00047004,-0.0031211,0.00104657,0.0024983,0.0,0.00046802,-0.00114155
2013-38,0.01103231,0.00258155,-0.00043812,0.002407,0.00147213,0.00246543,-0.00139276,0.00329489,0.0015625,0.00684211,0.00272913,0.00409776,0.00831633,0.00114269
2013-37,0.0019755,0.0118991,0.00021925,0.00839779,0.00316256,0.01178268,0.01460886,0.01025274,0.01234177,0.0172043,0.00966406,0.01037191,0.02086342,0.00559862
