Week,AMJ,AMLP,AMU,CHIE,DDG,DIG,DUG,EMLP,ERX,ERY,FAN,FCG,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,ICLN,IEO,IEZ,IXC,IYE,KOL,MLPA,MLPG,MLPI,MLPY,NLR,OIH,PBD,PBW,PSCE,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,VDE,XES,XLE,XOP,YMLP
2018-29,0.01024429,0.00921187,0.00814536,0.03688525,-0.01866542,0.04910063,-0.04748247,0.00569925,0.0815864,-0.07901592,0.0,-0.01819757,0.01723376,0.00470035,0.01761847,-0.05983264,0.00423801,-0.00225479,-0.00261938,0.01812005,0.02684102,0.03357453,0.0204307,0.02431159,0.05241661,0.00688073,0.00088261,0.01039313,0.00644122,0.01519757,0.02991803,0.03006873,0.0008071,0.01740696,0.00570125,0.00118793,0.03094984,0.01072511,0.00203459,0.02762614,0.00044267,0.02319818,0.03233831,0.02775106,-0.00118963,0.0108642
2018-28,0.02310499,0.0231823,0.02316602,-0.01289283,-0.00046642,-0.01236035,0.01302932,0.01060539,-0.02081051,0.02061548,0.00788644,0.00868432,0.00576497,-0.00291715,-0.00300661,0.02487352,0.02133517,-0.01648352,0.01194574,0.00798176,-0.00274461,-0.01841004,-0.00356067,-0.00613497,0.00478796,0.01995305,0.03375912,0.02461681,0.05821918,0.00671277,-0.02002356,-0.00253807,-0.00400641,0.00417412,-0.00113464,0.00957854,-0.01452282,0.01244131,0.00252781,-0.0040997,-0.01731602,-0.00638005,-0.01798561,-0.00638674,0.00428062,0.01055276
2018-27,0.0052717,0.00737619,0.00839251,0.02072968,0.0,-0.01932697,0.01627119,0.00530973,-0.02322581,0.02021478,-0.00704777,-0.01968174,-0.00518135,-0.01405284,-0.02424942,-0.05806938,-0.00444977,-0.00440044,-0.01137271,-0.00899888,-0.01397392,-0.01462622,-0.01017675,-0.00793269,-0.02382528,0.00705882,0.01153669,0.00744186,-0.01184433,-0.00806289,-0.01977186,-0.01429773,-0.0145098,-0.02437642,-0.0264397,-0.03665988,-0.01405622,0.00232775,-0.0025025,-0.0140239,-0.02693603,-0.00988958,-0.01678241,-0.00706855,-0.03006329,-0.01829871
2018-26,0.01402062,0.0139485,0.01575837,0.02725724,-0.00602689,0.02796528,-0.0284345,0.01872492,0.03571429,-0.03634778,0.02597403,0.02680141,0.01067616,0.02710666,0.02969697,0.08192458,0.01047486,0.01343785,0.00782859,0.01740139,0.01980609,0.02532006,0.01628485,0.01360376,0.02251023,0.01556886,0.0179754,0.01606046,0.0221843,0.0107987,0.02397123,0.01381693,0.017692,0.03607937,0.0173258,0.0261469,0.0231823,0.0234843,0.02638386,0.02102997,0.01212121,0.01394659,0.02876377,0.01136208,0.02763879,0.01461694
2018-25,0.02185567,0.0,0.01051248,0.00669456,-0.03789954,0.07018417,-0.06489493,0.01855204,0.09871495,-0.09422492,-0.00400641,0.03439035,0.03686846,0.04767652,0.0345679,0.10485701,-0.00530731,-0.03779698,0.00268651,-0.01934016,0.03789593,0.03347639,0.03523112,0.03473446,-0.01002004,0.01199041,0.00852676,0.00896226,-0.00170648,0.00821693,0.03042434,-0.0152027,0.00040469,0.01679664,0.03575548,0.0362494,0.04166667,0.00261967,-0.0046344,0.0336191,-0.00907127,0.03450704,0.04202719,0.03115438,0.03834951,0.00553598
2018-24,0.002826,0.0041841,0.0032175,-0.00747508,-0.00971323,0.01276493,-0.01619048,0.01047836,0.00798019,-0.01537123,-0.00941176,0.02651685,0.01032316,0.02787879,0.01586333,0.08302583,-0.0158599,0.01216814,-0.02024211,-0.0045045,0.01594406,0.01071932,0.00584145,0.00743126,-0.02294455,-0.00234192,0.0,0.00323027,0.00857633,0.0116521,0.01024025,-0.00487409,0.0020024,0.02590361,0.02421214,0.01453419,0.02010582,-0.01633686,-0.01791045,0.01127882,0.01335056,0.00723202,0.02080783,0.00314465,0.03144041,-0.01084278
2018-23,-0.04075235,-0.04166667,-0.0474407,-0.06826998,0.03030303,-0.06990603,0.07244932,-0.00548196,-0.10066428,0.1075202,-0.00619195,-0.03452855,-0.02546093,-0.03586372,-0.0353717,-0.10030661,-0.00232172,-0.0154185,0.0001979,-0.00557414,-0.04313993,-0.04149604,-0.0338295,-0.03508347,-0.02515337,-0.04530011,-0.04438406,-0.04380867,-0.04111842,0.0052356,-0.04461248,-0.01115538,0.00080808,-0.04505039,-0.03071672,-0.04920305,-0.03806584,-0.00815402,0.00453629,-0.03483073,0.00347675,-0.03473297,-0.04615385,-0.03401814,-0.04380952,-0.0209144
2018-22,-0.00514648,-0.004111,-0.00693132,-0.00077101,-0.01123596,0.03169685,-0.03133994,-0.01137398,0.04960694,-0.04823151,-0.01454824,0.02198809,0.0223314,0.02151199,0.00976205,0.06268081,-0.00150075,-0.01741023,-0.01466562,-0.01847826,0.005386,0.01575021,0.01462472,0.01652689,0.01057872,-0.00571429,-0.00640732,-0.00363471,0.00668896,-0.01015755,0.01531394,-0.014377,-0.01628923,0.00475624,0.01314772,0.00023218,0.01248699,0.00045548,-0.00803616,0.0127716,-0.03478625,0.01488418,0.01071429,0.01552499,0.02105779,-0.01216545
2018-21,0.02369281,0.02665245,0.02275683,0.01111111,-0.02917046,0.05229561,-0.0537037,0.01102941,0.08001139,-0.08308116,0.02096273,0.02274795,0.02600365,0.01714636,0.02518428,0.06575857,0.00664783,0.08293839,0.01839632,0.00749465,0.02647059,0.00464608,0.02991815,0.02682377,0.04953765,0.03095238,0.01989578,0.02635294,-0.01827243,0.0024974,0.00340651,0.00397141,-0.01117534,0.00232964,0.03421156,0.02395491,0.00512821,0.01648097,-0.0044955,0.02446791,-0.01575423,0.02787806,0.00058651,0.02732316,0.02651608,-0.00637255
2018-20,-0.02629482,-0.03202479,-0.02405063,-0.01879405,0.06092843,-0.1084731,0.11664936,0.0,-0.15784477,0.17750899,-0.04020468,-0.0630861,-0.07133812,-0.07074137,-0.06137811,-0.1761079,-0.02606332,-0.03172867,-0.0229709,-0.02466598,-0.06324786,-0.07929737,-0.06336737,-0.05598866,-0.02798982,-0.03002309,-0.00940734,-0.03143508,-0.01472995,0.00123993,-0.08163265,-0.0155521,-0.02719033,-0.08477322,-0.05923994,-0.07030568,-0.07735849,-0.01795735,-0.01189296,-0.05769231,-0.03777113,-0.05645237,-0.08930481,-0.05488761,-0.0754674,0.0
2018-19,0.01259139,0.00838574,0.01358344,0.00235479,-0.00477327,0.02321876,-0.02609845,-0.00867976,0.03273735,-0.03286241,0.0,0.02262644,0.00085106,0.02588235,0.02601331,0.06422414,-0.007566,-0.0671414,-0.00803828,-0.01028807,0.02781203,0.03903589,0.00638128,0.01256342,0.0254902,0.01175088,0.02584105,0.0115848,0.0,-0.01571108,0.0383641,-0.01389961,0.00076511,0.04896313,0.02657288,0.0276644,0.04865938,0.00614474,-0.00299551,0.02194052,0.00610687,0.01401914,0.03908431,0.01107848,0.03281062,-0.01357247
2018-18,0.01724138,0.01416122,0.02425876,0.03937654,-0.04592997,0.07263262,-0.07019667,0.00647249,0.11493265,-0.10765101,-0.00731529,0.02436782,0.04385172,0.03567036,0.03481013,0.07088123,0.01240209,0.01829268,0.03090945,0.0062435,0.02754899,0.02738612,0.03497086,0.03685008,0.03885481,0.01958384,0.0193837,0.01927711,0.01027397,-0.0103218,0.0257655,-0.00694981,0.02829813,0.03227735,0.03536184,0.01810585,0.03092784,0.02226862,0.01944729,0.02900995,0.05108296,0.03685752,0.03554779,0.03765165,0.03566911,0.00936884
2018-17,-0.00463158,-0.00436681,-0.00334896,-0.00575658,0.0,0.00374813,-0.00240457,-0.0078125,0.0,-0.00186916,0.00588668,-0.01279123,-0.00943396,-0.00977995,0.00318674,-0.04258306,0.00049587,-0.03646833,0.03082333,-0.00416667,0.00500787,-0.00027255,0.00194878,0.00126678,0.02081888,-0.00855746,-0.03716381,-0.00863724,-0.04222973,-0.01277113,0.00225649,-0.00395257,0.02187371,0.0148423,0.0112782,0.01667461,0.002079,0.01398436,0.01794195,-0.00168748,-0.01513292,0.00263852,0.00236128,0.00055882,0.00588838,-0.0054672
2018-16,-0.01167153,-0.01612903,-0.01657825,0.03290043,-0.00452694,-0.00024981,-0.00209832,0.00461681,0.00115174,-0.00425645,0.02800908,-0.00366133,-0.00449843,0.0,0.00064185,-0.01315171,0.00491642,0.00678952,-0.02095929,0.02008457,-0.00115108,0.01485557,0.00195258,0.00076084,-0.03691496,-0.00606061,-0.00842836,-0.00949668,-0.01022147,0.01914672,0.00717523,-0.00938233,-0.0076428,0.01501877,0.00380872,-0.01005506,0.00730689,-0.01324349,-0.0061792,0.00511422,-0.00120192,0.00030448,0.0113028,0.00097875,-0.00463918,-0.00598205
2018-15,-0.00211775,-0.00764192,-0.00538721,0.0,-0.0156041,0.03133978,-0.03377218,-0.0037123,0.04786744,-0.04750062,0.0,0.01694915,0.02502317,0.02676864,0.01575837,0.05201428,0.01098361,0.01773399,0.00734844,0.0116649,0.02613215,0.02207755,0.01794361,0.01686122,0.01470588,-0.01218027,0.0,-0.00578871,0.00350877,0.01136603,0.02135922,-0.00933852,0.01578308,0.03963012,0.02401747,0.03309281,0.0192926,0.00793836,0.00256016,0.01833421,0.03119869,0.01808732,0.02341343,0.01600915,0.03212851,0.01156942
2018-14,0.03600729,0.03411765,0.03480783,-0.00343938,-0.0566968,0.1172619,-0.10835836,0.00858779,0.16944136,-0.15631997,0.00752445,0.0657562,0.03757225,0.07623626,0.07087172,0.20138018,-0.0023015,0.00929752,0.00433347,-0.00105263,0.07193548,0.10662914,0.04394619,0.05703212,0.02792916,0.0342556,0.03426124,0.03274428,0.03486239,-0.01263158,0.10368466,0.007109,0.00489796,0.10073529,0.05407925,0.0765057,0.09389671,0.00660377,0.02194357,0.06758283,0.00327332,0.05958866,0.12093988,0.0553185,0.07696776,0.03548729
2018-13,0.00919118,0.00473934,0.00951684,0.03773585,-0.01377634,0.0363806,-0.0412101,0.00481,0.05619311,-0.06238221,0.02265625,0.01229508,0.02902903,0.00490884,0.02322206,0.0270793,0.02827279,0.03128371,0.0050073,0.02516411,0.01529605,0.03175112,0.03187868,0.01927984,-0.00479452,0.00263505,-0.01890756,0.00470219,0.00183486,0.0137457,0.02584319,0.01462226,0.02504174,0.02114804,0.03470186,0.01045392,0.02406739,0.00794606,0.02184337,0.01942681,0.00082679,0.01922421,0.03920171,0.01951296,0.01866667,0.01231923
2018-12,0.0,0.00354191,-0.00072464,-0.00952381,0.0,-0.01872988,0.01232394,0.01156627,-0.02640145,-0.79580533,0.00076982,-0.01410506,-0.01218918,-0.01142473,-0.00629371,-0.04507971,-0.0191239,-0.01966874,-0.00827113,-0.02006336,-0.0099589,-0.02290076,-0.00302572,-0.00825764,-0.00606469,0.00524934,-0.01300728,0.00207147,0.0,0.02205722,-0.01846412,-0.02012384,-0.01324238,-0.0281294,-0.00895804,-0.00976511,-0.02857143,-0.01065061,-0.02917505,-0.01348107,-0.04315418,-0.00751215,-0.03020134,-0.00819299,-0.0034227,-0.01518325
2018-11,-0.0183939,-0.02199074,-0.01294964,-0.01415929,0.00996264,0.01663586,-0.02232779,-0.02044698,0.01979045,-0.02986249,-0.01472868,0.02270434,0.00958628,0.04415954,0.0225783,0.05569007,-0.02640959,-0.04106776,-0.04591837,-0.0192926,0.03700603,0.00712295,0.00652377,0.00932994,-0.02488231,-0.02319588,-0.01182519,-0.02395515,-0.04028021,-0.00433839,0.00509987,-0.02846154,-0.01128122,0.00496102,0.03494758,0.02515897,0.01282051,-0.03250916,-0.02592223,0.01840491,-0.02432217,0.00872818,0.00881356,0.00746849,0.03394413,-0.01741803
2018-10,-0.04818781,-0.05279831,-0.04786885,0.0035524,0.0,-0.01813396,0.0164794,-0.02697759,-0.02836625,0.02689752,-0.00308166,-0.01972102,-0.00792079,-0.00554017,-0.00916138,-0.05605029,-0.00991207,-0.03808594,-0.00810342,-0.00642398,-0.00424282,-0.02044444,-0.00909918,-0.00909341,-0.02249357,-0.05633803,-0.05317164,-0.05132991,-0.04326123,0.01385224,-0.0215798,-0.00687023,-0.00440529,-0.01962111,-0.00535019,-0.00484001,-0.02439024,-0.00812458,-0.01361868,-0.01041667,-0.00753072,-0.00850735,-0.02126289,-0.00940962,-0.00928613,-0.01567859
2018-09,0.0,0.0,-0.00133156,0.02737226,-0.01231022,0.0193683,-0.02079256,0.00371058,0.03333333,-0.03747328,0.01898734,-0.00578035,0.01248128,-0.00550585,0.00925267,-0.02148847,0.02712986,0.02738337,0.03275414,0.01530055,0.01084278,0.0293578,0.00889298,0.00918197,-0.02697616,0.00119617,-0.0075365,0.00190476,-0.00675676,-0.00153677,0.02464495,0.02270948,0.03915789,-0.00408719,0.01375921,0.01218192,0.01818182,0.03463609,0.03196347,0.01528014,0.02410131,0.00869662,0.01982816,0.01166539,0.00029061,-0.00049334
2018-08,-0.02673797,-0.0233298,-0.02739726,-0.02353967,0.03519669,-0.0636234,0.0654277,-0.0294651,-0.09782983,0.10255665,-0.03156274,-0.01496861,-0.0368932,-0.03401361,-0.00716332,-0.04679285,-0.0308781,-0.03746398,-0.03078431,-0.02250804,-0.02972056,-0.04035874,-0.03430788,-0.03162486,-0.05958702,-0.0258216,-0.01733021,-0.0238764,-0.0483871,-0.03431373,-0.03640082,-0.00996169,-0.03986981,-0.04796802,-0.01762977,-0.03259141,-0.03786192,-0.03612254,-0.02295409,-0.02935166,-0.03013258,-0.03276182,-0.04832474,-0.03256303,-0.01858304,-0.02312139
2018-07,-0.01541582,-0.02182952,-0.00065402,-0.00358102,-0.01637331,0.03339296,-0.03445766,0.00135993,0.04542125,-0.04971179,0.00625489,0.00244021,0.0198906,0.01455301,0.01684982,0.00323625,-0.00679392,0.00579151,0.00497413,0.00108578,0.01330049,0.03266564,0.01554404,0.0170106,0.03052503,-0.02073733,-0.0260274,-0.01610676,0.01472995,0.00545971,0.02907712,-0.0053313,0.00164339,0.00405954,-0.00244738,0.01697198,0.04883721,0.0006914,-0.01551552,0.0164648,0.0,0.01698324,0.02980132,0.0154813,0.02419355,0.00291262
2018-06,-0.01478226,-0.0092688,-0.01834282,0.05178908,-0.00779327,0.0152512,-0.01380145,0.00724638,0.01240423,-0.01531974,0.02481986,0.00989609,0.0231272,0.0140746,0.01783061,0.02794857,0.03282828,0.02812803,0.04071561,0.05353075,0.02367758,0.00614628,0.01011029,0.0066983,0.0527307,-0.0125,0.01154734,-0.01270417,0.03267974,0.03147321,0.00335993,0.0408,0.06406319,0.02945205,0.01722441,0.02465753,0.0034642,0.04299021,0.04802111,0.00895409,0.0791776,0.00772417,0.01197605,0.00521073,0.02066869,-0.00287632
2018-05,-0.02108194,-0.02857143,-0.02466793,-0.09847199,0.05607083,-0.08205565,0.08350202,-0.02023381,-0.11637348,0.11992104,-0.00241935,-0.05654049,-0.05098039,-0.07036536,-0.05659026,-0.18311945,-0.00794724,0.00394477,-0.02444988,-0.01934016,-0.05315506,-0.07779063,-0.03398496,-0.04033797,-0.04110429,-0.03258427,-0.03131991,-0.02885482,-0.06771654,-0.0244925,-0.07594937,-0.01358913,-0.01319842,-0.05206943,-0.04978459,-0.06297962,-0.05752212,-0.02983322,-0.02151102,-0.05089434,-0.03430308,-0.04193055,-0.08798017,-0.03949731,-0.05759624,-0.02887392
2018-04,-0.04441956,-0.03307393,-0.04179104,-0.01005025,0.05124654,-0.10025707,0.10287443,-0.03034188,-0.15196201,0.15649654,-0.02945619,-0.0729927,-0.05182515,-0.06727829,-0.07005141,-0.20988972,-0.02480127,-0.01444043,-0.03252187,-0.02577873,-0.0562835,-0.04603175,-0.04725275,-0.05177112,-0.02026636,-0.03415155,-0.00765632,-0.04164896,-0.03773585,-0.01807741,-0.04469477,-0.03365744,-0.04686869,-0.06025563,-0.06220302,-0.05405405,-0.05337362,-0.02840528,-0.04368699,-0.05844047,-0.05984252,-0.05248537,-0.05405405,-0.05087743,-0.07278481,-0.02615879
2018-03,0.00475842,0.00190295,0.0,0.0543383,-0.00607193,-0.01273458,0.01199874,0.00680272,-0.02034136,0.02120708,-0.01186064,-0.00834725,0.01079137,0.00241109,-0.016739,-0.02619515,-0.01920675,0.02667893,0.00839214,-0.00426439,-0.00654641,-0.0227158,0.00081411,-0.0067813,0.0263789,-0.00209644,0.00041999,-0.00248963,0.01772526,0.01691287,-0.02223767,-0.00592593,-0.01478226,-0.01640305,-0.01498127,-0.00934132,-0.03422053,0.00468436,-0.01269394,-0.01087309,-0.009386,-0.00688652,-0.02983484,-0.00678733,-0.0157801,-0.00180668
2018-02,-0.00149142,-0.00769231,-0.00711322,0.01675485,0.00738348,-0.00254866,0.00242792,-0.00512821,-0.00396727,0.00263328,0.00525526,-0.01394759,-0.01308664,-0.01101591,-0.01003135,-0.04166667,0.00283867,0.00187441,0.00654098,0.00106724,0.00119172,-0.00644828,-0.00247934,-0.00123518,0.00183262,-0.01057082,-0.01398898,-0.00925926,-0.00594354,-0.0066296,-0.00071608,0.00825206,0.00440705,0.00302115,-0.0029724,0.00073171,-0.00676329,0.01219512,0.021093,-0.00776988,0.0015534,-0.00177936,-0.00864398,-0.00067935,-0.00725201,0.00184162
2018-01,0.04003079,0.03356367,0.03789731,0.01394943,-0.02173913,0.04981025,-0.05,-0.00508259,0.07908295,-0.07738921,0.00765111,0.02605724,0.02901889,0.02339901,0.01701323,0.07724426,0.01133642,0.03179191,0.00815059,0.01291712,0.02835596,0.03362878,0.02426102,0.02474381,0.02583026,0.03155604,0.03832599,0.0408518,0.04375,-0.00552956,0.02768788,0.01059002,0.01595533,0.03820497,0.02181352,0.02485848,0.02915452,0.00684307,-0.00521574,0.02947086,0.02563107,0.02543052,0.0292366,0.0265767,0.02449192,0.01820728
2018-00,0.02176494,0.02538071,0.02331443,0.01346499,-0.02300885,0.04046965,-0.0395845,0.00213038,0.06262176,-0.06200009,0.0,0.00693241,0.02362949,0.01065163,0.00702875,0.01774719,0.00504639,0.01567091,0.02414885,-0.00650759,0.0177223,0.04951321,0.02141633,0.01948218,0.03592423,0.02581369,0.04227941,0.02511211,0.00477707,-0.00804914,0.04996157,0.01150307,-0.00675407,0.02709515,0.00996102,0.01685111,0.04865424,0.02090183,0.01220107,0.02185134,0.00862407,0.02034107,0.04453441,0.02064188,0.00845666,0.01090047
2017-52,-0.00080775,-0.00620476,0.00257235,0.00091324,-0.01207417,-0.00996423,0.01097093,0.0126087,-0.01611511,0.01466088,0.01421801,-0.00443262,0.00672753,-0.01019108,-0.01036269,-0.01589147,0.00330087,0.01619433,0.00059607,0.01907969,-0.010541,-0.00422654,0.00203488,-0.00467047,0.01006711,-0.00228833,-0.00548446,-0.00365297,0.00327332,0.00832444,-0.00078309,0.01652242,0.00692182,-0.00645995,-0.00351803,-0.00711382,-0.00315789,0.00119048,-0.00199005,-0.00593265,0.0175367,-0.00623571,-0.00760234,-0.00472035,-0.01207729,0.00541339
2017-51,-0.00645422,-0.0010352,-0.00576923,0.03787879,-0.03415244,0.07949438,-0.07493154,-0.0229202,0.11889036,-0.11230982,0.01443464,0.05040418,0.03064755,0.07322176,0.05270458,0.15887405,-0.00703995,0.02601457,-0.00826446,0.0,0.0536634,0.05903724,0.02615755,0.04088307,0.0348675,-0.00912201,-0.01537071,-0.0059415,-0.03059581,-0.03202628,0.05704698,0.00633914,-0.00241643,0.04461222,0.04046512,0.05241716,0.05156951,-0.00966525,-0.01845556,0.0530924,0.0160626,0.04064685,0.06020279,0.03929214,0.05959302,-0.00049261
2017-50,0.01112943,0.01161563,0.01377953,-0.00283286,0.0067086,-0.02043673,0.02147316,-0.00042409,-0.02729365,0.02643573,0.00161812,-0.04046512,-0.0004985,-0.0353501,-0.02874743,-0.12262063,0.02324398,0.05816555,-0.00039801,0.01495972,-0.01752356,-0.02771084,-0.00722892,-0.01113828,0.03104693,0.01166861,-0.00045809,0.00931099,0.00498339,-0.01293191,-0.03123698,0.00963855,0.00655469,-0.01923077,-0.02077562,-0.02077151,-0.00906002,0.01601164,0.01606426,-0.01814815,0.00167434,-0.01101898,-0.028463,-0.00868914,-0.04446332,0.00452261
2017-49,-0.00167856,-0.00643777,-0.00332889,-0.01209302,0.01758058,-0.01345669,0.01167992,-0.00171086,-0.0181638,0.01654912,0.00903862,-0.02261191,-0.01775148,-0.02090357,-0.01364256,-0.07192076,0.01772372,-0.00448934,0.00562249,0.03080569,-0.00315457,-0.03400355,-0.0063253,-0.00653417,-0.01291248,-0.00356295,-0.00046447,-0.00426136,0.0,-0.00645161,-0.0260223,-0.00724055,0.02810903,-0.02702703,-0.01014292,-0.01505376,-0.04175824,-0.00073046,0.02321981,-0.01458641,0.04349736,-0.00731761,-0.04123077,-0.00525368,-0.0182944,-0.0115
2017-48,0.04308094,0.05162738,0.04284727,-0.01103956,0.0,0.07805907,-0.07230307,0.02484743,0.1139287,-0.10627798,0.01236603,0.04764173,0.02080162,0.05230126,0.0513186,0.145686,0.003799,0.04545455,-0.01110887,-0.00920598,0.04166667,0.06563585,0.03035936,0.03870056,0.02496329,0.05610973,0.0291866,0.04787759,0.03119584,0.00771417,0.06376429,-0.00713154,-0.00903862,0.04618614,0.03317536,0.04308898,0.04959631,-0.0128694,-0.02501226,0.04703398,-0.02958094,0.03968704,0.07331572,0.03703127,0.0585122,0.00852558
2017-47,-0.00851426,-0.00876232,-0.00811908,0.02523364,-0.01560624,0.01861862,-0.01921296,0.00390964,0.02593134,-0.02621153,0.01163757,0.01039206,0.01630989,0.01796821,0.01563611,0.03264368,-0.00377812,0.03113772,0.01490709,0.00686499,0.01020235,0.00940734,0.01616413,0.00930626,0.0171131,-0.01333333,-0.00474158,-0.00963855,0.00686106,0.01064047,0.00918233,0.00950119,0.01324503,0.0264993,0.00470146,0.01311018,0.01034483,0.01008646,0.00834561,0.00858779,0.01515772,0.01040959,0.01246719,0.00901321,0.02136377,0.00349127
2017-46,-0.00888325,-0.00652174,-0.01008742,-0.0307971,0.02896152,-0.05328798,0.05363703,-0.00860215,-0.07926421,0.08181888,-0.00895765,-0.02815622,-0.02282878,-0.03861257,-0.016609,-0.08762677,-0.00273691,-0.0141844,0.00350443,-0.010181,-0.02359736,-0.04295943,-0.02717391,-0.02657534,-0.00737463,-0.01081731,0.00094787,-0.0124283,-0.0034188,-0.00829624,-0.04645375,0.00239044,-0.0037422,-0.03802535,-0.00372787,-0.02125341,-0.04565217,0.00581677,0.00049358,-0.03025303,-0.01237113,-0.02519806,-0.04132749,-0.02641509,-0.02425952,-0.00640079
2017-45,-0.01435603,-0.01467505,-0.01175702,0.01539855,-0.01827782,-0.01486784,0.01716738,-0.00299273,-0.02528,0.02586484,-0.03464567,-0.00531208,-0.0044226,-0.01084876,-0.01478495,-0.01049869,-0.03742169,-0.03820225,-0.01968662,-0.02970297,-0.01273783,-0.0061011,-0.0071535,-0.00809935,-0.01810282,-0.01395349,0.00139795,-0.01390821,0.01344538,0.00141787,-0.00566802,-0.01254902,-0.01867641,0.01195219,-0.00320073,-0.01251664,-0.00944386,-0.03060033,-0.01124145,-0.01199642,-0.00454921,-0.00844613,-0.000612,-0.00848214,-0.00906843,-0.00580271
2017-44,0.00375783,0.00319829,0.00531915,-0.00460405,-0.01480592,0.03425678,-0.03391405,0.00085985,0.04534095,-0.04422719,-0.01172791,0.03571429,0.02506394,0.0472879,0.04341534,0.1025759,-0.02481633,0.03103448,-0.00842866,-0.00661521,0.04276316,0.02717901,0.01543686,0.01714446,0.01634473,0.00236128,0.00515706,0.00329567,-0.01164725,0.00141988,0.02834714,0.00316206,0.01342282,0.03586801,0.04637395,0.05067665,0.0212766,0.00094096,0.00851277,0.0251046,0.00849618,0.0177321,0.04216867,0.01451737,0.04737631,-0.0053424
2017-43,0.00294737,0.00215517,-0.00200401,-0.00555042,0.00401768,0.00090307,-0.00434982,-0.00429369,-0.00252525,0.00261984,-0.01085271,0.02200489,-0.00466563,0.01714286,0.00587372,0.05707196,0.01409151,0.00692841,0.00384149,0.01681614,0.0159292,0.01219512,0.00343428,0.00254813,0.0,0.00237812,-0.0106679,0.00380409,-0.04230118,0.00489197,0.01257297,-0.00551181,0.00849618,0.02156134,0.01615346,0.01772002,0.00686499,0.01864245,0.00762583,0.01103368,0.04188948,0.00273224,0.01450276,-0.0012405,0.02646326,0.00292398
2017-42,-0.02506063,-0.02783505,-0.02506427,-0.00277008,0.01178862,-0.01753873,0.01677297,-0.01261034,-0.02217602,0.02181511,-0.00231125,-0.0113798,-0.00258264,-0.00559441,-0.01214286,-0.03574661,-0.00016556,-0.02185792,-0.0066172,-0.00112233,-0.00157288,-0.04679064,-0.00648348,-0.00835887,-0.0036846,-0.02733485,-0.02310829,-0.02551253,-0.01788618,0.00494743,-0.04743913,0.0,0.01243035,-0.02198582,-0.00744417,-0.00691244,-0.03559871,-0.0038059,0.01076923,-0.00720106,-0.0009095,-0.00950464,-0.05310301,-0.00765462,-0.00962985,-0.00813008
2017-41,-0.01112435,-0.01412714,-0.00884956,0.00931966,0.00122299,-0.0011713,0.00023574,0.00590717,-0.00347102,0.00363209,0.01626646,-0.00518379,0.00884035,-0.00416667,-0.00213828,-0.01513129,0.0225021,0.03280543,0.01484645,0.01925255,-0.00348068,-0.01676471,0.00435053,-0.00055757,0.00967982,-0.01334816,0.01164875,-0.0155694,-0.01273885,0.02468103,-0.01728395,0.01516361,0.01466782,-0.01457321,-0.00738552,-0.00258176,-0.01385928,0.01422372,0.01089212,-0.00995866,0.03459716,-0.00167823,-0.01817043,-0.0010728,-0.00270351,0.0
2017-40,0.01197605,0.01014199,0.01016518,0.00466418,-0.00446429,-0.01393728,0.01259506,0.00551549,-0.01785101,0.01832276,0.0,-0.01667439,-0.00104221,-0.01711157,-0.01411433,-0.0490279,0.00843028,-0.00679502,0.00308261,0.00795455,-0.01154575,-0.01426907,-0.00772082,-0.00666852,0.02053232,0.01004464,0.01041195,0.01251117,0.02117264,0.00843704,-0.01625356,0.0064154,0.01874455,-0.03103914,-0.0122549,-0.01724138,-0.01580611,0.01097026,0.01306848,-0.00965825,0.01182592,-0.00757323,-0.01670792,-0.00565058,-0.02066116,0.01071081
2017-39,-0.00952759,-0.0110999,-0.00884397,0.02583732,0.00404531,0.0114269,-0.00637695,-0.00591966,0.01109955,-0.01269399,0.01268834,0.00327409,0.00104058,0.0,0.00496454,0.0109218,0.02037645,0.02961276,0.01762484,0.00114416,0.0048738,0.01225562,0.00278293,0.0039019,0.00996169,-0.00668151,-0.00180261,-0.00756228,0.00489396,-0.02327031,0.01058201,0.00488998,0.02416107,0.02066116,0.00840752,0.00830708,0.01691332,0.0180917,0.02424569,0.00318054,0.0197972,0.00447127,0.02057357,0.00444717,0.00327576,0.00244021
2017-38,-0.014377,-0.01821862,-0.01462174,0.0095057,-0.00671671,0.03013358,-0.02885042,-0.01099831,0.04787234,-0.0470435,0.00474684,0.02206964,0.02752294,0.04069767,0.01921656,0.06573705,-0.01261777,0.04222222,0.00146229,0.0,0.03076923,0.01761847,0.01813554,0.01523864,-0.00601956,-0.01567749,-0.01098901,-0.01566697,-0.01644737,-0.01513292,0.0147929,-0.0024077,-0.01476335,0.03700962,0.02793585,0.02614183,0.00657895,0.00918798,-0.01410658,0.02441883,-0.00368155,0.01523194,0.02443857,0.01628458,0.02899464,0.0
