Week,AMJ,AMLP,AMU,CHIE,DDG,DIG,DUG,EMLP,ERX,ERY,FAN,FCG,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,ICLN,IEO,IEZ,IXC,IYE,KOL,MLPA,MLPG,MLPI,MLPY,NLR,OIH,PBD,PBW,PSCE,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,VDE,XES,XLE,XOP,YMLP
2018-49,0.01689775,0.02011173,0.00137741,0.00085251,-0.00658404,-0.03812213,0.03647917,0.00443853,-0.04922924,0.04602349,0.00940171,-0.04004711,-0.01372649,-0.03317152,-0.03552124,-0.12247325,0.00630252,-0.00679348,-0.00024771,0.00348028,-0.026622,-0.04635193,-0.0108453,-0.01885125,0.02163833,0.01882058,0.02736438,0.02212389,0.01065719,0.01511582,-0.04897706,-0.00454545,-0.02222222,-0.05905131,-0.03620602,-0.02630735,-0.04790419,-0.00735294,-0.01124197,-0.02387492,-0.00250501,-0.01914843,-0.05202312,-0.01548387,-0.04675667,-0.01229737
2018-48,-0.03773585,-0.04012672,-0.03592423,-0.00915903,0.0455513,-0.10415394,0.11027027,-0.01685393,-0.15072347,0.16631331,-0.0248139,-0.05582656,-0.04782401,-0.07048458,-0.06610408,-0.16544118,-0.04957578,-0.03238342,-0.06216655,-0.04120267,-0.05772358,-0.10052513,-0.04964115,-0.05319441,-0.02914798,-0.03914591,-0.01848429,-0.03361345,-0.01041667,-0.00176678,-0.09760087,-0.03454231,-0.05,-0.0984975,-0.05599627,-0.06480674,-0.11553273,-0.07070218,-0.05882353,-0.05869776,-0.05225989,-0.05561072,-0.11721311,-0.05193437,-0.06884273,-0.02359249
2018-47,0.00807137,0.00768386,0.00809717,0.00676819,-0.00899796,0.02931489,-0.02852853,0.01329787,0.04963899,-0.05160216,0.01694915,-0.00831947,0.02096855,-0.00381679,-0.00713267,-0.02455796,0.01652749,0.05316092,0.01168336,0.03376019,0.00589027,-0.01790476,0.0124108,0.01481481,-0.00153257,0.00367647,0.01144492,0.00870406,-0.01401051,0.00119737,-0.02370452,0.07002801,0.04118404,-0.01967494,-0.00047687,0.0114769,-0.01310616,0.02058233,0.02749868,0.00620248,0.0195122,0.01375989,-0.02477291,0.01913125,-0.00608828,-0.00322581
2018-46,-0.02458333,-0.02798708,-0.0265252,0.0,0.00083857,-0.09957108,0.09885729,-0.02138804,-0.14735567,0.14951147,-0.00342173,-0.05037116,-0.04056012,-0.05873822,-0.05375603,-0.14974619,-0.00894894,-0.0348675,-0.00120135,0.00117371,-0.0523918,-0.06372194,-0.04780517,-0.04822265,-0.05281941,-0.02644231,-0.02916667,-0.02932829,0.0,-0.01258993,-0.06309148,0.00271248,-0.01079914,-0.06827309,-0.05517241,-0.05789933,-0.0669145,-0.00981873,-0.00586667,-0.05410089,-0.0109127,-0.05016056,-0.07352941,-0.04847016,-0.05961035,-0.02006336
2018-45,-0.00494641,-0.00533049,-0.00849673,-0.0168492,0.05112384,0.00030572,-0.0031881,0.00307692,0.0040404,-0.01372637,0.00084674,-0.01727749,0.00192308,0.00433526,0.00068823,-0.0585405,0.02971002,0.00957592,0.00285375,0.01175088,0.00323729,-0.01152738,0.00421433,0.00055036,0.02857143,-0.00598086,-0.01520737,-0.0056338,-0.06085526,0.0078125,-0.01355579,-0.0258467,0.0195993,-0.00079239,-0.01125619,-0.00085935,0.0,0.00676183,0.02972973,0.00115318,0.02367758,-0.0001106,-0.00156006,0.00151653,-0.01086957,-0.01236476
2018-44,0.00860303,0.00632911,0.00716146,0.02504318,-0.00438789,-0.01240623,0.00952381,0.01466015,-0.0130451,0.00796524,0.0474934,-0.01052632,-0.01212121,0.00347222,-0.02151239,-0.03221289,0.03745251,0.02452316,-0.00046566,0.0215311,-0.01315382,-0.03120805,-0.00733783,-0.00561798,-0.00561798,0.007109,0.02862506,-0.03126458,0.03754266,0.00098951,-0.03578337,-0.00357462,-0.02501042,-0.02358143,-0.02188841,-0.03012372,-0.03657143,0.01682994,0.0,-0.00612359,-0.01522593,-0.00687211,-0.03304598,-0.00266588,-0.02188006,0.0030896
2018-43,-0.00083403,0.00652884,0.01207243,-0.00172414,0.02120441,0.07296,-0.07045798,0.00820046,0.10797918,-0.10605128,0.03636364,0.02890792,0.02475728,0.03005865,0.04314544,0.08326325,0.0528626,-0.0148248,0.05746287,0.05505762,0.02578657,0.02166317,0.02600979,0.03725656,0.04595997,0.00854701,-0.01615882,0.01348748,0.01736111,-0.00360721,0.01046859,0.0625,0.07584015,0.03697876,0.03691887,0.03703704,0.04257908,0.0586518,0.07957111,0.03033268,0.09897611,0.0344516,0.03401361,0.03555278,0.04529617,0.01257862
2018-42,-0.05529412,-0.06192893,-0.05794393,0.0,0.07769653,-0.12238325,0.13281945,-0.03410582,-0.17789757,0.1915333,-0.02802102,-0.08738781,-0.05251142,-0.08962868,-0.07557776,-0.24985739,-0.007849,0.01617251,-0.03721039,-0.03506651,-0.07790698,-0.07742537,-0.04978541,-0.06266183,-0.03263889,-0.06094808,-0.06195462,-0.06068719,-0.04487179,-0.02384236,-0.07420653,-0.0347667,-0.0354641,-0.09387755,-0.07585644,-0.07979925,-0.0802603,-0.03661972,-0.02586681,-0.07716702,-0.05588079,-0.06374378,-0.08117099,-0.06025309,-0.08733401,-0.03009027
2018-41,0.00507416,-0.00502513,0.00247678,-0.00854701,-0.00725953,-0.02603369,0.0264468,0.01943463,-0.03764115,0.03592153,0.00794351,-0.02358277,-0.01465364,-0.03431373,-0.03738872,-0.07139266,-0.00075019,-0.02781457,-0.00785945,0.01101591,-0.03457853,-0.0451895,-0.01010101,-0.01213654,0.0070373,0.01014656,0.00949504,0.00488238,0.0,0.01982379,-0.04686192,0.0,-0.00688765,-0.04832474,-0.03472493,-0.03024437,-0.04383282,-0.0045977,-0.00599455,-0.0244192,-0.01917098,-0.01374432,-0.05214153,-0.01180438,-0.03115871,-0.00149402
2018-40,-0.0280303,-0.021611,-0.02888087,-0.00514139,0.06834707,-0.10552424,0.10662021,-0.02800517,-0.15946502,0.16567657,-0.03842869,-0.03654778,-0.03175966,-0.04967855,-0.04954955,-0.11794171,-0.04165915,-0.01595745,-0.05846289,-0.02380952,-0.05160445,-0.05615491,-0.04547887,-0.05352046,-0.00907821,-0.02524698,-0.01877133,-0.02634989,0.01275917,-0.0316221,-0.05793651,-0.02770331,-0.04107293,-0.04929144,-0.05983847,-0.05983101,-0.0655106,-0.05660836,-0.03739316,-0.05064103,-0.04147699,-0.05371233,-0.06217009,-0.05317324,-0.05096132,-0.02909796
2018-39,-0.0037594,-0.00390625,-0.00358852,-0.03497615,0.0,0.00748469,-0.0055517,0.00129646,0.0106383,-0.01143044,-0.03199344,0.00665188,-0.01591956,-0.00173913,0.00678349,0.01900788,-0.04738197,-0.05204461,-0.03906742,-0.01652893,0.00457995,0.00530726,-0.00319319,0.00238379,-0.01907357,-0.00108932,-0.00467091,-0.00342173,-0.01869159,0.01207204,0.00681636,-0.0466497,-0.03839935,0.0,-0.00217786,-0.00247748,0.00785083,-0.02933644,-0.04513185,0.00530547,-0.02864078,0.00200057,0.00892857,0.00476884,-0.00206801,-0.0125
2018-38,-0.00191644,-0.00099206,-0.00304878,0.00649878,-0.01509434,-0.00992155,0.00987066,-0.00692341,-0.01940457,0.01845371,-0.00967742,-0.01066667,0.0038478,0.00649734,-0.00229489,-0.03215284,-0.02342039,-0.00857843,-0.03342164,-0.00701754,-0.00066472,-0.00309598,-0.00080884,-0.00505172,-0.0122449,-0.00774336,-0.00985433,-0.00174902,0.01442308,0.00395257,-0.00443727,-0.0124792,-0.03178964,-0.00614628,0.00700074,0.00251142,-0.00099108,-0.00502972,-0.03310277,-0.00356622,-0.03195489,-0.0052844,-0.00478469,-0.0061407,-0.00185357,0.00244141
2018-37,0.0,-0.00097847,-0.00180723,0.00988468,-0.00841908,0.04029666,-0.03720191,-0.0051304,0.04985423,-0.04775687,0.01301871,0.03136531,0.02669039,0.03252033,0.01843044,0.09161491,0.02220704,0.03237858,0.01637331,0.02860548,0.01754871,0.04074402,0.01976615,0.01942231,0.04061625,0.00109051,-0.00799327,-0.00043011,0.00321543,-0.00236128,0.04382979,0.02214651,0.03175241,0.03523382,0.02032209,0.02351248,0.05714286,0.01351351,0.0165,0.01807834,0.04383829,0.01940299,0.04952381,0.01666208,0.03172279,-0.00097847
2018-36,0.00037722,0.00097371,0.0024024,0.00831947,0.0,0.04279453,-0.04342545,0.00171969,0.0621311,-0.05883948,-0.01050081,0.02584586,0.02413479,0.0262484,0.0394818,0.07721796,-0.00322471,-0.03864734,0.00348289,-0.00238379,0.0266289,0.03849651,0.02399314,0.02240896,0.02631579,-0.00108225,0.01533873,0.02183406,-0.00638978,0.0035545,0.04080737,0.00865801,0.01169355,0.01622323,0.02503912,0.02860636,0.04746137,0.00913242,0.02129817,0.023618,0.00680272,0.02229461,0.0464964,0.02040816,0.03294769,-0.00098425
2018-35,-0.00900225,-0.00388727,-0.00777512,0.0,0.0,-0.0443787,0.04412698,-0.00429185,-0.06055313,0.06048387,-0.01605136,-0.03181818,-0.024,-0.02729529,-0.03518187,-0.09248269,-0.01730511,-0.00986436,-0.02712002,-0.01061321,-0.03593387,-0.04529617,-0.02013423,-0.02142501,-0.01873699,-0.00648649,0.0,-0.00680272,0.00978793,0.00219956,-0.0473596,-0.01618399,-0.02705882,-0.04539801,-0.04685157,-0.04860465,-0.05185185,-0.01323597,-0.02818991,-0.02859518,-0.04884793,-0.02238361,-0.0476489,-0.01985659,-0.04568406,-0.01515892
2018-34,-0.03257687,-0.02571429,-0.03370134,0.001657,0.0,-0.01802018,0.01724699,-0.01188455,-0.02757456,0.02892932,-0.01182033,-0.01151461,-0.008359,-0.00302663,-0.00648585,-0.03242009,-0.00756703,-0.03624009,-0.01014723,-0.00577367,-0.00243902,-0.0182944,-0.01560789,-0.00861645,-0.01540522,-0.02651113,-0.03528929,-0.03315375,-0.04517134,0.00039738,-0.02221325,0.00340136,-0.00039047,-0.01567209,-0.00074212,0.00278164,-0.01756198,-0.00157622,-0.00391965,-0.004758,-0.00550459,-0.00864865,-0.02477341,-0.00859364,0.00453677,-0.03224277
2018-33,-0.00327154,-0.00473037,-0.00289184,0.01343409,-0.01805054,0.04428608,-0.04269042,-0.00547599,0.05876979,-0.05853256,0.01784266,0.03486239,0.02763933,0.03079824,0.03624079,0.10343088,0.0133491,0.03473054,0.01616203,0.00468384,0.03803733,0.03118624,0.02089805,0.02177767,0.00340136,0.0,0.01288446,-0.01267375,-0.00310559,-0.00674336,0.03187919,0.03141361,0.01273378,0.03949843,0.04281822,0.05107527,0.02673797,0.02589827,0.01863041,0.02661468,0.02161654,0.02235485,0.03189493,0.01961609,0.04843162,-0.01442531
2018-32,0.00851221,0.0,0.01238938,-0.02754591,0.03310023,-0.04643735,0.04298357,0.01500214,-0.07223022,0.0663031,-0.00406835,-0.0185941,-0.02642185,-0.02985984,-0.02246509,-0.05859564,-0.02376967,-0.00835322,-0.01129132,-0.01288056,-0.03149606,-0.02985075,-0.02035127,-0.02242711,-0.01285521,0.01187905,-0.02676399,0.01179444,-0.03348554,0.01642336,-0.03248355,-0.01034483,-0.014377,-0.01924271,-0.02353395,-0.02610587,-0.02851109,-0.00070605,-0.02036761,-0.02533756,-0.03325635,-0.02262083,-0.0350338,-0.02315006,-0.0237565,-0.00281955
2018-31,0.0121547,0.00574713,0.01345816,0.0307309,0.01274788,-0.00948092,0.00686948,0.00085179,-0.01396495,0.01235312,-0.01515152,-0.00921861,-0.01140851,-0.01995305,0.00179641,-0.03410582,0.00049595,-0.03023516,-0.0181528,-0.02265006,-0.00743243,0.00196024,-0.01120219,-0.0046523,-0.00854701,0.00963597,0.03352892,0.01213897,0.01702786,-0.01573078,-0.00040048,0.00769231,-0.00078771,-0.02371073,-0.00639098,-0.00708048,0.00308008,-0.00882695,-0.00099305,-0.0094355,-0.01123091,-0.00459658,0.00480192,-0.00298386,-0.0135682,0.02430887
2018-30,0.04047803,0.03493014,0.03867403,-0.03855422,0.00713267,-0.04847519,0.05010225,0.01697867,-0.07749172,0.0825274,-0.01014832,-0.0095986,-0.01431049,-0.03166379,-0.02470588,-0.03260403,0.02795189,0.00334448,0.00586688,-0.01664817,-0.03064324,-0.02118294,-0.01775148,-0.02470024,-0.01360985,0.03695409,0.05202822,0.04269366,0.04723127,0.00400481,-0.02269171,-0.01006711,0.02240326,-0.02655889,-0.02229654,-0.02190121,-0.02327935,0.00046264,0.02722137,-0.03038015,-0.01301032,-0.02331159,-0.02298173,-0.02611693,-0.02340276,0.01448576
