Name,SR_month,Omega_month,RisknessR_month
NLR,0.185957944847996,0.27463529175872226,13.48503374427979
EMLP,0.18275014046010687,0.32175769056121867,10.518445490841142
PZD,0.17807992782862092,0.16272520191622916,7.670688593763239
KOL,0.2086914723397539,0.3285086893166869,6.177690873089428
GRID,0.1238164888690293,0.13733320341488012,5.114866072919045
FAN,0.10337557196763239,0.11022688861406361,4.90991766320587
QCLN,0.08296493880854167,0.09902014770183498,3.644578598694008
FILL,0.07530859072793886,0.09892523742739658,3.01613690568471
PBW,0.08196881893475808,0.09075398942098019,2.947547782887896
CHIE,0.07046453056058531,0.10011145676135441,2.730378903196827
GEX,0.03905253946890058,0.04017436049153444,1.7811592475090368
IXC,0.04462540089054502,0.05778751680642457,1.766044107186713
PBD,0.03319327235391058,0.03630985503270012,1.5308594043639865
MLPG,0.041757604906900024,0.05936061189270119,1.3386855141512604
MLPY,0.01764097100423228,0.02533126353232535,0.5502474141222353
ICLN,0.006240986859246762,0.008091747629629617,0.2645135518131788
ERX,-0.011682874100473604,-0.01643522534187128,-0.13792919349010066
DUG,-0.012010995791972475,-0.017411244156002027,-0.19856265512657884
RYE,-0.010821569484868662,-0.014753545219807224,-0.2901227310468326
GREK,-0.01227846152017037,-0.013320967674027892,-0.33311214152173746
DIG,-0.021786220907351505,-0.02900160033764934,-0.37649713271149104
XLE,-0.01281159636050901,-0.017331201237591725,-0.4501272345347768
IEO,-0.017636293387363642,-0.025188981071941625,-0.4687953233272864
AMJ,-0.016068362311152887,-0.021831036415033183,-0.5511765421128287
FRAK,-0.027218190355338748,-0.03848594906913517,-0.6356589957562709
YMLP,-0.018755310056696426,-0.02202152321504022,-0.6807930727974816
MLPI,-0.021215305605998973,-0.026098890511993555,-0.7204116451604378
AMU,-0.0215533943296871,-0.029021434613336724,-0.7454687018617752
VDE,-0.023326227150701952,-0.029538228446519228,-0.767814532249859
XOP,-0.0397654801374009,-0.060633946653915104,-0.8401769774402439
ERY,-0.09622355287823166,-0.13522006398264105,-0.9058176856348037
IYE,-0.02778551714172312,-0.0349818382650079,-0.9541446335046175
MLPA,-0.029268849346145476,-0.038962141091702124,-0.9564653424158182
TAN,-0.03688227312018701,-0.04871214018647443,-0.9746799872338787
GASL,-0.1453350517541346,-0.19469072166980614,-1.080659343186807
PXE,-0.05094721155795401,-0.06981664437600282,-1.1756693982560802
PXI,-0.05910463310275321,-0.08556841718107748,-1.3948310272656557
DDG,-0.05041614531907678,-0.06830751228061449,-1.643454974047368
AMLP,-0.05270669585360254,-0.07182923052115892,-1.8263034824563842
PSCE,-0.11844861398422853,-0.1458523417616562,-2.0249989106258424
FXN,-0.08615980595268602,-0.11124941248061455,-2.132496133024759
XES,-0.12932371998260028,-0.15893948730888285,-2.2869689460534475
FCG,-0.1158091313830998,-0.1562439817163035,-2.5607133744126562
IEZ,-0.1369499399117514,-0.16235575940716654,-2.8678172687715096
PXJ,-0.15608549398734603,-0.20110977738420263,-3.1509695783296348
OIH,-0.16136433162772193,-0.20051328311362557,-3.3813854757916135
