Month,AMJ,AMLP,AMU,CHIE,DDG,DIG,DUG,EMLP,ERX,ERY,FAN,FCG,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,ICLN,IEO,IEZ,IXC,IYE,KOL,MLPA,MLPG,MLPI,MLPY,NLR,OIH,PBD,PBW,PSCE,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,VDE,XES,XLE,XOP,YMLP
2018-03,-0.07263514,-0.07908992,-0.07697456,0.04761905,-0.00936482,0.03391921,-0.05025956,-0.02281192,0.04260263,-0.81402767,0.03174603,0.01046859,0.01452178,0.04846757,0.04870849,0.01282799,-0.00315615,-0.06237624,-0.00263745,0.02428256,0.0550876,0.00502513,0.01980811,0.02096911,-0.08555487,-0.07710843,-0.09451074,-0.07283182,-0.09015025,0.01983003,0.00128425,-0.00236407,0.04638298,-0.02193914,0.07080998,0.04570792,-0.00932401,0.01183992,-0.00361384,0.03346876,0.00910219,0.01998183,-0.00891632,0.01870033,0.05654672,-0.07248521
2018-02,-0.10526316,-0.1037182,-0.09878788,-0.03865979,0.11156463,-0.22471374,0.25445368,-0.07373868,-0.33058277,0.39922622,-0.03706505,-0.11973392,-0.08477666,-0.11886792,-0.1089701,-0.34070272,-0.03190476,-0.10615522,-0.04233716,-0.01724138,-0.09968041,-0.15688877,-0.09949972,-0.11627907,-0.04540094,-0.10967742,-0.09044149,-0.10623656,-0.09214502,-0.01650236,-0.15227687,-0.03536494,-0.01080183,-0.14118372,-0.13362832,-0.09547613,-0.12703252,-0.04214302,-0.03681885,-0.11962457,-0.01912902,-0.11774727,-0.17816742,-0.11742892,-0.10866013,-0.06749884
2018-01,0.04590423,0.03045685,0.03717706,0.05206463,-0.01415929,0.02498126,-0.0348119,-0.00809544,0.0484275,-0.0666856,0.03166023,-0.02772964,0.0278828,-0.0093985,-0.04345048,-0.09308222,0.02295295,0.07835455,0.02692003,0.01084599,0.00832178,0.02753825,0.01856082,0.01409895,0.1116917,0.03703704,0.05790441,0.03363229,0.05414013,-0.00720186,0.03382014,0.02223926,-0.03774335,0.01134216,-0.01992204,-0.00150905,0.00414079,0.04344763,0.00097609,0.00223675,-0.0246962,0.01325252,0.00347021,0.01894528,-0.03435518,0.02417062
2017-12,0.03212349,0.02561366,0.03313453,0.01953488,-0.07806841,0.08331004,-0.08217131,-0.00935772,0.12801056,-0.12376745,0.04560261,0.02137335,0.04125249,0.02982107,0.0359322,0.04485597,0.0457595,0.11928651,0.02859477,0.05458769,0.05069959,0.04649097,0.03638004,0.04324177,0.07808023,0.02951594,0.0116225,0.02779086,0.0302521,-0.04834811,0.0549814,0.0311253,0.02529022,0.02876254,0.03944954,0.04828326,0.04065934,0.01521004,0.00905433,0.04455446,0.05630821,0.04286182,0.04430769,0.04396099,0.0225,0.01591248
2017-11,-0.02757202,-0.03046218,-0.02360656,0.01301115,0.009342,0.0135603,-0.01897214,-0.00213767,0.01195764,-0.025015,-0.03971963,-0.0091659,0.00250501,-0.00671592,0.0097493,-0.04793388,-0.05198381,-0.03111111,-0.00703659,-0.0419426,0.00787665,0.00337527,0.00487656,0.00829876,0.00948213,-0.03135889,-0.00234962,-0.03058387,-0.02666667,0.01381833,0.00428816,-0.01023622,0.01590624,0.01243094,0.0347619,0.01679053,-0.03293085,-0.01758912,0.006,0.00260562,0.02,0.00766326,0.02022179,0.00624144,0.01204128,-0.03108305
2017-10,-0.04510978,-0.05070994,-0.04320203,0.01212687,-0.00081169,-0.0174216,0.01402091,-0.01272804,-0.0274631,0.02381217,0.00234009,-0.01343214,0.02761855,-0.00752909,-0.01129146,-0.04606932,0.04130838,0.00339751,0.02897657,0.03068182,0.00413579,-0.05824112,0.00463249,-0.00805779,0.02661597,-0.05803571,-0.03666818,-0.05317248,-0.03257329,0.03986501,-0.06176351,0.01764234,0.04446382,-0.03778677,0.00441176,-0.00395704,-0.04741834,0.04412482,0.05384213,-0.01875929,0.1064333,-0.00991202,-0.05569307,-0.00794136,-0.00029516,-0.00292113
2017-09,0.00040096,-0.00305188,-0.00254291,0.01611374,-0.07698029,0.18707015,-0.16161817,-0.00084998,0.29325643,-0.23417758,0.00472069,0.10226105,0.0790802,0.12471132,0.11137255,0.3306498,0.02462285,-0.07471853,0.05092091,-0.0190583,0.10678681,0.16958867,0.08172115,0.09085403,-0.05654975,0.00224719,0.00544712,0.00314748,0.02325581,-0.03092146,0.15865609,0.03962901,0.06713287,0.21078431,0.10574837,0.1238825,0.17174178,0.0389479,0.02149382,0.10625129,-0.0121609,0.09385271,0.21891288,0.09112111,0.11630219,0.01733531
2017-08,-0.0485474,-0.04863813,-0.04966687,-0.00095969,0.05648617,-0.10672926,0.11559433,-0.01053075,-0.16029074,0.17845293,0.00551181,-0.07201946,-0.0247661,-0.08404558,-0.05992509,-0.20602294,-0.0259542,-0.01701702,0.00967246,0.0206422,-0.06875227,-0.08555312,-0.03281352,-0.05324074,0.04150943,-0.0457934,-0.01519893,-0.0581741,-0.03833866,0.03270732,-0.09576742,-0.00336134,-0.030867,-0.07509579,-0.04852321,-0.06392002,-0.0896861,0.00355601,-0.01331913,-0.0750774,-0.0018859,-0.05384973,-0.1047619,-0.05469868,-0.06566133,-0.02702703
2017-07,-0.00419687,-0.00484027,-0.00664251,0.03711133,-0.03419453,0.00597484,-0.01122141,0.02554113,0.01121857,-0.02514464,0.01758593,0.00680272,0.02944507,0.01279318,-0.00074683,0.00140121,0.00815079,-0.00409417,0.04582461,0.04939759,0.00950988,-0.03203593,0.02029275,0.00377687,0.08244023,-0.00636267,0.00949796,-0.00801688,-0.00949367,0.02012987,-0.0303403,0.02852204,0.04854831,-0.03263234,-0.00731835,-0.01099228,-0.04237288,0.01979682,0.05286839,0.00192604,0.08423215,0.00454757,-0.04961832,0.0068833,-0.00279938,0.02061856
2017-06,-0.01413833,-0.00388727,-0.01274272,0.0,0.00343119,-0.02828989,0.01365833,-0.00952381,-0.03564356,0.01044875,-0.02808112,-0.02935515,-0.01633803,-0.03977669,-0.0106141,-0.11032967,0.01363244,0.05921053,0.00822562,0.0,-0.01252533,-0.05123675,-0.02017863,-0.01170618,0.03633218,-0.01064963,-0.02254642,-0.01479915,-0.05654281,-0.03286582,-0.05332799,0.01760563,0.04568024,-0.0726257,-0.01578947,-0.03126844,-0.04320337,-0.00234375,0.02583238,-0.00841652,0.0718232,-0.01304348,-0.05157233,-0.00728863,-0.03079766,-0.01682335
2017-05,-0.04870011,-0.03292568,-0.04426325,-0.001,0.0408568,-0.07414051,0.06879716,-0.01500858,-0.10368497,0.09640512,0.02815768,-0.0789826,-0.01615599,-0.06142668,-0.06128335,-0.2329428,0.0155835,0.0626506,-0.00520464,0.01602959,-0.05349287,-0.06753752,-0.01314492,-0.03527738,-0.07481899,-0.03412616,-0.04136461,-0.04815864,-0.0375,0.04676418,-0.05866667,0.02359347,-0.00943396,-0.10766308,-0.04718417,-0.06029164,-0.07760314,0.03235454,0.03425481,-0.05259232,0.0604815,-0.03861048,-0.08108108,-0.0326344,-0.06643357,-0.06666667
2017-04,-0.01304348,-0.00841121,-0.0137931,-0.01574803,0.02354852,-0.06358059,0.06074214,0.00042589,-0.08873608,0.08405088,0.03946264,-0.05332205,-0.01965066,-0.05603985,-0.04297408,-0.16188821,0.03919394,0.07058824,0.03921085,-0.00863132,-0.04024924,-0.08421583,-0.01866752,-0.03078615,-0.02753737,-0.0061792,-0.01955782,-0.02030255,-0.01990812,-0.00241228,-0.08888126,0.0233209,0.04756926,-0.10948905,-0.03512195,-0.06460084,-0.07430618,0.05831409,0.00667881,-0.04337778,0.01365796,-0.03244254,-0.10373444,-0.02781599,-0.06270447,-0.0117096
2017-03,-0.02471751,-0.02014652,-0.02637486,0.03665988,0.02187631,-0.06371912,0.057818,0.00556031,-0.10769231,0.09749619,0.02401372,-0.01246883,-0.00434075,-0.03405018,-0.05016077,-0.05842757,0.00950075,0.00794702,0.01062778,-0.01575758,-0.02402746,-0.06592127,-0.01236133,-0.0316153,0.03130148,-0.0182002,-0.0217938,-0.02635659,-0.03007519,0.01511111,-0.06439273,0.00652985,0.01581444,-0.079655,-0.0287194,-0.05781058,-0.08218063,0.00834773,0.00121139,-0.02399033,-0.0731171,-0.0313463,-0.08598131,-0.03418803,-0.03535883,-0.0242674
2017-02,-0.01059322,-0.00824176,-0.0106562,0.00614754,0.01256281,-0.03730759,0.02926587,0.00907519,-0.04581498,0.03372234,-0.00431779,-0.05955236,-0.01625135,-0.04997095,-0.02237852,-0.17680473,0.01320827,0.00958904,-0.00527241,0.03026482,-0.03176661,-0.03844383,-0.01800948,-0.01681345,-0.00250627,-0.0070922,0.00552956,-0.00894942,-0.02080238,0.04805225,-0.03774772,0.03288201,0.05082873,-0.08381226,-0.03271028,-0.06924164,-0.02910267,0.02002391,0.04786216,-0.02809181,0.07964602,-0.01947016,-0.04888077,-0.01349348,-0.04839949,-0.03172475
2017-01,0.04295854,0.02085308,0.04640095,0.0664488,0.04467806,-0.09067539,0.09358657,-0.00300558,-0.13083645,0.13462214,0.03880866,-0.01571709,-0.04028926,-0.0429989,-0.04799514,-0.06418769,0.03389831,-0.05729167,0.01556122,0.03571429,-0.04086353,-0.01474926,-0.03781004,-0.04599444,0.06171735,0.01668405,0.02141901,0.03613963,0.0030581,0.00068934,-0.02094886,0.01980198,0.01346801,-0.02325581,-0.05480053,-0.02946551,-0.02832415,0.02928483,0.01364522,-0.04594902,0.01933535,-0.04585769,-0.02150538,-0.04282293,-0.04607177,0.0404463
2016-12,0.0664,0.03988036,0.0635324,-0.03510638,-0.01461109,0.03003447,-0.03119314,0.0506156,0.03644159,-0.0479848,0.01563937,-0.03648803,0.02522813,-0.03338718,0.00685786,-0.109978,0.04140395,0.00948509,0.01177675,0.00808625,-0.00452559,0.02031176,0.02639849,0.014282,-0.05128205,0.04620462,0.0788705,0.06076618,0.06743421,0.06309379,0.0185957,0.02451481,0.02434783,0.02791381,-0.01363237,-0.03982002,0.01315789,0.01384954,0.0440468,0.00346249,0.00185989,0.01605885,0.0342694,0.01489085,-0.0131068,0.04133858
2016-11,0.02991108,0.03752535,0.03153153,-0.02699896,-0.09771229,0.17691635,-0.17467435,0.00452489,0.25279566,-0.2440103,-0.06089194,0.13443192,0.0466174,0.13259669,0.12978723,0.40643691,-0.00494438,0.10565476,0.06650246,-0.07187113,0.1299505,0.1639755,0.05537025,0.09049645,-0.02164863,0.03471445,0.04259534,0.03577818,0.035,-0.02526316,0.16451857,-0.01197605,0.00573394,0.21210306,0.14997458,0.16399474,0.18190757,0.041544,0.05965909,0.12244898,-0.07757644,0.09678523,0.20116618,0.08455131,0.18278641,0.0004878
2016-10,-0.03473562,-0.03125,-0.03378378,-0.00723888,0.02318145,-0.06442806,0.06353528,-0.01409071,-0.08416149,0.07809853,-0.02081599,-0.09594384,-0.01798763,-0.08220721,-0.06133333,-0.26814268,-0.03914729,0.01037037,-0.03692066,-0.03395785,-0.05496158,-0.04065258,-0.01576873,-0.03375412,0.1011236,-0.03125,-0.0321035,-0.03287788,-0.03225806,0.00117096,-0.0330033,-0.04519774,-0.04918919,-0.08743169,-0.04475457,-0.07592457,-0.05427783,-0.04443073,-0.03581081,-0.0483644,-0.05130946,-0.03543524,-0.06789788,-0.02751452,-0.08262712,0.00193143
2016-09,0.01752336,0.00882353,0.01859888,0.00317125,-0.04701349,0.0638913,-0.08331593,0.04187528,0.09908069,-0.1384923,0.00503778,0.03279352,0.03598375,0.04054054,0.05469846,0.06938595,0.01461584,-0.04131054,0.03545528,-0.00698487,0.05389222,0.06679932,0.03152542,0.03516733,0.11733615,0.01516793,0.02757262,0.01848667,0.00320513,0.00888473,0.0638051,0.0113852,0.01421542,0.0753828,0.03798101,0.0574026,0.08721506,0.01753287,0.01709986,0.06014898,-0.02428941,0.03797035,0.09988109,0.04003177,0.0516183,0.02755906
2016-08,0.01942132,0.01296112,0.02018927,0.0053135,-0.05124451,0.09459459,-0.09550028,-0.00815217,0.15204678,-0.15119472,0.01975945,0.09409676,0.0353717,0.09573092,0.05825959,0.29154687,0.01281538,0.00291121,0.01130411,0.00705882,0.08530534,0.03300234,0.03831283,0.04711111,-0.0010582,0.02444444,0.00844091,0.02339956,0.03482587,-0.04267203,0.02244978,0.00381679,-0.03081828,0.14209115,0.09619565,0.11005747,0.0,0.02491909,-0.03176704,0.07019631,-0.03429423,0.05490948,0.03846154,0.05145712,0.12300968,0.05705394
2016-07,0.01165049,0.00492126,0.01049383,-0.01465969,0.03859649,-0.05481728,0.04728584,0.00672948,-0.06006601,0.0408242,0.03359859,-0.01216443,-0.03440496,-0.0194057,-0.0473613,-0.05463576,0.03870033,0.06666667,0.06322844,0.03545232,-0.02526882,-0.05148039,-0.02786994,-0.02702703,0.11910377,0.00543478,-0.01419481,0.00908304,0.01639344,-0.00178971,-0.05930398,0.03670635,0.03140496,-0.06921241,-0.03110658,-0.03963012,-0.10732113,0.04853042,0.07457386,-0.02322125,0.01997951,-0.02660054,-0.09018568,-0.01771591,-0.03236059,0.03580832
2016-06,0.03096467,0.01503006,0.02840909,-0.01222222,-0.0300075,0.04973514,-0.0684878,0.056899,0.05968028,-0.10258527,0.02268603,-0.00339271,0.03900709,-0.00061501,-0.0123119,-0.04791126,-0.02985378,-0.1514393,-0.03359909,0.00615006,-0.00524223,0.04133409,0.04616999,0.02881844,0.15384615,0.02444444,0.01955868,0.02744577,0.01680672,0.04372355,0.05045872,-0.02415459,-0.01086957,0.02352193,-0.03685259,-0.01200961,0.02107112,-0.03844879,-0.02169349,0.02160911,-0.05160662,0.02526782,0.04362801,0.02694317,-0.02854696,0.02124183
2016-05,0.03569929,0.02857143,0.04018754,-0.01853871,0.01136364,-0.02420749,0.01458991,0.02102689,-0.03414971,0.01023841,0.01489758,0.01689775,-0.02741291,0.01373283,-0.03516921,0.03312732,-0.01866346,0.07210884,0.00541774,-0.03860072,-0.01786352,-0.05861977,-0.02594742,-0.01113014,-0.08418367,0.03403756,0.03719225,0.02794597,0.05818182,-0.01029481,-0.05272597,-0.01825168,-0.05116279,-0.06937799,-0.01883986,0.01662578,-0.07102502,0.00739247,-0.01442308,-0.0076746,-0.06447188,-0.01438932,-0.05793991,-0.00842242,0.00144509,0.02262443
2016-04,0.13846881,0.15114873,0.14242653,-0.00863931,-0.09642249,0.21829012,-0.19375896,0.06441558,0.33409821,-0.28056959,0.02105263,0.19680577,0.10619469,0.19867061,0.14584892,0.65208668,-0.0193662,0.03370787,0.04615843,-0.00933489,0.13722716,0.16122137,0.10796527,0.10659098,0.15430267,0.17096336,0.16004813,0.15098352,0.24168514,-0.00911854,0.15940838,0.01371205,0.01255887,0.15659341,0.14261651,0.2004541,0.17116279,0.00756014,0.00206897,0.17367009,0.05228137,0.12054548,0.16461159,0.10554562,0.19745879,0.1443299
2016-03,0.08055694,0.07984791,0.07930214,0.13341493,-0.07628471,0.15011728,-0.14983306,0.06652126,0.22055675,-0.22084793,0.11004274,0.20945946,0.07505071,0.16750842,0.17023097,0.45921788,0.0593361,0.14054927,0.0842751,0.08155583,0.1440273,0.08777025,0.0649505,0.07520053,0.11221122,0.08571429,0.13355482,0.08230683,0.1127451,0.06445264,0.08271979,0.05561277,0.00793231,0.21696574,0.18496732,0.11013371,0.10547264,0.05380201,0.04561912,0.13088746,-0.02814952,0.08324191,0.13790761,0.07351269,0.20758564,0.09517241
2016-02,0.01211509,0.0260078,0.01445783,0.02252816,-0.0034204,-0.00924066,-0.01975923,0.0315493,-0.05208899,-0.0208566,-0.03534304,-0.16010499,-0.01027397,-0.04897959,-0.05596708,-0.49090909,0.00736067,-0.1037037,0.03983516,-0.03960396,-0.07067214,0.00562914,0.00983204,-0.00340136,0.10436433,0.03402367,0.00268637,0.01477273,-0.02600473,0.00246975,0.01616524,-0.00104275,0.0122536,-0.09469697,-0.14768884,-0.0445358,0.02797927,0.03696646,-0.01000715,-0.04340446,-0.0627687,-0.00209556,0.0055517,-0.01153181,-0.10608891,-0.09425436
2016-01,-0.12586806,-0.14519651,-0.12929849,-0.10869565,0.01894669,-0.08418819,0.02592696,-0.01057906,-0.14624506,0.01296424,-0.03603604,-0.06654258,-0.01744966,-0.02769231,-0.07686622,-0.39096573,-0.09381007,-0.12301587,-0.06281726,-0.10777778,-0.07179286,-0.09053498,-0.02396857,-0.03477141,-0.03804348,-0.1446384,-0.15063924,-0.14018243,-0.11428571,0.01920647,-0.09123506,-0.0960452,-0.13296653,-0.12038835,-0.08287014,-0.08245831,-0.12610229,-0.06924716,-0.09533074,-0.05907267,-0.18076923,-0.0376762,-0.13081395,-0.03465888,-0.06192893,-0.08975834
2015-12,-0.02109341,-0.0021978,-0.02325581,-0.04860393,0.11099138,-0.22035763,0.23222586,-0.04840426,-0.32350313,0.35504752,0.00899101,-0.22120658,-0.10168472,-0.1851157,-0.14767664,-0.59869281,0.03093187,-0.08241082,0.01573812,0.04608295,-0.15967078,-0.13850486,-0.09784528,-0.11215753,-0.12087912,-0.00252845,0.0248307,-0.00290557,-0.15051903,-0.00497512,-0.13805064,0.00371747,0.08349609,-0.17918455,-0.18474227,-0.16303512,-0.14089871,-0.01206481,0.0619469,-0.12911492,0.1387445,-0.11618161,-0.15180361,-0.11235227,-0.18874172,-0.23409894
2015-11,-0.09066358,-0.10907336,-0.09302326,-0.05004907,0.01796188,-0.05612648,0.03825811,-0.06867589,-0.08212291,0.04040923,-0.01976285,-0.07538878,-0.01233118,-0.03059976,-0.02626642,-0.26214526,-0.01623313,-0.20158888,-0.02507645,-0.05315615,-0.01459734,-0.01049399,-0.03242497,-0.0265883,-0.10533708,-0.08730159,-0.09725686,-0.09248055,-0.10708899,-0.03829375,-0.0138217,-0.02483901,-0.05300521,0.00107701,0.01051746,-0.00693018,-0.02686567,-0.00034518,-0.02513587,-0.03773224,-0.12562995,-0.02489721,-0.00901804,-0.02295918,-0.02256661,-0.15551471
2015-10,0.05051335,0.04489796,0.05108055,0.10851064,-0.11582278,0.23186441,-0.21188014,0.04235537,0.3384,-0.29871434,0.08833152,0.08167853,0.10229508,0.11264686,0.1186686,0.1272516,0.06221004,0.12922002,0.07728814,0.06850962,0.11096678,0.13429257,0.10330097,0.11486918,0.02518519,0.03814064,0.08702882,0.04395604,0.06420546,0.0523241,0.13252525,0.07947686,0.09334033,0.13498099,0.10681927,0.09256622,0.12195122,0.11215318,0.07892777,0.10249729,0.11899877,0.11313394,0.14200477,0.10952209,0.11352357,0.08430819
