Month,AMJ,AMLP,AMU,CHIE,DDG,DIG,DUG,EMLP,ERX,ERY,FAN,FCG,FILL,FRAK,FXN,GASL,GEX,GREK,GRID,ICLN,IEO,IEZ,IXC,IYE,KOL,MLPA,MLPG,MLPI,MLPY,NLR,OIH,PBD,PBW,PSCE,PXE,PXI,PXJ,PZD,QCLN,RYE,TAN,VDE,XES,XLE,XOP,YMLP
2015-09,-0.13328397,-0.12395154,-0.1379108,0.0042735,0.03920287,-0.0783208,0.06112435,-0.04778497,-0.12829525,0.0860349,-0.0204521,-0.15769474,-0.02268308,-0.08242112,-0.08724389,-0.43120805,-0.02384378,0.0647482,-0.00522364,-0.00844391,-0.04658663,-0.10585763,-0.03609023,-0.03692308,-0.10629921,-0.13240043,-0.14452555,-0.13214582,-0.13131313,0.01576405,-0.09450234,0.01427115,-0.0415,-0.1544586,-0.05348087,-0.05672787,-0.10708783,-0.02392708,-0.04564607,-0.07530543,-0.08062074,-0.04096927,-0.14134809,-0.0380321,-0.08777969,-0.16239316
2015-08,-0.02680776,-0.04645048,-0.02303371,-0.09855335,0.00136612,-0.05216914,0.00241875,-0.0268488,-0.10028249,-0.01087228,-0.05461768,0.06707514,-0.02903811,-0.00490798,0.00698856,0.07620529,-0.09726225,-0.03189066,-0.05600238,-0.10833333,-0.0177695,0.01937984,-0.03863557,-0.01973875,-0.01730532,-0.03744939,-0.0291439,-0.03959627,-0.01780822,-0.05342625,0.03072526,-0.08918919,-0.09646018,0.02011346,-0.00176367,-0.00599583,0.03371648,-0.06939196,-0.09494451,-0.00459242,-0.13601533,-0.02039132,0.02571711,-0.02123806,0.02935421,0.00364601
2015-07,-0.01794177,0.0,-0.02147075,-0.07654321,0.07158837,-0.13679673,0.13659148,-0.0087236,-0.19334187,0.19455224,0.00198216,-0.23722026,-0.06374723,-0.1374677,-0.1270867,-0.58961474,-0.04624872,-0.08333333,-0.05219386,-0.05408063,-0.09164786,-0.08504738,-0.05300582,-0.0663482,-0.12916667,-0.00784314,-0.00964489,-0.000757,-0.07980653,0.03886325,-0.07244502,-0.06260434,-0.07866075,-0.19298952,-0.08823529,-0.0909935,-0.10067114,-0.02054564,-0.06666667,-0.08778496,-0.09060214,-0.07096913,-0.13600334,-0.06494876,-0.15119485,-0.10198864
2015-06,-0.08175138,-0.06014435,-0.07842182,-0.06814701,0.04168305,-0.06877438,0.06352941,-0.05872267,-0.10381708,0.09701857,-0.03753609,-0.08836735,-0.03081828,-0.04889741,-0.05492331,-0.24540541,-0.03406085,-0.17568767,-0.01769406,-0.05648148,-0.03322354,-0.04406417,-0.03159851,-0.03352659,-0.0974026,-0.06756757,-0.1003876,-0.08557791,-0.09748083,-0.05639615,-0.04477612,-0.06141732,-0.03668323,-0.04419284,-0.02011385,-0.02007584,-0.06051345,-0.0192244,-0.05798629,-0.04358238,-0.06365771,-0.03414883,-0.05144817,-0.03224878,-0.04766949,-0.10347432
2015-05,-0.04097161,-0.04006163,-0.03734827,-0.03854707,0.04446274,-0.10304364,0.10481586,-0.01518347,-0.15869833,0.16952324,0.03248031,-0.13115331,-0.05688623,-0.0951356,-0.08789238,-0.35271493,0.02645413,-0.0234375,-0.01395868,-0.03599649,-0.06702128,-0.06297481,-0.05332168,-0.05150215,-0.07692308,-0.02116402,-0.02678235,-0.03099242,-0.04612159,0.00627907,-0.06092789,0.02327448,-0.02759135,-0.09655397,-0.05869873,-0.05765199,-0.07114625,0.02133424,0.03157322,-0.07047029,-0.10538426,-0.05285453,-0.0722807,-0.0540614,-0.09535592,-0.08344859
2015-04,0.0599438,0.03932584,0.06063618,0.14213625,-0.06512524,0.13631612,-0.12894687,0.03773585,0.20313667,-0.186158,0.05010438,0.13037475,0.07974138,0.12204534,0.09399606,0.38957055,0.05436928,0.13293651,0.01679213,0.04828227,0.0639023,0.14318234,0.08512658,0.06573248,0.02816901,0.03568161,0.06347931,0.05907026,0.06368715,0.01514793,0.14927769,0.04399323,0.02505783,0.11994271,0.06171905,0.03417501,0.16240995,0.01407967,0.01613801,0.10374734,0.04216138,0.06801319,0.18430884,0.06603774,0.098027,0.10129804
2015-03,-0.03,-0.01654846,-0.02842004,-0.00084034,0.00076834,-0.02557806,0.01296967,-0.00348888,-0.03416939,0.00347083,-0.01151832,-0.04016832,-0.03349032,-0.01581217,-0.01277014,-0.13498623,-0.01035345,-0.13508921,0.00668799,0.06841046,0.00258621,-0.02549195,-0.02994751,-0.01061678,-0.0802269,-0.01707098,-0.03607448,-0.02519578,-0.04225352,-0.0009463,-0.03103448,0.01469317,0.00350058,-0.03906522,0.00809249,0.01024271,-0.03804692,-0.02086839,-0.00443951,-0.01281635,0.09684381,-0.01123481,-0.04168337,-0.00462161,0.03788989,-0.08382249
2015-02,0.00060006,-0.01153846,0.00668896,0.00340136,-0.02767248,0.02881426,-0.03957637,-0.02193167,0.03521386,-0.06037235,0.04851158,0.05843506,0.02383475,0.00570885,0.04637097,0.15454545,0.08305905,0.1043398,0.04239097,0.07119387,0.0305065,0.02025028,0.01866833,0.01553744,0.05756014,0.00269058,-0.01414914,0.00471857,0.0367893,-0.04058296,0.01267026,0.06307978,0.0913006,0.04432432,0.05659625,0.05314458,0.02187902,0.0782957,0.08019441,0.01800917,0.13216411,0.01731602,0.02728013,0.01499272,0.03934987,0.015625
2015-01,-0.05369515,-0.03157895,-0.05318661,-0.00591716,0.04976852,-0.11291904,0.09058109,-0.01839465,-0.1654894,0.11872351,-0.01425439,-0.10758777,-0.04712042,-0.04804522,-0.04907361,-0.34651163,-0.02349316,-0.2356186,-0.04310599,0.02290951,-0.03009395,-0.08191053,-0.04942038,-0.05126929,-0.07223114,-0.02809482,-0.0471243,-0.05064935,-0.04057018,0.00955197,-0.07673643,-0.02312673,-0.06466227,-0.10885734,-0.01863102,-0.02989571,-0.08740831,-0.03081333,-0.04011976,-0.05436706,-0.00450161,-0.05333065,-0.12263099,-0.05001425,-0.04497297,-0.04783599
2014-12,-0.01280559,-0.00226929,-0.01156337,-0.00755034,-0.00382117,-0.01824534,-0.0161141,0.02901689,-0.04372655,-0.03001813,-0.06362672,-0.0914718,-0.03343465,-0.0294795,-0.01243163,-0.30794165,-0.02587835,-0.1768617,0.00176315,-0.01589103,-0.0076224,-0.01770478,-0.01473684,-0.0047299,-0.04201681,0.0,-0.01189591,-0.00033036,-0.11460446,-0.00630063,-0.0222618,-0.02003643,0.00912863,0.01032702,-0.003663,0.00233809,-0.03019538,-0.00603479,0.00543807,-0.02622076,0.0256326,-0.00643087,-0.02377469,-0.00555239,-0.04065381,-0.10455026
2014-11,-0.02679296,-0.00944767,-0.03044597,-0.05516706,0.07970419,-0.15352766,0.14755481,0.00383142,-0.22136323,0.20571607,0.01923077,-0.13968023,-0.06896552,-0.11786148,-0.09697509,-0.43718593,0.00146951,0.01760325,-0.00292997,-0.01943844,-0.09356337,-0.12513782,-0.06722925,-0.07619487,-0.02312139,-0.01186441,-0.02536853,-0.02457757,-0.09375,-0.0098368,-0.13857395,-0.03012048,-0.08942795,-0.17418649,-0.10087083,-0.1249248,-0.14565964,0.01922392,-0.02788845,-0.08071942,-0.06361249,-0.07654344,-0.14455627,-0.07223327,-0.14258019,-0.1017525
2014-10,-0.03034301,-0.02132196,-0.03205662,0.00311769,0.03774385,-0.043951,0.01549358,0.02718106,-0.06446433,0.00463679,-0.03589744,-0.13244139,-0.03285329,-0.08215194,-0.04152685,-0.40831409,-0.01933153,-0.13067151,0.03401565,-0.01276596,-0.04539219,-0.05967878,-0.02914439,-0.01870824,-0.01205674,-0.02085071,-0.0563654,-0.03545673,-0.05569206,0.04778803,-0.06226852,-0.00931414,-0.01465332,-0.09973243,-0.03342618,-0.05893289,-0.09471846,0.0068076,-0.01844606,-0.03246131,-0.02711864,-0.01982063,-0.09021739,-0.01528581,-0.08938109,-0.04303103
2014-09,-0.01180698,-0.00490196,-0.01337115,-0.08938547,0.07656827,-0.12913144,0.13699346,-0.02715316,-0.19149491,0.2136917,-0.07176582,-0.13925215,-0.05981848,-0.08794051,-0.09124767,-0.36786189,-0.08932008,-0.10843373,-0.05499721,-0.07743786,-0.07731206,-0.08481203,-0.0707835,-0.06170562,-0.11311374,-0.00901639,-0.01405751,-0.00530973,-0.02685624,-0.00930449,-0.08872951,-0.06181534,-0.07223114,-0.11295681,-0.10083,-0.09495646,-0.09631619,-0.06898817,-0.09203365,-0.08688204,-0.0616808,-0.06597194,-0.10764873,-0.06571832,-0.11082474,-0.04929463
2014-08,0.09060496,0.06706408,0.08751099,0.05675878,-0.01632653,0.06595745,-0.06866417,0.08371878,0.086,-0.09629504,-0.0009434,0.03517692,0.02237878,0.04723886,0.0440613,0.08887677,0.08114226,0.01716961,0.04754873,0.0625641,0.04729338,0.02384207,0.03090728,0.0331181,0.02671756,0.05517241,0.10505973,0.09755312,0.07288136,0.02693683,0.02317881,0.06688963,0.10138741,0.03645613,0.05654952,0.07642645,0.03376521,0.03156823,0.10549451,0.04053884,0.12370242,0.03477168,0.02529833,0.03025592,0.07176487,0.03470825
2014-07,-0.04135737,-0.0301941,-0.0405688,-0.00149142,0.01835294,-0.08186993,0.07086614,-0.03115265,-0.10723054,0.10158042,-0.05618964,-0.11440486,-0.04450571,-0.066278,-0.04314721,-0.31595916,-0.08502538,-0.08392603,-0.06410611,-0.05384615,-0.04215021,-0.06498093,-0.0438181,-0.03643241,0.00128123,-0.02512563,-0.04295704,-0.0415775,-0.0341186,-0.04279536,-0.05909707,-0.07615385,-0.0922979,-0.11630071,-0.06172475,-0.06113889,-0.07598127,-0.07485124,-0.0770005,-0.04522133,-0.11166876,-0.03852302,-0.08708839,-0.03524431,-0.08282051,-0.01283528
2014-06,0.05177722,0.03662182,0.05221239,0.02474865,-0.06628369,0.11034762,-0.10434361,0.05699482,0.17594406,-0.15806659,0.01876676,0.06488403,0.04505994,0.06791339,0.06578947,0.20025322,0.06851883,-0.02967499,0.0170068,0.06864754,0.04815409,0.08757669,0.05139721,0.05485498,0.01297859,0.03116883,0.0551042,0.04969345,0.05227078,0.03356808,0.08600797,0.05199025,0.09116312,0.07886815,0.04507564,0.07308625,0.07463264,0.0205854,0.11017426,0.05829766,0.09371585,0.05620352,0.06737425,0.05636869,0.08236434,0.03414883
2014-05,0.02777778,0.0175841,0.02743484,0.0461165,0.00981705,0.02275565,-0.0388941,0.01098901,0.05331116,-0.06232509,0.07204611,0.01341767,0.01000417,0.02420168,0.01450412,0.02998751,0.04208665,-0.02068641,-0.01950948,0.03850267,0.02893777,0.02226054,0.00653102,0.01555508,-0.03771213,0.01679929,0.02540835,0.02736069,0.03003534,-0.00769949,0.02829374,0.02329451,-0.02120498,0.00278275,-0.00244499,0.02227723,0.01566784,0.02061518,-0.00994475,0.0161249,-0.01372813,0.01740995,0.01373051,0.01908397,0.00343359,0.01515935
2014-04,0.0265751,0.01560062,0.02358491,-0.01674641,-0.06469115,0.08764045,-0.08647833,0.02907836,0.1415429,-0.13657798,-0.00478927,0.09384346,0.07394049,0.06472262,0.03639304,0.29568106,-0.05419963,-0.06103494,-0.03095559,-0.05662285,0.05108857,0.03071509,0.054584,0.04323725,0.02851588,0.02085222,0.0247191,0.02196294,0.03305785,0.00141643,0.03248619,-0.05428796,-0.09475929,0.01645193,0.06068431,0.03136831,0.0342493,-0.03470032,-0.095,0.04846462,-0.0977887,0.04477745,0.01908752,0.04640103,0.07429572,0.01562226
2014-03,0.01195952,0.01276935,0.0082205,-0.01748808,-0.02323685,0.06168675,-0.06373626,0.02591463,0.07995125,-0.08438777,0.0199005,0.04868307,0.01186131,0.02076503,0.04113656,0.13812155,-0.01105254,0.04168597,0.0213533,0.00509684,0.03294999,0.04282369,0.02875924,0.03057471,0.02322495,0.01201479,0.01700155,0.01734513,0.00837209,-0.00844278,0.04300578,-0.01186709,-0.02712588,0.0564701,0.05662983,0.05278311,0.04164931,0.00707168,-0.00965447,0.02766634,-0.03217158,0.0306981,0.0414445,0.02763752,0.03651856,-0.016609
2014-02,0.00339506,-0.00239234,0.00684262,0.09106678,-0.0657845,0.15092271,-0.13825527,0.02280975,0.21582315,-0.18996311,0.0955414,0.045853,0.07391304,0.08524073,0.08827586,0.13333333,0.13286313,0.12273642,0.0932304,0.10698198,0.07310994,0.10284984,0.08100969,0.07441061,0.05274115,0.00092764,-0.0027027,-0.0031881,-0.02014652,0.0990578,0.09181637,0.14784946,0.17044649,0.13726415,0.05396595,0.07757029,0.11519045,0.09982548,0.15023202,0.06319485,0.24524941,0.07512108,0.11978466,0.0702275,0.08808974,0.00663987
2014-01,0.01808544,0.0096231,0.01825358,-0.07788162,0.08201499,-0.09980958,0.09962294,0.01935146,-0.13203256,0.13377286,0.00941423,0.00984622,-0.06185567,-0.01931087,-0.04248927,0.02054584,0.01453055,-0.03844306,0.02178393,-0.02253219,-0.02543825,-0.04046143,-0.05050505,-0.04948454,-0.07860262,0.00932836,0.00885978,0.01427552,0.01093892,0.0224861,-0.03890592,0.01507092,0.00475705,-0.02305798,-0.04319946,-0.03619561,-0.05350318,-0.02621102,0.03509781,-0.03077566,0.03882353,-0.04760584,-0.05545884,-0.04442971,-0.02015113,0.01302129
2013-12,0.02688172,0.0136876,0.02094763,-0.0282318,-0.03958417,0.05623472,-0.05786236,0.02651113,0.07956376,-0.08253834,0.03104925,-0.00802516,0.02485314,0.0060015,0.01853448,-0.0309633,0.03813972,-0.01622137,0.01981387,0.01884701,0.00586548,0.01028278,0.03114572,0.02739726,0.00185414,0.01214953,0.03090767,0.01078749,0.03457944,0.00649351,0.00889721,0.01730419,0.02058197,0.00109529,0.01494058,0.01840372,0.00757257,0.04523646,0.04628502,0.00621461,-0.06867079,0.03003003,0.01945137,0.0280914,0.01169682,0.03137396
2013-11,0.00408805,0.00643604,0.0094246,0.05490196,-0.0279829,0.01188511,-0.01898853,-0.01250651,0.00788782,-0.0213766,-0.00632911,-0.00313853,0.00774135,-0.03966823,0.0,-0.02636746,-0.00403071,0.02498775,0.01370271,-0.00437158,-0.01062589,-0.01828246,-0.00083079,0.00023419,-0.00673195,0.00653595,0.00193498,0.00788248,0.01405811,0.03134557,-0.02122803,0.00634058,-0.0186593,-0.025303,0.02421053,0.01837945,-0.01365894,0.02639805,-0.00422195,-0.00692809,0.02515723,0.00585237,-0.02025378,0.00418693,-0.01988376,-0.0163646
2013-10,0.01700353,0.00728155,0.02134146,0.04081633,-0.0490086,0.06992639,-0.07203092,0.02346667,0.10252215,-0.1070131,0.04510451,0.02468446,0.04723666,0.02879291,0.06137517,0.0619822,0.00135292,0.15585136,0.05315204,0.0212766,0.05103841,0.04271575,0.04017217,0.03525718,0.04501608,0.01416431,0.02686685,0.01302932,0.03121951,0.04047619,0.04095644,0.03255814,-0.00625,0.04665936,0.07905583,0.06842989,0.0462203,0.02666193,0.01621959,0.04677092,0.01131008,0.0374488,0.03928481,0.03539083,0.03606867,0.0147429
2013-09,0.0,0.01658375,0.0225959,0.0217938,-0.02123764,0.03530061,-0.03908849,0.01193059,0.03706909,-0.04384887,0.08722359,0.07090554,0.02468538,0.04668497,0.03031761,0.21768438,0.09333333,0.12348822,0.04606779,0.12071156,0.02045391,0.04311927,0.01489921,0.01857815,0.0,0.01442308,0.03680728,0.02549681,0.0189243,0.0287435,0.03832753,0.0977131,0.13831926,0.08095698,0.01225584,0.0131211,0.04244637,0.07725155,0.07958478,0.01691897,0.20527975,0.01851666,0.05122017,0.0137882,0.05276509,0.01058974
2013-08,-0.0349236,-0.01949634,-0.03388973,-0.00678541,0.02889306,-0.05916331,0.05517959,-0.0426861,-0.08176271,0.07272496,-0.026538,-0.01414923,-0.0105364,-0.0213261,-0.03925234,-0.04738059,-0.06051873,-0.0130039,-0.03554427,-0.06577345,-0.01657151,-0.02101069,-0.01424833,-0.02901354,0.03481229,-0.01232227,-0.03908409,-0.03187251,-0.04459203,-0.04366234,-0.0199262,-0.03064351,-0.05823371,-0.0243787,-0.04322128,-0.03327752,-0.02888889,-0.02886441,-0.05221414,-0.02654996,-0.02431118,-0.02749242,-0.0383917,-0.02621305,-0.03305239,-0.01275602
2013-07,-0.03509307,-0.00970874,-0.01654135,0.06569343,-0.04395604,0.09181676,-0.08995687,0.02575107,0.13468992,-0.13308872,0.1396648,0.07379976,0.03888335,0.05553218,0.04425659,0.22260956,0.08998187,0.06205924,0.06111301,0.06357616,0.041326,0.03828396,0.04630481,0.0447914,0.01318529,-0.00751174,-0.00757274,-0.01730977,-0.00188501,0.06338829,0.03517457,0.06915477,0.08055898,0.05076142,0.05544554,0.03781513,0.02093023,0.0620155,0.09934735,0.04220127,0.17363045,0.04645857,0.02389357,0.0451718,0.06362979,0.0
2013-06,0.03138143,0.00823045,0.02764737,-0.09196355,0.05232768,-0.06426449,0.0564193,0.00922409,-0.10152887,0.08559267,-0.01112656,-0.05372835,-0.04028777,-0.02383888,-0.03842459,-0.1789916,-0.01305543,-0.15595238,-0.04343566,-0.02080624,-0.04583095,-0.0213496,-0.04365782,-0.03247564,-0.14132379,0.02512077,0.06444729,0.03518729,0.02336904,-0.04683196,-0.01711174,-0.04259851,0.0,-0.02546005,-0.07124495,-0.03953836,-0.00420757,-0.03961965,0.00744602,-0.03406693,-0.04621658,-0.03013754,-0.02093398,-0.03205313,-0.04188482,0.01359045
2013-05,-0.0006435,0.00505051,-0.00104275,-0.03703704,-0.04704255,0.08191685,-0.0853939,-0.03460933,0.13457557,-0.1368464,0.07898659,0.069557,0.02461841,0.05099395,0.05439756,0.19224806,0.16688812,0.01507538,0.0278617,0.05655172,0.07724523,0.03293651,0.01514234,0.04202784,-0.04243119,0.00485437,0.00300043,0.00688073,-0.00193798,0.04533641,0.02433155,0.13614458,0.16690998,0.05663906,0.08211027,0.04876957,0.04663721,0.04819782,0.2221231,0.05242256,0.24943439,0.0431264,0.04963131,0.04477612,0.07638362,-0.00961015
2013-04,0.01985031,0.00669456,0.00514933,-0.00240964,-0.01005897,-0.0223301,0.00715457,0.02981896,-0.04607428,0.01128181,0.05799373,-0.03131015,-0.01407767,-0.01132075,-0.02340322,-0.11934511,0.08554489,0.20501139,0.0179661,0.15470494,-0.0267001,0.0005887,0.00270189,-0.00922604,-0.03058438,0.0038835,0.01559117,0.00454545,0.02252693,0.00776308,0.01120598,0.07672634,0.1216,0.01820616,-0.03258427,-0.0132149,-0.0109576,0.00333472,0.09264565,-0.01473554,0.2925608,-0.01088647,-0.00470784,-0.01111935,-0.04105937,0.02252585
2013-03,0.05418381,0.04083406,0.05501089,-0.01022013,-0.00791466,0.04770605,-0.04858645,0.05733558,0.07039199,-0.07810425,0.02056962,0.05187859,0.0218254,0.04697103,0.02971768,0.15741188,0.04484174,-0.18675418,-0.00100908,0.00966184,0.04152038,0.01686936,0.01244687,0.02357873,-0.01787592,0.0362173,0.06722299,0.05844676,0.05046344,0.01290138,0.01197764,0.00253485,-0.00676027,0.07102908,0.01234568,0.01810251,0.016,0.02921253,0.05273632,0.0344278,-0.09911055,0.02589959,0.03372352,0.02409456,0.04789096,0.00707372
2013-02,0.00518852,0.00434783,0.0115258,-0.03264996,-0.00920559,-0.01650428,0.00444126,0.00452233,-0.01570424,-0.00847051,0.0047619,-0.01889005,-0.03041825,-0.01765719,-0.00438596,-0.07507639,0.00848698,-0.03887324,0.03082192,-0.00160772,-0.00848356,-0.01678749,-0.03118564,-0.00753247,-0.06504854,-0.00100604,0.00278422,0.00280786,0.00827301,-0.0325,-0.02664617,0.01799486,-0.01579215,0.02523391,0.00876524,0.00859409,0.00841908,0.01019975,0.018,-0.00551615,-0.00748596,-0.0058904,0.00082508,-0.00483165,-0.01199346,-0.01160221
2013-01,0.08202247,0.05790441,0.08496732,0.01002313,-0.0685932,0.11686257,-0.11001004,0.04445762,0.1840796,-0.16712245,0.05743243,0.02961766,0.04079602,0.06441149,0.08271078,0.07990431,0.05276226,0.03444181,0.04991023,-0.01111111,0.08244681,0.0930969,0.03306797,0.05766565,-0.02337786,0.04232804,0.07046477,0.08682373,0.07941834,0.01792319,0.09650866,0.0391363,0.04501608,0.02894271,0.09075559,0.08857074,0.09590461,0.03281596,0.05026738,0.08184011,0.09134615,0.05545597,0.07862111,0.0595834,0.05132163,0.05869651
