Week,DRN,DRV,DRW,FFR,FRI,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,PSR,REK,REM,REZ,ROOF,RWO,RWR,RWX,SCHH,SRS,TAO,URE,USRT,VNQ,VNQI,WPS
2018-02,-0.0031746,0.00082713,0.01152289,0.0,0.00093941,-0.00117371,-0.0028169,0.0060698,0.00815494,0.00377919,0.00225225,-0.002443,-0.00234962,0.00065669,-0.00121139,-0.00101704,-0.00251844,-0.00042481,0.00435445,0.0008245,0.00717029,0.00105097,-0.00689871,0.02810548,0.0062861,-0.00022563,-0.00066863,0.01015651,0.00696774
2018-01,-0.10257634,0.1136572,-0.00525827,-0.01526892,-0.03535811,-0.02295157,-0.03883495,-0.00983111,0.00477979,-0.03487461,-0.0246875,-0.02047244,-0.0088208,-0.03667513,0.03377111,-0.01100275,-0.04557964,-0.02485501,-0.02092229,-0.03414912,0.00051401,-0.03302846,0.07468185,0.00205409,-0.06898744,-0.03656148,-0.03516029,0.00250125,0.00259
2018-00,-0.05791154,0.05820611,0.0190779,-0.00546075,-0.01963409,0.00138664,-0.01731602,0.01149719,0.01422623,-0.01615404,-0.02486951,-0.00862745,-0.00368664,-0.01870215,0.017067,-0.00772297,-0.02283105,-0.01841244,-0.00744048,-0.02005602,0.00855587,-0.02049488,0.03243428,0.03544304,-0.0306758,-0.01955727,-0.01949293,0.0168798,0.01604841
2017-52,0.02496533,-0.02629108,0.01397919,0.00712153,0.00807175,0.00651163,0.01004349,0.02193784,0.01307883,0.00973647,0.0040448,-0.00229533,0.00091199,0.00870113,-0.01132788,0.00222442,0.00727457,0.00534539,0.00791783,0.00822165,0.00921295,0.00880503,-0.01694341,0.02151364,0.01914026,0.00777874,0.00896402,0.01295291,0.0064154
2017-51,-0.08939264,0.09191919,-0.00324992,-0.01790977,-0.04274611,-0.03519856,-0.03126891,-0.01825193,-0.03287671,-0.02703732,-0.0303859,-0.01223242,-0.00729262,-0.02876188,0.02700965,-0.00762045,-0.03986277,-0.03043652,-0.02212389,-0.03087234,-0.00472193,-0.03042198,0.05261299,0.00624025,-0.05148604,-0.02718078,-0.0295991,0.00105282,-0.00773333
2017-50,0.03891403,-0.03622498,0.01429997,0.01178918,0.0118838,0.01542712,0.01232159,0.00157068,0.00872296,0.00966619,0.01456913,0.03044496,0.01708218,0.00902369,-0.00951173,0.01542672,0.00693756,0.01847291,0.01356297,0.01278314,0.01233575,0.01401752,-0.02055498,0.00748621,0.02008963,0.0141844,0.01260183,0.00818942,0.0116975
2017-49,-0.0044964,0.00576369,0.00735294,-0.00230574,-0.00263389,0.00529954,0.0,0.01751592,0.00773015,0.00103332,-0.01155718,0.0,-0.00230521,-0.00712589,0.00063291,0.00099577,0.00082974,-0.00772044,0.00215703,-0.00301912,0.01027582,-0.00249626,-0.00272758,-0.00857366,0.0027946,-0.00192885,-0.00165184,0.00788813,0.00465371
2017-48,0.00221435,-0.00097276,0.0013289,0.0016129,0.00175362,-0.00274788,0.00071385,-0.00132626,0.00209717,-0.00038437,0.00457457,-0.00870942,-0.00417246,-0.01002475,0.00191449,-0.00125471,-0.0068875,-0.00526742,0.00280293,0.00313199,0.00243046,0.00299625,0.00208333,-0.0042471,-0.00274265,-0.00064007,0.00037946,0.0008919,-0.000273
2017-47,0.01823843,-0.01934236,0.01826175,0.01184669,0.0078982,0.01108289,0.00367197,0.01700864,0.0155642,0.00654938,0.00976801,0.02401922,0.00839552,0.00797707,-0.00636537,0.00781053,0.00873003,0.01059495,0.008886,0.00570917,0.01284153,0.00574569,-0.01243094,0.01855431,0.01224552,0.00448622,0.00658979,0.01530153,0.01744186
2017-46,-0.02491409,0.023,-0.00168691,-0.00230947,-0.00737847,-0.00799452,-0.00896003,0.0155271,0.00212691,-0.00800814,-0.00030506,0.02339181,0.00762995,-0.00751972,0.00899743,0.00719424,-0.01411421,0.00040783,-0.00216076,-0.00642588,0.0085659,-0.00692726,0.01727177,-0.02208682,-0.01531532,-0.00676962,-0.00826964,0.0,0.00361211
2017-45,0.04419134,-0.0478424,0.00573163,0.01428571,0.01730257,0.01298701,0.01533869,-0.00054348,0.01031294,0.01423211,0.01510947,0.00255102,0.0048216,0.01467821,-0.01326595,0.00598802,0.00839644,0.0090312,0.01492865,0.01905626,0.00248071,0.01900177,-0.02653061,0.01270697,0.02765263,0.01530502,0.01534331,0.00288444,0.00666482
2017-44,0.03162434,-0.03133393,0.01264093,0.01045131,0.00855086,0.00492611,0.01471825,0.00657895,0.01151908,0.00831354,-0.01429875,-0.02650602,-0.01773215,0.01561693,-0.00742574,-0.01564866,0.0090301,-0.00205677,0.00866282,0.00945354,0.00777994,0.00926402,-0.01536952,0.01153846,0.01582687,0.01010101,0.01066736,0.01037118,0.01607898
2017-43,-0.03904456,0.03631285,-0.0023761,-0.00728726,-0.01243339,-0.01001631,-0.0152237,-0.00606562,-0.00536673,-0.01046846,-0.01459202,-0.04586466,-0.02489814,-0.00717581,0.00998129,-0.02104233,-0.00896117,-0.00810045,-0.00945886,-0.01316835,-0.00332594,-0.01318124,0.01958831,-0.0064006,-0.02126309,-0.01278163,-0.01257862,-0.00253348,-0.0066983
2017-42,-0.02524358,0.02705314,-0.00735048,-0.00788314,-0.00920649,-0.00254218,-0.00819588,-0.01132075,-0.00318471,-0.00415045,-0.00850191,0.00444774,0.00449438,-0.00885292,0.00378072,0.00413525,-0.00363576,-0.01192369,-0.00759549,-0.01043069,-0.00219298,-0.0102654,0.00947547,-0.00223964,-0.00918288,-0.00578778,-0.0086196,-0.00517211,-0.00497512
2017-41,0.04329991,-0.04315197,0.01658768,0.01548569,0.01415929,0.02398307,0.01658203,0.02038567,0.01691865,0.01439979,0.01183082,0.0158371,0.00316742,0.02012644,-0.01310044,0.00636787,0.00878647,0.01083467,0.01669596,0.01505717,0.01613352,0.01542351,-0.02885572,0.00828002,0.02905223,0.01535467,0.01549891,0.01777617,0.01687764
2017-40,0.01113689,-0.01013825,0.01294278,0.00165055,0.00534998,0.00470146,0.00658238,-0.01200873,-0.00071968,0.00660153,-0.00029674,-0.00973054,-0.00632054,0.00793238,-0.00371978,-0.00634456,0.00016636,0.00484653,0.00154287,0.00708329,-0.0036041,0.00663435,-0.01305057,0.03498654,0.01323648,0.00566449,0.00399588,0.0067383,0.00169205
2017-39,0.00278293,-0.00552486,0.00889802,0.00471365,0.00089047,0.00211615,0.00072894,0.00327154,0.00179727,0.00079124,0.00993079,0.01381427,0.00823045,-0.0028564,0.0006192,0.00816832,-0.00445471,0.00325998,0.00220119,-0.00068329,0.0002767,0.00025439,-0.00163452,0.02810768,0.00241429,0.0021777,0.00141789,0.00437557,0.00169014
2017-38,-0.05352364,0.05343511,-0.01221122,-0.01694129,-0.01889279,-0.01318224,-0.020496,-0.00565733,-0.00708968,-0.01924577,-0.01056126,0.01970055,0.00971772,-0.01861058,0.01820465,0.00926158,-0.02437843,-0.00855397,-0.01435407,-0.01814085,-0.00818777,-0.01811777,0.03830645,-0.01735598,-0.03861185,-0.01915214,-0.01820265,-0.00625,-0.0047367
2017-37,-0.01300954,0.00979432,0.00769746,-0.00620975,-0.0017452,-0.00320513,-0.00800892,-0.00373035,-0.00633134,-0.00347983,0.00543314,-0.00551181,-0.00139276,-0.00214782,0.00316656,-0.00150565,-0.01007516,-0.00162536,-0.00280596,-0.00179091,-0.00621958,-0.00149963,0.00718194,0.03179527,-0.0078317,-0.002776,-0.00428643,0.00431267,-0.00553557
2017-36,0.02974828,-0.03058387,0.02100551,0.01575729,0.01111111,0.01329911,0.00970874,0.02754821,0.01975575,0.00785958,0.01358863,-0.00555997,-0.00186393,0.01247107,-0.00810474,-0.0010101,0.01350252,0.00412201,0.01228609,0.01187079,0.01481481,0.01172572,-0.01557323,0.02383838,0.01536755,0.00978899,0.00989336,0.0183756,0.01690617
2017-35,0.03962264,-0.04215247,0.01819454,0.01303318,0.02642369,0.02755151,0.01241782,0.01695858,0.00970525,0.01043455,0.01749453,-0.001554,0.00323176,0.01307951,-0.01236858,0.00199501,0.00987492,0.01620948,0.01083352,0.01360231,0.00329942,0.0128667,-0.0202086,0.02353427,0.02077964,0.01759789,0.01389971,0.00792335,0.00763143
2017-34,0.02701422,-0.025916,0.01025097,0.00639053,0.0068306,0.0069678,0.00961237,0.00083635,-0.00036023,0.01116279,0.01030928,0.00626468,0.00649351,0.02086614,-0.01229256,0.00175131,0.00378539,0.00539195,0.00264609,0.00806173,-0.00384615,0.00875386,-0.02189311,0.02896082,0.02150538,0.00945678,0.0091051,0.00445352,0.00028297
2017-33,-0.04746394,0.04904632,-0.00671378,-0.00590598,-0.01585145,-0.01028462,-0.01592257,-0.0085944,0.0,-0.01270682,-0.02730061,-0.00622084,-0.0013844,-0.01563106,0.01295497,-0.00174825,-0.01121372,-0.02011494,-0.00988794,-0.01748571,0.00082486,-0.01786626,0.02723735,-0.02750741,-0.02587322,-0.01641856,-0.01527508,-0.00482912,-0.00141363
2017-32,-0.06229959,0.0659945,-0.01159115,-0.01810061,-0.0207394,-0.01502504,-0.02033406,-0.0181668,-0.01359084,-0.01950191,-0.02915275,0.00238095,0.00326797,-0.01226756,0.01855288,0.0010073,-0.01061184,-0.02364452,-0.01964208,-0.02182066,-0.01365374,-0.02182187,0.03882545,-0.01347368,-0.03782051,-0.02092871,-0.02138073,-0.01327923,-0.01207526
2017-31,-0.01175407,0.00648749,0.00140056,0.00423032,-0.00359066,0.00357569,-0.0035124,0.00916667,0.00718907,-0.0019742,-0.01080757,0.00079808,-0.00140384,0.00155199,0.00186335,0.00303567,-0.01615535,-0.00928918,0.0,-0.00339943,0.0,-0.00303721,0.0042623,-0.00125052,-0.00446571,-0.00411434,-0.00333419,0.00498799,0.00960181
2017-30,0.01704284,-0.01818182,0.00919053,0.00808177,0.00632911,0.00913901,0.00801165,0.00195749,0.0108972,0.00542472,0.00815956,-0.00805153,-0.00282486,0.00856475,-0.00432099,-0.00127259,-0.00179915,0.00366151,0.00679974,0.00810225,0.00824402,0.00764526,-0.00974026,0.02659803,0.00885241,0.00458015,0.00672182,0.01196485,0.01114286
2017-29,0.0009187,0.00091324,0.01579325,0.00429389,0.0,0.00338491,0.00187344,0.01530612,0.0140325,0.00357569,-0.00479616,-0.0016,-0.00280899,0.00417101,-0.00184957,-0.00278059,0.00655201,0.0,0.00884369,-0.00079663,0.02076319,-0.00076239,-0.00582524,0.01748252,0.00581301,0.0,0.0,0.01691694,0.01628854
2017-28,0.06827309,-0.06572379,0.03178123,0.02276065,0.0223152,0.01552872,0.02184388,0.02396074,0.017991,0.02201386,0.031602,0.00801282,0.00422932,0.02161441,-0.02339532,0.00762777,0.01663306,0.01877347,0.01900452,0.02086019,0.01882487,0.02094241,-0.04471669,0.0328977,0.0445654,0.0226559,0.0224734,0.02366634,0.01916274
2017-27,-0.07888839,0.08736059,-0.00770925,-0.0193087,-0.02900491,-0.02079807,-0.02895116,-0.00549769,-0.00856292,-0.02383461,-0.02907674,-0.02959502,-0.01667439,-0.02144426,0.0248139,-0.01752629,-0.02886166,-0.02106116,-0.02114072,-0.02960045,-0.00793876,-0.02967807,0.04771242,-0.009375,-0.0465487,-0.02914508,-0.027176,-0.00848438,-0.00821355
2017-26,-0.05330396,0.05529522,-0.00402488,-0.01466068,-0.01783326,-0.01597139,-0.01722724,-0.00114613,-0.00733945,-0.01546122,-0.02732403,-0.0412844,-0.0266055,-0.00231125,0.01369011,-0.0228005,-0.02391582,-0.01854091,-0.01506879,-0.01608187,-0.01111729,-0.01632346,0.03062232,-0.00945095,-0.03063319,-0.01746819,-0.01797552,-0.00649599,-0.00665509
2017-25,-0.00134771,-0.00091743,-0.01270417,-0.00423231,0.0,-0.00712928,0.0018597,-0.01047862,-0.01621622,-0.00144851,0.00029994,0.00385802,0.0027637,0.00283286,0.0006192,-0.00124039,0.00256,0.00366898,-0.00717391,0.00045203,-0.01851348,0.00025246,0.00359125,-0.01080108,-0.00286624,0.00500544,0.0,-0.01190476,-0.01421666
2017-24,0.01785714,-0.01713255,0.00622711,0.00947867,0.00677201,0.01349073,0.01022218,0.014008,0.01274117,0.00811278,-0.0059952,0.04129555,0.02075472,0.00974152,-0.00797057,0.01984733,0.01797386,-0.00040634,0.01008993,0.00739477,0.01099505,0.0068615,-0.01694915,-0.02274755,0.01689134,0.01251922,0.00620235,0.00991609,0.0158776
2017-23,0.01817312,-0.01977644,-0.0054407,0.00381953,0.0078125,-0.0002419,0.00136885,-0.01100762,-0.00362056,0.00389785,0.01974699,0.02931323,0.01533301,0.00052438,-0.00485143,0.01292324,-0.0052262,0.0128791,0.00110375,0.00845592,-0.00899183,0.00776398,-0.00906817,0.01067141,0.00812873,0.00821127,0.00669379,-0.00416667,-0.00656768
2017-22,0.04700643,-0.0448505,0.019245,0.014965,0.01438515,0.01612509,0.0127646,0.02648244,0.02471413,0.01426824,0.02457467,0.01937658,0.01203659,0.01082937,-0.01264299,0.01220779,0.01781552,0.02067511,0.0170289,0.01488863,0.01967304,0.01335428,-0.02635611,0.01637108,0.02670272,0.01524664,0.01620186,0.01966834,0.02066958
2017-21,0.00292826,-0.00503778,0.00864987,0.00072639,0.00277649,0.00146807,0.00127186,-0.00744346,0.00259067,0.00489663,0.00125039,0.02566296,0.01457726,0.00465178,-0.00360577,0.01231656,-0.00380543,-0.00083647,0.00044643,0.00023296,0.00361513,0.00052056,-0.00917993,0.02135738,0.00829384,0.00022401,0.00185087,0.00603818,0.0020426
2017-20,0.02424242,-0.02510121,0.0022805,-0.0057957,0.00841515,0.00344403,0.0088989,-0.00028969,-0.00148533,0.00811443,0.00630716,0.00884956,0.00049164,0.01061115,-0.00771971,0.00132661,0.01276453,0.0128041,0.00563063,0.01014031,-0.00083449,0.01027397,-0.01525576,0.00622307,0.01557902,0.009957,0.00829653,0.00117486,0.00058737
2017-19,-0.01998002,0.01880621,0.01197374,-0.0046285,-0.00698975,-0.00172202,-0.00267895,0.01057269,0.00112108,-0.00807887,-0.02321263,-0.02847282,-0.01557936,-0.00484066,0.00952948,-0.01548963,0.01002549,-0.01182932,-0.00270392,-0.00704143,0.00224215,-0.00734523,0.01779789,0.01952172,-0.01698405,-0.00721046,-0.00666578,0.00494169,0.00118238
2017-18,-0.03492213,0.03359173,-0.00537634,-0.00632142,-0.01370489,0.01012096,-0.00540655,0.02202776,0.00981132,-0.00930672,-0.02586466,-0.05076551,-0.0259434,-0.00173634,0.01209921,-0.02789047,-0.00572583,-0.01809211,-0.00156635,-0.00901317,0.01019253,-0.00877872,0.01864512,-0.01394901,-0.01946432,-0.01173605,-0.01060904,0.00656586,0.00894454
2017-17,-0.04940531,0.04875887,-0.00421617,-0.01992499,-0.01915367,-0.00980392,-0.01554459,0.01373207,-0.00075614,-0.01193349,-0.02139673,0.02253756,0.00911271,-0.01304176,0.01155015,0.00903226,-0.0157624,-0.01428571,-0.01398757,-0.01884207,-0.00394811,-0.01888719,0.0244898,-0.00144648,-0.02350814,-0.01424189,-0.0162022,-0.00437202,0.00179748
2017-16,-0.00921053,0.01015697,-0.0076365,-0.00374795,-0.00219877,-0.00509585,-0.00382548,-0.00677966,-0.01012753,-0.00251889,0.00622961,-0.00829187,-0.00810682,0.00182625,0.00369458,-0.00768836,-0.00082075,0.00365705,-0.00483198,-0.00371245,-0.00898876,-0.00301811,0.00481541,-0.02754435,-0.00514139,-0.00388433,-0.00230208,-0.00673267,-0.00923994
2017-15,0.00732601,-0.00880282,0.01677067,0.00929678,0.00267738,0.00815419,0.00062827,0.01161695,0.01344086,0.00134409,0.00817686,0.01031814,0.00974659,0.00513023,-0.00363196,0.01047943,-0.00149551,0.00786749,0.00603622,0.00182565,0.01294964,0.00204082,-0.00467581,0.01337154,0.00446429,-0.00043764,0.00285603,0.01173376,0.01431181
2017-14,0.02388915,-0.02194093,0.01421801,0.0193564,0.00952381,0.00923845,0.0059448,0.02116063,0.01083591,0.00736196,0.00584256,0.01404741,0.00492368,0.00907877,-0.0083632,0.00370077,0.01458121,0.00881982,0.00699616,0.00659875,0.00954861,0.0069912,-0.0136612,0.02188716,0.0146035,0.0113687,0.00829712,0.00936673,0.00921942
2017-13,0.05377981,-0.05154639,0.0,0.00802529,0.01709007,0.00705823,0.01492699,0.00319285,-0.00231929,0.01650714,0.03460317,0.03737466,0.01858363,0.01629992,-0.01760563,0.01779935,0.00649462,0.02927249,0.00960659,0.01580934,0.00115741,0.01661831,-0.03423054,0.00048924,0.0341369,0.01745636,0.01788115,-0.00305188,-0.00183711
2017-12,0.00645802,-0.00807754,0.00632411,-0.00361446,0.00275356,0.00402313,0.00376466,0.00128041,0.00193949,0.00401162,-0.0028427,0.01017576,0.0,0.01013103,-0.0041225,0.0,0.01396311,0.00171013,0.0022779,0.001638,0.00231884,0.00209314,-0.00853443,0.02368032,0.00681342,0.0033799,0.00133404,0.00529747,0.00431167
2017-11,0.06589352,-0.0660091,0.01445203,0.02422744,0.02388759,0.02104723,0.02110122,0.02826158,0.01939826,0.02002821,0.03166397,0.05175781,0.02337662,0.01982379,-0.01907514,0.02622036,0.02505293,0.02977233,0.0225844,0.02342256,0.02253855,0.02378407,-0.03906029,0.00794834,0.03920145,0.02113,0.02276445,0.01742739,0.01950299
2017-10,-0.11973807,0.12903226,0.00695866,-0.0258579,-0.04183536,-0.02561527,-0.03895004,-0.01686122,-0.01062574,-0.03437457,-0.0467203,-0.03655108,-0.01579215,-0.03402268,0.0327381,-0.01395731,-0.03555026,-0.04079058,-0.03204694,-0.04074372,-0.01261367,-0.04153846,0.07004831,0.03085774,-0.06720978,-0.03984064,-0.0407655,-0.0031237,-0.00720326
2017-09,-0.05618467,0.0582878,0.00081666,-0.01679678,-0.01973684,-0.0137999,-0.01833247,-0.00900032,-0.00777907,-0.01352799,-0.01688273,-0.00187091,0.0020377,-0.00780423,0.01335762,0.00273973,-0.01221757,-0.01563786,-0.01375028,-0.01871987,-0.00755594,-0.01830033,0.02818666,-0.0031185,-0.02714636,-0.019879,-0.01907078,-0.00702334,-0.00804954
2017-08,0.01940433,-0.01931519,0.00656814,0.00238436,0.00621394,0.0047088,0.00987706,0.00064329,0.00584112,0.00677782,-0.00060569,0.01428571,0.00717949,0.00145715,-0.00720288,0.00661704,0.0174359,-0.00247831,0.00423729,0.00533001,0.00465252,0.00506842,-0.01465649,0.01896733,0.01390518,0.00633741,0.00660536,0.00641291,0.00747664
2017-07,-0.00512582,0.00084602,0.00455487,0.00168797,-0.00044964,0.00225677,-0.00021259,0.01398374,0.00787402,-0.00013723,-0.00578915,0.0155642,0.00622084,-0.00188046,0.00059242,0.00501393,0.00469239,-0.00498753,0.00180261,0.00057458,0.00203488,0.00051387,0.00059559,0.00158898,-0.00051511,-0.00022139,-0.00078637,0.00332848,0.00344504
2017-06,0.0422946,-0.04132901,0.0254022,0.01534714,0.01415525,0.01807536,0.01489637,0.01952996,0.018334,0.01679966,0.01462807,0.01086957,0.01050972,0.0168447,-0.01626961,0.0070502,0.01198238,0.01049979,0.01367677,0.01315943,0.01321198,0.01328125,-0.03206413,0.03612479,0.03191869,0.01482147,0.01382427,0.01945032,0.01683609
2017-05,0.03451726,-0.03837118,0.01761925,0.01158206,0.01338873,0.00950424,0.00803911,0.02284946,0.01492537,0.01386335,0.01446086,0.00914634,0.00798297,0.01159901,-0.01322599,0.00801144,0.00855768,0.01532567,0.01336098,0.01212335,0.01456599,0.01210208,-0.02828339,0.00990099,0.02711556,0.01182087,0.01249496,0.01539448,0.01412067
2017-04,-0.05429234,0.05555556,-0.00171013,-0.01216545,-0.01889339,-0.0141844,-0.02014419,-0.01158557,-0.00200642,-0.01344421,-0.00340452,-0.00498504,-0.00210416,-0.01779935,0.01701878,-0.0022695,-0.01969671,-0.01000417,-0.01582278,-0.02027027,-0.00413956,-0.01998463,0.02830464,0.01049724,-0.02776808,-0.01816973,-0.01782438,-0.00127877,-0.00159898
2017-03,-0.00567644,0.00329761,-0.00855798,0.00146735,-0.00181077,-0.00381388,0.00053453,-0.01387971,-0.00961153,-0.00236835,-0.00988875,-0.00801603,-0.00264131,-0.00257418,0.00174927,-0.0022779,-0.00297775,-0.00750939,-0.00227376,-0.00057683,-0.00533491,-0.00051586,0.00519481,-0.00496963,-0.00546641,0.00111707,-0.00131996,-0.00491768,-0.00861794
2017-02,-0.03367633,0.02904564,0.0090245,-0.01119221,-0.01171699,-0.01507917,-0.01747141,-0.00428477,-0.00279776,-0.01013467,0.0021875,0.00706357,0.00265393,-0.01000406,0.01053864,0.00429062,-0.02126924,-0.00167294,-0.01263823,-0.0149937,-0.00823287,-0.01586489,0.02059165,0.02474691,-0.02032948,-0.0100089,-0.01104972,-0.00149286,-0.00540369
2017-01,0.05571566,-0.05398872,0.02288732,0.01848657,0.01818182,0.01949218,0.02309097,0.02103506,0.02242152,0.0149776,-0.00309885,0.0142132,0.01013874,0.02190581,-0.01566125,0.00947731,0.02192213,0.00623441,0.02033821,0.01787774,0.02527836,0.01753933,-0.03078677,0.01896552,0.03117762,0.02065095,0.01791401,0.02419882,0.02174619
2016-52,0.05527124,-0.05798193,0.01252796,0.01331658,0.01857873,0.00713376,0.01918018,0.01249589,0.0119637,0.01353084,0.01683609,0.00739958,0.00271592,-0.00956474,-0.01253561,0.003517,0.01974738,0.01484309,0.01888552,0.01920132,0.01188662,0.01896733,-0.02694528,0.01784652,0.02690252,0.01558561,0.01899335,0.01288316,0.00888743
2016-51,-0.03615651,0.03333333,-0.00089485,-0.00375563,-0.01331497,-0.01169293,-0.0135428,0.01572959,0.00791007,-0.00974301,-0.00538486,0.00209205,0.00054025,-0.00923628,0.0103211,-0.00058292,-0.00884486,-0.00548061,-0.0060227,-0.01304449,0.00771843,-0.01328125,0.01984349,-0.01409278,-0.02028618,-0.01405896,-0.01208865,0.00200401,0.00430464
2016-50,-0.0411563,0.03576983,-0.02007857,-0.01935004,-0.01284404,-0.02183735,-0.0101886,-0.01002004,-0.02726903,-0.01296505,-0.0166824,-0.05441478,-0.02568218,-0.00703837,0.01148106,-0.02344428,-0.00125201,-0.01716199,-0.02676951,-0.01011275,-0.02233625,-0.00988554,0.02380286,-0.03205849,-0.02540541,-0.01493213,-0.01352799,-0.02286088,-0.02238806
2016-49,0.09534247,-0.09266943,0.01759789,0.02745995,0.03090823,0.02876393,0.0302108,0.02301963,0.01893004,0.03039158,0.04148971,0.05307856,0.02827624,0.0308721,-0.02830189,0.02316716,0.03153989,0.03812825,0.02803083,0.03089176,0.02052696,0.03103076,-0.05784263,0.00725042,0.05950541,0.02959136,0.03243318,0.01712028,0.0153645
2016-48,-0.02354874,0.01856946,0.00132743,-0.00786403,-0.00666667,-0.0074723,-0.00755015,-0.01213347,0.0,-0.00977104,-0.00849118,-0.0422833,-0.0227519,0.00675287,0.00776484,-0.02137002,-0.0063033,-0.01343736,-0.00375235,-0.0052014,-0.00184332,-0.0051393,0.01692268,0.00615213,-0.01869339,-0.00611909,-0.00682451,-0.00022022,0.00098328
2016-47,0.0558495,-0.05615826,0.00491071,0.00541377,0.01902439,0.00842549,0.01486518,0.00889193,0.00626043,0.01666419,0.02372995,0.00645161,0.0021846,0.00461894,-0.01683867,0.00413712,0.01673959,0.020327,0.01241346,0.01758514,0.00435323,0.01744669,-0.03444833,0.01015801,0.0332999,0.01732852,0.01910737,0.00355793,0.00529801
2016-46,-0.05879121,0.05786249,0.00179937,-0.01683244,-0.02002861,-0.01709402,-0.02584471,0.00205832,-0.00334868,-0.01103753,-0.00336247,0.03284258,0.01511758,0.00861565,0.00878638,0.01422088,-0.03236423,-0.00132217,-0.01573878,-0.02266426,0.0,-0.02239007,0.0222279,0.00057045,-0.02251811,-0.01932139,-0.01841775,-0.00289275,-0.00066335
2016-45,-0.06181015,0.05894173,-0.04223549,-0.02259603,-0.01915709,-0.03097233,-0.02300527,-0.03684551,-0.03431764,-0.02538293,0.04070605,-0.02173913,-0.00662617,-0.02851468,0.02262693,-0.00745823,-0.03530259,0.01363636,-0.02320724,-0.01521236,-0.03619104,-0.01576944,0.0526043,-0.02527473,-0.05190311,-0.01756468,-0.0207022,-0.03677869,-0.03296355
2016-44,-0.10714286,0.11024735,-0.01316348,-0.02322134,-0.03613327,-0.0183371,-0.03396559,-0.0090527,-0.00712589,-0.03519313,-0.04703405,-0.00881057,-0.00662983,-0.0293501,0.03382187,-0.00775194,-0.03021201,-0.03398927,-0.02293578,-0.03367968,-0.00831354,-0.0336269,0.06682705,-0.01660418,-0.06877427,-0.0330617,-0.03594951,-0.01134931,-0.0072327
2016-43,-0.11410688,0.11954887,-0.0225,-0.03407443,-0.03766651,-0.03104978,-0.03497185,-0.02931904,-0.0245614,-0.034212,-0.04826649,-0.00553097,-0.00222469,-0.03800572,0.03446295,-0.00389105,-0.02254712,-0.04366623,-0.03170677,-0.0360698,-0.02621614,-0.03637791,0.07073239,-0.01374934,-0.06777857,-0.03216241,-0.03835323,-0.01806854,-0.02018634
2016-42,0.0083089,-0.01107829,0.01102162,0.0068326,0.00323176,0.010286,0.00195525,0.01543408,0.01588562,0.00593975,0.01558711,0.0338785,0.01769406,0.00273673,-0.0045584,0.01565378,0.00212352,0.01100837,0.00681354,0.0016457,0.01843592,0.00105042,-0.01067323,0.00863465,0.01063446,0.00390446,0.00242522,0.01890399,0.01458465
2016-41,0.01344622,-0.01590745,-0.01696318,0.0019536,0.00464468,0.00174129,0.00393013,-0.0085335,-0.01287051,0.00555318,0.00771118,0.01172333,0.00746697,-0.00940656,-0.00677966,0.00990099,0.00713776,0.0039823,-0.00226398,0.00389979,-0.01082504,0.0034337,-0.01293103,-0.03317781,0.011883,0.01181376,0.00515744,-0.01806854,-0.01185647
2016-40,-0.10404362,0.10927673,-0.03093612,-0.03825393,-0.03647006,-0.05325444,-0.03311047,-0.0638987,-0.0422746,-0.03309791,-0.04859939,-0.06165919,-0.032493,-0.03590157,0.03312028,-0.0307971,-0.03971802,-0.03409581,-0.03907444,-0.03344828,-0.04711458,-0.03287108,0.0714896,-0.01635992,-0.06895363,-0.03743555,-0.03479636,-0.03417772,-0.03965155
2016-39,-0.06615878,0.06814159,0.00200884,-0.0092081,-0.02203024,-0.00705053,-0.02185181,-0.00292227,0.00713481,-0.01776175,-0.02829268,-0.00759219,0.0,-0.01545655,0.01987952,-0.003861,-0.022746,-0.01298157,-0.01254518,-0.02333003,0.00558036,-0.02384464,0.03568161,-0.00050916,-0.03830742,-0.01727116,-0.02250316,0.00644122,0.00508982
2016-38,0.09614533,-0.09633758,0.02242152,0.03173851,0.03310962,0.02427885,0.03217327,0.02204349,0.01716247,0.03201325,0.03248493,0.03378378,0.0162374,0.03452909,-0.03645833,0.01570997,0.03893196,0.03457217,0.02802715,0.03328015,0.02050114,0.03363057,-0.06273168,0.01889683,0.06365503,0.03682084,0.03244799,0.01961987,0.0179878
2016-37,-0.05498282,0.04967427,-0.01857085,-0.02634647,-0.01817376,-0.01950987,-0.01689965,-0.02816492,-0.02359551,-0.01792066,-0.02025232,-0.01473923,-0.01008969,-0.02486115,0.01877934,-0.00939394,-0.01423427,-0.02,-0.02201597,-0.01817361,-0.02763048,-0.0186586,0.03504199,-0.00968893,-0.0366325,-0.01885955,-0.01776683,-0.02171727,-0.02160864
2016-36,-0.13384615,0.13737734,-0.02557042,-0.03288728,-0.0445587,-0.03096834,-0.04502322,-0.03440496,-0.02527473,-0.04534038,-0.04953954,-0.06465517,-0.0339726,-0.03743728,0.04482132,-0.03746313,-0.04632694,-0.04226508,-0.04035124,-0.04516199,-0.03387534,-0.0443686,0.09323865,0.00203355,-0.09090909,-0.04483054,-0.04570498,-0.02600985,-0.02350176
