Week,DRN,DRV,DRW,FFR,FRI,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,PSR,REK,REM,REZ,ROOF,RWO,RWR,RWX,SCHH,SRS,TAO,URE,USRT,VNQ,VNQI,WPS
2019-05,0.03227213,-0.03104787,-0.00486539,0.00303622,0.00788709,0.00221828,0.00969029,-0.01543374,-0.00714772,0.00711358,0.00190295,-0.01696113,-0.00303951,0.00804068,-0.0067659,-0.0034827,0.00994297,0.00773301,0.00143149,0.00963452,-0.00879917,0.01026359,-0.01415858,0.00256316,0.01237766,0.00883179,0.00735738,-0.00715782,-0.01063264
2019-04,0.06102176,-0.05482718,0.02059801,0.01996894,0.01921435,0.02015855,0.02002931,0.01316143,0.01419176,0.01968065,0.01359223,0.02494497,0.01458886,0.02260299,-0.02043507,0.01062574,0.01316183,0.01584654,0.01565762,0.01785714,0.0152712,0.01797268,-0.03730769,0.03601533,0.03966692,0.01877837,0.02008181,0.01763134,0.01733947
2019-03,0.04383282,-0.03977901,0.03077975,0.01860676,0.0131291,0.02065924,0.012,0.02472222,0.02236422,0.01521491,0.01324503,0.03717754,0.01258427,0.01721557,-0.01480051,0.0146283,0.01487958,0.02015437,0.02125832,0.01489573,0.01943844,0.01474201,-0.02963776,0.04574383,0.03297228,0.01353352,0.01602442,0.023766,0.02163062
2019-02,0.06270096,-0.07349896,0.02348066,0.020723,0.02643369,0.01780694,0.02422322,0.01204819,0.01249108,0.02554129,0.02774958,0.03534957,0.00766456,0.0228833,-0.02208202,0.00942484,0.02840461,0.02089682,0.01913459,0.02688962,0.00976139,0.02691824,-0.04594879,0.01901743,0.04844348,0.02551903,0.02508448,0.01301081,0.01648045
2019-01,0.11842105,-0.11080074,0.02363316,0.02905741,0.03798055,0.0285093,0.03742863,0.02411022,0.02146235,0.03449198,0.0372433,0.04047619,0.01373626,0.03686696,-0.03243574,0.01276074,0.03744277,0.03355705,0.03110316,0.03892006,0.02415325,0.03905233,-0.06684228,0.02051488,0.06784452,0.03917618,0.0359635,0.02034721,0.02131893
2019-00,-0.02349398,0.01193756,0.01769592,0.00599952,-0.00557621,0.01004656,-0.01209762,0.01200234,0.0152814,-0.00483806,0.06136364,0.07285343,0.03290415,-0.00877768,0.00243457,0.02774243,-0.01616554,0.0170743,0.00203344,-0.00935454,0.02103468,-0.00963542,0.00520325,0.0110883,-0.00642857,-0.00494827,-0.00337655,0.01621828,0.01868613
2018-51,0.10234114,-0.10722989,0.00766144,0.02602504,0.03671498,0.02622378,0.03709783,-0.00584283,0.01283019,0.03762764,0.03949941,0.1196984,0.04992585,0.03182807,-0.03629977,0.05076679,0.03177258,0.04216579,0.03103126,0.0363305,0.01735107,0.03601408,-0.07470747,0.01583993,0.07628588,0.0364486,0.03664186,0.02185792,0.01391768
2018-50,-0.08681498,0.08209693,-0.0188478,-0.01644737,-0.02750225,-0.02096236,-0.02306982,-0.01558442,-0.02209945,-0.02893806,-0.05972272,-0.07864238,-0.03689865,-0.026755,0.03060587,-0.03604506,-0.00807601,-0.04854369,-0.02478973,-0.02666515,-0.02134831,-0.02780586,0.05922396,-0.03285256,-0.05719092,-0.02768091,-0.02956248,-0.02028052,-0.02131336
2018-49,-0.04099493,0.04009164,0.01173125,-0.00840336,-0.01284247,-0.00393701,-0.01499367,-0.00426257,0.00477766,-0.01183948,-0.00970224,-0.00766871,-0.00760626,-0.01154875,0.0144357,-0.00625752,-0.01406321,-0.01091978,-0.00918607,-0.01707108,0.00195531,-0.01651113,0.02359551,0.03514508,-0.02521647,-0.01324503,-0.01211743,0.01041075,0.00545977
2018-48,-0.00760286,0.00350467,-0.01047486,0.00158192,-0.00338839,0.00969977,-0.00057999,0.00170648,-0.00290592,-0.00493218,-0.00787402,-0.01339286,-0.00177226,0.00169307,-0.00197889,-0.00666032,0.00818926,-0.00863487,-0.00253807,-0.00634988,-0.00083033,-0.00260355,0.00380518,-0.02917981,-0.00700656,-0.00348075,-0.00370966,-0.01372404,-0.00085155
2018-47,0.06631171,-0.06236559,0.00316456,0.00388128,0.02401747,0.01094805,0.02280876,-0.01412351,-0.00181488,0.02332657,0.01946962,0.01759755,0.00671441,0.01412289,-0.02434337,0.01111648,0.02825035,0.01850294,0.01160791,0.02529566,-0.01015646,0.02316508,-0.0435722,0.02745902,0.04496148,0.0230152,0.02314933,0.00487074,-0.00113733
2018-46,-0.02470309,0.03186813,-0.00070947,0.00045788,-0.00779558,0.00070258,-0.01308797,-0.00498477,-0.00292719,-0.01268685,-0.00166611,-0.00381098,-0.00268938,-0.01615074,0.01101036,-0.00556631,-0.00295169,-0.00419639,-0.00621651,-0.01051605,0.0,-0.01014738,0.02721589,-0.00578273,-0.0269521,-0.00837521,-0.01146384,-0.00207352,-0.0025788
2018-45,0.0,0.0043956,0.01834532,0.00321175,0.00043384,0.01032621,0.00555886,0.00275028,0.01553254,0.004923,-0.03069467,-0.00831444,-0.00445633,-0.00342256,-0.00194679,-0.00288809,0.00376058,-0.013642,0.00560466,0.00108731,0.00977381,0.0,-0.00764749,0.05682819,0.00590429,0.00125839,0.0003786,0.02128476,0.00862813
2018-44,0.05985915,-0.05175983,0.00502513,0.0156068,0.02126717,0.01317365,0.02219507,0.01711289,0.01373932,0.01875401,0.00975293,0.00376506,0.00939177,0.01141209,-0.01527689,0.01678424,0.02745035,0.01258389,0.01769332,0.02314454,0.00981217,0.022057,-0.03616573,-0.0218509,0.03018076,0.02032086,0.01762965,0.00419127,0.01361135
2018-43,-0.02705462,0.02527806,0.02724595,-0.00587406,-0.00980829,-0.00290065,-0.01055652,0.02057497,0.01011994,-0.00039083,-0.01112202,0.0456,0.01691815,-0.01873418,0.00628141,0.0098595,-0.02311768,-0.01139241,-0.00745614,-0.01328125,0.0064807,-0.01292889,0.00548697,0.06684857,-0.00808181,-0.01098191,-0.00182506,0.02083333,0.00554745
2018-42,0.01551632,-0.02196753,-0.0147323,0.0002359,0.01458523,-0.00529228,0.00785587,-0.02177463,-0.0125046,0.00211305,-0.00297422,-0.01567398,-0.00273973,-0.00205497,-0.00123993,-0.00442804,0.01816667,-0.00384123,0.00133008,0.01075761,-0.0069735,0.01174368,-0.004662,-0.0114689,-0.00218966,0.00613363,0.00224927,-0.01397397,-0.01693456
2018-41,0.07087912,-0.06580167,0.01980198,0.02489825,0.02295684,0.02407271,0.02628789,0.04060914,0.0202323,0.02333956,0.019,0.00634921,0.00548446,0.01491183,-0.01541307,0.00518135,0.02636883,0.01067008,0.02173426,0.02013346,0.02126453,0.02077456,-0.04499511,0.00361337,0.04323859,0.02233031,0.02350113,0.01905503,0.01577564
2018-40,-0.12316716,0.1322314,-0.02525792,-0.03156917,-0.04159292,-0.02442529,-0.03811866,-0.01480263,-0.01839588,-0.04163454,-0.05791139,-0.05370651,-0.03222919,-0.05001253,0.04262087,-0.02929782,-0.03501309,-0.04907975,-0.03090988,-0.04190687,-0.01561193,-0.04152249,0.08724597,-0.02972857,-0.08260105,-0.04192381,-0.04432169,-0.01768733,-0.0195066
2018-39,-0.06473108,0.07074974,-0.03850085,-0.02751251,-0.02154793,-0.02903301,-0.01684189,-0.03617639,-0.03524386,-0.01953025,-0.03308365,-0.02837939,-0.0195122,-0.02202314,0.02699229,-0.01822979,-0.0161659,-0.02827141,-0.02905983,-0.02039242,-0.0356564,-0.02136018,0.04302987,-0.03988604,-0.04582421,-0.02053345,-0.02167538,-0.03428048,-0.035
2018-38,0.02085308,-0.02628812,-0.01145939,-0.00022717,0.00703606,0.0002331,0.00611309,-0.01270747,-0.00706215,0.00419527,0.0140056,-0.00953079,0.00221043,0.00524869,0.00256904,0.00239636,0.00912944,0.00968523,0.00469784,0.00670477,-0.00348993,0.00759804,-0.0118068,-0.03279336,0.01139379,0.00739645,0.00635647,-0.01084599,-0.00550509
2018-37,-0.02644127,0.02974828,0.01666667,0.00201975,-0.00854701,0.00253456,-0.00830532,0.0,0.00529848,-0.00731465,-0.00729262,-0.01157742,-0.00350416,-0.00716193,0.00262985,-0.00190204,-0.00980857,-0.00827749,-0.00356096,-0.00811792,0.00321975,-0.00809717,0.01540774,0.04981774,-0.014828,-0.00964498,-0.00755792,0.0152755,0.00440286
2018-36,-0.01133391,0.01025057,0.01622928,0.00022447,-0.00469885,0.00277585,-0.00228084,0.00676027,0.01364452,-0.0033478,-0.01130616,0.01183844,-0.01421189,-0.00328707,0.00527704,-0.01288962,-0.00979463,-0.00704501,0.00232019,-0.00524176,0.00977729,-0.00500357,0.00525526,0.03101737,-0.00872007,-0.0026738,-0.00099342,0.01216142,0.00979569
2018-35,-0.00308234,0.00677201,-0.01461591,-0.004262,-0.0021395,-0.00392428,-0.00129482,-0.00648004,-0.01277049,-0.00385333,-0.0005933,0.021398,0.00564236,-0.00873574,0.00131666,0.00590458,-0.00317612,-0.00312989,-0.00315856,-0.00128728,-0.01235231,-0.00095717,0.00485981,-0.04030028,-0.00668648,-0.00165221,-0.00223992,-0.01630435,-0.01077646
2018-34,0.02843395,-0.03047404,-0.01287979,0.00714445,0.00942184,0.00526677,0.01016544,-0.00583905,-0.00628711,0.00993665,0.01358134,0.00575126,0.00348432,0.01210713,-0.01179554,0.00260417,0.01047785,0.00897036,0.00313022,0.01138194,-0.0060686,0.01196458,-0.01796407,-0.01648773,0.01857079,0.01011143,0.01118985,-0.00884017,-0.00812568
2018-33,-0.02290076,0.02219626,0.00571045,-0.00510998,-0.00720644,-0.00343643,-0.01121937,0.01612064,0.0024735,-0.00933546,-0.0023488,-0.00646088,-0.0030448,-0.01488238,0.01399067,-0.00142079,-0.00893417,-0.00348702,-0.00374688,-0.00880917,0.00239936,-0.0078125,0.01913509,0.01705672,-0.01802326,-0.00796894,-0.00835381,0.00865177,-0.00164519
2018-32,0.0964136,-0.08820404,0.01158433,0.02028721,0.0324277,0.01704413,0.03103763,0.0065548,0.00642628,0.03042211,0.03840293,0.03820225,0.01149934,0.03094705,-0.02908856,0.0156702,0.03578368,0.03161265,0.02089998,0.03437672,0.00539665,0.03402693,-0.0572973,-0.01101495,0.05771006,0.03162555,0.03027232,-0.00072451,0.00413223
2018-31,-0.04355556,0.04439512,-0.00972502,-0.01457726,-0.01466149,-0.0133364,-0.0169593,-0.01768324,-0.0154386,-0.01718341,-0.02463639,-0.01552106,-0.0074989,-0.01370534,0.01972387,-0.01029447,-0.00931577,-0.00672468,-0.01677501,-0.01502703,-0.01507538,-0.01516976,0.03128492,0.04151552,-0.0290741,-0.01619938,-0.01469856,-0.00536385,-0.01623377
2018-30,0.09426628,-0.0862069,-0.0098912,0.01338475,0.03204272,0.01449614,0.03659293,-0.00025432,-0.00659493,0.02920082,0.01746988,-0.01375815,-0.00350416,0.03038709,-0.02613129,-0.00617137,0.03238127,0.02296535,0.01831346,0.03208199,-0.00026323,0.03204173,-0.05602537,-0.04472477,0.05627161,0.03039384,0.03090536,-0.01088483,-0.010155
2018-29,-0.02001907,0.01952724,0.01574012,0.00772903,-0.00972591,0.00915278,-0.00010325,0.00643004,0.00772472,-0.00383289,-0.02407848,0.00148368,-0.0004415,-0.00238964,0.00255754,0.00023964,-0.01151126,-0.01868045,-0.0012785,-0.00808685,0.0026434,-0.00888889,0.00887469,0.03249804,-0.00734031,-0.00660418,-0.00459829,0.01532431,0.01133297
2018-28,-0.02630365,0.02330508,-0.001002,-0.00586775,-0.00832603,-0.00766729,-0.01071101,-0.00863602,0.0024527,-0.00846708,-0.00474496,0.01040119,0.00398759,-0.01029904,0.00971503,0.00795181,-0.01022229,-0.00158667,-0.00444444,-0.00899912,0.00475813,-0.00953545,0.01849837,-0.0101325,-0.01802628,-0.00970669,-0.00909435,-0.00106458,0.00134517
2018-27,-0.00722022,0.00756757,-0.00792341,-0.00291545,-0.00130605,-0.00621261,-0.00070972,-0.00609756,-0.009362,-0.00050295,-0.01507683,-0.00737463,-0.00353513,0.0027184,-0.00325945,-0.00383417,-0.00194018,-0.00665623,-0.00670438,-0.00272242,-0.00993984,-0.002185,0.0003667,-0.00799695,-0.00090566,-0.00104822,-0.00112938,-0.00789335,-0.014616
2018-26,0.07615421,-0.07865169,0.01859993,0.01754386,0.02255639,0.02233192,0.02335391,0.02442827,0.01484624,0.0247765,0.03452381,0.03737605,0.01885099,0.02767644,-0.02804334,0.01950744,0.02521696,0.02755591,0.02264957,0.0224483,0.01982851,0.02319842,-0.04618117,-0.0011646,0.04731518,0.02474931,0.0248788,0.01432665,0.01829601
2018-25,0.02777778,-0.0244898,-0.00266578,0.00409277,0.00797872,0.00608187,0.01305429,-0.00282776,-0.00315236,0.0118176,0.0092427,-0.01368821,-0.00404494,0.01589304,-0.01339286,-0.00536716,0.01218107,0.00598325,0.00469183,0.01030585,0.0024,0.00964153,-0.02039381,-0.03292638,0.02154766,0.00919786,0.01077337,-0.00670076,-0.00243441
2018-24,0.07479508,-0.07298578,-0.00881201,0.01215039,0.0244898,0.01109799,0.02829787,-0.00025648,-0.00069396,0.02117647,0.0288432,0.00848765,0.00770276,0.00088855,-0.02373517,0.00441068,0.02610169,0.0203252,0.01555076,0.02573404,0.00212371,0.02527806,-0.04200542,-0.02149401,0.04104903,0.02498356,0.02289976,-0.00676261,0.00293568
2018-23,-0.01214575,0.01052632,-0.01060071,-0.004329,-0.003615,-0.00583022,-0.00685799,-0.00658728,-0.00687285,-0.00442133,0.00030788,-0.00156006,-0.00726282,0.0,0.00125865,-0.00320039,-0.00118024,-0.00040717,-0.00876818,-0.00552175,-0.01071055,-0.00578035,0.01025641,-0.01780822,-0.01305399,-0.00370774,-0.00494921,-0.01022495,-0.01131877
2018-22,0.00963978,-0.00953289,-0.00032,-0.00181942,0.0018075,0.00351865,0.00126476,0.01049399,0.00068705,0.00339337,0.00185357,0.01429706,0.00411711,0.00435172,-0.00438596,0.00669809,0.00134907,0.00572363,0.00213812,0.00349414,-0.00026062,0.00377264,-0.00714043,0.01070812,0.00794938,0.00437158,0.00339293,0.00375235,0.00395987
2018-21,0.04575163,-0.04340124,0.01480263,0.01233706,0.01576263,0.02046713,0.01633845,0.01789945,0.01120841,0.01428953,0.01258257,-0.01025237,-0.00183486,0.01347462,-0.01411909,-0.00544689,0.02137272,0.0116521,0.01245629,0.01879132,0.00581703,0.01784329,-0.02761533,0.02048886,0.02783435,0.01633475,0.01455662,0.00816681,0.01153433
2018-20,0.046875,-0.0442404,-0.00387347,0.00607051,0.01609087,0.003125,0.01286704,-0.00871348,-0.00345781,0.0108313,0.02042139,-0.00079872,-0.00137931,0.01259613,-0.01089588,-0.00273292,0.01886457,0.01923077,0.01103022,0.01644192,0.0,0.01635452,-0.02055011,-0.01250869,0.02003484,0.01646844,0.01291287,-0.00564489,-0.00476695
2018-19,-0.07590028,0.0779896,-0.01784576,-0.02548209,-0.02476636,-0.02750999,-0.03072776,-0.01860699,-0.0227427,-0.02050663,0.00066072,0.00649351,0.00324977,-0.02190451,0.02694427,0.0022596,-0.03409882,-0.00775862,-0.02557988,-0.02671177,-0.02492292,-0.02652796,0.04224444,-0.00796675,-0.04143929,-0.02369668,-0.02284639,-0.01754386,-0.02238417
2018-18,0.01867106,-0.01486014,0.01657997,0.00925926,0.00418799,0.00543735,0.00591589,0.00835866,0.01347616,0.00615797,0.00032489,0.0,0.00232342,0.00914674,-0.00489896,0.00025094,0.00624566,0.00471092,0.00564972,0.0058099,0.00570391,0.00518135,-0.01100324,0.03853144,0.0103671,0.00426966,0.00603217,0.01425872,0.01030111
2018-17,0.04281525,-0.04475183,-0.00419897,0.00678839,0.01720841,0.00452704,0.01446892,-0.01054746,-0.00446889,0.01461349,0.02363268,0.02775442,0.0179754,0.0071599,-0.01442308,0.015629,0.01746881,0.020327,0.00527125,0.01595048,-0.00643666,0.01672862,-0.02798507,-0.00607143,0.02826855,0.01657459,0.01576422,-0.00460358,-0.00553506
2018-16,0.11032258,-0.1,0.00915631,0.02787122,0.03808111,0.02749141,0.04070756,0.00685627,0.01256545,0.02555152,0.03834089,0.02933563,0.01294964,0.02900327,-0.02872216,0.0158195,0.03976327,0.03234624,0.02588341,0.03918669,0.00989583,0.03846154,-0.05077197,0.02161964,0.05206795,0.03879105,0.03242176,0.0132942,0.01258367
2018-15,-0.04130703,0.04070661,-0.01252408,-0.01064837,-0.01554908,-0.00870617,-0.01394467,0.0,-0.00208044,-0.01173709,-0.02378525,0.00086207,-0.00240038,-0.01621767,0.01306413,-0.00362319,-0.02146465,-0.01299283,-0.00845948,-0.01478788,0.00285344,-0.01539708,0.02493159,-0.02725664,-0.02538254,-0.01427903,-0.01430158,-0.00646919,-0.00503578
2018-14,-0.0160593,0.00840336,0.0061429,0.0,-0.0029254,-0.00120802,-0.00534879,-0.00050633,0.00382343,-0.00757367,0.00171999,-0.03104027,-0.01142313,-0.01032448,0.0125448,-0.01235521,-0.01021688,-0.00180914,0.0015632,-0.00060835,0.00442708,-0.00081389,0.0149664,0.02211127,-0.01541219,-0.00352113,-0.00486584,0.00889802,-0.00158646
2018-13,0.02961563,-0.04020849,0.01116585,0.01350374,0.01328087,0.01570552,0.0089676,0.01743883,0.01026912,0.00971548,0.02375961,0.02317597,0.01295585,0.00513583,-0.01063201,0.01088647,0.01507994,0.01928375,0.01106844,0.01052503,0.00979613,0.01120219,-0.01774436,-0.00464286,0.01963636,0.013027,0.01092743,0.00554785,0.00595077
2018-12,0.08815789,-0.08717222,0.00553385,0.0208586,0.02998501,0.0160138,0.03002047,0.00309039,0.00810716,0.02239015,0.03458111,0.0331299,0.01697381,0.02253175,-0.01822457,0.01671891,0.03762339,0.02967084,0.01979522,0.02997512,0.01034483,0.02968923,-0.04515939,0.00358166,0.04506002,0.02858515,0.02784091,0.01021468,0.0100027
2018-11,-0.10243902,0.11195735,-0.02676556,-0.02432046,-0.03600973,-0.02565965,-0.03539725,-0.0118863,-0.01720506,-0.02996564,-0.03671631,-0.02512998,-0.00628323,-0.00066916,0.03039333,-0.0117218,-0.03166515,-0.02994555,-0.02731751,-0.03542829,-0.01765946,-0.03651609,0.06301621,-0.04147465,-0.06033102,-0.03560553,-0.03413348,-0.02218782,-0.01609874
2018-10,0.02431611,-0.02956785,-0.00096681,0.00405825,0.00631681,-0.00144858,0.01234568,-0.00078288,-0.00280308,0.00809995,-0.00548321,0.01213172,0.00289017,0.00857909,-0.00777977,0.00494148,0.00527081,0.00362976,0.00403316,0.00751333,-0.00026462,0.00756757,-0.0138164,0.01673193,0.01545293,0.00937647,0.00846282,0.00429627,0.00214592
2018-09,0.05123217,-0.0519943,0.01734861,0.01186728,0.01739563,0.01506545,0.01738044,0.01776246,0.01422981,0.02300635,0.00554977,0.03296703,0.01339286,0.01400714,-0.02149913,0.01660418,0.02054922,0.01388246,0.01525848,0.01732673,0.01120299,0.01794589,-0.04097646,0.0333945,0.04267266,0.01604406,0.01830566,0.01697585,0.01388133
2018-08,-0.066875,0.05998537,-0.03218611,-0.02363897,-0.02259332,-0.02335198,-0.0204978,-0.02890625,-0.02469565,-0.02815925,-0.01993812,-0.04285714,-0.02306183,-0.02957135,0.0277942,-0.02351387,-0.0175014,-0.0228833,-0.02151502,-0.01985781,-0.02501303,-0.0207707,0.05945946,-0.03086201,-0.05625904,-0.02293686,-0.02340575,-0.02931652,-0.02861685
2018-07,0.01857783,-0.02492877,0.01305057,0.00507001,0.00843672,0.00766189,0.00900388,0.01216609,0.00779037,0.00941408,0.01684211,0.0,-0.00049237,0.00628329,-0.00933489,0.00266028,0.01244579,0.00458926,0.00864029,0.00767042,0.00984043,0.0074565,-0.02128901,0.01633987,0.01704335,0.00884533,0.00736127,0.00867754,0.01385117
2018-06,0.04110469,-0.03614458,0.03056478,0.02523273,0.01945137,0.01294176,0.01219095,0.02684564,0.02046679,0.02125549,0.02299257,0.07606679,0.03501751,0.02122381,-0.01909722,0.03618688,0.02081362,0.02163904,0.0206754,0.01943683,0.01859838,0.01777778,-0.04191789,0.0575104,0.04003759,0.01459679,0.0150504,0.02943784,0.01814682
2018-05,-0.03,0.01725377,-0.02222222,-0.02269983,-0.00593178,-0.01129666,-0.00679887,-0.01445009,-0.01676775,-0.00971147,-0.01153443,0.05929648,0.01174068,-0.02768445,0.01168907,0.00466264,-0.00206456,-0.01457859,-0.00823233,-0.00570083,-0.01101854,-0.00497512,0.02579889,-0.06809269,-0.02796688,-0.00854701,-0.00844951,-0.02375546,-0.0208559
2018-04,-0.06036325,0.05702479,-0.02837962,-0.02475928,-0.02066698,-0.02296984,-0.01689775,-0.02156469,-0.02507523,-0.01674257,-0.03979295,-0.05130435,-0.02909796,-0.02234056,0.0207697,-0.02382823,-0.01901004,-0.02782534,-0.0235472,-0.02114662,-0.02601667,-0.02095887,0.03313157,-0.03278146,-0.03886748,-0.01965213,-0.01955794,-0.02792293,-0.02908905
2018-03,0.0072314,-0.00512383,0.02018349,0.00962861,0.00325581,0.01119664,0.00559681,0.0145327,0.01677852,0.00880352,-0.00063674,-0.01145663,-0.01128881,0.00624675,-0.00796081,-0.00534487,0.00769506,-0.00252738,0.00968158,0.00349528,0.01566448,0.00364015,-0.01796599,0.0269103,0.01643972,0.00312919,0.00331477,0.01997054,0.01582844
