Month,DRN,DRV,DRW,FFR,FRI,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,PSR,REK,REM,REZ,ROOF,RWO,RWR,RWX,SCHH,SRS,TAO,URE,USRT,VNQ,VNQI,WPS
2016-11,0.00721421,-0.03245033,-0.03026428,-0.01420738,0.00720461,-0.02128199,0.0,-0.03399804,-0.03287129,-0.00146284,0.10406091,0.06802721,0.03434685,-0.00367595,-0.00441014,0.03279684,-0.02460648,0.05494505,-0.00419483,0.00817771,-0.02593145,0.00818331,-0.00385604,-0.02890792,-0.00656497,0.00950344,0.00519007,-0.03645175,-0.03119093
2016-10,-0.12221717,0.11242138,-0.05383688,-0.04998827,-0.04052229,-0.05775148,-0.03767378,-0.08922261,-0.05499439,-0.03199003,-0.03847452,0.01793722,0.0140056,-0.03791852,0.03079605,0.01268116,-0.02682256,-0.034959,-0.04824274,-0.03758621,-0.06105381,-0.03775039,0.0655084,-0.04550102,-0.06757456,-0.03721139,-0.03940952,-0.04342581,-0.04475819
2016-09,-0.06050827,0.02548853,0.00726979,-0.00829493,-0.01522401,-0.00494583,-0.01403545,-0.03040637,0.00149365,-0.01301664,-0.03049968,0.01893096,0.01282766,-0.00681342,0.00893921,0.00963275,-0.00252355,-0.01791667,-0.01422203,-0.01879491,-0.00743597,-0.01877934,0.01494322,0.02828706,-0.03178958,-0.0063305,-0.01590938,0.00441945,0.00418786
2016-08,-0.11847673,0.12211538,0.00613246,-0.00642055,-0.04116424,-0.00210773,-0.0431085,0.0017341,-0.00893522,-0.03677419,-0.01272265,0.01797753,0.00725851,-0.03511431,0.03397159,0.00633867,-0.03882239,0.00041442,-0.02911419,-0.0363675,-0.01532567,-0.03730102,0.0744921,0.03841932,-0.07484005,-0.04013378,-0.0397464,-0.00442923,-0.01544402
2016-07,0.12410215,-0.11912752,0.04861407,0.04470476,0.0430622,0.04113924,0.0331946,0.0563509,0.04218266,0.03720118,0.07928913,0.06771463,0.03785673,0.03632311,-0.03857567,0.03711859,0.0169995,0.06387665,0.04035201,0.04243501,0.03490991,0.04148038,-0.07384342,0.07570423,0.07234727,0.02958324,0.04228222,0.03842138,0.03758472
2016-06,0.21075581,-0.18860244,0.02425044,0.04414347,0.07029795,0.03239686,0.06805375,-0.0540696,0.00155703,0.06169849,0.06984479,0.05216285,0.02444842,0.06262314,-0.05970982,0.02116063,0.05503309,0.0400184,0.03996428,0.06503969,0.0005637,0.06514831,-0.11484006,0.03217822,0.12237889,0.05866115,0.06846332,0.014216,0.00592085
2016-05,0.0132874,-0.03592423,-0.0261242,-0.00892636,0.00701919,-0.00751691,0.00598672,-0.00999714,-0.02469605,0.00862937,0.01238274,0.09014085,0.05100756,0.00821646,-0.00995575,0.04278976,0.0197496,0.01309635,-0.0070922,0.00249288,-0.02369799,0.00318556,-0.0235234,-0.02122498,0.01561065,0.00738348,0.00685777,-0.02506733,-0.02198473
2016-04,-0.0722488,0.06287227,0.01444201,-0.00050289,-0.02536402,-0.00174129,-0.03074451,0.01674993,0.03362342,-0.0173278,0.00689127,0.0379562,0.01217949,-0.02399097,0.0166021,0.01956074,-0.04927536,0.00573888,-0.00625838,-0.0295324,0.03065903,-0.02833902,0.03258917,0.02546584,-0.0360131,-0.02745367,-0.02219801,0.0261522,0.02768274
2016-03,0.23212192,-0.20653319,0.0750233,0.06905782,0.07413011,0.06733298,0.07354972,0.10150496,0.06153846,0.07453034,0.09657191,0.15,0.07718121,0.08277337,-0.07282051,0.07187385,0.08022079,0.08140134,0.06544937,0.07116857,0.05894737,0.07108738,-0.13879082,0.07926024,0.15450914,0.07675222,0.07438258,0.06423059,0.06424123
2016-02,-0.02716049,-0.00625903,0.02491451,-0.00570652,-0.00361384,-0.01439616,-0.01366982,-0.04136858,-0.00213129,-0.00768266,0.02929602,0.05263158,0.02678571,-0.00493827,0.00753769,0.03252648,-0.02089883,0.00794913,-0.00728332,-0.00973236,0.00588782,-0.01088202,0.0033557,0.02772003,-0.01952701,-0.00675338,-0.00523091,0.00561535,0.00603217
2016-01,-0.07885714,0.03972195,-0.05255878,-0.03113358,-0.02370146,-0.0333594,-0.02488869,-0.01814333,-0.02549102,-0.03158694,-0.0411419,-0.12195122,-0.06499356,-0.03643123,0.02727741,-0.05936396,-0.02163243,-0.04510897,-0.02589074,-0.02840414,-0.02286585,-0.02704964,0.04952674,-0.11853189,-0.06598985,-0.02014742,-0.0226774,-0.0375226,-0.02661847
2015-12,0.00442233,-0.03104657,-0.02038104,-0.01566915,-0.0074184,-0.00434449,0.0163728,-0.01820809,-0.02419355,-0.00120156,-0.0383693,-0.04142012,-0.01708861,-0.00538338,-0.00467775,-0.01851852,0.02394989,-0.02082324,-0.00929584,0.00743587,-0.03583916,0.00804661,-0.00470009,-0.00991254,-0.00592183,0.01583821,0.0043554,-0.02528886,-0.01369427
2015-11,-0.08617972,0.06711066,-0.03060778,-0.03093812,-0.02632862,-0.02873708,-0.02594313,-0.06351837,-0.03984221,-0.02360451,-0.01001603,-0.00294985,0.00063171,-0.01764791,0.01775457,-0.00900277,0.00112296,0.00146341,-0.02974828,-0.02655734,-0.03880171,-0.02656806,0.03974563,-0.01759531,-0.04948017,-0.02405581,-0.02706961,-0.03180744,-0.0338134
2015-10,0.16007777,-0.15272136,0.06063433,0.05299973,0.05343112,0.04950759,0.04761326,0.06969158,0.04414191,0.05727579,0.0700692,-0.01503759,0.0012837,0.06247079,-0.05754352,-0.00280899,0.0176699,0.05605029,0.05378973,0.05288778,0.05221853,0.0521048,-0.11044603,0.07300189,0.11692101,0.05709836,0.0523399,0.04532064,0.04588659
2015-09,0.14533133,-0.15361139,0.02729885,0.03006067,0.049117,0.0443391,0.05946994,0.03821656,0.02591334,0.03572621,0.04236142,-0.0377907,-0.01950913,0.01682848,-0.0379454,-0.01762876,0.06752278,0.01381509,0.04433624,0.05420847,0.03149361,0.05399501,-0.07599859,0.03689065,0.06921588,0.02881767,0.05054445,0.03269819,0.0277027
2015-08,-0.2055336,0.19392123,-0.06727431,-0.02468487,-0.06666667,-0.05259107,-0.06261138,-0.02026049,-0.05583756,-0.0623273,-0.08641479,-0.08289474,-0.04071856,-0.05290767,0.05580468,-0.03501817,-0.0551817,-0.08193579,-0.06530899,-0.06383523,-0.06313993,-0.06359209,0.11978632,-0.10301651,-0.12477102,-0.04558046,-0.06874536,-0.06760503,-0.03331218
2015-07,0.12242268,-0.11823573,-0.01401274,0.01729183,0.04067618,0.03334208,0.04577289,0.04310868,0.0,0.03364695,0.02736318,0.02571042,0.01644336,0.04886148,-0.03315714,0.01578771,0.05273875,0.02457002,0.02799228,0.0424933,0.00684346,0.04387019,-0.06664135,-0.04617834,0.06592203,0.04478398,0.04057836,-0.01109715,-0.00346021
2015-06,-0.16825575,0.17943381,-0.03452528,-0.05301081,-0.05611729,-0.04808661,-0.05989241,-0.03784743,-0.03706505,-0.05226855,-0.05196351,-0.14386792,-0.07468643,-0.0462096,0.05286783,-0.06824645,-0.05390043,-0.04353999,-0.04338698,-0.05641223,-0.03002502,-0.05587558,0.10714286,-0.07100592,-0.10454087,-0.05758109,-0.05819318,-0.03589536,-0.02920381
2015-05,-0.03850446,0.01754386,-0.03680253,-0.02588176,-0.0106383,-0.01364426,-0.0100635,-0.01968162,-0.02616065,-0.00859291,-0.02043222,-0.00471698,-0.00114025,-0.00817191,0.00695825,-0.00157978,-0.00982511,-0.01506591,-0.0150463,-0.00928553,-0.02179837,-0.00895954,0.01336574,-0.04017217,-0.01978998,-0.00681818,-0.0104353,-0.02788214,-0.01983769
2015-04,-0.16698382,0.17870544,0.04682967,-0.04170756,-0.0572666,-0.01155927,-0.05542883,0.01204112,0.05142189,-0.04801762,-0.06129985,-0.0232288,-0.01076487,-0.05191808,0.05222337,-0.00942803,-0.04806055,-0.03327256,-0.02848745,-0.05613561,0.01582015,-0.05454545,0.10015374,0.14585635,-0.09673251,-0.05752637,-0.05707407,0.04072772,0.02724458
2015-03,0.02369439,-0.05955556,-0.02081633,-0.00780297,0.01165614,-0.00221457,0.01452282,-0.0505618,-0.02636607,0.0067997,0.00406054,0.02031063,0.010907,0.00536232,-0.01330604,0.00922979,0.01764142,-0.0009095,-0.00585718,0.01327873,-0.02851711,0.01279911,-0.02377892,0.01017524,0.00837209,0.00866218,0.01158633,-0.01683087,-0.01351767
2015-02,-0.10794208,0.08995716,0.01120332,-0.02134293,-0.03301887,-0.01051345,-0.03866295,0.02199074,0.01206695,-0.02291183,-0.0295389,0.04488778,0.02351558,-0.01949345,0.021875,0.02512235,-0.03638389,-0.00590641,-0.01540866,-0.03561545,0.01163757,-0.03157043,0.04047777,-0.01459035,-0.0489723,-0.0304521,-0.03418091,0.01891949,0.02013845
2015-01,0.16052499,-0.15300325,0.04045734,0.05108005,0.04992585,0.04801239,0.05561434,0.0637023,0.02686203,0.04422642,0.05388093,-0.03325416,-0.01548165,0.04480234,-0.05621891,-0.02093909,0.06342328,0.01418115,0.04708098,0.05050505,0.03779666,0.04123422,-0.08316389,0.01435132,0.08672977,0.05001226,0.05266229,0.02163462,0.02628985
2014-12,0.05800335,-0.07471264,-0.01978495,0.00536536,0.03582555,-0.00025947,0.01774644,-0.01239541,-0.0192,0.01175015,0.03150847,-0.03638498,-0.02047782,0.0361464,-0.03050847,-0.02210294,0.01587625,0.02617801,0.00023697,0.02038683,-0.02425107,0.01963082,-0.0297619,-0.00350467,0.0216643,0.00645963,0.02163062,-0.02232718,-0.0253856
2014-11,0.03257143,-0.03882149,0.00300817,0.00179166,0.00994764,-0.00154639,0.01418352,0.04679319,-0.01614809,0.01931229,0.00908373,0.06419753,0.0303207,0.01935187,-0.0219361,0.02410026,0.01464521,0.01093156,0.00548664,0.01134864,-0.01183766,0.01064774,-0.03988128,0.02167545,0.03838131,0.02837598,0.01113824,-0.01227773,-0.02302839
2014-10,0.3153431,-0.25378406,0.04592526,0.0657135,0.09686775,0.0838945,0.108194,0.03093812,0.05357143,0.08293352,0.09886264,0.07968127,0.04126214,0.08575804,-0.0771578,0.04182001,0.11301528,0.09371728,0.07883174,0.10518562,0.05873584,0.10435931,-0.15351284,0.06304619,0.17162698,0.08437068,0.09839391,0.05311314,0.05461205
2014-09,-0.17684478,0.18787336,-0.07178423,-0.06095679,-0.06055646,-0.06560376,-0.05844832,-0.06085067,-0.06492509,-0.05934527,-0.07285307,-0.1152461,-0.05760369,-0.05504734,0.05427783,-0.06046217,-0.06808326,-0.0578148,-0.06043026,-0.05830904,-0.06526549,-0.059446,0.12162162,-0.07622812,-0.11671786,-0.06437435,-0.06056271,-0.06767072,-0.06162899
2014-08,0.09490579,-0.09644397,0.01345103,0.02333691,0.03281424,0.01728723,0.03154786,0.01392758,0.00717794,0.03680161,0.03273185,0.07407407,0.04116945,0.03655092,-0.02987071,0.04044722,0.03307263,0.03140831,0.02575532,0.0294454,0.01940382,0.03016688,-0.07326478,0.0005685,0.07280867,0.0292932,0.03284072,0.00498649,0.00858896
2014-07,-0.01568895,0.00217746,0.01148447,-0.00559851,-0.00441014,0.00026539,0.00201315,-0.03873659,-0.00487439,-0.0034936,-0.0225133,-0.03593556,-0.01705882,-0.00032971,0.0080609,-0.01589361,0.00134318,-0.02654867,-0.00638193,-0.00298805,-0.01136994,-0.00223571,0.00632603,0.09639303,-0.00837404,0.00080972,-0.00456621,0.0066764,-0.00666869
2014-06,0.02555004,-0.03144491,0.01513841,0.00859984,0.0078125,0.00645335,0.00175486,0.00634633,0.00796662,0.00823945,0.00918197,0.03680203,0.0196195,0.00852985,-0.01581722,0.01671583,0.00816697,0.02126582,0.00920169,0.00531609,0.01042547,0.00645161,-0.01944049,-0.017737,0.0161597,0.0,0.00809917,0.00929839,0.01141271
2014-05,0.05425772,-0.06225869,0.03743798,0.02804776,0.01882487,0.03517588,0.01750517,0.0267746,0.03606817,0.02010655,0.03106126,0.04617414,0.01875378,0.0277682,-0.02870608,0.01966011,0.01731702,0.02971846,0.02455243,0.01910641,0.03362573,0.02046205,-0.04188639,0.04900064,0.04042659,0.02407305,0.01961116,0.04367005,0.03971585
2014-04,0.08354012,-0.0870322,0.03499767,0.00816901,0.03010626,0.05232216,0.03444811,0.03680982,0.05271967,0.02375465,0.02385159,0.03571429,0.01544163,0.03417427,-0.02535328,0.01149814,0.03899856,0.00208768,0.03018268,0.03201708,0.03510896,0.03076923,-0.05033131,-0.00128535,0.04664032,0.02423724,0.02828212,0.0157268,0.04388926
2014-03,0.00591216,-0.02554974,0.02348993,0.01195559,0.00357143,0.00831354,0.008726,-0.00677201,0.00974163,0.00071416,0.00221631,-0.01502732,-0.00185874,0.00628366,-0.00206101,0.0006805,0.00534889,0.00105208,0.01129336,0.00694337,0.00949464,0.00692761,-0.00776807,0.03564223,0.00106752,-0.00227144,0.00440373,0.02101617,0.01199041
2014-02,0.21355236,-0.18448924,0.06929691,0.06811332,0.06997455,0.05904405,0.06690469,0.10031348,0.056145,0.06305793,0.05992509,0.10889571,0.05232178,0.0600572,-0.06905864,0.05023323,0.05364476,0.06256983,0.06755986,0.06812933,0.06865285,0.06777778,-0.11881793,0.04705882,0.13118215,0.06712824,0.06754468,0.05892297,0.05244381
2014-01,0.12899669,-0.12613175,-0.03373494,0.00206551,0.04039088,-0.00580862,0.04890172,0.01150628,-0.03852596,0.03606748,0.04081633,0.08717105,0.04907975,0.0424207,-0.0404843,0.0508982,0.06805857,0.02247191,0.00792752,0.04023669,-0.02301711,0.03986333,-0.07399208,-0.05785124,0.07212292,0.03939674,0.04266409,-0.03875085,-0.03556911
2013-12,0.02015677,-0.03657799,-0.00329722,0.00737898,0.00918635,-0.01552702,0.00968992,0.04580966,-0.00653328,0.01433621,0.00665716,0.10885609,0.05643994,0.00800938,-0.01347305,0.04531127,0.00054201,0.04069767,0.01051136,0.01075085,0.00955022,0.01266309,-0.03273138,-0.02738892,0.02666238,0.01211933,0.00680404,0.0058704,0.02033898
2013-11,-0.16849817,0.17854545,-0.01770313,-0.03305085,-0.05773956,-0.03865833,-0.0649955,0.00600707,-0.01547005,-0.052388,-0.0312076,-0.07154742,-0.04166667,-0.04916222,0.0537762,-0.03880597,-0.07909745,-0.01238042,-0.04122878,-0.06100669,-0.0173186,-0.05974955,0.10739103,-0.00716846,-0.10287831,-0.05570137,-0.0573875,-0.02209099,-0.01487112
2013-10,0.08241206,-0.10104586,0.0202485,0.01782634,0.02987921,0.01445504,0.01914762,0.03408267,0.00678101,0.02169775,0.04170572,-0.00332779,-0.00479124,0.02531167,-0.03015267,-0.00671642,0.02127121,0.03608847,0.02235099,0.02547247,0.01725704,0.02659771,-0.05265649,-0.0130409,0.04106715,0.02535043,0.03037736,0.0168216,0.01298701
2013-09,0.12396694,-0.13769752,0.05593719,0.06143872,0.0402955,0.05192012,0.03661513,0.07996833,0.07047701,0.04313646,0.03298868,0.1,0.0478955,0.04485117,-0.0435722,0.04165029,0.04579741,0.05064855,0.0609107,0.04295652,0.07715036,0.04174795,-0.08777626,0.02526186,0.08258108,0.0328125,0.04375624,0.0683112,0.07376754
2013-08,-0.18994413,0.20621608,-0.04938852,-0.05489051,-0.06716418,-0.05264732,-0.06316108,-0.05377532,-0.03569929,-0.06012777,-0.06412005,-0.04195804,-0.02325581,-0.05629325,0.05966128,-0.01957022,-0.06777557,-0.05452436,-0.0625,-0.0660878,-0.0517187,-0.06724512,0.12231247,-0.02260232,-0.1193511,-0.05928058,-0.06603774,-0.04255809,-0.03552585
2013-07,0.0263902,-0.05184951,0.02273827,0.02929746,0.01503759,0.01860323,0.00834725,0.06755127,0.01559117,0.00771983,0.02486188,-0.04220779,-0.01772324,0.00507423,-0.00802139,-0.01742031,-0.00636475,0.02335085,0.01529745,0.01150916,0.01985031,0.01128504,-0.02250501,0.01974522,0.01511189,0.01389693,0.01117943,0.01420791,0.01630435
