Week,IPFF,PFF,PFXF,PGF,PGX,PSK,SPFF
2018-47,-0.01790281,-0.0052755,-0.00336134,-0.00585823,-0.00746826,-0.01019108,-0.00367309
2018-46,-0.00252048,-0.00495627,-0.00776915,-0.00233918,-0.00519288,-0.0030426,-0.00091743
2018-45,-0.01234568,-0.00519031,-0.00385039,-0.00522042,-0.00514328,-0.00727912,0.0
2018-44,-0.01161369,0.00606411,0.00663717,0.0040674,0.00516224,0.00200854,0.00273473
2018-43,0.00743955,-0.00230481,-0.00166389,-0.00347222,-0.00440529,-0.00300827,-0.00363967
2018-42,-0.01144578,-0.00373456,-0.00716253,-0.00173812,-0.00220588,-0.00175527,-0.00725295
2018-41,-0.01604278,0.0084058,0.00555247,0.0087822,0.0074184,0.00811977,0.00271248
2018-40,-0.01755413,-0.00720669,-0.00495595,0.0,-0.00222387,-0.00050697,-0.01164875
2018-39,-0.01100174,-0.01730988,-0.01463415,-0.01552616,-0.01675164,-0.0186428,-0.01242236
2018-38,0.00234467,0.00056338,-0.00374933,0.0,-0.00144196,-0.0009828,-0.00088261
2018-37,0.0052879,-0.00252596,-0.00533049,-0.00285388,-0.00430416,-0.00391102,0.00264784
2018-36,0.01309524,0.00337079,0.00053305,0.0,0.00215208,0.0,0.0035461
2018-35,-0.00594177,-0.01059381,-0.00850159,-0.00849858,-0.00642857,-0.00681099,-0.00705467
2018-34,-0.00176263,0.00472616,0.00371747,0.00396601,0.00356633,0.00510452,0.00440141
2018-33,0.00473653,0.00334728,0.0016,0.00227015,0.00358166,0.00194884,0.00530973
2018-32,0.00297089,0.00646976,0.00485437,0.00514286,0.00505415,0.00393217,0.00534759
2018-31,-0.01058824,-0.00392047,-0.00161551,-0.0034227,-0.00288392,-0.00294406,-0.00443656
2018-30,0.00176678,0.00196519,-0.00214938,0.00171625,-0.00072098,-0.00122549,0.0
2018-29,0.01373134,-0.00223901,-0.00804721,-0.00398633,-0.00573888,-0.00633837,-0.00884956
2018-28,-0.00415924,0.00364656,0.00214592,-0.0045584,0.00359712,0.0019536,0.00088889
2018-27,-0.00178891,-0.00805556,0.0,-0.00564334,-0.00569801,-0.0060518,-0.00530035
2018-26,0.01214329,0.00727069,0.01024811,0.00909608,0.00716332,0.00901779,0.01162791
2018-25,0.00727714,0.00480226,0.00543478,0.00343249,0.00361533,0.00417485,0.0045045
2018-24,-0.00660661,0.00084722,0.00656096,-0.00285551,-0.001443,-0.00122609,0.00271003
2018-23,-0.01006513,0.00141283,0.00218938,0.0,-0.00216138,0.00196271,0.00090171
2018-22,-0.00117509,0.00511364,0.00495595,0.00573394,0.00725163,0.00714814,0.00452899
2018-21,0.0119403,0.0045819,0.00835189,0.00403458,0.00291545,0.00546312,0.00821168
2018-20,-0.02249135,0.00605886,0.00279018,0.00639163,0.00661765,0.00751691,0.00182648
2018-19,-0.00806916,-0.00344828,-0.00722222,-0.00289519,-0.00219941,-0.00423834,-0.00182482
2018-18,0.00874126,0.00028769,0.00222841,-0.00289184,0.00220103,0.00401003,0.00367309
2018-17,0.00351494,0.00115374,0.00223464,0.00058005,0.00220913,0.00150414,-0.00639269
2018-16,-0.00233645,-0.0040253,0.00167785,-0.00346821,-0.00513573,-0.00599251,-0.00273723
2018-15,-0.00230017,0.00143802,0.00055991,0.00057937,0.00220588,-0.00074925,-0.00091241
2018-14,0.00406977,-0.00172563,-0.00168067,-0.0023108,-0.003663,-0.00199651,0.0
2018-13,0.01301005,-0.00229819,0.00168539,-0.00402762,-0.00582666,-0.00323625,-0.00366972
2018-12,0.0017585,0.00373671,0.00562746,0.00115207,0.00438917,0.00448542,0.00091743
2018-11,0.01312649,-0.00543168,-0.00783875,-0.00573723,-0.00364697,-0.00372024,-0.00364299
2018-10,-0.00707547,0.0034384,0.00223589,0.00576369,0.00291545,0.00598056,0.00547445
2018-09,-0.0075979,0.00373671,0.00112108,0.00115075,0.00512445,0.0032427,0.00273224
2018-08,-0.01371429,0.00028868,-0.00168729,0.00406032,0.00220426,0.00376979,0.0
2018-07,-0.00340716,0.00524323,0.00853728,0.00643651,0.00743494,0.00839054,0.00275989
2018-06,0.00796359,0.00380339,0.00744986,-0.00058685,0.00149254,0.00153061,0.0
2018-05,-0.03644395,-0.00146456,-0.00286533,0.00770599,0.003003,0.00617761,-0.00092678
2018-04,-0.00328407,-0.01127168,-0.01238739,-0.00762463,-0.00818452,-0.00485437,-0.01268116
2018-03,0.01388889,-0.00114515,-0.00389538,-0.00058072,-0.00220426,-0.00376695,-0.00090171
2018-02,0.01009534,-0.00171429,-0.00939227,-0.00232423,-0.0036523,-0.00573996,-0.00180505
2018-01,-0.00336323,0.00228441,0.0,-0.0017341,-0.00217865,-0.00273088,0.00271003
2018-00,0.01362862,0.00286862,0.00613497,0.0034904,0.00512445,0.00274588,0.00362319
2017-52,0.0132948,0.0,-0.0016538,-0.00057537,-0.00289645,-0.00172626,0.00090827
2017-51,0.0117096,-0.003125,-0.00329308,-0.00114811,-0.00144196,-0.00319332,-0.0063234
2017-50,0.00117716,-0.00339367,-0.00219058,-0.00343446,-0.0028777,-0.00392349,-0.00361011
2017-49,-0.01947308,0.00283366,0.00274725,0.00344037,0.0036075,0.00221022,-0.00360036
2017-48,0.00400458,0.0,-0.00054915,-0.00171821,-0.00216138,-0.00171779,0.00362976
2017-47,0.01497696,0.003125,0.00552792,0.00172315,0.00434153,0.00369004,0.00454959
2017-46,-0.00172216,0.00458321,0.00611111,0.0069646,0.00656455,0.00596125,-0.00181653
2017-45,0.0,-0.00085886,-0.00497238,-0.0029036,0.0,-0.0019856,0.0
2017-44,0.00927536,0.00229095,-0.0027533,0.00407688,0.00291758,-0.00049505,-0.00181324
2017-43,-0.01715266,-0.0025641,-0.00384193,-0.00289687,-0.00289855,-0.00295712,-0.01433692
2017-42,0.00057143,0.00285796,0.00220386,0.00232693,0.00218341,0.00074221,-0.002693
2017-41,0.0097254,0.00602755,0.00665927,0.0076157,0.00880411,0.00872165,0.00811542
2017-40,0.01218097,-0.00570939,-0.00551876,-0.00639163,-0.00654545,-0.0049505,-0.00800712
2017-39,0.0,-0.00142126,-0.00055127,0.0,-0.00217865,-0.00148075,-0.00266667
2017-38,-0.01143511,-0.00255682,0.0,0.0,0.00072727,-0.00049407,0.0
2017-37,0.00170455,0.00085251,-0.00110132,0.0005814,0.00291545,0.00098936,0.0
2017-36,0.02147417,-0.00170746,-0.00275634,-0.00232423,-0.00364431,-0.00272143,0.0
2017-35,0.00937317,0.00285388,0.00497238,0.00466472,0.00585652,0.00422046,0.00447628
2017-34,0.01731343,0.00286533,0.00332779,0.00058411,0.00073206,-0.00049652,0.00269542
2017-33,0.01388889,-0.00171478,-0.00055463,-0.00058411,0.0021978,0.00124316,-0.00358102
2017-32,-0.02597403,-0.01304225,-0.00718629,-0.0116144,-0.01092498,-0.00914936,-0.0141844
2017-31,-0.01158749,0.00113636,0.00387812,0.00232829,0.00072939,0.00024752,-0.00353982
2017-30,0.00934034,-0.00028385,0.00110497,-0.00348635,-0.00218659,-0.00049468,0.00088496
2017-29,0.01126928,0.00656768,0.00723026,0.00409117,0.00439883,0.00521999,0.01073345
2017-28,0.0241838,0.0,0.00334262,-0.00116618,0.0014652,0.0,0.00447628
2017-27,0.008521,0.00200458,-0.00111235,-0.00116618,0.00073206,0.00074368,-0.00357143
2017-26,0.03121099,-0.00142776,-0.00222346,0.00116959,-0.00073368,-0.00198807,-0.00178731
2017-25,-0.00124456,0.00171969,-0.00222346,0.00117233,0.00294768,0.004002,0.0
2017-24,0.02027883,0.00374964,0.00391499,0.00412736,0.00147929,0.00250815,0.00721371
2017-23,0.00774194,-0.00287936,-0.00223339,-0.00235294,-0.0014782,-0.00100251,-0.00270027
2017-22,-0.00513149,0.004329,0.00112045,0.00294638,0.00222058,0.00326387,0.0018018
2017-21,-0.00064103,0.00491898,0.00224341,0.00473093,0.00520833,0.00378119,0.00090009
2017-20,0.00387097,-0.00433651,-0.00393479,-0.00236546,-0.00223048,-0.00302343,-0.0018018
2017-19,0.00454841,-0.00115607,-0.00168729,0.00118483,0.00223547,0.00101087,-0.00538117
2017-18,-0.00770713,0.0005787,-0.00280899,0.00476474,0.00149589,0.00101471,-0.00357143
2017-17,-0.01014585,0.00087032,0.0028169,0.0,0.0,0.00127097,0.00179051
2017-16,-0.01748907,0.00174571,0.0,0.0,0.0,0.00152788,-0.00268336
2017-15,0.00062617,-0.00291121,-0.00507614,0.0,-0.00225225,-0.0002551,-0.00267618
2017-14,0.01342711,-0.00116686,0.00113058,0.00180397,0.00075245,0.00051138,0.00178731
2017-13,0.01934236,0.00531287,0.00686892,0.00364742,0.00381098,0.02109148,0.01084991
2017-12,-0.00128535,0.00088705,0.00171723,0.00366077,0.00306279,0.00502646,-0.002693
2017-11,0.01439791,0.01438418,0.01452644,0.01486068,0.0155521,0.01502952,0.01269266
2017-10,-0.01106051,-0.01214095,-0.0108945,-0.01283619,-0.0137931,-0.01061289,-0.01610018
2017-09,-0.02490421,-0.00559482,-0.00399088,-0.00304507,-0.0030581,-0.00449379,-0.01154529
2017-08,0.00383387,0.00622776,0.00286041,0.00613121,0.00615858,0.00692226,0.00177936
2017-07,0.00774194,0.0,-0.00229226,0.00184162,-0.00230769,-0.00132767,-0.0026643
2017-06,-0.00064767,0.00597372,0.00692441,0.00493523,0.00541796,0.0042735,0.00987433
2017-05,0.01116218,0.00966767,0.01050788,0.00622278,0.00625,0.00835354,0.01455869
2017-04,0.02298851,0.00181653,0.00116959,0.00187032,0.0,0.00081103,0.00547945
2017-03,-0.0113941,-0.00634441,-0.00874636,-0.00871189,-0.00625978,-0.01265482,-0.00545951
2017-02,0.00884956,0.00697392,0.00351494,0.00626174,0.00786782,0.0081389,0.00365297
2017-01,0.02926829,0.01070991,0.0136742,0.01076631,0.01436552,0.01656543,0.01104972
2016-52,0.01932713,0.00123533,-0.00533491,0.00063816,0.0,-0.00083264,-0.00092336
2016-51,-0.00353607,0.00773994,0.00898742,0.0096401,0.00970089,0.01371781,0.00834106
2016-50,0.00634697,0.00468457,0.00240964,0.00193673,0.00162602,0.00140647,0.00372439
2016-49,0.00497866,0.00124456,0.00240529,-0.00128287,0.00080906,0.00251467,0.00185874
2016-48,0.01801153,-0.01109741,-0.00837822,-0.01142857,-0.01513944,-0.0159516,-0.00648749
2016-47,-0.00216138,0.00712957,0.00420926,0.0057398,0.00481541,0.00830335,0.00373134
2016-46,-0.02562278,0.01040353,0.01286765,0.01038287,0.01142857,0.01580581,0.01234568
2016-45,-0.00070771,-0.0236507,-0.03169014,-0.03283767,-0.0311284,-0.04441489,-0.00746965
2016-44,0.00569801,-0.01644737,-0.01904212,-0.00860479,-0.01154734,-0.00977027,-0.02191781
2016-43,-0.0035461,-0.00946186,-0.01763367,-0.00488998,-0.00458365,-0.00888424,-0.00452489
2016-42,-0.00352113,0.01258616,0.00805987,0.01236858,0.01160991,0.00791557,0.01192661
2016-41,0.01357143,-0.00920428,-0.00400458,-0.00613874,-0.00537634,-0.0042072,-0.01707098
2016-40,-0.02522775,-0.00385071,-0.00738636,-0.00366077,-0.00306044,-0.00339071,-0.00090009
2016-39,0.02200142,-0.00324675,-0.00395257,-0.00304136,-0.00608828,-0.00623215,-0.00625559
2016-38,0.01137171,0.01218787,0.01312037,0.01352182,0.01305684,0.01102073,0.01447964
2016-37,-0.01468531,-0.00766962,-0.00284576,-0.00915192,-0.00610221,-0.00183582,-0.00805009
2016-36,-0.02305085,-0.0119883,-0.01126126,-0.01324503,-0.00981873,-0.01141375,-0.00886525
2016-35,-0.00542373,-0.00058514,-0.00561798,0.00180723,0.00075586,0.00259673,-0.00265957
2016-34,0.00203252,0.00117336,0.0,0.00181488,0.00151976,0.00260213,0.0026738
2016-33,0.01564626,-0.00117371,-0.00280741,-0.00120919,0.0,-0.00104275,-0.00177462
2016-32,0.00409556,-0.00204439,-0.00391718,-0.00300661,-0.00302572,-0.00645494,-0.00177148
2016-31,0.01197183,0.00146585,0.0,0.00242277,0.00304646,0.00207684,0.00356506
2016-30,0.00852273,0.00530191,0.00449438,0.00486618,0.00689127,0.00442939,0.0062333
2016-29,0.01582734,0.00058928,0.00621118,-0.00243013,0.00153139,0.02137643,0.00178731
2016-28,0.03204173,0.00711744,0.00681818,0.00550796,0.00076746,0.0033916,0.00812274
2016-27,-0.00740192,0.00597907,0.00628931,0.00801974,0.00696056,0.00656685,0.00545951
2016-26,0.03617182,0.01541717,0.02034884,0.01626016,0.01644479,0.01085518,0.02782931
2016-25,-0.0124451,-0.00567334,-0.00575374,-0.00309215,-0.00542636,-0.00052659,-0.01178604
2016-24,-0.079809,0.00240746,0.00698487,0.00186916,0.003125,0.00398301,-0.00091324
2016-23,0.00613497,-0.00448296,-0.00577034,-0.00557621,-0.00388199,-0.00370468,-0.00722022
2016-22,0.01737318,0.00661455,0.0052356,0.00560748,0.00546875,0.00424967,0.01096892
2016-21,0.01190476,0.00332527,0.00940071,0.00187266,0.00156617,0.00106581,0.00551471
2016-20,-0.00832178,-0.00453858,-0.00873617,-0.00062539,-0.0015674,-0.00026674,-0.00458716
2016-19,-0.00825309,0.00365519,0.00410317,0.00062735,0.00157356,0.00214075,0.00184162
2016-18,-0.02849569,-0.00152486,-0.00058548,0.00188917,0.0023678,0.00134264,-0.00366972
2016-17,0.02018843,0.00645161,0.00472255,0.00508259,0.00557325,0.00379198,0.00834106
2016-16,0.02352941,0.00678803,0.00534442,0.00573614,0.00479616,0.00434311,0.01310861
2016-15,-0.00546075,0.00527295,0.00716846,0.00383877,0.00401929,0.00353934,0.01137441
2016-14,0.04375897,-0.00062131,0.00420926,0.00257235,0.00566343,0.0041141,0.00285714
2016-13,0.00801165,-0.00278207,0.00421179,-0.00191571,-0.00880705,-0.00623983,0.00380952
2016-12,0.01106195,0.00342253,0.00060423,0.00514801,0.00484262,0.00163666,0.0
2016-11,0.02494331,0.00280636,0.00486322,0.00322789,0.00323363,0.00191623,0.00286807
2016-10,0.00076687,0.00784929,0.00670732,0.00650195,0.00651466,0.00661521,0.00191571
2016-09,0.02678571,0.00252207,0.0130031,0.00260078,0.0,0.00137817,0.01073171
2016-08,-0.01704545,0.01086957,0.01445632,0.00720367,0.00656814,0.00694059,0.01489573
2016-07,0.01903974,0.01753247,0.014791,0.01731025,0.01498751,0.01719763,0.01408451
2016-06,-0.02642114,-0.01592978,-0.01726343,-0.02257636,-0.01830283,-0.01492117,-0.01609658
2016-05,0.01039169,-0.01415094,-0.00188442,-0.00970246,-0.00812348,-0.00717637,-0.0078125
2016-04,0.01978566,0.01116784,0.02253703,0.0144357,0.00901639,0.0106086,0.01789264
2016-03,0.04615385,0.0009539,0.01480051,-0.00325309,-0.002443,-0.0005554,0.00394867
2016-02,-0.07704403,-0.01068175,-0.02021478,-0.00967118,-0.00889968,-0.00608071,-0.01554908
2016-01,-0.06007326,-0.00497512,-0.0031407,-0.00256739,-0.00321802,-0.00082554,-0.00766284
2016-00,0.04301887,0.0047081,0.00572884,0.00583279,0.00733496,0.00610433,0.0
2015-51,0.03498099,0.01046622,0.01091142,0.00458415,0.00493016,0.00476725,0.01470588
2015-50,0.02874903,0.0165102,0.02366864,0.02010724,0.01676446,0.02065997,0.01596806
2015-49,-0.03048327,-0.00976378,-0.00957243,-0.00392927,-0.00492207,-0.00474993,-0.0106383
2015-48,-0.02437276,-0.00468165,-0.01132075,-0.00130463,0.0,-0.00083542,-0.00667939
2015-47,-0.00994318,0.00816327,0.0037831,0.00787919,0.00657354,0.0081187,0.00575816
2015-46,-0.01515152,0.00220334,0.00063171,0.00197368,0.00329761,0.00140135,0.00288462
2015-45,-0.01502732,0.00252048,-0.00502828,0.00528402,0.00745033,0.00478334,-0.00096154
2015-44,0.01524602,-0.00657483,-0.01179392,-0.00131666,-0.00410846,-0.00168256,-0.00666667
2015-43,-0.00694444,0.00251969,-0.00372439,0.00066094,0.0,0.00225035,-0.00475285
2015-42,0.02288984,0.00347771,0.00372902,0.00665779,0.00665004,0.00452233,0.00190114
2015-41,0.01324503,0.00763116,0.00751409,0.00468541,0.00753138,0.00541465,0.00285442
2015-40,-0.00359971,0.00255021,0.00691389,0.0040404,0.00167645,0.00342857,0.0076555
2015-39,0.0014771,-0.00064144,0.00063898,-0.00337154,-0.00336134,-0.00457928,0.00096339
2015-38,-0.05540356,0.00127551,-0.00689655,0.00337382,0.00252313,0.00401376,-0.00570342
2015-37,0.0,0.00095755,0.00251414,0.00203114,0.00168919,0.00028769,0.00095057
2015-36,0.0006812,-0.00222717,-0.0037594,-0.00067659,0.0,-0.00258695,-0.00189394
2015-35,0.01894737,-0.00031878,-0.00625782,-0.0013541,0.0,-0.00057571,-0.00473037
2015-34,-0.0035014,0.02212101,0.01918159,0.01582932,0.02686308,0.02119517,0.02926829
2015-33,-0.03197868,-0.01073232,-0.01286765,-0.00538721,-0.00504202,-0.00486827,-0.01028999
2015-32,-0.00860357,-0.00063111,-0.00061387,0.00202429,0.00168209,0.0,-0.0027959
2015-31,0.0,-0.00126502,0.00247831,-0.00067568,0.0,0.00028744,-0.00093545
2015-30,-0.0085639,0.0060471,0.01127113,0.00407609,0.00253593,0.00115407,0.0084666
2015-29,-0.01295337,-0.00506169,-0.01297097,-0.00338066,-0.00168634,0.0,-0.00651769
2015-28,0.01048493,0.00797703,0.00309023,0.00751366,0.01023891,0.01222707,0.00279851
2015-27,-0.04304429,0.00128164,0.00187266,0.0020562,0.00085616,0.00146284,-0.00373483
2015-26,-0.00910747,0.00449727,-0.00186451,0.00551344,0.00429923,0.00558167,0.00373832
2015-25,-0.01545779,0.00031969,-0.00674847,0.00137552,-0.00085616,0.00439625,-0.00092678
2015-24,-0.0087007,-0.00319081,0.00061501,-0.00205903,-0.0025641,-0.00523104,-0.00092593
2015-23,0.00874636,-0.00350318,-0.00367422,-0.0020562,-0.00255973,-0.00349447,-0.00552995
2015-22,-0.0087007,-0.00190597,-0.00607533,-0.00273224,-0.00085251,-0.00203016,-0.00183993
2015-21,0.00231481,-0.00253325,-0.00181708,0.0,-0.00169779,-0.0034642,-0.00365631
2015-20,-0.02813017,0.00317561,-0.00181378,0.00547945,0.00255754,0.00405797,-0.00182815
2015-19,0.00885936,0.01283697,0.01847291,0.01316701,0.01381693,0.0111339,0.01386322
2015-18,0.01767389,-0.00349539,-0.00607165,-0.00615174,-0.00510638,-0.00694244,-0.00549954
2015-17,0.07108722,-0.00380228,0.0,-0.00612245,-0.00424088,-0.00775639,-0.00090992
2015-16,0.02565669,0.00413223,0.00611621,0.00204499,0.0042517,0.00201439,0.00641613
2015-15,0.01403295,-0.00158529,-0.00061275,-0.00067981,-0.00084746,-0.00028711,0.00091575
2015-14,-0.019678,0.00222222,0.004914,0.0013624,0.0042517,0.0040311,0.00091491
2015-13,-0.01142514,0.00095238,0.004313,0.00273038,-0.00084962,-0.00143596,-0.00091491
2015-12,0.00178571,-0.00031766,-0.00797546,0.00068353,0.00084962,0.00172961,0.00183486
2015-11,-0.0041791,0.0064,0.01243781,0.00688705,0.0077187,0.007259,0.00647549
2015-10,-0.02083333,0.0032144,-0.00186451,0.0034626,0.00344234,0.0037923,-0.00092166
2015-09,-0.00119261,-0.00700637,-0.01765064,-0.00481431,-0.00512821,-0.00752533,-0.00548948
2015-08,0.00650503,0.00576553,0.00366748,0.00693001,0.00429185,0.00641586,0.0
2015-07,0.0,-0.00096216,0.00183486,-0.0048376,-0.00171821,-0.00320419,0.0
2015-06,0.02026222,0.00449583,0.00799017,0.00207326,0.00516351,0.00349956,0.00554017
2015-05,0.00300481,-0.00288462,-0.00610874,-0.00482759,-0.00085985,-0.004363,-0.00092507
2015-04,-0.05167352,0.0006435,-0.0030525,0.00625869,0.00344828,0.00613497,0.00372093
2015-03,-0.01738123,0.00421257,0.00429448,0.00349162,0.00346921,0.001468,0.00092851
2015-02,0.01148106,0.00097245,0.00371058,0.0,0.00173762,0.00117925,0.0009311
2015-01,-0.02708679,0.00553566,0.01123596,0.00421053,0.0043592,0.00296384,0.0027933
2015-00,0.01228364,0.00883508,0.00124146,0.01131542,0.00789474,0.00685748,0.00561272
2014-51,-0.00222222,0.0013132,0.00062539,0.00213068,0.00088106,-0.00419287,-0.00187266
2014-50,0.00165198,0.00860642,0.01847134,0.0042796,0.00709849,0.00817191,0.00759013
2014-49,-0.00431499,-0.00394477,-0.00690088,-0.00071023,0.0,-0.00300571,-0.00841908
2014-48,-0.01164021,-0.00654236,-0.00374298,-0.00565771,-0.00616197,-0.01163832,-0.0055814
2014-47,-0.0125261,0.00261011,0.00374766,0.00141443,0.00440529,0.00538117,0.00185874
2014-46,0.01101784,0.0,0.00124922,0.0,-0.00351494,0.0008974,-0.00185529
2014-45,0.00681342,0.00295082,-0.00187852,0.00497866,0.00353357,0.00421053,0.0018622
2014-44,-0.00157563,0.00263158,0.00504096,0.00357398,0.00354925,0.00271493,0.00466853
2014-43,-0.00364773,0.00264201,0.00444727,0.00286738,0.00356506,0.00484702,0.00373832
2014-42,0.00052632,0.00497843,0.01225016,0.00432588,0.00627803,0.00365186,0.00657277
2014-41,0.00528262,0.0066912,0.00453368,0.00362319,0.00270514,0.00612557,0.00094073
2014-40,-0.00104822,-0.00299601,-0.00640615,-0.00072359,-0.00270027,0.0,-0.00654206
2014-39,-0.0238342,0.0,0.00386349,0.00363108,0.00090334,0.0,-0.00279851
2014-38,-0.01635992,0.00033389,-0.00192802,0.0007278,0.00181324,0.00277606,-0.00186567
2014-37,0.01447028,0.00569705,0.00450741,0.00657895,0.00455373,0.00556242,0.00562324
2014-36,-0.009684,-0.00434492,-0.0083014,-0.00654545,-0.00634058,-0.00370256,-0.00280374
2014-35,-0.0030303,-0.00629765,-0.00570704,-0.00863931,-0.00896057,-0.00884686,-0.00833333
2014-34,0.00660905,0.00298013,0.00253485,0.00360231,0.00358744,0.00518609,0.00092678
2014-33,-0.00404654,-0.00033146,0.00063654,0.00144509,0.0,0.00091771,0.0
2014-32,0.00050531,0.0080429,0.01032258,0.0080292,0.00908265,0.01113861,0.00748363
2014-31,-0.01004016,0.00641675,0.00651466,0.00514328,0.00548948,0.00811486,0.00754717
2014-30,-0.00946215,-0.01032989,-0.02290076,-0.01016703,-0.01442741,-0.01411909,-0.01024209
2014-29,-0.00249377,0.00200267,0.00191449,-0.00145138,0.00180995,0.00184615,0.00093458
2014-28,-0.00297177,-0.00133156,0.00127877,-0.00144928,-0.00270758,-0.00276668,0.0
2014-27,-0.00742574,0.00670017,0.00514139,0.00363636,0.00635786,0.00773276,0.0065666
2014-26,0.01142006,-0.00167224,-0.00256246,-0.00145455,-0.00180832,-0.00339192,0.0
2014-25,0.00849575,0.0047043,0.00386349,0.00512821,0.00637523,0.00652174,0.00093721
2014-24,0.00551102,0.00676819,0.01371653,0.00293686,0.00457457,0.00562324,0.00662879
2014-23,0.0,-0.0013541,-0.00584036,0.0,0.00183486,-0.0009375,-0.00566038
2014-22,0.0,-0.00639731,-0.00772698,-0.0043956,-0.00547945,-0.00714064,-0.00658514
2014-21,-0.0025113,0.00439338,0.00064599,0.00441501,0.00459137,0.00656045,-0.0018797
2014-20,0.01267106,-0.00337838,-0.00193424,-0.00294118,-0.00183486,-0.00218545,-0.00282486
2014-19,-0.00400601,0.00339328,0.00323834,0.00295639,0.00461681,0.00439698,0.0009434
2014-18,0.0085902,-0.00033933,-0.00451613,0.00222222,0.00092336,0.00125628,-0.00094251
2014-17,0.03670687,0.00787941,0.00260247,0.00372301,0.00744186,0.00759975,0.00853081
2014-16,0.00261506,0.00517598,0.00527704,0.00375657,0.00657895,0.00671355,0.00381679
2014-15,0.00843437,0.00207182,0.00395517,0.00150263,0.00093633,0.0,0.00189934
2014-14,0.01007423,0.00242382,0.00066138,0.0037679,0.00376648,0.00256328,0.00285714
2014-13,0.00106383,0.00242803,0.0,0.00302115,0.00188324,0.00192555,0.00095238
2014-12,0.00969305,0.00139179,0.00399734,0.0022779,0.00284091,0.00322685,0.00381679
2014-11,-0.00857909,0.00244499,0.00402145,0.00151976,0.00189934,0.00324044,0.00095694
2014-10,-0.0026824,0.00741264,0.00884354,0.00612557,0.00671141,0.00752864,0.00874636
2014-09,0.00322754,0.00035323,0.00475867,0.00230238,0.00096061,0.00229283,0.00096993
2014-08,0.00647249,0.0049663,0.00340368,0.00462606,0.00482625,0.00560501,0.0
2014-07,-0.01287554,0.00177557,0.00341763,0.00154083,0.0019305,0.00264288,0.0
2014-06,0.02134647,0.00862689,0.0174216,0.00858034,0.00878906,0.01206839,0.00390625
2014-05,0.00491803,0.00470163,0.01057082,0.00313972,0.00392542,0.0043771,0.00985222
2014-04,-0.00816993,0.00471527,0.00914205,0.00550314,0.00491642,0.00134862,0.00394477
2014-03,-0.00433839,-0.00360881,-0.00628931,-0.0015674,-0.00392157,-0.00067431,-0.0078125
2014-02,-0.00377358,0.00725163,0.00420168,0.00550747,0.00591716,0.00472973,0.00786627
2014-01,-0.00589181,0.00840029,0.01421464,0.00873016,0.00795229,0.00922446,0.00098425
2014-00,0.00752688,0.01114413,0.01233672,0.01291364,0.01419878,0.01751927,0.01097804
