Week,ITM,MLN,MUB,MUNI,PVI,PZA,SHM,SMB,SMMU,SUB,TFI
2015-42,0.00137489,0.00169875,-0.00029783,0.0,0.0,0.00044385,-0.0006413,-0.00059701,-0.00041745,0.00039143,0.00089989
2015-41,0.00137489,-0.00056625,-0.00049652,0.00205212,0.0,0.0,0.00021381,0.00299043,0.0,0.00156847,0.0
2015-40,-0.00068807,0.0,-0.00149002,0.00452768,0.0,0.00178492,0.00085598,0.0,0.00125497,0.0,-0.00045025
2015-39,0.00529588,0.00455322,0.00458304,0.0004111,-0.00082068,0.00312779,0.00214454,0.00299222,0.00293194,0.00225867,0.00610307
2015-38,0.00603528,0.00690449,0.00250376,0.00227273,0.0,0.00495272,0.00214823,0.0018018,0.0016775,0.0028563,0.00387067
2015-37,0.00465658,0.00518732,0.00321156,0.0018622,0.00041051,0.0031489,0.00150408,0.00060024,0.0,0.00147769,0.00341919
2015-36,0.00093262,-0.00057604,-0.00060156,-0.00103348,0.0,-0.00358262,-0.00042928,0.00120409,0.00020982,0.0,-0.00159236
2015-35,0.00232883,0.00115009,0.00361264,0.00559818,0.0,0.00449843,-0.0006435,0.00060168,0.00020951,-9.843e-05,0.00410584
2015-34,-0.00510204,-0.00514286,0.00010028,-0.00289555,0.00041051,-0.00402685,-0.00042974,-0.00059988,-0.00146628,-0.00137687,-0.00589302
2015-33,0.00349081,0.00114351,0.00270677,0.00414938,0.0,0.0031348,0.00128921,0.00060024,-0.00020947,-0.0004915,0.00204592
2015-32,0.00373744,0.00516648,0.00301689,0.00145349,-0.00041034,0.00359389,-0.00086022,-0.00358852,-0.00062893,-0.00049101,0.00502627
2015-31,-0.00302115,-0.00171038,-0.00190209,-0.00145048,0.0,-0.0049151,-0.00042974,0.00119832,0.00104888,-0.00058887,-0.00250398
2015-30,-0.00046631,0.00402068,0.00010025,-0.00041391,0.0,-0.00044903,-0.00042918,-0.00059773,0.00104866,-0.00098087,0.00022763
2015-29,0.00468713,0.00988372,0.00352396,0.0012443,0.0,0.00407056,-0.00042955,0.00542495,0.00125865,0.00039254,0.0045819
2015-28,0.00517647,0.00350263,0.002929,0.00270439,0.0,0.00636653,0.0,0.00180941,-0.00104844,0.00039304,0.00460299
2015-27,-0.00070406,-0.00405562,0.00080833,-0.00249273,0.00082102,0.00091116,0.0019384,0.00060459,-0.00083928,0.00059032,0.00022994
2015-26,-0.00187793,-0.00463768,-0.00191919,-0.00332295,0.00082068,-0.00136674,0.00043131,0.00121139,0.00147213,0.0011825,-0.00481762
2015-25,-0.00070788,-0.00348432,0.00010145,0.00292154,-0.00041034,-0.00182648,-0.00086337,0.00060643,0.00084246,0.00207346,-0.00344669
2015-24,0.00259189,0.00583431,0.00294177,0.00208638,0.0,0.0,0.00086543,0.0,0.00252951,0.00256917,0.00507263
2015-23,0.00331596,0.00467563,0.00193168,0.0,0.00041034,0.00091533,-0.00086468,0.0,0.00147679,0.00108792,0.00370456
2015-22,-0.00634101,-0.00581058,-0.00515829,-0.00582363,0.0,-0.00546199,-0.00129646,-0.00181378,-0.00105396,-0.00187599,-0.0075897
2015-21,0.00164628,0.00525394,0.0020245,-0.00062409,0.0,0.0013655,0.00043253,0.00060569,-0.00126396,0.00177883,0.00299401
2015-20,-0.00305882,-0.00175747,0.00050715,-0.00228833,0.00288184,-0.002731,-0.00086468,-0.00301932,0.0002107,-0.00138217,-0.00069188
2015-19,0.00141011,0.00409357,0.00182297,0.00228785,-0.00041017,0.00181984,0.00043197,0.00120919,0.00105396,-0.00049383,0.00137963
2015-18,-0.00210035,-0.00404858,-0.0020143,-0.00144988,-0.00041017,0.00227066,0.0,-0.00120337,-0.00084157,0.00108674,-0.00091617
2015-17,-0.0099445,-0.01144165,-0.00391252,-0.0061792,0.0,-0.01390135,-0.00064697,0.0,-0.00189076,-0.00118425,-0.00840336
2015-16,-0.00460617,-0.00568828,-0.00130143,0.00020568,0.0,-0.00268577,0.0,0.00060205,-0.00104998,-0.00059172,-0.00293985
2015-15,0.0018463,0.00284576,0.00090108,0.00144092,0.0,0.00089445,0.0,0.0,0.00063065,-0.00059166,0.00226552
2015-14,-0.00253223,-0.00397501,-0.0005005,-0.00205423,0.0,-0.00044723,0.00086225,-0.00120192,0.0008414,-0.00167554,-0.00180914
2015-13,0.00161588,0.0011383,0.0001001,0.00061728,-0.00041017,0.0,-0.00215239,-0.0006006,-0.00105108,0.00078942,-0.00203482
2015-12,-0.00023057,-0.00056754,-0.00019996,-0.00061627,0.00041034,0.0,-0.0010755,0.0006006,-0.00063038,-0.00039405,-0.00022584
2015-11,0.01098387,0.00973654,0.00594099,0.00704225,0.0,0.00899685,0.00280535,0.00361228,0.00231725,-0.00049242,0.00660291
2015-10,0.00210477,0.0023015,0.00526582,0.00290939,-0.00041017,0.00588502,-0.00129366,0.002414,0.00189913,0.00049261,0.00274348
2015-09,-0.00512343,-0.00858615,-0.01005935,-0.00826276,0.00041034,-0.0062978,-0.00236712,-0.00418911,-0.00336771,-0.00206612,-0.00751024
2015-08,0.00162564,0.00056818,0.00271275,0.00123788,0.0,0.00134831,0.00172154,0.00119832,-0.00021017,-0.00176869,0.00340213
2015-07,-0.00069703,0.00286041,0.00211864,-0.00124069,0.0,0.00361664,0.00043039,-0.0005988,0.00063118,0.00078794,-0.00113636
2015-06,-0.0071544,-0.00736961,-0.00601142,-0.00698295,-0.00041017,-0.00672344,-0.00107296,-0.00119474,-0.00147028,-0.00206429,-0.00699301
2015-05,-0.01253418,-0.01340782,-0.00872583,-0.00876299,0.0,-0.01150952,-0.00256849,-0.00179211,-0.00146997,-0.00216004,-0.01136364
2015-04,0.00664985,0.00674536,0.00497859,0.00573301,-0.00041,0.00266904,-0.0004279,0.00119546,0.00147244,0.00216237,0.00987876
2015-03,-0.00228885,-0.00224719,0.00049736,-0.00081716,0.0,-0.00088968,0.0008569,0.00479904,0.0008414,0.00206835,-0.00357462
2015-02,0.0041446,0.00564972,0.00329736,0.00226198,0.0,0.00447628,0.00193715,0.00180288,0.00210659,0.0019718,0.00314677
2015-01,0.00627469,0.00455322,0.00664586,0.003924,0.0,0.00586643,0.00237274,-0.00120192,0.00168599,0.00039471,0.00498188
2015-00,0.00374007,0.00633641,-0.00060514,0.00269598,0.00041017,0.00499319,0.00259179,-0.00240674,0.00021115,0.00286505,0.00409929
2014-51,-0.00210477,-0.00172612,0.00060692,-0.00374065,0.0,-0.00090744,-0.00215517,0.0,-0.00232019,-0.00019771,0.00091324
2014-50,-0.0021028,0.0,-0.00020222,0.00083056,0.0,0.0,-0.00172414,-0.00120265,-0.00357368,-0.00246208,-0.00136581
2014-49,0.00822368,0.00811594,0.00476625,0.00103799,0.0,0.00592795,-0.00129199,0.00180397,-0.00021013,0.00039448,0.00410771
2014-48,-0.00023496,-0.00116009,0.00060901,0.0,0.0,0.00137174,-0.00150441,-0.00060024,0.0,-0.00127978,-0.00068666
2014-47,0.00637996,0.00408401,0.00305344,0.00604923,0.0,0.00321691,0.00086022,-0.0006006,-0.00021048,9.848e-05,0.00252467
2014-46,0.00426641,0.00292398,0.00112119,0.00125287,0.0,0.00369174,0.00215517,-0.00299401,0.00105285,9.861e-05,0.00276307
2014-45,0.00213068,0.00058582,0.00101885,0.00209118,0.0,0.00045977,0.0021561,-0.0005988,0.00063211,-0.00068932,0.00207087
2014-44,-0.00470367,-0.00291545,-0.00081392,-0.00208464,0.0,-0.0018357,-0.00086022,0.00240096,0.00105307,0.00138053,-0.00297755
2014-43,-0.003517,0.0,0.00050823,0.00083281,0.0,-0.0018315,-0.00042992,0.00060096,-0.00189235,-0.00068966,-0.00637959
2014-42,-0.00605778,-0.00405562,-0.00354394,-0.00290216,0.0,-0.00819672,0.00043048,0.00120192,0.00147399,0.00029533,-0.00477164
2014-41,0.0020979,0.00290023,-0.00141386,0.0,0.0,0.000456,-0.0027909,0.00120048,-0.00230995,-0.00078732,0.00159163
2014-40,0.00683801,0.01054482,0.00458435,0.00417537,0.0,0.00551217,0.00193924,0.00060132,-0.00252154,-0.00019695,0.00665443
2014-39,0.00402462,0.00294291,0.00337216,0.00230174,-0.00040984,0.00600739,0.0,-0.0012012,-0.0004215,-0.00049237,0.00322581
2014-38,0.0042796,0.00236686,0.000819,-0.00083752,0.0,0.00324826,0.0,-0.0006006,-0.00210438,9.844e-05,0.00254748
2014-37,0.00047642,0.00178465,0.00195032,0.00062893,0.0,0.00279851,0.00043131,0.00060096,-0.00042159,0.00049247,0.00209108
2014-36,-0.00451628,-0.00533808,-0.00399345,-0.00209468,0.0,-0.00325733,-0.00172228,-0.00120265,-0.00168492,-0.00128003,-0.00300926
2014-35,-0.0011854,0.0,-0.00102291,-0.0004185,0.00041,0.00093067,0.0015083,0.00240674,0.00063238,-0.00019689,-0.00138696
2014-34,0.00547098,0.00473653,0.00388667,0.00104712,0.0,0.0027972,0.00258565,0.00421941,0.00063291,0.00088557,0.00324149
2014-33,-0.00047551,0.00059382,0.00040946,0.00062827,0.0,0.00140187,0.00043113,-0.00240529,-0.00042176,0.0002956,-0.00208382
2014-32,0.00381225,0.00837321,0.00328812,0.00125654,0.0,0.00610615,0.00043131,-0.0006006,0.0,-0.00019706,0.00372007
2014-31,0.00719424,0.00901442,0.00443528,0.00252632,-0.00040984,0.00329877,-0.00043113,-0.00060168,-0.00063278,0.00177497,0.00513899
2014-30,-0.00167224,-0.00299581,0.00164745,-0.00147183,0.0,-0.00141243,0.00237581,-0.00060168,-0.00084335,0.00039448,0.00186829
2014-29,0.00504444,0.00848485,0.00278868,0.00379347,-0.00040984,0.00615239,0.0019451,0.00181159,-0.00021093,0.00029586,0.00187178
2014-28,0.00555153,0.00973828,0.00530256,0.00466102,0.00040984,0.00522565,0.0,0.002414,0.00063278,0.00257019,0.00517525
2014-27,0.00120831,-0.00060753,0.00270833,-0.00021173,0.0,0.0,-0.00064823,0.00120773,0.00126716,-0.00118437,0.0009434
2014-26,-0.00577201,-0.01262778,-0.00435278,-0.00527426,0.00040984,-0.00522814,0.00043281,0.00120919,-0.00126662,9.872e-05,-0.00516674
2014-25,0.00434783,0.00483384,0.0046836,0.00147929,0.0,0.00574438,0.00130124,-0.00181159,0.00084442,0.00138408,0.00566038
2014-24,0.0021797,0.0,0.0010433,0.002331,-0.00040967,0.00239923,0.00043375,0.0,-0.00147773,-0.00118507,0.00212766
2014-23,-0.00120831,0.00121212,-0.00228857,-0.00105865,0.0,0.00336377,-0.00173198,-0.00181378,-0.00042265,0.0,-0.00330033
2014-22,-0.00385171,0.0,-0.00259175,-0.00105664,0.0,-0.00191847,-0.00173048,-0.00241255,0.0,0.00148163,-0.00375587
2014-21,0.00337106,0.0030175,0.00124314,0.00169062,0.0,0.00382409,0.00086524,-0.00120846,0.00021119,-0.00128357,0.00258519
2014-20,-0.00048135,-0.00301023,0.0,-0.00169097,-0.000819,0.00095785,-0.00129814,0.00181159,0.0004223,0.00088871,-0.00140746
2014-19,0.00774818,0.01098901,0.00499584,0.00446144,0.0,0.00721848,0.00216826,0.00241984,0.00105664,9.876e-05,0.00733207
2014-18,0.00169944,0.00614251,0.00418017,0.00106383,0.00081967,0.00580271,0.00043422,0.00302847,0.0008471,0.00029647,0.0028463
2014-17,0.0024325,0.00494132,0.00125615,0.00021277,0.0,0.00339312,0.0010853,0.00121286,0.00084674,0.00049422,0.0
2014-16,0.0029254,0.00495663,0.00367608,0.00404686,-0.00040967,0.0058451,-0.00065104,-0.00121212,0.000848,-0.000593,0.00118737
2014-15,0.0007326,-0.00123916,-0.00147074,0.00042608,-0.00040967,-0.00194932,0.00021706,-0.00060569,0.00021186,0.00108835,0.00047664
2014-14,0.00911555,0.00746733,0.00601837,0.00428174,0.00041,0.00539216,0.00065147,-0.00060533,0.0,0.0,0.00743227
2014-13,0.00172968,0.00439147,0.00158898,0.00085763,-0.000819,0.0,0.0015224,0.00181928,-0.00063573,0.00019782,0.00240616
2014-12,0.00396924,0.00566751,0.00350989,0.00150602,0.00040984,0.00444444,-0.00043516,-0.00060569,0.00042454,0.0003958,0.00435203
2014-11,-0.00664534,-0.00689223,-0.00454834,-0.00385274,-0.00040967,-0.00197336,-0.00411077,-0.00422195,-0.00401522,-0.00158087,-0.00599808
2014-10,0.0062004,0.01271456,0.00618535,0.00322096,0.0,0.00999001,0.00064949,-0.00120555,0.00084638,-0.00079036,0.00749879
2014-09,-0.00884956,-0.01255493,-0.00942198,-0.00533846,-0.0004095,-0.00645802,-0.00280656,0.0,-0.00189954,-9.871e-05,-0.00767386
2014-08,0.00819876,0.01408451,0.00855432,0.00408514,0.0,0.00752634,0.00325098,0.00181269,0.00127038,0.00148353,0.00508105
2014-07,0.00349214,0.00449006,0.00268327,0.0010755,0.0,0.00403226,0.00043384,0.0,0.00063532,0.00039588,0.0016982
2014-06,-0.00099428,-0.00064226,-0.00149845,-0.00043076,-0.0004095,-0.00201005,-0.00151778,0.00242718,-0.00021182,9.897e-05,0.0
2014-05,0.00124564,0.00128617,-0.00107009,-0.00064683,0.0,0.00050251,0.00086843,0.00243161,0.0,9.891e-05,-0.0009704
2014-04,-0.00174216,0.00193424,0.00343975,-0.000863,0.0,0.00353001,0.00130406,-0.00121507,-0.00084674,0.00118859,0.00097253
2014-03,0.00752634,0.00647668,0.00398449,0.00302899,0.0,0.00761808,0.0,0.00243161,0.00042409,0.00069321,0.00586224
2014-02,0.00276869,0.00981033,0.00464564,0.00195101,-0.00081867,0.00663943,-0.00043431,-0.00242866,0.00148462,0.00089056,0.00441285
2014-01,0.01199592,0.0268998,0.01280648,0.00545613,0.0,0.01717855,0.00152373,-0.00060864,-0.000212,0.0013871,0.01292889
2014-00,0.00307613,0.0067659,0.00252525,0.00131148,0.0,0.0010433,-0.00087032,0.00060976,-0.00169563,0.00099088,-0.00049677
2013-51,0.0,0.00067797,-0.00054987,-0.00153005,0.0,0.00156658,0.00043554,0.00122026,0.00063721,-0.00039612,0.00074776
2013-50,-0.00178708,-0.00336022,-0.0008771,-0.00131062,0.00040967,0.00155925,-0.00043573,0.00061013,-0.00021231,0.0,-0.00223436
2013-49,0.00204971,0.0,0.00186854,0.00328228,0.0,0.00364773,0.00021801,0.00060938,0.00021227,-9.912e-05,0.00199352
2013-48,-0.00408163,-0.00400267,-0.00120746,-0.00152939,0.0,-0.00363636,-0.00196078,0.00427611,0.00085052,-0.00079216,-0.00248633
2013-47,0.0,0.00466045,0.00010943,0.00174596,-0.000819,0.00155682,-0.00130605,0.000612,0.00021236,0.0003962,0.00099231
2013-46,-0.00304491,-0.00463269,-0.00294792,-0.0017433,0.0,-0.00103788,-0.0008707,0.0,0.0,-9.913e-05,-0.00297177
2013-45,-0.00127033,0.00602007,0.00230415,-0.00065388,0.0,0.00312989,0.0,-0.0006105,0.00042508,0.00158793,0.00348779
2013-44,-0.00456043,-0.00728477,-0.00567872,-0.0034775,-0.00040967,-0.00364773,-0.0008707,0.0018315,0.0008498,-0.00198118,-0.00445324
2013-43,0.0,-0.00592885,-0.00185448,-0.00021763,0.00040967,-0.00156087,0.00065431,0.00367422,-0.00021249,0.00079357,0.00074313
2013-42,0.00818833,0.02913279,0.01261062,0.00415846,-0.0004095,0.0164108,0.00152972,0.008626,0.00362396,0.00168902,0.0092639
2013-41,0.00488809,0.01648352,0.00858321,0.0050494,-0.00163867,0.0,0.00219202,0.00185414,-0.00021304,0.00179229,0.00527638
2013-40,-0.00307377,-0.01875419,-0.00607533,-0.00306145,0.0,-0.00938478,0.00131521,0.00123077,-0.0008527,-0.00139082,-0.00050138
2013-39,-0.00229885,-0.00994695,-0.00154321,-0.00152905,0.00041,0.00052549,-0.00087566,-0.00368098,0.00256191,0.00019871,-0.00299625
2013-38,0.00591108,0.00199867,0.0038764,0.00197498,0.0,0.00211305,0.00153542,0.00369458,0.00191857,0.00189111,0.00125125
2013-37,0.01039231,0.03094911,0.01383266,0.00840336,-0.00081934,0.00800427,0.00462759,0.00496278,-0.0002134,0.00099582,0.01399135
2013-36,0.01756253,0.02193914,0.00671065,0.00401517,0.00040967,0.01085187,0.00331492,0.0006215,-0.00042708,0.002498,0.01243846
2013-35,0.00159617,0.00496102,-0.00170377,0.00178971,0.0,0.00108167,0.00221582,0.00124224,0.00235043,-9.985e-05,-0.00310078
2013-34,0.00637789,-0.00070522,-0.00169683,0.00111632,0.0,-0.00214823,-0.00308846,0.0,-0.00319625,0.0004992,0.00361757
2013-33,0.00611214,0.00282686,0.00658941,-0.00244825,0.0,0.00269107,0.0,-0.00614628,0.00192349,-0.00069867,-0.00051454
2013-32,-0.01869159,-0.02116041,-0.01594736,-0.00641026,-0.00081867,-0.00900424,-0.00110229,-0.00551471,0.00192102,-0.00189243,-0.00889228
2013-31,0.00234192,-0.00410116,0.00055866,0.00110546,0.00040967,0.00318302,-0.00175979,0.00554871,-0.00042589,0.00069673,0.0017848
2013-30,-0.00364394,-0.00407886,-0.00044543,0.00132714,0.0,-0.00945875,0.0,0.0,0.00021299,0.00349685,0.00126968
2013-29,0.00944634,0.00820793,0.00368139,0.0028844,-0.00040933,0.0132908,-0.00044014,0.0,0.00085161,-0.00029982,0.01177675
2013-28,-0.00959046,-0.01210491,-0.0034239,-0.00331932,0.00081934,-0.01038422,0.00176484,0.00184615,-0.00276831,0.00170341,-0.00329364
2013-27,0.00416125,0.00335345,0.01526462,0.00509752,-0.00081867,0.00521105,0.00310421,0.00371517,0.00021331,0.00483092,0.00405577
2013-26,0.00130446,-0.00800534,-0.02136284,-0.00858086,0.0,-0.01841432,0.00333407,-0.00739372,-0.00910246,-0.00141286,-0.01757469
2013-25,0.03838875,0.04163775,0.0364136,0.00982362,0.00081934,0.03666312,0.00761819,0.02462121,0.01379608,0.01281399,0.02497425
2013-24,-0.03145611,-0.06,-0.04413838,-0.02813244,0.0,-0.03898734,-0.01360544,-0.00793167,-0.0104034,-0.01834862,-0.03677372
2013-23,0.0106599,-0.01654997,0.00151646,-0.00452684,0.00040967,-0.0271337,0.0,-0.00121877,0.00042472,-0.00029886,-0.00170982
2013-22,-0.0171131,-0.01499063,-0.00086049,-0.00406939,-0.0020475,-0.00537372,-0.00087547,0.00489297,-0.00042463,0.00239473,-0.00412221
2013-21,-0.01967536,-0.01657459,-0.01294704,-0.00638298,0.00040967,-0.00680934,-0.00043735,-0.0054678,0.0004249,0.00019968,-0.00914121
2013-20,-0.00365675,-0.00848485,-0.0008399,-0.00295608,0.0,-0.00481464,0.00043735,0.00060716,-0.00127226,0.00099641,-0.00167544
2013-19,0.00048697,-0.00121359,0.00031466,-0.00084459,0.0,-0.00096246,-0.00218579,0.0,0.00127226,0.0,-0.00333572
2013-18,-0.00314999,-0.00482218,-0.00636411,-0.00273339,0.00040967,-0.00287494,-0.00043697,0.0006068,-0.00105887,-0.00039797,-0.00214184
2013-17,-0.00024219,0.00060277,0.00093877,0.00084069,0.0,0.00095831,0.00043773,0.0,-0.00190557,0.00149462,0.00214133
2013-16,0.0009697,0.00545785,0.0029304,0.00126342,0.0,0.00144231,0.0,0.00182371,0.00148431,0.00129883,-0.00047517
2013-15,0.0034055,0.00609385,0.00304143,0.00189913,0.0,0.00385728,0.00109385,-0.00363857,0.00127065,-0.00288529,0.0026203
2013-14,0.0,0.0,0.00062952,-0.00084459,0.0,-0.00048263,-0.00196678,0.00060753,0.00148462,0.00069721,0.0
2013-13,0.0093412,0.01047443,0.00730236,0.00744998,-0.0004095,0.00778589,-0.00043716,0.0006068,0.00021213,0.00229381,0.00963159
2013-12,0.00074056,0.001853,0.00233893,0.00363325,0.0,-0.00097371,0.0,0.00243457,0.00233844,-0.00149269,0.00313404
2013-11,-0.00172669,0.00247678,0.00255373,0.00149861,0.0,0.0004878,0.00043754,0.00060827,-0.00021249,-0.0010942,0.0
2013-10,-0.00049579,-0.00982801,-0.00212404,-0.00320444,0.0,-0.00292683,-0.00218579,-0.00060827,0.00127551,-0.0008949,0.0
2013-09,-0.01391602,-0.01389728,-0.01265293,-0.00805085,0.0,-0.01012048,0.00087547,-0.00303767,-0.0027595,-0.00109235,-0.00790041
2013-08,0.00564972,0.00181708,0.0050399,0.00340426,0.0,0.00193143,0.00109505,0.00182593,0.00084962,0.00228719,0.00263852
2013-07,-0.00171443,-0.00302663,0.00126117,-0.00170104,0.0,-0.00048309,-0.00131234,0.00060864,0.00106225,0.00119486,0.00071891
2013-06,0.00073493,0.00121065,-0.00272565,-0.00106247,0.0,-0.00192957,-0.00043783,0.00060864,0.0,0.00089633,-0.00358166
2013-05,0.0,0.00060459,0.00125602,0.00106338,0.0,0.0,0.0004384,0.00244051,0.00063789,-0.00079642,0.00095557
2013-04,-0.00171191,0.00302663,0.00378907,-0.00276008,0.0,-0.00048286,0.00043879,0.0,-0.00042517,0.00119593,-0.00119246
2013-03,-0.00194695,-0.00360577,-0.0043823,-0.00296046,0.0,-0.00383877,-0.00043821,0.00121729,-0.00063748,-0.00049826,-0.00237643
2013-02,0.00146021,0.00605327,0.00177509,0.00190718,0.00040984,0.000962,0.0004386,0.00182704,0.00234242,9.948e-05,0.0021449
2013-01,0.00638037,0.00671551,0.00588174,0.00533049,0.0,0.00923226,0.00286029,0.00305437,0.00042617,0.00349127,0.00430931
2013-00,-0.00416871,0.00061237,0.00838107,-0.00127904,-0.00040967,-0.00193986,-0.00329381,0.00367872,-0.00127741,0.0019978,-0.00047893
